run_id,timestamp_utc,git_sha,dataset_hash,stage,hypothesis_id,config_hash,parent_run_id,change_reason,train_period,validation_period,test_period,seed,command,status,primary_metric,selected,notes
g3_001,2026-07-11T10:48:15.637518+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,099983ed8b88,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 1}",ok,,,
g3_002,2026-07-11T10:48:15.666687+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,099983ed8b88,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 1}",ok,,,
g3_003,2026-07-11T10:48:15.754504+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,18ed6425a33d,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 3}",ok,,,
g3_004,2026-07-11T10:48:15.782708+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,18ed6425a33d,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 3}",ok,,,
g3_005,2026-07-11T10:48:15.872446+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,0548425239ec,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 5}",ok,,,
g3_006,2026-07-11T10:48:15.900097+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,0548425239ec,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 5}",ok,,,
g3_007,2026-07-11T10:48:15.993030+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,0f987476709e,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 10}",ok,,,
g3_008,2026-07-11T10:48:16.018110+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,0f987476709e,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 10}",ok,,,
g3_009,2026-07-11T10:48:16.116917+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,0a107f6c5463,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 15}",ok,,,
g3_010,2026-07-11T10:48:16.139985+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,0a107f6c5463,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 15}",ok,,,
g3_011,2026-07-11T10:48:16.233229+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,6360757dec97,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 30}",ok,,,
g3_012,2026-07-11T10:48:16.258506+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,6360757dec97,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 30}",ok,,,
g3_013,2026-07-11T10:48:16.357875+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,095e2101a629,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 60}",ok,,,
g3_014,2026-07-11T10:48:16.385533+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,095e2101a629,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""horizon"": 60}",ok,,,
g3_015,2026-07-11T10:48:16.444051+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,year_by_year,e984fcc2a4f6,,,2018-2022,,,20260711,"{""instrument"": ""ES""}",ok,,,
g3_016,2026-07-11T10:48:16.994688+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,correlation_matrix,be3362281f08,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""n_pairs"": 630}",ok,,,
g3_017,2026-07-11T10:48:17.012171+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,anomaly_inventory,e984fcc2a4f6,,,2018-2022,,,20260711,"{""instrument"": ""ES""}",ok,,,
g3_018,2026-07-11T10:48:17.101214+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,dcbdca68fde6,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 1}",ok,,,
g3_019,2026-07-11T10:48:17.124154+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,dcbdca68fde6,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 1}",ok,,,
g3_020,2026-07-11T10:48:17.212562+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,e39255e02ae3,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 3}",ok,,,
g3_021,2026-07-11T10:48:17.235073+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,e39255e02ae3,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 3}",ok,,,
g3_022,2026-07-11T10:48:17.322286+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,afc3d0ed095b,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 5}",ok,,,
g3_023,2026-07-11T10:48:17.344521+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,afc3d0ed095b,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 5}",ok,,,
g3_024,2026-07-11T10:48:17.433642+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,005dc189353d,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 10}",ok,,,
g3_025,2026-07-11T10:48:17.456547+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,005dc189353d,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 10}",ok,,,
g3_026,2026-07-11T10:48:17.550120+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,855b176d46c3,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 15}",ok,,,
g3_027,2026-07-11T10:48:17.573383+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,855b176d46c3,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 15}",ok,,,
g3_028,2026-07-11T10:48:17.669132+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,7c2b2fc0438e,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 30}",ok,,,
g3_029,2026-07-11T10:48:17.692443+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,7c2b2fc0438e,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 30}",ok,,,
g3_030,2026-07-11T10:48:17.783483+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,summary_stats,c3b37119f9d8,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 60}",ok,,,
g3_031,2026-07-11T10:48:17.806310+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,symmetry_concentration,c3b37119f9d8,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""horizon"": 60}",ok,,,
g3_032,2026-07-11T10:48:17.856847+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,year_by_year,33e8cdadc9e4,,,2018-2022,,,20260711,"{""instrument"": ""NQ""}",ok,,,
g3_033,2026-07-11T10:48:18.401124+00:00,905c0f072e53802aa347d2f5284ebe359dee8193,see DATA_CONTRACT.md,atlas,correlation_matrix,5d8a0a907634,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""n_pairs"": 630}",ok,,,
