instrument,label,n,close_location_0_mean,close_location_0_median,body_ratio_0_mean,body_ratio_0_median,upper_wick_ratio_0_mean,upper_wick_ratio_0_median,lower_wick_ratio_0_mean,lower_wick_ratio_0_median
ES,SAME_BAR_BULLISH_REVERSAL_PROXY,130,0.6495985508428899,0.725705329153605,0.394241184009112,0.39642857142857146,0.17520072457855507,0.1371473354231975,0.430558091412333,0.4117647058823529
ES,SAME_BAR_BEARISH_REVERSAL_PROXY,94,-0.6025472190930748,-0.6181818181818182,0.36340890474801213,0.3333333333333333,0.43786470479852513,0.4365079365079365,0.19872639045346258,0.19090909090909092
ES,SAME_BAR_DUAL_SIDED_AMBIGUOUS,10,-0.05044702574114339,-0.00512820512820511,0.02108196814079167,0.015151515151515152,0.518489506136565,0.5025641025641026,0.4604285257226433,0.4926739926739927
NQ,SAME_BAR_BULLISH_REVERSAL_PROXY,110,0.7013556752364083,0.7587878787878788,0.4340241305365919,0.4333879333879334,0.14932216238179588,0.1206060606060606,0.4166537070816121,0.40661157024793393
NQ,SAME_BAR_BEARISH_REVERSAL_PROXY,73,-0.5194057944386863,-0.5789473684210527,0.32351552129643585,0.3146853146853147,0.43618737592290735,0.4306569343065693,0.24029710278065683,0.21052631578947367
NQ,SAME_BAR_DUAL_SIDED_AMBIGUOUS,13,-0.006445625890457205,0.08823529411764697,0.025323695841933995,0.02127659574468085,0.485855125655016,0.45588235294117646,0.48882117850305,0.525
