run_id,timestamp_utc,git_sha,dataset_hash,stage,hypothesis_id,config_hash,parent_run_id,change_reason,train_period,validation_period,test_period,seed,command,status,primary_metric,selected,notes
s2_001,2026-07-10T20:09:24.393738+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,counts,c91cedd3d6c4,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""counts""}",ok,101297,,
s2_002,2026-07-10T20:10:20.536027+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,baseline,f4eee4abbf57,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""baseline""}",ok,0.4828885275806004,,
s2_003,2026-07-10T20:19:34.402190+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,response_maps,aa3e6ed60e20,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""response+mono"", ""features"": [""D5_atr_d"", ""D15_atr_d"", ""D60_atr_d"", ""P5_d"", ""P15_d"", ""P60_d"", ""E5_d"", ""E15_d"", ""E60_d"", ""run_d"", ""z_vol"", ""vol_ratio"", ""body_eff"", ""closeloc_dir"", ""dev_g_d"", ""dev_r_d"", ""slope_d""]}",ok,,,
s2_004,2026-07-10T20:22:17.071707+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,increments,0dfafedc43d4,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""increments""}",ok,,,
s2_005,2026-07-10T20:22:17.154889+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,acceptance,923e0ba36231,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""acceptance""}",ok,,,
s2_006,2026-07-10T20:22:17.315196+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,counts,bdbc56dd4f35,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 4.0, ""family"": ""counts""}",ok,63137,,
s2_007,2026-07-10T20:22:17.373574+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,baseline,83615073413b,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 4.0, ""family"": ""baseline""}",ok,0.478413718503436,,
s2_008,2026-07-10T20:22:19.518381+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,response_maps,04cd3a9d54e6,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 4.0, ""family"": ""response+mono"", ""features"": [""D5_atr_d"", ""D15_atr_d"", ""D60_atr_d"", ""P5_d"", ""P15_d"", ""P60_d"", ""E5_d"", ""E15_d"", ""E60_d"", ""run_d"", ""z_vol"", ""vol_ratio"", ""body_eff"", ""closeloc_dir"", ""dev_g_d"", ""dev_r_d"", ""slope_d""]}",ok,,,
s2_009,2026-07-10T20:22:19.800132+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,increments,c491641c4406,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 4.0, ""family"": ""increments""}",ok,,,
s2_010,2026-07-10T20:22:19.861286+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,acceptance,fd91019797f2,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 1, ""z_thr"": 4.0, ""family"": ""acceptance""}",ok,,,
s2_011,2026-07-10T20:22:19.994049+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,counts,2c4b3ebefb90,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 3.0, ""family"": ""counts""}",ok,108372,,
s2_012,2026-07-10T20:22:20.081429+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,baseline,f76aceefa6bd,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 3.0, ""family"": ""baseline""}",ok,0.47626598418041377,,
s2_013,2026-07-10T20:22:25.927447+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,response_maps,d6ae871c6a75,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 3.0, ""family"": ""response+mono"", ""features"": [""D5_atr_d"", ""D15_atr_d"", ""D60_atr_d"", ""P5_d"", ""P15_d"", ""P60_d"", ""E5_d"", ""E15_d"", ""E60_d"", ""run_d"", ""z_vol"", ""vol_ratio"", ""body_eff"", ""closeloc_dir"", ""dev_g_d"", ""dev_r_d"", ""slope_d""]}",ok,,,
s2_014,2026-07-10T20:22:26.617345+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,increments,9edbeb3666e8,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 3.0, ""family"": ""increments""}",ok,,,
s2_015,2026-07-10T20:22:26.702233+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,acceptance,412756023674,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 3.0, ""family"": ""acceptance""}",ok,,,
s2_016,2026-07-10T20:22:26.817740+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,counts,571fc1286a95,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 4.0, ""family"": ""counts""}",ok,62676,,
s2_017,2026-07-10T20:22:26.861415+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,baseline,0fbf09b6647b,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 4.0, ""family"": ""baseline""}",ok,0.47552840052599504,,
s2_018,2026-07-10T20:22:29.019996+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,response_maps,cbcae02f18d3,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 4.0, ""family"": ""response+mono"", ""features"": [""D5_atr_d"", ""D15_atr_d"", ""D60_atr_d"", ""P5_d"", ""P15_d"", ""P60_d"", ""E5_d"", ""E15_d"", ""E60_d"", ""run_d"", ""z_vol"", ""vol_ratio"", ""body_eff"", ""closeloc_dir"", ""dev_g_d"", ""dev_r_d"", ""slope_d""]}",ok,,,
s2_019,2026-07-10T20:22:29.308226+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,increments,96c288f48894,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 4.0, ""family"": ""increments""}",ok,,,
s2_020,2026-07-10T20:22:29.372703+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,acceptance,8054c5781180,,,2018-2022,,,20260710,"{""instrument"": ""ES"", ""k"": 3, ""z_thr"": 4.0, ""family"": ""acceptance""}",ok,,,
s2_021,2026-07-10T20:22:29.472230+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,counts,b451babd7179,,,2018-2022,,,20260710,"{""instrument"": ""NQ"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""counts""}",ok,103439,,
s2_022,2026-07-10T20:23:00.742199+00:00,6397d35e7a34d295dcb431067f7dd96398008831,see DATA_CONTRACT.md,2,baseline,57de67b8fe24,,,2018-2022,,,20260710,"{""instrument"": ""NQ"", ""k"": 1, ""z_thr"": 3.0, ""family"": ""baseline""}",ok,0.4879549098683252,,
