instrument,ema_session_definition,ema_span,approach_side,time_stratum,horizon_bars,barrier_atr,eligible_armed_excursions,touch_events,touch_rate,same_bar_rejection_count,same_bar_breakthrough_count,same_bar_neutral_count,same_bar_rejection_rate,same_bar_breakthrough_rate,same_bar_rej_minus_brk,same_bar_binom_p,median_signed_close_atr,median_rejection_exc_atr,median_breakthrough_exc_atr,median_dominance,p_rejection_exc_gt_breakthrough_exc,p_breakthrough_exc_gt_rejection_exc,post_touch_retouch_rate,barrier_rejection_first_n,barrier_breakthrough_first_n,barrier_tie_n,barrier_neither_n,barrier_rejection_first_rate,barrier_breakthrough_first_rate,barrier_tie_rate,barrier_neither_rate,barrier_rej_minus_brk_first_rate,barrier_nontied_n,barrier_binom_p,sample_status,bh_family,q_value_primary,n_years_with_ge10_events,sign_reversal,one_year_dominance,year_2020_concentration,max_year_sign_agreement,effect_pp,min_sample_met,classification
ES,FULL_SESSION_EMA,21,FROM_BELOW,OPEN,5,1.0,526,538,1.0228136882129277,261,277,0,0.4851301115241636,0.5148698884758365,-0.02973977695167286,0.5178666652355713,0.0627591240587049,1.584313394990987,1.3936250132413182,0.11714839635857435,0.5408921933085502,0.4591078066914498,0.895910780669145,260,234,31,13,0.483271375464684,0.4349442379182156,0.05762081784386617,0.024163568773234202,0.04832713754646839,494,0.26065130907203826,OK,ES|FULL_SESSION_EMA|OPEN,0.3884711213294013,5,True,False,False,3,4.832713754646839,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,21,FROM_BELOW,MID_MORNING,5,1.0,636,645,1.0141509433962264,357,288,0,0.5534883720930233,0.44651162790697674,0.10697674418604651,0.007370144613663788,-0.07963269847035757,0.8262921792101667,0.7310096467685557,0.00023099274451797582,0.5007751937984496,0.4992248062015504,0.9007751937984496,258,225,0,162,0.4,0.3488372093023256,0.0,0.25116279069767444,0.05116279069767443,483,0.14530096367970954,OK,ES|FULL_SESSION_EMA|MID_MORNING,0.4359028910391286,5,True,False,False,4,5.116279069767443,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,21,FROM_BELOW,MIDDAY,5,1.0,811,861,1.061652281134402,416,445,0,0.4831591173054588,0.5168408826945412,-0.03368176538908246,0.3399677161077954,-0.0967219267945183,0.7968134108798732,0.8208272186029684,-0.01589372315786679,0.4901277584204414,0.5098722415795587,0.9012775842044135,340,331,2,188,0.3948896631823461,0.38443670150987225,0.0023228803716608595,0.2183507549361208,0.010452961672473837,671,0.7574723035003649,OK,ES|FULL_SESSION_EMA|MIDDAY,0.7574723035003649,5,True,False,False,3,1.0452961672473837,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,5,1.0,870,897,1.0310344827586206,469,428,0,0.5228539576365663,0.47714604236343366,0.045707915273132664,0.18166099449876127,-0.08263559032423438,1.103679306275516,1.032540831050331,0.020785832613963804,0.5083612040133779,0.4916387959866221,0.882943143812709,423,384,8,82,0.47157190635451507,0.4280936454849498,0.008918617614269788,0.09141583054626533,0.043478260869565244,807,0.18097068496806606,OK,ES|FULL_SESSION_EMA|AFTERNOON,0.27145602745209907,5,True,False,False,4,4.347826086956524,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,5,1.0,10392,2941,0.2830061585835258,1503,1438,0,0.5110506630397824,0.48894933696021764,0.022101326079564772,0.23794047553988482,-0.06673960406881567,0.9885851456600523,0.9318096186081367,0.01723956526257102,0.5073104386263175,0.4926895613736824,0.8945936756205373,1281,1174,41,445,0.43556613396803806,0.3991839510370622,0.01394083645018701,0.15130907854471268,0.03638218293097584,2455,0.03238699382857727,OK,ES|FULL_SESSION_EMA|ALL_RTH,0.03886439259429273,5,True,False,False,4,3.6382182930975837,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,5,1.0,580,541,0.9327586206896552,286,255,0,0.5286506469500925,0.4713493530499076,0.05730129390018484,0.1970741729521715,0.18528959266809075,1.7035008344295126,1.5931231510809032,0.009601986673058257,0.5083179297597042,0.49168207024029575,0.866913123844732,260,237,34,10,0.4805914972273567,0.43807763401109057,0.06284658040665435,0.018484288354898338,0.04251386321626616,497,0.32372593444116776,OK,ES|FULL_SESSION_EMA|OPEN,0.3884711213294013,5,True,False,False,4,4.251386321626615,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,5,1.0,743,697,0.9380888290713324,361,336,0,0.5179340028694405,0.48206599713055953,0.035868005738880916,0.3633259820152694,0.09636589136173349,0.8773516235727189,0.8111980617314447,0.03452566559842388,0.5136298421807748,0.48637015781922527,0.890961262553802,291,281,0,125,0.41750358680057387,0.4031563845050215,0.0,0.1793400286944046,0.014347202295552364,572,0.7067223456619453,OK,ES|FULL_SESSION_EMA|MID_MORNING,0.7067223456619453,5,True,False,False,3,1.4347202295552364,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,5,1.0,969,991,1.022703818369453,543,448,0,0.5479313824419778,0.4520686175580222,0.0958627648839556,0.0028080726923725456,0.02894664252307848,0.9314206432969452,0.8212793420183879,0.07258858925788256,0.5257315842583249,0.47426841574167505,0.9122098890010091,434,375,7,175,0.437941473259334,0.3784056508577195,0.007063572149344097,0.17658930373360243,0.059535822401614535,809,0.04136668471281684,OK,ES|FULL_SESSION_EMA|MIDDAY,0.12410005413845052,5,True,False,False,4,5.953582240161453,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_ABOVE,AFTERNOON,5,1.0,1003,1134,1.1306081754735793,571,563,0,0.5035273368606702,0.4964726631393298,0.007054673721340388,0.8353420147376928,0.17736620606997622,1.166735169341092,1.0704319629513437,0.07079518209685139,0.5211640211640212,0.47883597883597884,0.8827160493827161,559,496,12,67,0.4929453262786596,0.43738977072310403,0.010582010582010581,0.059082892416225746,0.05555555555555558,1055,0.05623357947810096,OK,ES|FULL_SESSION_EMA|AFTERNOON,0.27145602745209907,5,True,False,False,3,5.555555555555558,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_ABOVE,ALL_RTH,5,1.0,11463,3363,0.29337869667626276,1761,1602,0,0.5236396074933095,0.47636039250669043,0.04727921498661909,0.006430598728505182,0.10195071489051233,1.062011593510417,0.9788036090553573,0.05294780502517822,0.5188819506393101,0.48111804936068986,0.8905738923580137,1544,1389,53,377,0.4591138864109426,0.4130240856378234,0.01575973832887303,0.11210228962236099,0.046089800773119194,2933,0.004453035036682829,OK,ES|FULL_SESSION_EMA|ALL_RTH,0.026718210220096975,5,True,False,False,4,4.608980077311919,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_BELOW,OPEN,5,1.0,526,536,1.0190114068441065,263,273,0,0.4906716417910448,0.5093283582089553,-0.018656716417910446,0.6975059817248055,0.04112338202109308,1.5840421879087787,1.3672311963607302,0.12113307313403737,0.539179104477612,0.4608208955223881,0.8936567164179104,265,235,27,9,0.4944029850746269,0.43843283582089554,0.05037313432835821,0.016791044776119403,0.05597014925373134,500,0.1946083086078805,OK,ES|FULL_SESSION_EMA|OPEN,0.3884711213294013,5,True,False,False,3,5.597014925373134,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_BELOW,MID_MORNING,5,1.0,627,636,1.014354066985646,350,286,0,0.550314465408805,0.449685534591195,0.10062893081761007,0.012425166472702373,-0.08855218320482998,0.8252924835441093,0.7425038028983477,0.007518003504064454,0.5047169811320755,0.49528301886792453,0.8930817610062893,253,226,0,157,0.3977987421383648,0.3553459119496855,0.0,0.2468553459119497,0.04245283018867929,479,0.23481179204239805,OK,ES|FULL_SESSION_EMA|MID_MORNING,0.46962358408479615,5,True,False,False,4,4.245283018867929,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_BELOW,MIDDAY,5,1.0,794,844,1.0629722921914357,399,445,0,0.4727488151658768,0.5272511848341233,-0.054502369668246446,0.12133896085029741,-0.08853571979340558,0.8010664099875886,0.8191679023209151,-0.01571787533806468,0.4928909952606635,0.5071090047393365,0.8957345971563981,338,322,2,182,0.4004739336492891,0.3815165876777251,0.002369668246445498,0.2156398104265403,0.01895734597156401,660,0.5593377500819332,OK,ES|FULL_SESSION_EMA|MIDDAY,0.7574723035003649,5,True,False,False,3,1.895734597156401,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_BELOW,AFTERNOON,5,1.0,858,884,1.0303030303030303,465,419,0,0.5260180995475113,0.47398190045248867,0.05203619909502263,0.1301024703094858,-0.0752319044376979,1.1075130017951138,1.0422143016955874,0.006852528052331766,0.5067873303167421,0.49321266968325794,0.8823529411764706,419,380,6,79,0.47398190045248867,0.4298642533936652,0.006787330316742082,0.08936651583710407,0.044117647058823484,799,0.17880083684251308,OK,ES|FULL_SESSION_EMA|AFTERNOON,0.27145602745209907,5,False,False,False,5,4.411764705882348,True,MIXED_OR_NULL
ES,FULL_SESSION_EMA,22,FROM_BELOW,ALL_RTH,5,1.0,10220,2900,0.2837573385518591,1477,1423,0,0.5093103448275862,0.4906896551724138,0.018620689655172412,0.3250248585243314,-0.0568292998859323,0.9940484106044467,0.9314334713322518,0.013541968718185063,0.5082758620689655,0.4917241379310345,0.8906896551724138,1275,1163,35,427,0.4396551724137931,0.4010344827586207,0.01206896551724138,0.14724137931034484,0.0386206896551724,2438,0.024553082085367918,OK,ES|FULL_SESSION_EMA|ALL_RTH,0.03682962312805188,5,True,False,False,4,3.86206896551724,True,MIXED_OR_NULL
ES,RTH_EMA,20,FROM_ABOVE,OPEN,5,1.0,628,334,0.5318471337579618,177,157,0,0.5299401197604791,0.47005988023952094,0.059880239520958084,0.29850080283343083,0.19769771724721685,1.1139812928728456,0.9234069088427204,0.0885293600976054,0.5479041916167665,0.45209580838323354,0.8802395209580839,157,136,4,37,0.47005988023952094,0.40718562874251496,0.011976047904191617,0.11077844311377245,0.06287425149700598,293,0.24259199435339626,OK,ES|RTH_EMA|OPEN,0.4851839887067925,5,True,False,False,3,6.287425149700598,True,MIXED_OR_NULL
ES,RTH_EMA,20,FROM_ABOVE,MID_MORNING,5,1.0,633,680,1.0742496050552923,363,317,0,0.5338235294117647,0.4661764705882353,0.06764705882352941,0.08433125003449216,0.008847507949362926,0.7235832343905704,0.856106131273259,-0.09510424838716235,0.4647058823529412,0.5352941176470588,0.8955882352941177,234,282,1,163,0.34411764705882353,0.4147058823529412,0.0014705882352941176,0.23970588235294119,-0.07058823529411767,516,0.03843748809840512,OK,ES|RTH_EMA|MID_MORNING,0.057656232147607685,5,True,False,False,3,-7.058823529411767,True,MIXED_OR_NULL
ES,RTH_EMA,20,FROM_ABOVE,MIDDAY,5,1.0,971,1026,1.0566426364572605,560,466,0,0.5458089668615984,0.45419103313840153,0.09161793372319688,0.003670499140331309,0.036416984029359736,0.9206271662896186,0.8293967934664197,0.07515211156954546,0.5331384015594542,0.4668615984405458,0.9122807017543859,442,392,8,184,0.43079922027290446,0.3820662768031189,0.007797270955165692,0.1793372319688109,0.04873294346978557,834,0.08968721640062814,OK,ES|RTH_EMA|MIDDAY,0.24271674500245713,5,True,False,False,3,4.8732943469785575,True,MIXED_OR_NULL
