instrument,ema_session_definition,ema_span,approach_side,time_stratum,year,n_events,same_bar_rej_minus_brk,barrier0.5_rej_minus_brk_first_rate,barrier1.0_rej_minus_brk_first_rate,median_signed_close_atr,sign
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,2022,621,0.04669887278582931,0.03864734299516908,-0.00644122383252818,-0.02411606154002501,-1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,2018,113,0.07964601769911504,0.04424778761061947,0.07964601769911504,0.5329271646558436,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,2019,102,0.0392156862745098,0.06862745098039216,0.0196078431372549,0.1466617144975763,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,2020,110,0.18181818181818182,0.13636363636363635,0.10909090909090909,0.19953031369219199,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,2021,111,-0.06306306306306306,-0.02702702702702703,-0.009009009009009009,0.02357829573156778,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,2022,105,0.047619047619047616,-0.12380952380952381,0.009523809523809525,-0.17955220860126483,-1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,2018,137,0.0364963503649635,-0.014598540145985401,-0.029197080291970802,-0.024883183748472645,-1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,2019,149,0.04697986577181208,0.1476510067114094,0.14093959731543623,0.239515814112868,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,2020,159,0.018867924528301886,0.06918238993710692,0.08176100628930817,0.14692140517622482,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,2021,127,0.007874015748031496,0.047244094488188976,-0.09448818897637795,0.21556160427866916,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,2022,125,0.072,0.128,-0.064,-0.15745015511654037,-1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,2018,192,0.11458333333333333,0.09895833333333333,0.026041666666666668,0.03546981087723607,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,2019,192,0.23958333333333334,0.24479166666666666,0.13541666666666666,0.050061620961847554,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,2020,221,0.09502262443438914,0.07239819004524888,0.08597285067873303,0.09918904254604892,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,2021,205,0.024390243902439025,0.05853658536585366,0.05853658536585366,0.12446283735411462,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,2022,181,0.0055248618784530384,-0.055248618784530384,-0.016574585635359115,-0.17771532355835334,-1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,AFTERNOON,2018,214,-0.028037383177570093,-0.009345794392523364,0.009345794392523364,0.19677682848224948,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,AFTERNOON,2019,256,0.03125,0.1171875,0.1640625,0.3013098195416123,1.0
ES,FULL_SESSION_EMA,22,FROM_ABOVE,AFTERNOON,2020,222,-0.12612612612612611,-0.08108108108108109,-0.009009009009009009,-0.11450794138649942,-1.0
