instrument,ema_session_definition,ema_span,approach_side,time_stratum,horizon_bars,barrier_atr,eligible_armed_excursions,touch_events,touch_rate,same_bar_rejection_count,same_bar_breakthrough_count,same_bar_neutral_count,same_bar_rejection_rate,same_bar_breakthrough_rate,same_bar_rej_minus_brk,same_bar_binom_p,median_signed_close_atr,median_rejection_exc_atr,median_breakthrough_exc_atr,median_dominance,p_rejection_exc_gt_breakthrough_exc,p_breakthrough_exc_gt_rejection_exc,post_touch_retouch_rate,barrier_rejection_first_n,barrier_breakthrough_first_n,barrier_tie_n,barrier_neither_n,barrier_rejection_first_rate,barrier_breakthrough_first_rate,barrier_tie_rate,barrier_neither_rate,barrier_rej_minus_brk_first_rate,barrier_nontied_n,barrier_binom_p,sample_status
ES,FULL_SESSION_EMA,22,FROM_BELOW,ALL_RTH,5,0.5,10220,2900,0.2837573385518591,1477,1423,0,0.5093103448275862,0.4906896551724138,0.018620689655172412,0.3250248585243314,-0.0568292998859323,0.9940484106044467,0.9314334713322518,0.013541968718185063,0.5082758620689655,0.4917241379310345,0.8906896551724138,1361,1264,268,7,0.4693103448275862,0.43586206896551727,0.09241379310344827,0.002413793103448276,0.033448275862068944,2625,0.06094730528356235,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,ALL_RTH,5,1.0,10220,2900,0.2837573385518591,1477,1423,0,0.5093103448275862,0.4906896551724138,0.018620689655172412,0.3250248585243314,-0.0568292998859323,0.9940484106044467,0.9314334713322518,0.013541968718185063,0.5082758620689655,0.4917241379310345,0.8906896551724138,1275,1163,35,427,0.4396551724137931,0.4010344827586207,0.01206896551724138,0.14724137931034484,0.0386206896551724,2438,0.024553082085367918,OK
ES,RTH_EMA,20,FROM_ABOVE,OPEN,5,0.5,628,334,0.5318471337579618,177,157,0,0.5299401197604791,0.47005988023952094,0.059880239520958084,0.29850080283343083,0.19769771724721685,1.1139812928728456,0.9234069088427204,0.0885293600976054,0.5479041916167665,0.45209580838323354,0.8802395209580839,164,136,34,0,0.49101796407185627,0.40718562874251496,0.10179640718562874,0.0,0.08383233532934131,300,0.11888633674819796,OK
ES,RTH_EMA,20,FROM_ABOVE,OPEN,5,1.0,628,334,0.5318471337579618,177,157,0,0.5299401197604791,0.47005988023952094,0.059880239520958084,0.29850080283343083,0.19769771724721685,1.1139812928728456,0.9234069088427204,0.0885293600976054,0.5479041916167665,0.45209580838323354,0.8802395209580839,157,136,4,37,0.47005988023952094,0.40718562874251496,0.011976047904191617,0.11077844311377245,0.06287425149700598,293,0.24259199435339626,OK
ES,RTH_EMA,20,FROM_ABOVE,MID_MORNING,5,0.5,633,680,1.0742496050552923,363,317,0,0.5338235294117647,0.4661764705882353,0.06764705882352941,0.08433125003449216,0.008847507949362926,0.7235832343905704,0.856106131273259,-0.09510424838716235,0.4647058823529412,0.5352941176470588,0.8955882352941177,326,322,31,1,0.47941176470588237,0.47352941176470587,0.045588235294117645,0.0014705882352941176,0.005882352941176505,648,0.906197484279404,OK
ES,RTH_EMA,20,FROM_ABOVE,MID_MORNING,5,1.0,633,680,1.0742496050552923,363,317,0,0.5338235294117647,0.4661764705882353,0.06764705882352941,0.08433125003449216,0.008847507949362926,0.7235832343905704,0.856106131273259,-0.09510424838716235,0.4647058823529412,0.5352941176470588,0.8955882352941177,234,282,1,163,0.34411764705882353,0.4147058823529412,0.0014705882352941176,0.23970588235294119,-0.07058823529411767,516,0.03843748809840512,OK
ES,RTH_EMA,20,FROM_ABOVE,MIDDAY,5,0.5,971,1026,1.0566426364572605,560,466,0,0.5458089668615984,0.45419103313840153,0.09161793372319688,0.003670499140331309,0.036416984029359736,0.9206271662896186,0.8293967934664197,0.07515211156954546,0.5331384015594542,0.4668615984405458,0.9122807017543859,537,436,52,1,0.5233918128654971,0.4249512670565302,0.050682261208576995,0.0009746588693957114,0.09844054580896688,973,0.0013347118232334184,OK
ES,RTH_EMA,20,FROM_ABOVE,MIDDAY,5,1.0,971,1026,1.0566426364572605,560,466,0,0.5458089668615984,0.45419103313840153,0.09161793372319688,0.003670499140331309,0.036416984029359736,0.9206271662896186,0.8293967934664197,0.07515211156954546,0.5331384015594542,0.4668615984405458,0.9122807017543859,442,392,8,184,0.43079922027290446,0.3820662768031189,0.007797270955165692,0.1793372319688109,0.04873294346978557,834,0.08968721640062814,OK
ES,RTH_EMA,20,FROM_ABOVE,AFTERNOON,5,0.5,1024,1150,1.123046875,569,581,0,0.49478260869565216,0.5052173913043478,-0.010434782608695653,0.7456721292703001,0.19038944825355736,1.3328815757565513,1.189559933827519,0.06546180130103049,0.5252173913043479,0.4747826086956522,0.8739130434782608,538,494,118,0,0.4678260869565217,0.4295652173913043,0.10260869565217391,0.0,0.038260869565217404,1032,0.18069537960445747,OK
ES,RTH_EMA,20,FROM_ABOVE,AFTERNOON,5,1.0,1024,1150,1.123046875,569,581,0,0.49478260869565216,0.5052173913043478,-0.010434782608695653,0.7456721292703001,0.19038944825355736,1.3328815757565513,1.189559933827519,0.06546180130103049,0.5252173913043479,0.4747826086956522,0.8739130434782608,555,532,9,54,0.4826086956521739,0.46260869565217394,0.00782608695652174,0.04695652173913043,0.019999999999999962,1087,0.5046116619658858,OK
ES,RTH_EMA,20,FROM_ABOVE,ALL_RTH,5,0.5,3256,3190,0.9797297297297297,1669,1521,0,0.5231974921630094,0.4768025078369906,0.04639498432601881,0.00923903474005613,0.10015363874308242,0.9927085945346923,0.9484960561678515,0.04703020221371817,0.5172413793103449,0.4827586206896552,0.8915360501567398,1565,1388,235,2,0.49059561128526646,0.4351097178683386,0.07366771159874608,0.0006269592476489029,0.05548589341692789,2953,0.0011967873481704304,OK
ES,RTH_EMA,20,FROM_ABOVE,ALL_RTH,5,1.0,3256,3190,0.9797297297297297,1669,1521,0,0.5231974921630094,0.4768025078369906,0.04639498432601881,0.00923903474005613,0.10015363874308242,0.9927085945346923,0.9484960561678515,0.04703020221371817,0.5172413793103449,0.4827586206896552,0.8915360501567398,1388,1342,22,438,0.4351097178683386,0.4206896551724138,0.006896551724137931,0.1373040752351097,0.014420062695924774,2730,0.3891019779141766,OK
ES,RTH_EMA,20,FROM_BELOW,OPEN,5,0.5,526,303,0.5760456273764258,156,147,0,0.5148514851485149,0.48514851485148514,0.0297029702970297,0.6458839952205923,-0.060004367573449444,0.8981200620385874,0.9096665857055296,-0.06269539638430748,0.49174917491749176,0.5082508250825083,0.9141914191419142,135,136,29,3,0.44554455445544555,0.44884488448844884,0.09570957095709572,0.009900990099009901,-0.0033003300330032848,271,1.0,OK
ES,RTH_EMA,20,FROM_BELOW,OPEN,5,1.0,526,303,0.5760456273764258,156,147,0,0.5148514851485149,0.48514851485148514,0.0297029702970297,0.6458839952205923,-0.060004367573449444,0.8981200620385874,0.9096665857055296,-0.06269539638430748,0.49174917491749176,0.5082508250825083,0.9141914191419142,125,128,0,50,0.41254125412541254,0.42244224422442245,0.0,0.16501650165016502,-0.00990099009900991,253,0.8999710420105744,OK
ES,RTH_EMA,20,FROM_BELOW,MID_MORNING,5,0.5,562,620,1.103202846975089,321,299,0,0.5177419354838709,0.482258064516129,0.035483870967741936,0.3990342307654337,-0.026921553835908805,0.760248020216115,0.648927645005553,0.07847292861287686,0.5306451612903226,0.4693548387096774,0.8951612903225806,324,273,14,9,0.5225806451612903,0.4403225806451613,0.02258064516129032,0.014516129032258065,0.08225806451612905,597,0.04063097736617639,OK
ES,RTH_EMA,20,FROM_BELOW,MID_MORNING,5,1.0,562,620,1.103202846975089,321,299,0,0.5177419354838709,0.482258064516129,0.035483870967741936,0.3990342307654337,-0.026921553835908805,0.760248020216115,0.648927645005553,0.07847292861287686,0.5306451612903226,0.4693548387096774,0.8951612903225806,250,193,0,177,0.4032258064516129,0.31129032258064515,0.0,0.2854838709677419,0.09193548387096773,443,0.007728651027051661,OK
ES,RTH_EMA,20,FROM_BELOW,MIDDAY,5,0.5,800,850,1.0625,420,430,0,0.49411764705882355,0.5058823529411764,-0.011764705882352941,0.7575725503841082,-0.10394445788823183,0.809640350254119,0.8287592224903582,0.009448774883301746,0.5011764705882353,0.4988235294117647,0.9,401,415,32,2,0.4717647058823529,0.48823529411764705,0.03764705882352941,0.002352941176470588,-0.016470588235294126,816,0.6490703227733305,OK
ES,RTH_EMA,20,FROM_BELOW,MIDDAY,5,1.0,800,850,1.0625,420,430,0,0.49411764705882355,0.5058823529411764,-0.011764705882352941,0.7575725503841082,-0.10394445788823183,0.809640350254119,0.8287592224903582,0.009448774883301746,0.5011764705882353,0.4988235294117647,0.9,348,323,2,177,0.40941176470588236,0.38,0.002352941176470588,0.20823529411764705,0.02941176470588236,671,0.3541897297699544,OK
ES,RTH_EMA,20,FROM_BELOW,AFTERNOON,5,0.5,883,911,1.031710079275198,474,437,0,0.5203073545554336,0.4796926454445664,0.04061470911086718,0.23295585950604375,-0.17550015967221178,1.1742910912544777,1.1759652047135205,-0.05188443169071237,0.47200878155872666,0.5279912184412733,0.8770581778265643,419,394,97,1,0.45993413830954993,0.43249176728869376,0.10647639956092206,0.0010976948408342481,0.02744237102085617,813,0.3999606864009587,OK
ES,RTH_EMA,20,FROM_BELOW,AFTERNOON,5,1.0,883,911,1.031710079275198,474,437,0,0.5203073545554336,0.4796926454445664,0.04061470911086718,0.23295585950604375,-0.17550015967221178,1.1742910912544777,1.1759652047135205,-0.05188443169071237,0.47200878155872666,0.5279912184412733,0.8770581778265643,429,408,9,65,0.47091108671789245,0.4478594950603732,0.009879253567508232,0.07135016465422613,0.023051591657519244,837,0.48939897524627285,OK
ES,RTH_EMA,20,FROM_BELOW,ALL_RTH,5,0.5,2771,2684,0.9686033922771563,1371,1313,0,0.5108047690014903,0.4891952309985097,0.021609538002980627,0.2712286674407808,-0.09950946986073121,0.9261071454210356,0.8928371692169488,-0.009194218113800385,0.4970193740685544,0.5029806259314457,0.8926974664679582,1279,1218,172,15,0.47652757078986585,0.45380029806259314,0.06408345752608048,0.005588673621460507,0.022727272727272707,2497,0.229852719368127,OK
ES,RTH_EMA,20,FROM_BELOW,ALL_RTH,5,1.0,2771,2684,0.9686033922771563,1371,1313,0,0.5108047690014903,0.4891952309985097,0.021609538002980627,0.2712286674407808,-0.09950946986073121,0.9261071454210356,0.8928371692169488,-0.009194218113800385,0.4970193740685544,0.5029806259314457,0.8926974664679582,1152,1052,11,469,0.42921013412816694,0.3919523099850969,0.004098360655737705,0.1747391952309985,0.03725782414307005,2204,0.03494062011745155,OK
ES,RTH_EMA,21,FROM_ABOVE,OPEN,5,0.5,623,332,0.5329052969502408,173,159,0,0.5210843373493976,0.4789156626506024,0.04216867469879518,0.4756112743569324,0.22911452103088026,1.1316264438329853,0.9061191043014807,0.12371952614395207,0.5481927710843374,0.45180722891566266,0.8734939759036144,165,131,35,1,0.49698795180722893,0.39457831325301207,0.10542168674698796,0.0030120481927710845,0.10240963855421686,296,0.05491635391760134,OK
ES,RTH_EMA,21,FROM_ABOVE,OPEN,5,1.0,623,332,0.5329052969502408,173,159,0,0.5210843373493976,0.4789156626506024,0.04216867469879518,0.4756112743569324,0.22911452103088026,1.1316264438329853,0.9061191043014807,0.12371952614395207,0.5481927710843374,0.45180722891566266,0.8734939759036144,157,134,4,37,0.47289156626506024,0.4036144578313253,0.012048192771084338,0.11144578313253012,0.06927710843373491,291,0.19708304233908208,OK
ES,RTH_EMA,21,FROM_ABOVE,MID_MORNING,5,0.5,626,671,1.071884984025559,362,309,0,0.5394932935916542,0.46050670640834573,0.07898658718330849,0.044622640078237935,0.02977800799394922,0.736433555244389,0.8411778184554919,-0.07736582522479042,0.47540983606557374,0.5245901639344263,0.8748137108792846,327,308,33,3,0.4873323397913562,0.45901639344262296,0.04918032786885246,0.004470938897168405,0.028315946348733245,635,0.4750651319992286,OK
ES,RTH_EMA,21,FROM_ABOVE,MID_MORNING,5,1.0,626,671,1.071884984025559,362,309,0,0.5394932935916542,0.46050670640834573,0.07898658718330849,0.044622640078237935,0.02977800799394922,0.736433555244389,0.8411778184554919,-0.07736582522479042,0.47540983606557374,0.5245901639344263,0.8748137108792846,235,264,1,171,0.3502235469448584,0.39344262295081966,0.0014903129657228018,0.2548435171385991,-0.043219076005961254,499,0.20999786073097612,OK
ES,RTH_EMA,21,FROM_ABOVE,MIDDAY,5,0.5,951,1007,1.0588853838065195,540,467,0,0.5362462760675273,0.4637537239324727,0.07249255213505462,0.023226235700625514,0.04207247468260619,0.9433579774845496,0.8125054012534799,0.10507648791047232,0.5402184707050646,0.45978152929493543,0.913604766633565,528,434,44,1,0.5243296921549155,0.43098311817279045,0.04369414101290963,0.0009930486593843098,0.09334657398212509,962,0.0026951663299064443,OK
ES,RTH_EMA,21,FROM_ABOVE,MIDDAY,5,1.0,951,1007,1.0588853838065195,540,467,0,0.5362462760675273,0.4637537239324727,0.07249255213505462,0.023226235700625514,0.04207247468260619,0.9433579774845496,0.8125054012534799,0.10507648791047232,0.5402184707050646,0.45978152929493543,0.913604766633565,444,380,7,176,0.44091360476663355,0.37735849056603776,0.006951340615690168,0.17477656405163852,0.06355511420059579,824,0.028123616374820214,OK
ES,RTH_EMA,21,FROM_ABOVE,AFTERNOON,5,0.5,1021,1146,1.1224289911851126,562,584,0,0.49040139616055844,0.5095986038394416,-0.019197207678883072,0.5350549018561189,0.21448661039156508,1.3363264623243647,1.1664227693376756,0.0791648940772689,0.5305410122164049,0.4694589877835951,0.8795811518324608,538,490,117,1,0.4694589877835951,0.42757417102966844,0.10209424083769633,0.0008726003490401396,0.04188481675392669,1028,0.14264114681589016,OK
ES,RTH_EMA,21,FROM_ABOVE,AFTERNOON,5,1.0,1021,1146,1.1224289911851126,562,584,0,0.49040139616055844,0.5095986038394416,-0.019197207678883072,0.5350549018561189,0.21448661039156508,1.3363264623243647,1.1664227693376756,0.0791648940772689,0.5305410122164049,0.4694589877835951,0.8795811518324608,557,529,10,50,0.4860383944153578,0.46160558464223383,0.008726003490401396,0.04363001745200698,0.024432809773123954,1086,0.4126207626984093,OK
ES,RTH_EMA,21,FROM_ABOVE,ALL_RTH,5,0.5,3221,3156,0.9798199316982303,1637,1519,0,0.5186945500633714,0.48130544993662866,0.037389100126742715,0.03726592347178109,0.09993105605929052,1.0077571122400304,0.9344077636757409,0.05829356116453924,0.5237642585551331,0.4762357414448669,0.8887832699619772,1558,1363,229,6,0.49366286438529783,0.4318757921419518,0.07256020278833968,0.0019011406844106464,0.06178707224334601,2921,0.00032974618217323685,OK
ES,RTH_EMA,21,FROM_ABOVE,ALL_RTH,5,1.0,3221,3156,0.9798199316982303,1637,1519,0,0.5186945500633714,0.48130544993662866,0.037389100126742715,0.03726592347178109,0.09993105605929052,1.0077571122400304,0.9344077636757409,0.05829356116453924,0.5237642585551331,0.4762357414448669,0.8887832699619772,1393,1307,22,434,0.4413814955640051,0.4141318124207858,0.00697084917617237,0.13751584283903676,0.027249683143219294,2700,0.10185834372949486,OK
ES,RTH_EMA,21,FROM_BELOW,OPEN,5,0.5,527,304,0.5768500948766604,157,147,0,0.5164473684210527,0.48355263157894735,0.03289473684210526,0.6057978899878553,-0.06242339689744386,0.8884993490225706,0.9090627867582333,-0.07201614391474594,0.48355263157894735,0.5164473684210527,0.9144736842105263,139,134,29,2,0.45723684210526316,0.4407894736842105,0.09539473684210527,0.006578947368421052,0.016447368421052655,273,0.808763846860497,OK
ES,RTH_EMA,21,FROM_BELOW,OPEN,5,1.0,527,304,0.5768500948766604,157,147,0,0.5164473684210527,0.48355263157894735,0.03289473684210526,0.6057978899878553,-0.06242339689744386,0.8884993490225706,0.9090627867582333,-0.07201614391474594,0.48355263157894735,0.5164473684210527,0.9144736842105263,121,130,0,53,0.3980263157894737,0.4276315789473684,0.0,0.17434210526315788,-0.029605263157894746,251,0.613678491438161,OK
ES,RTH_EMA,21,FROM_BELOW,MID_MORNING,5,0.5,534,595,1.1142322097378277,309,286,0,0.519327731092437,0.48067226890756304,0.03865546218487395,0.3671162550067527,-0.054487164440721575,0.7224086367114392,0.694942790106793,0.028179678882364764,0.5126050420168067,0.48739495798319327,0.8873949579831932,299,274,15,7,0.5025210084033613,0.46050420168067224,0.025210084033613446,0.011764705882352941,0.04201680672268909,573,0.3160467442321297,OK
ES,RTH_EMA,21,FROM_BELOW,MID_MORNING,5,1.0,534,595,1.1142322097378277,309,286,0,0.519327731092437,0.48067226890756304,0.03865546218487395,0.3671162550067527,-0.054487164440721575,0.7224086367114392,0.694942790106793,0.028179678882364764,0.5126050420168067,0.48739495798319327,0.8873949579831932,232,186,0,177,0.3899159663865546,0.3126050420168067,0.0,0.29747899159663865,0.0773109243697479,418,0.02761483623515875,OK
ES,RTH_EMA,21,FROM_BELOW,MIDDAY,5,0.5,795,847,1.0654088050314465,402,445,0,0.47461629279811096,0.525383707201889,-0.05076741440377804,0.148938587742907,-0.0731264766262079,0.812740837854466,0.8191785074000214,0.007717577208285738,0.5017709563164109,0.4982290436835891,0.8996458087367178,388,418,39,2,0.45808736717827625,0.4935064935064935,0.04604486422668241,0.0023612750885478157,-0.035419126328217254,806,0.30702430908704303,OK
ES,RTH_EMA,21,FROM_BELOW,MIDDAY,5,1.0,795,847,1.0654088050314465,402,445,0,0.47461629279811096,0.525383707201889,-0.05076741440377804,0.148938587742907,-0.0731264766262079,0.812740837854466,0.8191785074000214,0.007717577208285738,0.5017709563164109,0.4982290436835891,0.8996458087367178,347,316,2,182,0.40968122786304606,0.3730814639905549,0.0023612750885478157,0.21487603305785125,0.03659976387249114,663,0.24395602832623467,OK
ES,RTH_EMA,21,FROM_BELOW,AFTERNOON,5,0.5,872,896,1.0275229357798166,473,423,0,0.5279017857142857,0.4720982142857143,0.05580357142857143,0.10158222762224181,-0.1475919368960602,1.1831553568303694,1.1744085647532927,-0.06398321776633725,0.4720982142857143,0.5279017857142857,0.8828125,429,375,91,1,0.47879464285714285,0.4185267857142857,0.1015625,0.0011160714285714285,0.06026785714285715,804,0.06153250210461632,OK
ES,RTH_EMA,21,FROM_BELOW,AFTERNOON,5,1.0,872,896,1.0275229357798166,473,423,0,0.5279017857142857,0.4720982142857143,0.05580357142857143,0.10158222762224181,-0.1475919368960602,1.1831553568303694,1.1744085647532927,-0.06398321776633725,0.4720982142857143,0.5279017857142857,0.8828125,423,402,9,62,0.4720982142857143,0.4486607142857143,0.010044642857142858,0.06919642857142858,0.0234375,825,0.4862570853648094,OK
ES,RTH_EMA,21,FROM_BELOW,ALL_RTH,5,0.5,2728,2642,0.968475073313783,1341,1301,0,0.5075700227100681,0.4924299772899319,0.01514004542013626,0.44800873061060176,-0.08113630375140271,0.904822551008805,0.8921679362703551,-0.017368165276392213,0.49205147615442846,0.5079485238455715,0.892884178652536,1255,1201,174,12,0.4750189250567752,0.4545798637395912,0.06585919757759273,0.004542013626040878,0.020439061317183982,2456,0.2848632718194437,OK
ES,RTH_EMA,21,FROM_BELOW,ALL_RTH,5,1.0,2728,2642,0.968475073313783,1341,1301,0,0.5075700227100681,0.4924299772899319,0.01514004542013626,0.44800873061060176,-0.08113630375140271,0.904822551008805,0.8921679362703551,-0.017368165276392213,0.49205147615442846,0.5079485238455715,0.892884178652536,1123,1034,11,474,0.42505677517032553,0.39137017411052233,0.004163512490537472,0.1794095382286147,0.0336866010598032,2157,0.05809710695032526,OK
ES,RTH_EMA,22,FROM_ABOVE,OPEN,5,0.5,621,330,0.5314009661835749,172,158,0,0.5212121212121212,0.47878787878787876,0.04242424242424243,0.4742769860397973,0.25727749260552507,1.0829825727338074,0.9241889445100442,0.10499170626108024,0.5454545454545454,0.45454545454545453,0.8848484848484849,162,131,36,1,0.4909090909090909,0.396969696969697,0.10909090909090909,0.0030303030303030303,0.09393939393939393,293,0.07948989998432106,OK
ES,RTH_EMA,22,FROM_ABOVE,OPEN,5,1.0,621,330,0.5314009661835749,172,158,0,0.5212121212121212,0.47878787878787876,0.04242424242424243,0.4742769860397973,0.25727749260552507,1.0829825727338074,0.9241889445100442,0.10499170626108024,0.5454545454545454,0.45454545454545453,0.8848484848484849,156,134,4,36,0.4727272727272727,0.40606060606060607,0.012121212121212121,0.10909090909090909,0.06666666666666665,290,0.21744677607656798,OK
ES,RTH_EMA,22,FROM_ABOVE,MID_MORNING,5,0.5,624,659,1.0560897435897436,367,292,0,0.5569044006069803,0.44309559939301973,0.11380880121396054,0.003910319934033647,0.002764647438745442,0.767382595218192,0.8429723274066954,-0.05043768272412311,0.4764795144157815,0.5235204855842185,0.8786039453717754,324,296,37,2,0.49165402124430957,0.44916540212443096,0.05614567526555387,0.0030349013657056147,0.04248861911987861,620,0.2782001443304903,OK
ES,RTH_EMA,22,FROM_ABOVE,MID_MORNING,5,1.0,624,659,1.0560897435897436,367,292,0,0.5569044006069803,0.44309559939301973,0.11380880121396054,0.003910319934033647,0.002764647438745442,0.767382595218192,0.8429723274066954,-0.05043768272412311,0.4764795144157815,0.5235204855842185,0.8786039453717754,237,252,0,170,0.3596358118361153,0.38239757207890746,0.0,0.25796661608497723,-0.02276176024279214,489,0.5267095361678938,OK
ES,RTH_EMA,22,FROM_ABOVE,MIDDAY,5,0.5,925,983,1.0627027027027027,528,455,0,0.5371312309257376,0.46286876907426244,0.07426246185147507,0.02160298436715036,0.008526767694037313,0.926706580124855,0.8226616518550999,0.08475998643091347,0.5320447609359105,0.46795523906408953,0.9043743641912513,520,416,45,2,0.5289928789420142,0.4231943031536114,0.04577822990844354,0.002034587995930824,0.1057985757884028,936,0.0007523055111465059,OK
ES,RTH_EMA,22,FROM_ABOVE,MIDDAY,5,1.0,925,983,1.0627027027027027,528,455,0,0.5371312309257376,0.46286876907426244,0.07426246185147507,0.02160298436715036,0.008526767694037313,0.926706580124855,0.8226616518550999,0.08475998643091347,0.5320447609359105,0.46795523906408953,0.9043743641912513,426,381,5,171,0.4333672431332655,0.387589013224822,0.00508646998982706,0.17395727365208546,0.045778229908443546,807,0.12135837250122858,OK
ES,RTH_EMA,22,FROM_ABOVE,AFTERNOON,5,0.5,1004,1137,1.1324701195219125,568,569,0,0.4995602462620932,0.5004397537379067,-0.0008795074758135445,1.0,0.23427937377197885,1.3262094874536996,1.1567830397042498,0.09300783417099458,0.5303430079155673,0.46965699208443273,0.8768689533861038,548,467,121,1,0.48197009674582236,0.41072999120492526,0.10642040457343888,0.0008795074758135445,0.0712401055408971,1015,0.011999624420684288,OK
ES,RTH_EMA,22,FROM_ABOVE,AFTERNOON,5,1.0,1004,1137,1.1324701195219125,568,569,0,0.4995602462620932,0.5004397537379067,-0.0008795074758135445,1.0,0.23427937377197885,1.3262094874536996,1.1567830397042498,0.09300783417099458,0.5303430079155673,0.46965699208443273,0.8768689533861038,573,509,12,43,0.503957783641161,0.4476693051890941,0.010554089709762533,0.03781882145998241,0.05628847845206686,1082,0.05540962031249244,OK
ES,RTH_EMA,22,FROM_ABOVE,ALL_RTH,5,0.5,3174,3109,0.979521109010712,1635,1474,0,0.5258925699581859,0.4741074300418141,0.051785139916371827,0.004103688095226614,0.09573355892744592,1.0193862228780302,0.9245663150463849,0.05605387834568713,0.5210678674815054,0.4789321325184947,0.8867803152138951,1554,1310,239,6,0.49983917658411064,0.4213573496301061,0.07687359279511097,0.0019298809906722419,0.07848182695400452,2864,5.538906932878522e-06,OK
ES,RTH_EMA,22,FROM_ABOVE,ALL_RTH,5,1.0,3174,3109,0.979521109010712,1635,1474,0,0.5258925699581859,0.4741074300418141,0.051785139916371827,0.004103688095226614,0.09573355892744592,1.0193862228780302,0.9245663150463849,0.05605387834568713,0.5210678674815054,0.4789321325184947,0.8867803152138951,1392,1276,21,420,0.44773238983596014,0.4104213573496301,0.006754583467352846,0.13509166934705694,0.037311032486330054,2668,0.025968385902016267,OK
ES,RTH_EMA,22,FROM_BELOW,OPEN,5,0.5,523,293,0.5602294455066922,148,145,0,0.5051194539249146,0.4948805460750853,0.010238907849829351,0.9070119598141334,-0.057547705503244506,0.8785253627262211,0.918450440542607,-0.04599598495750945,0.4778156996587031,0.5221843003412969,0.9180887372013652,134,132,25,2,0.45733788395904434,0.45051194539249145,0.08532423208191127,0.006825938566552901,0.0068259385665528916,266,0.9511245158305733,OK
ES,RTH_EMA,22,FROM_BELOW,OPEN,5,1.0,523,293,0.5602294455066922,148,145,0,0.5051194539249146,0.4948805460750853,0.010238907849829351,0.9070119598141334,-0.057547705503244506,0.8785253627262211,0.918450440542607,-0.04599598495750945,0.4778156996587031,0.5221843003412969,0.9180887372013652,119,129,0,45,0.4061433447098976,0.4402730375426621,0.0,0.15358361774744028,-0.03412969283276451,248,0.5677487762519422,OK
ES,RTH_EMA,22,FROM_BELOW,MID_MORNING,5,0.5,524,591,1.1278625954198473,312,279,0,0.5279187817258884,0.4720812182741117,0.05583756345177665,0.18802645184333863,-0.024124870871695393,0.7299704053218286,0.6960358028593697,0.04168773212829066,0.5160744500846024,0.48392554991539766,0.8883248730964467,307,264,13,7,0.5194585448392555,0.4467005076142132,0.021996615905245348,0.011844331641285956,0.07275803722504226,571,0.07871657902475118,OK
ES,RTH_EMA,22,FROM_BELOW,MID_MORNING,5,1.0,524,591,1.1278625954198473,312,279,0,0.5279187817258884,0.4720812182741117,0.05583756345177665,0.18802645184333863,-0.024124870871695393,0.7299704053218286,0.6960358028593697,0.04168773212829066,0.5160744500846024,0.48392554991539766,0.8883248730964467,234,184,0,173,0.39593908629441626,0.311336717428088,0.0,0.2927241962774958,0.08460236886632827,418,0.016442362970091547,OK
ES,RTH_EMA,22,FROM_BELOW,MIDDAY,5,0.5,778,828,1.06426735218509,382,446,0,0.4613526570048309,0.538647342995169,-0.07729468599033816,0.028506925601376663,-0.08199520854095593,0.8158374923719234,0.8059602840224127,-0.003000929638274521,0.49879227053140096,0.501207729468599,0.8973429951690821,389,410,29,0,0.46980676328502413,0.49516908212560384,0.035024154589371984,0.0,-0.025362318840579712,799,0.47924826359693257,OK
ES,RTH_EMA,22,FROM_BELOW,MIDDAY,5,1.0,778,828,1.06426735218509,382,446,0,0.4613526570048309,0.538647342995169,-0.07729468599033816,0.028506925601376663,-0.08199520854095593,0.8158374923719234,0.8059602840224127,-0.003000929638274521,0.49879227053140096,0.501207729468599,0.8973429951690821,338,312,3,175,0.4082125603864734,0.37681159420289856,0.0036231884057971015,0.2113526570048309,0.03140096618357485,650,0.3268020789494571,OK
ES,RTH_EMA,22,FROM_BELOW,AFTERNOON,5,0.5,852,876,1.028169014084507,457,419,0,0.521689497716895,0.478310502283105,0.04337899543378995,0.21123345280340608,-0.1419335627502578,1.1814487616993985,1.1537539295778942,-0.052207277942755925,0.4805936073059361,0.519406392694064,0.889269406392694,431,367,77,1,0.4920091324200913,0.4189497716894977,0.08789954337899543,0.001141552511415525,0.0730593607305936,798,0.0256743003173868,OK
ES,RTH_EMA,22,FROM_BELOW,AFTERNOON,5,1.0,852,876,1.028169014084507,457,419,0,0.521689497716895,0.478310502283105,0.04337899543378995,0.21123345280340608,-0.1419335627502578,1.1814487616993985,1.1537539295778942,-0.052207277942755925,0.4805936073059361,0.519406392694064,0.889269406392694,416,391,5,64,0.4748858447488584,0.4463470319634703,0.005707762557077625,0.0730593607305936,0.028538812785388112,807,0.39821420088536097,OK
ES,RTH_EMA,22,FROM_BELOW,ALL_RTH,5,0.5,2677,2588,0.9667538289129622,1299,1289,0,0.5019319938176198,0.49806800618238023,0.0038639876352395673,0.8595808638266775,-0.08305797794755382,0.9031482100288235,0.8770552225022196,-0.015567741860132123,0.49420401854714063,0.5057959814528593,0.8948995363214838,1261,1173,144,10,0.48724884080370945,0.45324574961360126,0.05564142194744977,0.0038639876352395673,0.03400309119010819,2434,0.07780601751795971,OK
