instrument,ema_session_definition,ema_span,approach_side,time_stratum,horizon_bars,barrier_atr,eligible_armed_excursions,touch_events,touch_rate,same_bar_rejection_count,same_bar_breakthrough_count,same_bar_neutral_count,same_bar_rejection_rate,same_bar_breakthrough_rate,same_bar_rej_minus_brk,same_bar_binom_p,median_signed_close_atr,median_rejection_exc_atr,median_breakthrough_exc_atr,median_dominance,p_rejection_exc_gt_breakthrough_exc,p_breakthrough_exc_gt_rejection_exc,post_touch_retouch_rate,barrier_rejection_first_n,barrier_breakthrough_first_n,barrier_tie_n,barrier_neither_n,barrier_rejection_first_rate,barrier_breakthrough_first_rate,barrier_tie_rate,barrier_neither_rate,barrier_rej_minus_brk_first_rate,barrier_nontied_n,barrier_binom_p,sample_status
ES,FULL_SESSION_EMA,21,FROM_ABOVE,OPEN,5,1.0,581,541,0.9311531841652324,284,257,0,0.5249537892791127,0.47504621072088726,0.04990757855822551,0.2636225592861483,0.14788149030258257,1.6593718924274887,1.601795540084803,0.007289465870599088,0.5027726432532348,0.49722735674676527,0.8650646950092421,261,235,36,9,0.4824399260628466,0.4343807763401109,0.066543438077634,0.0166358595194085,0.04805914972273567,496,0.26161516981816046,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,MID_MORNING,5,0.5,755,711,0.9417218543046357,361,350,0,0.5077355836849508,0.49226441631504925,0.015471167369901548,0.7076668348529843,0.12984793338441758,0.874555540312281,0.8066330466374396,0.04131461933789787,0.5161744022503516,0.4838255977496484,0.8846694796061885,360,312,38,1,0.5063291139240507,0.4388185654008439,0.053445850914205346,0.0014064697609001407,0.06751054852320676,672,0.0697425403233469,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,MID_MORNING,5,1.0,755,711,0.9417218543046357,361,350,0,0.5077355836849508,0.49226441631504925,0.015471167369901548,0.7076668348529843,0.12984793338441758,0.874555540312281,0.8066330466374396,0.04131461933789787,0.5161744022503516,0.4838255977496484,0.8846694796061885,295,280,0,136,0.4149085794655415,0.39381153305203936,0.0,0.19127988748241911,0.02109704641350213,575,0.5593653938565853,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,MIDDAY,5,0.5,990,1025,1.0353535353535352,552,473,0,0.5385365853658537,0.46146341463414636,0.07707317073170732,0.014797798230543254,0.058304338827811504,0.9305625801296483,0.8259043845081953,0.08776902281062894,0.5375609756097561,0.4624390243902439,0.9151219512195122,533,442,47,3,0.52,0.43121951219512195,0.045853658536585365,0.002926829268292683,0.08878048780487807,975,0.003925185671147997,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,MIDDAY,5,1.0,990,1025,1.0353535353535352,552,473,0,0.5385365853658537,0.46146341463414636,0.07707317073170732,0.014797798230543254,0.058304338827811504,0.9305625801296483,0.8259043845081953,0.08776902281062894,0.5375609756097561,0.4624390243902439,0.9151219512195122,454,388,7,176,0.4429268292682927,0.37853658536585366,0.006829268292682927,0.17170731707317075,0.06439024390243903,842,0.025029937697093812,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,AFTERNOON,5,0.5,1020,1137,1.1147058823529412,559,578,0,0.4916446789797713,0.5083553210202286,-0.016710642040457344,0.5934876515194566,0.1488420767004916,1.1519820080837235,1.08261757741037,0.04968258934663028,0.5180299032541776,0.48197009674582236,0.8812664907651715,527,489,119,2,0.4635004397537379,0.43007915567282323,0.10466138962181179,0.001759014951627089,0.03342128408091466,1016,0.24571257900130689,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,AFTERNOON,5,1.0,1020,1137,1.1147058823529412,559,578,0,0.4916446789797713,0.5083553210202286,-0.016710642040457344,0.5934876515194566,0.1488420767004916,1.1519820080837235,1.08261757741037,0.04968258934663028,0.5180299032541776,0.48197009674582236,0.8812664907651715,543,508,10,76,0.47757255936675463,0.4467897977132806,0.008795074758135445,0.06684256816182937,0.030782761653474044,1051,0.2942832071196473,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,ALL_RTH,5,0.5,11643,3414,0.2932233960319505,1756,1658,0,0.5143526654950205,0.4856473345049795,0.02870533099004101,0.09687562148134836,0.10612624826205892,1.0498183422800835,0.9770200190242488,0.0558503583939418,0.5210896309314587,0.4789103690685413,0.8895723491505565,1629,1446,333,6,0.4771528998242531,0.4235500878734622,0.09753954305799649,0.0017574692442882249,0.05360281195079086,3075,0.0010272770916338902,OK
ES,FULL_SESSION_EMA,21,FROM_ABOVE,ALL_RTH,5,1.0,11643,3414,0.2932233960319505,1756,1658,0,0.5143526654950205,0.4856473345049795,0.02870533099004101,0.09687562148134836,0.10612624826205892,1.0498183422800835,0.9770200190242488,0.0558503583939418,0.5210896309314587,0.4789103690685413,0.8895723491505565,1553,1411,53,397,0.45489162272993555,0.4132981839484476,0.015524311657879321,0.11628588166373754,0.04159343878148797,2964,0.00958928459155793,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,OPEN,5,0.5,526,538,1.0228136882129277,261,277,0,0.4851301115241636,0.5148698884758365,-0.02973977695167286,0.5178666652355713,0.0627591240587049,1.584313394990987,1.3936250132413182,0.11714839635857435,0.5408921933085502,0.4591078066914498,0.895910780669145,204,199,135,0,0.379182156133829,0.36988847583643125,0.25092936802973975,0.0,0.009293680297397744,403,0.8420949732800328,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,OPEN,5,1.0,526,538,1.0228136882129277,261,277,0,0.4851301115241636,0.5148698884758365,-0.02973977695167286,0.5178666652355713,0.0627591240587049,1.584313394990987,1.3936250132413182,0.11714839635857435,0.5408921933085502,0.4591078066914498,0.895910780669145,260,234,31,13,0.483271375464684,0.4349442379182156,0.05762081784386617,0.024163568773234202,0.04832713754646839,494,0.26065130907203826,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,MID_MORNING,5,0.5,636,645,1.0141509433962264,357,288,0,0.5534883720930233,0.44651162790697674,0.10697674418604651,0.007370144613663788,-0.07963269847035757,0.8262921792101667,0.7310096467685557,0.00023099274451797582,0.5007751937984496,0.4992248062015504,0.9007751937984496,337,278,26,4,0.5224806201550387,0.4310077519379845,0.040310077519379844,0.006201550387596899,0.09147286821705419,615,0.019273083516131283,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,MID_MORNING,5,1.0,636,645,1.0141509433962264,357,288,0,0.5534883720930233,0.44651162790697674,0.10697674418604651,0.007370144613663788,-0.07963269847035757,0.8262921792101667,0.7310096467685557,0.00023099274451797582,0.5007751937984496,0.4992248062015504,0.9007751937984496,258,225,0,162,0.4,0.3488372093023256,0.0,0.25116279069767444,0.05116279069767443,483,0.14530096367970954,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,MIDDAY,5,0.5,811,861,1.061652281134402,416,445,0,0.4831591173054588,0.5168408826945412,-0.03368176538908246,0.3399677161077954,-0.0967219267945183,0.7968134108798732,0.8208272186029684,-0.01589372315786679,0.4901277584204414,0.5098722415795587,0.9012775842044135,396,428,36,1,0.45993031358885017,0.49709639953542395,0.041811846689895474,0.0011614401858304297,-0.03716608594657378,824,0.2801625889840696,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,MIDDAY,5,1.0,811,861,1.061652281134402,416,445,0,0.4831591173054588,0.5168408826945412,-0.03368176538908246,0.3399677161077954,-0.0967219267945183,0.7968134108798732,0.8208272186029684,-0.01589372315786679,0.4901277584204414,0.5098722415795587,0.9012775842044135,340,331,2,188,0.3948896631823461,0.38443670150987225,0.0023228803716608595,0.2183507549361208,0.010452961672473837,671,0.7574723035003649,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,5,0.5,870,897,1.0310344827586206,469,428,0,0.5228539576365663,0.47714604236343366,0.045707915273132664,0.18166099449876127,-0.08263559032423438,1.103679306275516,1.032540831050331,0.020785832613963804,0.5083612040133779,0.4916387959866221,0.882943143812709,434,364,97,2,0.483835005574136,0.4057971014492754,0.10813823857302118,0.002229654403567447,0.07803790412486061,798,0.014531731021727539,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,AFTERNOON,5,1.0,870,897,1.0310344827586206,469,428,0,0.5228539576365663,0.47714604236343366,0.045707915273132664,0.18166099449876127,-0.08263559032423438,1.103679306275516,1.032540831050331,0.020785832613963804,0.5083612040133779,0.4916387959866221,0.882943143812709,423,384,8,82,0.47157190635451507,0.4280936454849498,0.008918617614269788,0.09141583054626533,0.043478260869565244,807,0.18097068496806606,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,5,0.5,10392,2941,0.2830061585835258,1503,1438,0,0.5110506630397824,0.48894933696021764,0.022101326079564772,0.23794047553988482,-0.06673960406881567,0.9885851456600523,0.9318096186081367,0.01723956526257102,0.5073104386263175,0.4926895613736824,0.8945936756205373,1371,1269,294,7,0.4661679700782047,0.4314858891533492,0.0999659979598776,0.0023801428085685142,0.03468208092485553,2640,0.04931159410873995,OK
ES,FULL_SESSION_EMA,21,FROM_BELOW,ALL_RTH,5,1.0,10392,2941,0.2830061585835258,1503,1438,0,0.5110506630397824,0.48894933696021764,0.022101326079564772,0.23794047553988482,-0.06673960406881567,0.9885851456600523,0.9318096186081367,0.01723956526257102,0.5073104386263175,0.4926895613736824,0.8945936756205373,1281,1174,41,445,0.43556613396803806,0.3991839510370622,0.01394083645018701,0.15130907854471268,0.03638218293097584,2455,0.03238699382857727,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,5,0.5,580,541,0.9327586206896552,286,255,0,0.5286506469500925,0.4713493530499076,0.05730129390018484,0.1970741729521715,0.18528959266809075,1.7035008344295126,1.5931231510809032,0.009601986673058257,0.5083179297597042,0.49168207024029575,0.866913123844732,213,202,126,0,0.39371534195933455,0.3733826247689464,0.23290203327171904,0.0,0.02033271719038815,415,0.6235639995099033,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,OPEN,5,1.0,580,541,0.9327586206896552,286,255,0,0.5286506469500925,0.4713493530499076,0.05730129390018484,0.1970741729521715,0.18528959266809075,1.7035008344295126,1.5931231510809032,0.009601986673058257,0.5083179297597042,0.49168207024029575,0.866913123844732,260,237,34,10,0.4805914972273567,0.43807763401109057,0.06284658040665435,0.018484288354898338,0.04251386321626616,497,0.32372593444116776,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,5,0.5,743,697,0.9380888290713324,361,336,0,0.5179340028694405,0.48206599713055953,0.035868005738880916,0.3633259820152694,0.09636589136173349,0.8773516235727189,0.8111980617314447,0.03452566559842388,0.5136298421807748,0.48637015781922527,0.890961262553802,354,301,40,2,0.5078909612625538,0.43185078909612623,0.05738880918220947,0.0028694404591104736,0.07604017216642761,655,0.04209110619694241,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MID_MORNING,5,1.0,743,697,0.9380888290713324,361,336,0,0.5179340028694405,0.48206599713055953,0.035868005738880916,0.3633259820152694,0.09636589136173349,0.8773516235727189,0.8111980617314447,0.03452566559842388,0.5136298421807748,0.48637015781922527,0.890961262553802,291,281,0,125,0.41750358680057387,0.4031563845050215,0.0,0.1793400286944046,0.014347202295552364,572,0.7067223456619453,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,5,0.5,969,991,1.022703818369453,543,448,0,0.5479313824419778,0.4520686175580222,0.0958627648839556,0.0028080726923725456,0.02894664252307848,0.9314206432969452,0.8212793420183879,0.07258858925788256,0.5257315842583249,0.47426841574167505,0.9122098890010091,514,430,45,2,0.5186680121089808,0.4339051463168517,0.045408678102926335,0.0020181634712411706,0.08476286579212916,944,0.006873209370748146,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,MIDDAY,5,1.0,969,991,1.022703818369453,543,448,0,0.5479313824419778,0.4520686175580222,0.0958627648839556,0.0028080726923725456,0.02894664252307848,0.9314206432969452,0.8212793420183879,0.07258858925788256,0.5257315842583249,0.47426841574167505,0.9122098890010091,434,375,7,175,0.437941473259334,0.3784056508577195,0.007063572149344097,0.17658930373360243,0.059535822401614535,809,0.04136668471281684,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,AFTERNOON,5,0.5,1003,1134,1.1306081754735793,571,563,0,0.5035273368606702,0.4964726631393298,0.007054673721340388,0.8353420147376928,0.17736620606997622,1.166735169341092,1.0704319629513437,0.07079518209685139,0.5211640211640212,0.47883597883597884,0.8827160493827161,535,478,118,3,0.47178130511463845,0.42151675485008816,0.10405643738977072,0.0026455026455026454,0.05026455026455029,1013,0.07844522523919278,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,AFTERNOON,5,1.0,1003,1134,1.1306081754735793,571,563,0,0.5035273368606702,0.4964726631393298,0.007054673721340388,0.8353420147376928,0.17736620606997622,1.166735169341092,1.0704319629513437,0.07079518209685139,0.5211640211640212,0.47883597883597884,0.8827160493827161,559,496,12,67,0.4929453262786596,0.43738977072310403,0.010582010582010581,0.059082892416225746,0.05555555555555558,1055,0.05623357947810096,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,ALL_RTH,5,0.5,11463,3363,0.29337869667626276,1761,1602,0,0.5236396074933095,0.47636039250669043,0.04727921498661909,0.006430598728505182,0.10195071489051233,1.062011593510417,0.9788036090553573,0.05294780502517822,0.5188819506393101,0.48111804936068986,0.8905738923580137,1616,1411,329,7,0.48052334225393994,0.41956586381207256,0.09782931906036277,0.0020814748736247396,0.060957478441867385,3027,0.0002079407552001283,OK
ES,FULL_SESSION_EMA,22,FROM_ABOVE,ALL_RTH,5,1.0,11463,3363,0.29337869667626276,1761,1602,0,0.5236396074933095,0.47636039250669043,0.04727921498661909,0.006430598728505182,0.10195071489051233,1.062011593510417,0.9788036090553573,0.05294780502517822,0.5188819506393101,0.48111804936068986,0.8905738923580137,1544,1389,53,377,0.4591138864109426,0.4130240856378234,0.01575973832887303,0.11210228962236099,0.046089800773119194,2933,0.004453035036682829,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,OPEN,5,0.5,526,536,1.0190114068441065,263,273,0,0.4906716417910448,0.5093283582089553,-0.018656716417910446,0.6975059817248055,0.04112338202109308,1.5840421879087787,1.3672311963607302,0.12113307313403737,0.539179104477612,0.4608208955223881,0.8936567164179104,214,201,121,0,0.39925373134328357,0.375,0.22574626865671643,0.0,0.02425373134328357,415,0.5558752439908858,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,OPEN,5,1.0,526,536,1.0190114068441065,263,273,0,0.4906716417910448,0.5093283582089553,-0.018656716417910446,0.6975059817248055,0.04112338202109308,1.5840421879087787,1.3672311963607302,0.12113307313403737,0.539179104477612,0.4608208955223881,0.8936567164179104,265,235,27,9,0.4944029850746269,0.43843283582089554,0.05037313432835821,0.016791044776119403,0.05597014925373134,500,0.1946083086078805,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,MID_MORNING,5,0.5,627,636,1.014354066985646,350,286,0,0.550314465408805,0.449685534591195,0.10062893081761007,0.012425166472702373,-0.08855218320482998,0.8252924835441093,0.7425038028983477,0.007518003504064454,0.5047169811320755,0.49528301886792453,0.8930817610062893,329,275,29,3,0.5172955974842768,0.43238993710691825,0.04559748427672956,0.0047169811320754715,0.08490566037735853,604,0.030956749788336218,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,MID_MORNING,5,1.0,627,636,1.014354066985646,350,286,0,0.550314465408805,0.449685534591195,0.10062893081761007,0.012425166472702373,-0.08855218320482998,0.8252924835441093,0.7425038028983477,0.007518003504064454,0.5047169811320755,0.49528301886792453,0.8930817610062893,253,226,0,157,0.3977987421383648,0.3553459119496855,0.0,0.2468553459119497,0.04245283018867929,479,0.23481179204239805,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,MIDDAY,5,0.5,794,844,1.0629722921914357,399,445,0,0.4727488151658768,0.5272511848341233,-0.054502369668246446,0.12133896085029741,-0.08853571979340558,0.8010664099875886,0.8191679023209151,-0.01571787533806468,0.4928909952606635,0.5071090047393365,0.8957345971563981,384,428,30,2,0.4549763033175355,0.5071090047393365,0.035545023696682464,0.002369668246445498,-0.05213270142180099,812,0.1312471867455493,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,MIDDAY,5,1.0,794,844,1.0629722921914357,399,445,0,0.4727488151658768,0.5272511848341233,-0.054502369668246446,0.12133896085029741,-0.08853571979340558,0.8010664099875886,0.8191679023209151,-0.01571787533806468,0.4928909952606635,0.5071090047393365,0.8957345971563981,338,322,2,182,0.4004739336492891,0.3815165876777251,0.002369668246445498,0.2156398104265403,0.01895734597156401,660,0.5593377500819332,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,AFTERNOON,5,0.5,858,884,1.0303030303030303,465,419,0,0.5260180995475113,0.47398190045248867,0.05203619909502263,0.1301024703094858,-0.0752319044376979,1.1075130017951138,1.0422143016955874,0.006852528052331766,0.5067873303167421,0.49321266968325794,0.8823529411764706,434,360,88,2,0.49095022624434387,0.4072398190045249,0.09954751131221719,0.0022624434389140274,0.08371040723981898,794,0.009535584062563213,OK
ES,FULL_SESSION_EMA,22,FROM_BELOW,AFTERNOON,5,1.0,858,884,1.0303030303030303,465,419,0,0.5260180995475113,0.47398190045248867,0.05203619909502263,0.1301024703094858,-0.0752319044376979,1.1075130017951138,1.0422143016955874,0.006852528052331766,0.5067873303167421,0.49321266968325794,0.8823529411764706,419,380,6,79,0.47398190045248867,0.4298642533936652,0.006787330316742082,0.08936651583710407,0.044117647058823484,799,0.17880083684251308,OK
