instrument,ema_session_definition,ema_span,approach_side,time_stratum,horizon_bars,barrier_atr,eligible_armed_excursions,touch_events,touch_rate,same_bar_rejection_count,same_bar_breakthrough_count,same_bar_neutral_count,same_bar_rejection_rate,same_bar_breakthrough_rate,same_bar_rej_minus_brk,same_bar_binom_p,median_signed_close_atr,median_rejection_exc_atr,median_breakthrough_exc_atr,median_dominance,p_rejection_exc_gt_breakthrough_exc,p_breakthrough_exc_gt_rejection_exc,post_touch_retouch_rate,barrier_rejection_first_n,barrier_breakthrough_first_n,barrier_tie_n,barrier_neither_n,barrier_rejection_first_rate,barrier_breakthrough_first_rate,barrier_tie_rate,barrier_neither_rate,barrier_rej_minus_brk_first_rate,barrier_nontied_n,barrier_binom_p,sample_status
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,1,0.5,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,-0.02083362664242445,0.808734202423069,0.7732619364977306,0.03214341562796526,0.5102040816326531,0.4897959183673469,0.8701298701298701,199,200,132,8,0.3692022263450835,0.37105751391465674,0.24489795918367346,0.014842300556586271,-0.0018552875695732607,399,1.0,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,1,1.0,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,-0.02083362664242445,0.808734202423069,0.7732619364977306,0.03214341562796526,0.5102040816326531,0.4897959183673469,0.8701298701298701,186,197,31,125,0.3450834879406308,0.3654916512059369,0.0575139146567718,0.23191094619666047,-0.02040816326530609,383,0.6094255935834159,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,2,0.5,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.0875126312491986,1.0231168789728724,1.0845681033393524,-0.0023172781939837677,0.4972170686456401,0.5027829313543599,0.8701298701298701,202,202,133,2,0.3747680890538033,0.3747680890538033,0.24675324675324675,0.0037105751391465678,0.0,404,1.0,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,2,1.0,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.0875126312491986,1.0231168789728724,1.0845681033393524,-0.0023172781939837677,0.4972170686456401,0.5027829313543599,0.8701298701298701,221,228,31,59,0.4100185528756957,0.4230055658627087,0.0575139146567718,0.10946196660482375,-0.012987012987012991,449,0.7770932837710938,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,3,0.5,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.1486698402625065,1.2648090730638388,1.2859879634017337,-0.0011960664077277125,0.49907235621521334,0.5009276437847866,0.8701298701298701,203,203,133,0,0.37662337662337664,0.37662337662337664,0.24675324675324675,0.0,0.0,406,1.0,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,3,1.0,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.1486698402625065,1.2648090730638388,1.2859879634017337,-0.0011960664077277125,0.49907235621521334,0.5009276437847866,0.8701298701298701,236,239,32,32,0.437847866419295,0.44341372912801486,0.059369202226345084,0.059369202226345084,-0.005565862708719838,475,0.9268964470103652,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,5,0.5,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.15680669735431568,1.6379993653899874,1.589630578932511,0.010462623233982551,0.5046382189239332,0.49536178107606677,0.8701298701298701,203,203,133,0,0.37662337662337664,0.37662337662337664,0.24675324675324675,0.0,0.0,406,1.0,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,5,1.0,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.15680669735431568,1.6379993653899874,1.589630578932511,0.010462623233982551,0.5046382189239332,0.49536178107606677,0.8701298701298701,253,245,32,9,0.46938775510204084,0.45454545454545453,0.059369202226345084,0.016697588126159554,0.014842300556586308,498,0.7538020538699467,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,10,0.5,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.2130564588531592,2.065585952938449,2.2646235629359186,-0.01704606407088803,0.4935064935064935,0.5064935064935064,0.8701298701298701,203,203,133,0,0.37662337662337664,0.37662337662337664,0.24675324675324675,0.0,0.0,406,1.0,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,10,1.0,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.2130564588531592,2.065585952938449,2.2646235629359186,-0.01704606407088803,0.4935064935064935,0.5064935064935064,0.8701298701298701,255,252,32,0,0.47309833024118736,0.4675324675324675,0.059369202226345084,0.0,0.005565862708719838,507,0.9292340284425381,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,20,0.5,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.6706189000248743,2.8204993588898266,2.8740611591377667,0.007942709121077024,0.5027829313543599,0.4972170686456401,0.8701298701298701,203,203,133,0,0.37662337662337664,0.37662337662337664,0.24675324675324675,0.0,0.0,406,1.0,OK
ES,FULL_SESSION_EMA,20,FROM_ABOVE,OPEN,20,1.0,581,539,0.927710843373494,276,263,0,0.5120593692022264,0.48794063079777367,0.02411873840445269,0.6052833456322324,0.6706189000248743,2.8204993588898266,2.8740611591377667,0.007942709121077024,0.5027829313543599,0.4972170686456401,0.8701298701298701,255,252,32,0,0.47309833024118736,0.4675324675324675,0.059369202226345084,0.0,0.005565862708719838,507,0.9292340284425381,OK
