session_date,n_bars,n_valid_z1,n_ev_k1,n_ev_k3
2021-03-02,1365,1364,140,147
2021-03-03,1365,1364,125,134
2021-03-04,1365,1364,363,371
2021-03-05,1365,1364,361,361
2021-03-08,1365,1364,291,264
2021-03-09,1365,1364,123,107
2021-03-10,1365,1364,123,111
2021-03-11,1365,1364,51,26
2021-03-12,1365,1364,70,60
2021-03-15,1365,1364,40,22
2021-03-16,1365,1364,21,12
2021-03-17,1365,1364,36,34
2021-03-18,1365,1364,71,62
2021-03-19,1365,1364,91,68
2021-03-22,1365,1364,36,22
2021-03-23,1364,1363,40,32
2021-03-24,1365,1364,58,48
2021-03-25,1365,1364,84,89
2021-03-26,1365,1364,32,25
2021-03-29,1365,1364,68,49
2021-03-30,1365,1364,28,26
2021-03-31,1365,1364,4,6
2021-04-01,1365,1364,9,3
2021-04-02,883,882,7,5
2021-04-05,1365,1364,7,5
2021-04-06,1365,1364,10,7
2021-04-07,1365,1364,9,4
2021-04-08,1365,1364,11,8
2021-04-09,1365,1364,6,8
2021-04-12,1364,1363,15,5
2021-04-13,1365,1364,18,20
2021-04-14,1365,1364,12,14
2021-04-15,1365,1364,13,11
2021-04-16,1363,1362,8,1
2021-04-19,1365,1364,22,20
2021-04-20,1365,1364,38,33
2021-04-21,1365,1364,19,19
2021-04-22,1365,1364,44,56
2021-04-23,1365,1364,20,8
2021-04-26,1365,1364,6,12
2021-04-27,1363,1362,6,6
2021-04-28,1365,1364,17,21
2021-04-29,1365,1364,20,19
2021-04-30,1365,1364,38,32
2021-05-03,1362,1361,15,15
2021-05-04,1365,1364,86,50
2021-05-05,1364,1363,32,14
2021-05-06,1365,1364,61,63
2021-05-07,1364,1363,24,15
2021-05-10,1365,1364,33,29
2021-05-11,1365,1364,198,191
2021-05-12,1365,1364,210,207
2021-05-13,1365,1364,190,213
2021-05-14,1365,1364,61,58
2021-05-17,1365,1364,78,66
2021-05-18,1365,1364,21,27
2021-05-19,1365,1364,147,156
2021-05-20,1365,1364,50,68
2021-05-21,1365,1364,35,29
2021-05-24,1365,1364,30,29
2021-05-25,1365,1364,11,10
2021-05-26,1364,1363,12,15
2021-05-27,1365,1364,29,25
2021-05-28,1365,1364,6,4
2021-05-31,1136,1135,4,8
2021-06-01,1365,1364,17,13
2021-06-02,1365,1364,16,18
2021-06-03,1365,1364,43,44
2021-06-04,1365,1364,39,38
2021-06-07,1365,1364,13,17
2021-06-08,1365,1364,39,39
2021-06-09,1365,1363,5,6
2021-06-10,1362,1361,40,46
2021-06-11,1362,1361,8,6
2021-06-14,1363,1362,4,3
2021-06-15,1365,1364,8,7
2021-06-16,1364,1363,43,60
2021-06-17,1365,1364,96,108
2021-06-18,1365,1363,93,102
2021-06-21,1365,1364,121,157
2021-06-22,1365,1364,32,46
2021-06-23,1365,1363,18,19
2021-06-24,1365,1364,9,8
2021-06-25,1365,1363,11,8
2021-06-28,1380,1364,7,11
2021-06-29,1380,1365,9,5
2021-06-30,1380,1365,16,11
2021-07-01,1380,1364,13,10
2021-07-02,1380,1364,9,14
2021-07-05,1136,1135,8,1
2021-07-06,1379,1363,27,33
2021-07-07,1380,1365,35,28
2021-07-08,1380,1363,175,197
2021-07-09,1380,1365,87,95
2021-07-12,1380,1364,36,33
2021-07-13,1378,1362,40,40
2021-07-14,1380,1363,45,62
2021-07-15,1380,1363,71,73
2021-07-16,1380,1364,54,66
2021-07-19,1380,1365,232,275
2021-07-20,1380,1364,117,173
2021-07-21,1380,1366,67,85
2021-07-22,1380,1366,24,27
2021-07-23,1379,1364,7,8
2021-07-26,1380,1366,37,44
2021-07-27,1378,1377,99,103
2021-07-28,1380,1378,100,127
2021-07-29,1380,1378,34,44
2021-07-30,1380,1379,97,106
2021-08-02,1380,1379,43,47
2021-08-03,1380,1379,35,48
2021-08-04,1380,1379,22,19
2021-08-05,1380,1378,17,11
2021-08-06,1379,1378,15,14
2021-08-09,1380,1379,23,18
2021-08-10,1379,1377,9,17
2021-08-11,1380,1377,11,7
2021-08-12,1380,1378,3,1
2021-08-13,1375,1372,3,2
2021-08-16,1380,1376,33,35
2021-08-17,1380,1377,95,122
2021-08-18,1380,1379,81,107
2021-08-19,1380,1379,230,312
2021-08-20,1380,1378,116,181
2021-08-23,1380,1379,25,29
2021-08-24,1376,1374,12,14
2021-08-25,1380,1379,6,8
2021-08-26,1379,1378,38,38
2021-08-27,1380,1378,15,32
2021-08-30,1380,1378,6,17
2021-08-31,1380,1378,38,33
2021-09-01,1380,1378,17,18
2021-09-02,1380,1377,26,19
2021-09-03,1380,1378,22,29
2021-09-06,1139,1138,3,8
2021-09-07,1380,1377,36,28
2021-09-08,1378,1373,82,81
2021-09-09,1380,1377,81,101
2021-09-10,1379,1376,55,78
2021-09-13,1379,1377,118,149
2021-09-14,1380,1376,82,93
2021-09-15,1380,1376,72,117
2021-09-16,1380,1378,70,93
2021-09-17,1380,1377,98,142
2021-09-20,1380,1378,305,379
2021-09-21,1380,1378,231,316
2021-09-22,1380,1379,219,237
2021-09-23,1380,1379,113,130
2021-09-24,1379,1378,114,114
2021-09-27,1380,1379,78,76
2021-09-28,1379,1378,265,269
2021-09-29,1380,1379,248,264
2021-09-30,1380,1379,200,234
2021-10-01,1380,1379,298,336
2021-10-04,1380,1379,335,376
2021-10-05,1380,1379,200,234
2021-10-06,1380,1379,303,306
2021-10-07,1380,1379,91,120
2021-10-08,1380,1379,119,130
2021-10-11,1380,1379,149,188
2021-10-12,1380,1379,175,199
2021-10-13,1380,1379,104,125
2021-10-14,1380,1379,42,48
2021-10-15,1380,1379,35,45
2021-10-18,1380,1379,77,71
2021-10-19,1379,1378,26,35
2021-10-20,1380,1379,18,13
2021-10-21,1380,1379,27,33
2021-10-22,1380,1379,47,52
2021-10-25,1380,1379,22,32
2021-10-26,1379,1378,28,29
2021-10-27,1380,1379,57,53
2021-10-28,1380,1379,40,48
2021-10-29,1380,1379,39,58
2021-11-01,1380,1379,24,28
2021-11-02,1380,1379,16,20
2021-11-03,1378,1377,18,13
2021-11-04,1380,1379,14,21
2021-11-05,1378,1377,33,35
2021-11-08,1380,1379,19,25
2021-11-09,1379,1378,31,38
2021-11-10,1380,1379,57,56
2021-11-11,1380,1379,33,34
2021-11-12,1379,1378,16,18
2021-11-15,1379,1378,14,20
2021-11-16,1380,1379,18,21
2021-11-17,1379,1378,13,11
2021-11-18,1379,1378,17,9
2021-11-19,1380,1379,95,98
2021-11-22,1378,1377,50,55
2021-11-23,1380,1379,154,171
2021-11-24,1380,1379,84,79
2021-11-25,1140,1139,5,6
2021-11-26,1155,1154,332,331
2021-11-29,1380,1379,226,192
2021-11-30,1380,1379,306,304
2021-12-01,1380,1379,247,243
2021-12-02,1380,1379,362,327
2021-12-03,1380,1379,301,305
2021-12-06,1380,1379,202,182
2021-12-07,1380,1379,73,58
2021-12-08,1380,1379,82,77
2021-12-09,1380,1379,50,40
2021-12-10,1380,1379,44,26
2021-12-13,1380,1379,29,24
2021-12-14,1380,1379,73,67
2021-12-15,1380,1379,79,89
2021-12-16,1380,1379,94,101
2021-12-17,1380,1379,209,213
2021-12-20,1380,1379,284,251
2021-12-21,1380,1379,74,66
2021-12-22,1380,1379,33,33
2021-12-23,1378,1377,5,5
2021-12-27,1379,1378,19,5
2021-12-28,1380,1379,20,18
2021-12-29,1380,1379,15,18
2021-12-30,1377,1376,9,8
2021-12-31,1379,1378,43,35
2022-01-03,1380,1379,28,28
2022-01-04,1380,1379,31,25
2022-01-05,1380,1379,74,62
2022-01-06,1380,1379,250,249
2022-01-07,1380,1379,112,103
2022-01-10,1380,1379,192,174
2022-01-11,1380,1379,118,138
2022-01-12,1380,1379,61,69
2022-01-13,1380,1379,83,80
2022-01-14,1380,1379,195,186
2022-01-17,1140,1139,62,54
2022-01-18,1380,1379,158,157
2022-01-19,1380,1379,208,200
2022-01-20,1380,1379,181,186
2022-01-21,1380,1379,428,430
2022-01-24,1380,1379,443,434
2022-01-25,1380,1379,549,553
2022-01-26,1380,1379,364,368
2022-01-27,1380,1379,548,555
2022-01-28,1380,1379,406,416
2022-01-31,1380,1379,166,151
2022-02-01,1380,1379,110,95
2022-02-02,1380,1379,66,58
2022-02-03,1380,1379,80,71
2022-02-04,1380,1379,135,150
2022-02-07,1380,1379,123,102
2022-02-08,1380,1379,54,41
2022-02-09,1380,1379,23,19
2022-02-10,1380,1379,74,75
2022-02-11,1380,1379,157,149
2022-02-14,1380,1379,194,193
2022-02-15,1380,1379,92,81
2022-02-16,1380,1379,44,40
2022-02-17,1380,1379,83,89
2022-02-18,1380,1379,90,81
2022-02-21,1140,1139,132,111
2022-02-22,1380,1379,241,208
2022-02-23,1380,1379,76,87
2022-02-24,1380,1379,436,438
2022-02-25,1380,1379,186,183
2022-02-28,1380,1379,260,268
2022-03-01,1380,1379,143,130
2022-03-02,1380,1379,160,152
2022-03-03,1380,1379,69,68
2022-03-04,1380,1379,230,228
2022-03-07,1380,1379,207,207
2022-03-08,1380,1379,265,280
2022-03-09,1380,1379,169,163
2022-03-10,1380,1379,85,77
2022-03-11,1380,1379,104,85
2022-03-14,1380,1379,104,104
2022-03-15,1380,1379,80,83
2022-03-16,1380,1379,79,88
2022-03-17,1380,1379,77,57
2022-03-18,1380,1379,23,10
2022-03-21,1380,1379,21,23
2022-03-22,1380,1379,12,6
2022-03-23,1380,1379,4,4
2022-03-24,1380,1379,9,8
2022-03-25,1380,1379,11,13
2022-03-28,1380,1379,4,3
2022-03-29,1380,1379,12,12
2022-03-30,1380,1379,8,5
2022-03-31,1380,1379,9,6
2022-04-01,1380,1379,2,1
2022-04-04,1380,1379,1,1
2022-04-05,1379,1378,3,2
2022-04-06,1379,1378,18,16
2022-04-07,1380,1379,19,16
2022-04-08,1379,1378,6,3
2022-04-11,1380,1379,19,14
2022-04-12,1380,1379,19,23
2022-04-13,1380,1379,6,5
2022-04-14,1380,1379,11,4
2022-04-18,1380,1379,15,19
2022-04-19,1380,1379,17,21
2022-04-20,1380,1379,19,15
2022-04-21,1380,1379,18,19
2022-04-22,1380,1379,41,37
2022-04-25,1380,1379,131,137
2022-04-26,1380,1379,64,50
2022-04-27,1380,1379,137,135
2022-04-28,1380,1379,65,61
2022-04-29,1380,1379,51,53
2022-05-02,1380,1379,152,135
2022-05-03,1380,1379,55,55
2022-05-04,1380,1379,41,33
2022-05-05,1380,1379,93,72
2022-05-06,1380,1379,150,135
2022-05-09,1380,1379,116,110
2022-05-10,1380,1379,151,122
2022-05-11,1380,1379,103,94
2022-05-12,1380,1379,200,198
2022-05-13,1380,1379,60,45
2022-05-16,1380,1379,81,65
2022-05-17,1380,1379,21,28
2022-05-18,1380,1379,18,19
2022-05-19,1380,1379,127,120
2022-05-20,1380,1379,58,61
2022-05-23,1380,1379,54,60
2022-05-24,1380,1379,53,54
2022-05-25,1380,1379,49,51
2022-05-26,1380,1379,36,44
2022-05-27,1380,1379,22,15
2022-05-30,1140,1139,20,11
2022-05-31,1380,1379,69,81
2022-06-01,1380,1379,43,34
2022-06-02,1380,1379,42,30
2022-06-03,1380,1379,31,20
2022-06-06,1380,1379,22,18
2022-06-07,1380,1379,39,29
2022-06-08,1380,1379,21,7
2022-06-09,1380,1379,35,35
2022-06-10,1380,1379,69,57
2022-06-13,1380,1379,140,111
2022-06-14,1380,1379,104,80
2022-06-15,1380,1379,100,108
2022-06-16,1380,1379,142,134
2022-06-17,1380,1379,109,116
2022-06-20,1140,1139,72,68
2022-06-21,1380,1379,19,20
2022-06-22,1380,1379,42,30
2022-06-23,1380,1379,77,89
2022-06-24,1380,1379,34,37
2022-06-27,1380,1379,42,34
2022-06-28,1380,1379,33,41
2022-06-29,1380,1379,31,32
2022-06-30,1380,1379,48,47
2022-07-01,1380,1379,69,70
2022-07-04,1140,1139,20,12
2022-07-05,1380,1379,34,27
2022-07-06,1380,1379,33,32
2022-07-07,1380,1379,19,12
2022-07-08,1380,1379,17,17
2022-07-11,1380,1379,9,12
2022-07-12,1380,1379,17,15
2022-07-13,1380,1379,28,25
2022-07-14,1380,1379,32,32
2022-07-15,1380,1379,16,13
2022-07-18,1380,1379,5,3
2022-07-19,1380,1379,7,8
2022-07-20,1380,1379,19,23
2022-07-21,1380,1379,24,24
2022-07-22,1380,1379,4,2
2022-07-25,1380,1379,12,5
2022-07-26,1380,1379,7,5
2022-07-27,1380,1379,24,23
2022-07-28,1380,1379,15,17
2022-07-29,1380,1379,2,0
2022-08-01,1380,1379,11,4
2022-08-02,1380,1379,8,7
2022-08-03,1380,1379,11,12
2022-08-04,1380,1379,3,1
2022-08-05,1378,1377,5,6
2022-08-08,1379,1378,15,17
2022-08-09,1380,1379,6,7
2022-08-10,1380,1379,12,6
2022-08-11,1380,1379,11,5
2022-08-12,1380,1379,5,1
2022-08-15,1380,1379,2,2
2022-08-16,1378,1377,4,9
2022-08-17,1380,1379,15,10
2022-08-18,1380,1379,9,4
2022-08-19,1380,1379,8,7
2022-08-22,1380,1379,10,5
2022-08-23,1380,1379,14,20
2022-08-24,1380,1379,17,17
2022-08-25,1380,1379,12,13
2022-08-26,1380,1379,38,34
2022-08-29,1380,1379,69,60
2022-08-30,1380,1379,41,40
2022-08-31,1380,1379,48,41
2022-09-01,1380,1379,63,59
2022-09-02,1380,1379,54,48
2022-09-05,1140,1139,48,34
2022-09-06,1380,1379,48,57
2022-09-07,1380,1379,50,42
2022-09-08,1380,1379,50,45
2022-09-09,1380,1379,5,9
2022-09-12,1380,1379,21,18
2022-09-13,1380,1379,39,27
2022-09-14,1380,1379,66,53
2022-09-15,1380,1379,49,45
2022-09-16,1380,1379,40,42
2022-09-19,1380,1379,55,49
2022-09-20,1380,1379,24,30
2022-09-21,1380,1379,89,102
2022-09-22,1380,1379,107,99
2022-09-23,1380,1379,78,68
2022-09-26,1380,1379,187,183
2022-09-27,1380,1379,94,104
2022-09-28,1380,1379,215,200
2022-09-29,1380,1379,114,97
2022-09-30,1380,1379,150,152
2022-10-03,1380,1379,163,151
2022-10-04,1380,1379,60,56
2022-10-05,1380,1379,51,38
2022-10-06,1380,1379,78,77
2022-10-07,1380,1379,63,51
2022-10-10,1380,1379,92,85
2022-10-11,1380,1379,124,96
2022-10-12,1380,1379,105,90
2022-10-13,1380,1379,85,94
2022-10-14,1380,1379,146,129
2022-10-17,1380,1379,49,50
2022-10-18,1380,1379,116,138
2022-10-19,1380,1379,113,103
2022-10-20,1380,1379,132,115
2022-10-21,1380,1379,82,69
2022-10-24,1380,1379,147,129
2022-10-25,1380,1379,49,37
2022-10-26,1380,1379,41,33
2022-10-27,1380,1379,87,88
2022-10-28,1380,1379,57,57
2022-10-31,1380,1379,27,20
2022-11-01,1380,1379,22,17
2022-11-02,1380,1379,60,61
2022-11-03,1380,1379,43,27
2022-11-04,1380,1379,64,65
2022-11-07,1380,1379,29,26
2022-11-08,1380,1379,25,26
2022-11-09,1380,1379,46,56
2022-11-10,1380,1379,25,27
2022-11-11,1380,1379,42,26
2022-11-14,1380,1379,33,16
2022-11-15,1380,1379,38,40
2022-11-16,1380,1379,44,33
2022-11-17,1380,1379,18,16
2022-11-18,1380,1379,10,19
2022-11-21,1380,1379,9,2
2022-11-22,1380,1379,3,2
2022-11-23,1380,1379,6,8
2022-11-24,1139,1138,0,0
2022-11-25,1154,1153,1,0
2022-11-28,1380,1379,5,1
2022-11-29,1380,1379,5,6
2022-11-30,1380,1379,19,26
2022-12-01,1380,1379,10,12
2022-12-02,1380,1379,17,11
2022-12-05,1380,1379,7,6
2022-12-06,1380,1379,6,6
2022-12-07,1380,1379,13,15
2022-12-08,1380,1379,15,9
2022-12-09,1380,1379,11,10
2022-12-12,1379,1378,12,11
2022-12-13,1380,1379,64,70
2022-12-14,1380,1379,55,49
2022-12-15,1380,1379,23,28
2022-12-16,1380,1379,41,41
2022-12-19,1380,1379,9,9
2022-12-20,1380,1379,76,74
2022-12-21,1380,1379,20,18
2022-12-22,1380,1379,12,11
2022-12-23,1380,1379,32,38
2022-12-27,1380,1379,7,11
2022-12-28,1380,1379,10,7
2022-12-29,1380,1379,8,3
2022-12-30,1379,1378,13,7
