session_date,n_bars,n_valid_z1,n_ev_k1,n_ev_k3
2021-05-31,1136,1135,2,2
2021-06-01,1365,1364,5,6
2021-06-02,1365,1364,7,12
2021-06-03,1364,1363,26,27
2021-06-04,1365,1364,27,31
2021-06-07,1365,1364,17,20
2021-06-08,1365,1364,36,32
2021-06-09,1365,1364,4,3
2021-06-10,1365,1364,33,45
2021-06-11,1364,1363,4,6
2021-06-14,1357,1356,0,0
2021-06-15,1365,1364,5,9
2021-06-16,1364,1363,42,58
2021-06-17,1365,1364,84,89
2021-06-18,1365,1364,40,46
2021-06-21,1365,1364,87,77
2021-06-22,1365,1364,15,23
2021-06-23,1365,1364,10,10
2021-06-24,1364,1363,9,10
2021-06-25,1365,1364,12,14
2021-06-28,1380,1365,6,8
2021-06-29,1380,1365,2,1
2021-06-30,1380,1365,4,4
2021-07-01,1380,1365,14,22
2021-07-02,1380,1365,10,8
2021-07-05,1140,1139,2,2
2021-07-06,1380,1365,20,22
2021-07-07,1380,1365,20,21
2021-07-08,1380,1365,136,133
2021-07-09,1380,1365,73,82
2021-07-12,1380,1365,16,21
2021-07-13,1379,1364,49,45
2021-07-14,1380,1365,45,50
2021-07-15,1379,1364,75,71
2021-07-16,1380,1365,39,54
2021-07-19,1380,1365,149,173
2021-07-20,1380,1365,70,80
2021-07-21,1380,1365,35,31
2021-07-22,1380,1366,15,20
2021-07-23,1380,1366,7,3
2021-07-26,1380,1366,22,25
2021-07-27,1378,1377,89,94
2021-07-28,1380,1379,109,106
2021-07-29,1380,1379,44,46
2021-07-30,1380,1379,88,83
2021-08-02,1380,1379,19,21
2021-08-03,1380,1379,38,43
2021-08-04,1380,1379,14,15
2021-08-05,1380,1379,3,1
2021-08-06,1380,1379,13,13
2021-08-09,1380,1379,22,23
2021-08-10,1380,1379,15,13
2021-08-11,1380,1379,19,25
2021-08-12,1380,1379,1,3
2021-08-13,1379,1378,0,0
2021-08-16,1380,1379,20,22
2021-08-17,1380,1379,66,80
2021-08-18,1380,1379,61,67
2021-08-19,1380,1379,150,162
2021-08-20,1380,1379,70,82
2021-08-23,1380,1379,9,7
2021-08-24,1380,1379,12,17
2021-08-25,1380,1379,4,3
2021-08-26,1380,1379,19,23
2021-08-27,1380,1379,12,16
2021-08-30,1380,1379,5,7
2021-08-31,1380,1379,38,31
2021-09-01,1380,1379,27,22
2021-09-02,1380,1379,20,13
2021-09-03,1380,1379,26,30
2021-09-06,1136,1135,1,4
2021-09-07,1379,1378,17,22
2021-09-08,1380,1379,41,44
2021-09-09,1380,1379,48,56
2021-09-10,1379,1378,24,29
2021-09-13,1380,1379,99,94
2021-09-14,1379,1378,56,63
2021-09-15,1380,1379,57,51
2021-09-16,1380,1379,50,51
2021-09-17,1380,1379,63,77
2021-09-20,1380,1379,271,296
2021-09-21,1380,1379,201,234
2021-09-22,1380,1379,187,188
2021-09-23,1380,1379,93,89
2021-09-24,1380,1379,84,86
2021-09-27,1380,1379,95,107
2021-09-28,1380,1379,267,293
2021-09-29,1380,1379,263,268
2021-09-30,1380,1379,190,199
2021-10-01,1380,1379,245,255
2021-10-04,1380,1379,324,316
2021-10-05,1380,1379,220,232
2021-10-06,1380,1379,270,241
2021-10-07,1380,1379,101,95
2021-10-08,1380,1379,145,140
2021-10-11,1380,1379,144,158
2021-10-12,1380,1379,175,180
2021-10-13,1380,1379,105,111
2021-10-14,1379,1378,45,42
2021-10-15,1380,1379,53,57
2021-10-18,1380,1379,72,70
2021-10-19,1380,1379,43,39
2021-10-20,1380,1379,17,17
2021-10-21,1380,1379,47,56
2021-10-22,1380,1379,49,52
2021-10-25,1380,1379,48,47
2021-10-26,1380,1379,52,58
2021-10-27,1380,1379,55,73
2021-10-28,1380,1379,44,53
2021-10-29,1380,1379,52,51
2021-11-01,1379,1378,30,28
2021-11-02,1380,1379,19,15
2021-11-03,1380,1379,22,17
2021-11-04,1380,1379,32,30
2021-11-05,1380,1379,44,54
2021-11-08,1379,1378,59,51
2021-11-09,1380,1379,55,47
2021-11-10,1380,1379,110,109
2021-11-11,1380,1379,63,65
2021-11-12,1380,1379,32,28
2021-11-15,1380,1379,32,32
2021-11-16,1380,1379,26,31
2021-11-17,1380,1379,22,22
2021-11-18,1380,1379,26,18
2021-11-19,1380,1379,59,58
2021-11-22,1380,1379,67,70
2021-11-23,1380,1379,159,191
2021-11-24,1380,1379,95,104
2021-11-25,1140,1139,9,9
2021-11-26,1155,1154,269,262
2021-11-29,1380,1379,167,165
2021-11-30,1380,1379,229,220
2021-12-01,1380,1379,193,211
2021-12-02,1380,1379,303,342
2021-12-03,1380,1379,262,293
2021-12-06,1380,1379,187,195
2021-12-07,1380,1379,51,55
2021-12-08,1380,1379,52,56
2021-12-09,1379,1378,46,38
2021-12-10,1379,1378,31,37
2021-12-13,1379,1378,18,21
2021-12-14,1380,1379,66,65
2021-12-15,1380,1379,88,111
2021-12-16,1380,1379,105,106
2021-12-17,1380,1379,236,261
2021-12-20,1380,1379,231,208
2021-12-21,1380,1379,52,60
2021-12-22,1380,1379,44,39
2021-12-23,1378,1377,5,4
2021-12-27,1380,1379,14,10
2021-12-28,1380,1379,23,20
2021-12-29,1380,1379,14,21
2021-12-30,1380,1379,8,9
2021-12-31,1380,1379,34,31
2022-01-03,1380,1379,23,26
2022-01-04,1378,1377,28,40
2022-01-05,1380,1379,76,78
2022-01-06,1380,1379,271,283
2022-01-07,1380,1379,137,125
2022-01-10,1380,1379,188,194
2022-01-11,1380,1379,131,155
2022-01-12,1380,1379,66,101
2022-01-13,1380,1379,86,67
2022-01-14,1380,1379,190,200
2022-01-17,1140,1139,52,60
2022-01-18,1380,1379,150,162
2022-01-19,1380,1379,167,189
2022-01-20,1380,1379,145,191
2022-01-21,1380,1379,373,379
2022-01-24,1380,1379,392,396
2022-01-25,1380,1379,487,500
2022-01-26,1380,1379,313,337
2022-01-27,1380,1379,472,465
2022-01-28,1380,1379,327,349
2022-01-31,1380,1379,129,129
2022-02-01,1380,1379,90,102
2022-02-02,1380,1379,64,67
2022-02-03,1380,1379,107,107
2022-02-04,1380,1379,143,132
2022-02-07,1380,1379,96,99
2022-02-08,1380,1379,52,38
2022-02-09,1380,1379,19,20
2022-02-10,1380,1379,57,55
2022-02-11,1380,1379,113,101
2022-02-14,1380,1379,146,158
2022-02-15,1380,1379,58,62
2022-02-16,1379,1378,34,31
2022-02-17,1380,1379,76,77
2022-02-18,1380,1379,45,63
2022-02-21,1140,1139,102,102
2022-02-22,1380,1379,170,199
2022-02-23,1380,1379,47,68
2022-02-24,1380,1379,320,328
2022-02-25,1380,1379,132,155
2022-02-28,1380,1379,172,177
2022-03-01,1380,1379,83,77
2022-03-02,1380,1379,98,110
2022-03-03,1380,1379,37,29
2022-03-04,1380,1379,161,166
2022-03-07,1380,1379,136,129
2022-03-08,1380,1379,192,197
2022-03-09,1380,1379,125,130
2022-03-10,1380,1379,59,55
2022-03-11,1380,1379,60,69
2022-03-14,1380,1379,81,97
2022-03-15,1380,1379,55,55
2022-03-16,1380,1379,67,72
2022-03-17,1380,1379,53,48
2022-03-18,1380,1379,14,9
2022-03-21,1380,1379,19,21
2022-03-22,1380,1379,5,9
2022-03-23,1380,1379,2,6
2022-03-24,1380,1379,9,11
2022-03-25,1380,1379,11,15
2022-03-28,1380,1379,5,9
2022-03-29,1380,1379,13,10
2022-03-30,1380,1379,4,3
2022-03-31,1380,1379,6,5
2022-04-01,1380,1379,5,2
2022-04-04,1380,1379,2,1
2022-04-05,1380,1379,3,1
2022-04-06,1380,1379,23,26
2022-04-07,1380,1379,13,20
2022-04-08,1379,1378,9,4
2022-04-11,1380,1379,24,28
2022-04-12,1380,1379,21,32
2022-04-13,1380,1379,11,5
2022-04-14,1380,1379,11,6
2022-04-18,1380,1379,20,26
2022-04-19,1380,1379,26,29
2022-04-20,1380,1379,29,28
2022-04-21,1380,1379,26,28
2022-04-22,1380,1379,52,39
2022-04-25,1380,1379,101,105
2022-04-26,1380,1379,59,57
2022-04-27,1380,1379,156,146
2022-04-28,1380,1379,63,70
2022-04-29,1380,1379,64,67
2022-05-02,1380,1379,118,110
2022-05-03,1380,1379,58,41
2022-05-04,1380,1379,42,38
2022-05-05,1380,1379,57,49
2022-05-06,1380,1379,112,121
2022-05-09,1380,1379,77,71
2022-05-10,1380,1379,101,111
2022-05-11,1380,1379,85,84
2022-05-12,1380,1379,187,188
2022-05-13,1380,1379,50,37
2022-05-16,1380,1379,70,77
2022-05-17,1380,1379,18,29
2022-05-18,1380,1379,18,17
2022-05-19,1380,1379,96,81
2022-05-20,1380,1379,39,40
2022-05-23,1380,1379,51,51
2022-05-24,1380,1379,36,46
2022-05-25,1380,1379,39,49
2022-05-26,1379,1378,33,25
2022-05-27,1380,1379,20,19
2022-05-30,1140,1139,19,16
2022-05-31,1380,1379,58,74
2022-06-01,1380,1379,19,24
2022-06-02,1380,1379,34,25
2022-06-03,1380,1379,21,14
2022-06-06,1379,1378,19,18
2022-06-07,1380,1379,26,30
2022-06-08,1380,1379,10,6
2022-06-09,1380,1379,26,31
2022-06-10,1380,1379,43,38
2022-06-13,1380,1379,96,69
2022-06-14,1380,1379,48,57
2022-06-15,1380,1379,70,83
2022-06-16,1380,1379,90,94
2022-06-17,1380,1379,47,56
2022-06-20,1140,1139,43,41
2022-06-21,1380,1379,11,13
2022-06-22,1380,1379,21,16
2022-06-23,1380,1379,48,61
2022-06-24,1380,1379,22,26
2022-06-27,1380,1379,35,29
2022-06-28,1380,1379,22,30
2022-06-29,1380,1379,17,27
2022-06-30,1380,1379,27,36
2022-07-01,1380,1379,43,45
2022-07-04,1140,1139,13,10
2022-07-05,1380,1379,26,25
2022-07-06,1380,1379,21,23
2022-07-07,1380,1379,8,10
2022-07-08,1380,1379,11,12
2022-07-11,1380,1379,6,10
2022-07-12,1380,1379,10,14
2022-07-13,1380,1379,25,30
2022-07-14,1380,1379,25,26
2022-07-15,1380,1379,9,14
2022-07-18,1380,1379,3,4
2022-07-19,1380,1379,5,2
2022-07-20,1380,1379,14,23
2022-07-21,1380,1379,22,27
2022-07-22,1380,1379,3,3
2022-07-25,1380,1379,10,6
2022-07-26,1380,1379,9,13
2022-07-27,1379,1378,29,30
2022-07-28,1380,1379,29,30
2022-07-29,1380,1379,4,2
2022-08-01,1380,1379,7,5
2022-08-02,1380,1379,7,13
2022-08-03,1380,1379,10,12
2022-08-04,1380,1379,8,11
2022-08-05,1380,1379,14,9
2022-08-08,1380,1379,15,23
2022-08-09,1380,1379,5,7
2022-08-10,1380,1379,11,10
2022-08-11,1380,1379,9,13
2022-08-12,1380,1379,3,2
2022-08-15,1380,1379,2,0
2022-08-16,1379,1378,3,6
2022-08-17,1380,1379,17,13
2022-08-18,1379,1378,8,5
2022-08-19,1380,1379,3,9
2022-08-22,1380,1379,9,4
2022-08-23,1380,1379,13,23
2022-08-24,1380,1379,15,19
2022-08-25,1380,1379,15,10
2022-08-26,1380,1379,24,31
2022-08-29,1380,1379,55,75
2022-08-30,1380,1379,28,40
2022-08-31,1380,1379,38,50
2022-09-01,1380,1379,58,66
2022-09-02,1380,1379,52,50
2022-09-05,1140,1139,33,39
2022-09-06,1380,1379,42,64
2022-09-07,1380,1379,42,48
2022-09-08,1380,1379,38,43
2022-09-09,1380,1379,8,7
2022-09-12,1380,1379,19,19
2022-09-13,1380,1379,31,26
2022-09-14,1380,1379,45,43
2022-09-15,1380,1379,40,45
2022-09-16,1380,1379,22,27
2022-09-19,1380,1379,42,40
2022-09-20,1380,1379,16,21
2022-09-21,1380,1379,76,98
2022-09-22,1380,1379,81,90
2022-09-23,1380,1379,54,58
2022-09-26,1380,1379,128,145
2022-09-27,1380,1379,61,79
2022-09-28,1380,1379,153,177
2022-09-29,1380,1379,87,89
2022-09-30,1380,1379,117,127
2022-10-03,1380,1379,136,150
2022-10-04,1380,1379,43,40
2022-10-05,1380,1379,39,28
2022-10-06,1380,1379,66,69
2022-10-07,1380,1379,47,44
2022-10-10,1380,1379,66,77
2022-10-11,1380,1379,92,79
2022-10-12,1380,1379,69,69
2022-10-13,1379,1378,67,70
2022-10-14,1380,1379,111,107
2022-10-17,1380,1379,27,36
2022-10-18,1380,1379,85,117
2022-10-19,1380,1379,90,98
2022-10-20,1380,1379,104,99
2022-10-21,1380,1379,66,53
2022-10-24,1380,1379,115,118
2022-10-25,1380,1379,51,48
2022-10-26,1380,1379,49,48
2022-10-27,1380,1379,79,97
2022-10-28,1380,1379,44,46
2022-10-31,1380,1379,20,20
2022-11-01,1380,1379,16,16
2022-11-02,1380,1379,51,64
2022-11-03,1380,1379,24,23
2022-11-04,1380,1379,48,58
2022-11-07,1380,1379,28,27
2022-11-08,1380,1379,23,29
2022-11-09,1380,1379,46,48
2022-11-10,1380,1379,18,31
2022-11-11,1380,1379,36,33
2022-11-14,1380,1379,20,16
2022-11-15,1380,1379,45,44
2022-11-16,1380,1379,40,43
2022-11-17,1380,1379,15,18
2022-11-18,1380,1379,11,12
2022-11-21,1380,1379,5,5
2022-11-22,1380,1379,3,2
2022-11-23,1380,1379,8,9
2022-11-24,1138,1137,0,0
2022-11-25,1153,1152,1,1
2022-11-28,1380,1379,5,3
2022-11-29,1380,1379,4,6
2022-11-30,1380,1379,23,28
2022-12-01,1380,1379,11,13
2022-12-02,1380,1379,11,13
2022-12-05,1380,1379,7,6
2022-12-06,1380,1379,6,4
2022-12-07,1380,1379,11,13
2022-12-08,1380,1379,11,11
2022-12-09,1380,1379,13,15
2022-12-12,1380,1379,8,6
2022-12-13,1378,1377,55,61
2022-12-14,1380,1379,54,52
2022-12-15,1380,1379,16,17
2022-12-16,1380,1379,25,20
2022-12-19,1380,1379,6,4
2022-12-20,1380,1379,61,61
2022-12-21,1380,1379,11,11
2022-12-22,1379,1378,12,11
2022-12-23,1380,1379,26,42
2022-12-27,1380,1379,7,6
2022-12-28,1380,1379,9,9
2022-12-29,1379,1378,3,1
2022-12-30,1378,1377,6,5
