instrument,level_id,horizon,b,n,continuation_first_rate,reversal_first_rate,same_bar_tie_rate,neither_rate
NQ,LOWER_k3,60,0.5,829,0.34499396863691195,0.33896260554885405,0.316043425814234,0.0
NQ,LOWER_k3,120,0.5,829,0.34499396863691195,0.33896260554885405,0.316043425814234,0.0
NQ,UPPER_k0,1,0.5,1103,0.3898458748866727,0.30371713508612874,0.2901178603807797,0.016319129646418858
NQ,UPPER_k0,2,0.5,1103,0.3989120580235721,0.3073436083408885,0.2910244786944696,0.0027198549410698096
NQ,UPPER_k0,3,0.5,1103,0.3989120580235721,0.3082502266545784,0.2910244786944696,0.001813236627379873
NQ,UPPER_k0,4,0.5,1103,0.39981867633726204,0.3082502266545784,0.2910244786944696,0.0009066183136899365
NQ,UPPER_k0,5,0.5,1103,0.39981867633726204,0.3082502266545784,0.2910244786944696,0.0009066183136899365
NQ,UPPER_k0,10,0.5,1103,0.39981867633726204,0.3082502266545784,0.2910244786944696,0.0009066183136899365
NQ,UPPER_k0,15,0.5,1103,0.39981867633726204,0.3082502266545784,0.2910244786944696,0.0009066183136899365
NQ,UPPER_k0,20,0.5,1103,0.39981867633726204,0.30915684496826834,0.2910244786944696,0.0
NQ,UPPER_k0,30,0.5,1103,0.39981867633726204,0.30915684496826834,0.2910244786944696,0.0
NQ,UPPER_k0,60,0.5,1103,0.39981867633726204,0.30915684496826834,0.2910244786944696,0.0
NQ,UPPER_k0,120,0.5,1103,0.39981867633726204,0.30915684496826834,0.2910244786944696,0.0
NQ,UPPER_k1,1,0.5,1013,0.368213228035538,0.3109575518262586,0.29220138203356366,0.028627838104639685
NQ,UPPER_k1,2,0.5,1013,0.3770977295162882,0.3198420533070089,0.29318854886475815,0.009871668311944718
NQ,UPPER_k1,3,0.5,1013,0.3810463968410661,0.32082922013820336,0.29318854886475815,0.004935834155972359
NQ,UPPER_k1,4,0.5,1013,0.3840078973346496,0.32082922013820336,0.29318854886475815,0.0019743336623889436
NQ,UPPER_k1,5,0.5,1013,0.3840078973346496,0.32082922013820336,0.29318854886475815,0.0019743336623889436
NQ,UPPER_k1,10,0.5,1013,0.384995064165844,0.32082922013820336,0.29318854886475815,0.0009871668311944718
NQ,UPPER_k1,15,0.5,1013,0.3859822309970385,0.32082922013820336,0.29318854886475815,0.0
NQ,UPPER_k1,20,0.5,1013,0.3859822309970385,0.32082922013820336,0.29318854886475815,0.0
NQ,UPPER_k1,30,0.5,1013,0.3859822309970385,0.32082922013820336,0.29318854886475815,0.0
NQ,UPPER_k1,60,0.5,1013,0.3859822309970385,0.32082922013820336,0.29318854886475815,0.0
NQ,UPPER_k1,120,0.5,1013,0.3859822309970385,0.32082922013820336,0.29318854886475815,0.0
NQ,UPPER_k2,1,0.5,911,0.3567508232711306,0.32821075740944017,0.2678375411635565,0.04720087815587267
NQ,UPPER_k2,2,0.5,911,0.3732162458836443,0.3468715697036224,0.2689352360043908,0.010976948408342482
NQ,UPPER_k2,3,0.5,911,0.3787047200878156,0.35016465422612514,0.2689352360043908,0.0021953896816684962
NQ,UPPER_k2,4,0.5,911,0.3787047200878156,0.35016465422612514,0.2689352360043908,0.0021953896816684962
NQ,UPPER_k2,5,0.5,911,0.37980241492864986,0.35016465422612514,0.2689352360043908,0.0010976948408342481
NQ,UPPER_k2,10,0.5,911,0.37980241492864986,0.3512623490669594,0.2689352360043908,0.0
NQ,UPPER_k2,15,0.5,911,0.37980241492864986,0.3512623490669594,0.2689352360043908,0.0
NQ,UPPER_k2,20,0.5,911,0.37980241492864986,0.3512623490669594,0.2689352360043908,0.0
NQ,UPPER_k2,30,0.5,911,0.37980241492864986,0.3512623490669594,0.2689352360043908,0.0
NQ,UPPER_k2,60,0.5,911,0.37980241492864986,0.3512623490669594,0.2689352360043908,0.0
NQ,UPPER_k2,120,0.5,911,0.37980241492864986,0.3512623490669594,0.2689352360043908,0.0
