instrument,level_id,year,activation_window,horizon,touches,continuation_first_rate,reversal_first_rate,cont_minus_rev_diff,median_signed_close,same_bar_reversal_rate,same_bar_blast_through_rate,mean_annual_effect,sd_annual_effect,n_years_within_1sd,n_years_with_pooled_sign,max_annual_effect,min_annual_effect,is_2020_largest_abs,one_year_gt_35pct_touches
ES,UPPER_k2,2021,1,1,23,0.391304347826087,0.34782608695652173,0.043478260869565216,-0.09870651192886726,0.5217391304347826,0.4782608695652174,0.012836438923395444,0.13946677525759263,4,3,0.14285714285714285,-0.21739130434782608,False,False
ES,UPPER_k2,2022,1,1,14,0.35714285714285715,0.35714285714285715,0.0,-1.060855780758402,0.5,0.5,0.012836438923395444,0.13946677525759263,4,3,0.14285714285714285,-0.21739130434782608,False,False
ES,UPPER_k3,2018,1,1,10,0.1111111111111111,0.4444444444444444,-0.3333333333333333,0.0880462323766551,0.8,0.2,-0.024999999999999994,0.26286350492645844,3,2,0.375,-0.3333333333333333,False,False
ES,UPPER_k3,2019,1,1,9,0.4444444444444444,0.4444444444444444,0.0,-0.48708936682669446,0.7777777777777778,0.2222222222222222,-0.024999999999999994,0.26286350492645844,3,2,0.375,-0.3333333333333333,False,False
ES,UPPER_k3,2020,1,1,9,0.25,0.25,0.0,-0.08571637094564721,0.3333333333333333,0.6666666666666666,-0.024999999999999994,0.26286350492645844,3,2,0.375,-0.3333333333333333,False,False
ES,UPPER_k3,2021,1,1,8,0.5,0.125,0.375,0.7583926747108762,0.375,0.625,-0.024999999999999994,0.26286350492645844,3,2,0.375,-0.3333333333333333,False,False
ES,UPPER_k3,2022,1,1,6,0.16666666666666666,0.3333333333333333,-0.16666666666666666,-1.6105534544292368,0.3333333333333333,0.6666666666666666,-0.024999999999999994,0.26286350492645844,3,2,0.375,-0.3333333333333333,False,False
NQ,LOWER_k0,2018,1,1,107,0.25961538461538464,0.5576923076923077,-0.2980769230769231,-3.237499999999727,0.5794392523364486,0.4205607476635514,-0.07978345184227538,0.12818836526165192,4,4,0.02857142857142857,-0.2980769230769231,False,False
NQ,LOWER_k0,2019,1,1,104,0.38235294117647056,0.4117647058823529,-0.029411764705882353,0.20000000000027285,0.5339805825242718,0.46601941747572817,-0.07978345184227538,0.12818836526165192,4,4,0.02857142857142857,-0.2980769230769231,False,False
NQ,LOWER_k0,2020,1,1,106,0.3904761904761905,0.3619047619047619,0.02857142857142857,-0.9249999999992724,0.5566037735849056,0.44339622641509435,-0.07978345184227538,0.12818836526165192,4,4,0.02857142857142857,-0.2980769230769231,False,False
NQ,LOWER_k0,2021,1,1,111,0.34545454545454546,0.42727272727272725,-0.08181818181818182,-0.4499999999998181,0.5855855855855856,0.4144144144144144,-0.07978345184227538,0.12818836526165192,4,4,0.02857142857142857,-0.2980769230769231,False,False
NQ,LOWER_k0,2022,1,1,110,0.34545454545454546,0.36363636363636365,-0.01818181818181818,-1.625,0.6090909090909091,0.39090909090909093,-0.07978345184227538,0.12818836526165192,4,4,0.02857142857142857,-0.2980769230769231,False,False
NQ,LOWER_k1,2018,1,1,46,0.2,0.4444444444444444,-0.24444444444444444,-3.0180036942747392,0.6086956521739131,0.391304347826087,-0.2031842350218068,0.09712948229167201,4,5,-0.11363636363636363,-0.35185185185185186,False,False
NQ,LOWER_k1,2019,1,1,54,0.2222222222222222,0.5740740740740741,-0.35185185185185186,-1.0099878963628726,0.6481481481481481,0.35185185185185186,-0.2031842350218068,0.09712948229167201,4,5,-0.11363636363636363,-0.35185185185185186,False,False
NQ,LOWER_k1,2020,1,1,47,0.30434782608695654,0.4782608695652174,-0.17391304347826086,-5.304230789521171,0.6170212765957447,0.3829787234042553,-0.2031842350218068,0.09712948229167201,4,5,-0.11363636363636363,-0.35185185185185186,False,False
NQ,LOWER_k1,2021,1,1,53,0.32075471698113206,0.4528301886792453,-0.1320754716981132,-1.698753919437877,0.6226415094339622,0.37735849056603776,-0.2031842350218068,0.09712948229167201,4,5,-0.11363636363636363,-0.35185185185185186,False,False
NQ,LOWER_k1,2022,1,1,44,0.3181818181818182,0.4318181818181818,-0.11363636363636363,-2.3903831572743,0.6136363636363636,0.38636363636363635,-0.2031842350218068,0.09712948229167201,4,5,-0.11363636363636363,-0.35185185185185186,False,False
NQ,LOWER_k2,2018,1,1,24,0.13043478260869565,0.6086956521739131,-0.4782608695652174,-3.903576649956449,0.5833333333333334,0.4166666666666667,-0.1827866768370201,0.17003858791040685,4,5,-0.05263157894736842,-0.4782608695652174,False,False
NQ,LOWER_k2,2019,1,1,19,0.3157894736842105,0.3684210526315789,-0.05263157894736842,1.8082995952800047,0.631578947368421,0.3684210526315789,-0.1827866768370201,0.17003858791040685,4,5,-0.05263157894736842,-0.4782608695652174,False,False
NQ,LOWER_k2,2020,1,1,18,0.2777777777777778,0.3888888888888889,-0.1111111111111111,-7.736712014230761,0.6111111111111112,0.3888888888888889,-0.1827866768370201,0.17003858791040685,4,5,-0.05263157894736842,-0.4782608695652174,False,False
NQ,LOWER_k2,2021,1,1,24,0.3333333333333333,0.5,-0.16666666666666666,-2.245920223390385,0.7083333333333334,0.2916666666666667,-0.1827866768370201,0.17003858791040685,4,5,-0.05263157894736842,-0.4782608695652174,False,False
NQ,LOWER_k2,2022,1,1,19,0.3157894736842105,0.42105263157894735,-0.10526315789473684,-10.06025162972037,0.7894736842105263,0.21052631578947367,-0.1827866768370201,0.17003858791040685,4,5,-0.05263157894736842,-0.4782608695652174,False,False
