instrument,level_id,year,activation_window,horizon,touches,continuation_first_rate,reversal_first_rate,cont_minus_rev_diff,median_signed_close,same_bar_reversal_rate,same_bar_blast_through_rate,mean_annual_effect,sd_annual_effect,n_years_within_1sd,n_years_with_pooled_sign,max_annual_effect,min_annual_effect,is_2020_largest_abs,one_year_gt_35pct_touches
ES,UPPER_k2,2020,2,2,42,0.525,0.3,0.225,0.24440702578908713,0.42857142857142855,0.5714285714285714,0.09675603347216274,0.09497176247554556,3,4,0.225,-0.03773584905660377,True,False
ES,UPPER_k2,2021,2,2,45,0.4318181818181818,0.36363636363636365,0.06818181818181818,1.1159756819110953,0.5333333333333333,0.4666666666666667,0.09675603347216274,0.09497176247554556,3,4,0.225,-0.03773584905660377,True,False
ES,UPPER_k2,2022,2,2,47,0.44680851063829785,0.3404255319148936,0.10638297872340426,0.10249387128442322,0.46808510638297873,0.5319148936170213,0.09675603347216274,0.09497176247554556,3,4,0.225,-0.03773584905660377,True,False
ES,UPPER_k3,2018,2,2,27,0.3076923076923077,0.34615384615384615,-0.038461538461538464,-0.8093075136252992,0.5555555555555556,0.4444444444444444,0.10460065297021819,0.11886729755253078,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2019,2,2,23,0.5217391304347826,0.30434782608695654,0.21739130434782608,1.2497340726458788,0.5652173913043478,0.43478260869565216,0.10460065297021819,0.11886729755253078,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2020,2,2,24,0.30434782608695654,0.2608695652173913,0.043478260869565216,0.30416956421095165,0.4166666666666667,0.5833333333333334,0.10460065297021819,0.11886729755253078,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2021,2,2,21,0.47619047619047616,0.23809523809523808,0.23809523809523808,1.046737025096263,0.5238095238095238,0.47619047619047616,0.10460065297021819,0.11886729755253078,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2022,2,2,16,0.375,0.3125,0.0625,2.074224909742952,0.5,0.5,0.10460065297021819,0.11886729755253078,3,4,0.23809523809523808,-0.038461538461538464,False,False
NQ,LOWER_k0,2018,2,2,149,0.2876712328767123,0.5273972602739726,-0.23972602739726026,-2.587500000000091,0.5838926174496645,0.4161073825503356,-0.04052402922674256,0.12006604558481358,3,3,0.08088235294117647,-0.23972602739726026,False,False
NQ,LOWER_k0,2019,2,2,141,0.41304347826086957,0.4420289855072464,-0.028985507246376812,0.4499999999998181,0.5035971223021583,0.49640287769784175,-0.04052402922674256,0.12006604558481358,3,3,0.08088235294117647,-0.23972602739726026,False,False
NQ,LOWER_k0,2020,2,2,137,0.45588235294117646,0.375,0.08088235294117647,-1.6749999999992724,0.5401459854014599,0.45985401459854014,-0.04052402922674256,0.12006604558481358,3,3,0.08088235294117647,-0.23972602739726026,False,False
NQ,LOWER_k0,2021,2,2,140,0.4028776978417266,0.4316546762589928,-0.02877697841726619,2.399999999999636,0.5642857142857143,0.4357142857142857,-0.04052402922674256,0.12006604558481358,3,3,0.08088235294117647,-0.23972602739726026,False,False
NQ,LOWER_k0,2022,2,2,145,0.3916083916083916,0.3776223776223776,0.013986013986013986,5.850000000000364,0.6137931034482759,0.38620689655172413,-0.04052402922674256,0.12006604558481358,3,3,0.08088235294117647,-0.23972602739726026,False,False
NQ,LOWER_k1,2018,2,2,76,0.3108108108108108,0.3783783783783784,-0.06756756756756757,-2.7264407497868888,0.5526315789473685,0.4473684210526316,-0.03537242250370625,0.0860126374132991,3,3,0.056818181818181816,-0.16666666666666666,False,False
NQ,LOWER_k1,2019,2,2,80,0.3333333333333333,0.5,-0.16666666666666666,0.5765255962755873,0.5625,0.4375,-0.03537242250370625,0.0860126374132991,3,3,0.056818181818181816,-0.16666666666666666,False,False
NQ,LOWER_k1,2020,2,2,88,0.39080459770114945,0.40229885057471265,-0.011494252873563218,-3.3034745449749607,0.48863636363636365,0.5113636363636364,-0.03537242250370625,0.0860126374132991,3,3,0.056818181818181816,-0.16666666666666666,False,False
NQ,LOWER_k1,2021,2,2,83,0.40963855421686746,0.39759036144578314,0.012048192771084338,3.5575018327799626,0.5542168674698795,0.4457831325301205,-0.03537242250370625,0.0860126374132991,3,3,0.056818181818181816,-0.16666666666666666,False,False
NQ,LOWER_k1,2022,2,2,89,0.42045454545454547,0.36363636363636365,0.056818181818181816,-2.476594073174965,0.5393258426966292,0.4606741573033708,-0.03537242250370625,0.0860126374132991,3,3,0.056818181818181816,-0.16666666666666666,False,False
NQ,LOWER_k2,2018,2,2,48,0.21739130434782608,0.5869565217391305,-0.3695652173913043,-3.6076398927480113,0.5833333333333334,0.4166666666666667,-0.06613477274967958,0.17565083710774065,4,3,0.075,-0.3695652173913043,False,False
NQ,LOWER_k2,2019,2,2,36,0.3888888888888889,0.3611111111111111,0.027777777777777776,0.5264567939461813,0.5833333333333334,0.4166666666666667,-0.06613477274967958,0.17565083710774065,4,3,0.075,-0.3695652173913043,False,False
NQ,LOWER_k2,2020,2,2,40,0.4,0.325,0.075,-0.41224024680650473,0.525,0.475,-0.06613477274967958,0.17565083710774065,4,3,0.075,-0.3695652173913043,False,False
NQ,LOWER_k2,2021,2,2,49,0.40816326530612246,0.42857142857142855,-0.02040816326530612,3.930872015474961,0.6530612244897959,0.3469387755102041,-0.06613477274967958,0.17565083710774065,4,3,0.075,-0.3695652173913043,False,False
NQ,LOWER_k2,2022,2,2,47,0.3695652173913043,0.41304347826086957,-0.043478260869565216,2.148778986198522,0.5957446808510638,0.40425531914893614,-0.06613477274967958,0.17565083710774065,4,3,0.075,-0.3695652173913043,False,False
NQ,LOWER_k3,2018,2,2,24,0.16666666666666666,0.4166666666666667,-0.25,-2.6508372398866413,0.5833333333333334,0.4166666666666667,-0.026985645933014356,0.16412367281280485,3,3,0.21052631578947367,-0.25,False,False
NQ,LOWER_k3,2019,2,2,20,0.35,0.4,-0.05,1.2544145618117,0.65,0.35,-0.026985645933014356,0.16412367281280485,3,3,0.21052631578947367,-0.25,False,False
NQ,LOWER_k3,2020,2,2,22,0.36363636363636365,0.4090909090909091,-0.045454545454545456,-2.1257016399313216,0.5909090909090909,0.4090909090909091,-0.026985645933014356,0.16412367281280485,3,3,0.21052631578947367,-0.25,False,False
NQ,LOWER_k3,2021,2,2,19,0.5263157894736842,0.3157894736842105,0.21052631578947367,6.0814271395738615,0.5263157894736842,0.47368421052631576,-0.026985645933014356,0.16412367281280485,3,3,0.21052631578947367,-0.25,False,False
NQ,LOWER_k3,2022,2,2,22,0.4090909090909091,0.4090909090909091,0.0,0.7545470244194803,0.5454545454545454,0.45454545454545453,-0.026985645933014356,0.16412367281280485,3,3,0.21052631578947367,-0.25,False,False
NQ,UPPER_k0,2018,2,2,148,0.4246575342465753,0.363013698630137,0.06164383561643835,1.212500000000091,0.46621621621621623,0.5337837837837838,0.10326772037567378,0.03969876009814185,3,5,0.1527777777777778,0.06164383561643835,False,False
NQ,UPPER_k0,2019,2,2,135,0.4701492537313433,0.3582089552238806,0.11194029850746269,0.0,0.4253731343283582,0.5746268656716418,0.10326772037567378,0.03969876009814185,3,5,0.1527777777777778,0.06164383561643835,False,False
NQ,UPPER_k0,2020,2,2,147,0.46153846153846156,0.3356643356643357,0.1258741258741259,3.1749999999992724,0.46258503401360546,0.5374149659863946,0.10326772037567378,0.03969876009814185,3,5,0.1527777777777778,0.06164383561643835,False,False
NQ,UPPER_k0,2021,2,2,157,0.4551282051282051,0.391025641025641,0.0641025641025641,3.425000000000182,0.42038216560509556,0.5796178343949044,0.10326772037567378,0.03969876009814185,3,5,0.1527777777777778,0.06164383561643835,False,False
NQ,UPPER_k0,2022,2,2,145,0.5,0.3472222222222222,0.1527777777777778,1.762499999999818,0.45517241379310347,0.5448275862068965,0.10326772037567378,0.03969876009814185,3,5,0.1527777777777778,0.06164383561643835,False,False
NQ,UPPER_k1,2018,2,2,90,0.48863636363636365,0.3409090909090909,0.14772727272727273,1.978758705608925,0.4111111111111111,0.5888888888888889,0.12932943037564346,0.05963059776970534,4,5,0.18181818181818182,0.02631578947368421,False,False
NQ,UPPER_k1,2019,2,2,76,0.4342105263157895,0.40789473684210525,0.02631578947368421,1.2760162386043703,0.5,0.5,0.12932943037564346,0.05963059776970534,4,5,0.18181818181818182,0.02631578947368421,False,False
NQ,UPPER_k1,2020,2,2,84,0.4634146341463415,0.3170731707317073,0.14634146341463414,0.972154978619983,0.47619047619047616,0.5238095238095238,0.12932943037564346,0.05963059776970534,4,5,0.18181818181818182,0.02631578947368421,False,False
NQ,UPPER_k1,2021,2,2,89,0.5340909090909091,0.3522727272727273,0.18181818181818182,4.651729703379715,0.42696629213483145,0.5730337078651685,0.12932943037564346,0.05963059776970534,4,5,0.18181818181818182,0.02631578947368421,False,False
NQ,UPPER_k1,2022,2,2,90,0.5,0.35555555555555557,0.14444444444444443,4.0503252518510635,0.4444444444444444,0.5555555555555556,0.12932943037564346,0.05963059776970534,4,5,0.18181818181818182,0.02631578947368421,False,False
NQ,UPPER_k2,2018,2,2,58,0.44642857142857145,0.39285714285714285,0.05357142857142857,2.3724316977773015,0.5172413793103449,0.4827586206896552,0.13858637612106622,0.11154395962534992,4,5,0.3191489361702128,0.05357142857142857,False,False
NQ,UPPER_k2,2019,2,2,37,0.4594594594594595,0.3783783783783784,0.08108108108108109,0.33549571613548324,0.5135135135135135,0.4864864864864865,0.13858637612106622,0.11154395962534992,4,5,0.3191489361702128,0.05357142857142857,False,False
NQ,UPPER_k2,2020,2,2,47,0.45652173913043476,0.2826086956521739,0.17391304347826086,5.145065065612471,0.2765957446808511,0.723404255319149,0.13858637612106622,0.11154395962534992,4,5,0.3191489361702128,0.05357142857142857,False,False
NQ,UPPER_k2,2021,2,2,48,0.5957446808510638,0.2765957446808511,0.3191489361702128,2.0741835671196895,0.4375,0.5625,0.13858637612106622,0.11154395962534992,4,5,0.3191489361702128,0.05357142857142857,False,False
NQ,UPPER_k2,2022,2,2,46,0.41304347826086957,0.34782608695652173,0.06521739130434782,2.1744441734617794,0.43478260869565216,0.5652173913043478,0.13858637612106622,0.11154395962534992,4,5,0.3191489361702128,0.05357142857142857,False,False
NQ,UPPER_k3,2018,2,2,26,0.6153846153846154,0.3076923076923077,0.3076923076923077,3.76144863646914,0.5,0.5,0.07930490562069509,0.34371501418952394,4,3,0.35714285714285715,-0.45454545454545453,False,False
NQ,UPPER_k3,2019,2,2,19,0.42105263157894735,0.15789473684210525,0.2631578947368421,1.7410278693550936,0.631578947368421,0.3684210526315789,0.07930490562069509,0.34371501418952394,4,3,0.35714285714285715,-0.45454545454545453,False,False
NQ,UPPER_k3,2020,2,2,27,0.2692307692307692,0.34615384615384615,-0.07692307692307693,3.1560293694265056,0.48148148148148145,0.5185185185185185,0.07930490562069509,0.34371501418952394,4,3,0.35714285714285715,-0.45454545454545453,False,False
NQ,UPPER_k3,2021,2,2,29,0.5714285714285714,0.21428571428571427,0.35714285714285715,0.6045981937759279,0.3793103448275862,0.6206896551724138,0.07930490562069509,0.34371501418952394,4,3,0.35714285714285715,-0.45454545454545453,False,False
NQ,UPPER_k3,2022,2,2,22,0.13636363636363635,0.5909090909090909,-0.45454545454545453,3.5677937461314286,0.8181818181818182,0.18181818181818182,0.07930490562069509,0.34371501418952394,4,3,0.35714285714285715,-0.45454545454545453,False,False
ES,LOWER_k0,2018,2,1,137,0.27611940298507465,0.4253731343283582,-0.14925373134328357,-0.4375,0.49635036496350365,0.5036496350364964,-0.0315663312054643,0.07818874580456482,3,3,0.05925925925925926,-0.14925373134328357,False,False
ES,LOWER_k0,2019,2,1,140,0.3805970149253731,0.3656716417910448,0.014925373134328358,0.3000000000001819,0.5971223021582733,0.4028776978417266,-0.0315663312054643,0.07818874580456482,3,3,0.05925925925925926,-0.14925373134328357,False,False
ES,LOWER_k0,2020,2,1,145,0.3680555555555556,0.4097222222222222,-0.041666666666666664,-0.16250000000013642,0.625,0.375,-0.0315663312054643,0.07818874580456482,3,3,0.05925925925925926,-0.14925373134328357,False,False
ES,LOWER_k0,2021,2,1,137,0.4,0.34074074074074073,0.05925925925925926,0.024999999999636202,0.5037037037037037,0.4962962962962963,-0.0315663312054643,0.07818874580456482,3,3,0.05925925925925926,-0.14925373134328357,False,False
ES,LOWER_k0,2022,2,1,147,0.3561643835616438,0.3972602739726027,-0.0410958904109589,0.1750000000001819,0.5850340136054422,0.41496598639455784,-0.0315663312054643,0.07818874580456482,3,3,0.05925925925925926,-0.14925373134328357,False,False
ES,LOWER_k1,2018,2,1,79,0.3076923076923077,0.41025641025641024,-0.10256410256410256,-0.2720076705968495,0.5443037974683544,0.45569620253164556,-0.05118197910321376,0.0785401776419417,4,3,0.023529411764705882,-0.16279069767441862,True,False
ES,LOWER_k1,2019,2,1,74,0.36619718309859156,0.38028169014084506,-0.014084507042253521,0.42395040189194333,0.581081081081081,0.4189189189189189,-0.05118197910321376,0.0785401776419417,4,3,0.023529411764705882,-0.16279069767441862,True,False
ES,LOWER_k1,2020,2,1,87,0.32558139534883723,0.4883720930232558,-0.16279069767441862,-0.5392443308112433,0.5747126436781609,0.42528735632183906,-0.05118197910321376,0.0785401776419417,4,3,0.023529411764705882,-0.16279069767441862,True,False
ES,LOWER_k1,2021,2,1,78,0.41025641025641024,0.41025641025641024,0.0,0.4975130907107541,0.5641025641025641,0.4358974358974359,-0.05118197910321376,0.0785401776419417,4,3,0.023529411764705882,-0.16279069767441862,True,False
ES,LOWER_k1,2022,2,1,86,0.3764705882352941,0.35294117647058826,0.023529411764705882,0.22629867582190855,0.45348837209302323,0.5465116279069767,-0.05118197910321376,0.0785401776419417,4,3,0.023529411764705882,-0.16279069767441862,True,False
ES,LOWER_k2,2018,2,1,42,0.30952380952380953,0.42857142857142855,-0.11904761904761904,-0.15695215628102233,0.4523809523809524,0.5476190476190477,-0.03161255411255411,0.14620905907438458,3,3,0.16666666666666666,-0.2,True,False
ES,LOWER_k2,2019,2,1,44,0.47619047619047616,0.30952380952380953,0.16666666666666666,0.3206462625921631,0.5454545454545454,0.45454545454545453,-0.03161255411255411,0.14620905907438458,3,3,0.16666666666666666,-0.2,True,False
ES,LOWER_k2,2020,2,1,45,0.28888888888888886,0.4888888888888889,-0.2,-1.1847098168873345,0.6444444444444445,0.35555555555555557,-0.03161255411255411,0.14620905907438458,3,3,0.16666666666666666,-0.2,True,False
ES,LOWER_k2,2021,2,1,44,0.2727272727272727,0.3409090909090909,-0.06818181818181818,-0.09667096287921595,0.6136363636363636,0.38636363636363635,-0.03161255411255411,0.14620905907438458,3,3,0.16666666666666666,-0.2,True,False
ES,LOWER_k2,2022,2,1,48,0.3958333333333333,0.3333333333333333,0.0625,1.4472699469502004,0.5208333333333334,0.4791666666666667,-0.03161255411255411,0.14620905907438458,3,3,0.16666666666666666,-0.2,True,False
ES,LOWER_k3,2018,2,1,24,0.20833333333333334,0.5,-0.2916666666666667,-0.3323272218024158,0.5,0.5,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2019,2,1,22,0.45454545454545453,0.4090909090909091,0.045454545454545456,0.2733552946092459,0.4090909090909091,0.5909090909090909,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2020,2,1,24,0.4583333333333333,0.2916666666666667,0.16666666666666666,0.5381538096744407,0.6666666666666666,0.3333333333333333,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2021,2,1,23,0.34782608695652173,0.34782608695652173,0.0,-0.43651046653667436,0.6521739130434783,0.34782608695652173,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,LOWER_k3,2022,2,1,35,0.42857142857142855,0.42857142857142855,0.0,0.8255515153196029,0.5428571428571428,0.45714285714285713,-0.01590909090909091,0.16855847802538218,3,1,0.16666666666666666,-0.2916666666666667,False,False
ES,UPPER_k0,2018,2,1,144,0.3591549295774648,0.352112676056338,0.007042253521126761,0.16249999999990905,0.45774647887323944,0.5422535211267606,0.010985392544515115,0.09580951282649841,4,3,0.10638297872340426,-0.11194029850746269,False,False
ES,UPPER_k0,2019,2,1,134,0.3283582089552239,0.44029850746268656,-0.11194029850746269,-0.17499999999995453,0.5757575757575758,0.42424242424242425,0.010985392544515115,0.09580951282649841,4,3,0.10638297872340426,-0.11194029850746269,False,False
ES,UPPER_k0,2020,2,1,143,0.36231884057971014,0.41304347826086957,-0.050724637681159424,-0.11249999999995453,0.5524475524475524,0.44755244755244755,0.010985392544515115,0.09580951282649841,4,3,0.10638297872340426,-0.11194029850746269,False,False
ES,UPPER_k0,2021,2,1,142,0.45390070921985815,0.3475177304964539,0.10638297872340426,0.5749999999998181,0.4014084507042254,0.5985915492957746,0.010985392544515115,0.09580951282649841,4,3,0.10638297872340426,-0.11194029850746269,False,False
ES,UPPER_k0,2022,2,1,144,0.4722222222222222,0.3680555555555556,0.10416666666666667,0.712500000000091,0.4859154929577465,0.5140845070422535,0.010985392544515115,0.09580951282649841,4,3,0.10638297872340426,-0.11194029850746269,False,False
ES,UPPER_k1,2018,2,1,93,0.3804347826086957,0.41304347826086957,-0.03260869565217391,0.1953858512788429,0.5483870967741935,0.45161290322580644,0.09361109412476135,0.14502245250767484,4,3,0.32098765432098764,-0.03260869565217391,False,False
ES,UPPER_k1,2019,2,1,71,0.4225352112676056,0.4225352112676056,0.0,0.10896765371444417,0.4507042253521127,0.5492957746478874,0.09361109412476135,0.14502245250767484,4,3,0.32098765432098764,-0.03260869565217391,False,False
ES,UPPER_k1,2020,2,1,74,0.4027777777777778,0.375,0.027777777777777776,0.12729772771535863,0.5,0.5,0.09361109412476135,0.14502245250767484,4,3,0.32098765432098764,-0.03260869565217391,False,False
ES,UPPER_k1,2021,2,1,80,0.4430379746835443,0.2911392405063291,0.1518987341772152,0.42712434446730185,0.3375,0.6625,0.09361109412476135,0.14502245250767484,4,3,0.32098765432098764,-0.03260869565217391,False,False
ES,UPPER_k1,2022,2,1,81,0.5308641975308642,0.20987654320987653,0.32098765432098764,1.1290367243982473,0.4567901234567901,0.5432098765432098,0.09361109412476135,0.14502245250767484,4,3,0.32098765432098764,-0.03260869565217391,False,False
ES,UPPER_k2,2018,2,1,54,0.32075471698113206,0.3584905660377358,-0.03773584905660377,0.18953658479995283,0.5,0.5,0.08262266554273878,0.08470754203923268,3,4,0.2,-0.03773584905660377,True,False
ES,UPPER_k2,2019,2,1,41,0.43902439024390244,0.34146341463414637,0.0975609756097561,0.08360708878217338,0.5853658536585366,0.4146341463414634,0.08262266554273878,0.08470754203923268,3,4,0.2,-0.03773584905660377,True,False
ES,UPPER_k2,2020,2,1,42,0.5,0.3,0.2,0.5962499946936077,0.42857142857142855,0.5714285714285714,0.08262266554273878,0.08470754203923268,3,4,0.2,-0.03773584905660377,True,False
ES,UPPER_k2,2021,2,1,45,0.4090909090909091,0.3409090909090909,0.06818181818181818,-0.03851170490952427,0.5333333333333333,0.4666666666666667,0.08262266554273878,0.08470754203923268,3,4,0.2,-0.03773584905660377,True,False
ES,UPPER_k2,2022,2,1,47,0.40425531914893614,0.3191489361702128,0.0851063829787234,0.1843823998233347,0.46808510638297873,0.5319148936170213,0.08262266554273878,0.08470754203923268,3,4,0.2,-0.03773584905660377,True,False
ES,UPPER_k3,2018,2,1,27,0.3076923076923077,0.34615384615384615,-0.038461538461538464,0.1361065537403192,0.5555555555555556,0.4444444444444444,0.09590500079630514,0.10979770297673977,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2019,2,1,23,0.4782608695652174,0.30434782608695654,0.17391304347826086,0.3563416145652809,0.5652173913043478,0.43478260869565216,0.09590500079630514,0.10979770297673977,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2020,2,1,24,0.30434782608695654,0.2608695652173913,0.043478260869565216,0.14398683823901592,0.4166666666666667,0.5833333333333334,0.09590500079630514,0.10979770297673977,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2021,2,1,21,0.47619047619047616,0.23809523809523808,0.23809523809523808,1.06444023210679,0.5238095238095238,0.47619047619047616,0.09590500079630514,0.10979770297673977,3,4,0.23809523809523808,-0.038461538461538464,False,False
ES,UPPER_k3,2022,2,1,16,0.375,0.3125,0.0625,1.7495733137429852,0.5,0.5,0.09590500079630514,0.10979770297673977,3,4,0.23809523809523808,-0.038461538461538464,False,False
NQ,LOWER_k0,2018,2,1,149,0.2876712328767123,0.5136986301369864,-0.22602739726027396,-2.25,0.5838926174496645,0.4161073825503356,-0.03330338987052308,0.1169131209686333,3,2,0.08823529411764706,-0.22602739726027396,False,False
NQ,LOWER_k0,2019,2,1,141,0.391304347826087,0.38405797101449274,0.007246376811594203,0.20000000000027285,0.5035971223021583,0.49640287769784175,-0.03330338987052308,0.1169131209686333,3,2,0.08823529411764706,-0.22602739726027396,False,False
NQ,LOWER_k0,2020,2,1,137,0.4338235294117647,0.34558823529411764,0.08823529411764706,-0.3249999999998181,0.5401459854014599,0.45985401459854014,-0.03330338987052308,0.1169131209686333,3,2,0.08823529411764706,-0.22602739726027396,False,False
NQ,LOWER_k0,2021,2,1,140,0.38848920863309355,0.4244604316546763,-0.03597122302158273,0.2000000000007276,0.5642857142857143,0.4357142857142857,-0.03330338987052308,0.1169131209686333,3,2,0.08823529411764706,-0.22602739726027396,False,False
NQ,LOWER_k0,2022,2,1,145,0.3706293706293706,0.3706293706293706,0.0,-1.5,0.6137931034482759,0.38620689655172413,-0.03330338987052308,0.1169131209686333,3,2,0.08823529411764706,-0.22602739726027396,False,False
NQ,LOWER_k1,2018,2,1,76,0.2972972972972973,0.36486486486486486,-0.06756756756756757,-1.2881319518301098,0.5526315789473685,0.4473684210526316,-0.04478083018797601,0.08454322925849618,4,3,0.03409090909090909,-0.1794871794871795,False,False
NQ,LOWER_k1,2019,2,1,80,0.3076923076923077,0.48717948717948717,-0.1794871794871795,-0.4068783200723374,0.5625,0.4375,-0.04478083018797601,0.08454322925849618,4,3,0.03409090909090909,-0.1794871794871795,False,False
NQ,LOWER_k1,2020,2,1,88,0.367816091954023,0.39080459770114945,-0.022988505747126436,-2.9783010422688676,0.48863636363636365,0.5113636363636364,-0.04478083018797601,0.08454322925849618,4,3,0.03409090909090909,-0.1794871794871795,False,False
NQ,LOWER_k1,2021,2,1,83,0.40963855421686746,0.39759036144578314,0.012048192771084338,-0.581147002407306,0.5542168674698795,0.4457831325301205,-0.04478083018797601,0.08454322925849618,4,3,0.03409090909090909,-0.1794871794871795,False,False
NQ,LOWER_k1,2022,2,1,89,0.3977272727272727,0.36363636363636365,0.03409090909090909,0.02819532699231786,0.5393258426966292,0.4606741573033708,-0.04478083018797601,0.08454322925849618,4,3,0.03409090909090909,-0.1794871794871795,False,False
NQ,LOWER_k2,2018,2,1,48,0.21739130434782608,0.5869565217391305,-0.3695652173913043,-3.041270064962191,0.5833333333333334,0.4166666666666667,-0.07613477274967957,0.16680781533821507,4,3,0.027777777777777776,-0.3695652173913043,False,False
NQ,LOWER_k2,2019,2,1,36,0.3888888888888889,0.3611111111111111,0.027777777777777776,1.6038035522647078,0.5833333333333334,0.4166666666666667,-0.07613477274967957,0.16680781533821507,4,3,0.027777777777777776,-0.3695652173913043,False,False
NQ,LOWER_k2,2020,2,1,40,0.35,0.325,0.025,-0.5807589329706389,0.525,0.475,-0.07613477274967957,0.16680781533821507,4,3,0.027777777777777776,-0.3695652173913043,False,False
NQ,LOWER_k2,2021,2,1,49,0.40816326530612246,0.42857142857142855,-0.02040816326530612,3.830752566036608,0.6530612244897959,0.3469387755102041,-0.07613477274967957,0.16680781533821507,4,3,0.027777777777777776,-0.3695652173913043,False,False
NQ,LOWER_k2,2022,2,1,47,0.3695652173913043,0.41304347826086957,-0.043478260869565216,-7.077382201320688,0.5957446808510638,0.40425531914893614,-0.07613477274967957,0.16680781533821507,4,3,0.027777777777777776,-0.3695652173913043,False,False
NQ,LOWER_k3,2018,2,1,24,0.125,0.4166666666666667,-0.2916666666666667,-3.5823743862551964,0.5833333333333334,0.4166666666666667,-0.0453189792663477,0.18109931003326238,3,3,0.21052631578947367,-0.2916666666666667,False,False
NQ,LOWER_k3,2019,2,1,20,0.3,0.4,-0.1,1.0484598926159379,0.65,0.35,-0.0453189792663477,0.18109931003326238,3,3,0.21052631578947367,-0.2916666666666667,False,False
NQ,LOWER_k3,2020,2,1,22,0.36363636363636365,0.36363636363636365,0.0,-1.3054556330143896,0.5909090909090909,0.4090909090909091,-0.0453189792663477,0.18109931003326238,3,3,0.21052631578947367,-0.2916666666666667,False,False
NQ,LOWER_k3,2021,2,1,19,0.5263157894736842,0.3157894736842105,0.21052631578947367,6.971308023212259,0.5263157894736842,0.47368421052631576,-0.0453189792663477,0.18109931003326238,3,3,0.21052631578947367,-0.2916666666666667,False,False
NQ,LOWER_k3,2022,2,1,22,0.36363636363636365,0.4090909090909091,-0.045454545454545456,-6.316145560969744,0.5454545454545454,0.45454545454545453,-0.0453189792663477,0.18109931003326238,3,3,0.21052631578947367,-0.2916666666666667,False,False
NQ,UPPER_k0,2018,2,1,148,0.4041095890410959,0.3424657534246575,0.06164383561643835,1.1375000000002728,0.46621621621621623,0.5337837837837838,0.08563270199438673,0.028480586461047536,4,5,0.125,0.05970149253731343,False,False
NQ,UPPER_k0,2019,2,1,135,0.40298507462686567,0.34328358208955223,0.05970149253731343,0.599999999999909,0.4253731343283582,0.5746268656716418,0.08563270199438673,0.028480586461047536,4,5,0.125,0.05970149253731343,False,False
NQ,UPPER_k0,2020,2,1,147,0.42657342657342656,0.32167832167832167,0.1048951048951049,2.774999999999636,0.46258503401360546,0.5374149659863946,0.08563270199438673,0.028480586461047536,4,5,0.125,0.05970149253731343,False,False
NQ,UPPER_k0,2021,2,1,157,0.44871794871794873,0.3717948717948718,0.07692307692307693,2.137499999999818,0.42038216560509556,0.5796178343949044,0.08563270199438673,0.028480586461047536,4,5,0.125,0.05970149253731343,False,False
NQ,UPPER_k0,2022,2,1,145,0.4652777777777778,0.3402777777777778,0.125,4.237500000000182,0.45517241379310347,0.5448275862068965,0.08563270199438673,0.028480586461047536,4,5,0.125,0.05970149253731343,False,False
NQ,UPPER_k1,2018,2,1,90,0.48863636363636365,0.32954545454545453,0.1590909090909091,2.4160123058068166,0.4111111111111111,0.5888888888888889,0.12215239688282051,0.06119717268964751,4,5,0.1590909090909091,0.013157894736842105,False,False
NQ,UPPER_k1,2019,2,1,76,0.40789473684210525,0.39473684210526316,0.013157894736842105,0.5321556237086043,0.5,0.5,0.12215239688282051,0.06119717268964751,4,5,0.1590909090909091,0.013157894736842105,False,False
NQ,UPPER_k1,2020,2,1,84,0.43902439024390244,0.2926829268292683,0.14634146341463414,3.3539180536472486,0.47619047619047616,0.5238095238095238,0.12215239688282051,0.06119717268964751,4,5,0.1590909090909091,0.013157894736842105,False,False
NQ,UPPER_k1,2021,2,1,89,0.4659090909090909,0.3181818181818182,0.14772727272727273,0.976819645602518,0.42696629213483145,0.5730337078651685,0.12215239688282051,0.06119717268964751,4,5,0.1590909090909091,0.013157894736842105,False,False
NQ,UPPER_k1,2022,2,1,90,0.4666666666666667,0.32222222222222224,0.14444444444444443,2.5032096968889164,0.4444444444444444,0.5555555555555556,0.12215239688282051,0.06119717268964751,4,5,0.1590909090909091,0.013157894736842105,False,False
NQ,UPPER_k2,2018,2,1,58,0.42857142857142855,0.39285714285714285,0.03571428571428571,2.3303201188150524,0.5172413793103449,0.4827586206896552,0.1155084845649138,0.1302586852229988,4,5,0.3191489361702128,0.021739130434782608,False,False
