instrument,level_id,activation_window,horizon,n_eligible_sessions,n_touch_in_A,touch_rate_in_A,n_nonneutral_samebar,same_bar_reversal_rate,same_bar_blast_through_rate,same_bar_rev_minus_blast_diff,median_signed_close_sd,median_cont_exc_sd,median_rev_exc_sd,median_dominance,p_cont_gt_rev,p_rev_gt_cont,post_touch_retouch_rate,directional_close_recross_rate,n_continuation_first,n_reversal_first,n_same_bar_tie,n_neither,n_nontied,b1_continuation_first_rate,b1_reversal_first_rate,b1_same_bar_tie_rate,b1_neither_rate,cont_minus_rev_diff,p_raw,sample_status,q_value
NQ,LOWER_k0,1,120,1277,538,0.42129992169146435,537,0.5724907063197026,0.4256505576208178,0.14684014869888476,-0.2653528490849054,8.739378464732992,7.722750381842562,0.08689320388350219,0.5348399246704332,0.4651600753295669,0.9096045197740112,0.704331450094162,192,237,102,0,429,0.3615819209039548,0.4463276836158192,0.192090395480226,0.0,-0.0847457627118644,0.033520395009294476,tested,0.11425261397534174
NQ,LOWER_k0,2,1,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.0858747464563615,1.1696495410247034,1.3359126259840242,-0.05585714285718238,0.4757834757834758,0.5242165242165242,0.5698005698005698,0.0,262,287,115,38,549,0.3732193732193732,0.40883190883190884,0.16381766381766383,0.05413105413105413,-0.03561253561253561,0.3056925004514252,tested,0.515523241179407
NQ,LOWER_k0,2,2,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.020127646182190935,1.7072882253597341,1.8756348482973884,-0.0397460791635802,0.48148148148148145,0.5156695156695157,0.6766381766381766,0.10256410256410256,273,303,115,11,576,0.3888888888888889,0.43162393162393164,0.16381766381766383,0.01566951566951567,-0.042735042735042736,0.22688826634629855,tested,0.4314888837391297
NQ,LOWER_k0,2,3,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.026075661767173478,2.028914919705371,2.0757120915369027,-0.056934032983451545,0.4829059829059829,0.5142450142450142,0.7250712250712251,0.18803418803418803,275,308,115,4,583,0.39173789173789175,0.43874643874643876,0.16381766381766383,0.005698005698005698,-0.04700854700854701,0.18502272320416066,tested,0.37075752859183336
NQ,LOWER_k0,2,4,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.008137634983670884,2.3996084691619184,2.3577741145390023,-0.0577176456706858,0.4757834757834758,0.5213675213675214,0.7478632478632479,0.24216524216524216,275,309,115,3,584,0.39173789173789175,0.44017094017094016,0.16381766381766383,0.004273504273504274,-0.04843304843304843,0.17202749009485874,tested,0.3614344548982051
NQ,LOWER_k0,2,5,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.007078274769954775,2.641772485250665,2.669750541293946,-0.03391211906443292,0.48717948717948717,0.5113960113960114,0.7735042735042735,0.2849002849002849,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,2,10,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,0.39291288788386053,3.3505714801453106,3.493296801569146,-0.017453263867602407,0.4928774928774929,0.5056980056980057,0.8205128205128205,0.42165242165242167,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,2,15,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.2287239304708723,3.7574284623229564,3.8765229335085327,-0.04337467085704423,0.4886039886039886,0.5113960113960114,0.8433048433048433,0.49715099715099714,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,2,20,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,0.019053533357719032,4.378550039400464,4.11485704312508,-0.04114148249973551,0.49145299145299143,0.5085470085470085,0.8632478632478633,0.5398860398860399,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,2,30,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.2958297509384849,4.944988977888212,4.724118089134739,-0.03216634429399112,0.48717948717948717,0.5128205128205128,0.8760683760683761,0.6054131054131054,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,2,60,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.4852621547604226,6.505443211012204,5.941752524862883,0.017705463040608056,0.5056980056980057,0.4943019943019943,0.8974358974358975,0.6794871794871795,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,2,120,1277,712,0.557556773688332,710,0.5603932584269663,0.43679775280898875,0.12359550561797752,-0.6358795535672893,7.944032886653738,7.477765325039181,0.04013684099563758,0.5142450142450142,0.48575498575498577,0.9145299145299145,0.7350427350427351,277,310,115,0,587,0.3945868945868946,0.4415954415954416,0.16381766381766383,0.0,-0.04700854700854701,0.1865278062233707,tested,0.37075752859183336
NQ,LOWER_k0,3,1,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.09426311436257692,1.1027981104476954,1.3032999119020112,-0.06329931972790054,0.46938775510204084,0.5306122448979592,0.5688775510204082,0.0,290,322,123,49,612,0.36989795918367346,0.4107142857142857,0.1568877551020408,0.0625,-0.04081632653061224,0.2101337381112928,tested,0.41176003743265466
NQ,LOWER_k0,3,2,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.008688834618078891,1.6133196250440371,1.7768283206321198,-0.05355593284285459,0.48086734693877553,0.5165816326530612,0.6747448979591837,0.09948979591836735,306,341,123,14,647,0.3903061224489796,0.43494897959183676,0.1568877551020408,0.017857142857142856,-0.044642857142857144,0.1812836246493153,tested,0.3678879426845644
NQ,LOWER_k0,3,3,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.008702682914695163,1.9791521703297257,2.0653814747041297,-0.054972099012703196,0.4846938775510204,0.5127551020408163,0.7244897959183674,0.18622448979591838,308,346,123,7,654,0.39285714285714285,0.4413265306122449,0.1568877551020408,0.008928571428571428,-0.04846938775510204,0.14789245830565648,tested,0.32910321756293215
NQ,LOWER_k0,3,4,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.008137634983670884,2.380678742900793,2.310485126998972,-0.04283599335595477,0.48086734693877553,0.5165816326530612,0.75,0.2461734693877551,308,347,123,6,655,0.39285714285714285,0.44260204081632654,0.1568877551020408,0.007653061224489796,-0.04974489795918367,0.13754108089453132,tested,0.3157051064686818
NQ,LOWER_k0,3,5,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.032822192507396666,2.5898740305827284,2.551182442062025,-0.03087180181401273,0.4885204081632653,0.5102040816326531,0.7729591836734694,0.29336734693877553,310,348,123,3,658,0.39540816326530615,0.44387755102040816,0.1568877551020408,0.003826530612244898,-0.04846938775510204,0.14913107943225998,tested,0.3302215771478532
NQ,LOWER_k0,3,10,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,0.4907475487667907,3.3505714801453106,3.427147820077985,-0.019667498231381936,0.49107142857142855,0.5076530612244898,0.8188775510204082,0.4272959183673469,310,349,123,2,659,0.39540816326530615,0.4451530612244898,0.1568877551020408,0.002551020408163265,-0.04974489795918367,0.1387417941669748,tested,0.3157051064686818
NQ,LOWER_k0,3,15,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.05288100370675832,3.78163242145024,3.827065349885329,-0.024963924963908146,0.49362244897959184,0.5063775510204082,0.8431122448979592,0.5025510204081632,310,349,123,2,659,0.39540816326530615,0.4451530612244898,0.1568877551020408,0.002551020408163265,-0.04974489795918367,0.1387417941669748,tested,0.3157051064686818
NQ,LOWER_k0,3,20,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,0.1562233724192097,4.448553349855162,4.06230067740654,0.006423933209645174,0.5012755102040817,0.4987244897959184,0.8622448979591837,0.5471938775510204,310,349,123,2,659,0.39540816326530615,0.4451530612244898,0.1568877551020408,0.002551020408163265,-0.04974489795918367,0.1387417941669748,tested,0.3157051064686818
NQ,LOWER_k0,3,30,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.2636427863104325,4.962666575559588,4.63548489658693,-0.015478572797132004,0.49362244897959184,0.5063775510204082,0.8775510204081632,0.610969387755102,310,350,123,1,660,0.39540816326530615,0.44642857142857145,0.1568877551020408,0.0012755102040816326,-0.05102040816326531,0.1289329990526168,tested,0.30969514412638477
NQ,LOWER_k0,3,60,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.4623302360106524,6.44807535506538,5.837175372694402,0.019140469953156162,0.5063775510204082,0.49362244897959184,0.8992346938775511,0.6900510204081632,310,351,123,0,661,0.39540816326530615,0.4477040816326531,0.1568877551020408,0.0,-0.05229591836734694,0.11968470651622147,tested,0.2903628970117854
NQ,LOWER_k0,3,120,1277,796,0.6233359436178544,794,0.550251256281407,0.4472361809045226,0.10301507537688442,-0.46169493502733355,7.944032886653738,7.274360476579787,0.05965963566634054,0.5178571428571429,0.48214285714285715,0.9158163265306123,0.7423469387755102,310,351,123,0,661,0.39540816326530615,0.4477040816326531,0.1568877551020408,0.0,-0.05229591836734694,0.11968470651622147,tested,0.2903628970117854
NQ,LOWER_k0,4,1,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.0858747464563615,1.0919992602669966,1.2898349628058958,-0.06828638497652958,0.4683698296836983,0.5316301703163017,0.5754257907542579,0.0,302,337,126,57,639,0.36739659367396593,0.4099756690997567,0.15328467153284672,0.06934306569343066,-0.04257907542579075,0.17857326559669826,tested,0.3678879426845644
NQ,LOWER_k0,4,2,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,0.009471146500928177,1.568296170329798,1.7380055412826847,-0.05246963562754152,0.4829683698296837,0.5145985401459854,0.681265206812652,0.09854014598540146,322,358,126,16,680,0.39172749391727496,0.43552311435523117,0.15328467153284672,0.019464720194647202,-0.043795620437956206,0.17949213368739,tested,0.3678879426845644
NQ,LOWER_k0,4,3,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.008702682914695163,1.956528757746305,2.05754525698248,-0.0514703018500599,0.4854014598540146,0.5121654501216545,0.7287104622871047,0.1873479318734793,324,363,126,9,687,0.39416058394160586,0.4416058394160584,0.15328467153284672,0.010948905109489052,-0.04744525547445255,0.14706294722430158,tested,0.3282458967296767
NQ,LOWER_k0,4,4,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.008137634983670884,2.3479579117605827,2.300557990710434,-0.04283599335595477,0.4805352798053528,0.5170316301703163,0.7530413625304136,0.24695863746958638,324,364,126,8,688,0.39416058394160586,0.44282238442822386,0.15328467153284672,0.009732360097323601,-0.04866180048661801,0.1369939310378084,tested,0.3157051064686818
NQ,LOWER_k0,4,5,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,0.0032480239038405563,2.5898740305827284,2.5226768376061823,-0.03087180181401273,0.48905109489051096,0.5097323600973236,0.7749391727493917,0.29318734793187345,326,366,126,4,692,0.39659367396593675,0.44525547445255476,0.15328467153284672,0.004866180048661801,-0.04866180048661801,0.1381351641000428,tested,0.3157051064686818
NQ,LOWER_k0,4,10,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,0.4907475487667907,3.3653508917529384,3.379308786057154,-0.017453263867602407,0.4927007299270073,0.5060827250608273,0.8211678832116789,0.4282238442822384,326,368,126,2,694,0.39659367396593675,0.44768856447688565,0.15328467153284672,0.0024330900243309003,-0.051094890510948905,0.11956440860519062,tested,0.2903628970117854
NQ,LOWER_k0,4,15,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.05288100370675832,3.8204986866635604,3.8124661936037665,-0.024963924963908146,0.49391727493917276,0.5060827250608273,0.8454987834549879,0.5024330900243309,326,368,126,2,694,0.39659367396593675,0.44768856447688565,0.15328467153284672,0.0024330900243309003,-0.051094890510948905,0.11956440860519062,tested,0.2903628970117854
NQ,LOWER_k0,4,20,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,0.2137864070403916,4.448553349855162,4.038017817956954,0.008108847258328066,0.5036496350364964,0.49635036496350365,0.864963503649635,0.5450121654501217,326,368,126,2,694,0.39659367396593675,0.44768856447688565,0.15328467153284672,0.0024330900243309003,-0.051094890510948905,0.11956440860519062,tested,0.2903628970117854
NQ,LOWER_k0,4,30,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.24370083553047156,4.972782249729738,4.589786258949728,-0.011657250470807297,0.49635036496350365,0.5036496350364964,0.8795620437956204,0.6119221411192214,326,369,126,1,695,0.39659367396593675,0.4489051094890511,0.15328467153284672,0.0012165450121654502,-0.052311435523114354,0.11106046268527245,tested,0.2749527567246643
NQ,LOWER_k0,4,60,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.42415003338298507,6.467392192584448,5.807986683692237,0.019140469953156162,0.5060827250608273,0.49391727493917276,0.9014598540145985,0.6922141119221411,326,370,126,0,696,0.39659367396593675,0.45012165450121655,0.15328467153284672,0.0,-0.0535279805352798,0.10305200412925132,tested,0.2645348527292756
NQ,LOWER_k0,4,120,1277,836,0.6546593578700078,834,0.5442583732057417,0.4533492822966507,0.09090909090909091,-0.4645528025126092,7.988866871305577,7.226030699407065,0.05965963566634054,0.5182481751824818,0.48175182481751827,0.9184914841849149,0.7445255474452555,326,370,126,0,696,0.39659367396593675,0.45012165450121655,0.15328467153284672,0.0,-0.0535279805352798,0.10305200412925132,tested,0.2645348527292756
NQ,LOWER_k0,5,1,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.08044055082858788,1.0981163424048885,1.2808239827078347,-0.05925925925920535,0.47380675203725264,0.5261932479627474,0.580908032596042,0.0,316,350,132,61,666,0.3678696158323632,0.4074505238649593,0.15366705471478465,0.0710128055878929,-0.03958090803259604,0.2009585318824085,tested,0.395381826955633
NQ,LOWER_k0,5,2,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.012146534329131105,1.5545545991832763,1.728439012231204,-0.052631578947368335,0.4831199068684517,0.5145518044237486,0.689173457508731,0.10011641443538999,337,372,132,18,709,0.39231664726426074,0.4330616996507567,0.15366705471478465,0.020954598370197905,-0.04074505238649592,0.2016053389009843,tested,0.39584983378529986
NQ,LOWER_k0,5,3,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.015739955456920786,1.9476605306697596,2.038266072205343,-0.043093922651949786,0.48661233993015135,0.5110593713620489,0.7345750873108265,0.18742724097788127,340,377,132,10,717,0.3958090803259604,0.43888242142025613,0.15366705471478465,0.011641443538998836,-0.04307334109429569,0.17876391966308633,tested,0.3678879426845644
NQ,LOWER_k0,5,4,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.07366169300306082,2.308838149947995,2.2838518560279137,-0.04140969162993032,0.4819557625145518,0.5157159487776485,0.7590221187427241,0.25029103608847497,340,378,132,9,718,0.3958090803259604,0.440046565774156,0.15366705471478465,0.010477299185098952,-0.04423748544819558,0.16728728798062859,tested,0.3551186288711589
NQ,LOWER_k0,5,5,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.04108860903163713,2.548160016097533,2.512181693140076,-0.02921348314613283,0.490104772991851,0.5087310826542492,0.7811408614668219,0.29452852153667053,342,380,132,5,722,0.3981373690337602,0.44237485448195574,0.15366705471478465,0.005820721769499418,-0.04423748544819558,0.16846905701084064,tested,0.35606560521068503
NQ,LOWER_k0,5,10,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,0.38067105676976487,3.3217553982896386,3.3995164453575426,-0.029787234042429372,0.4889406286379511,0.509895227008149,0.8265424912689173,0.42956926658905703,342,382,132,3,724,0.3981373690337602,0.4447031431897555,0.15366705471478465,0.0034924330616996507,-0.046565774155995346,0.14716809832714842,tested,0.3282458967296767
NQ,LOWER_k0,5,15,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.09681337905135742,3.8018450775282044,3.823800999920506,-0.04426229508197921,0.48777648428405124,0.5122235157159488,0.8509895227008148,0.5029103608847497,342,383,132,2,725,0.3981373690337602,0.4458672875436554,0.15366705471478465,0.002328288707799767,-0.047729918509895226,0.13734030078374163,tested,0.3157051064686818
NQ,LOWER_k0,5,20,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,0.21151671674254166,4.4337876080953915,4.0376238787741405,-0.02716049382716052,0.49825378346915017,0.5017462165308498,0.869615832363213,0.5448195576251456,342,383,132,2,725,0.3981373690337602,0.4458672875436554,0.15366705471478465,0.002328288707799767,-0.047729918509895226,0.13734030078374163,tested,0.3157051064686818
NQ,LOWER_k0,5,30,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.26145377973594897,4.944792256131253,4.623242111577059,-0.017289719626154623,0.4935972060535506,0.5064027939464494,0.8835855646100116,0.6123399301513388,342,384,132,1,726,0.3981373690337602,0.4470314318975553,0.15366705471478465,0.0011641443538998836,-0.048894062863795114,0.12803853417934155,tested,0.3083116942427926
NQ,LOWER_k0,5,60,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.49230710389969456,6.388827205839639,5.807527422060599,0.013406292749661994,0.5017462165308498,0.49825378346915017,0.9045401629802096,0.6915017462165308,342,385,132,0,727,0.3981373690337602,0.4481955762514552,0.15366705471478465,0.0,-0.050058207217694994,0.11924545793612061,tested,0.2903628970117854
NQ,LOWER_k0,5,120,1277,874,0.6844166014095536,872,0.5434782608695652,0.45423340961098396,0.08924485125858124,-0.5140882912827611,7.959331817978263,7.260100364409095,0.03943089430894604,0.5145518044237486,0.48544819557625146,0.9208381839348079,0.7450523864959255,342,385,132,0,727,0.3981373690337602,0.4481955762514552,0.15366705471478465,0.0,-0.050058207217694994,0.11924545793612061,tested,0.2903628970117854
NQ,LOWER_k0,10,1,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.07828203815568008,1.0865886799705016,1.1959504162446049,-0.057699805068173654,0.47639484978540775,0.5236051502145923,0.5879828326180258,0.0,345,376,138,73,721,0.3701716738197425,0.4034334763948498,0.148068669527897,0.07832618025751073,-0.033261802575107295,0.26387024901627154,tested,0.48314496680505964
NQ,LOWER_k0,10,2,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,0.01778403277652081,1.5418540377330825,1.6460747781187712,-0.026092233009706263,0.48605150214592274,0.5118025751072961,0.6963519313304721,0.09763948497854077,370,402,138,22,772,0.3969957081545064,0.4313304721030043,0.148068669527897,0.023605150214592276,-0.034334763948497854,0.26453185165979504,tested,0.48314496680505964
NQ,LOWER_k0,10,3,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.003697837373548441,1.913649864893415,1.9845247183924446,-0.022452606635047598,0.4924892703862661,0.5053648068669528,0.7414163090128756,0.1888412017167382,373,408,138,13,781,0.4002145922746781,0.43776824034334766,0.148068669527897,0.013948497854077254,-0.03755364806866953,0.2237268210514973,tested,0.4263140999563964
NQ,LOWER_k0,10,4,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.05328073731712278,2.264389026543391,2.222547054174978,-0.027191862784230247,0.4892703862660944,0.5085836909871244,0.7650214592274678,0.2510729613733906,374,410,138,10,784,0.4012875536480687,0.43991416309012876,0.148068669527897,0.01072961373390558,-0.03862660944206009,0.211272304081318,tested,0.4131547279812441
NQ,LOWER_k0,10,5,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.013012629153996034,2.4777029033665583,2.447776893145411,-0.02871564217892323,0.4924892703862661,0.5064377682403434,0.7864806866952789,0.2939914163090129,376,412,138,6,788,0.4034334763948498,0.44206008583690987,0.148068669527897,0.006437768240343348,-0.03862660944206009,0.21243550781835302,tested,0.4137576892719632
NQ,LOWER_k0,10,10,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,0.35497766231127803,3.1697322028283934,3.267197340707755,-0.03754242062918689,0.48605150214592274,0.5128755364806867,0.8315450643776824,0.4334763948497854,376,415,138,3,791,0.4034334763948498,0.44527896995708155,0.148068669527897,0.003218884120171674,-0.04184549356223176,0.17661797360913165,tested,0.3678879426845644
NQ,LOWER_k0,10,15,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.06309634129931217,3.7495841158322305,3.758899808692811,-0.05173409570012483,0.48283261802575106,0.5171673819742489,0.8562231759656652,0.5053648068669528,376,416,138,2,792,0.4034334763948498,0.44635193133047213,0.148068669527897,0.002145922746781116,-0.04291845493562232,0.1657656014708079,tested,0.3526617631291034
NQ,LOWER_k0,10,20,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,0.2137864070403916,4.3649193793702805,4.007643496025572,-0.014159835436423832,0.4989270386266094,0.5010729613733905,0.8755364806866953,0.5504291845493562,376,416,138,2,792,0.4034334763948498,0.44635193133047213,0.148068669527897,0.002145922746781116,-0.04291845493562232,0.1657656014708079,tested,0.3526617631291034
NQ,LOWER_k0,10,30,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.18818774417355244,4.918580481836577,4.5621328258180744,-0.011634582911178633,0.4967811158798283,0.5032188841201717,0.8894849785407726,0.621244635193133,376,417,138,1,793,0.4034334763948498,0.44742489270386265,0.148068669527897,0.001072961373390558,-0.043991416309012876,0.15543497799298164,tested,0.3336599641132818
NQ,LOWER_k0,10,60,1277,950,0.7439310884886453,948,0.5347368421052632,0.4631578947368421,0.07157894736842105,-0.4623302360106524,6.34409945236567,5.725805291788679,0.020911709193069623,0.5075107296137339,0.4924892703862661,0.9098712446351931,0.7006437768240343,376,418,138,0,794,0.4034334763948498,0.44849785407725323,0.148068669527897,0.0,-0.045064377682403435,0.14561221490195295,tested,0.3270362506382609
