instrument,level_id,horizon,n,median_signed_close,median_signed_close_sd,median_cont_exc_sd,median_rev_exc_sd,median_dominance,post_touch_retouch_rate,directional_close_recross_rate
ES,UPPER_k0,30,1110,0.5625,0.4267549790888556,4.425720075607845,4.920597535015032,-0.0397317298797097,0.8738738738738738,0.6117117117117117
ES,UPPER_k0,60,1110,0.6625000000001364,0.6330043623292463,5.731414699369341,6.500360636315077,-0.04305555555555557,0.8981981981981982,0.69009009009009
ES,UPPER_k0,120,1110,0.900000000000091,0.7190107110398516,7.416601930601127,8.075688127557736,-0.056916684199464176,0.9198198198198199,0.7504504504504504
ES,UPPER_k1,1,1019,0.07508170720075213,0.06393322279479698,0.9521996406897548,0.8511215538430006,-0.03103273111082674,0.6015701668302257,0.0
ES,UPPER_k1,2,1019,0.09062662253791132,0.09284978689944036,1.2833277789448794,1.1665207932692663,-0.011785750160831762,0.6820412168792934,0.09519136408243375
ES,UPPER_k1,3,1019,0.11092940121761785,0.11613740725075307,1.6031654938240674,1.4934517184112408,0.02421038936129966,0.7271835132482827,0.18351324828263002
ES,UPPER_k1,4,1019,-0.07133594287188316,-0.05050896804542219,1.8274550065601696,1.6599120175961473,-0.001388051199228335,0.7595682041216879,0.26594700686947986
ES,UPPER_k1,5,1019,0.09104634490722674,0.072922546457958,1.9560612091675615,1.8208861003898962,-0.019297487662417876,0.7782139352306182,0.3042198233562316
ES,UPPER_k1,10,1019,0.2126991175391595,0.21768362226572394,2.664552819706847,2.636982023397806,-0.006060203558381967,0.8263002944062807,0.43572129538763493
ES,UPPER_k1,15,1019,0.1026702433941864,0.11230908635127677,3.2598722548811447,3.094431892218081,-0.011197726417994922,0.8567222767419038,0.5279685966633955
ES,UPPER_k1,20,1019,0.2621887418613369,0.22520899502517883,3.5564138450571043,3.6632699812457705,-0.006060203558381967,0.8694798822374877,0.5799803729146222
ES,UPPER_k1,30,1019,0.35516635622616377,0.35929267633039885,4.347124043557425,4.679702467547499,-0.02156649973482635,0.8842001962708538,0.6526005888125613
ES,UPPER_k1,60,1019,0.6043374431683333,0.47560813051368545,5.994424291717996,6.108815909778058,-0.040246828962845045,0.9038272816486752,0.7242394504416094
ES,UPPER_k1,120,1019,0.9284599939487634,0.5990053726671057,7.350645453079497,7.707425830436129,-0.03891620854028591,0.9224730127576055,0.7752698724239451
ES,UPPER_k2,1,926,0.07843024760973094,0.07117756852570827,0.8805069590347423,0.7676495805807702,0.08342054611307502,0.6317494600431965,0.0
ES,UPPER_k2,2,926,0.00497613288894172,0.00471415301416367,1.2198809199996228,1.1247900612977295,0.05815576888320111,0.7062634989200864,0.11339092872570194
ES,UPPER_k2,3,926,0.07523162439065345,0.058495130501791025,1.478505426185286,1.3871292752581696,0.052714720511933905,0.7548596112311015,0.2019438444924406
ES,UPPER_k2,4,926,0.08098545057896445,0.04819036543057847,1.679970784874007,1.603695778883117,0.031520190670957876,0.785097192224622,0.26673866090712745
ES,UPPER_k2,5,926,0.04235486389484322,0.022466109958059477,1.8432292406449777,1.7813510629682818,0.026466934289388764,0.8077753779697624,0.32181425485961124
ES,UPPER_k2,10,926,0.29148571773362164,0.24205617537075222,2.5347852786854443,2.406950404288799,0.03600543662527518,0.8585313174946004,0.458963282937365
ES,UPPER_k2,15,926,0.2514840034248209,0.22151463521604609,3.1205793938670254,2.968408570489998,-0.004970222937587672,0.8801295896328294,0.5529157667386609
ES,UPPER_k2,20,926,0.2681286471176918,0.23241589481293395,3.5343405747336654,3.385936863143818,-0.004935148123648198,0.8930885529157667,0.5928725701943844
ES,UPPER_k2,30,926,0.4190519265432613,0.2852638476092636,4.433935217894399,4.21497539676715,-0.033181314572452936,0.9103671706263499,0.6533477321814255
ES,UPPER_k2,60,926,0.6919087487588058,0.6707261750942854,5.753898200986681,5.640163971739102,-0.04773030655428283,0.9265658747300216,0.7213822894168467
ES,UPPER_k2,120,926,0.9609379290923243,0.7801755760935429,7.350143157599152,7.507721102858024,-0.04306469017561614,0.9481641468682506,0.7796976241900648
ES,UPPER_k3,1,844,-0.008373390823408045,-0.0070107789883017396,0.8658935313493141,0.8593705641540994,-0.02933261412284389,0.5912322274881516,0.0
ES,UPPER_k3,2,844,-0.026515400270227474,-0.02244678444666841,1.1721581218430233,1.1840354549968106,-0.025466867291843918,0.6966824644549763,0.10781990521327015
ES,UPPER_k3,3,844,-0.01248057293310012,-0.021574230621052785,1.5112056490130326,1.3738615144862392,-0.011247631784499355,0.731042654028436,0.18601895734597157
ES,UPPER_k3,4,844,0.11475859518304787,0.09786461000736824,1.7092198705048753,1.545959962262935,-0.00794634667666587,0.7654028436018957,0.24052132701421802
ES,UPPER_k3,5,844,0.14289001129782264,0.11648404116131976,1.8635562398764751,1.7941249605736194,-0.006996553245179305,0.7867298578199052,0.28672985781990523
ES,UPPER_k3,10,844,-0.007007032734009044,-0.002189489636156474,2.5246745873274756,2.4389355952308325,0.010928545728246584,0.8424170616113744,0.44786729857819907
ES,UPPER_k3,15,844,-0.062458266615976754,-0.04764350373911664,3.113663236138409,2.989559136630054,-0.020775929495298114,0.8696682464454977,0.5284360189573459
ES,UPPER_k3,20,844,0.06520781325889402,0.034581361065045606,3.546441315389216,3.4133074887123396,-0.018592397812949704,0.8874407582938388,0.5781990521327014
ES,UPPER_k3,30,844,0.03283651349397587,0.030740675430378565,4.314099309514627,4.221921290529431,-0.041849078888625636,0.9087677725118484,0.6445497630331753
ES,UPPER_k3,60,844,1.0779960865329485,0.7953943594559707,5.783601408338395,5.612628688083126,-0.060178093958718204,0.9277251184834123,0.7144549763033176
ES,UPPER_k3,120,844,1.212299430038911,1.122427055306066,7.389230672316446,7.248839835332057,-0.05043035409159656,0.9478672985781991,0.783175355450237
NQ,LOWER_k0,1,1077,-0.1749999999992724,-0.03257407715101078,1.0837606836278229,1.0819568878455728,-0.01874999999995443,0.5877437325905293,0.0
NQ,LOWER_k0,2,1077,0.3999999999996362,0.04442330064428503,1.506928919706132,1.483166173256458,0.011764705882395738,0.6945218198700093,0.09935004642525534
NQ,LOWER_k0,3,1077,0.024999999999636202,0.006595557409526105,1.8425428159955946,1.7455357757847778,0.0038834951455745353,0.7381615598885793,0.1903435468895079
NQ,LOWER_k0,4,1077,-0.0749999999998181,-0.01014758686971595,2.145348966689709,2.059759139838874,0.0038834951455745353,0.7613741875580315,0.25069637883008355
NQ,LOWER_k0,5,1077,0.0750000000007276,0.012833462086824269,2.410658422849392,2.295129992301614,0.016091954023005246,0.7836583101207056,0.2971216341689879
NQ,LOWER_k0,10,1077,1.6499999999996362,0.2748922684711144,3.067998491169466,3.073973793683589,-0.0097560975610111,0.8310120705663882,0.4456824512534819
NQ,LOWER_k0,15,1077,-0.5500000000001819,-0.08610849215116241,3.6023596714918713,3.6137744407507078,-0.04337349397588607,0.8588672237697307,0.5190343546889508
NQ,LOWER_k0,20,1077,0.8999999999996362,0.13921234140806127,4.127914143246483,3.8937382684298782,0.00519480519480055,0.8774373259052924,0.5654596100278552
NQ,LOWER_k0,30,1077,-1.4500000000007276,-0.26145377973594897,4.798652142251871,4.335935180536702,0.007653061224489799,0.8913649025069638,0.6350974930362117
NQ,LOWER_k0,60,1077,-2.324999999999818,-0.44644326640015414,6.213482418921736,5.555561386579529,0.020570012391580916,0.9108635097493036,0.7112349117920148
NQ,LOWER_k0,120,1077,-3.375,-0.6171586570836417,7.610435304179327,6.974575189295883,0.03943089430894604,0.9257195914577531,0.7632311977715878
NQ,LOWER_k1,1,987,-0.10276251521645463,-0.013828421486550207,1.0390324794470882,1.0355395471352102,0.0076982114797416075,0.6068895643363729,0.0
NQ,LOWER_k1,2,987,0.0488966659986545,0.013183243229331404,1.4461792921484702,1.464196507472399,0.022726147042703825,0.6828774062816616,0.10739614994934144
NQ,LOWER_k1,3,987,-0.1646596842492727,-0.025835925520884755,1.7365277137918853,1.7358838703254706,0.005712337239457554,0.7436676798378926,0.19655521783181357
NQ,LOWER_k1,4,987,0.8585474362653258,0.20361842645869507,1.9795450000663122,2.015928192218021,0.01823167278709271,0.7710233029381965,0.24822695035460993
NQ,LOWER_k1,5,987,0.625011291800547,0.16837702218328807,2.232438940256924,2.2100962422777872,0.017554009239628895,0.7882472137791287,0.2948328267477204
NQ,LOWER_k1,10,987,0.17615008248776576,0.040866439896374875,3.0267416302778356,2.8540183388289706,0.02963775038683356,0.8480243161094225,0.4457953394123607
NQ,LOWER_k1,15,987,-1.1905155328195178,-0.23685883494198523,3.5565378377424497,3.5120867125556523,0.014428944225732829,0.8723404255319149,0.5268490374873354
NQ,LOWER_k1,20,987,0.07688542847063218,0.021979105286133685,3.944792256131211,3.9457795790792334,0.010257185704103028,0.8875379939209727,0.574468085106383
NQ,LOWER_k1,30,987,-0.7309851056470507,-0.16580611716810265,4.764011314019031,4.640151676146495,0.01992791080112252,0.8996960486322189,0.6382978723404256
NQ,LOWER_k1,60,987,-1.6261076168902946,-0.2706539607541943,6.015122703098547,5.714805452528273,0.005057434825868956,0.9148936170212766,0.713272543059777
NQ,LOWER_k1,120,987,-3.912876829306697,-0.5644006385332463,7.554622343449174,7.151658783521454,0.022615163691237353,0.9351570415400202,0.7760891590678825
NQ,LOWER_k2,1,906,-0.01607460448440179,-0.003944478360578101,0.979012237652279,1.0177691754153315,-0.07514796375222406,0.5971302428256071,0.0
NQ,LOWER_k2,2,906,0.27856997699609565,0.038819187453789386,1.3493906278044074,1.3478643727736217,-0.01629183570811276,0.7008830022075055,0.09713024282560706
NQ,LOWER_k2,3,906,0.15295647644961718,0.020042607032246588,1.7076857306270536,1.6334618203600344,0.008211269155699065,0.7439293598233996,0.19205298013245034
NQ,LOWER_k2,4,906,-0.3098428484508986,-0.0602998777611193,1.9399992898716358,1.8885337652084697,0.019248564054424124,0.7748344370860927,0.26048565121412803
NQ,LOWER_k2,5,906,-0.4099470117334931,-0.05288995951880515,2.122794640390884,2.0977806034165067,0.0314991999609294,0.7902869757174393,0.3068432671081678
NQ,LOWER_k2,10,906,-0.46749515320607316,-0.09609949075013062,2.8993565450955447,2.8558360536351346,0.00870448722495152,0.8344370860927153,0.4392935982339956
NQ,LOWER_k2,15,906,-1.331136271806372,-0.28157905542528205,3.3585595430109247,3.4867969634651517,-0.04663664135347586,0.8587196467991169,0.5176600441501104
NQ,LOWER_k2,20,906,-1.1196263281613028,-0.17759030661559444,3.863732817729429,3.8824501057088634,-0.019011164198256728,0.8664459161147903,0.5529801324503312
NQ,LOWER_k2,30,906,-1.0930788151936213,-0.251603830065146,4.55212677373205,4.531843209716369,-0.03218746913478013,0.8863134657836644,0.6225165562913907
NQ,LOWER_k2,60,906,-1.7163270835221738,-0.3661191407011675,5.836368647423347,5.792025600254949,-0.012028210501928538,0.9139072847682119,0.7019867549668874
NQ,LOWER_k2,120,906,-4.650810269400154,-0.8709600745884445,7.687855954053337,7.3988941130499875,-0.002540977284004552,0.9304635761589404,0.7770419426048565
NQ,LOWER_k3,1,829,0.31418479033618496,0.04285546577803912,0.9521289875737765,0.9144478296145124,-0.03788976226834557,0.6369119420989143,0.0
NQ,LOWER_k3,2,829,0.5846067994543773,0.11600024281166342,1.292929359814792,1.2641166112782587,0.005510832019717793,0.7225572979493365,0.08805790108564536
NQ,LOWER_k3,3,829,0.20241146269836463,0.040646389677459115,1.670732591850817,1.5495583655582934,0.054169769233272665,0.7539203860072377,0.19179734620024125
NQ,LOWER_k3,4,829,-0.262447083619918,-0.0505574946242833,1.8706569403516504,1.742757322533535,0.0375667407181111,0.7840772014475271,0.27261761158021713
NQ,LOWER_k3,5,829,-0.4457339481814415,-0.09169926786627225,2.0998406864520587,1.9611588456848432,0.028032351652615067,0.8082026537997588,0.33293124246079614
NQ,LOWER_k3,10,829,-0.9091780669605214,-0.1656621966560164,2.8298023087462703,2.6417305983804646,0.011295683615026064,0.8540410132689988,0.4825090470446321
NQ,LOWER_k3,15,829,0.5619597948898445,0.07421337140643403,3.377159300007282,3.2383947889683924,0.003368444477071727,0.8745476477683957,0.5404101326899879
NQ,LOWER_k3,20,829,-1.834446866181679,-0.3148936783503525,3.667929752786032,3.654212217002887,-0.01475185183248061,0.8902291917973462,0.5910735826296744
NQ,LOWER_k3,30,829,-1.5130340908817743,-0.2300100216323326,4.402637459680488,4.496509554059586,-0.04219235135049247,0.902291917973462,0.646562123039807
NQ,LOWER_k3,60,829,-2.1214619492375277,-0.3724725512578079,6.060824213832063,5.8503764313935145,0.02348281072854377,0.9300361881785284,0.7201447527141134
NQ,LOWER_k3,120,829,-4.032532345057916,-0.8404798522804408,7.728051004507861,7.32931176448948,0.011614011198144557,0.9408926417370326,0.781664656212304
NQ,UPPER_k0,1,1103,1.0750000000007276,0.18309398298008991,1.0872619559015335,0.8208673323162683,0.15522388059703662,0.5766092475067996,0.0
NQ,UPPER_k0,2,1103,1.375,0.24041671499794556,1.4404152065826261,1.2089535614456492,0.10769230769241968,0.670897552130553,0.0843155031731641
NQ,UPPER_k0,3,1103,1.6749999999992724,0.30194054243855944,1.7631081746565198,1.4626964566961589,0.08837209302332345,0.7089755213055303,0.16681776971894832
NQ,UPPER_k0,4,1103,1.2749999999996362,0.21379048433252576,1.9408034185101122,1.8297203667428366,0.06947368421058762,0.7352674524025385,0.2302810516772439
NQ,UPPER_k0,5,1103,1.3500000000003638,0.22256105275931964,2.195591290054387,2.101119135011195,0.040506329113933266,0.7543064369900272,0.27923844061650044
NQ,UPPER_k0,10,1103,1.0,0.17491948718115743,2.807281843874094,2.8346131741621745,0.014207650273255807,0.8068902991840435,0.42067089755213055
NQ,UPPER_k0,15,1103,1.25,0.21511383537173592,3.279306607555971,3.3268716366669357,-0.01999999999999999,0.828649138712602,0.4959202175883953
NQ,UPPER_k0,20,1103,1.0249999999996362,0.14572951429659367,3.664546593250525,3.8035009399277215,-0.029268292682855822,0.844061650045331,0.5485040797824116
NQ,UPPER_k0,30,1103,1.0249999999996362,0.18273669070553122,4.22732118294993,4.492931655979212,-0.0267326732672979,0.8658204895738894,0.6101541251133273
NQ,UPPER_k0,60,1103,2.925000000000182,0.6050845706807613,5.193015565986345,5.8278924599253745,-0.0775969962453066,0.8875793291024479,0.6835902085222122
NQ,UPPER_k0,120,1103,2.875,0.5652638454130876,6.44710294425984,6.95776009444959,-0.07358916478556621,0.9011786038077969,0.7461468721668177
NQ,UPPER_k1,1,1013,0.5009259830894734,0.08043982217520756,0.9491356087621416,0.799696310479556,0.07573632298776509,0.6150049358341559,0.0
NQ,UPPER_k1,2,1013,0.5354042164963175,0.10104439881772594,1.2833623163686394,1.1244891256204101,0.03655463888511753,0.6939782823297137,0.09772951628825272
NQ,UPPER_k1,3,1013,0.30648402951919707,0.05458454356601272,1.548108542204842,1.2985496799951592,0.04770723648471172,0.736426456071076,0.175715695952616
NQ,UPPER_k1,4,1013,0.8883398437574215,0.16058227606352862,1.8007375534720975,1.5787427288312452,0.03655463888511753,0.7630799605133267,0.2418558736426456
NQ,UPPER_k1,5,1013,0.9070589480115814,0.1533342194099648,1.9764425442796416,1.7838269301107141,0.03946981886332176,0.7838104639684107,0.29022704837117475
NQ,UPPER_k1,10,1013,0.7679489076581376,0.17180647602521082,2.5643886250563286,2.5375212071853617,-0.004222628987456194,0.8420533070088845,0.43336623889437315
NQ,UPPER_k1,15,1013,0.4329424313536947,0.08662431261578893,3.0383715273349496,3.055336640037112,-0.027690097845085696,0.8588351431391905,0.5212240868706811
NQ,UPPER_k1,20,1013,1.0050087937170247,0.20650803926499048,3.44259979704601,3.4706754720393174,-0.05371446718739016,0.8696939782823297,0.5676209279368213
NQ,UPPER_k1,30,1013,2.418549693560635,0.4421936443923349,4.008547196912162,4.239656453987258,-0.0362125740308159,0.8874629812438302,0.6288252714708786
NQ,UPPER_k1,60,1013,2.893751185059955,0.5895227313435674,5.083311054189166,5.688929937793393,-0.02577816990220358,0.9081934846989141,0.6999012833168805
NQ,UPPER_k1,120,1013,3.8337219578461372,0.5835580346599001,6.469879401634338,7.017390846623259,-0.07538505823570932,0.9279368213228035,0.7532082922013821
NQ,UPPER_k2,1,911,0.19083943631085276,0.035614133368271295,0.8412053229160172,0.7565856959353292,0.04382054165122102,0.6190998902305159,0.0
NQ,UPPER_k2,2,911,0.2916975818006904,0.057714454857524744,1.252076046927875,1.0513167019494787,0.04938016562377206,0.7069154774972558,0.10647639956092206
NQ,UPPER_k2,3,911,0.10911234737432096,0.019878434249947136,1.4778699935221773,1.2984375530104304,0.026819948677762648,0.7453347969264544,0.1964873765093304
NQ,UPPER_k2,4,911,0.00137797334446077,0.00043929115863406267,1.6201648417733387,1.5077926634769752,-0.0017139501241520579,0.7694840834248079,0.26344676180021953
NQ,UPPER_k2,5,911,0.5369807501629111,0.08417009669314214,1.7902815873289186,1.7680158952990117,0.006820650882139461,0.7881448957189902,0.3029637760702525
NQ,UPPER_k2,10,911,0.36378020471056516,0.05507989647491663,2.298846334521126,2.298549679994902,-0.05834032615500604,0.8364434687156971,0.4676180021953897
NQ,UPPER_k2,15,911,0.22997933885199018,0.032556051701849685,2.8271756715212693,2.8922221335854967,-0.05693273176350179,0.8605927552140505,0.5466520307354555
NQ,UPPER_k2,20,911,1.3232703528974525,0.2385107995962254,3.126388776337703,3.378511245921287,-0.02550475568172208,0.8737650933040615,0.5960482985729967
NQ,UPPER_k2,30,911,2.3723541289000423,0.46935047248576844,3.781689938430858,4.1569580997140685,-0.010636135793623163,0.8957189901207464,0.6684961580680571
NQ,UPPER_k2,60,911,3.9358978153159114,0.9388283379078898,5.230454329725274,5.38700618621413,0.013685833997074948,0.9132821075740944,0.7244785949506037
NQ,UPPER_k2,120,911,4.023349831039013,0.8228690768148714,6.79286571053984,6.791097457018457,0.022234079002250995,0.9264544456641054,0.7837541163556532
NQ,UPPER_k3,1,826,0.10126291832284551,0.021528228708170914,0.8119151629349499,0.7402395443174474,0.04661682874473806,0.6416464891041163,0.0
NQ,UPPER_k3,2,826,0.11459606303287728,0.014936349514999555,1.063900294416921,1.0317779248073191,-0.011892237953159367,0.7276029055690073,0.09806295399515738
NQ,UPPER_k3,3,826,-0.13931554352984676,-0.0323474854617512,1.2833288791986623,1.2832652198220567,-0.006479208819906297,0.7542372881355932,0.1864406779661017
NQ,UPPER_k3,4,826,0.4127950779547973,0.08613446087211946,1.4677050779885268,1.454172810620062,-0.019454782125467324,0.7832929782082324,0.2457627118644068
NQ,UPPER_k3,5,826,-0.6057787273639406,-0.08182458496361071,1.6630628079374712,1.623739618840296,-0.008289457421385074,0.7966101694915254,0.3062953995157385
NQ,UPPER_k3,10,826,-0.016802483993160422,-0.003976875315911638,2.271526002853303,2.29491435564191,-0.030705422518560843,0.8353510895883777,0.44188861985472155
NQ,UPPER_k3,15,826,1.188506865502859,0.19793093128840722,2.7576439113913906,2.8645017514755065,-0.054316118935355456,0.8680387409200968,0.5193704600484261
NQ,UPPER_k3,20,826,1.9445300567194863,0.34178230974496365,3.036651225020386,3.1916448496560403,-0.0121065054105177,0.8837772397094431,0.5823244552058111
NQ,UPPER_k3,30,826,2.421364349720079,0.46632272065072206,3.826269160198244,3.8385220589470475,0.019816016616940536,0.9031476997578692,0.6331719128329297
NQ,UPPER_k3,60,826,5.1640903979641735,0.8224865294980032,5.161187147872303,4.907460149215454,0.041094235538763804,0.9249394673123487,0.7191283292978208
NQ,UPPER_k3,120,826,4.857345957813777,0.9884524694180056,6.712291816387575,6.463197639461283,0.03894104448503214,0.9358353510895884,0.7699757869249395
