run_id,timestamp_utc,git_sha,dataset_hash,stage,hypothesis_id,config_hash,parent_run_id,change_reason,train_period,validation_period,test_period,seed,command,status,primary_metric,selected,notes
g2_001,2026-07-11T09:09:04.422483+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,ambiguous_rate,e0a38b0da339,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""ambiguous_by_A""}",ok,,,
g2_002,2026-07-11T09:09:04.874742+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,counts,e033ce284e6a,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""counts""}",ok,,,
g2_003,2026-07-11T09:09:55.017914+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q1_held_vs_reclaimed,7bb87e267b46,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""q1""}",ok,,,
g2_004,2026-07-11T09:09:55.034663+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,f4569f5f235e,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""A"": 0.5}",ok,0.0024684972092786127,,
g2_005,2026-07-11T09:09:55.041832+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,4599ea889dec,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""A"": 1.0}",ok,0.028100153140854768,,
g2_006,2026-07-11T09:09:55.048566+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,8fce7c30b81c,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""A"": 1.5}",ok,0.023102242877782182,,
g2_007,2026-07-11T09:09:55.054689+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,9b50798f6ba6,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""A"": 2.0}",ok,0.08438778288315546,,
g2_008,2026-07-11T09:09:55.078835+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q3_outer_speed,ee6d516069c8,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""q3""}",ok,,,
g2_009,2026-07-11T09:09:55.094239+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q4_magnitude,7f13d451ac94,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""q4""}",ok,,,
g2_010,2026-07-11T09:09:59.083878+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q5_full_vs_partial,b2d9d0abc1f6,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""q5""}",ok,,,
g2_011,2026-07-11T09:09:59.118874+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,overnight_explanatory,b48353618a39,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""overnight"", ""vars"": [""globex_open_to_0929_return"", ""prior_close_to_0929_gap"", ""position_in_overnight_range"", ""overnight_path_efficiency"", ""overnight_pct_bars_up"", ""final10min_return"", ""final30min_return"", ""final60min_return"", ""final10min_path_efficiency"", ""final10min_priorclose_return"", ""final10min_priorclose_path_eff"", ""final10min_sessionend_return"", ""dist_from_vwap_0929_at_open""]}",ok,,,
g2_012,2026-07-11T09:09:59.146011+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,concentration,515ba5d90477,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""family"": ""concentration""}",ok,,,
g2_013,2026-07-11T09:09:59.166044+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,ambiguous_rate,98a113cc0a05,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""ambiguous_by_A""}",ok,,,
g2_014,2026-07-11T09:09:59.185183+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,counts,0e18bbc47f98,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""counts""}",ok,,,
g2_015,2026-07-11T09:10:49.144383+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q1_held_vs_reclaimed,dfed2ca73ee9,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""q1""}",ok,,,
g2_016,2026-07-11T09:10:49.159321+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,c27fae2a8481,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""A"": 0.5}",ok,0.016090835766853006,,
g2_017,2026-07-11T09:10:49.166132+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,fdf1f021c08b,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""A"": 1.0}",ok,-0.015036006512644197,,
g2_018,2026-07-11T09:10:49.172638+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,3e1b9972ab71,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""A"": 1.5}",ok,-0.024380467694688025,,
g2_019,2026-07-11T09:10:49.178972+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q2_reclaim_speed,46d3324c023e,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""A"": 2.0}",ok,0.006906302012110511,,
g2_020,2026-07-11T09:10:49.201774+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q3_outer_speed,fac955c04a8f,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""q3""}",ok,,,
g2_021,2026-07-11T09:10:49.215451+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q4_magnitude,729c5a608bd7,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""q4""}",ok,,,
g2_022,2026-07-11T09:10:52.790729+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,q5_full_vs_partial,331c3e8b24d7,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""q5""}",ok,,,
g2_023,2026-07-11T09:10:52.825398+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,overnight_explanatory,e8b6b151b785,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""overnight"", ""vars"": [""globex_open_to_0929_return"", ""prior_close_to_0929_gap"", ""position_in_overnight_range"", ""overnight_path_efficiency"", ""overnight_pct_bars_up"", ""final10min_return"", ""final30min_return"", ""final60min_return"", ""final10min_path_efficiency"", ""final10min_priorclose_return"", ""final10min_priorclose_path_eff"", ""final10min_sessionend_return"", ""dist_from_vwap_0929_at_open""]}",ok,,,
g2_024,2026-07-11T09:10:52.851510+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,concentration,5a59e30a874e,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""family"": ""concentration""}",ok,,,
g2_001,2026-07-11T09:11:04.017584+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,placebo,47a309c7eb15,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""anchor"": ""primary""}",ok,,,
g2_002,2026-07-11T09:11:04.062924+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,placebo,5d8dfa4378fe,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""anchor"": ""placebo""}",ok,,,
g2_003,2026-07-11T09:11:04.105237+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,placebo,af810a95b500,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""anchor"": ""primary""}",ok,,,
g2_004,2026-07-11T09:11:04.155140+00:00,92ebfd1197270598edb1b0a31693b8ad57844ec3,see DATA_CONTRACT.md,discovery,placebo,1075d20052cc,,,2018-2022,,,20260711,"{""instrument"": ""NQ"", ""anchor"": ""placebo""}",ok,,,
