instrument,level_id,horizon,b,n_continuation_first,n_reversal_first,n_same_bar_tie,n_neither,n_nontied,continuation_first_rate,reversal_first_rate,same_bar_tie_rate,neither_rate,cont_minus_rev_diff,p_raw,q_value
ES,lower_N10_ema_k3,30,2.0,378,454,17,7,832,0.441588785046729,0.530373831775701,0.01985981308411215,0.008177570093457943,-0.08878504672897197,0.009277332446620556,0.15957011808187355
ES,lower_N10_ema_k3,60,2.0,384,455,17,0,839,0.4485981308411215,0.5315420560747663,0.01985981308411215,0.0,-0.08294392523364486,0.015613243939345763,0.22378982979728926
ES,lower_N10_ema_k3,120,2.0,384,455,17,0,839,0.4485981308411215,0.5315420560747663,0.01985981308411215,0.0,-0.08294392523364486,0.015613243939345763,0.26854779575674714
ES,lower_N10_mean_k0,30,2.0,493,556,30,7,1049,0.4539594843462247,0.5119705340699816,0.027624309392265192,0.006445672191528545,-0.058011049723756924,0.05553347017294539,0.39798986957277527
ES,lower_N10_mean_k0,60,2.0,496,558,30,2,1054,0.4567219152854512,0.5138121546961326,0.027624309392265192,0.001841620626151013,-0.05709023941068142,0.06020332651622121,0.5177486080395024
ES,lower_N10_mean_k0,120,2.0,497,559,30,0,1056,0.4576427255985267,0.5147329650092081,0.027624309392265192,0.0,-0.057090239410681365,0.060446942783147994,0.5776041199278585
ES,lower_N10_mean_k1,30,2.0,491,477,29,9,968,0.48807157057654077,0.474155069582505,0.02882703777335984,0.008946322067594433,0.013916500994035796,0.676088904845772,0.9906424287218909
ES,lower_N10_mean_k1,60,2.0,495,479,29,3,974,0.49204771371769385,0.4761431411530815,0.02882703777335984,0.002982107355864811,0.015904572564612363,0.6308013001931602,0.9722694892094841
ES,lower_N10_mean_k1,120,2.0,496,481,29,0,977,0.49304174950298213,0.47813121272365805,0.02882703777335984,0.0,0.01491053677932408,0.65424768076504,0.9871105358911131
ES,lower_N10_mean_k2,30,2.0,422,467,31,3,889,0.457204767063922,0.5059588299024919,0.03358613217768147,0.0032502708559046588,-0.04875406283856987,0.13997731357962773,0.523393433384695
ES,lower_N10_mean_k2,60,2.0,423,468,31,1,891,0.4582881906825569,0.5070422535211268,0.03358613217768147,0.0010834236186348862,-0.04875406283856987,0.14042314212580279,0.6095239262899621
ES,lower_N10_mean_k2,120,2.0,423,469,31,0,892,0.4582881906825569,0.5081256771397616,0.03358613217768147,0.0,-0.04983748645720476,0.13183879920545066,0.6387978092256097
ES,lower_N10_mean_k3,30,2.0,374,452,21,7,826,0.4379391100702576,0.5292740046838408,0.02459016393442623,0.00819672131147541,-0.09133489461358318,0.007343595632741303,0.15788730610393803
ES,lower_N10_mean_k3,60,2.0,378,454,21,1,832,0.4426229508196721,0.531615925058548,0.02459016393442623,0.00117096018735363,-0.08899297423887592,0.009277332446620556,0.19946264760234195
ES,lower_N10_mean_k3,120,2.0,378,454,21,1,832,0.4426229508196721,0.531615925058548,0.02459016393442623,0.00117096018735363,-0.08899297423887592,0.009277332446620556,0.2482951853355024
ES,lower_N10_median_k0,30,2.0,503,558,36,7,1061,0.45561594202898553,0.5054347826086957,0.03260869565217391,0.006340579710144928,-0.049818840579710144,0.0973088399282951,0.5195783799259739
ES,lower_N10_median_k0,60,2.0,507,559,36,2,1066,0.4592391304347826,0.5063405797101449,0.03260869565217391,0.0018115942028985507,-0.047101449275362306,0.11823763669418197,0.5881550543893593
ES,lower_N10_median_k0,120,2.0,508,560,36,0,1068,0.4601449275362319,0.5072463768115942,0.03260869565217391,0.0,-0.04710144927536236,0.11858287733113598,0.6387978092256097
ES,lower_N10_median_k1,30,2.0,492,494,28,6,986,0.4823529411764706,0.4843137254901961,0.027450980392156862,0.0058823529411764705,-0.0019607843137254832,0.9745966209311278,1.0
ES,lower_N10_median_k1,60,2.0,494,496,28,2,990,0.4843137254901961,0.48627450980392156,0.027450980392156862,0.00196078431372549,-0.0019607843137254832,0.9746479668604804,0.9989813229024855
ES,lower_N10_median_k1,120,2.0,495,496,28,1,991,0.4852941176470588,0.48627450980392156,0.027450980392156862,0.000980392156862745,-0.0009803921568627416,1.0,1.0
ES,lower_N10_median_k2,30,2.0,435,469,33,5,904,0.46178343949044587,0.4978768577494692,0.03503184713375796,0.005307855626326964,-0.03609341825902335,0.2723860750707069,0.7435398250153477
ES,lower_N10_median_k2,60,2.0,438,470,33,1,908,0.46496815286624205,0.4989384288747346,0.03503184713375796,0.0010615711252653928,-0.03397027600849256,0.30358470646869684,0.7578644819787577
ES,lower_N10_median_k2,120,2.0,438,471,33,0,909,0.46496815286624205,0.5,0.03503184713375796,0.0,-0.035031847133757954,0.28851488883313886,0.7297729541073512
ES,lower_N10_median_k3,30,2.0,384,453,26,6,837,0.44188722669735325,0.5212888377445339,0.02991944764096663,0.006904487917146145,-0.07940161104718069,0.01869864675947676,0.21239684445986962
ES,lower_N10_median_k3,60,2.0,389,454,26,0,843,0.4476409666283084,0.522439585730725,0.02991944764096663,0.0,-0.07479861910241664,0.027445712958970896,0.29504141430893716
ES,lower_N10_median_k3,120,2.0,389,454,26,0,843,0.4476409666283084,0.522439585730725,0.02991944764096663,0.0,-0.07479861910241664,0.027445712958970896,0.33719018778164245
ES,lower_N20_ema_k0,30,2.0,483,565,20,9,1048,0.44846796657381616,0.5246053853296193,0.018570102135561744,0.008356545961002786,-0.07613741875580315,0.012309437111763305,0.1764352652686074
ES,lower_N20_ema_k0,60,2.0,486,568,20,3,1054,0.45125348189415043,0.5273909006499535,0.018570102135561744,0.002785515320334262,-0.0761374187558031,0.012560288485750986,0.21603696195491695
ES,lower_N20_ema_k0,120,2.0,486,569,20,2,1055,0.45125348189415043,0.5283194057567316,0.018570102135561744,0.0018570102135561746,-0.07706592386258121,0.011548613271418717,0.2482951853355024
ES,lower_N20_ema_k1,30,2.0,478,484,17,11,962,0.48282828282828283,0.4888888888888889,0.01717171717171717,0.011111111111111112,-0.006060606060606044,0.8719415141853513,0.9906424287218909
ES,lower_N20_ema_k1,60,2.0,481,490,17,2,971,0.4858585858585859,0.494949494949495,0.01717171717171717,0.00202020202020202,-0.009090909090909094,0.7974014131269552,0.9908454297459743
ES,lower_N20_ema_k1,120,2.0,481,490,17,2,971,0.4858585858585859,0.494949494949495,0.01717171717171717,0.00202020202020202,-0.009090909090909094,0.7974014131269552,0.9980533432542891
ES,lower_N20_ema_k2,30,2.0,433,436,19,9,869,0.48272017837235226,0.48606465997770343,0.021181716833890748,0.010033444816053512,-0.0033444816053511683,0.9459139041331114,0.9951131784363535
ES,lower_N20_ema_k2,60,2.0,438,439,19,1,877,0.4882943143812709,0.48940914158305465,0.021181716833890748,0.0011148272017837235,-0.0011148272017837413,1.0,1.0
ES,lower_N20_ema_k2,120,2.0,438,439,19,1,877,0.4882943143812709,0.48940914158305465,0.021181716833890748,0.0011148272017837235,-0.0011148272017837413,1.0,1.0
ES,lower_N20_ema_k3,30,2.0,392,411,15,12,803,0.472289156626506,0.4951807228915663,0.018072289156626505,0.014457831325301205,-0.02289156626506028,0.5253196573958465,0.9229627593914337
ES,lower_N20_ema_k3,60,2.0,399,414,15,2,813,0.4807228915662651,0.4987951807228916,0.018072289156626505,0.0024096385542168677,-0.01807228915662651,0.6234525099957718,0.9722694892094841
ES,lower_N20_ema_k3,120,2.0,399,416,15,0,815,0.4807228915662651,0.5012048192771085,0.018072289156626505,0.0,-0.020481927710843395,0.575195620657558,0.9512850649336536
ES,lower_N20_mean_k0,30,2.0,493,557,20,9,1050,0.4569045412418906,0.5162187210379982,0.018535681186283594,0.008341056533827619,-0.059314179796107536,0.051816926049813986,0.39798986957277527
ES,lower_N20_mean_k0,60,2.0,495,560,20,4,1055,0.458758109360519,0.5189990732159406,0.018535681186283594,0.0037071362372567192,-0.06024096385542166,0.04874148086411715,0.4657519282571194
ES,lower_N20_mean_k0,120,2.0,496,561,20,2,1057,0.45968489341983315,0.5199258572752549,0.018535681186283594,0.0018535681186283596,-0.060240963855421714,0.04895554082451629,0.5262720638635501
ES,lower_N20_mean_k1,30,2.0,488,468,17,11,956,0.4959349593495935,0.47560975609756095,0.017276422764227643,0.011178861788617886,0.02032520325203252,0.5389044640005547,0.9229627593914337
ES,lower_N20_mean_k1,60,2.0,493,471,17,3,964,0.5010162601626016,0.47865853658536583,0.017276422764227643,0.003048780487804878,0.022357723577235755,0.4988294685948404,0.9409414499124966
ES,lower_N20_mean_k1,120,2.0,494,472,17,1,966,0.5020325203252033,0.4796747967479675,0.017276422764227643,0.0010162601626016261,0.02235772357723581,0.49927421829544705,0.9512850649336536
ES,lower_N20_mean_k2,30,2.0,447,431,17,6,878,0.4961154273029967,0.47835738068812433,0.018867924528301886,0.006659267480577136,0.017758046614872347,0.6127235089158545,0.9433620912774351
ES,lower_N20_mean_k2,60,2.0,451,432,17,1,883,0.5005549389567148,0.4794672586015538,0.018867924528301886,0.0011098779134295228,0.021087680355160954,0.5447060515626789,0.9409414499124966
ES,lower_N20_mean_k2,120,2.0,451,432,17,1,883,0.5005549389567148,0.4794672586015538,0.018867924528301886,0.0011098779134295228,0.021087680355160954,0.5447060515626789,0.9512850649336536
ES,lower_N20_mean_k3,30,2.0,392,412,14,11,804,0.47285886610373945,0.4969843184559711,0.016887816646562123,0.013268998793727383,-0.024125452352231624,0.5028323290832862,0.9200761766204812
ES,lower_N20_mean_k3,60,2.0,400,414,14,1,814,0.4825090470446321,0.49939686369119424,0.016887816646562123,0.0012062726176115801,-0.016887816646562137,0.6486684958753294,0.9722694892094841
ES,lower_N20_mean_k3,120,2.0,400,415,14,0,815,0.4825090470446321,0.5006031363088058,0.016887816646562123,0.0,-0.01809408926417372,0.6238788672449441,0.9820234659326255
ES,lower_N20_median_k0,30,2.0,485,586,27,6,1071,0.43931159420289856,0.5307971014492754,0.024456521739130436,0.005434782608695652,-0.09148550724637683,0.0022307994707870026,0.0639495848292274
ES,lower_N20_median_k0,60,2.0,487,588,27,2,1075,0.4411231884057971,0.532608695652174,0.024456521739130436,0.0018115942028985507,-0.09148550724637683,0.0022736724423624488,0.0977679150215853
ES,lower_N20_median_k0,120,2.0,487,588,27,2,1075,0.4411231884057971,0.532608695652174,0.024456521739130436,0.0018115942028985507,-0.09148550724637683,0.0022736724423624488,0.0977679150215853
ES,lower_N20_median_k1,30,2.0,494,489,16,11,983,0.4891089108910891,0.48415841584158414,0.015841584158415842,0.01089108910891089,0.004950495049504955,0.8984896446547384,0.9906424287218909
ES,lower_N20_median_k1,60,2.0,498,493,16,3,991,0.49306930693069306,0.4881188118811881,0.015841584158415842,0.0029702970297029703,0.004950495049504955,0.8988979282041702,0.9908454297459743
ES,lower_N20_median_k1,120,2.0,498,494,16,2,992,0.49306930693069306,0.4891089108910891,0.015841584158415842,0.0019801980198019802,0.003960396039603964,0.9241224874475858,0.9980533432542891
ES,lower_N20_median_k2,30,2.0,450,437,18,7,887,0.4934210526315789,0.4791666666666667,0.019736842105263157,0.007675438596491228,0.014254385964912242,0.6870300340120836,0.9906424287218909
ES,lower_N20_median_k2,60,2.0,454,439,18,1,893,0.49780701754385964,0.48135964912280704,0.019736842105263157,0.0010964912280701754,0.0164473684210526,0.639457140607291,0.9722694892094841
ES,lower_N20_median_k2,120,2.0,454,439,18,1,893,0.49780701754385964,0.48135964912280704,0.019736842105263157,0.0010964912280701754,0.0164473684210526,0.639457140607291,0.9820234659326255
ES,lower_N20_median_k3,30,2.0,398,422,13,9,820,0.47268408551068886,0.501187648456057,0.015439429928741092,0.010688836104513063,-0.028503562945368155,0.42187894979842216,0.8849168215283977
ES,lower_N20_median_k3,60,2.0,403,424,13,2,827,0.47862232779097386,0.503562945368171,0.015439429928741092,0.0023752969121140144,-0.024940617577197177,0.4867847153358967,0.9409414499124966
ES,lower_N20_median_k3,120,2.0,403,426,13,0,829,0.47862232779097386,0.505938242280285,0.015439429928741092,0.0,-0.0273159144893112,0.44483179507239584,0.9108460565768106
ES,lower_N5_ema_k0,30,2.0,503,529,54,4,1032,0.4614678899082569,0.4853211009174312,0.04954128440366973,0.003669724770642202,-0.023853211009174313,0.43645634067992434,0.8936963166303212
ES,lower_N5_ema_k0,60,2.0,504,530,54,2,1034,0.46238532110091746,0.48623853211009177,0.04954128440366973,0.001834862385321101,-0.023853211009174313,0.43690031449411093,0.8946054058688938
ES,lower_N5_ema_k0,120,2.0,504,531,54,1,1035,0.46238532110091746,0.4871559633027523,0.04954128440366973,0.0009174311926605505,-0.024770642201834836,0.41900528814109284,0.9008613695033496
ES,lower_N5_ema_k1,30,2.0,479,473,60,5,952,0.47099311701081614,0.46509341199606685,0.058997050147492625,0.004916420845624385,0.00589970501474929,0.8712766407313588,0.9906424287218909
ES,lower_N5_ema_k1,60,2.0,480,475,60,2,955,0.471976401179941,0.4670599803343166,0.058997050147492625,0.0019665683382497543,0.004916420845624381,0.8970207038488324,0.9908454297459743
ES,lower_N5_ema_k1,120,2.0,480,477,60,0,957,0.471976401179941,0.4690265486725664,0.058997050147492625,0.0,0.0029498525073746173,0.9484564924599035,0.9980533432542891
ES,lower_N5_ema_k2,30,2.0,438,443,57,4,881,0.46496815286624205,0.470276008492569,0.06050955414012739,0.004246284501061571,-0.005307855626326963,0.8928088374679457,0.9906424287218909
ES,lower_N5_ema_k2,60,2.0,440,445,57,0,885,0.46709129511677283,0.4723991507430998,0.06050955414012739,0.0,-0.005307855626326963,0.893049848424334,0.9908454297459743
ES,lower_N5_ema_k2,120,2.0,440,445,57,0,885,0.46709129511677283,0.4723991507430998,0.06050955414012739,0.0,-0.005307855626326963,0.893049848424334,0.9980533432542891
ES,lower_N5_ema_k3,30,2.0,402,411,55,6,813,0.459954233409611,0.4702517162471396,0.06292906178489703,0.006864988558352402,-0.010297482837528571,0.7790588662533614,0.9906424287218909
ES,lower_N5_ema_k3,60,2.0,406,413,55,0,819,0.4645308924485126,0.47254004576659037,0.06292906178489703,0.0,-0.008009153318077777,0.8339513623228993,0.9908454297459743
ES,lower_N5_ema_k3,120,2.0,406,413,55,0,819,0.4645308924485126,0.47254004576659037,0.06292906178489703,0.0,-0.008009153318077777,0.8339513623228993,0.9980533432542891
ES,lower_N5_mean_k0,30,2.0,498,529,62,4,1027,0.4556267154620311,0.4839890210430009,0.056724611161939616,0.0036596523330283625,-0.028362305580969804,0.3492112905405243,0.8050678570426155
ES,lower_N5_mean_k0,60,2.0,499,531,62,1,1030,0.4565416285452882,0.48581884720951507,0.056724611161939616,0.0009149130832570906,-0.02927721866422689,0.33408474383418013,0.7980913324927636
ES,lower_N5_mean_k0,120,2.0,499,532,62,0,1031,0.4565416285452882,0.4867337602927722,0.056724611161939616,0.0,-0.03019213174748403,0.31895928528157336,0.7810154080310342
ES,lower_N5_mean_k1,30,2.0,492,454,57,6,946,0.48761149653121905,0.4499504459861249,0.05649157581764123,0.005946481665014866,0.037661050545094166,0.2289681807162618,0.7435398250153477
ES,lower_N5_mean_k1,60,2.0,493,458,57,1,951,0.4886025768087215,0.45391476709613476,0.05649157581764123,0.0009910802775024777,0.034687809712586726,0.2702242650298726,0.7554138027875495
ES,lower_N5_mean_k1,120,2.0,493,459,57,0,952,0.4886025768087215,0.45490584737363726,0.05649157581764123,0.0,0.03369672943508423,0.2848221382206322,0.7297729541073512
ES,lower_N5_mean_k2,30,2.0,439,443,56,3,882,0.4665249734325186,0.4707757704569607,0.05951115834218916,0.003188097768331562,-0.004250797024442088,0.9195458621358061,0.9951131784363535
ES,lower_N5_mean_k2,60,2.0,440,445,56,0,885,0.4675876726886291,0.4729011689691817,0.05951115834218916,0.0,-0.00531349628055261,0.893049848424334,0.9908454297459743
ES,lower_N5_mean_k2,120,2.0,440,445,56,0,885,0.4675876726886291,0.4729011689691817,0.05951115834218916,0.0,-0.00531349628055261,0.893049848424334,0.9980533432542891
ES,lower_N5_mean_k3,30,2.0,403,410,55,5,813,0.4616265750286369,0.46964490263459335,0.06300114547537228,0.0057273768613974796,-0.008018327605956443,0.8333488317940417,0.9906424287218909
ES,lower_N5_mean_k3,60,2.0,405,413,55,0,818,0.4639175257731959,0.47308132875143183,0.06300114547537228,0.0,-0.009163802978235935,0.806668768034945,0.9908454297459743
ES,lower_N5_mean_k3,120,2.0,405,413,55,0,818,0.4639175257731959,0.47308132875143183,0.06300114547537228,0.0,-0.009163802978235935,0.806668768034945,0.9980533432542891
ES,lower_N5_median_k0,30,2.0,472,577,67,4,1049,0.42142857142857143,0.5151785714285714,0.059821428571428574,0.0035714285714285713,-0.09374999999999994,0.0013116317080541155,0.0639495848292274
ES,lower_N5_median_k0,60,2.0,474,577,67,2,1051,0.4232142857142857,0.5151785714285714,0.059821428571428574,0.0017857142857142857,-0.09196428571428567,0.0016410061841104944,0.0977679150215853
ES,lower_N5_median_k0,120,2.0,475,577,67,1,1052,0.42410714285714285,0.5151785714285714,0.059821428571428574,0.0008928571428571428,-0.09107142857142853,0.0018325035778474152,0.0977679150215853
ES,lower_N5_median_k1,30,2.0,485,480,59,8,965,0.4699612403100775,0.46511627906976744,0.05717054263565891,0.007751937984496124,0.004844961240310086,0.8975526182323824,0.9906424287218909
ES,lower_N5_median_k1,60,2.0,487,483,59,3,970,0.47189922480620156,0.4680232558139535,0.05717054263565891,0.0029069767441860465,0.003875968992248069,0.9232696165529799,0.9908454297459743
ES,lower_N5_median_k1,120,2.0,487,486,59,0,973,0.47189922480620156,0.47093023255813954,0.05717054263565891,0.0,0.0009689922480620172,1.0,1.0
ES,lower_N5_median_k2,30,2.0,424,458,71,3,882,0.4435146443514644,0.4790794979079498,0.07426778242677824,0.0031380753138075313,-0.035564853556485365,0.26648558514453013,0.7435398250153477
ES,lower_N5_median_k2,60,2.0,426,458,71,1,884,0.4456066945606695,0.4790794979079498,0.07426778242677824,0.0010460251046025104,-0.03347280334728031,0.2971098427534358,0.7578644819787577
ES,lower_N5_median_k2,120,2.0,426,459,71,0,885,0.4456066945606695,0.4801255230125523,0.07426778242677824,0.0,-0.03451882845188281,0.2820686046864741,0.7297729541073512
ES,lower_N5_median_k3,30,2.0,410,413,51,10,823,0.4638009049773756,0.4671945701357466,0.057692307692307696,0.011312217194570135,-0.0033936651583710287,0.9444256122047946,0.9951131784363535
ES,lower_N5_median_k3,60,2.0,415,418,51,0,833,0.46945701357466063,0.47285067873303166,0.057692307692307696,0.0,-0.0033936651583710287,0.944759595804301,0.9908454297459743
ES,lower_N5_median_k3,120,2.0,415,418,51,0,833,0.46945701357466063,0.47285067873303166,0.057692307692307696,0.0,-0.0033936651583710287,0.944759595804301,0.9980533432542891
ES,upper_N10_ema_k0,30,2.0,528,545,22,14,1073,0.47610459873760147,0.4914337240757439,0.019837691614066726,0.012623985572587917,-0.015329125338142457,0.6252516186373698,0.9433620912774351
ES,upper_N10_ema_k0,60,2.0,535,547,22,5,1082,0.4824165915238954,0.4932371505861136,0.019837691614066726,0.004508566275924256,-0.010820559062218238,0.7380875965978865,0.9908454297459743
ES,upper_N10_ema_k0,120,2.0,537,550,22,0,1087,0.4842200180342651,0.49594229035166815,0.019837691614066726,0.0,-0.011722272317403026,0.7158979618475556,0.9980533432542891
ES,upper_N10_ema_k1,30,2.0,500,482,19,20,982,0.48971596474045054,0.4720861900097943,0.01860920666013712,0.019588638589618023,0.017629774730656245,0.5875021773687749,0.9433620912774351
ES,upper_N10_ema_k1,60,2.0,508,490,19,4,998,0.4975514201762977,0.47992164544564153,0.01860920666013712,0.0039177277179236044,0.01762977473065619,0.5905124241042647,0.9722694892094841
ES,upper_N10_ema_k1,120,2.0,510,491,19,1,1001,0.49951028403525954,0.48090107737512244,0.01860920666013712,0.0009794319294809011,0.0186092066601371,0.5694284268628891,0.9512850649336536
ES,upper_N10_ema_k2,30,2.0,462,429,17,19,891,0.49838187702265374,0.4627831715210356,0.018338727076591153,0.020496224379719527,0.035598705501618144,0.28369525488229874,0.7435398250153477
ES,upper_N10_ema_k2,60,2.0,471,435,17,4,906,0.5080906148867314,0.4692556634304207,0.018338727076591153,0.004314994606256742,0.03883495145631066,0.24489659798747135,0.7395867406642666
ES,upper_N10_ema_k2,120,2.0,472,437,17,1,909,0.5091693635382956,0.4714131607335491,0.018338727076591153,0.0010787486515641855,0.03775620280474645,0.25943110065750424,0.7297729541073512
ES,upper_N10_ema_k3,30,2.0,414,399,13,20,813,0.48936170212765956,0.4716312056737589,0.015366430260047281,0.02364066193853428,0.01773049645390068,0.6234525099957718,0.9433620912774351
ES,upper_N10_ema_k3,60,2.0,418,411,13,4,829,0.4940898345153664,0.4858156028368794,0.015366430260047281,0.004728132387706856,0.00827423167848701,0.8349412193101744,0.9908454297459743
ES,upper_N10_ema_k3,120,2.0,420,413,13,0,833,0.49645390070921985,0.48817966903073284,0.015366430260047281,0.0,0.00827423167848701,0.8353322351867849,0.9980533432542891
ES,upper_N10_mean_k0,30,2.0,535,536,23,16,1071,0.481981981981982,0.4828828828828829,0.02072072072072072,0.014414414414414415,-0.0009009009009008917,1.0,1.0
ES,upper_N10_mean_k0,60,2.0,542,540,23,5,1082,0.4882882882882883,0.4864864864864865,0.02072072072072072,0.0045045045045045045,0.0018018018018017834,0.9757491991140556,0.9989813229024855
ES,upper_N10_mean_k0,120,2.0,545,542,23,0,1087,0.49099099099099097,0.4882882882882883,0.02072072072072072,0.0,0.002702702702702675,0.9516322575215314,0.9980533432542891
ES,upper_N10_mean_k1,30,2.0,505,481,14,19,986,0.4955839057899902,0.47203140333660454,0.013738959764474975,0.018645731108930325,0.023552502453385638,0.46389978634946294,0.9041116496147126
ES,upper_N10_mean_k1,60,2.0,513,487,14,5,1000,0.5034347399411188,0.47791952894995093,0.013738959764474975,0.004906771344455349,0.025515210991167825,0.429209777209143,0.8946054058688938
ES,upper_N10_mean_k1,120,2.0,516,488,14,1,1004,0.5063788027477919,0.478900883218842,0.013738959764474975,0.0009813542688910696,0.0274779195289499,0.394162491905537,0.8691788283045175
ES,upper_N10_mean_k2,30,2.0,462,431,16,17,893,0.49892008639308855,0.4654427645788337,0.017278617710583154,0.0183585313174946,0.033477321814254835,0.31542087751765563,0.7750341561862396
ES,upper_N10_mean_k2,60,2.0,470,436,16,4,906,0.5075593952483801,0.4708423326133909,0.017278617710583154,0.004319654427645789,0.036717062634989195,0.27291609892585766,0.7554138027875495
ES,upper_N10_mean_k2,120,2.0,471,438,16,1,909,0.5086393088552916,0.47300215982721383,0.017278617710583154,0.0010799136069114472,0.0356371490280778,0.28851488883313886,0.7297729541073512
ES,upper_N10_mean_k3,30,2.0,418,397,12,17,815,0.495260663507109,0.4703791469194313,0.014218009478672985,0.02014218009478673,0.024881516587677732,0.48359460328228815,0.9041116496147126
ES,upper_N10_mean_k3,60,2.0,421,408,12,3,829,0.49881516587677727,0.4834123222748815,0.014218009478672985,0.0035545023696682463,0.015402843601895755,0.6768667385890164,0.9722694892094841
ES,upper_N10_mean_k3,120,2.0,422,410,12,0,832,0.5,0.48578199052132703,0.014218009478672985,0.0,0.014218009478672966,0.7029630871014154,0.9980533432542891
ES,upper_N10_median_k0,30,2.0,538,560,24,8,1098,0.4761061946902655,0.49557522123893805,0.021238938053097345,0.007079646017699115,-0.019469026548672552,0.526262670901621,0.9229627593914337
ES,upper_N10_median_k0,60,2.0,541,562,24,3,1103,0.47876106194690266,0.49734513274336284,0.021238938053097345,0.002654867256637168,-0.018584070796460184,0.5470589825072655,0.9409414499124966
ES,upper_N10_median_k0,120,2.0,543,563,24,0,1106,0.48053097345132745,0.4982300884955752,0.021238938053097345,0.0,-0.01769911504424776,0.5678054599732182,0.9512850649336536
ES,upper_N10_median_k1,30,2.0,503,493,12,23,996,0.48787584869059164,0.478176527643065,0.011639185257032008,0.02230843840931135,0.009699321047526632,0.7755261923055919,0.9906424287218909
ES,upper_N10_median_k1,60,2.0,511,504,12,4,1015,0.495635305528613,0.48884578079534435,0.011639185257032008,0.0038797284190106693,0.006789524733268659,0.8506301110497106,0.9908454297459743
ES,upper_N10_median_k1,120,2.0,514,504,12,1,1018,0.498545101842871,0.48884578079534435,0.011639185257032008,0.0009699321047526673,0.009699321047526632,0.7779003200357871,0.9980533432542891
ES,upper_N10_median_k2,30,2.0,466,438,17,18,904,0.49627263045793396,0.46645367412140576,0.01810436634717785,0.019169329073482427,0.029818956336528202,0.36919061922798035,0.814112647528367
ES,upper_N10_median_k2,60,2.0,474,446,17,2,920,0.5047923322683706,0.4749733759318424,0.01810436634717785,0.002129925452609159,0.029818956336528202,0.3733870780661911,0.823366377274165
ES,upper_N10_median_k2,120,2.0,475,447,17,0,922,0.5058572949946751,0.476038338658147,0.01810436634717785,0.0,0.029818956336528146,0.3739059732884194,0.8462082553369492
ES,upper_N10_median_k3,30,2.0,407,413,15,21,820,0.47546728971962615,0.4824766355140187,0.017523364485981307,0.02453271028037383,-0.007009345794392552,0.8614015401138518,0.9906424287218909
ES,upper_N10_median_k3,60,2.0,412,425,15,4,837,0.48130841121495327,0.49649532710280375,0.017523364485981307,0.004672897196261682,-0.015186915887850483,0.6783275506112679,0.9722694892094841
ES,upper_N10_median_k3,120,2.0,414,427,15,0,841,0.48364485981308414,0.49883177570093457,0.017523364485981307,0.0,-0.015186915887850427,0.6790505759044771,0.9980533432542891
ES,upper_N20_ema_k0,30,2.0,518,538,18,15,1056,0.4756657483930211,0.49403122130394855,0.01652892561983471,0.013774104683195593,-0.01836547291092744,0.5587802883202425,0.924136630683478
ES,upper_N20_ema_k0,60,2.0,526,541,18,4,1067,0.4830119375573921,0.4967860422405877,0.01652892561983471,0.0036730945821854912,-0.01377410468319562,0.668238822210499,0.9722694892094841
ES,upper_N20_ema_k0,120,2.0,529,542,18,0,1071,0.4857667584940312,0.49770431588613406,0.01652892561983471,0.0,-0.011937557392102838,0.7138766266079273,0.9980533432542891
ES,upper_N20_ema_k1,30,2.0,505,454,15,23,959,0.506519558676028,0.45536609829488467,0.015045135406218655,0.023069207622868605,0.05115346038114338,0.10635190861945507,0.5195783799259739
ES,upper_N20_ema_k1,60,2.0,516,463,15,3,979,0.5175526579739218,0.46439317953861586,0.015045135406218655,0.003009027081243731,0.05315947843530594,0.09647737753422037,0.5881550543893593
ES,upper_N20_ema_k1,120,2.0,517,464,15,1,981,0.518555667001003,0.4653961885656971,0.015045135406218655,0.0010030090270812437,0.053159478435305885,0.09681792271197298,0.6387978092256097
ES,upper_N20_ema_k2,30,2.0,464,419,9,16,883,0.5110132158590308,0.46145374449339205,0.009911894273127754,0.01762114537444934,0.04955947136563876,0.1386373522168408,0.523393433384695
ES,upper_N20_ema_k2,60,2.0,470,426,9,3,896,0.5176211453744494,0.46916299559471364,0.009911894273127754,0.003303964757709251,0.048458149779735726,0.15081143531804803,0.6176087351120062
ES,upper_N20_ema_k2,120,2.0,471,427,9,1,898,0.5187224669603524,0.47026431718061673,0.009911894273127754,0.0011013215859030838,0.04845814977973567,0.1512672805907597,0.6504493065402667
ES,upper_N20_ema_k3,30,2.0,390,408,11,21,798,0.46987951807228917,0.491566265060241,0.01325301204819277,0.02530120481927711,-0.02168674698795181,0.5473383805693386,0.9229627593914337
ES,upper_N20_ema_k3,60,2.0,398,419,11,2,817,0.4795180722891566,0.5048192771084338,0.01325301204819277,0.0024096385542168677,-0.025301204819277168,0.48413037126493064,0.9409414499124966
ES,upper_N20_ema_k3,120,2.0,399,420,11,0,819,0.4807228915662651,0.5060240963855421,0.01325301204819277,0.0,-0.025301204819277057,0.48466449522717003,0.9472987861258324
ES,upper_N20_mean_k0,30,2.0,526,537,16,11,1063,0.48256880733944957,0.4926605504587156,0.014678899082568808,0.010091743119266056,-0.010091743119266028,0.759077803839901,0.9906424287218909
ES,upper_N20_mean_k0,60,2.0,530,539,16,5,1069,0.48623853211009177,0.4944954128440367,0.014678899082568808,0.0045871559633027525,-0.008256880733944927,0.806716959162152,0.9908454297459743
