instrument,level_id,horizon,year,n_touches,n_continuation_first,n_reversal_first,cont_minus_rev_diff
ES,lower_N10_ema_k2,15,2019,177,82,68,0.07909604519774012
ES,lower_N10_ema_k2,15,2020,181,77,80,-0.016574585635359115
ES,lower_N10_ema_k2,15,2021,170,67,82,-0.08823529411764706
ES,lower_N10_ema_k2,15,2022,209,83,88,-0.023923444976076555
ES,lower_N10_ema_k2,30,2018,183,76,84,-0.04371584699453552
ES,lower_N10_ema_k2,30,2019,177,82,70,0.06779661016949153
ES,lower_N10_ema_k2,30,2020,181,77,81,-0.022099447513812154
ES,lower_N10_ema_k2,30,2021,170,67,82,-0.08823529411764706
ES,lower_N10_ema_k2,30,2022,209,83,88,-0.023923444976076555
ES,lower_N10_ema_k2,60,2018,183,76,84,-0.04371584699453552
ES,lower_N10_ema_k2,60,2019,177,82,70,0.06779661016949153
ES,lower_N10_ema_k2,60,2020,181,77,81,-0.022099447513812154
ES,lower_N10_ema_k2,60,2021,170,67,82,-0.08823529411764706
ES,lower_N10_ema_k2,60,2022,209,83,88,-0.023923444976076555
ES,lower_N10_ema_k2,120,2018,183,76,84,-0.04371584699453552
ES,lower_N10_ema_k2,120,2019,177,82,70,0.06779661016949153
ES,lower_N10_ema_k2,120,2020,181,77,81,-0.022099447513812154
ES,lower_N10_ema_k2,120,2021,170,67,82,-0.08823529411764706
ES,lower_N10_ema_k2,120,2022,209,83,88,-0.023923444976076555
ES,lower_N10_ema_k3,5,2018,167,64,81,-0.10179640718562874
ES,lower_N10_ema_k3,5,2019,167,64,78,-0.08383233532934131
ES,lower_N10_ema_k3,5,2020,164,80,66,0.08536585365853659
ES,lower_N10_ema_k3,5,2021,159,56,81,-0.15723270440251572
ES,lower_N10_ema_k3,5,2022,199,90,76,0.07035175879396985
ES,lower_N10_ema_k3,15,2018,167,64,81,-0.10179640718562874
ES,lower_N10_ema_k3,15,2019,167,64,78,-0.08383233532934131
ES,lower_N10_ema_k3,15,2020,164,80,66,0.08536585365853659
ES,lower_N10_ema_k3,15,2021,159,56,81,-0.15723270440251572
ES,lower_N10_ema_k3,15,2022,199,90,76,0.07035175879396985
ES,lower_N10_ema_k3,30,2018,167,64,81,-0.10179640718562874
ES,lower_N10_ema_k3,30,2019,167,64,78,-0.08383233532934131
ES,lower_N10_ema_k3,30,2020,164,80,66,0.08536585365853659
ES,lower_N10_ema_k3,30,2021,159,56,81,-0.15723270440251572
ES,lower_N10_ema_k3,30,2022,199,90,76,0.07035175879396985
ES,lower_N10_ema_k3,60,2018,167,64,81,-0.10179640718562874
ES,lower_N10_ema_k3,60,2019,167,64,78,-0.08383233532934131
ES,lower_N10_ema_k3,60,2020,164,80,66,0.08536585365853659
ES,lower_N10_ema_k3,60,2021,159,56,81,-0.15723270440251572
ES,lower_N10_ema_k3,60,2022,199,90,76,0.07035175879396985
ES,lower_N10_ema_k3,120,2018,167,64,81,-0.10179640718562874
ES,lower_N10_ema_k3,120,2019,167,64,78,-0.08383233532934131
ES,lower_N10_ema_k3,120,2020,164,80,66,0.08536585365853659
ES,lower_N10_ema_k3,120,2021,159,56,81,-0.15723270440251572
ES,lower_N10_ema_k3,120,2022,199,90,76,0.07035175879396985
ES,lower_N10_mean_k0,5,2018,214,80,101,-0.09813084112149532
ES,lower_N10_mean_k0,5,2019,214,89,97,-0.037383177570093455
ES,lower_N10_mean_k0,5,2020,222,98,95,0.013513513513513514
ES,lower_N10_mean_k0,5,2021,211,97,84,0.061611374407582936
ES,lower_N10_mean_k0,5,2022,225,94,88,0.02666666666666667
ES,lower_N10_mean_k0,15,2018,214,80,101,-0.09813084112149532
ES,lower_N10_mean_k0,15,2019,214,89,98,-0.04205607476635514
ES,lower_N10_mean_k0,15,2020,222,99,96,0.013513513513513514
ES,lower_N10_mean_k0,15,2021,211,100,84,0.07582938388625593
ES,lower_N10_mean_k0,15,2022,225,94,88,0.02666666666666667
ES,lower_N10_mean_k0,30,2018,214,80,101,-0.09813084112149532
ES,lower_N10_mean_k0,30,2019,214,90,99,-0.04205607476635514
ES,lower_N10_mean_k0,30,2020,222,99,96,0.013513513513513514
ES,lower_N10_mean_k0,30,2021,211,101,84,0.08056872037914692
ES,lower_N10_mean_k0,30,2022,225,94,88,0.02666666666666667
ES,lower_N10_mean_k0,60,2018,214,80,101,-0.09813084112149532
ES,lower_N10_mean_k0,60,2019,214,90,99,-0.04205607476635514
ES,lower_N10_mean_k0,60,2020,222,99,96,0.013513513513513514
ES,lower_N10_mean_k0,60,2021,211,101,84,0.08056872037914692
ES,lower_N10_mean_k0,60,2022,225,94,88,0.02666666666666667
ES,lower_N10_mean_k0,120,2018,214,80,101,-0.09813084112149532
ES,lower_N10_mean_k0,120,2019,214,90,99,-0.04205607476635514
ES,lower_N10_mean_k0,120,2020,222,99,96,0.013513513513513514
ES,lower_N10_mean_k0,120,2021,211,101,84,0.08056872037914692
ES,lower_N10_mean_k0,120,2022,225,94,88,0.02666666666666667
ES,lower_N10_mean_k1,5,2018,199,74,89,-0.07537688442211055
ES,lower_N10_mean_k1,5,2019,197,83,85,-0.01015228426395939
ES,lower_N10_mean_k1,5,2020,201,80,96,-0.07960199004975124
ES,lower_N10_mean_k1,5,2021,192,90,79,0.057291666666666664
ES,lower_N10_mean_k1,5,2022,217,101,76,0.1152073732718894
ES,lower_N10_mean_k1,15,2018,199,75,90,-0.07537688442211055
ES,lower_N10_mean_k1,15,2019,197,87,85,0.01015228426395939
ES,lower_N10_mean_k1,15,2020,201,80,100,-0.09950248756218906
ES,lower_N10_mean_k1,15,2021,192,91,81,0.052083333333333336
ES,lower_N10_mean_k1,15,2022,217,101,76,0.1152073732718894
ES,lower_N10_mean_k1,30,2018,199,75,90,-0.07537688442211055
ES,lower_N10_mean_k1,30,2019,197,87,86,0.005076142131979695
ES,lower_N10_mean_k1,30,2020,201,80,100,-0.09950248756218906
ES,lower_N10_mean_k1,30,2021,192,91,81,0.052083333333333336
ES,lower_N10_mean_k1,30,2022,217,101,76,0.1152073732718894
ES,lower_N10_mean_k1,60,2018,199,75,90,-0.07537688442211055
ES,lower_N10_mean_k1,60,2019,197,87,86,0.005076142131979695
ES,lower_N10_mean_k1,60,2020,201,80,100,-0.09950248756218906
ES,lower_N10_mean_k1,60,2021,192,91,81,0.052083333333333336
ES,lower_N10_mean_k1,60,2022,217,101,76,0.1152073732718894
ES,lower_N10_mean_k1,120,2018,199,75,90,-0.07537688442211055
ES,lower_N10_mean_k1,120,2019,197,87,86,0.005076142131979695
ES,lower_N10_mean_k1,120,2020,201,80,100,-0.09950248756218906
ES,lower_N10_mean_k1,120,2021,192,91,81,0.052083333333333336
ES,lower_N10_mean_k1,120,2022,217,101,76,0.1152073732718894
ES,lower_N10_mean_k2,5,2018,183,70,87,-0.09289617486338798
ES,lower_N10_mean_k2,5,2019,178,78,72,0.033707865168539325
ES,lower_N10_mean_k2,5,2020,181,78,77,0.0055248618784530384
ES,lower_N10_mean_k2,5,2021,172,65,80,-0.0872093023255814
ES,lower_N10_mean_k2,5,2022,209,77,92,-0.07177033492822966
ES,lower_N10_mean_k2,15,2018,183,71,87,-0.08743169398907104
ES,lower_N10_mean_k2,15,2019,178,80,73,0.03932584269662921
ES,lower_N10_mean_k2,15,2020,181,79,80,-0.0055248618784530384
ES,lower_N10_mean_k2,15,2021,172,68,81,-0.0755813953488372
ES,lower_N10_mean_k2,15,2022,209,77,92,-0.07177033492822966
ES,lower_N10_mean_k2,30,2018,183,71,87,-0.08743169398907104
ES,lower_N10_mean_k2,30,2019,178,80,74,0.033707865168539325
ES,lower_N10_mean_k2,30,2020,181,79,80,-0.0055248618784530384
ES,lower_N10_mean_k2,30,2021,172,68,81,-0.0755813953488372
ES,lower_N10_mean_k2,30,2022,209,77,92,-0.07177033492822966
ES,lower_N10_mean_k2,60,2018,183,71,87,-0.08743169398907104
ES,lower_N10_mean_k2,60,2019,178,80,74,0.033707865168539325
ES,lower_N10_mean_k2,60,2020,181,79,80,-0.0055248618784530384
ES,lower_N10_mean_k2,60,2021,172,68,81,-0.0755813953488372
ES,lower_N10_mean_k2,60,2022,209,77,92,-0.07177033492822966
ES,lower_N10_mean_k2,120,2018,183,71,87,-0.08743169398907104
ES,lower_N10_mean_k2,120,2019,178,80,74,0.033707865168539325
ES,lower_N10_mean_k2,120,2020,181,79,80,-0.0055248618784530384
ES,lower_N10_mean_k2,120,2021,172,68,81,-0.0755813953488372
ES,lower_N10_mean_k2,120,2022,209,77,92,-0.07177033492822966
ES,lower_N10_mean_k3,5,2018,167,60,84,-0.1437125748502994
ES,lower_N10_mean_k3,5,2019,166,66,76,-0.060240963855421686
ES,lower_N10_mean_k3,5,2020,164,78,63,0.09146341463414634
ES,lower_N10_mean_k3,5,2021,159,56,79,-0.14465408805031446
ES,lower_N10_mean_k3,5,2022,198,84,80,0.020202020202020204
ES,lower_N10_mean_k3,15,2018,167,60,84,-0.1437125748502994
ES,lower_N10_mean_k3,15,2019,166,66,76,-0.060240963855421686
ES,lower_N10_mean_k3,15,2020,164,78,64,0.08536585365853659
ES,lower_N10_mean_k3,15,2021,159,56,79,-0.14465408805031446
ES,lower_N10_mean_k3,15,2022,198,84,81,0.015151515151515152
ES,lower_N10_mean_k3,30,2018,167,60,84,-0.1437125748502994
ES,lower_N10_mean_k3,30,2019,166,66,76,-0.060240963855421686
ES,lower_N10_mean_k3,30,2020,164,78,64,0.08536585365853659
ES,lower_N10_mean_k3,30,2021,159,56,79,-0.14465408805031446
ES,lower_N10_mean_k3,30,2022,198,84,81,0.015151515151515152
ES,lower_N10_mean_k3,60,2018,167,60,84,-0.1437125748502994
ES,lower_N10_mean_k3,60,2019,166,66,76,-0.060240963855421686
ES,lower_N10_mean_k3,60,2020,164,78,64,0.08536585365853659
ES,lower_N10_mean_k3,60,2021,159,56,79,-0.14465408805031446
ES,lower_N10_mean_k3,60,2022,198,84,81,0.015151515151515152
ES,lower_N10_mean_k3,120,2018,167,60,84,-0.1437125748502994
ES,lower_N10_mean_k3,120,2019,166,66,76,-0.060240963855421686
ES,lower_N10_mean_k3,120,2020,164,78,64,0.08536585365853659
ES,lower_N10_mean_k3,120,2021,159,56,79,-0.14465408805031446
ES,lower_N10_mean_k3,120,2022,198,84,81,0.015151515151515152
ES,lower_N10_median_k0,5,2018,220,76,102,-0.11818181818181818
ES,lower_N10_median_k0,5,2019,216,90,101,-0.05092592592592592
ES,lower_N10_median_k0,5,2020,224,96,99,-0.013392857142857142
ES,lower_N10_median_k0,5,2021,214,99,90,0.04205607476635514
ES,lower_N10_median_k0,5,2022,230,91,94,-0.013043478260869565
ES,lower_N10_median_k0,15,2018,220,76,103,-0.12272727272727273
ES,lower_N10_median_k0,15,2019,216,90,101,-0.05092592592592592
ES,lower_N10_median_k0,15,2020,224,96,102,-0.026785714285714284
ES,lower_N10_median_k0,15,2021,214,100,90,0.04672897196261682
ES,lower_N10_median_k0,15,2022,230,91,94,-0.013043478260869565
ES,lower_N10_median_k0,30,2018,220,76,103,-0.12272727272727273
ES,lower_N10_median_k0,30,2019,216,91,102,-0.05092592592592592
ES,lower_N10_median_k0,30,2020,224,97,102,-0.022321428571428572
ES,lower_N10_median_k0,30,2021,214,100,90,0.04672897196261682
ES,lower_N10_median_k0,30,2022,230,91,94,-0.013043478260869565
ES,lower_N10_median_k0,60,2018,220,76,103,-0.12272727272727273
ES,lower_N10_median_k0,60,2019,216,91,102,-0.05092592592592592
ES,lower_N10_median_k0,60,2020,224,97,102,-0.022321428571428572
ES,lower_N10_median_k0,60,2021,214,100,90,0.04672897196261682
ES,lower_N10_median_k0,60,2022,230,91,94,-0.013043478260869565
ES,lower_N10_median_k0,120,2018,220,76,103,-0.12272727272727273
ES,lower_N10_median_k0,120,2019,216,91,102,-0.05092592592592592
ES,lower_N10_median_k0,120,2020,224,97,102,-0.022321428571428572
ES,lower_N10_median_k0,120,2021,214,100,90,0.04672897196261682
ES,lower_N10_median_k0,120,2022,230,91,94,-0.013043478260869565
ES,lower_N10_median_k1,5,2018,204,75,99,-0.11764705882352941
ES,lower_N10_median_k1,5,2019,199,78,88,-0.05025125628140704
ES,lower_N10_median_k1,5,2020,204,76,92,-0.0784313725490196
ES,lower_N10_median_k1,5,2021,195,88,84,0.020512820512820513
ES,lower_N10_median_k1,5,2022,218,101,78,0.10550458715596331
ES,lower_N10_median_k1,15,2018,204,75,99,-0.11764705882352941
ES,lower_N10_median_k1,15,2019,199,80,89,-0.04522613065326633
ES,lower_N10_median_k1,15,2020,204,80,95,-0.07352941176470588
ES,lower_N10_median_k1,15,2021,195,89,84,0.02564102564102564
ES,lower_N10_median_k1,15,2022,218,101,79,0.10091743119266056
ES,lower_N10_median_k1,30,2018,204,75,99,-0.11764705882352941
ES,lower_N10_median_k1,30,2019,199,81,89,-0.04020100502512563
ES,lower_N10_median_k1,30,2020,204,80,96,-0.0784313725490196
ES,lower_N10_median_k1,30,2021,195,89,84,0.02564102564102564
ES,lower_N10_median_k1,30,2022,218,101,79,0.10091743119266056
ES,lower_N10_median_k1,60,2018,204,75,99,-0.11764705882352941
ES,lower_N10_median_k1,60,2019,199,81,89,-0.04020100502512563
ES,lower_N10_median_k1,60,2020,204,80,96,-0.0784313725490196
ES,lower_N10_median_k1,60,2021,195,90,84,0.03076923076923077
ES,lower_N10_median_k1,60,2022,218,101,79,0.10091743119266056
ES,lower_N10_median_k1,120,2018,204,75,99,-0.11764705882352941
ES,lower_N10_median_k1,120,2019,199,81,89,-0.04020100502512563
ES,lower_N10_median_k1,120,2020,204,80,96,-0.0784313725490196
ES,lower_N10_median_k1,120,2021,195,90,84,0.03076923076923077
ES,lower_N10_median_k1,120,2022,218,101,79,0.10091743119266056
ES,lower_N10_median_k2,5,2018,185,75,87,-0.06486486486486487
ES,lower_N10_median_k2,5,2019,181,79,76,0.016574585635359115
ES,lower_N10_median_k2,5,2020,190,80,82,-0.010526315789473684
ES,lower_N10_median_k2,5,2021,174,71,75,-0.022988505747126436
ES,lower_N10_median_k2,5,2022,212,82,90,-0.03773584905660377
ES,lower_N10_median_k2,15,2018,185,75,88,-0.07027027027027027
ES,lower_N10_median_k2,15,2019,181,81,77,0.022099447513812154
ES,lower_N10_median_k2,15,2020,190,81,84,-0.015789473684210527
ES,lower_N10_median_k2,15,2021,174,71,77,-0.034482758620689655
ES,lower_N10_median_k2,15,2022,212,82,90,-0.03773584905660377
ES,lower_N10_median_k2,30,2018,185,75,88,-0.07027027027027027
ES,lower_N10_median_k2,30,2019,181,81,78,0.016574585635359115
ES,lower_N10_median_k2,30,2020,190,82,84,-0.010526315789473684
ES,lower_N10_median_k2,30,2021,174,71,77,-0.034482758620689655
ES,lower_N10_median_k2,30,2022,212,82,90,-0.03773584905660377
ES,lower_N10_median_k2,60,2018,185,75,88,-0.07027027027027027
ES,lower_N10_median_k2,60,2019,181,81,78,0.016574585635359115
ES,lower_N10_median_k2,60,2020,190,82,84,-0.010526315789473684
ES,lower_N10_median_k2,60,2021,174,71,77,-0.034482758620689655
ES,lower_N10_median_k2,60,2022,212,82,90,-0.03773584905660377
ES,lower_N10_median_k2,120,2018,185,75,88,-0.07027027027027027
ES,lower_N10_median_k2,120,2019,181,81,78,0.016574585635359115
ES,lower_N10_median_k2,120,2020,190,82,84,-0.010526315789473684
ES,lower_N10_median_k2,120,2021,174,71,77,-0.034482758620689655
ES,lower_N10_median_k2,120,2022,212,82,90,-0.03773584905660377
ES,lower_N10_median_k3,5,2018,169,60,84,-0.14201183431952663
ES,lower_N10_median_k3,5,2019,168,65,78,-0.07738095238095238
ES,lower_N10_median_k3,5,2020,167,78,68,0.059880239520958084
ES,lower_N10_median_k3,5,2021,164,66,76,-0.06097560975609756
ES,lower_N10_median_k3,5,2022,201,77,86,-0.04477611940298507
ES,lower_N10_median_k3,15,2018,169,60,84,-0.14201183431952663
ES,lower_N10_median_k3,15,2019,168,65,79,-0.08333333333333333
ES,lower_N10_median_k3,15,2020,167,78,69,0.05389221556886228
ES,lower_N10_median_k3,15,2021,164,66,77,-0.06707317073170732
ES,lower_N10_median_k3,15,2022,201,78,86,-0.03980099502487562
ES,lower_N10_median_k3,30,2018,169,60,84,-0.14201183431952663
ES,lower_N10_median_k3,30,2019,168,65,79,-0.08333333333333333
ES,lower_N10_median_k3,30,2020,167,78,69,0.05389221556886228
ES,lower_N10_median_k3,30,2021,164,66,77,-0.06707317073170732
ES,lower_N10_median_k3,30,2022,201,78,86,-0.03980099502487562
ES,lower_N10_median_k3,60,2018,169,60,84,-0.14201183431952663
ES,lower_N10_median_k3,60,2019,168,65,79,-0.08333333333333333
ES,lower_N10_median_k3,60,2020,167,78,69,0.05389221556886228
ES,lower_N10_median_k3,60,2021,164,66,77,-0.06707317073170732
ES,lower_N10_median_k3,60,2022,201,78,86,-0.03980099502487562
ES,lower_N10_median_k3,120,2018,169,60,84,-0.14201183431952663
ES,lower_N10_median_k3,120,2019,168,65,79,-0.08333333333333333
ES,lower_N10_median_k3,120,2020,167,78,69,0.05389221556886228
ES,lower_N10_median_k3,120,2021,164,66,77,-0.06707317073170732
ES,lower_N10_median_k3,120,2022,201,78,86,-0.03980099502487562
ES,lower_N20_ema_k0,5,2018,206,79,96,-0.0825242718446602
ES,lower_N20_ema_k0,5,2019,215,92,99,-0.03255813953488372
ES,lower_N20_ema_k0,5,2020,217,96,95,0.004608294930875576
ES,lower_N20_ema_k0,5,2021,215,98,99,-0.004651162790697674
ES,lower_N20_ema_k0,5,2022,224,91,92,-0.004464285714285714
ES,lower_N20_ema_k0,15,2018,206,79,97,-0.08737864077669903
ES,lower_N20_ema_k0,15,2019,215,95,99,-0.018604651162790697
ES,lower_N20_ema_k0,15,2020,217,98,98,0.0
ES,lower_N20_ema_k0,15,2021,215,99,100,-0.004651162790697674
ES,lower_N20_ema_k0,15,2022,224,91,92,-0.004464285714285714
ES,lower_N20_ema_k0,30,2018,206,79,97,-0.08737864077669903
ES,lower_N20_ema_k0,30,2019,215,95,99,-0.018604651162790697
ES,lower_N20_ema_k0,30,2020,217,98,98,0.0
ES,lower_N20_ema_k0,30,2021,215,100,100,0.0
ES,lower_N20_ema_k0,30,2022,224,91,92,-0.004464285714285714
ES,lower_N20_ema_k0,60,2018,206,79,97,-0.08737864077669903
ES,lower_N20_ema_k0,60,2019,215,95,99,-0.018604651162790697
ES,lower_N20_ema_k0,60,2020,217,98,98,0.0
ES,lower_N20_ema_k0,60,2021,215,100,100,0.0
ES,lower_N20_ema_k0,60,2022,224,91,92,-0.004464285714285714
ES,lower_N20_ema_k0,120,2018,206,79,97,-0.08737864077669903
ES,lower_N20_ema_k0,120,2019,215,95,99,-0.018604651162790697
ES,lower_N20_ema_k0,120,2020,217,98,98,0.0
ES,lower_N20_ema_k0,120,2021,215,100,100,0.0
ES,lower_N20_ema_k0,120,2022,224,91,92,-0.004464285714285714
ES,lower_N20_ema_k1,5,2018,190,72,91,-0.1
ES,lower_N20_ema_k1,5,2019,196,85,87,-0.01020408163265306
ES,lower_N20_ema_k1,5,2020,201,82,98,-0.07960199004975124
ES,lower_N20_ema_k1,5,2021,187,88,82,0.03208556149732621
ES,lower_N20_ema_k1,5,2022,216,102,75,0.125
ES,lower_N20_ema_k1,15,2018,190,73,93,-0.10526315789473684
ES,lower_N20_ema_k1,15,2019,196,87,88,-0.00510204081632653
ES,lower_N20_ema_k1,15,2020,201,85,101,-0.07960199004975124
ES,lower_N20_ema_k1,15,2021,187,88,82,0.03208556149732621
ES,lower_N20_ema_k1,15,2022,216,102,75,0.125
ES,lower_N20_ema_k1,30,2018,190,73,94,-0.11052631578947368
ES,lower_N20_ema_k1,30,2019,196,87,89,-0.01020408163265306
ES,lower_N20_ema_k1,30,2020,201,85,101,-0.07960199004975124
ES,lower_N20_ema_k1,30,2021,187,88,82,0.03208556149732621
ES,lower_N20_ema_k1,30,2022,216,102,75,0.125
ES,lower_N20_ema_k1,60,2018,190,73,94,-0.11052631578947368
ES,lower_N20_ema_k1,60,2019,196,87,90,-0.015306122448979591
ES,lower_N20_ema_k1,60,2020,201,85,101,-0.07960199004975124
ES,lower_N20_ema_k1,60,2021,187,88,82,0.03208556149732621
ES,lower_N20_ema_k1,60,2022,216,102,75,0.125
ES,lower_N20_ema_k1,120,2018,190,73,94,-0.11052631578947368
ES,lower_N20_ema_k1,120,2019,196,87,90,-0.015306122448979591
ES,lower_N20_ema_k1,120,2020,201,85,101,-0.07960199004975124
ES,lower_N20_ema_k1,120,2021,187,88,82,0.03208556149732621
ES,lower_N20_ema_k1,120,2022,216,102,75,0.125
ES,lower_N20_ema_k2,5,2018,168,69,77,-0.047619047619047616
ES,lower_N20_ema_k2,5,2019,173,79,73,0.03468208092485549
ES,lower_N20_ema_k2,5,2020,184,76,89,-0.07065217391304347
ES,lower_N20_ema_k2,5,2021,166,65,78,-0.0783132530120482
ES,lower_N20_ema_k2,5,2022,206,84,90,-0.02912621359223301
ES,lower_N20_ema_k2,15,2018,168,70,77,-0.041666666666666664
ES,lower_N20_ema_k2,15,2019,173,82,75,0.04046242774566474
ES,lower_N20_ema_k2,15,2020,184,77,92,-0.08152173913043478
ES,lower_N20_ema_k2,15,2021,166,65,78,-0.0783132530120482
ES,lower_N20_ema_k2,15,2022,206,84,90,-0.02912621359223301
ES,lower_N20_ema_k2,30,2018,168,70,77,-0.041666666666666664
ES,lower_N20_ema_k2,30,2019,173,82,75,0.04046242774566474
ES,lower_N20_ema_k2,30,2020,184,77,92,-0.08152173913043478
ES,lower_N20_ema_k2,30,2021,166,65,78,-0.0783132530120482
ES,lower_N20_ema_k2,30,2022,206,84,90,-0.02912621359223301
ES,lower_N20_ema_k2,60,2018,168,70,77,-0.041666666666666664
ES,lower_N20_ema_k2,60,2019,173,82,75,0.04046242774566474
ES,lower_N20_ema_k2,60,2020,184,77,92,-0.08152173913043478
ES,lower_N20_ema_k2,60,2021,166,65,78,-0.0783132530120482
ES,lower_N20_ema_k2,60,2022,206,84,90,-0.02912621359223301
ES,lower_N20_ema_k2,120,2018,168,70,77,-0.041666666666666664
ES,lower_N20_ema_k2,120,2019,173,82,75,0.04046242774566474
ES,lower_N20_ema_k2,120,2020,184,77,92,-0.08152173913043478
ES,lower_N20_ema_k2,120,2021,166,65,78,-0.0783132530120482
ES,lower_N20_ema_k2,120,2022,206,84,90,-0.02912621359223301
ES,lower_N20_ema_k3,5,2018,158,68,74,-0.0379746835443038
ES,lower_N20_ema_k3,5,2019,161,74,70,0.024844720496894408
ES,lower_N20_ema_k3,5,2020,156,70,64,0.038461538461538464
ES,lower_N20_ema_k3,5,2021,154,69,70,-0.006493506493506494
ES,lower_N20_ema_k3,5,2022,201,84,88,-0.01990049751243781
ES,lower_N20_ema_k3,15,2018,158,68,74,-0.0379746835443038
ES,lower_N20_ema_k3,15,2019,161,74,73,0.006211180124223602
ES,lower_N20_ema_k3,15,2020,156,72,67,0.03205128205128205
ES,lower_N20_ema_k3,15,2021,154,70,70,0.0
ES,lower_N20_ema_k3,15,2022,201,84,88,-0.01990049751243781
ES,lower_N20_ema_k3,30,2018,158,68,74,-0.0379746835443038
ES,lower_N20_ema_k3,30,2019,161,74,73,0.006211180124223602
ES,lower_N20_ema_k3,30,2020,156,72,67,0.03205128205128205
ES,lower_N20_ema_k3,30,2021,154,70,70,0.0
ES,lower_N20_ema_k3,30,2022,201,84,88,-0.01990049751243781
ES,lower_N20_ema_k3,60,2018,158,68,74,-0.0379746835443038
ES,lower_N20_ema_k3,60,2019,161,74,73,0.006211180124223602
ES,lower_N20_ema_k3,60,2020,156,72,67,0.03205128205128205
ES,lower_N20_ema_k3,60,2021,154,70,70,0.0
ES,lower_N20_ema_k3,60,2022,201,84,88,-0.01990049751243781
ES,lower_N20_ema_k3,120,2018,158,68,74,-0.0379746835443038
ES,lower_N20_ema_k3,120,2019,161,74,73,0.006211180124223602
ES,lower_N20_ema_k3,120,2020,156,72,67,0.03205128205128205
ES,lower_N20_ema_k3,120,2021,154,70,70,0.0
ES,lower_N20_ema_k3,120,2022,201,84,88,-0.01990049751243781
ES,lower_N20_mean_k0,5,2018,206,78,100,-0.10679611650485436
ES,lower_N20_mean_k0,5,2019,215,92,100,-0.037209302325581395
ES,lower_N20_mean_k0,5,2020,219,94,99,-0.0228310502283105
ES,lower_N20_mean_k0,5,2021,214,101,94,0.03271028037383177
ES,lower_N20_mean_k0,5,2022,225,89,99,-0.044444444444444446
ES,lower_N20_mean_k0,15,2018,206,79,100,-0.10194174757281553
ES,lower_N20_mean_k0,15,2019,215,96,101,-0.023255813953488372
ES,lower_N20_mean_k0,15,2020,219,95,104,-0.0410958904109589
ES,lower_N20_mean_k0,15,2021,214,101,97,0.018691588785046728
ES,lower_N20_mean_k0,15,2022,225,89,99,-0.044444444444444446
ES,lower_N20_mean_k0,30,2018,206,79,100,-0.10194174757281553
ES,lower_N20_mean_k0,30,2019,215,96,101,-0.023255813953488372
ES,lower_N20_mean_k0,30,2020,219,95,105,-0.045662100456621
ES,lower_N20_mean_k0,30,2021,214,102,97,0.02336448598130841
ES,lower_N20_mean_k0,30,2022,225,89,99,-0.044444444444444446
ES,lower_N20_mean_k0,60,2018,206,79,100,-0.10194174757281553
ES,lower_N20_mean_k0,60,2019,215,96,101,-0.023255813953488372
ES,lower_N20_mean_k0,60,2020,219,95,105,-0.045662100456621
ES,lower_N20_mean_k0,60,2021,214,102,97,0.02336448598130841
ES,lower_N20_mean_k0,60,2022,225,89,99,-0.044444444444444446
ES,lower_N20_mean_k0,120,2018,206,79,100,-0.10194174757281553
ES,lower_N20_mean_k0,120,2019,215,96,101,-0.023255813953488372
ES,lower_N20_mean_k0,120,2020,219,95,105,-0.045662100456621
ES,lower_N20_mean_k0,120,2021,214,102,97,0.02336448598130841
ES,lower_N20_mean_k0,120,2022,225,89,99,-0.044444444444444446
ES,lower_N20_mean_k1,5,2018,186,68,92,-0.12903225806451613
ES,lower_N20_mean_k1,5,2019,194,89,79,0.05154639175257732
ES,lower_N20_mean_k1,5,2020,199,81,95,-0.07035175879396985
ES,lower_N20_mean_k1,5,2021,189,91,79,0.06349206349206349
ES,lower_N20_mean_k1,5,2022,216,111,68,0.19907407407407407
ES,lower_N20_mean_k1,15,2018,186,69,93,-0.12903225806451613
ES,lower_N20_mean_k1,15,2019,194,91,81,0.05154639175257732
ES,lower_N20_mean_k1,15,2020,199,85,97,-0.06030150753768844
ES,lower_N20_mean_k1,15,2021,189,91,80,0.0582010582010582
ES,lower_N20_mean_k1,15,2022,216,111,68,0.19907407407407407
ES,lower_N20_mean_k1,30,2018,186,69,93,-0.12903225806451613
ES,lower_N20_mean_k1,30,2019,194,91,82,0.04639175257731959
ES,lower_N20_mean_k1,30,2020,199,87,97,-0.05025125628140704
ES,lower_N20_mean_k1,30,2021,189,91,80,0.0582010582010582
ES,lower_N20_mean_k1,30,2022,216,111,68,0.19907407407407407
ES,lower_N20_mean_k1,60,2018,186,69,93,-0.12903225806451613
ES,lower_N20_mean_k1,60,2019,194,91,83,0.041237113402061855
ES,lower_N20_mean_k1,60,2020,199,87,97,-0.05025125628140704
ES,lower_N20_mean_k1,60,2021,189,91,80,0.0582010582010582
ES,lower_N20_mean_k1,60,2022,216,111,68,0.19907407407407407
ES,lower_N20_mean_k1,120,2018,186,69,93,-0.12903225806451613
ES,lower_N20_mean_k1,120,2019,194,91,83,0.041237113402061855
ES,lower_N20_mean_k1,120,2020,199,87,97,-0.05025125628140704
ES,lower_N20_mean_k1,120,2021,189,91,80,0.0582010582010582
ES,lower_N20_mean_k1,120,2022,216,111,68,0.19907407407407407
ES,lower_N20_mean_k2,5,2018,169,64,85,-0.1242603550295858
ES,lower_N20_mean_k2,5,2019,174,78,78,0.0
