instrument,level_id,horizon,n_touch_events,n_nontied_barrier,n_years_with_floor,cont_minus_rev_diff,q_value,median_signed_close_sd,classification
ES,upper_N5_ema_k0,60,1143,927,5,0.022563176895306847,0.8611167867689987,0.74824136482176,MIXED_OR_NULL
ES,upper_N5_ema_k0,120,1143,927,5,0.022563176895306847,0.8415459507060669,0.8292041729561646,MIXED_OR_NULL
ES,upper_N5_ema_k1,30,1046,868,5,0.03898635477582846,0.7715714096451649,0.38224599598341974,MIXED_OR_NULL
ES,upper_N5_ema_k1,60,1046,869,5,0.03801169590643272,0.8083129053425537,0.6105718517860759,MIXED_OR_NULL
ES,upper_N5_ema_k1,120,1046,869,5,0.03801169590643272,0.7962135592649535,0.8517385590278173,MIXED_OR_NULL
ES,upper_N5_ema_k2,30,966,812,5,0.029535864978902926,0.7981310043602048,0.21830476497012952,MIXED_OR_NULL
ES,upper_N5_ema_k2,60,966,812,5,0.029535864978902926,0.8437384903236451,0.44147912777688814,MIXED_OR_NULL
ES,upper_N5_ema_k2,120,966,812,5,0.029535864978902926,0.8296779303876447,1.1237753969755675,MIXED_OR_NULL
ES,upper_N5_ema_k3,30,890,763,5,0.035347776510832374,0.7981310043602048,0.22592394778149447,MIXED_OR_NULL
ES,upper_N5_ema_k3,60,890,765,5,0.03762827822120868,0.8108343120160185,0.9854704748633487,MIXED_OR_NULL
ES,upper_N5_ema_k3,120,890,765,5,0.03762827822120868,0.7962135592649535,0.902116205760172,MIXED_OR_NULL
ES,upper_N5_mean_k0,30,1146,946,5,0.014349775784753382,0.8984461909732973,0.4082482904638631,MIXED_OR_NULL
ES,upper_N5_mean_k0,60,1146,947,5,0.015246636771300448,0.8943044904672336,0.7181848464594212,MIXED_OR_NULL
ES,upper_N5_mean_k0,120,1146,947,5,0.015246636771300448,0.8677851768981992,0.7281999926931302,MIXED_OR_NULL
ES,upper_N5_mean_k1,30,1052,872,5,0.03689320388349515,0.7859236537401177,0.31206248514522844,MIXED_OR_NULL
ES,upper_N5_mean_k1,60,1052,873,5,0.035922330097087396,0.8108343120160185,0.6016670373817552,MIXED_OR_NULL
ES,upper_N5_mean_k1,120,1052,873,5,0.035922330097087396,0.7962135592649535,0.7908746602534529,MIXED_OR_NULL
ES,upper_N5_mean_k2,30,966,807,5,0.020021074815595397,0.8744487529065605,0.2754182230720163,MIXED_OR_NULL
ES,upper_N5_mean_k2,60,966,807,5,0.020021074815595397,0.8748484406938318,0.4265555924009525,MIXED_OR_NULL
ES,upper_N5_mean_k2,120,966,807,5,0.020021074815595397,0.8677851768981992,1.0085278242722524,MIXED_OR_NULL
ES,upper_N5_mean_k3,30,885,751,5,0.05160550458715596,0.7715714096451649,0.38133945054912993,MIXED_OR_NULL
ES,upper_N5_mean_k3,60,885,751,5,0.05160550458715596,0.7879584284322592,1.0854728451850697,MIXED_OR_NULL
ES,upper_N5_mean_k3,120,885,751,5,0.05160550458715596,0.7962135592649535,1.0821328876078975,MIXED_OR_NULL
ES,upper_N5_median_k0,30,1174,956,5,-0.017543859649122806,0.8744487529065605,0.33875021769359703,MIXED_OR_NULL
ES,upper_N5_median_k0,60,1174,957,5,-0.016666666666666663,0.8748484406938318,0.6562888690689879,MIXED_OR_NULL
ES,upper_N5_median_k0,120,1174,957,5,-0.016666666666666663,0.8677851768981992,0.604078417468134,MIXED_OR_NULL
ES,upper_N5_median_k1,30,1065,861,5,-0.03750000000000003,0.7715714096451649,0.2869801860220409,MIXED_OR_NULL
ES,upper_N5_median_k1,60,1065,862,5,-0.03846153846153849,0.8083129053425537,0.6249067311327154,MIXED_OR_NULL
ES,upper_N5_median_k1,120,1065,862,5,-0.03846153846153849,0.7962135592649535,0.7537411577998023,MIXED_OR_NULL
ES,upper_N5_median_k2,30,984,825,5,0.025853154084798324,0.8102798847173216,0.32112225021627866,MIXED_OR_NULL
ES,upper_N5_median_k2,60,984,825,5,0.025853154084798324,0.8499139774702702,0.43354292083390444,MIXED_OR_NULL
ES,upper_N5_median_k2,120,984,825,5,0.025853154084798324,0.8296779303876447,0.9514591494905509,MIXED_OR_NULL
ES,upper_N5_median_k3,30,897,767,5,0.09852774631936578,0.08093669076611709,0.4268234950250252,MIXED_OR_NULL
ES,upper_N5_median_k3,60,897,768,5,0.09966024915062288,0.07206141541557787,0.8533731779426752,MIXED_OR_NULL
ES,upper_N5_median_k3,120,897,768,5,0.09966024915062288,0.07206141541557787,1.0824829046387943,MIXED_OR_NULL
NQ,ON_VWAP_0,30,986,864,5,0.02969247083775184,0.6993648552170488,0.001266799253383976,MIXED_OR_NULL
NQ,ON_VWAP_0,60,986,907,5,0.030752916224814464,0.6993648552170488,0.007332290349696006,MIXED_OR_NULL
NQ,ON_VWAP_0,120,986,923,5,0.03499469777306474,0.6825952137184383,0.046185948475198746,MIXED_OR_NULL
NQ,ON_VWAP_m1,30,906,805,5,-0.0011520737327189168,1.0,-0.017375825940802784,MIXED_OR_NULL
NQ,ON_VWAP_m1,60,906,844,5,0.0,1.0,-0.020368729803273096,MIXED_OR_NULL
NQ,ON_VWAP_m1,120,906,857,5,0.003456221198156695,0.9819372836603306,-0.029340143057858745,MIXED_OR_NULL
NQ,ON_VWAP_m2,30,718,655,5,0.04700854700854701,0.6447101956905427,-0.128014952817948,MIXED_OR_NULL
NQ,ON_VWAP_m2,60,718,681,5,0.049857549857549865,0.5520536681810854,-0.1757622079714667,MIXED_OR_NULL
NQ,ON_VWAP_m2,120,718,692,5,0.05698005698005704,0.5165053962001601,-0.27525407906888777,MIXED_OR_NULL
NQ,ON_VWAP_m3,30,524,488,5,-0.01949317738791423,0.9216512124424209,-0.18784678375780078,MIXED_OR_NULL
NQ,ON_VWAP_m3,60,524,501,5,-0.021442495126705652,0.9074423876441735,-0.4358769762250171,MIXED_OR_NULL
NQ,ON_VWAP_m3,120,524,507,5,-0.0292397660818714,0.805895304348051,-0.40762950447157886,MIXED_OR_NULL
NQ,ON_VWAP_p1,30,941,837,5,-0.03867403314917128,0.6447101956905427,-0.022958845243097173,MIXED_OR_NULL
NQ,ON_VWAP_p1,60,941,868,5,-0.04419889502762436,0.5502683463443514,-0.014777477865629454,MIXED_OR_NULL
NQ,ON_VWAP_p1,120,941,889,5,-0.04309392265193368,0.621863858963527,0.1936784161716681,MIXED_OR_NULL
NQ,ON_VWAP_p2,30,736,650,5,0.0,1.0,0.24394866429619458,MIXED_OR_NULL
NQ,ON_VWAP_p2,60,736,695,5,0.01532033426183843,0.9074423876441735,0.24020739300824173,MIXED_OR_NULL
NQ,ON_VWAP_p2,120,736,710,5,0.008356545961002826,0.9819372836603306,0.36615060049693837,MIXED_OR_NULL
NQ,ON_VWAP_p3,30,528,443,5,-0.04038461538461541,0.6993648552170488,0.09634896512655125,MIXED_OR_NULL
NQ,ON_VWAP_p3,60,528,489,5,-0.04807692307692307,0.6456198587814997,0.2618098967548755,MIXED_OR_NULL
NQ,ON_VWAP_p3,120,528,506,5,-0.0461538461538461,0.6862344486713637,0.3622882035297764,MIXED_OR_NULL
NQ,PR_VWAP_0,30,504,333,5,-0.03838383838383841,0.6993648552170488,-0.04852685467377441,MIXED_OR_NULL
NQ,PR_VWAP_0,60,504,411,5,-0.058585858585858575,0.5502683463443514,-0.04910296537237494,MIXED_OR_NULL
NQ,PR_VWAP_0,120,504,451,5,-0.04242424242424242,0.6993648552170488,0.024197762328235922,MIXED_OR_NULL
NQ,PR_VWAP_m1,30,449,333,5,-0.03908045977011493,0.7116056459057853,0.03908697896462269,MIXED_OR_NULL
NQ,PR_VWAP_m1,60,449,382,5,-0.027586206896551724,0.8657061612102163,-0.0686638714975408,MIXED_OR_NULL
NQ,PR_VWAP_m1,120,449,406,5,-0.04137931034482756,0.7457090416337838,0.031066908723217223,MIXED_OR_NULL
NQ,PR_VWAP_m2,30,378,276,5,0.0918918918918919,0.32811565670769893,-0.006069645320448634,MIXED_OR_NULL
NQ,PR_VWAP_m2,60,378,321,5,0.06756756756756754,0.5502683463443514,-0.08703113077199653,MIXED_OR_NULL
NQ,PR_VWAP_m2,120,378,352,5,0.054054054054054,0.6862344486713637,-0.065079204080303,MIXED_OR_NULL
NQ,PR_VWAP_m3,30,283,220,5,0.07194244604316546,0.6373308035715305,0.06943469559180046,MIXED_OR_NULL
NQ,PR_VWAP_m3,60,283,248,5,0.07913669064748197,0.5502683463443514,-0.15903641254534828,MIXED_OR_NULL
NQ,PR_VWAP_m3,120,283,264,5,0.08633093525179858,0.5199735090016593,-0.12286574508894885,MIXED_OR_NULL
NQ,PR_VWAP_p1,30,529,330,5,0.0038684719535783674,1.0,-0.010986993854243563,MIXED_OR_NULL
NQ,PR_VWAP_p1,60,529,409,5,0.017408123791102514,0.9074423876441735,0.04649050671899006,MIXED_OR_NULL
NQ,PR_VWAP_p1,120,529,461,5,-0.005802707930367523,0.9819372836603306,-0.002493169325656598,MIXED_OR_NULL
NQ,PR_VWAP_p2,30,472,298,5,-0.013043478260869545,0.9486377840631752,0.010581388697057732,MIXED_OR_NULL
NQ,PR_VWAP_p2,60,472,359,5,0.0065217391304348005,0.9871948623500423,0.07324671259091403,MIXED_OR_NULL
NQ,PR_VWAP_p2,120,472,410,5,-0.004347826086956552,0.9819372836603306,0.044759681042024456,MIXED_OR_NULL
NQ,PR_VWAP_p3,30,326,210,5,0.08777429467084641,0.3342162817965399,0.1831638333435416,MIXED_OR_NULL
NQ,PR_VWAP_p3,60,326,258,5,0.10031347962382442,0.33849166768835753,0.25589200632895426,MIXED_OR_NULL
NQ,PR_VWAP_p3,120,326,288,5,0.10031347962382442,0.3584113768631406,0.2887375523868472,MIXED_OR_NULL
NQ,lower_N10_ema_k0,30,1107,929,5,-0.01942645698427381,0.8073091024748726,-0.2665846029346818,MIXED_OR_NULL
NQ,lower_N10_ema_k0,60,1107,929,5,-0.01942645698427381,0.8222592710392221,-0.6267196509150172,MIXED_OR_NULL
NQ,lower_N10_ema_k0,120,1107,929,5,-0.01942645698427381,0.805895304348051,-0.6197598740572074,MIXED_OR_NULL
NQ,lower_N10_ema_k1,30,1008,837,5,-0.013171225937183395,0.9216512124424209,-0.2766229407463391,MIXED_OR_NULL
NQ,lower_N10_ema_k1,60,1008,837,5,-0.013171225937183395,0.9074423876441735,-0.3658525917563597,MIXED_OR_NULL
NQ,lower_N10_ema_k1,120,1008,837,5,-0.013171225937183395,0.9259709421042706,-0.528828029639302,MIXED_OR_NULL
NQ,lower_N10_ema_k2,30,927,798,5,-0.022002200220022028,0.8073091024748726,-0.18122019562577432,MIXED_OR_NULL
NQ,lower_N10_ema_k2,60,927,798,5,-0.022002200220022028,0.8222592710392221,-0.4424253484864676,MIXED_OR_NULL
NQ,lower_N10_ema_k2,120,927,798,5,-0.022002200220022028,0.805895304348051,-1.002698162326765,MIXED_OR_NULL
NQ,lower_N10_ema_k3,30,841,732,5,-0.0024213075060532385,1.0,-0.2541799871692081,MIXED_OR_NULL
NQ,lower_N10_ema_k3,60,841,732,5,-0.0024213075060532385,0.9936270132277155,-0.434087429413598,MIXED_OR_NULL
NQ,lower_N10_ema_k3,120,841,732,5,-0.0024213075060532385,0.9819372836603306,-0.66462224026031,MIXED_OR_NULL
NQ,lower_N10_mean_k0,30,1103,929,5,-0.01764159702878365,0.8520724663289572,-0.26145377973594897,MIXED_OR_NULL
NQ,lower_N10_mean_k0,60,1103,930,5,-0.018570102135561706,0.833862762814574,-0.44644326640015414,MIXED_OR_NULL
NQ,lower_N10_mean_k0,120,1103,930,5,-0.018570102135561706,0.805895304348051,-0.6171586570836417,MIXED_OR_NULL
NQ,lower_N10_mean_k1,30,1008,845,5,-0.005065856129685908,1.0,-0.16580611716810265,MIXED_OR_NULL
NQ,lower_N10_mean_k1,60,1008,845,5,-0.005065856129685908,0.9871948623500423,-0.2706539607541943,MIXED_OR_NULL
NQ,lower_N10_mean_k1,120,1008,845,5,-0.005065856129685908,0.9819372836603306,-0.5644006385332463,MIXED_OR_NULL
NQ,lower_N10_mean_k2,30,923,797,5,-0.007726269315673273,0.9934307358876094,-0.251603830065146,MIXED_OR_NULL
NQ,lower_N10_mean_k2,60,923,797,5,-0.007726269315673273,0.9798220956699709,-0.3661191407011675,MIXED_OR_NULL
NQ,lower_N10_mean_k2,120,923,797,5,-0.007726269315673273,0.9819372836603306,-0.8709600745884445,MIXED_OR_NULL
NQ,lower_N10_mean_k3,30,844,737,5,0.0036188178528347437,1.0,-0.2300100216323326,MIXED_OR_NULL
NQ,lower_N10_mean_k3,60,844,737,5,0.0036188178528347437,0.9871948623500423,-0.3724725512578079,MIXED_OR_NULL
NQ,lower_N10_mean_k3,120,844,737,5,0.0036188178528347437,0.9819372836603306,-0.8404798522804408,MIXED_OR_NULL
NQ,lower_N10_median_k0,30,1129,943,5,-0.015440508628519534,0.8931665148050288,-0.21892795128251893,MIXED_OR_NULL
NQ,lower_N10_median_k0,60,1129,944,5,-0.014532243415077195,0.9074423876441735,-0.5830466042918071,MIXED_OR_NULL
NQ,lower_N10_median_k0,120,1129,944,5,-0.014532243415077195,0.9116371980476603,-0.7734823014234353,MIXED_OR_NULL
NQ,lower_N10_median_k1,30,1025,855,5,-0.01294820717131473,0.9216512124424209,-0.3313641426391586,MIXED_OR_NULL
NQ,lower_N10_median_k1,60,1025,856,5,-0.01195219123505975,0.9074423876441735,-0.4696247182739247,MIXED_OR_NULL
NQ,lower_N10_median_k1,120,1025,856,5,-0.01195219123505975,0.9353636918793788,-0.7058335002569958,MIXED_OR_NULL
NQ,lower_N10_median_k2,30,937,813,5,0.005434782608695621,1.0,-0.11345433791071478,MIXED_OR_NULL
NQ,lower_N10_median_k2,60,937,813,5,0.005434782608695621,0.9871948623500423,-0.4622883499700161,MIXED_OR_NULL
NQ,lower_N10_median_k2,120,937,813,5,0.005434782608695621,0.9819372836603306,-0.7157547694007549,MIXED_OR_NULL
NQ,lower_N10_median_k3,30,856,740,5,0.0356718192627824,0.6825952137184383,-0.27145605366043324,MIXED_OR_NULL
NQ,lower_N10_median_k3,60,856,740,5,0.0356718192627824,0.6475903309636466,-0.34012137567127504,MIXED_OR_NULL
NQ,lower_N10_median_k3,120,856,740,5,0.0356718192627824,0.6825952137184383,-0.7485315502604977,MIXED_OR_NULL
NQ,lower_N20_ema_k0,30,1099,945,5,-0.012126865671641784,0.9216512124424209,-0.19168986335241045,MIXED_OR_NULL
NQ,lower_N20_ema_k0,60,1099,946,5,-0.013059701492537323,0.9074423876441735,-0.5403973449737336,MIXED_OR_NULL
NQ,lower_N20_ema_k0,120,1099,946,5,-0.013059701492537323,0.9259709421042706,-0.5079012305183761,MIXED_OR_NULL
NQ,lower_N20_ema_k1,30,987,856,5,0.008255933952528383,0.9822470082972892,-0.2330628023876435,MIXED_OR_NULL
NQ,lower_N20_ema_k1,60,987,857,5,0.009287925696594423,0.9372338807823815,-0.40128118080092556,MIXED_OR_NULL
NQ,lower_N20_ema_k1,120,987,857,5,0.009287925696594423,0.964011991661878,-0.4263630468016891,MIXED_OR_NULL
NQ,lower_N20_ema_k2,30,907,809,5,-0.01905829596412556,0.8657061612102163,-0.22776353321721515,MIXED_OR_NULL
NQ,lower_N20_ema_k2,60,907,809,5,-0.01905829596412556,0.8657061612102163,-0.41648267130945815,MIXED_OR_NULL
NQ,lower_N20_ema_k2,120,907,809,5,-0.01905829596412556,0.8507801929134884,-0.6976769689961058,MIXED_OR_NULL
NQ,lower_N20_ema_k3,30,819,711,5,0.03593556381660473,0.6825952137184383,-0.26362712410064254,MIXED_OR_NULL
NQ,lower_N20_ema_k3,60,819,711,5,0.03593556381660473,0.6475903309636466,-0.4474567970073481,MIXED_OR_NULL
NQ,lower_N20_ema_k3,120,819,711,5,0.03593556381660473,0.6825952137184383,-0.8922761375208108,MIXED_OR_NULL
NQ,lower_N20_mean_k0,30,1100,947,5,-0.012115563839701748,0.9216512124424209,-0.23699713208874623,MIXED_OR_NULL
NQ,lower_N20_mean_k0,60,1100,947,5,-0.012115563839701748,0.9074423876441735,-0.6241060240243527,MIXED_OR_NULL
NQ,lower_N20_mean_k0,120,1100,947,5,-0.012115563839701748,0.9353636918793788,-0.6257667417108352,MIXED_OR_NULL
NQ,lower_N20_mean_k1,30,989,855,5,-0.011340206185567026,0.9389205009783808,-0.16057712147321218,MIXED_OR_NULL
NQ,lower_N20_mean_k1,60,989,855,5,-0.011340206185567026,0.9124720361620884,-0.45424783643634453,MIXED_OR_NULL
NQ,lower_N20_mean_k1,120,989,855,5,-0.011340206185567026,0.9389205009783808,-0.41691246242303515,MIXED_OR_NULL
NQ,lower_N20_mean_k2,30,904,815,5,-0.01460674157303371,0.9216512124424209,-0.19022085065320962,MIXED_OR_NULL
NQ,lower_N20_mean_k2,60,904,815,5,-0.01460674157303371,0.9074423876441735,-0.37173092099991095,MIXED_OR_NULL
NQ,lower_N20_mean_k2,120,904,815,5,-0.01460674157303371,0.9259709421042706,-0.5646089681253863,MIXED_OR_NULL
NQ,lower_N20_mean_k3,30,821,716,5,0.02719406674907293,0.7750526123850352,-0.2190276231088748,MIXED_OR_NULL
NQ,lower_N20_mean_k3,60,821,716,5,0.02719406674907293,0.7890249328801078,-0.2517023834997865,MIXED_OR_NULL
NQ,lower_N20_mean_k3,120,821,716,5,0.02719406674907293,0.7729223832294934,-0.9211104889471765,MIXED_OR_NULL
NQ,lower_N20_median_k0,30,1116,954,5,0.003676470588235281,1.0,-0.22804376965664944,MIXED_OR_NULL
NQ,lower_N20_median_k0,60,1116,954,5,0.003676470588235281,0.9871948623500423,-0.49404808962279523,MIXED_OR_NULL
NQ,lower_N20_median_k0,120,1116,954,5,0.003676470588235281,0.9819372836603306,-0.49908743971303093,MIXED_OR_NULL
NQ,lower_N20_median_k1,30,1007,872,5,-0.036437246963562764,0.6447101956905427,-0.24489636200452675,MIXED_OR_NULL
NQ,lower_N20_median_k1,60,1007,873,5,-0.03542510121457493,0.6408037696828855,-0.46580050313683474,MIXED_OR_NULL
NQ,lower_N20_median_k1,120,1007,873,5,-0.03542510121457493,0.6796403617848785,-0.40806565360628333,MIXED_OR_NULL
NQ,lower_N20_median_k2,30,923,812,5,0.024229074889867863,0.7932132467227079,-0.21599525646220896,MIXED_OR_NULL
NQ,lower_N20_median_k2,60,923,813,5,0.025330396475770955,0.7890249328801078,-0.38929875146786985,MIXED_OR_NULL
NQ,lower_N20_median_k2,120,923,813,5,0.025330396475770955,0.7729223832294934,-0.6360547714463858,MIXED_OR_NULL
NQ,lower_N20_median_k3,30,836,743,5,0.023058252427184456,0.8073091024748726,-0.21917037482289492,MIXED_OR_NULL
NQ,lower_N20_median_k3,60,836,743,5,0.023058252427184456,0.8222592710392221,-0.3279394905865699,MIXED_OR_NULL
NQ,lower_N20_median_k3,120,836,743,5,0.023058252427184456,0.805895304348051,-1.0538678002312007,MIXED_OR_NULL
NQ,lower_N5_ema_k0,30,1111,891,5,-0.03974121996303143,0.561571389721792,-0.28355842226088446,MIXED_OR_NULL
NQ,lower_N5_ema_k0,60,1111,891,5,-0.03974121996303143,0.5502683463443514,-0.5403661124030101,MIXED_OR_NULL
NQ,lower_N5_ema_k0,120,1111,891,5,-0.03974121996303143,0.5199735090016593,-0.5276906249073727,MIXED_OR_NULL
NQ,lower_N5_ema_k1,30,1019,820,5,0.010030090270812475,0.9389205009783808,-0.21091116398737833,MIXED_OR_NULL
NQ,lower_N5_ema_k1,60,1019,820,5,0.010030090270812475,0.9124720361620884,-0.41316050137509086,MIXED_OR_NULL
NQ,lower_N5_ema_k1,120,1019,820,5,0.010030090270812475,0.9389205009783808,-0.5213014569784933,MIXED_OR_NULL
NQ,lower_N5_ema_k2,30,946,763,5,0.0010775862068965747,1.0,-0.4018773262274743,MIXED_OR_NULL
NQ,lower_N5_ema_k2,60,946,763,5,0.0010775862068965747,1.0,-0.5142319548960426,MIXED_OR_NULL
NQ,lower_N5_ema_k2,120,946,763,5,0.0010775862068965747,1.0,-0.9988471566506747,MIXED_OR_NULL
NQ,lower_N5_ema_k3,30,873,727,5,-0.02453271028037385,0.7932132467227079,-0.32260854287624185,MIXED_OR_NULL
NQ,lower_N5_ema_k3,60,873,727,5,-0.02453271028037385,0.8042872328196016,-0.5840834611639121,MIXED_OR_NULL
NQ,lower_N5_ema_k3,120,873,727,5,-0.02453271028037385,0.7882014881632096,-1.1791869906110506,MIXED_OR_NULL
NQ,lower_N5_mean_k0,30,1112,894,5,-0.044280442804428055,0.43344090719376716,-0.31257557733304653,MIXED_OR_NULL
NQ,lower_N5_mean_k0,60,1112,894,5,-0.044280442804428055,0.45314276661166564,-0.6537955416301463,MIXED_OR_NULL
NQ,lower_N5_mean_k0,120,1112,894,5,-0.044280442804428055,0.45314276661166564,-0.5485677414417527,MIXED_OR_NULL
NQ,lower_N5_mean_k1,30,1017,816,5,0.004020100502512558,1.0,-0.2311657894386731,MIXED_OR_NULL
NQ,lower_N5_mean_k1,60,1017,816,5,0.004020100502512558,0.9871948623500423,-0.3766553108786687,MIXED_OR_NULL
NQ,lower_N5_mean_k1,120,1017,816,5,0.004020100502512558,0.9819372836603306,-0.4772237784427568,MIXED_OR_NULL
NQ,lower_N5_mean_k2,30,943,769,5,-0.020540540540540497,0.8073091024748726,-0.4720950757854431,MIXED_OR_NULL
NQ,lower_N5_mean_k2,60,943,769,5,-0.020540540540540497,0.8222592710392221,-0.47924874953806557,MIXED_OR_NULL
NQ,lower_N5_mean_k2,120,943,769,5,-0.020540540540540497,0.805895304348051,-1.118324969473334,MIXED_OR_NULL
NQ,lower_N5_mean_k3,30,869,719,5,-0.003516998827667095,1.0,-0.17640421212730978,MIXED_OR_NULL
NQ,lower_N5_mean_k3,60,869,719,5,-0.003516998827667095,0.9871948623500423,-0.599714574536615,MIXED_OR_NULL
NQ,lower_N5_mean_k3,120,869,719,5,-0.003516998827667095,0.9819372836603306,-1.1083714798815882,MIXED_OR_NULL
NQ,lower_N5_median_k0,30,1129,904,5,-0.05095541401273884,0.3404562126965257,-0.34578370786079227,MIXED_OR_NULL
NQ,lower_N5_median_k0,60,1129,904,5,-0.05095541401273884,0.3584113768631406,-0.5232248642363375,MIXED_OR_NULL
NQ,lower_N5_median_k0,120,1129,904,5,-0.05095541401273884,0.3584113768631406,-0.876708059319974,MIXED_OR_NULL
NQ,lower_N5_median_k1,30,1030,828,5,-0.005958291956305872,1.0,-0.28215746392258995,MIXED_OR_NULL
NQ,lower_N5_median_k1,60,1030,828,5,-0.005958291956305872,0.9871948623500423,-0.537046890716382,MIXED_OR_NULL
NQ,lower_N5_median_k1,120,1030,828,5,-0.005958291956305872,0.9819372836603306,-0.5258242834424882,MIXED_OR_NULL
NQ,lower_N5_median_k2,30,952,768,5,-0.010718113612004254,0.9389205009783808,-0.45606391811366637,MIXED_OR_NULL
NQ,lower_N5_median_k2,60,952,768,5,-0.010718113612004254,0.9124720361620884,-0.6285662339064664,MIXED_OR_NULL
NQ,lower_N5_median_k2,120,952,768,5,-0.010718113612004254,0.9389205009783808,-0.9460680702386498,MIXED_OR_NULL
NQ,lower_N5_median_k3,30,877,732,5,0.0023174971031286185,1.0,-0.2387112499774732,MIXED_OR_NULL
NQ,lower_N5_median_k3,60,877,732,5,0.0023174971031286185,0.9936270132277155,-0.5778797167223232,MIXED_OR_NULL
NQ,lower_N5_median_k3,120,877,732,5,0.0023174971031286185,0.9819372836603306,-1.0528473588330878,MIXED_OR_NULL
NQ,upper_N10_ema_k0,30,1134,957,5,0.08581752484191507,0.038872370796721956,0.21055524681193588,CONTINUATION_DOMINANT
NQ,upper_N10_ema_k0,60,1134,957,5,0.08581752484191507,0.04058694294659371,0.5274012378145094,CONTINUATION_DOMINANT
NQ,upper_N10_ema_k0,120,1134,957,5,0.08581752484191507,0.04058694294659371,0.46824240646965626,CONTINUATION_DOMINANT
NQ,upper_N10_ema_k1,30,1033,912,5,0.057199211045364906,0.3342162817965399,0.3857126675379238,MIXED_OR_NULL
NQ,upper_N10_ema_k1,60,1033,912,5,0.057199211045364906,0.33849166768835753,0.5807923078047726,MIXED_OR_NULL
NQ,upper_N10_ema_k1,120,1033,912,5,0.057199211045364906,0.3584113768631406,0.5861148528285852,MIXED_OR_NULL
NQ,upper_N10_ema_k2,30,931,839,5,0.06420021762785633,0.32811565670769893,0.46647013550388877,MIXED_OR_NULL
NQ,upper_N10_ema_k2,60,931,841,5,0.06420021762785638,0.33193991124154737,0.7732665810897039,MIXED_OR_NULL
NQ,upper_N10_ema_k2,120,931,841,5,0.06420021762785638,0.33193991124154737,0.6977442079720311,MIXED_OR_NULL
NQ,upper_N10_ema_k3,30,840,745,5,-0.01328502415458932,0.9305125735027565,0.49690173560262163,MIXED_OR_NULL
NQ,upper_N10_ema_k3,60,840,746,5,-0.012077294685990336,0.9124720361620884,0.7901853554343411,MIXED_OR_NULL
NQ,upper_N10_ema_k3,120,840,746,5,-0.012077294685990336,0.9389205009783808,1.0299910895556519,MIXED_OR_NULL
NQ,upper_N10_mean_k0,30,1130,967,5,0.09338168631006344,0.029456888862248298,0.18273669070553122,CONTINUATION_DOMINANT
NQ,upper_N10_mean_k0,60,1130,967,5,0.09338168631006344,0.029456888862248298,0.6050845706807613,CONTINUATION_DOMINANT
NQ,upper_N10_mean_k0,120,1130,967,5,0.09338168631006344,0.029456888862248298,0.5652638454130876,CONTINUATION_DOMINANT
NQ,upper_N10_mean_k1,30,1031,911,5,0.052319842053306975,0.36490619714860395,0.4421936443923349,MIXED_OR_NULL
NQ,upper_N10_mean_k1,60,1031,911,5,0.052319842053306975,0.3841117864722147,0.5895227313435674,MIXED_OR_NULL
NQ,upper_N10_mean_k1,120,1031,911,5,0.052319842053306975,0.3841117864722147,0.5835580346599001,MIXED_OR_NULL
NQ,upper_N10_mean_k2,30,923,828,5,0.057080131723380945,0.3452191609484572,0.46935047248576844,MIXED_OR_NULL
NQ,upper_N10_mean_k2,60,923,829,5,0.05817782656421516,0.3584113768631406,0.9388283379078898,MIXED_OR_NULL
NQ,upper_N10_mean_k2,120,923,829,5,0.05817782656421516,0.3584113768631406,0.8228690768148714,MIXED_OR_NULL
NQ,upper_N10_mean_k3,30,838,752,5,0.0048426150121065326,1.0,0.46632272065072206,MIXED_OR_NULL
NQ,upper_N10_mean_k3,60,838,752,5,0.0048426150121065326,0.9871948623500423,0.8224865294980032,MIXED_OR_NULL
NQ,upper_N10_mean_k3,120,838,752,5,0.0048426150121065326,0.9819372836603306,0.9884524694180056,MIXED_OR_NULL
NQ,upper_N10_median_k0,30,1145,973,5,0.08325872873769025,0.038872370796721956,0.1697586651435354,CONTINUATION_DOMINANT
NQ,upper_N10_median_k0,60,1145,973,5,0.08325872873769025,0.042951653419305215,0.5734146386569552,CONTINUATION_DOMINANT
NQ,upper_N10_median_k0,120,1145,973,5,0.08325872873769025,0.042951653419305215,0.6485227770115856,CONTINUATION_DOMINANT
NQ,upper_N10_median_k1,30,1045,914,5,0.04873294346978557,0.42520753492984603,0.42599530794857027,MIXED_OR_NULL
NQ,upper_N10_median_k1,60,1045,914,5,0.04873294346978557,0.44545551278364826,0.5715099981962627,MIXED_OR_NULL
NQ,upper_N10_median_k1,120,1045,914,5,0.04873294346978557,0.44545551278364826,0.6635664631069302,MIXED_OR_NULL
NQ,upper_N10_median_k2,30,938,841,5,0.0616216216216216,0.32811565670769893,0.45515821984100635,MIXED_OR_NULL
NQ,upper_N10_median_k2,60,938,842,5,0.06054054054054053,0.33849166768835753,0.9760310458207908,MIXED_OR_NULL
NQ,upper_N10_median_k2,120,938,842,5,0.06054054054054053,0.3584113768631406,0.7108635733790168,MIXED_OR_NULL
NQ,upper_N10_median_k3,30,848,760,5,0.038277511961722466,0.659650939379441,0.5285507167776193,MIXED_OR_NULL
