instrument,level_id,timing_bin,n
ES,upper_N5_mean_k2,MINUTES_6_TO_15,210
ES,upper_N5_mean_k3,BAR_0930,66
ES,upper_N5_mean_k3,MINUTES_16_TO_30,134
ES,upper_N5_mean_k3,MINUTES_2_TO_5,252
ES,upper_N5_mean_k3,MINUTES_31_TO_60,119
ES,upper_N5_mean_k3,MINUTES_61_TO_120,90
ES,upper_N5_mean_k3,MINUTES_6_TO_15,224
ES,upper_N5_median_k0,BAR_0930,705
ES,upper_N5_median_k0,MINUTES_16_TO_30,46
ES,upper_N5_median_k0,MINUTES_2_TO_5,240
ES,upper_N5_median_k0,MINUTES_31_TO_60,38
ES,upper_N5_median_k0,MINUTES_61_TO_120,39
ES,upper_N5_median_k0,MINUTES_6_TO_15,106
ES,upper_N5_median_k1,BAR_0930,316
ES,upper_N5_median_k1,MINUTES_16_TO_30,96
ES,upper_N5_median_k1,MINUTES_2_TO_5,366
ES,upper_N5_median_k1,MINUTES_31_TO_60,69
ES,upper_N5_median_k1,MINUTES_61_TO_120,56
ES,upper_N5_median_k1,MINUTES_6_TO_15,162
ES,upper_N5_median_k2,BAR_0930,149
ES,upper_N5_median_k2,MINUTES_16_TO_30,123
ES,upper_N5_median_k2,MINUTES_2_TO_5,322
ES,upper_N5_median_k2,MINUTES_31_TO_60,99
ES,upper_N5_median_k2,MINUTES_61_TO_120,77
ES,upper_N5_median_k2,MINUTES_6_TO_15,214
ES,upper_N5_median_k3,BAR_0930,80
ES,upper_N5_median_k3,MINUTES_16_TO_30,132
ES,upper_N5_median_k3,MINUTES_2_TO_5,263
ES,upper_N5_median_k3,MINUTES_31_TO_60,117
ES,upper_N5_median_k3,MINUTES_61_TO_120,89
ES,upper_N5_median_k3,MINUTES_6_TO_15,216
NQ,ON_VWAP_0,BAR_0930,335
NQ,ON_VWAP_0,MINUTES_16_TO_30,104
NQ,ON_VWAP_0,MINUTES_2_TO_5,253
NQ,ON_VWAP_0,MINUTES_31_TO_60,79
NQ,ON_VWAP_0,MINUTES_61_TO_120,62
NQ,ON_VWAP_0,MINUTES_6_TO_15,153
NQ,ON_VWAP_m1,BAR_0930,281
NQ,ON_VWAP_m1,MINUTES_16_TO_30,91
NQ,ON_VWAP_m1,MINUTES_2_TO_5,230
NQ,ON_VWAP_m1,MINUTES_31_TO_60,87
NQ,ON_VWAP_m1,MINUTES_61_TO_120,78
NQ,ON_VWAP_m1,MINUTES_6_TO_15,139
NQ,ON_VWAP_m2,BAR_0930,132
NQ,ON_VWAP_m2,MINUTES_16_TO_30,98
NQ,ON_VWAP_m2,MINUTES_2_TO_5,150
NQ,ON_VWAP_m2,MINUTES_31_TO_60,107
NQ,ON_VWAP_m2,MINUTES_61_TO_120,101
NQ,ON_VWAP_m2,MINUTES_6_TO_15,130
NQ,ON_VWAP_m3,BAR_0930,18
NQ,ON_VWAP_m3,MINUTES_16_TO_30,86
NQ,ON_VWAP_m3,MINUTES_2_TO_5,81
NQ,ON_VWAP_m3,MINUTES_31_TO_60,104
NQ,ON_VWAP_m3,MINUTES_61_TO_120,109
NQ,ON_VWAP_m3,MINUTES_6_TO_15,126
NQ,ON_VWAP_p1,BAR_0930,337
NQ,ON_VWAP_p1,MINUTES_16_TO_30,100
NQ,ON_VWAP_p1,MINUTES_2_TO_5,208
NQ,ON_VWAP_p1,MINUTES_31_TO_60,75
NQ,ON_VWAP_p1,MINUTES_61_TO_120,66
NQ,ON_VWAP_p1,MINUTES_6_TO_15,155
NQ,ON_VWAP_p2,BAR_0930,132
NQ,ON_VWAP_p2,MINUTES_16_TO_30,89
NQ,ON_VWAP_p2,MINUTES_2_TO_5,174
NQ,ON_VWAP_p2,MINUTES_31_TO_60,101
NQ,ON_VWAP_p2,MINUTES_61_TO_120,97
NQ,ON_VWAP_p2,MINUTES_6_TO_15,143
NQ,ON_VWAP_p3,BAR_0930,17
NQ,ON_VWAP_p3,MINUTES_16_TO_30,78
NQ,ON_VWAP_p3,MINUTES_2_TO_5,83
NQ,ON_VWAP_p3,MINUTES_31_TO_60,96
NQ,ON_VWAP_p3,MINUTES_61_TO_120,118
NQ,ON_VWAP_p3,MINUTES_6_TO_15,136
NQ,PR_VWAP_0,BAR_0930,95
NQ,PR_VWAP_0,MINUTES_16_TO_30,78
NQ,PR_VWAP_0,MINUTES_2_TO_5,71
NQ,PR_VWAP_0,MINUTES_31_TO_60,88
NQ,PR_VWAP_0,MINUTES_61_TO_120,80
NQ,PR_VWAP_0,MINUTES_6_TO_15,92
NQ,PR_VWAP_m1,BAR_0930,81
NQ,PR_VWAP_m1,MINUTES_16_TO_30,75
NQ,PR_VWAP_m1,MINUTES_2_TO_5,87
NQ,PR_VWAP_m1,MINUTES_31_TO_60,75
NQ,PR_VWAP_m1,MINUTES_61_TO_120,66
NQ,PR_VWAP_m1,MINUTES_6_TO_15,65
NQ,PR_VWAP_m2,BAR_0930,63
NQ,PR_VWAP_m2,MINUTES_16_TO_30,43
NQ,PR_VWAP_m2,MINUTES_2_TO_5,63
NQ,PR_VWAP_m2,MINUTES_31_TO_60,69
NQ,PR_VWAP_m2,MINUTES_61_TO_120,72
NQ,PR_VWAP_m2,MINUTES_6_TO_15,68
NQ,PR_VWAP_m3,BAR_0930,35
NQ,PR_VWAP_m3,MINUTES_16_TO_30,46
NQ,PR_VWAP_m3,MINUTES_2_TO_5,40
NQ,PR_VWAP_m3,MINUTES_31_TO_60,54
NQ,PR_VWAP_m3,MINUTES_61_TO_120,69
NQ,PR_VWAP_m3,MINUTES_6_TO_15,39
NQ,PR_VWAP_p1,BAR_0930,104
NQ,PR_VWAP_p1,MINUTES_16_TO_30,72
NQ,PR_VWAP_p1,MINUTES_2_TO_5,101
NQ,PR_VWAP_p1,MINUTES_31_TO_60,71
NQ,PR_VWAP_p1,MINUTES_61_TO_120,86
NQ,PR_VWAP_p1,MINUTES_6_TO_15,95
NQ,PR_VWAP_p2,BAR_0930,104
NQ,PR_VWAP_p2,MINUTES_16_TO_30,64
NQ,PR_VWAP_p2,MINUTES_2_TO_5,70
NQ,PR_VWAP_p2,MINUTES_31_TO_60,69
NQ,PR_VWAP_p2,MINUTES_61_TO_120,81
NQ,PR_VWAP_p2,MINUTES_6_TO_15,84
NQ,PR_VWAP_p3,BAR_0930,65
NQ,PR_VWAP_p3,MINUTES_16_TO_30,50
NQ,PR_VWAP_p3,MINUTES_2_TO_5,58
NQ,PR_VWAP_p3,MINUTES_31_TO_60,56
NQ,PR_VWAP_p3,MINUTES_61_TO_120,48
NQ,PR_VWAP_p3,MINUTES_6_TO_15,49
NQ,lower_N10_ema_k0,BAR_0930,547
NQ,lower_N10_ema_k0,MINUTES_16_TO_30,50
NQ,lower_N10_ema_k0,MINUTES_2_TO_5,327
NQ,lower_N10_ema_k0,MINUTES_31_TO_60,46
NQ,lower_N10_ema_k0,MINUTES_61_TO_120,25
NQ,lower_N10_ema_k0,MINUTES_6_TO_15,112
NQ,lower_N10_ema_k1,BAR_0930,241
NQ,lower_N10_ema_k1,MINUTES_16_TO_30,85
NQ,lower_N10_ema_k1,MINUTES_2_TO_5,386
NQ,lower_N10_ema_k1,MINUTES_31_TO_60,65
NQ,lower_N10_ema_k1,MINUTES_61_TO_120,49
NQ,lower_N10_ema_k1,MINUTES_6_TO_15,182
NQ,lower_N10_ema_k2,BAR_0930,106
NQ,lower_N10_ema_k2,MINUTES_16_TO_30,128
NQ,lower_N10_ema_k2,MINUTES_2_TO_5,344
NQ,lower_N10_ema_k2,MINUTES_31_TO_60,88
NQ,lower_N10_ema_k2,MINUTES_61_TO_120,63
NQ,lower_N10_ema_k2,MINUTES_6_TO_15,198
NQ,lower_N10_ema_k3,BAR_0930,47
NQ,lower_N10_ema_k3,MINUTES_16_TO_30,130
NQ,lower_N10_ema_k3,MINUTES_2_TO_5,259
NQ,lower_N10_ema_k3,MINUTES_31_TO_60,110
NQ,lower_N10_ema_k3,MINUTES_61_TO_120,77
NQ,lower_N10_ema_k3,MINUTES_6_TO_15,218
NQ,lower_N10_mean_k0,BAR_0930,538
NQ,lower_N10_mean_k0,MINUTES_16_TO_30,53
NQ,lower_N10_mean_k0,MINUTES_2_TO_5,336
NQ,lower_N10_mean_k0,MINUTES_31_TO_60,49
NQ,lower_N10_mean_k0,MINUTES_61_TO_120,24
NQ,lower_N10_mean_k0,MINUTES_6_TO_15,103
NQ,lower_N10_mean_k1,BAR_0930,244
NQ,lower_N10_mean_k1,MINUTES_16_TO_30,85
NQ,lower_N10_mean_k1,MINUTES_2_TO_5,381
NQ,lower_N10_mean_k1,MINUTES_31_TO_60,68
NQ,lower_N10_mean_k1,MINUTES_61_TO_120,46
NQ,lower_N10_mean_k1,MINUTES_6_TO_15,184
NQ,lower_N10_mean_k2,BAR_0930,104
NQ,lower_N10_mean_k2,MINUTES_16_TO_30,129
NQ,lower_N10_mean_k2,MINUTES_2_TO_5,344
NQ,lower_N10_mean_k2,MINUTES_31_TO_60,86
NQ,lower_N10_mean_k2,MINUTES_61_TO_120,58
NQ,lower_N10_mean_k2,MINUTES_6_TO_15,202
NQ,lower_N10_mean_k3,BAR_0930,47
NQ,lower_N10_mean_k3,MINUTES_16_TO_30,131
NQ,lower_N10_mean_k3,MINUTES_2_TO_5,255
NQ,lower_N10_mean_k3,MINUTES_31_TO_60,114
NQ,lower_N10_mean_k3,MINUTES_61_TO_120,79
NQ,lower_N10_mean_k3,MINUTES_6_TO_15,218
NQ,lower_N10_median_k0,BAR_0930,631
NQ,lower_N10_median_k0,MINUTES_16_TO_30,44
NQ,lower_N10_median_k0,MINUTES_2_TO_5,287
NQ,lower_N10_median_k0,MINUTES_31_TO_60,43
NQ,lower_N10_median_k0,MINUTES_61_TO_120,19
NQ,lower_N10_median_k0,MINUTES_6_TO_15,105
NQ,lower_N10_median_k1,BAR_0930,287
NQ,lower_N10_median_k1,MINUTES_16_TO_30,79
NQ,lower_N10_median_k1,MINUTES_2_TO_5,382
NQ,lower_N10_median_k1,MINUTES_31_TO_60,68
NQ,lower_N10_median_k1,MINUTES_61_TO_120,42
NQ,lower_N10_median_k1,MINUTES_6_TO_15,167
NQ,lower_N10_median_k2,BAR_0930,124
NQ,lower_N10_median_k2,MINUTES_16_TO_30,128
NQ,lower_N10_median_k2,MINUTES_2_TO_5,344
NQ,lower_N10_median_k2,MINUTES_31_TO_60,84
NQ,lower_N10_median_k2,MINUTES_61_TO_120,60
NQ,lower_N10_median_k2,MINUTES_6_TO_15,197
NQ,lower_N10_median_k3,BAR_0930,50
NQ,lower_N10_median_k3,MINUTES_16_TO_30,130
NQ,lower_N10_median_k3,MINUTES_2_TO_5,274
NQ,lower_N10_median_k3,MINUTES_31_TO_60,108
NQ,lower_N10_median_k3,MINUTES_61_TO_120,75
NQ,lower_N10_median_k3,MINUTES_6_TO_15,219
NQ,lower_N20_ema_k0,BAR_0930,522
NQ,lower_N20_ema_k0,MINUTES_16_TO_30,54
NQ,lower_N20_ema_k0,MINUTES_2_TO_5,342
NQ,lower_N20_ema_k0,MINUTES_31_TO_60,48
NQ,lower_N20_ema_k0,MINUTES_61_TO_120,23
NQ,lower_N20_ema_k0,MINUTES_6_TO_15,110
NQ,lower_N20_ema_k1,BAR_0930,215
NQ,lower_N20_ema_k1,MINUTES_16_TO_30,93
NQ,lower_N20_ema_k1,MINUTES_2_TO_5,386
NQ,lower_N20_ema_k1,MINUTES_31_TO_60,68
NQ,lower_N20_ema_k1,MINUTES_61_TO_120,42
NQ,lower_N20_ema_k1,MINUTES_6_TO_15,183
NQ,lower_N20_ema_k2,BAR_0930,80
NQ,lower_N20_ema_k2,MINUTES_16_TO_30,119
NQ,lower_N20_ema_k2,MINUTES_2_TO_5,325
NQ,lower_N20_ema_k2,MINUTES_31_TO_60,91
NQ,lower_N20_ema_k2,MINUTES_61_TO_120,70
NQ,lower_N20_ema_k2,MINUTES_6_TO_15,222
NQ,lower_N20_ema_k3,BAR_0930,36
NQ,lower_N20_ema_k3,MINUTES_16_TO_30,142
NQ,lower_N20_ema_k3,MINUTES_2_TO_5,235
NQ,lower_N20_ema_k3,MINUTES_31_TO_60,110
NQ,lower_N20_ema_k3,MINUTES_61_TO_120,81
NQ,lower_N20_ema_k3,MINUTES_6_TO_15,215
NQ,lower_N20_mean_k0,BAR_0930,523
NQ,lower_N20_mean_k0,MINUTES_16_TO_30,55
NQ,lower_N20_mean_k0,MINUTES_2_TO_5,340
NQ,lower_N20_mean_k0,MINUTES_31_TO_60,48
NQ,lower_N20_mean_k0,MINUTES_61_TO_120,24
NQ,lower_N20_mean_k0,MINUTES_6_TO_15,110
NQ,lower_N20_mean_k1,BAR_0930,217
NQ,lower_N20_mean_k1,MINUTES_16_TO_30,93
NQ,lower_N20_mean_k1,MINUTES_2_TO_5,384
NQ,lower_N20_mean_k1,MINUTES_31_TO_60,70
NQ,lower_N20_mean_k1,MINUTES_61_TO_120,43
NQ,lower_N20_mean_k1,MINUTES_6_TO_15,182
NQ,lower_N20_mean_k2,BAR_0930,85
NQ,lower_N20_mean_k2,MINUTES_16_TO_30,127
NQ,lower_N20_mean_k2,MINUTES_2_TO_5,323
NQ,lower_N20_mean_k2,MINUTES_31_TO_60,91
NQ,lower_N20_mean_k2,MINUTES_61_TO_120,66
NQ,lower_N20_mean_k2,MINUTES_6_TO_15,212
NQ,lower_N20_mean_k3,BAR_0930,34
NQ,lower_N20_mean_k3,MINUTES_16_TO_30,145
NQ,lower_N20_mean_k3,MINUTES_2_TO_5,235
NQ,lower_N20_mean_k3,MINUTES_31_TO_60,109
NQ,lower_N20_mean_k3,MINUTES_61_TO_120,88
NQ,lower_N20_mean_k3,MINUTES_6_TO_15,210
NQ,lower_N20_median_k0,BAR_0930,618
NQ,lower_N20_median_k0,MINUTES_16_TO_30,48
NQ,lower_N20_median_k0,MINUTES_2_TO_5,294
NQ,lower_N20_median_k0,MINUTES_31_TO_60,40
NQ,lower_N20_median_k0,MINUTES_61_TO_120,20
NQ,lower_N20_median_k0,MINUTES_6_TO_15,96
NQ,lower_N20_median_k1,BAR_0930,250
NQ,lower_N20_median_k1,MINUTES_16_TO_30,80
NQ,lower_N20_median_k1,MINUTES_2_TO_5,401
NQ,lower_N20_median_k1,MINUTES_31_TO_60,69
NQ,lower_N20_median_k1,MINUTES_61_TO_120,36
NQ,lower_N20_median_k1,MINUTES_6_TO_15,171
NQ,lower_N20_median_k2,BAR_0930,100
NQ,lower_N20_median_k2,MINUTES_16_TO_30,119
NQ,lower_N20_median_k2,MINUTES_2_TO_5,328
NQ,lower_N20_median_k2,MINUTES_31_TO_60,94
NQ,lower_N20_median_k2,MINUTES_61_TO_120,60
NQ,lower_N20_median_k2,MINUTES_6_TO_15,222
NQ,lower_N20_median_k3,BAR_0930,41
NQ,lower_N20_median_k3,MINUTES_16_TO_30,141
NQ,lower_N20_median_k3,MINUTES_2_TO_5,254
NQ,lower_N20_median_k3,MINUTES_31_TO_60,102
NQ,lower_N20_median_k3,MINUTES_61_TO_120,81
NQ,lower_N20_median_k3,MINUTES_6_TO_15,217
NQ,lower_N5_ema_k0,BAR_0930,566
NQ,lower_N5_ema_k0,MINUTES_16_TO_30,45
NQ,lower_N5_ema_k0,MINUTES_2_TO_5,320
NQ,lower_N5_ema_k0,MINUTES_31_TO_60,43
NQ,lower_N5_ema_k0,MINUTES_61_TO_120,27
NQ,lower_N5_ema_k0,MINUTES_6_TO_15,110
NQ,lower_N5_ema_k1,BAR_0930,279
NQ,lower_N5_ema_k1,MINUTES_16_TO_30,81
NQ,lower_N5_ema_k1,MINUTES_2_TO_5,376
NQ,lower_N5_ema_k1,MINUTES_31_TO_60,66
NQ,lower_N5_ema_k1,MINUTES_61_TO_120,46
NQ,lower_N5_ema_k1,MINUTES_6_TO_15,171
NQ,lower_N5_ema_k2,BAR_0930,136
NQ,lower_N5_ema_k2,MINUTES_16_TO_30,114
NQ,lower_N5_ema_k2,MINUTES_2_TO_5,352
NQ,lower_N5_ema_k2,MINUTES_31_TO_60,84
NQ,lower_N5_ema_k2,MINUTES_61_TO_120,63
NQ,lower_N5_ema_k2,MINUTES_6_TO_15,197
NQ,lower_N5_ema_k3,BAR_0930,65
NQ,lower_N5_ema_k3,MINUTES_16_TO_30,121
NQ,lower_N5_ema_k3,MINUTES_2_TO_5,287
NQ,lower_N5_ema_k3,MINUTES_31_TO_60,94
NQ,lower_N5_ema_k3,MINUTES_61_TO_120,81
NQ,lower_N5_ema_k3,MINUTES_6_TO_15,225
NQ,lower_N5_mean_k0,BAR_0930,570
NQ,lower_N5_mean_k0,MINUTES_16_TO_30,49
NQ,lower_N5_mean_k0,MINUTES_2_TO_5,316
NQ,lower_N5_mean_k0,MINUTES_31_TO_60,41
NQ,lower_N5_mean_k0,MINUTES_61_TO_120,25
NQ,lower_N5_mean_k0,MINUTES_6_TO_15,111
NQ,lower_N5_mean_k1,BAR_0930,274
NQ,lower_N5_mean_k1,MINUTES_16_TO_30,79
NQ,lower_N5_mean_k1,MINUTES_2_TO_5,379
NQ,lower_N5_mean_k1,MINUTES_31_TO_60,66
NQ,lower_N5_mean_k1,MINUTES_61_TO_120,44
NQ,lower_N5_mean_k1,MINUTES_6_TO_15,175
NQ,lower_N5_mean_k2,BAR_0930,134
NQ,lower_N5_mean_k2,MINUTES_16_TO_30,109
NQ,lower_N5_mean_k2,MINUTES_2_TO_5,352
NQ,lower_N5_mean_k2,MINUTES_31_TO_60,87
NQ,lower_N5_mean_k2,MINUTES_61_TO_120,64
NQ,lower_N5_mean_k2,MINUTES_6_TO_15,197
NQ,lower_N5_mean_k3,BAR_0930,64
NQ,lower_N5_mean_k3,MINUTES_16_TO_30,120
NQ,lower_N5_mean_k3,MINUTES_2_TO_5,289
NQ,lower_N5_mean_k3,MINUTES_31_TO_60,97
NQ,lower_N5_mean_k3,MINUTES_61_TO_120,79
NQ,lower_N5_mean_k3,MINUTES_6_TO_15,220
NQ,lower_N5_median_k0,BAR_0930,641
NQ,lower_N5_median_k0,MINUTES_16_TO_30,41
NQ,lower_N5_median_k0,MINUTES_2_TO_5,292
NQ,lower_N5_median_k0,MINUTES_31_TO_60,35
NQ,lower_N5_median_k0,MINUTES_61_TO_120,21
NQ,lower_N5_median_k0,MINUTES_6_TO_15,99
NQ,lower_N5_median_k1,BAR_0930,315
NQ,lower_N5_median_k1,MINUTES_16_TO_30,77
NQ,lower_N5_median_k1,MINUTES_2_TO_5,379
NQ,lower_N5_median_k1,MINUTES_31_TO_60,62
NQ,lower_N5_median_k1,MINUTES_61_TO_120,37
NQ,lower_N5_median_k1,MINUTES_6_TO_15,160
NQ,lower_N5_median_k2,BAR_0930,150
NQ,lower_N5_median_k2,MINUTES_16_TO_30,111
NQ,lower_N5_median_k2,MINUTES_2_TO_5,355
NQ,lower_N5_median_k2,MINUTES_31_TO_60,79
NQ,lower_N5_median_k2,MINUTES_61_TO_120,59
NQ,lower_N5_median_k2,MINUTES_6_TO_15,198
NQ,lower_N5_median_k3,BAR_0930,77
NQ,lower_N5_median_k3,MINUTES_16_TO_30,117
NQ,lower_N5_median_k3,MINUTES_2_TO_5,287
NQ,lower_N5_median_k3,MINUTES_31_TO_60,97
NQ,lower_N5_median_k3,MINUTES_61_TO_120,75
NQ,lower_N5_median_k3,MINUTES_6_TO_15,224
NQ,upper_N10_ema_k0,BAR_0930,566
NQ,upper_N10_ema_k0,MINUTES_16_TO_30,56
NQ,upper_N10_ema_k0,MINUTES_2_TO_5,305
NQ,upper_N10_ema_k0,MINUTES_31_TO_60,42
NQ,upper_N10_ema_k0,MINUTES_61_TO_120,36
NQ,upper_N10_ema_k0,MINUTES_6_TO_15,129
NQ,upper_N10_ema_k1,BAR_0930,234
NQ,upper_N10_ema_k1,MINUTES_16_TO_30,84
NQ,upper_N10_ema_k1,MINUTES_2_TO_5,409
NQ,upper_N10_ema_k1,MINUTES_31_TO_60,72
NQ,upper_N10_ema_k1,MINUTES_61_TO_120,60
NQ,upper_N10_ema_k1,MINUTES_6_TO_15,174
NQ,upper_N10_ema_k2,BAR_0930,94
NQ,upper_N10_ema_k2,MINUTES_16_TO_30,94
NQ,upper_N10_ema_k2,MINUTES_2_TO_5,341
NQ,upper_N10_ema_k2,MINUTES_31_TO_60,92
NQ,upper_N10_ema_k2,MINUTES_61_TO_120,80
NQ,upper_N10_ema_k2,MINUTES_6_TO_15,230
NQ,upper_N10_ema_k3,BAR_0930,41
NQ,upper_N10_ema_k3,MINUTES_16_TO_30,120
NQ,upper_N10_ema_k3,MINUTES_2_TO_5,261
NQ,upper_N10_ema_k3,MINUTES_31_TO_60,104
NQ,upper_N10_ema_k3,MINUTES_61_TO_120,100
NQ,upper_N10_ema_k3,MINUTES_6_TO_15,214
NQ,upper_N10_mean_k0,BAR_0930,560
NQ,upper_N10_mean_k0,MINUTES_16_TO_30,56
NQ,upper_N10_mean_k0,MINUTES_2_TO_5,314
NQ,upper_N10_mean_k0,MINUTES_31_TO_60,38
NQ,upper_N10_mean_k0,MINUTES_61_TO_120,36
NQ,upper_N10_mean_k0,MINUTES_6_TO_15,126
NQ,upper_N10_mean_k1,BAR_0930,228
NQ,upper_N10_mean_k1,MINUTES_16_TO_30,83
NQ,upper_N10_mean_k1,MINUTES_2_TO_5,404
NQ,upper_N10_mean_k1,MINUTES_31_TO_60,75
NQ,upper_N10_mean_k1,MINUTES_61_TO_120,64
NQ,upper_N10_mean_k1,MINUTES_6_TO_15,177
NQ,upper_N10_mean_k2,BAR_0930,94
NQ,upper_N10_mean_k2,MINUTES_16_TO_30,93
NQ,upper_N10_mean_k2,MINUTES_2_TO_5,336
NQ,upper_N10_mean_k2,MINUTES_31_TO_60,92
NQ,upper_N10_mean_k2,MINUTES_61_TO_120,80
NQ,upper_N10_mean_k2,MINUTES_6_TO_15,228
NQ,upper_N10_mean_k3,BAR_0930,40
NQ,upper_N10_mean_k3,MINUTES_16_TO_30,119
NQ,upper_N10_mean_k3,MINUTES_2_TO_5,260
NQ,upper_N10_mean_k3,MINUTES_31_TO_60,104
NQ,upper_N10_mean_k3,MINUTES_61_TO_120,97
NQ,upper_N10_mean_k3,MINUTES_6_TO_15,218
NQ,upper_N10_median_k0,BAR_0930,635
NQ,upper_N10_median_k0,MINUTES_16_TO_30,49
NQ,upper_N10_median_k0,MINUTES_2_TO_5,284
NQ,upper_N10_median_k0,MINUTES_31_TO_60,35
NQ,upper_N10_median_k0,MINUTES_61_TO_120,33
NQ,upper_N10_median_k0,MINUTES_6_TO_15,109
NQ,upper_N10_median_k1,BAR_0930,277
NQ,upper_N10_median_k1,MINUTES_16_TO_30,76
NQ,upper_N10_median_k1,MINUTES_2_TO_5,394
NQ,upper_N10_median_k1,MINUTES_31_TO_60,70
NQ,upper_N10_median_k1,MINUTES_61_TO_120,55
NQ,upper_N10_median_k1,MINUTES_6_TO_15,173
NQ,upper_N10_median_k2,BAR_0930,105
NQ,upper_N10_median_k2,MINUTES_16_TO_30,90
NQ,upper_N10_median_k2,MINUTES_2_TO_5,357
NQ,upper_N10_median_k2,MINUTES_31_TO_60,87
NQ,upper_N10_median_k2,MINUTES_61_TO_120,75
NQ,upper_N10_median_k2,MINUTES_6_TO_15,224
NQ,upper_N10_median_k3,BAR_0930,46
NQ,upper_N10_median_k3,MINUTES_16_TO_30,110
NQ,upper_N10_median_k3,MINUTES_2_TO_5,271
NQ,upper_N10_median_k3,MINUTES_31_TO_60,108
NQ,upper_N10_median_k3,MINUTES_61_TO_120,93
NQ,upper_N10_median_k3,MINUTES_6_TO_15,220
NQ,upper_N20_ema_k0,BAR_0930,545
NQ,upper_N20_ema_k0,MINUTES_16_TO_30,63
NQ,upper_N20_ema_k0,MINUTES_2_TO_5,315
NQ,upper_N20_ema_k0,MINUTES_31_TO_60,44
NQ,upper_N20_ema_k0,MINUTES_61_TO_120,33
NQ,upper_N20_ema_k0,MINUTES_6_TO_15,125
NQ,upper_N20_ema_k1,BAR_0930,210
NQ,upper_N20_ema_k1,MINUTES_16_TO_30,83
NQ,upper_N20_ema_k1,MINUTES_2_TO_5,419
NQ,upper_N20_ema_k1,MINUTES_31_TO_60,70
NQ,upper_N20_ema_k1,MINUTES_61_TO_120,53
NQ,upper_N20_ema_k1,MINUTES_6_TO_15,184
NQ,upper_N20_ema_k2,BAR_0930,85
NQ,upper_N20_ema_k2,MINUTES_16_TO_30,101
NQ,upper_N20_ema_k2,MINUTES_2_TO_5,329
NQ,upper_N20_ema_k2,MINUTES_31_TO_60,95
NQ,upper_N20_ema_k2,MINUTES_61_TO_120,79
NQ,upper_N20_ema_k2,MINUTES_6_TO_15,222
NQ,upper_N20_ema_k3,BAR_0930,34
NQ,upper_N20_ema_k3,MINUTES_16_TO_30,112
NQ,upper_N20_ema_k3,MINUTES_2_TO_5,227
NQ,upper_N20_ema_k3,MINUTES_31_TO_60,116
NQ,upper_N20_ema_k3,MINUTES_61_TO_120,91
NQ,upper_N20_ema_k3,MINUTES_6_TO_15,231
NQ,upper_N20_mean_k0,BAR_0930,555
NQ,upper_N20_mean_k0,MINUTES_16_TO_30,64
NQ,upper_N20_mean_k0,MINUTES_2_TO_5,309
NQ,upper_N20_mean_k0,MINUTES_31_TO_60,39
NQ,upper_N20_mean_k0,MINUTES_61_TO_120,33
NQ,upper_N20_mean_k0,MINUTES_6_TO_15,124
NQ,upper_N20_mean_k1,BAR_0930,215
NQ,upper_N20_mean_k1,MINUTES_16_TO_30,85
NQ,upper_N20_mean_k1,MINUTES_2_TO_5,419
NQ,upper_N20_mean_k1,MINUTES_31_TO_60,67
NQ,upper_N20_mean_k1,MINUTES_61_TO_120,52
NQ,upper_N20_mean_k1,MINUTES_6_TO_15,180
NQ,upper_N20_mean_k2,BAR_0930,80
NQ,upper_N20_mean_k2,MINUTES_16_TO_30,113
NQ,upper_N20_mean_k2,MINUTES_2_TO_5,338
NQ,upper_N20_mean_k2,MINUTES_31_TO_60,95
NQ,upper_N20_mean_k2,MINUTES_61_TO_120,76
NQ,upper_N20_mean_k2,MINUTES_6_TO_15,207
NQ,upper_N20_mean_k3,BAR_0930,31
NQ,upper_N20_mean_k3,MINUTES_16_TO_30,113
NQ,upper_N20_mean_k3,MINUTES_2_TO_5,233
NQ,upper_N20_mean_k3,MINUTES_31_TO_60,118
NQ,upper_N20_mean_k3,MINUTES_61_TO_120,89
NQ,upper_N20_mean_k3,MINUTES_6_TO_15,228
NQ,upper_N20_median_k0,BAR_0930,638
NQ,upper_N20_median_k0,MINUTES_16_TO_30,52
NQ,upper_N20_median_k0,MINUTES_2_TO_5,277
NQ,upper_N20_median_k0,MINUTES_31_TO_60,40
NQ,upper_N20_median_k0,MINUTES_61_TO_120,24
NQ,upper_N20_median_k0,MINUTES_6_TO_15,104
NQ,upper_N20_median_k1,BAR_0930,255
NQ,upper_N20_median_k1,MINUTES_16_TO_30,77
NQ,upper_N20_median_k1,MINUTES_2_TO_5,417
NQ,upper_N20_median_k1,MINUTES_31_TO_60,61
NQ,upper_N20_median_k1,MINUTES_61_TO_120,49
NQ,upper_N20_median_k1,MINUTES_6_TO_15,178
NQ,upper_N20_median_k2,BAR_0930,97
NQ,upper_N20_median_k2,MINUTES_16_TO_30,106
NQ,upper_N20_median_k2,MINUTES_2_TO_5,363
NQ,upper_N20_median_k2,MINUTES_31_TO_60,90
NQ,upper_N20_median_k2,MINUTES_61_TO_120,74
NQ,upper_N20_median_k2,MINUTES_6_TO_15,203
NQ,upper_N20_median_k3,BAR_0930,39
NQ,upper_N20_median_k3,MINUTES_16_TO_30,111
NQ,upper_N20_median_k3,MINUTES_2_TO_5,252
NQ,upper_N20_median_k3,MINUTES_31_TO_60,116
NQ,upper_N20_median_k3,MINUTES_61_TO_120,86
NQ,upper_N20_median_k3,MINUTES_6_TO_15,223
