instrument,level_id,horizon,n,median_raw_signed_close,mean_raw_signed_close,median_norm_signed_close,mean_norm_signed_close,median_cont_exc,median_rev_exc,median_cont_exc_sd,median_rev_exc_sd,median_dominance,p_cont_gt_rev,p_rev_gt_cont,post_touch_retouch_rate,directional_close_recross_rate
ES,ON_VWAP_m2,5,609,-0.06531538979970719,-0.01503271899614947,0.013964121810312213,0.007225880604215914,2.85212414493526,2.5665173759907702,0.5861823664189132,0.5260661089799914,0.05795002609226111,0.5155993431855501,0.48440065681444994,0.8045977011494253,0.3218390804597701
ES,ON_VWAP_m2,15,609,0.3292125679622586,0.14999191154572244,-0.1020295901295585,-0.010086104031555562,4.464096879826684,4.407568963880294,1.000799717200932,0.9352208056069465,-0.004405616802917639,0.4975369458128079,0.5024630541871922,0.8784893267651889,0.5533661740558292
ES,ON_VWAP_m2,30,609,-0.05855588853910376,0.08307893946033658,0.005862222448218537,-0.004879438633301299,6.3368704764711765,5.547707583469673,1.3059076038372976,1.2373708353097301,0.010039596203636475,0.5041050903119869,0.49589490968801314,0.9113300492610837,0.6600985221674877
ES,ON_VWAP_m2,60,609,0.12188267701458244,0.09990980973948271,-0.08836756019760998,0.019037587648836944,8.190790735697192,7.206115559164573,1.661262155192171,1.528098683774835,0.03989447117189978,0.5172413793103449,0.4827586206896552,0.9376026272577996,0.7668308702791461
ES,ON_VWAP_m2,120,609,0.8338298078060689,0.1150986438938341,-0.2582270769268368,-0.005413434372694555,9.93389818479136,9.04631878002283,2.0760132054225306,2.079412464840522,0.05059365726401296,0.5205254515599343,0.4794745484400657,0.9540229885057471,0.8144499178981938
ES,ON_VWAP_m3,5,449,0.4598692980243868,0.6772459762544051,-0.0793770740375433,-0.08101901245059648,2.372018009403291,2.5100146002700967,0.5120913444310724,0.6119788148716444,-0.02400346267256137,0.48997772828507796,0.5100222717149221,0.77728285077951,0.31403118040089084
ES,ON_VWAP_m3,15,449,0.722831541965661,1.0502972011987257,-0.1848716244260136,-0.13641853587531588,4.000843854782943,3.8799448036998,0.8339028653453241,1.0137306466342773,-0.05664961307689634,0.47884187082405344,0.5211581291759465,0.844097995545657,0.5389755011135857
ES,ON_VWAP_m3,30,449,0.7642080324221752,1.7050856199069664,-0.21916996897156188,-0.2434541347899295,4.864561046484141,5.309194157312959,1.1509078619907125,1.3318662767398581,-0.054897712590038845,0.48329621380846327,0.5167037861915368,0.888641425389755,0.6681514476614699
ES,ON_VWAP_m3,60,449,2.201730165990284,1.6739052190160977,-0.5279460202071697,-0.17625350269099577,6.467405530259384,7.2023016458852,1.5526834155771678,1.8568939150420336,-0.09882811709555081,0.47216035634743875,0.5278396436525612,0.9175946547884187,0.7483296213808464
ES,ON_VWAP_m3,120,449,2.6153043716540196,1.5976245954080799,-0.5655644665766701,-0.2176885620452916,8.458921913583708,9.930121440240328,1.940086380811042,2.4350155008145906,-0.15348954936989964,0.43429844097995546,0.5657015590200446,0.9309576837416481,0.7951002227171492
ES,ON_VWAP_p1,5,817,0.09602604073734256,0.0406886296428892,0.02305770686941489,0.0096497572471145,2.237982446275055,2.291136079674743,0.46613951117530306,0.46998439773487083,-0.019703091937344604,0.4920440636474908,0.5079559363525091,0.7674418604651163,0.3011015911872705
ES,ON_VWAP_p1,15,817,0.14518280232277903,-0.1906455196839162,0.04620523898656326,-0.0032685457853817135,3.8655513887383677,3.5840629871099736,0.7639533928582833,0.7190332047253561,0.043600655298061446,0.5177478580171359,0.48225214198286415,0.8567931456548348,0.5238678090575275
ES,ON_VWAP_p1,30,817,0.07071175890087034,-0.00031504232773503765,0.09856954245698119,0.04806773398297817,5.034785330922205,4.980642800563146,1.0883535638970885,0.9747504247219525,0.030117981051632735,0.5055079559363526,0.4944920440636475,0.8935128518971848,0.6413708690330477
ES,ON_VWAP_p1,60,817,0.5910109607152663,-0.12485604599970566,0.11776324431065474,0.04240281874704232,6.7562292800207615,6.780611790131388,1.4214232686146329,1.3413614491111627,-0.01668808270285904,0.4920440636474908,0.5079559363525091,0.9106487148102815,0.7086903304773562
ES,ON_VWAP_p1,120,817,0.4615471413399064,-0.5807923985088856,0.13079285188174503,0.09814453185607992,8.948264093934995,8.822860632063112,1.813072564326208,1.8381286856894175,-0.021777604641695727,0.4920440636474908,0.5079559363525091,0.9314565483476133,0.7723378212974297
ES,ON_VWAP_p2,5,644,0.10243768319719493,0.017469422155031198,0.028766367843919588,0.08267290985345874,2.109175828963089,1.7494702251583476,0.49337652760911,0.39920240226268533,0.1035795822265527,0.5295031055900621,0.4704968944099379,0.796583850931677,0.32608695652173914
ES,ON_VWAP_p2,15,644,0.26175450887330953,-0.3097821306399999,0.06690990644414607,0.07725109390934647,3.4134291878531258,2.7230521532992498,0.7976792835746076,0.6573103584202241,0.08876698913780792,0.5341614906832298,0.4658385093167702,0.8726708074534162,0.5481366459627329
ES,ON_VWAP_p2,30,644,0.7641801155382382,0.067547061906584,0.17131712996910514,0.1430095940202728,4.707178553772337,3.8069627382162707,1.0822378056705009,0.8962200928910429,0.08951499350399263,0.5248447204968945,0.4751552795031056,0.9130434782608695,0.6599378881987578
ES,ON_VWAP_p2,60,644,1.040210626547605,0.5232924035214909,0.18691473929164643,0.21477522568960597,6.418614422872906,4.849646604950067,1.5121486718402293,1.1916156413632506,0.08115163490308674,0.5295031055900621,0.4704968944099379,0.9301242236024845,0.7267080745341615
ES,ON_VWAP_p2,120,644,1.478160144090225,0.44642904948422374,0.3200374119460091,0.14813002198584221,8.287038667427169,6.75795614419394,1.8697404443002044,1.6836668977930134,0.05235084708961267,0.5139751552795031,0.4860248447204969,0.9503105590062112,0.7888198757763976
ES,ON_VWAP_p3,5,434,0.054396470719439094,-0.016849576375638258,0.012799499475421545,0.022040862085425345,1.7911755121353963,1.8625526613666352,0.4490846732164322,0.43668423149813973,-0.00476140322119614,0.49539170506912444,0.5046082949308756,0.7995391705069125,0.31105990783410137
ES,ON_VWAP_p3,15,434,0.38808446648522477,0.05803521625108985,0.09924625093954395,0.11840680198767563,3.07646892229036,2.617645218206917,0.7530454283049106,0.6515507018094261,0.06154311772578407,0.532258064516129,0.46774193548387094,0.880184331797235,0.5391705069124424
ES,ON_VWAP_p3,30,434,0.71596997197571,0.5868370595690622,0.2323313680758346,0.2662735970113093,4.349802628856651,3.342174986597911,1.0893427052354205,0.9131961590530618,0.08993392113464696,0.5391705069124424,0.4608294930875576,0.9124423963133641,0.6589861751152074
ES,ON_VWAP_p3,60,434,1.883154060429888,1.049394663255698,0.4508538786223493,0.3661928859165255,5.725011333464636,4.50281242471101,1.4706561383229828,1.2754336449680013,0.10637908187107839,0.5414746543778802,0.45852534562211983,0.9285714285714286,0.7488479262672811
ES,ON_VWAP_p3,120,434,1.9191729534281876,1.0753163222418733,0.4715368240419794,0.4124069807822057,7.5448143842897935,5.950329451318794,1.7977267820936629,1.6613740445871632,0.08969227127284657,0.5368663594470046,0.4631336405529954,0.9423963133640553,0.7995391705069125
ES,PR_VWAP_0,5,461,0.1607732777538331,0.35638627578838816,-0.00421115170313752,-0.01509389045026983,2.229524741318073,2.3997409582689215,0.27570578554285813,0.2795004285787024,-0.008158907394681619,0.4945770065075922,0.5054229934924078,0.824295010845987,0.3123644251626898
ES,PR_VWAP_0,15,461,-0.015583187487209216,0.06517152524608882,0.016239968420719453,0.017416808201542056,3.7388109501562212,3.8475620624203657,0.43593841698583735,0.4995376554677544,0.021683934960731878,0.5140997830802603,0.48590021691973967,0.8872017353579176,0.5466377440347071
ES,PR_VWAP_0,30,461,0.1220442098251624,0.03480276168860509,-0.014191424881626218,0.009032818726797912,5.043107407950174,5.159054032333188,0.6102891974115953,0.6482694224400679,0.008043571563612227,0.5054229934924078,0.4945770065075922,0.9154013015184381,0.6637744034707158
ES,PR_VWAP_0,60,461,1.1356858613544318,0.2365381196061756,0.07654595309608044,0.11226783646447408,7.473595306150855,6.643460074140421,0.8601202148390366,0.8456078335975418,0.008904018074356156,0.5054229934924078,0.4945770065075922,0.93058568329718,0.7505422993492408
ES,PR_VWAP_0,120,461,0.6853728484866224,-0.40662890859339057,0.03390670534790417,0.10839651717979484,9.699832720701579,8.78518507113904,1.1879428914182772,1.125736055901836,0.03874533567080785,0.5140997830802603,0.48590021691973967,0.9501084598698482,0.7939262472885033
ES,PR_VWAP_m1,5,418,-0.3088388767928336,-0.3816445920537791,-0.024897376626573493,0.002774682271378117,2.3168934603254456,2.5486055903593297,0.2917592056284597,0.34395875430546774,-0.06363451848740467,0.47368421052631576,0.5263157894736842,0.7822966507177034,0.3181818181818182
ES,PR_VWAP_m1,15,418,0.13229741131658557,0.22959942708497688,-0.07390480962224494,0.00015808896722233081,3.773780525670645,4.095416630541422,0.4721771608727321,0.5667657311909342,-0.0636792450990748,0.47129186602870815,0.5287081339712919,0.8660287081339713,0.5574162679425837
ES,PR_VWAP_m1,30,418,0.44984181851600624,-0.1920512906183724,-0.10876774084124002,-0.0191312095932114,5.306736942293128,6.099860606897892,0.6505005738434234,0.771123112898905,-0.0698915126535388,0.4569377990430622,0.5430622009569378,0.8947368421052632,0.6626794258373205
ES,PR_VWAP_m1,60,418,0.2524008503605728,-0.4857115776997121,-0.11260976618797151,-0.016180929944887353,6.7747469391517825,7.751541214720646,0.8428200855037935,1.0200233374376926,-0.09750917978108947,0.44019138755980863,0.5598086124401914,0.9114832535885168,0.7320574162679426
ES,PR_VWAP_m1,120,418,0.6118506873740444,0.25471904430985726,-0.16385163260994906,-0.03322731190423294,8.904392913494576,10.03975307376254,1.076226226241038,1.2508669961443204,-0.08854754080785941,0.4688995215311005,0.5311004784688995,0.930622009569378,0.7870813397129187
ES,PR_VWAP_m2,5,315,-0.08348227686747123,0.047547365379917515,0.01418818023427762,0.07529067501515602,3.050599550179868,2.4796094465227725,0.3809183893157274,0.30600453406571243,0.08736736643659246,0.526984126984127,0.473015873015873,0.7492063492063492,0.28888888888888886
ES,PR_VWAP_m2,15,315,0.4296555985961277,0.10865847649102862,-0.00015085309502913067,0.11631775612575788,5.001730488958401,4.124987072442309,0.5721315281857551,0.5275107770600417,0.12137092724924511,0.5587301587301587,0.44126984126984126,0.8539682539682539,0.5555555555555556
ES,PR_VWAP_m2,30,315,0.4298462027190908,0.3531029209354731,-0.014936062358102568,0.07532354029947029,6.277348939156127,5.8016043588036155,0.7320043716337838,0.7201980965645838,0.07435791763079937,0.526984126984127,0.473015873015873,0.8920634920634921,0.6698412698412698
ES,PR_VWAP_m2,60,315,1.1407907919542595,0.8118330796656318,-0.14369580815034333,0.04578665305450497,8.256430818083572,8.307534509187462,0.9468377093592362,0.9741911497643342,-0.022465785746149172,0.4857142857142857,0.5142857142857142,0.9206349206349206,0.7682539682539683
ES,PR_VWAP_m2,120,315,2.8168935793651144,0.7927854606180128,-0.1577843689922997,0.10457239511355486,10.353880305903658,10.572450956703506,1.181829633966082,1.321733702604835,-0.0029307112168705956,0.4984126984126984,0.5015873015873016,0.9365079365079365,0.8158730158730159
ES,PR_VWAP_m3,5,236,0.12278630444211558,-0.17151586646500966,-0.0612540822279051,0.041460610086705686,2.943826130882144,2.9451059721122874,0.37381968297979423,0.40524988298569353,0.0030902837746163416,0.5,0.5,0.7923728813559322,0.2923728813559322
ES,PR_VWAP_m3,15,236,-0.37238877993172537,-0.1821090868039927,-0.062161279907192155,0.03362126238496693,4.473744760893624,4.277693480558355,0.5621156108383801,0.6999447081549492,-0.052384595007345214,0.4872881355932203,0.5127118644067796,0.8601694915254238,0.5466101694915254
ES,PR_VWAP_m3,30,236,0.42937632083294375,-0.2022362054480605,-0.06956247179100808,0.023045920149596978,5.885752702334457,5.927026599741794,0.8572947566425562,0.8959398435211499,-0.03130419058968923,0.4957627118644068,0.5042372881355932,0.8983050847457628,0.6610169491525424
ES,PR_VWAP_m3,60,236,1.393412825484802,0.6123824386197361,-0.2078858576033516,-0.06131522123639645,7.842028327420849,8.508521596640321,1.078597286304382,1.2383811762303465,-0.06597339111296753,0.461864406779661,0.538135593220339,0.9152542372881356,0.711864406779661
ES,PR_VWAP_m3,120,236,2.747975416774807,0.2755180318400751,-0.30141493921875573,0.029125179191530133,10.277276221218472,10.094848719953234,1.2864344033154775,1.5969513839256029,-0.06917104172139668,0.4788135593220339,0.5211864406779662,0.9364406779661016,0.7627118644067796
ES,PR_VWAP_p1,5,458,0.08238509298712415,0.11437725494981875,-0.02525187871108208,-0.0605013708371902,1.9845523029423475,2.4265336795272106,0.24608485596968707,0.3328218235182016,-0.12661241252540972,0.44759825327510916,0.5524017467248908,0.759825327510917,0.27729257641921395
ES,PR_VWAP_p1,15,458,0.062293331270666386,-0.11924719919865287,-0.06911450319529044,-0.030785437060023763,2.9969091600069078,3.9435347127728164,0.38756538842548904,0.513046465937564,-0.16467042188698985,0.4366812227074236,0.5633187772925764,0.8471615720524017,0.5305676855895196
ES,PR_VWAP_p1,30,458,-0.2553400383915232,-0.3566926140458144,-0.0924955943105794,-0.01178154183558614,4.476425510479203,5.135586471551051,0.5643629975725947,0.6486855274531131,-0.11500089805287371,0.44541484716157204,0.5545851528384279,0.8755458515283843,0.6353711790393013
ES,PR_VWAP_p1,60,458,0.11529725609557318,-0.6285266751811857,0.00014448444927809743,-0.009559489699400512,6.3616144502170755,6.607741585213262,0.8052132247037316,0.8866207289295172,-0.08681690368718536,0.4585152838427948,0.5414847161572053,0.9170305676855895,0.7096069868995634
ES,PR_VWAP_p1,120,458,0.3069723109988445,-1.2737231817314039,-0.09976640202917551,0.040618956821370275,7.994096528196451,8.11389128798055,1.0351356899800512,1.1875826756160914,-0.02204590478063978,0.4847161572052402,0.5152838427947598,0.9454148471615721,0.7685589519650655
ES,PR_VWAP_p2,5,381,0.1226967681664064,-0.05045865562097189,-0.007374323713847724,0.03467689255416684,1.9082578480979464,1.9603777547604295,0.25974005941700945,0.2880740811371966,-0.0442906106275456,0.49081364829396323,0.5091863517060368,0.7637795275590551,0.2677165354330709
ES,PR_VWAP_p2,15,381,0.585775722157905,-0.07604920680207425,0.028671444307484247,0.09786344133338484,3.3464485448394043,3.126366035246974,0.4605489953804416,0.4606415738721462,0.037653794069031084,0.5196850393700787,0.48031496062992124,0.8372703412073491,0.48293963254593175
ES,PR_VWAP_p2,30,381,1.0840907026395143,-0.030117448271890522,0.02015228450877053,0.12755183143633125,4.520642298099574,4.387001357806639,0.6324754574649326,0.6345972385786329,0.022294309589142348,0.5039370078740157,0.49606299212598426,0.8661417322834646,0.5800524934383202
ES,PR_VWAP_p2,60,381,0.13273963318988535,-0.19875261887556506,0.026083773925718527,0.17798657320612582,6.633573361591971,5.523093706554391,0.8873105911027902,0.8418937658714232,0.06600966748793811,0.5196850393700787,0.48031496062992124,0.9002624671916011,0.6614173228346457
ES,PR_VWAP_p2,120,381,0.7194078125253327,-1.0176502566708407,-0.04859873426378749,0.15983567511101993,8.299252655567216,7.190655798249281,1.1354435619281364,1.042846639493509,0.020600195266264842,0.5065616797900262,0.49343832020997375,0.916010498687664,0.7296587926509186
ES,PR_VWAP_p3,5,309,0.1725125357215802,0.3363603518570535,0.01548405744245613,0.04357233444590255,1.817807557674314,1.7888770935642242,0.2603715665227613,0.27862014797499546,-0.07649596000029564,0.4919093851132686,0.5080906148867314,0.7702265372168284,0.2524271844660194
ES,PR_VWAP_p3,15,309,0.5405814553600976,0.4431564683619078,0.004033821608565099,0.006269526909238537,3.077393136201863,2.936984340301933,0.4691934023212604,0.4473010583536224,0.002678483161111645,0.5016181229773463,0.49838187702265374,0.883495145631068,0.511326860841424
ES,PR_VWAP_p3,30,309,0.6955099757565222,1.0564250767761474,0.042359422434282056,0.07550834300927974,4.041906265817033,4.033918645013728,0.6192532804054465,0.6257077147936069,-0.011703548943521188,0.4886731391585761,0.511326860841424,0.9093851132686084,0.6343042071197411
ES,PR_VWAP_p3,60,309,1.6032933547471657,1.2797260476499337,0.1470492309678214,0.13861608605621747,5.586331759421228,5.377024296499712,0.812313190105207,0.8283760363337438,0.05954338328633133,0.5339805825242718,0.46601941747572817,0.9223300970873787,0.7022653721682848
ES,PR_VWAP_p3,120,309,2.598805885038473,2.1632211932810015,0.263052068434843,0.2157023337940769,7.220319104263126,6.608406692228982,1.1232378613848584,0.9916646159508405,0.11209005227647141,0.5339805825242718,0.46601941747572817,0.9449838187702265,0.7637540453074434
ES,lower_N10_ema_k0,5,1084,-0.10902291969023281,-0.022384302045419247,0.10277994707843496,-0.0042280756436080535,2.8634197681296882,2.7036392180509665,2.3426157353665236,2.1976721162310815,-0.015897322559087355,0.496309963099631,0.503690036900369,0.7822878228782287,0.3016605166051661
ES,lower_N10_ema_k0,15,1084,0.1480191563759945,-0.16837138691626796,-0.11829122872266762,-0.01175090316503869,4.591502173775325,4.30602659582064,3.6453640766085975,3.52029146952656,0.011440892334432184,0.5046125461254612,0.49538745387453875,0.8459409594095941,0.5415129151291513
ES,lower_N10_ema_k0,30,1084,0.188886295198472,0.059719018987791084,-0.13076764414436504,-0.11386885234159777,6.450401226001986,5.906712917088953,4.798275896131664,4.598176789870412,0.012249829416318121,0.5055350553505535,0.4944649446494465,0.8828413284132841,0.6568265682656826
ES,lower_N10_ema_k0,60,1084,0.6590321449057228,-0.029995003152430314,-0.4416678367352206,0.005847501029668624,8.017637575849903,7.457022431037558,6.3298114105786905,5.869685768171111,0.023240530586541627,0.5119926199261993,0.48800738007380073,0.9095940959409594,0.716789667896679
ES,lower_N10_ema_k0,120,1084,0.550714943743742,-0.5569783979863786,-0.44394203363797535,0.4521481282194756,10.65922390260539,9.020093686526934,8.347847527881761,7.462449171061271,0.058374456179615244,0.518450184501845,0.48154981549815495,0.9252767527675276,0.7795202952029521
ES,lower_N10_ema_k1,5,1003,0.16106447182392003,0.14816811916705988,-0.135378497594408,-0.15502043617840353,2.7336967686110256,2.6762041238562233,2.216253732715324,2.098612593158062,-0.006929770198309755,0.4985044865403789,0.5014955134596212,0.7946161515453639,0.30608175473579263
ES,lower_N10_ema_k1,15,1003,0.2577497714128185,0.16760979414213464,-0.22805215703411644,-0.23254841930420764,4.477279304958756,4.363567128491468,3.4447035264891874,3.531628660317401,-0.047059540031787715,0.48454636091724823,0.5154536390827518,0.8733798604187437,0.5473579262213359
ES,lower_N10_ema_k1,30,1003,0.2224440457430319,0.29796871737244374,-0.20458581178490473,-0.2684780232306166,6.0760332120612475,5.930760218657724,4.788405644648752,4.733704078055888,-0.027657050056699523,0.4785643070787637,0.5214356929212363,0.9042871385842473,0.6510468594217348
ES,lower_N10_ema_k1,60,1003,0.2532789505680739,-0.022569667473019882,-0.25031393349013087,0.0018301560969703884,7.80256419692796,7.592211550371303,6.312769804112049,6.010866446381378,0.0022130990167169634,0.5014955134596212,0.4985044865403789,0.9202392821535393,0.7318045862412762
ES,lower_N10_ema_k1,120,1003,0.4430460780404246,-0.45128352589774573,-0.4128722512032897,0.3036561103045643,10.687692308805708,9.437409988197032,8.64582433745539,7.801616877500021,0.041765787513460655,0.5214356929212363,0.4785643070787637,0.942173479561316,0.7966101694915254
ES,lower_N10_ema_k2,5,920,0.05110151336111812,0.1441778688847362,-0.04042508759502893,-0.23318477429398365,2.551415010185565,2.6660386242645018,2.0759136983750706,2.1568095814147505,-0.003844370475069989,0.4967391304347826,0.5032608695652174,0.775,0.31630434782608696
ES,lower_N10_ema_k2,15,920,0.33212754359510654,0.3390148254064753,-0.25762537232772315,-0.38729683494538525,4.287090966559845,4.406964352082241,3.359843273549952,3.6444272649877,-0.029415096002591297,0.48478260869565215,0.5152173913043478,0.8565217391304348,0.5543478260869565
ES,lower_N10_ema_k2,30,920,0.20125608473608736,0.3300474341021275,-0.23826391408490782,-0.26161703827158345,5.859993057729525,5.688271536699176,4.954225224701052,4.667640986346716,-0.05495520177980802,0.4891304347826087,0.5108695652173914,0.9021739130434783,0.6706521739130434
ES,lower_N10_ema_k2,60,920,-0.07729719941289659,0.06564526018908401,0.08989948903852135,-0.01631899004479934,8.2363313952701,7.5918812130887545,6.615609071012937,6.377338435249265,-0.0029010304256655087,0.4989130434782609,0.5010869565217392,0.9228260869565217,0.7510869565217392
ES,lower_N10_ema_k2,120,920,0.4810829643320176,-0.45201778328917686,-0.39289041194521007,0.309323189664554,10.795242158265182,9.63468743237695,8.49234310476104,7.792700879971388,0.027852414089695354,0.5206521739130435,0.47934782608695653,0.9391304347826087,0.8130434782608695
ES,lower_N10_ema_k3,5,856,0.11531236554742463,0.09893105480446202,-0.11415219679850352,-0.19003073014597965,2.570659079420466,2.676032662650414,1.96099021815763,2.2609783549065,-0.05532525545201471,0.48014018691588783,0.5198598130841121,0.7908878504672897,0.3142523364485981
ES,lower_N10_ema_k3,15,856,0.2302564760398127,0.18976049405679846,-0.1813728192567981,-0.29046883850053684,4.33795435551724,4.386127521700473,3.5721673010946393,3.5161491140625865,-0.022057739102809615,0.4929906542056075,0.5070093457943925,0.8726635514018691,0.5712616822429907
ES,lower_N10_ema_k3,30,856,0.560997886434734,0.3425058211596022,-0.42221954349611873,-0.3380188018246231,5.804996157505457,5.860773202005703,4.979756254712516,4.8270143167245205,-0.013418059619666533,0.49649532710280375,0.5035046728971962,0.9030373831775701,0.677570093457944
ES,lower_N10_ema_k3,60,856,0.547386941183504,0.2487558211596022,-0.49115831661346443,-0.18760155201955983,7.932524917302771,7.489144935974991,6.681452057625467,6.517343858154895,0.0020608488643955583,0.5023364485981309,0.4976635514018692,0.9357476635514018,0.7593457943925234
ES,lower_N10_ema_k3,120,856,1.1289214474384153,-0.25328857136376226,-0.8996944769057398,0.19474417691930615,10.605999586856797,9.862651816896914,8.343153771080761,8.196890447093653,-0.0018329802711182514,0.49883177570093457,0.5011682242990654,0.9497663551401869,0.8095794392523364
ES,lower_N10_mean_k0,5,1086,-0.012500000000045475,0.041091160220995314,0.007962294915517644,-0.058481809334391004,2.8125,2.849999999999909,2.2058135480065726,2.30655469069701,-0.04733893557420832,0.48158379373848986,0.5138121546961326,0.785451197053407,0.2974217311233886
ES,lower_N10_mean_k0,15,1086,0.1999999999998181,-0.1594152854511962,-0.17589911442889333,-0.02580293777747406,4.574999999999818,4.449999999999818,3.630800577598223,3.5899724734444494,0.0,0.4990791896869245,0.4953959484346225,0.850828729281768,0.5322283609576427
ES,lower_N10_mean_k0,30,1086,0.21249999999986358,0.061118784530387577,-0.16366042042775453,-0.1339607282649579,6.425000000000182,5.900000000000091,4.786060214099205,4.692190000631534,0.0,0.498158379373849,0.4990791896869245,0.8876611418047882,0.6482504604051565
ES,lower_N10_mean_k0,60,1086,0.8625000000001819,-0.0631906077348058,-0.6746025686153063,-0.01676748048170278,7.949999999999818,7.5625,6.364252812774382,5.900033212508351,0.015535444947202532,0.509208103130755,0.4889502762430939,0.9134438305709024,0.7173112338858195
ES,lower_N10_mean_k0,120,1086,0.5500000000001819,-0.48192909760589236,-0.40392073976147935,0.36152609450108225,10.712499999999864,9.099999999999909,8.3433042473956,7.497099437092694,0.04783882783882197,0.5138121546961326,0.48342541436464087,0.9318600368324125,0.7744014732965009
ES,lower_N10_mean_k1,5,1006,0.14336030574099823,0.17593254012080936,-0.09784477439300121,-0.16023708255773658,2.6912201311156423,2.647177370765121,2.2501569644543977,2.0866963436572394,-0.003745198467569262,0.49801192842942343,0.5019880715705766,0.7833001988071571,0.30119284294234594
ES,lower_N10_mean_k1,15,1006,0.16890835681556382,0.1080895977748849,-0.10803843296374907,-0.20584673040769708,4.461254045513442,4.414471639239537,3.485017509013243,3.4801784933850684,-0.03801613169931517,0.4801192842942346,0.5198807157057654,0.8648111332007953,0.5427435387673957
ES,lower_N10_mean_k1,30,1006,0.2910148991186361,0.387910671333533,-0.2411763278072983,-0.316012103182958,5.883900290657721,5.922094206070369,4.730309451648572,4.707463183409262,-0.04112407287155204,0.4801192842942346,0.5198807157057654,0.9005964214711729,0.6481113320079522
ES,lower_N10_mean_k1,60,1006,0.4613850240825741,0.07230430950450716,-0.3383992451447648,-0.04652508085751446,7.821702410991065,7.576250584069385,6.369147166481407,5.993550474850954,-0.007446226175799422,0.49801192842942343,0.5019880715705766,0.915506958250497,0.731610337972167
ES,lower_N10_mean_k1,120,1006,0.6073925521006913,-0.3926559290640813,-0.5318236776017217,0.28901957309077037,10.549065185798554,9.399648036608596,8.555804528850034,7.80346746813415,0.04497459794698218,0.5218687872763419,0.47813121272365805,0.9383697813121272,0.7962226640159046
ES,lower_N10_mean_k2,5,923,0.09192655120205018,0.21579832021956993,-0.06445318749075302,-0.2622492650920683,2.5362738965477547,2.748808848170029,2.037307648573561,2.2117072865278593,-0.01900361745683769,0.48970747562296857,0.5102925243770314,0.7540628385698809,0.29685807150595883
