instrument,level_id,horizon,n,median_raw_signed_close,mean_raw_signed_close,median_norm_signed_close,mean_norm_signed_close,median_cont_exc,median_rev_exc,median_cont_exc_sd,median_rev_exc_sd,median_dominance,p_cont_gt_rev,p_rev_gt_cont,post_touch_retouch_rate,directional_close_recross_rate
ES,lower_N5_ema_k2,30,942,0.31667280248802854,0.14416170812666926,-0.3145555445094704,0.13022930415861192,6.061625324534816,5.6748567270246895,5.6173468464370035,5.217753327036426,-0.00398111484523156,0.49575371549893843,0.5042462845010616,0.8938428874734607,0.6634819532908705
ES,lower_N5_ema_k2,60,942,-0.03148143523208091,-0.11671939590730103,0.04893838896078756,0.30595402351739664,7.977448731791583,7.204968208646733,7.68127768692467,7.0171796833232705,0.0058164453949088,0.5042462845010616,0.49575371549893843,0.9235668789808917,0.7462845010615711
ES,lower_N5_ema_k2,120,942,0.44348536213965417,-0.7045644065230122,-0.4125214063778495,0.631661530557722,10.746768778977184,9.291170497128405,9.875367858801024,8.791426022360561,0.03209272530890567,0.5201698513800425,0.47983014861995754,0.9416135881104034,0.8036093418259024
ES,lower_N5_ema_k3,5,874,0.16708343991831498,0.07468535402356322,-0.1778026034854413,-0.04599122045960287,2.6318988358125353,2.576129730427283,2.351529257855872,2.403178456492857,-0.02735645593409571,0.4839816933638444,0.5160183066361556,0.7837528604118993,0.30892448512585813
ES,lower_N5_ema_k3,15,874,0.08757701201102464,0.13475400390914674,-0.10107467714097751,-0.100875200596666,4.33477902852519,4.405672787252797,4.158784541690368,4.051681230562691,-0.036857248636750946,0.49084668192219677,0.5091533180778032,0.8661327231121282,0.5640732265446224
ES,lower_N5_ema_k3,30,874,0.18657934856287284,0.09642448445834582,-0.17118082304100435,0.1371392578236523,5.94824037446233,5.632913064523564,5.875211572705195,5.359797014103517,-0.020981063056855133,0.4954233409610984,0.5045766590389016,0.9038901601830663,0.6773455377574371
ES,lower_N5_ema_k3,60,874,0.3688727924036357,-0.013129291285361264,-0.4418176348184299,0.2709137470444409,7.939955512034203,7.294084795062872,7.647844404537635,7.138058541436898,0.040298444331083996,0.511441647597254,0.488558352402746,0.9302059496567505,0.7745995423340961
ES,lower_N5_ema_k3,120,874,0.5217126347122303,-0.4808066368231187,-0.4003843404703533,0.5237451021433875,10.816918010707695,9.349024289458157,10.046606659163178,9.107100847750711,0.022556819423463693,0.5068649885583524,0.4931350114416476,0.9473684210526315,0.8306636155606407
ES,lower_N5_mean_k0,5,1093,0.0,0.10064043915827954,0.0,-0.07171599547719197,2.75,2.75,2.4768752981538427,2.581582253025246,-0.05555555555555551,0.48032936870997256,0.5178408051235133,0.7785910338517841,0.292772186642269
ES,lower_N5_mean_k0,15,1093,0.4499999999998181,-0.08279963403476712,-0.3364632924552257,-0.057182400798337044,4.599999999999909,4.349999999999909,4.0239363180926055,4.0103925906279025,-0.004958677685938348,0.4967978042086002,0.5004574565416285,0.8398902104300091,0.5361390667886551
ES,lower_N5_mean_k0,30,1093,0.1999999999998181,0.09309240622140855,-0.170270586068746,0.10656611420462508,6.300000000000182,5.849999999999909,5.606926409573972,5.41483904910416,0.014285714285679646,0.505032021957914,0.4931381518755718,0.8783165599268069,0.6477584629460201
ES,lower_N5_mean_k0,60,1093,0.8000000000001819,0.029734675205855026,-0.6772854614785931,0.24572926265599948,7.850000000000364,7.599999999999909,7.273238618387274,6.8768385971255634,0.018803418803394,0.5096065873741995,0.48947849954254347,0.9030192131747484,0.7218664226898445
ES,lower_N5_mean_k0,120,1093,0.3500000000003638,-0.47049405306495923,-0.35856858280026377,0.5858511562393232,10.5,9.150000000000091,9.558310013939051,8.599119777231206,0.03366336633664807,0.515096065873742,0.484903934126258,0.9249771271729186,0.7795059469350412
ES,lower_N5_mean_k1,5,1009,-0.024662223833729513,0.10718408690748989,0.02665213122057057,-0.11412114872463783,2.889208081871402,2.708295106229343,2.515453859970642,2.3917047478769935,0.022898559903064046,0.514370664023786,0.4846382556987116,0.7938553022794846,0.3141724479682854
ES,lower_N5_mean_k1,15,1009,0.06172912643978634,-0.0070379150746706694,-0.048005406373916586,-0.09548914176390505,4.559073515939417,4.347791247890655,3.9999999999997664,3.959982656402448,-0.03756852751013705,0.48562933597621405,0.514370664023786,0.869177403369673,0.554013875123885
ES,lower_N5_mean_k1,30,1009,-0.08158896616669153,0.1889482098014443,0.07701467817305059,0.09592435352221518,6.210690476402306,5.822494979899147,5.521174302663114,5.439912219044418,-0.007771672587356601,0.49157581764122893,0.5074331020812686,0.8989098116947473,0.6630327056491576
ES,lower_N5_mean_k1,60,1009,0.12213657851043536,-0.20277626988141,-0.07686733724592466,0.4919444794193547,7.904616479941069,7.450675552332086,7.4632261849992325,6.960000674513455,0.01286501421801619,0.5034687809712587,0.49554013875123887,0.9236868186323092,0.734390485629336
ES,lower_N5_mean_k1,120,1009,0.5155048005794924,-0.648762394757525,-0.4519205036773019,0.7343565237299531,10.671561398255562,9.22886898685556,9.761417569637615,8.615773105863777,0.056233159949090145,0.5213082259663032,0.4786917740336967,0.9454905847373637,0.7908820614469773
ES,lower_N5_mean_k2,5,941,0.009674775249550294,0.05428656043723655,-0.007866710954555154,-0.07001164969280543,2.7766799469318357,2.732050807569067,2.459555025700738,2.358568582800335,-0.019090533122653176,0.48990435706695007,0.51009564293305,0.7778958554729012,0.30393198724760895
ES,lower_N5_mean_k2,15,941,0.25108644332203767,0.13026955724913877,-0.1525157728566462,-0.20133950136519846,4.453575080342489,4.31662479035549,4.025446740237635,4.008935264144394,-0.0202430145443486,0.49309245483528164,0.5069075451647184,0.8512221041445271,0.5472901168969182
ES,lower_N5_mean_k2,30,941,0.2966035140598251,0.1462100460907966,-0.23598052565074665,0.14124220287704786,6.055726842979311,5.6538404810403335,5.545937746270674,5.239014389471416,-0.0032234266149596233,0.49840595111583424,0.5015940488841658,0.8926673751328374,0.6620616365568545
ES,lower_N5_mean_k2,60,941,0.08222584991381154,-0.10166455539698237,-0.06268446313951087,0.3553519636854646,7.995319346412543,7.140890230020432,7.647334355764885,7.0063883239946385,0.013035849214511766,0.5069075451647184,0.49309245483528164,0.9171094580233794,0.7460148777895855
ES,lower_N5_mean_k2,120,941,0.3686629238191017,-0.60193023021101,-0.29331726514630774,0.669711597865855,10.712532722737706,9.256888370749493,9.843928895657765,8.659742781297057,0.027993359504366114,0.5196599362380446,0.48034006376195537,0.9351753453772582,0.8023379383634431
ES,lower_N5_mean_k3,5,873,0.19326224656560953,0.05366292460005305,-0.20317640487956262,-0.03094482752769566,2.5676242456133878,2.6227794521805663,2.4037024344428333,2.473765188415589,-0.020108744325871442,0.48911798396334477,0.5108820160366552,0.7926689576174112,0.31844215349369986
ES,lower_N5_mean_k3,15,873,0.07596125415057031,0.07456785014415386,-0.0800144196461619,-0.08974084989472801,4.287538820250575,4.381191037152348,4.181251309512062,4.052511748070936,-0.03228061230509091,0.4879725085910653,0.5120274914089347,0.8751431844215349,0.5738831615120275
ES,lower_N5_mean_k3,30,873,0.3259612541505703,0.19312455117508168,-0.30276339112968526,0.0842808764045195,5.9392080818706745,5.624859546128846,5.746427842268065,5.395268968787797,-0.016306816047532816,0.4948453608247423,0.5051546391752577,0.9014891179839634,0.6838487972508591
ES,lower_N5_mean_k3,60,873,0.2715838362573777,-0.007047270130760235,-0.3962015175966569,0.2568410853318856,7.967514940298315,7.237289319192314,7.672509096196615,7.107985490990557,0.03034027358222848,0.5108820160366552,0.4879725085910653,0.9266895761741123,0.7709049255441008
ES,lower_N5_mean_k3,120,873,0.6059149146990421,-0.5909533411502333,-0.570506426353748,0.5808468495332373,10.97511468131188,9.312482686947533,10.076696830622126,9.16695027709518,0.032072938718329155,0.5097365406643757,0.48911798396334477,0.9473081328751431,0.8281786941580757
ES,lower_N5_median_k0,5,1120,0.0,0.2689732142857143,0.0,-0.2389880680935874,2.75,3.0,2.384169250009995,2.7907902510053804,-0.1010204081632653,0.4455357142857143,0.5401785714285714,0.7732142857142857,0.2598214285714286
ES,lower_N5_median_k0,15,1120,0.5,0.12254464285714285,-0.3294685375054758,-0.21554101459797773,4.25,4.75,3.925992299828599,4.190583270364529,-0.041674705768859725,0.4642857142857143,0.5196428571428572,0.8392857142857143,0.4973214285714286
ES,lower_N5_median_k0,30,1120,0.25,0.17455357142857142,-0.26609135948739965,-0.005277821538704356,6.25,6.0,5.386063820855343,5.535187248173309,-0.017565485362095554,0.48928571428571427,0.5035714285714286,0.8758928571428571,0.6125
ES,lower_N5_median_k0,60,1120,0.625,0.2453125,-0.5851762872033599,0.046425572671258054,7.75,7.75,7.226762191855194,7.031415790009851,0.022093250097541935,0.5035714285714286,0.4901785714285714,0.8982142857142857,0.6866071428571429
ES,lower_N5_median_k0,120,1120,0.875,-0.07745535714285715,-0.7719482443512151,0.24991287273913498,10.25,9.25,9.358299355256442,8.668102668882941,0.028304405874499297,0.5125,0.47946428571428573,0.9214285714285714,0.7535714285714286
ES,lower_N5_median_k1,5,1032,0.024415480101652065,0.2150083978102525,-0.01338040351053323,-0.19780938160171904,2.802786404500239,2.6845982214683772,2.4260198458264375,2.421200045213092,-0.007657250685388981,0.4941860465116279,0.5048449612403101,0.7868217054263565,0.29554263565891475
ES,lower_N5_median_k1,15,1032,0.31436644698851524,0.18836111098854705,-0.22375986167460393,-0.2926191703590966,4.598573233226261,4.40085920109459,3.978648585149075,3.9664941047954754,-0.041610627581224524,0.4757751937984496,0.5242248062015504,0.8643410852713178,0.5348837209302325
ES,lower_N5_median_k1,30,1032,-0.04204157737581227,0.26442700246141526,0.040831760624479255,0.027882779200305786,6.100870390430373,5.810501071374574,5.432750353739406,5.495365597551211,-0.007911383600067795,0.4932170542635659,0.5067829457364341,0.8963178294573644,0.6472868217054264
ES,lower_N5_median_k1,60,1032,0.4724612245126991,0.03768281641490365,-0.3824227583793847,0.2549684591658281,7.6810704628803705,7.548424663037622,7.287616078504006,7.010398644698153,-0.008526192892895268,0.4941860465116279,0.5048449612403101,0.9186046511627907,0.7238372093023255
ES,lower_N5_median_k1,120,1032,0.7172266821899029,-0.45480749366261575,-0.5431058222450655,0.5527116593508664,10.469858299550651,9.264310287559965,9.582905805773567,8.681886335509631,0.023702180029647024,0.5116279069767442,0.4883720930232558,0.937984496124031,0.7810077519379846
ES,lower_N5_median_k2,5,956,0.045300910155219754,0.13027253747021303,-0.033177488894854584,-0.08096796293905142,2.6848073818491685,2.7126471887213484,2.341267884129718,2.370116605099126,-0.019894669869332755,0.49267782426778245,0.5073221757322176,0.7740585774058577,0.32112970711297073
ES,lower_N5_median_k2,15,956,0.10791222210605156,0.24298174249113355,-0.08258636841219322,-0.20417863548337617,4.3377967518049445,4.409708228294676,3.9773541815682067,3.9384216631682616,-0.04156946713458268,0.48430962343096234,0.5156903765690377,0.8451882845188284,0.5439330543933054
ES,lower_N5_median_k2,30,956,0.28106401272270887,0.31489596843255613,-0.3450569930587623,0.09654649370412992,5.975625668072325,5.673698905319043,5.573026419357381,5.366898717576433,0.005635282436520606,0.502092050209205,0.497907949790795,0.8943514644351465,0.6694560669456067
ES,lower_N5_median_k2,60,956,0.06100264893757412,0.01704031989699128,-0.045563631547751844,0.28362613618308474,7.9120322970829875,7.3045696286239945,7.553054889917975,6.944253848210282,0.012410718957931346,0.5094142259414226,0.4905857740585774,0.9215481171548117,0.7562761506276151
ES,lower_N5_median_k2,120,956,0.31225336084844457,-0.5098948265465234,-0.3488820013823531,0.5954592181701234,10.658967780652574,9.375139225970315,9.663032300570393,8.770945245747775,0.04322920193036385,0.5209205020920502,0.4790794979079498,0.9372384937238494,0.8127615062761506
ES,lower_N5_median_k3,5,884,0.06756256473545363,0.01043670734354825,-0.04898558848619975,0.011399892233238038,2.5651476061248104,2.6267281370257933,2.3849414875013704,2.4582211483933145,-0.02366581997700068,0.4920814479638009,0.5079185520361991,0.7794117647058824,0.3065610859728507
ES,lower_N5_median_k3,15,884,0.1274950199003797,0.19821951277341252,-0.11812205489777022,-0.20491379598394815,4.376433800306813,4.337018403268303,4.176348321591148,3.9301578643167643,-0.0007045112221116059,0.498868778280543,0.501131221719457,0.8665158371040724,0.5576923076923077
ES,lower_N5_median_k3,30,884,0.2112226591059425,0.30285752182318626,-0.3018461330656857,0.008957206547322016,5.900991036972982,5.690080221899052,5.698580747348554,5.400106276249389,0.0040690852332786985,0.501131221719457,0.498868778280543,0.8914027149321267,0.6583710407239819
ES,lower_N5_median_k3,60,884,0.1804207873708492,-0.06790039672884994,-0.23252802303327008,0.2801873814152856,7.910373155214984,7.105914914698815,7.64282354675405,7.3822640695149975,0.028839814674364108,0.5135746606334841,0.48642533936651583,0.9253393665158371,0.748868778280543
ES,lower_N5_median_k3,120,884,0.4255180615725749,-0.5427307134709314,-0.35353928772162124,0.4975621560182998,11.005871238311556,9.258513940946614,10.036148640617634,9.02657688403211,0.019091243604061378,0.5135746606334841,0.48642533936651583,0.9400452488687783,0.8088235294117647
ES,upper_N10_ema_k0,5,1109,-0.07787873017787206,-0.33122807282914574,-0.0698495058925659,-0.08987504056117121,2.526359184721059,2.6776822025567526,2.1016155280046904,2.258305952979391,-0.09032124322681176,0.46528403967538323,0.5347159603246168,0.7547339945897205,0.2921550946798918
ES,upper_N10_ema_k0,15,1109,0.19013687462665985,-0.34114691863617913,0.16967214860530774,0.038706039282154825,4.245222411827399,4.112898712200604,3.4042029785156376,3.5949140289471515,-0.05448510053482629,0.47790802524797116,0.5220919747520288,0.8476104598737602,0.5112714156898106
ES,upper_N10_ema_k0,30,1109,0.4387744197842949,-0.2951595426217517,0.38671928652246557,0.06476113480826258,5.438304220103873,5.9288736704634175,4.423819955466536,4.948174579802233,-0.04511909283267895,0.4824165915238954,0.5175834084761046,0.8809738503155996,0.6167718665464382
ES,upper_N10_ema_k0,60,1109,0.7057566826451875,0.01953838343776138,0.7381725716970204,0.11189495251332247,7.101079347056839,7.717152513053861,5.768416340592009,6.498989976304048,-0.04051066104639411,0.47790802524797116,0.5220919747520288,0.9062218214607755,0.6952209197475203
ES,upper_N10_ema_k0,120,1109,0.9671052985841015,0.05605777027274785,0.6927846148593105,-0.11054257717994012,9.139989124339081,9.82303687658441,7.501770571738573,7.994130471699114,-0.0496720015648924,0.47610459873760147,0.5238954012623985,0.9269612263300271,0.7511271415689811
ES,upper_N10_ema_k1,5,1021,0.05454049983381992,-0.42674874444679406,0.04152305206511368,-0.07674755850546951,2.321446013959303,2.28672714098866,1.9578904988765145,1.8859210064739818,-0.011773948312838902,0.49559255631733595,0.5044074436826641,0.7786483839373164,0.2957884427032321
ES,upper_N10_ema_k1,15,1021,0.20943776528156377,-0.42013757892279796,0.15958242609456078,0.02684767899249428,3.983994512388108,3.9026276549648173,3.248301047931286,3.1971875726675805,-0.021624137527503726,0.4877571008814887,0.5122428991185113,0.8570029382957884,0.5200783545543585
ES,upper_N10_ema_k1,30,1021,0.4294528086225,-0.3072580490501241,0.3931873979557136,0.1089229832567185,5.172715592523673,5.554450494654702,4.260125520038118,4.725220789001105,-0.029688810538252307,0.48188050930460335,0.5181194906953966,0.8863858961802155,0.6395690499510284
ES,upper_N10_ema_k1,60,1021,0.6433788301419554,-0.010735032399781318,0.4979342208671123,0.21879864107763408,6.7358942832438515,7.558246708756542,5.967709857640046,6.242698642850361,-0.03950351044807221,0.4828599412340842,0.5171400587659157,0.9079333986287953,0.7120470127326151
ES,upper_N10_ema_k1,120,1021,1.0362103809284235,0.11903969825643808,0.7477225287801221,-0.10265992439732381,8.779072523389004,9.426447220964292,7.362195546452342,7.713876266869759,-0.04064805016904365,0.4838393731635651,0.5161606268364348,0.9245837414299706,0.7698334965719883
ES,upper_N10_ema_k2,5,927,0.08431094522347848,-0.22174294385994636,0.06488945739005228,-0.0020470242432634933,2.4473117228917545,2.257754120049867,1.8587021045582377,1.7631970686597265,0.027489247873745612,0.5080906148867314,0.4919093851132686,0.8112189859762675,0.3214670981661273
ES,upper_N10_ema_k2,15,927,0.2140010954653917,-0.40054553285671013,0.1652489679464995,0.07044529301165323,3.78261951554623,3.513068219914203,3.1954676132680784,2.935874254423206,0.017839805287876497,0.5037756202804746,0.4962243797195254,0.8813376483279396,0.5372168284789643
ES,upper_N10_ema_k2,30,927,0.35531495524173806,-0.213922016136106,0.2586153290000875,0.13934976315699915,5.072193681666249,4.964835601962477,4.409876817105502,4.269259919572903,-0.025234156505077085,0.49083063646170444,0.5091693635382956,0.9050701186623517,0.6483279395900755
ES,upper_N10_ema_k2,60,927,0.7234789470576288,-0.17158113156221172,0.7005548092776283,0.05500156965164051,6.7023998451941225,6.891088354289877,5.846720499623945,5.581478090172914,-0.05503259983887551,0.47680690399137,0.52319309600863,0.9234088457389428,0.7227615965480043
ES,upper_N10_ema_k2,120,927,0.8897822805511169,-0.0842024907855127,0.7058582067347456,-0.23422903323625827,8.867482776228371,8.776831450980353,7.4021238679376005,7.546462079904212,-0.04473250650650073,0.4811218985976268,0.5188781014023732,0.9428263214670982,0.778856526429342
ES,upper_N10_ema_k3,5,846,0.20426407735249086,-0.15957565839221227,0.12289976919403267,0.11971615112166971,2.224656462911298,2.022823832471431,1.865585688660498,1.7612441261858616,0.01627311420755482,0.5094562647754137,0.4905437352245863,0.7683215130023641,0.2765957446808511
ES,upper_N10_ema_k3,15,846,0.008484037583684767,-0.6787836962172714,0.005729046534013179,-0.04686141519677245,3.441139407377932,3.5228992310744616,3.0902287156043657,2.94018180828989,0.0029320256169491944,0.5011820330969267,0.4988179669030733,0.8522458628841607,0.516548463356974
ES,upper_N10_ema_k3,30,846,0.043584018497540455,-0.5224598191487134,0.04625034027938783,0.06432581120705218,4.742337947787064,4.896077714179455,4.3049373680361525,4.130983052035245,-0.05532161381729062,0.47635933806146574,0.5236406619385343,0.8912529550827423,0.6371158392434988
ES,upper_N10_ema_k3,60,846,1.1749011013803283,-0.20360639125273236,0.958542713097896,0.10732023699352158,6.764993998977616,6.573942536053437,5.71117953531764,5.587890215187501,-0.05959811784936164,0.475177304964539,0.524822695035461,0.9078014184397163,0.7044917257683215
ES,upper_N10_ema_k3,120,846,1.1486150844841632,-0.07653783333311061,1.04986517360024,-0.21345024168073667,8.403757629749407,9.016245665353154,7.364119019517966,7.428192102037218,-0.06254691092896845,0.475177304964539,0.524822695035461,0.9314420803782506,0.776595744680851
ES,upper_N10_mean_k0,5,1110,0.0500000000001819,-0.2295045045045086,0.04513567152820355,-0.03460715965677651,2.599999999999909,2.612500000000182,2.164806451494648,2.205404797938094,-0.07272727272720655,0.47297297297297297,0.5243243243243243,0.754054054054054,0.2873873873873874
ES,upper_N10_mean_k0,15,1110,0.1999999999998181,-0.37815315315315723,0.1619264033522057,0.013413101108078078,4.2625000000000455,4.0750000000000455,3.4173053474777686,3.610213120443137,-0.043826219512253295,0.4810810810810811,0.5162162162162162,0.8423423423423423,0.5081081081081081
ES,upper_N10_mean_k0,30,1110,0.5625,-0.2322072072072113,0.4267549790888556,0.08646437507527975,5.449999999999818,5.875,4.425720075607845,4.920597535015032,-0.0397317298797097,0.4837837837837838,0.5117117117117117,0.8738738738738738,0.6117117117117117
ES,upper_N10_mean_k0,60,1110,0.6625000000001364,0.03716216216215806,0.6330043623292463,0.09916392638725964,7.087499999999864,7.8250000000000455,5.731414699369341,6.500360636315077,-0.04305555555555557,0.48018018018018016,0.5180180180180181,0.8981981981981982,0.69009009009009
ES,upper_N10_mean_k0,120,1110,0.900000000000091,0.02702702702702293,0.7190107110398516,-0.1536974592181051,9.112500000000182,9.862500000000182,7.416601930601127,8.075688127557736,-0.056916684199464176,0.4765765765765766,0.5198198198198198,0.9198198198198199,0.7504504504504504
ES,upper_N10_mean_k1,5,1019,0.09104634490722674,-0.37733126700181585,0.072922546457958,-0.05731949805418356,2.352472532144475,2.241638702145792,1.9560612091675615,1.8208861003898962,-0.019297487662417876,0.49362119725220804,0.5063788027477919,0.7782139352306182,0.3042198233562316
ES,upper_N10_mean_k1,15,1019,0.1026702433941864,-0.35304274884676184,0.11230908635127677,0.02848643817199733,3.9861874259913748,3.9187419249433333,3.2598722548811447,3.094431892218081,-0.011197726417994922,0.4955839057899902,0.5044160942100098,0.8567222767419038,0.5279685966633955
ES,upper_N10_mean_k1,30,1019,0.35516635622616377,-0.18621252313528003,0.35929267633039885,0.15573946183606355,5.25807827112294,5.489629266704924,4.347124043557425,4.679702467547499,-0.02156649973482635,0.48773307163886165,0.5122669283611384,0.8842001962708538,0.6526005888125613
ES,upper_N10_mean_k1,60,1019,0.6043374431683333,0.04244302151633922,0.47560813051368545,0.222612960992677,6.752434259066376,7.493027777333282,5.994424291717996,6.108815909778058,-0.040246828962845045,0.48282630029440626,0.5171736997055937,0.9038272816486752,0.7242394504416094
ES,upper_N10_mean_k1,120,1019,0.9284599939487634,0.13493566135932253,0.5990053726671057,-0.10149222869896646,8.80049698721632,9.520284707521114,7.350645453079497,7.707425830436129,-0.03891620854028591,0.4847890088321884,0.5152109911678115,0.9224730127576055,0.7752698724239451
ES,upper_N10_mean_k2,5,926,0.04235486389484322,-0.29082414923494276,0.022466109958059477,-0.00992511674814382,2.431895540076084,2.203356306740261,1.8432292406449777,1.7813510629682818,0.026466934289388764,0.5086393088552916,0.49136069114470843,0.8077753779697624,0.32181425485961124
ES,upper_N10_mean_k2,15,926,0.2514840034248209,-0.41123451640556913,0.22151463521604609,0.1081217985272918,3.8007267632310686,3.4439201090885945,3.1205793938670254,2.968408570489998,-0.004970222937587672,0.4978401727861771,0.5021598272138229,0.8801295896328294,0.5529157667386609
ES,upper_N10_mean_k2,30,926,0.4190519265432613,-0.2886643220211199,0.2852638476092636,0.1474165005772225,5.118408055245254,4.963716804830938,4.433935217894399,4.21497539676715,-0.033181314572452936,0.48596112311015116,0.5140388768898488,0.9103671706263499,0.6533477321814255
ES,upper_N10_mean_k2,60,926,0.6919087487588058,-0.17527339329541794,0.6707261750942854,0.09821329974221778,6.646699356909494,6.84434407816957,5.753898200986681,5.640163971739102,-0.04773030655428283,0.4794816414686825,0.5205183585313174,0.9265658747300216,0.7213822894168467
ES,upper_N10_mean_k2,120,926,0.9609379290923243,-0.06998181662155185,0.7801755760935429,-0.18734638008864465,8.787317122291597,8.941898414207344,7.350143157599152,7.507721102858024,-0.04306469017561614,0.47840172786177104,0.521598272138229,0.9481641468682506,0.7796976241900648
ES,upper_N10_mean_k3,5,844,0.14289001129782264,-0.2418189871135292,0.11648404116131976,0.10193882260697745,2.2427460125061316,2.0653724680516916,1.8635562398764751,1.7941249605736194,-0.006996553245179305,0.49644549763033174,0.5035545023696683,0.7867298578199052,0.28672985781990523
ES,upper_N10_mean_k3,15,844,-0.062458266615976754,-0.6479208828481263,-0.04764350373911664,-0.023501518298749104,3.445066734948796,3.4686232188103077,3.113663236138409,2.989559136630054,-0.020775929495298114,0.4940758293838863,0.5059241706161137,0.8696682464454977,0.5284360189573459
ES,upper_N10_mean_k3,30,844,0.03283651349397587,-0.5424706458813017,0.030740675430378565,0.06112619290850028,4.687796195664987,4.917188861901877,4.314099309514627,4.221921290529431,-0.041849078888625636,0.47511848341232227,0.5248815165876777,0.9087677725118484,0.6445497630331753
ES,upper_N10_mean_k3,60,844,1.0779960865329485,-0.1879090345068941,0.7953943594559707,0.1450569030186837,6.686040286696652,6.474440596422937,5.783601408338395,5.612628688083126,-0.060178093958718204,0.476303317535545,0.523696682464455,0.9277251184834123,0.7144549763033176
ES,upper_N10_mean_k3,120,844,1.212299430038911,0.08815731620400635,1.122427055306066,-0.11916305600979502,8.462300451328474,9.020074954823258,7.389230672316446,7.248839835332057,-0.05043035409159656,0.47511848341232227,0.5248815165876777,0.9478672985781991,0.783175355450237
ES,upper_N10_median_k0,5,1130,-0.0625,-0.22334070796460176,-0.033272594402598894,-0.047977490780189556,2.625,2.75,2.1805429970466537,2.345982125074996,-0.09307359307359306,0.4557522123893805,0.5238938053097345,0.7433628318584071,0.27079646017699116
ES,upper_N10_median_k0,15,1130,0.0,-0.3419247787610619,0.0,0.006617565368243316,4.375,4.25,3.4235200682708795,3.6694966522059795,-0.05646702771583306,0.4761061946902655,0.5106194690265486,0.8309734513274336,0.4831858407079646
ES,upper_N10_median_k0,30,1130,0.5,-0.31714601769911505,0.41027573041425347,0.01721678727301309,5.5,6.0,4.496388780294601,4.9348314570274425,-0.07453703703703701,0.47345132743362833,0.5176991150442478,0.8716814159292036,0.5858407079646017
ES,upper_N10_median_k0,60,1130,0.625,0.056969026548672565,0.6272310695221873,0.038523705955574694,7.0,7.875,5.748449050973239,6.438267525633687,-0.06430934656741108,0.47079646017699117,0.5194690265486726,0.8938053097345132,0.6752212389380531
ES,upper_N10_median_k0,120,1130,0.75,0.0007743362831858407,0.6911321084053501,-0.20307909451857387,9.0,10.0,7.376861045920956,8.064541960126093,-0.07642570800465538,0.46991150442477875,0.5221238938053098,0.9123893805309734,0.7345132743362832
ES,upper_N10_median_k1,5,1031,-0.013812574008625234,-0.3721790607683761,-0.010929289906345986,-0.1063011364036991,2.3453944800526187,2.243932393686464,1.8987545218210857,1.8935186906429533,-0.01682095364791779,0.49466537342386036,0.5053346265761397,0.7807953443258971,0.29582929194956353
ES,upper_N10_median_k1,15,1031,0.18328313435176824,-0.42334297929407927,0.18585412256272235,0.011845494648698749,4.102400736424897,3.92898458920763,3.347503503539023,3.261653709384936,-0.006262093837067384,0.49757516973811833,0.5024248302618817,0.8661493695441319,0.5237633365664404
ES,upper_N10_median_k1,30,1031,0.4303556043896606,-0.238328430312508,0.30508816168285513,0.09838865839292306,5.161498399806987,5.636300029040285,4.339871985027114,4.687918961779717,-0.027010471327261972,0.4917555771096023,0.5082444228903976,0.8991270611057226,0.6459747817652765
ES,upper_N10_median_k1,60,1031,0.7546367962559088,0.19110900906673545,0.5990053726671057,0.20623033480803651,6.966337740651852,7.701585101024648,5.9727320179158925,6.268099996428831,-0.026670393264844813,0.48884578079534435,0.5111542192046556,0.9175557710960233,0.7158098933074685
ES,upper_N10_median_k1,120,1031,1.1841918267746223,0.2910120158562602,0.7834760124090702,-0.06489583344776888,8.953029737956513,9.56291638925859,7.438069062361996,7.772546725291672,-0.026670393264844813,0.4859359844810863,0.5140640155189137,0.9291949563530553,0.7749757516973812
ES,upper_N10_median_k2,5,939,0.10860708878226433,-0.2900938022051211,0.08915986240476952,0.003668021470433743,2.3314897396621745,2.2501126112415477,1.8303357734681622,1.7879857186557744,0.008597829525751888,0.5015974440894568,0.4984025559105431,0.8008519701810437,0.3109691160809372
ES,upper_N10_median_k2,15,939,0.2870665716204712,-0.3023408735576238,0.25451354515801267,0.14371519366255214,3.9416874480784827,3.477948671806189,3.175220956075532,2.9277153322573137,0.02871229033075912,0.5133120340788072,0.48668796592119273,0.8828541001064962,0.5473908413205538
ES,upper_N10_median_k2,30,939,0.489849161323491,-0.23924183202407745,0.3705653082159365,0.12430973436575053,5.204490587186683,5.106039208790207,4.380155813645134,4.18693411488024,-0.011744364596984979,0.48775292864749736,0.5122470713525027,0.9105431309904153,0.6570820021299254
ES,upper_N10_median_k2,60,939,0.7952490956358815,-0.08668592148094645,0.6643571694949431,0.12612269636954995,6.709524052577308,6.9755049346144915,5.803685193641219,5.623879965562397,-0.04272865640705824,0.4845580404685836,0.5154419595314164,0.9265175718849841,0.7231096911608094
ES,upper_N10_median_k2,120,939,0.9723748519827495,-0.035035229255174355,0.7693979882622529,-0.2119545744220872,8.899074278112494,8.934075743875837,7.3360766436013405,7.386717815385324,-0.033703446858635244,0.48775292864749736,0.5122470713525027,0.9435569755058573,0.7784877529286475
ES,upper_N10_median_k3,5,856,0.21964162487506655,-0.14866495118750955,0.16123176596076974,0.11454799397211406,2.3040832228737145,2.066803466808551,1.891268586517543,1.7506086661517637,0.008912929432751406,0.5058411214953271,0.4941588785046729,0.7792056074766355,0.286214953271028
