instrument,level_id,n_reversal_proxy,n_blast_through_proxy,n_neutral,n_total_touch_bars,n_nonneutral,reversal_rate,blast_through_rate,neutral_rate,reversal_minus_blast_diff,p_raw,q_value,same_bar_classification
NQ,upper_N20_median_k0,529,598,8,1135,1127,0.466079295154185,0.5268722466960353,0.007048458149779736,-0.06079295154185022,0.04276131872232172,0.24516489400797786,SAME_BAR_MIXED
NQ,upper_N20_median_k1,513,524,0,1037,1037,0.49469623915139826,0.5053037608486017,0.0,-0.010607521697203472,0.756171282610001,0.9032045875619455,SAME_BAR_MIXED
NQ,upper_N20_median_k2,484,449,0,933,933,0.5187566988210075,0.4812433011789925,0.0,0.03751339764201501,0.26565102652065553,0.6012102179151677,SAME_BAR_MIXED
NQ,upper_N20_median_k3,426,401,0,827,827,0.5151148730350665,0.4848851269649335,0.0,0.030229746070133012,0.40397895138314593,0.7408755270887492,SAME_BAR_MIXED
NQ,upper_N5_ema_k0,528,607,0,1135,1135,0.46519823788546255,0.5348017621145374,0.0,-0.06960352422907488,0.020559041597827447,0.14733979811776338,SAME_BAR_MIXED
NQ,upper_N5_ema_k1,511,538,0,1049,1049,0.4871306005719733,0.5128693994280267,0.0,-0.025738798856053385,0.4221267538063803,0.7408755270887492,SAME_BAR_MIXED
NQ,upper_N5_ema_k2,466,489,0,955,955,0.48795811518324606,0.512041884816754,0.0,-0.024083769633507852,0.47654370171678095,0.7693657699826297,SAME_BAR_MIXED
NQ,upper_N5_ema_k3,413,441,0,854,854,0.48360655737704916,0.5163934426229508,0.0,-0.03278688524590164,0.35553440525786556,0.7279990202899151,SAME_BAR_MIXED
NQ,upper_N5_mean_k0,546,586,9,1141,1132,0.4785276073619632,0.5135845749342682,0.007887817703768623,-0.035056967572304996,0.24638122330024115,0.6012102179151677,SAME_BAR_MIXED
NQ,upper_N5_mean_k1,510,537,0,1047,1047,0.4871060171919771,0.5128939828080229,0.0,-0.025787965616045846,0.4216838403620881,0.7408755270887492,SAME_BAR_MIXED
NQ,upper_N5_mean_k2,460,490,0,950,950,0.4842105263157895,0.5157894736842106,0.0,-0.031578947368421054,0.34676909706680326,0.727369325554758,SAME_BAR_MIXED
NQ,upper_N5_mean_k3,433,427,0,860,860,0.5034883720930232,0.4965116279069767,0.0,0.0069767441860465115,0.8646306829271362,0.9533107529709449,SAME_BAR_MIXED
NQ,upper_N5_median_k0,550,573,22,1145,1123,0.48034934497816595,0.5004366812227075,0.01921397379912664,-0.020087336244541485,0.5115222125109177,0.7693657699826297,SAME_BAR_MIXED
NQ,upper_N5_median_k1,531,541,0,1072,1072,0.49533582089552236,0.5046641791044776,0.0,-0.009328358208955223,0.7834226718444701,0.9032460104161287,SAME_BAR_MIXED
NQ,upper_N5_median_k2,473,482,0,955,955,0.4952879581151832,0.5047120418848168,0.0,-0.009424083769633508,0.7957488087097345,0.9032460104161287,SAME_BAR_MIXED
NQ,upper_N5_median_k3,431,430,0,861,861,0.5005807200929152,0.4994192799070848,0.0,0.0011614401858304297,1.0,1.0,SAME_BAR_MIXED
