instrument,level_id,year,n_valid,n_touched,touch_rate
ES,lower_N5_mean_k0,2020,259,224,0.8648648648648649
ES,lower_N5_mean_k0,2021,258,218,0.8449612403100775
ES,lower_N5_mean_k0,2022,258,231,0.8953488372093024
ES,lower_N5_mean_k1,2018,251,208,0.8286852589641435
ES,lower_N5_mean_k1,2019,258,199,0.7713178294573644
ES,lower_N5_mean_k1,2020,259,209,0.806949806949807
ES,lower_N5_mean_k1,2021,258,193,0.748062015503876
ES,lower_N5_mean_k1,2022,258,223,0.8643410852713178
ES,lower_N5_mean_k2,2018,251,193,0.7689243027888446
ES,lower_N5_mean_k2,2019,258,184,0.7131782945736435
ES,lower_N5_mean_k2,2020,259,188,0.7258687258687259
ES,lower_N5_mean_k2,2021,258,180,0.6976744186046512
ES,lower_N5_mean_k2,2022,258,213,0.8255813953488372
ES,lower_N5_mean_k3,2018,251,180,0.7171314741035857
ES,lower_N5_mean_k3,2019,258,171,0.6627906976744186
ES,lower_N5_mean_k3,2020,259,168,0.6486486486486487
ES,lower_N5_mean_k3,2021,258,164,0.6356589147286822
ES,lower_N5_mean_k3,2022,258,205,0.7945736434108527
ES,lower_N5_median_k0,2018,251,235,0.9362549800796812
ES,lower_N5_median_k0,2019,258,228,0.8837209302325582
ES,lower_N5_median_k0,2020,259,233,0.8996138996138996
ES,lower_N5_median_k0,2021,258,220,0.8527131782945736
ES,lower_N5_median_k0,2022,258,239,0.9263565891472868
ES,lower_N5_median_k1,2018,251,218,0.8685258964143426
