run_id,timestamp_utc,git_sha,dataset_hash,stage,hypothesis_id,config_hash,parent_run_id,change_reason,train_period,validation_period,test_period,seed,command,status,primary_metric,selected,notes
g5_0001,2026-07-11T11:43:53.489579+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,c4abe93cabeb,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""overnight_return""}",ok,-0.027792107452364115,,
g5_0002,2026-07-11T11:43:56.085262+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,b6ca0c52dfea,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""overnight_range""}",ok,0.016719741280396317,,
g5_0003,2026-07-11T11:43:58.764898+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,1cd482e7eafd,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""range_position_0929""}",ok,-0.0011253149347605887,,
g5_0004,2026-07-11T11:44:01.312317+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,7c05f1dfd56a,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_path_efficiency_on""}",ok,-0.018360275131849138,,
g5_0005,2026-07-11T11:44:03.794215+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,de394f4cf655,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""dist_from_overnight_high""}",ok,0.009372288055989587,,
g5_0006,2026-07-11T11:44:06.241402+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,7ad4fd72cb62,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""dist_from_overnight_low""}",ok,0.020977025731655025,,
g5_0007,2026-07-11T11:44:08.713454+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,266f47463c21,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""normalized_overnight_volume""}",ok,0.019017343547656447,,
g5_0008,2026-07-11T11:44:11.333351+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,c367f74476a6,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""dist_0929_from_vwap""}",ok,-0.003482619812754724,,
g5_0009,2026-07-11T11:44:14.043776+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,3ee9d2fa4ba0,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""normalized_dist_from_vwap""}",ok,-0.006875574278038102,,
g5_0010,2026-07-11T11:44:16.525113+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,2eee02a82490,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""vwap_location_in_range""}",ok,0.010557617181188776,,
g5_0011,2026-07-11T11:44:18.905495+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,6e4853b08323,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_return_5""}",ok,0.013250922569679194,,
g5_0012,2026-07-11T11:44:21.401235+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,70ff3b7d1e63,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_return_10""}",ok,0.030950529075146456,,
g5_0013,2026-07-11T11:44:23.937231+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,7ac6068df8e2,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_return_15""}",ok,0.024461260152513264,,
g5_0014,2026-07-11T11:44:26.554897+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,b0cbfc2ebe48,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_return_30""}",ok,-0.006576024402646411,,
g5_0015,2026-07-11T11:44:29.228079+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,97fbee031371,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_return_60""}",ok,-0.005053220221035661,,
g5_0016,2026-07-11T11:44:31.597762+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,39117360ce2e,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""range_5""}",ok,0.002591653892904832,,
g5_0017,2026-07-11T11:44:33.970117+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,44c2e8bdbf88,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""range_10""}",ok,0.0051035052845516335,,
g5_0018,2026-07-11T11:44:36.303096+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,d4b3c608f5c0,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""range_15""}",ok,0.006978590488893325,,
g5_0019,2026-07-11T11:44:38.688660+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,dd78aa24f81e,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""range_30""}",ok,0.012415038539009358,,
g5_0020,2026-07-11T11:44:41.080023+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,5cc8e03838e9,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""range_60""}",ok,0.018211327053103698,,
g5_0021,2026-07-11T11:44:43.521954+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,069ea4b5ec3d,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""close_location_5""}",ok,0.0176904548342829,,
g5_0022,2026-07-11T11:44:46.061590+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,1651d9a510a5,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""close_location_10""}",ok,0.01773230331556564,,
g5_0023,2026-07-11T11:44:48.541257+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,4888a0457806,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""close_location_15""}",ok,0.012663484396130006,,
g5_0024,2026-07-11T11:44:51.009185+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,2a7e1e599965,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""close_location_30""}",ok,0.018182374004891356,,
g5_0025,2026-07-11T11:44:53.513434+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,5c0c56ef78a4,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""close_location_60""}",ok,0.012472688044193903,,
g5_0026,2026-07-11T11:44:55.965207+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,c5e756d4d52d,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_path_eff_5""}",ok,0.010330467918964125,,
g5_0027,2026-07-11T11:44:58.451028+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,70cfa86d3fa2,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_path_eff_10""}",ok,0.026243124221852314,,
g5_0028,2026-07-11T11:45:01.033756+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,5b9d32932b11,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_path_eff_15""}",ok,0.012619808180009497,,
g5_0029,2026-07-11T11:45:03.615728+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,6b3c459beafd,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_path_eff_30""}",ok,-0.0006876334792986843,,
g5_0030,2026-07-11T11:45:06.236602+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,789ccff88ab4,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""signed_path_eff_60""}",ok,0.003752451905692015,,
g5_0031,2026-07-11T11:45:08.693097+00:00,622315894b4b04b5a74ad6541eb2264ceeba6ab4,see DATA_CONTRACT.md,overnight_screen,feature_screen,a25b1dc410e8,,,2018-2022,,,20260711,"{""instrument"": ""ES"", ""feature"": ""relative_volume_5""}",ok,-0.003562088252357721,,
