instrument,level_type,side,touch_sub,n_events,rotation_first_n,breakout_first_n,tie_n,neither_n,n_nontied,rotation_first_rate,breakout_first_rate,rot_minus_brk_first_rate,binom_p,sample_status,median_signed_close_atr_h5,median_rotation_exc_atr_h5,median_breakout_exc_atr_h5,median_dominance_h5,horizon_min,barrier,median_signed_close_atr_h10,median_rotation_exc_atr_h10,median_breakout_exc_atr_h10,median_dominance_h10,median_signed_close_atr_h15,median_rotation_exc_atr_h15,median_breakout_exc_atr_h15,median_dominance_h15,median_signed_close_atr_h30,median_rotation_exc_atr_h30,median_breakout_exc_atr_h30,median_dominance_h30,median_signed_close_atr_h60,median_rotation_exc_atr_h60,median_breakout_exc_atr_h60,median_dominance_h60
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,229,87,3,6,316,0.6897590361445783,0.2620481927710843,0.42771084337349397,6.930019187202599e-16,OK,,,,,10,1.0,0.39436619718309857,1.878453038674033,0.898876404494382,0.3333333333333333,,,,,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,29,17,1,0,46,0.6041666666666666,0.3541666666666667,0.25,0.10380535550410741,UNDERPOWERED,,,,,10,1.0,0.0,1.6216216216216217,1.0714285714285714,0.14285714285714288,,,,,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,176,68,4,4,244,0.6795366795366795,0.2625482625482625,0.416988416988417,3.2680278663907536e-12,OK,,,,,10,1.0,0.6461244130094498,1.9652969362567156,0.8750341810226963,0.458041958041958,,,,,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,56,49,1,6,105,0.48695652173913045,0.4260869565217391,0.06086956521739131,0.5583942911655912,OK,,,,,10,1.0,0.0,1.2390350877192984,1.2325917887502262,0.0,,,,,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,258,91,1,11,349,0.6954177897574124,0.24528301886792453,0.4501347708894879,1.2294291625431073e-19,OK,,,,,10,1.0,0.42105263157894735,1.8181818181818183,0.7407407407407407,0.40740740740740744,,,,,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,17,18,0,0,35,0.4722222222222222,0.5,-0.027777777777777776,1.0,UNDERPOWERED,,,,,10,1.0,0.5882352941176471,1.6666666666666665,1.8181818181818181,0.0,,,,,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,227,67,4,2,294,0.739413680781759,0.2182410423452769,0.5211726384364821,1.6618938626855531e-21,OK,,,,,10,1.0,0.7004845548152635,1.9165217391304348,0.7982300884955752,0.39999999999999997,,,,,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,5,1,0,0,6,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.21875,UNDERPOWERED,,,,,10,1.0,-0.5535572178895432,1.2572215281849934,1.0428139423842113,0.023809523809523826,,,,,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,95,31,0,5,126,0.7251908396946565,0.2366412213740458,0.48854961832061067,9.610247655460737e-09,OK,,,,,10,1.0,0.3007518796992481,1.7607771706132362,0.78125,0.36363636363636365,,,,,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,2,0,0,2,0.0,1.0,-1.0,0.5,UNDERPOWERED,,,,,10,1.0,-1.5757713477755895,0.5544614452355703,2.627127202949048,-0.6097297297297298,,,,,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,58,21,5,0,79,0.6666666666666666,0.2413793103448276,0.42528735632183906,3.761512780416609e-05,OK,,,,,10,1.0,0.9088190111070327,1.8164715719063547,1.318055712474422,0.1226768968456948,,,,,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,4,5,0,0,9,0.4444444444444444,0.5555555555555556,-0.1111111111111111,1.0,UNDERPOWERED,,,,,10,1.0,0.3773584905660377,2.2878228782287824,1.1267605633802817,0.09999999999999999,,,,,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,92,41,0,1,133,0.6764705882352942,0.3014705882352941,0.375,1.1515889454893252e-05,OK,,,,,10,1.0,0.4853086827335754,1.79894917933696,0.887665494513941,0.3748388285135384,,,,,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,4,0,0,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6875,UNDERPOWERED,,,,,10,1.0,-0.17341040462427745,0.9675199559592623,1.6829907942624704,-0.3816823899371069,,,,,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,64,25,1,0,89,0.6956521739130435,0.2717391304347826,0.42391304347826086,4.321520924983878e-05,OK,,,,,10,1.0,0.4449152542372881,2.1585262247924524,1.2431751021176625,0.28690301377526045,,,,,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,26,9,22,0,35,0.4482758620689655,0.15517241379310345,0.29310344827586204,0.005988120567053557,OK,,,,,15,0.25,,,,,0.37037037037037035,1.74496644295302,1.4049586776859504,0.23076923076923075,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,215,19,87,0,234,0.6475903614457831,0.0572289156626506,0.5903614457831325,3.189321121445083e-43,OK,,,,,15,0.25,,,,,0.29197080291970806,2.047244094488189,1.350210970464135,0.11999999999999994,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,24,12,11,0,36,0.5,0.25,0.25,0.06524533522315325,UNDERPOWERED,,,,,15,0.25,,,,,-0.2150537634408602,1.8181818181818183,1.7857142857142858,0.05882352941176472,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,161,13,76,0,174,0.6216216216216216,0.05019305019305019,0.5714285714285714,1.2337025060340167e-33,OK,,,,,15,0.25,,,,,0.6755386565272496,2.3509672325305964,1.1857707509881423,0.358974358974359,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,55,9,48,0,64,0.4782608695652174,0.0782608695652174,0.4,3.542223380175076e-09,OK,,,,,15,0.25,,,,,0.0,1.575682382133995,1.4291184479237575,0.0,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,241,15,97,0,256,0.6495956873315364,0.04043126684636118,0.6091644204851752,1.2317369878431481e-53,OK,,,,,15,0.25,,,,,0.29411764705882354,2.1052631578947367,1.0526315789473684,0.31578947368421045,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,15,6,14,0,21,0.4166666666666667,0.16666666666666666,0.25,0.0783538818359375,UNDERPOWERED,,,,,15,0.25,,,,,0.0,1.7647058823529411,2.0,0.0,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,193,12,90,0,205,0.6286644951140065,0.03908794788273615,0.5895765472312704,3.4327691061777202e-43,OK,,,,,15,0.25,,,,,0.6349206349206349,2.142857142857143,1.0852713178294573,0.3333333333333333,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,3,0,3,0,3,0.5,0.0,0.5,0.25,UNDERPOWERED,,,,,15,0.25,,,,,-0.8350417079032942,1.4211559544145018,1.817097111388726,-0.07875457875457875,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,102,4,24,0,106,0.7786259541984732,0.030534351145038167,0.7480916030534351,1.2735868422334435e-25,OK,,,,,15,0.25,,,,,0.10299394877568252,2.0810896193225057,1.0129485756566776,0.23809523809523814,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,0,2,0,0,0.0,0.0,0.0,,UNDERPOWERED,,,,,15,0.25,,,,,-1.9749532899055697,0.6476291470989244,3.1149320809978285,-0.5782258064516128,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,55,4,23,0,59,0.632183908045977,0.04597701149425287,0.5862068965517241,1.6979681549678105e-12,OK,,,,,15,0.25,,,,,0.6775416753912298,1.9817873128569223,1.513711632422499,0.09487410071942445,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,3,3,2,0,6,0.3333333333333333,0.3333333333333333,0.0,1.0,UNDERPOWERED,,,,,15,0.25,,,,,-0.4339250493096647,2.7451665501979967,1.8886422493525712,0.1375338753387534,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,94,7,33,0,101,0.6911764705882353,0.051470588235294115,0.6397058823529411,1.4633698424991997e-20,OK,,,,,15,0.25,,,,,0.5128365489852715,2.2117873629952705,1.1294735888375464,0.3158244680851064,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,3,1,0,5,0.3333333333333333,0.5,-0.16666666666666666,1.0,UNDERPOWERED,,,,,15,0.25,,,,,-0.7514450867052023,1.3246628131021194,1.6829907942624704,-0.13154761904761902,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,61,3,23,0,64,0.6630434782608695,0.03260869565217391,0.6304347826086957,4.742842403537839e-15,OK,,,,,15,0.25,,,,,0.6405693950177935,2.2378716744913927,1.4272809394760615,0.31147540983606553,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,36,16,5,0,52,0.6206896551724138,0.27586206896551724,0.3448275862068966,0.0077874363057435225,OK,,,,,15,0.5,,,,,0.37037037037037035,1.74496644295302,1.4049586776859504,0.23076923076923075,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,244,47,30,0,291,0.7349397590361446,0.14156626506024098,0.5933734939759037,2.9967891301427155e-33,OK,,,,,15,0.5,,,,,0.29197080291970806,2.047244094488189,1.350210970464135,0.11999999999999994,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,26,19,2,0,45,0.5416666666666666,0.3958333333333333,0.14583333333333334,0.3712980344710104,UNDERPOWERED,,,,,15,0.5,,,,,-0.2150537634408602,1.8181818181818183,1.7857142857142858,0.05882352941176472,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,189,39,22,0,228,0.7297297297297297,0.15057915057915058,0.5791505791505791,8.252684635678203e-25,OK,,,,,15,0.5,,,,,0.6755386565272496,2.3509672325305964,1.1857707509881423,0.358974358974359,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,67,35,10,0,102,0.5826086956521739,0.30434782608695654,0.2782608695652174,0.0019928055857140587,OK,,,,,15,0.5,,,,,0.0,1.575682382133995,1.4291184479237575,0.0,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,281,43,29,0,324,0.7574123989218329,0.11590296495956873,0.6415094339622641,5.546157611927377e-44,OK,,,,,15,0.5,,,,,0.29411764705882354,2.1052631578947367,1.0526315789473684,0.31578947368421045,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,20,11,4,0,31,0.5555555555555556,0.3055555555555556,0.25,0.14961278438568115,UNDERPOWERED,,,,,15,0.5,,,,,0.0,1.7647058823529411,2.0,0.0,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,226,37,32,0,263,0.7361563517915309,0.12052117263843648,0.6156351791530945,2.8315839192727235e-34,OK,,,,,15,0.5,,,,,0.6349206349206349,2.142857142857143,1.0852713178294573,0.3333333333333333,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,4,2,0,0,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6875,UNDERPOWERED,,,,,15,0.5,,,,,-0.8350417079032942,1.4211559544145018,1.817097111388726,-0.07875457875457875,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,108,15,7,0,123,0.8244274809160306,0.11450381679389313,0.7099236641221374,1.5264374114027041e-18,OK,,,,,15,0.5,,,,,0.10299394877568252,2.0810896193225057,1.0129485756566776,0.23809523809523814,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,2,0,0,2,0.0,1.0,-1.0,0.5,UNDERPOWERED,,,,,15,0.5,,,,,-1.9749532899055697,0.6476291470989244,3.1149320809978285,-0.5782258064516128,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,62,12,8,0,74,0.7126436781609196,0.13793103448275862,0.5747126436781609,2.8555486161534813e-09,OK,,,,,15,0.5,,,,,0.6775416753912298,1.9817873128569223,1.513711632422499,0.09487410071942445,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,4,3,1,0,7,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,UNDERPOWERED,,,,,15,0.5,,,,,-0.4339250493096647,2.7451665501979967,1.8886422493525712,0.1375338753387534,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,107,18,9,0,125,0.7867647058823529,0.1323529411764706,0.6544117647058824,1.3494093113112984e-16,OK,,,,,15,0.5,,,,,0.5128365489852715,2.2117873629952705,1.1294735888375464,0.3158244680851064,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,3,1,0,5,0.3333333333333333,0.5,-0.16666666666666666,1.0,UNDERPOWERED,,,,,15,0.5,,,,,-0.7514450867052023,1.3246628131021194,1.6829907942624704,-0.13154761904761902,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,70,11,6,0,81,0.7608695652173914,0.11956521739130435,0.6413043478260869,1.1828221854912694e-11,OK,,,,,15,0.5,,,,,0.6405693950177935,2.2378716744913927,1.4272809394760615,0.31147540983606553,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,31,24,1,1,55,0.5344827586206896,0.41379310344827586,0.1206896551724138,0.4187541882690154,OK,,,,,15,1.0,,,,,0.37037037037037035,1.74496644295302,1.4049586776859504,0.23076923076923075,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,228,89,3,1,317,0.6867469879518072,0.2680722891566265,0.4186746987951807,3.2648459101338044e-15,OK,,,,,15,1.0,,,,,0.29197080291970806,2.047244094488189,1.350210970464135,0.11999999999999994,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,29,17,1,0,46,0.6041666666666666,0.3541666666666667,0.25,0.10380535550410741,UNDERPOWERED,,,,,15,1.0,,,,,-0.2150537634408602,1.8181818181818183,1.7857142857142858,0.05882352941176472,,,,,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,179,67,4,0,246,0.6911196911196911,0.25868725868725867,0.43243243243243246,5.828070701104256e-13,OK,,,,,15,1.0,,,,,0.6755386565272496,2.3509672325305964,1.1857707509881423,0.358974358974359,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,60,50,1,1,110,0.5217391304347826,0.43478260869565216,0.08695652173913043,0.3909274566995058,OK,,,,,15,1.0,,,,,0.0,1.575682382133995,1.4291184479237575,0.0,,,,,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,259,90,1,3,349,0.6981132075471698,0.24258760107816713,0.4555256064690027,4.285949324717577e-20,OK,,,,,15,1.0,,,,,0.29411764705882354,2.1052631578947367,1.0526315789473684,0.31578947368421045,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,17,18,0,0,35,0.4722222222222222,0.5,-0.027777777777777776,1.0,UNDERPOWERED,,,,,15,1.0,,,,,0.0,1.7647058823529411,2.0,0.0,,,,,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,224,67,4,0,291,0.7296416938110749,0.2182410423452769,0.511400651465798,6.13439236830763e-21,OK,,,,,15,1.0,,,,,0.6349206349206349,2.142857142857143,1.0852713178294573,0.3333333333333333,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,5,1,0,0,6,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.21875,UNDERPOWERED,,,,,15,1.0,,,,,-0.8350417079032942,1.4211559544145018,1.817097111388726,-0.07875457875457875,,,,,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,95,33,0,2,128,0.7251908396946565,0.25190839694656486,0.4732824427480916,3.81094538709223e-08,OK,,,,,15,1.0,,,,,0.10299394877568252,2.0810896193225057,1.0129485756566776,0.23809523809523814,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,2,0,0,2,0.0,1.0,-1.0,0.5,UNDERPOWERED,,,,,15,1.0,,,,,-1.9749532899055697,0.6476291470989244,3.1149320809978285,-0.5782258064516128,,,,,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,58,19,5,0,77,0.6666666666666666,0.21839080459770116,0.4482758620689655,9.77507078797376e-06,OK,,,,,15,1.0,,,,,0.6775416753912298,1.9817873128569223,1.513711632422499,0.09487410071942445,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,3,5,0,0,8,0.3333333333333333,0.5555555555555556,-0.2222222222222222,0.7265625,UNDERPOWERED,,,,,15,1.0,,,,,-0.4339250493096647,2.7451665501979967,1.8886422493525712,0.1375338753387534,,,,,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,92,41,0,1,133,0.6764705882352942,0.3014705882352941,0.375,1.1515889454893252e-05,OK,,,,,15,1.0,,,,,0.5128365489852715,2.2117873629952705,1.1294735888375464,0.3158244680851064,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,4,0,0,6,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6875,UNDERPOWERED,,,,,15,1.0,,,,,-0.7514450867052023,1.3246628131021194,1.6829907942624704,-0.13154761904761902,,,,,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,61,25,1,0,86,0.6630434782608695,0.2717391304347826,0.391304347826087,0.00013037942991199537,OK,,,,,15,1.0,,,,,0.6405693950177935,2.2378716744913927,1.4272809394760615,0.31147540983606553,,,,,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,26,7,20,0,33,0.4482758620689655,0.1206896551724138,0.3275862068965517,0.0013187271542847157,OK,,,,,30,0.25,,,,,,,,,0.0,2.214022140221402,2.4242424242424243,-0.045454545454545484,,,,
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,208,18,81,0,226,0.6265060240963856,0.05421686746987952,0.572289156626506,3.7396925252374366e-42,OK,,,,,30,0.25,,,,,,,,,0.0,2.6724137931034484,2.08955223880597,0.02439024390243906,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,23,10,11,0,33,0.4791666666666667,0.20833333333333334,0.2708333333333333,0.03508203336969018,UNDERPOWERED,,,,,30,0.25,,,,,,,,,-0.19318287359524475,2.2051431911163064,2.5734888341120636,0.06512605042016807,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,159,13,76,0,172,0.6138996138996139,0.05019305019305019,0.5637065637065637,4.227536149253027e-33,OK,,,,,30,0.25,,,,,,,,,0.750488194567726,2.9810869317534463,1.8630385487528345,0.20606060606060603,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,51,9,43,0,60,0.4434782608695652,0.0782608695652174,0.3652173913043478,3.085035609438902e-08,OK,,,,,30,0.25,,,,,,,,,-0.25,1.8018018018018018,2.097902097902098,-0.05882352941176479,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,238,14,90,0,252,0.6415094339622641,0.03773584905660377,0.6037735849056604,9.706304779521102e-54,OK,,,,,30,0.25,,,,,,,,,0.25769782584703677,2.6808510638297873,1.610095148120656,0.23076923076923078,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,15,6,13,0,21,0.4166666666666667,0.16666666666666666,0.25,0.0783538818359375,UNDERPOWERED,,,,,30,0.25,,,,,,,,,-0.19607843137254904,2.3618021006080703,2.7045454545454546,0.0,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,182,11,87,0,193,0.5928338762214984,0.035830618892508145,0.5570032573289903,4.394405825258529e-41,OK,,,,,30,0.25,,,,,,,,,0.6817301841916036,3.1010199125789217,1.7960829493087558,0.2782978723404256,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,3,0,3,0,3,0.5,0.0,0.5,0.25,UNDERPOWERED,,,,,30,0.25,,,,,,,,,-1.0028011452000567,1.4539428396604033,2.2370037987915254,-0.13088235294117648,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,97,4,22,0,101,0.7404580152671756,0.030534351145038167,0.7099236641221374,3.35638779268828e-24,OK,,,,,30,0.25,,,,,,,,,0.0823045267489712,2.6366559485530545,1.8243243243243243,0.09803921568627452,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,0,2,0,0,0.0,0.0,0.0,,UNDERPOWERED,,,,,30,0.25,,,,,,,,,-10.112104226632328,0.6476291470989244,13.858253799929303,-0.8780776515151516,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,54,4,21,0,58,0.6206896551724138,0.04597701149425287,0.5747126436781609,3.169950413273171e-12,OK,,,,,30,0.25,,,,,,,,,0.3250883392226148,2.7848101265822787,2.2309197651663406,0.10000000000000005,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,3,3,1,0,6,0.3333333333333333,0.3333333333333333,0.0,1.0,UNDERPOWERED,,,,,30,0.25,,,,,,,,,-1.0650887573964496,3.144654088050314,2.893081761006289,0.04166666666666666,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,91,7,32,0,98,0.6691176470588235,0.051470588235294115,0.6176470588235294,9.440274241692034e-20,OK,,,,,30,0.25,,,,,,,,,0.322663252240717,2.815929203539823,1.6206582880056435,0.32593325791855204,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,3,1,0,5,0.3333333333333333,0.5,-0.16666666666666666,1.0,UNDERPOWERED,,,,,30,0.25,,,,,,,,,-0.9484050524512951,1.3246628131021194,2.5446906444016273,-0.3198568872987478,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,60,3,22,0,63,0.6521739130434783,0.03260869565217391,0.6195652173913043,9.048317650695026e-15,OK,,,,,30,0.25,,,,,,,,,0.28402366863905326,2.6440677966101696,2.2891566265060237,0.11864406779661017,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,35,13,5,0,48,0.603448275862069,0.22413793103448276,0.3793103448275862,0.0020881073339964478,OK,,,,,30,0.5,,,,,,,,,0.0,2.214022140221402,2.4242424242424243,-0.045454545454545484,,,,
ES,overnight_high,upper,TOUCH_CLOSE_INSIDE,332,235,43,29,0,278,0.7078313253012049,0.12951807228915663,0.5783132530120482,3.354490535517644e-33,OK,,,,,30,0.5,,,,,,,,,0.0,2.6724137931034484,2.08955223880597,0.02439024390243906,,,,
ES,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,48,24,18,2,0,42,0.5,0.375,0.125,0.44079906734259566,UNDERPOWERED,,,,,30,0.5,,,,,,,,,-0.19318287359524475,2.2051431911163064,2.5734888341120636,0.06512605042016807,,,,
ES,overnight_low,lower,TOUCH_CLOSE_INSIDE,259,187,39,22,0,226,0.722007722007722,0.15057915057915058,0.5714285714285714,2.272398039885398e-24,OK,,,,,30,0.5,,,,,,,,,0.750488194567726,2.9810869317534463,1.8630385487528345,0.20606060606060603,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,115,61,33,9,0,94,0.5304347826086957,0.28695652173913044,0.24347826086956523,0.00507843581282981,OK,,,,,30,0.5,,,,,,,,,-0.25,1.8018018018018018,2.097902097902098,-0.05882352941176479,,,,
ES,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,371,275,39,28,0,314,0.7412398921832885,0.10512129380053908,0.6361185983827493,6.99140408056163e-45,OK,,,,,30,0.5,,,,,,,,,0.25769782584703677,2.6808510638297873,1.610095148120656,0.23076923076923078,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,36,20,11,3,0,31,0.5555555555555556,0.3055555555555556,0.25,0.14961278438568115,UNDERPOWERED,,,,,30,0.5,,,,,,,,,-0.19607843137254904,2.3618021006080703,2.7045454545454546,0.0,,,,
ES,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,307,214,35,31,0,249,0.6970684039087948,0.11400651465798045,0.5830618892508144,1.5297230490739963e-32,OK,,,,,30,0.5,,,,,,,,,0.6817301841916036,3.1010199125789217,1.7960829493087558,0.2782978723404256,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,6,4,2,0,0,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6875,UNDERPOWERED,,,,,30,0.5,,,,,,,,,-1.0028011452000567,1.4539428396604033,2.2370037987915254,-0.13088235294117648,,,,
NQ,overnight_high,upper,TOUCH_CLOSE_INSIDE,131,102,14,7,0,116,0.7786259541984732,0.10687022900763359,0.6717557251908397,1.1257071535022126e-17,OK,,,,,30,0.5,,,,,,,,,0.0823045267489712,2.6366559485530545,1.8243243243243243,0.09803921568627452,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_AT_LEVEL,2,0,2,0,0,2,0.0,1.0,-1.0,0.5,UNDERPOWERED,,,,,30,0.5,,,,,,,,,-10.112104226632328,0.6476291470989244,13.858253799929303,-0.8780776515151516,,,,
NQ,overnight_low,lower,TOUCH_CLOSE_INSIDE,87,61,10,8,0,71,0.7011494252873564,0.11494252873563218,0.5862068965517241,4.6446053760977124e-10,OK,,,,,30,0.5,,,,,,,,,0.3250883392226148,2.7848101265822787,2.2309197651663406,0.10000000000000005,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_AT_LEVEL,9,4,2,1,0,6,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.6875,UNDERPOWERED,,,,,30,0.5,,,,,,,,,-1.0650887573964496,3.144654088050314,2.893081761006289,0.04166666666666666,,,,
NQ,prev_rth_high,upper,TOUCH_CLOSE_INSIDE,136,104,18,8,0,122,0.7647058823529411,0.1323529411764706,0.6323529411764706,6.780884736177504e-16,OK,,,,,30,0.5,,,,,,,,,0.322663252240717,2.815929203539823,1.6206582880056435,0.32593325791855204,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_AT_LEVEL,6,2,3,1,0,5,0.3333333333333333,0.5,-0.16666666666666666,1.0,UNDERPOWERED,,,,,30,0.5,,,,,,,,,-0.9484050524512951,1.3246628131021194,2.5446906444016273,-0.3198568872987478,,,,
NQ,prev_rth_low,lower,TOUCH_CLOSE_INSIDE,92,69,10,6,0,79,0.75,0.10869565217391304,0.6413043478260869,5.544696639021875e-12,OK,,,,,30,0.5,,,,,,,,,0.28402366863905326,2.6440677966101696,2.2891566265060237,0.11864406779661017,,,,
ES,overnight_high,upper,TOUCH_CLOSE_AT_LEVEL,58,30,21,1,1,51,0.5172413793103449,0.3620689655172414,0.15517241379310345,0.2624375357110438,OK,,,,,30,1.0,,,,,,,,,0.0,2.214022140221402,2.4242424242424243,-0.045454545454545484,,,,
