instrument,level_type,side,time_stratum,year,n_failed,n_successful,rotation_first_rate_failed,rotation_first_rate_successful,failed_minus_successful_rotation_rate,median_signed_close_contrast,sign
ES,prev_rth_low,lower,MIDDAY,2020,33,19,0.8709677419354839,0.0,0.8709677419354839,3.5180397886928176,1.0
ES,prev_rth_low,lower,MIDDAY,2021,37,12,0.8611111111111112,0.0,0.8611111111111112,2.1790134583032925,1.0
ES,prev_rth_low,lower,MIDDAY,2022,41,21,0.8108108108108109,0.047619047619047616,0.7631917631917633,0.2661671696324303,1.0
ES,prev_rth_low,lower,AFTERNOON,2018,58,25,0.8260869565217391,0.047619047619047616,0.7784679089026916,0.22727272727272727,1.0
ES,prev_rth_low,lower,AFTERNOON,2019,36,14,0.8947368421052632,0.09090909090909091,0.8038277511961722,-1.2569569585119824,1.0
ES,prev_rth_low,lower,AFTERNOON,2020,54,21,0.8888888888888888,0.0,0.8888888888888888,3.0140328857381427,1.0
ES,prev_rth_low,lower,AFTERNOON,2021,33,16,0.6521739130434783,0.125,0.5271739130434783,0.8856499839245526,1.0
ES,prev_rth_low,lower,AFTERNOON,2022,69,32,0.6851851851851852,0.038461538461538464,0.6467236467236468,0.24761904761904763,1.0
ES,prev_rth_low,lower,ALL_RTH,2018,130,85,0.8839285714285714,0.125,0.7589285714285714,0.8204930662557781,1.0
ES,prev_rth_low,lower,ALL_RTH,2019,111,67,0.8354430379746836,0.0967741935483871,0.7386688444262964,1.8782249742002064,1.0
ES,prev_rth_low,lower,ALL_RTH,2020,144,80,0.8677685950413223,0.05555555555555555,0.8122130394857667,2.3753684818474587,1.0
ES,prev_rth_low,lower,ALL_RTH,2021,142,63,0.8360655737704918,0.09433962264150944,0.7417259511289824,1.5060613460916137,1.0
ES,prev_rth_low,lower,ALL_RTH,2022,197,102,0.7559523809523809,0.042105263157894736,0.7138471177944862,1.2502932207365705,1.0
NQ,overnight_high,upper,OPEN,2018,45,25,0.8571428571428571,0.0,0.8571428571428571,1.4995640802092414,1.0
NQ,overnight_high,upper,OPEN,2019,53,36,0.7843137254901961,0.11764705882352941,0.6666666666666666,0.2497183308395609,1.0
NQ,overnight_high,upper,OPEN,2020,70,43,0.8484848484848485,0.07142857142857142,0.7770562770562771,1.9035401504872331,1.0
NQ,overnight_high,upper,OPEN,2021,68,39,0.7761194029850746,0.0,0.7761194029850746,2.3472378828797305,1.0
NQ,overnight_high,upper,OPEN,2022,82,43,0.7536231884057971,0.09523809523809523,0.6583850931677019,1.6234469615181584,1.0
NQ,overnight_high,upper,MID_MORNING,2018,41,15,0.825,0.0,0.825,2.4061098135172205,1.0
NQ,overnight_high,upper,MID_MORNING,2019,33,25,0.8387096774193549,0.08333333333333333,0.7553763440860215,0.6740625934687441,1.0
NQ,overnight_high,upper,MID_MORNING,2020,67,26,0.8125,0.2,0.6125,2.1119828224303836,1.0
NQ,overnight_high,upper,MID_MORNING,2021,67,28,0.7692307692307693,0.07407407407407407,0.6951566951566952,0.7669916506280597,1.0
NQ,overnight_high,upper,MID_MORNING,2022,85,28,0.7439024390243902,0.10714285714285714,0.6367595818815331,0.3441372500261104,1.0
NQ,overnight_high,upper,MIDDAY,2018,34,15,0.7352941176470589,0.06666666666666667,0.6686274509803922,2.6810638505086777,1.0
NQ,overnight_high,upper,MIDDAY,2019,24,12,0.7391304347826086,0.09090909090909091,0.6482213438735177,2.2336131309283687,1.0
NQ,overnight_high,upper,MIDDAY,2020,51,20,0.723404255319149,0.05263157894736842,0.6707726763717805,0.8102051189253343,1.0
NQ,overnight_high,upper,MIDDAY,2021,29,29,0.7586206896551724,0.10344827586206896,0.6551724137931034,1.0493298064841183,1.0
NQ,overnight_high,upper,MIDDAY,2022,50,24,0.717391304347826,0.08695652173913043,0.6304347826086956,0.49521430833897695,1.0
NQ,overnight_high,upper,AFTERNOON,2018,46,12,0.8421052631578947,0.1,0.7421052631578947,0.7799669914471097,1.0
NQ,overnight_high,upper,AFTERNOON,2019,59,20,0.6976744186046512,0.16666666666666666,0.5310077519379846,1.2960945713199274,1.0
NQ,overnight_high,upper,AFTERNOON,2020,75,22,0.8793103448275862,0.17647058823529413,0.702839756592292,0.951829726742729,1.0
NQ,overnight_high,upper,AFTERNOON,2021,70,28,0.7636363636363637,0.043478260869565216,0.7201581027667985,0.9747205188368931,1.0
NQ,overnight_high,upper,AFTERNOON,2022,53,34,0.75,0.12903225806451613,0.6209677419354839,1.5411748656724618,1.0
NQ,overnight_high,upper,ALL_RTH,2018,166,67,0.8181818181818182,0.03076923076923077,0.7874125874125875,1.9833452620337866,1.0
NQ,overnight_high,upper,ALL_RTH,2019,169,93,0.7635135135135135,0.11494252873563218,0.6485709847778813,1.051079734219269,1.0
NQ,overnight_high,upper,ALL_RTH,2020,263,111,0.8212765957446808,0.11650485436893204,0.7047717413757488,1.52102872252126,1.0
NQ,overnight_high,upper,ALL_RTH,2021,234,124,0.7685185185185185,0.05128205128205128,0.7172364672364672,1.1448877098215822,1.0
NQ,overnight_high,upper,ALL_RTH,2022,270,129,0.7427385892116183,0.10483870967741936,0.6378998795341989,1.2082052325404251,1.0
NQ,overnight_low,lower,OPEN,2018,30,11,0.75,0.0,0.75,0.7789196378186314,1.0
NQ,overnight_low,lower,OPEN,2019,68,22,0.7068965517241379,0.0,0.7068965517241379,0.9313008250722719,1.0
NQ,overnight_low,lower,OPEN,2020,65,32,0.9090909090909091,0.0,0.9090909090909091,0.6735136037949139,1.0
NQ,overnight_low,lower,OPEN,2021,69,36,0.8166666666666667,0.1111111111111111,0.7055555555555555,1.974574458083693,1.0
NQ,overnight_low,lower,OPEN,2022,77,47,0.7205882352941176,0.1590909090909091,0.5614973262032086,1.3565681429649752,1.0
NQ,overnight_low,lower,MID_MORNING,2018,45,14,0.7906976744186046,0.15384615384615385,0.6368515205724508,0.7967686012194374,1.0
NQ,overnight_low,lower,MID_MORNING,2019,30,18,0.8214285714285714,0.0,0.8214285714285714,-2.2107848031274795,1.0
NQ,overnight_low,lower,MID_MORNING,2020,77,26,0.7761194029850746,0.04,0.7361194029850746,0.32050972312207365,1.0
NQ,overnight_low,lower,MID_MORNING,2021,62,22,0.7017543859649122,0.0,0.7017543859649122,2.0872694095245192,1.0
NQ,overnight_low,lower,MID_MORNING,2022,71,39,0.7058823529411765,0.13157894736842105,0.5743034055727555,0.7730801834084692,1.0
NQ,overnight_low,lower,MIDDAY,2018,28,8,0.7916666666666666,0.16666666666666666,0.625,-2.9067694218584474,1.0
NQ,overnight_low,lower,MIDDAY,2019,33,16,0.8214285714285714,0.0625,0.7589285714285714,0.7866992203756624,1.0
NQ,overnight_low,lower,MIDDAY,2020,47,14,0.8536585365853658,0.2222222222222222,0.6314363143631436,0.448434607108902,1.0
NQ,overnight_low,lower,MIDDAY,2021,52,16,0.8723404255319149,0.2,0.672340425531915,1.9135726565768278,1.0
NQ,overnight_low,lower,MIDDAY,2022,66,36,0.7142857142857143,0.05555555555555555,0.6587301587301587,0.9448553589344013,1.0
NQ,overnight_low,lower,AFTERNOON,2018,33,15,0.7692307692307693,0.0,0.7692307692307693,0.5559832349670686,1.0
NQ,overnight_low,lower,AFTERNOON,2019,40,19,0.8571428571428571,0.0,0.8571428571428571,1.7349942965681342,1.0
NQ,overnight_low,lower,AFTERNOON,2020,58,22,0.8,0.125,0.675,1.8137533446927403,1.0
NQ,overnight_low,lower,AFTERNOON,2021,46,24,0.8235294117647058,0.058823529411764705,0.7647058823529411,2.4112244194597676,1.0
NQ,overnight_low,lower,AFTERNOON,2022,67,33,0.7872340425531915,0.0,0.7872340425531915,1.6069727674157912,1.0
NQ,overnight_low,lower,ALL_RTH,2018,136,48,0.7777777777777778,0.08108108108108109,0.6966966966966968,0.3600822534013014,1.0
NQ,overnight_low,lower,ALL_RTH,2019,171,75,0.785234899328859,0.014285714285714285,0.7709491850431448,0.8079098978342882,1.0
NQ,overnight_low,lower,ALL_RTH,2020,247,94,0.8325123152709359,0.06097560975609756,0.7715367055148383,0.48788741704419086,1.0
NQ,overnight_low,lower,ALL_RTH,2021,229,98,0.797979797979798,0.08888888888888889,0.7090909090909091,1.9007038655964361,1.0
NQ,overnight_low,lower,ALL_RTH,2022,281,155,0.7276422764227642,0.09722222222222222,0.630420054200542,1.0802591502645718,1.0
NQ,prev_rth_high,upper,OPEN,2018,42,22,0.7,0.09090909090909091,0.609090909090909,1.8861937145717511,1.0
NQ,prev_rth_high,upper,OPEN,2019,40,24,0.7027027027027027,0.08695652173913043,0.6157461809635723,1.6344674132107333,1.0
NQ,prev_rth_high,upper,OPEN,2020,44,29,0.8571428571428571,0.07142857142857142,0.7857142857142857,-0.4301583369108125,1.0
NQ,prev_rth_high,upper,OPEN,2021,61,30,0.85,0.037037037037037035,0.8129629629629629,1.723854893302512,1.0
NQ,prev_rth_high,upper,OPEN,2022,48,24,0.7954545454545454,0.045454545454545456,0.75,0.4194074596231312,1.0
NQ,prev_rth_high,upper,MID_MORNING,2018,51,31,0.7916666666666666,0.06451612903225806,0.7271505376344085,1.3453222233941566,1.0
NQ,prev_rth_high,upper,MID_MORNING,2019,34,24,0.7575757575757576,0.0,0.7575757575757576,0.563316654916461,1.0
NQ,prev_rth_high,upper,MID_MORNING,2020,53,19,0.8431372549019608,0.0,0.8431372549019608,1.2626067932535328,1.0
NQ,prev_rth_high,upper,MID_MORNING,2021,61,22,0.7017543859649122,0.047619047619047616,0.6541353383458646,0.5814767327552,1.0
NQ,prev_rth_high,upper,MID_MORNING,2022,42,19,0.7073170731707317,0.05263157894736842,0.6546854942233633,1.3240164630643567,1.0
NQ,prev_rth_high,upper,MIDDAY,2018,45,19,0.9111111111111111,0.2777777777777778,0.6333333333333333,1.2694323978950122,1.0
NQ,prev_rth_high,upper,MIDDAY,2019,38,15,0.8648648648648649,0.15384615384615385,0.7110187110187111,0.47074707470747074,1.0
NQ,prev_rth_high,upper,MIDDAY,2020,40,26,0.8157894736842105,0.038461538461538464,0.7773279352226721,1.2219196641082366,1.0
NQ,prev_rth_high,upper,MIDDAY,2021,45,31,0.7954545454545454,0.10344827586206896,0.6920062695924765,0.2789350319661727,1.0
NQ,prev_rth_high,upper,MIDDAY,2022,35,13,0.8125,0.0,0.8125,1.1816629537798027,1.0
NQ,prev_rth_high,upper,AFTERNOON,2018,46,23,0.7804878048780488,0.15789473684210525,0.6225930680359435,1.1206188520676155,1.0
NQ,prev_rth_high,upper,AFTERNOON,2019,40,22,0.8076923076923077,0.19047619047619047,0.6172161172161172,-0.6600396681023859,1.0
NQ,prev_rth_high,upper,AFTERNOON,2020,59,32,0.7446808510638298,0.037037037037037035,0.7076438140267927,1.2440330693435018,1.0
NQ,prev_rth_high,upper,AFTERNOON,2021,41,16,0.8787878787878788,0.21428571428571427,0.6645021645021645,1.548185365332193,1.0
NQ,prev_rth_high,upper,AFTERNOON,2022,52,16,0.868421052631579,0.0,0.868421052631579,3.750414382251689,1.0
NQ,prev_rth_high,upper,ALL_RTH,2018,184,95,0.7988505747126436,0.13333333333333333,0.6655172413793103,1.397621741906526,1.0
NQ,prev_rth_high,upper,ALL_RTH,2019,152,85,0.7819548872180451,0.1,0.6819548872180451,0.4766772679085264,1.0
NQ,prev_rth_high,upper,ALL_RTH,2020,196,106,0.8146067415730337,0.04,0.7746067415730337,1.0883615205331183,1.0
NQ,prev_rth_high,upper,ALL_RTH,2021,208,99,0.7989690721649485,0.08791208791208792,0.7110569842528606,0.7331835005711933,1.0
NQ,prev_rth_high,upper,ALL_RTH,2022,177,72,0.7935483870967742,0.029411764705882353,0.7641366223908919,1.4877437100558206,1.0
NQ,prev_rth_low,lower,OPEN,2018,38,18,0.78125,0.058823529411764705,0.7224264705882353,3.389882509845669,1.0
NQ,prev_rth_low,lower,OPEN,2019,36,17,0.7941176470588235,0.11764705882352941,0.676470588235294,0.9482801721146359,1.0
NQ,prev_rth_low,lower,OPEN,2020,34,11,0.78125,0.0,0.78125,1.6040647129805379,1.0
NQ,prev_rth_low,lower,OPEN,2021,43,30,0.7894736842105263,0.034482758620689655,0.7549909255898367,2.0251706177125812,1.0
NQ,prev_rth_low,lower,OPEN,2022,57,34,0.8269230769230769,0.0625,0.7644230769230769,1.465759425496688,1.0
NQ,prev_rth_low,lower,MID_MORNING,2018,52,19,0.6875,0.05263157894736842,0.6348684210526316,1.8282220607802002,1.0
NQ,prev_rth_low,lower,MID_MORNING,2019,49,20,0.8,0.05263157894736842,0.7473684210526317,1.15224027330597,1.0
NQ,prev_rth_low,lower,MID_MORNING,2020,35,23,0.7647058823529411,0.09523809523809523,0.6694677871148459,1.4581975764956399,1.0
NQ,prev_rth_low,lower,MID_MORNING,2021,38,22,0.7352941176470589,0.09523809523809523,0.6400560224089636,1.527622691631369,1.0
NQ,prev_rth_low,lower,MID_MORNING,2022,64,28,0.7903225806451613,0.14814814814814814,0.6421744324970131,1.1166708325113397,1.0
NQ,prev_rth_low,lower,MIDDAY,2018,34,17,0.7419354838709677,0.0625,0.6794354838709677,0.009276437847866428,1.0
NQ,prev_rth_low,lower,MIDDAY,2019,47,15,0.7777777777777778,0.2,0.5777777777777777,0.5869632375656471,1.0
NQ,prev_rth_low,lower,MIDDAY,2020,29,14,0.7307692307692307,0.0,0.7307692307692307,2.200345741267302,1.0
NQ,prev_rth_low,lower,MIDDAY,2021,45,20,0.8048780487804879,0.0,0.8048780487804879,0.05347712978664837,1.0
NQ,prev_rth_low,lower,MIDDAY,2022,52,27,0.7959183673469388,0.0,0.7959183673469388,1.1418620187944455,1.0
NQ,prev_rth_low,lower,AFTERNOON,2018,58,19,0.8333333333333334,0.06666666666666667,0.7666666666666667,1.948608754152761,1.0
NQ,prev_rth_low,lower,AFTERNOON,2019,35,17,0.7777777777777778,0.21428571428571427,0.5634920634920635,2.4021740751975416,1.0
NQ,prev_rth_low,lower,AFTERNOON,2020,41,22,0.8518518518518519,0.0,0.8518518518518519,0.6191800877452298,1.0
NQ,prev_rth_low,lower,AFTERNOON,2021,43,18,0.7878787878787878,0.0,0.7878787878787878,2.5744148291528446,1.0
NQ,prev_rth_low,lower,AFTERNOON,2022,68,33,0.7692307692307693,0.07407407407407407,0.6951566951566952,2.2207180776961994,1.0
NQ,prev_rth_low,lower,ALL_RTH,2018,182,73,0.7610062893081762,0.05970149253731343,0.7013047967708628,1.2144584389669126,1.0
NQ,prev_rth_low,lower,ALL_RTH,2019,167,69,0.7876712328767124,0.13846153846153847,0.649209694415174,0.8195272270683074,1.0
NQ,prev_rth_low,lower,ALL_RTH,2020,139,70,0.7815126050420168,0.03333333333333333,0.7481792717086835,1.4630493677562075,1.0
NQ,prev_rth_low,lower,ALL_RTH,2021,169,90,0.7808219178082192,0.03571428571428571,0.7451076320939335,1.8300467532485114,1.0
NQ,prev_rth_low,lower,ALL_RTH,2022,241,122,0.7953488372093023,0.07142857142857142,0.7239202657807309,1.3913006855254004,1.0
