instrument,feature,horizon,target,n_valid,pearson_r,pearson_ci_lo,pearson_ci_hi,spearman_rho,spearman_ci_lo,spearman_ci_hi,p_raw_approx,significant_bonf,quintile_monotonicity_spearman,cov100_acc,cov50_acc,cov30_acc,cov15_acc,bull_bear_diff,bull_bear_diff_ci_lo,bull_bear_diff_ci_hi,spearman_drop_top_outlier
ES,overnight_range,10,R,1286,-0.11359650968577313,-0.22704146261616634,0.028682469056855123,-0.01611997672861767,-0.07680479732105075,0.04843872535901035,0.5748859715547256,False,-0.09999999999999999,0.5114806017418844,0.5126582278481012,0.4765625,0.47668393782383417,,,,-0.01382093747901033
ES,overnight_range,10,Q,1286,-0.0027808326631663565,-0.05507330369730168,0.057725529558954713,0.044200866194020735,-0.012556058089711157,0.10201778913965452,0.1238599939351337,False,0.09999999999999999,0.4901652242328875,0.5031347962382445,0.4961038961038961,0.5052083333333334,,,,0.04648450326713374
ES,overnight_range,15,R,1286,-0.1448857136057317,-0.2492915712840225,-0.019002858657480207,-0.01878241679122429,-0.07709030080868724,0.04365551506721073,0.513417158983098,False,0.0,0.5185770750988142,0.5110062893081762,0.4789473684210526,0.45789473684210524,,,,-0.016489738773715273
ES,overnight_range,15,Q,1286,-0.023749007197331192,-0.07663732529967217,0.03485607621107382,0.023429457680679975,-0.02777096820355576,0.08350899155559696,0.41491707214310125,False,0.0,0.4810725552050473,0.4881889763779528,0.47643979057591623,0.4869109947643979,,,,0.02565573792444748
ES,overnight_range,30,R,1286,-0.05631460062889525,-0.1527760154673435,0.04151980222509055,0.0037313674926520877,-0.05319422996868947,0.06392546419251521,0.8967114808133301,False,0.0,0.5098193244304792,0.5116640746500778,0.4896373056994819,0.47150259067357514,,,,0.005291563539940512
ES,overnight_range,30,Q,1286,-0.02758253463981247,-0.08008517572207476,0.0323281228337123,0.016719741280396317,-0.030377571593686738,0.07209801828421668,0.5607404742952431,False,0.09999999999999999,0.48744113029827313,0.48589341692789967,0.46475195822454307,0.45077720207253885,,,,0.018879169384489705
ES,range_position_0929,5,R,1286,-0.061987412253547564,-0.11577758782167681,0.002734021674456546,-0.041014029969064184,-0.09273111935956925,0.017908689721182397,0.15337862906466349,False,-0.8999999999999998,0.4812150279776179,0.49044585987261147,0.46684350132625996,0.42857142857142855,-0.7552725964852687,-1.3688735413565383,-0.14948302765927726,-0.04009834274980157
ES,range_position_0929,5,Q,1286,-0.009559184624355928,-0.0598741265549665,0.04426372536261233,-0.007512702308253109,-0.05762412759094821,0.046778464491192294,0.7938030090245727,False,-0.19999999999999998,0.48322683706070285,0.4944356120826709,0.5026178010471204,0.4842105263157895,-0.040107516272721994,-0.1129637544107579,0.01989564746717503,-0.00687935017419612
ES,range_position_0929,10,R,1286,-0.05773303175252655,-0.11441777653252654,0.0022176648863069877,-0.055719120817173756,-0.11281032184077598,0.0026247758182688648,0.052318384961390185,False,-0.8999999999999998,0.4784688995215311,0.4643423137876387,0.4894179894179894,0.4734042553191489,-0.7143494050533005,-1.5047757148352032,0.16932654194099425,-0.054614496556880276
ES,range_position_0929,10,Q,1286,-0.022399584308430826,-0.07005544410798652,0.030280643984781815,-0.021603124964003257,-0.06784396299593463,0.030865703224739756,0.45223149266690044,False,-0.7,0.48256735340729,0.48742138364779874,0.5026041666666666,0.4739583333333333,-0.04857615723009119,-0.12162367562968324,0.01161626469841337,-0.020434580650795058
ES,range_position_0929,15,R,1286,-0.015536268893357227,-0.0724797513456189,0.04538416490287213,-0.019979117005459016,-0.07874709300259376,0.038195468255592946,0.486945301168233,False,-0.3,0.4896496815286624,0.4835680751173709,0.4830287206266319,0.484375,-0.09261012258599502,-0.9888795139270479,0.7925308837780859,-0.0187527747615623
ES,range_position_0929,15,Q,1286,-0.01333100381399578,-0.06415544459056927,0.04097312720704145,-0.012305925023144742,-0.06239865451270758,0.04216534799560246,0.6685414597462445,False,-0.49999999999999994,0.482922954725973,0.4810725552050473,0.4921052631578947,0.45263157894736844,-0.03241233191054792,-0.10316619775981073,0.030530588276332378,-0.010942860029223959
ES,range_position_0929,30,R,1286,-0.0037894761104014544,-0.06066816060334168,0.06283166327378358,-0.0018203449104828644,-0.061059621532809256,0.06072061366222303,0.9495031383151049,False,-0.3,0.48813291139240506,0.5015625,0.5039164490861618,0.4869109947643979,-0.0030996173558590634,-1.1639664643131886,1.1379577461710602,-0.0025869092638297554
ES,range_position_0929,30,Q,1286,0.0003019201690891685,-0.05449849337278946,0.05619733235222534,-0.0011253149347605887,-0.055522666045102066,0.05407074482051064,0.9687705891842113,False,0.0,0.491699604743083,0.5039123630672926,0.5038961038961038,0.46875,-0.02248922060100072,-0.08749996707545421,0.04033961290917441,-0.0006207387675443771
ES,signed_path_efficiency_on,5,R,1286,-0.10735457663640337,-0.1655518343536651,-0.044205030394936964,-0.07356199395111805,-0.1250085209921207,-0.019924472988868507,0.010350683838826313,False,-0.9999999999999999,0.4704472843450479,0.4873015873015873,0.4763157894736842,0.43455497382198954,-0.8899164892258955,-1.5167838467754529,-0.24637114515605293,-0.07145787800415626
ES,signed_path_efficiency_on,5,Q,1286,-0.042722088802034784,-0.09558385420150242,0.012440191232102831,-0.03652679581909343,-0.08664656949625907,0.017048848471353944,0.2036040545763047,False,-0.7,0.47007182761372707,0.47217806041335453,0.47214854111405835,0.4973821989528796,-0.06194607931099345,-0.12568543071545396,0.004367006006643229,-0.03550841284103485
ES,signed_path_efficiency_on,10,R,1286,-0.09931007378072369,-0.15706698887312948,-0.040293887157299854,-0.08551345022116914,-0.14096510220073447,-0.031998539669762203,0.002860564279751676,False,-0.9999999999999999,0.45976095617529883,0.47318611987381703,0.45144356955380577,0.43157894736842106,-1.4425091901512317,-2.2411114567660086,-0.569258246967808,-0.08366009906191353
ES,signed_path_efficiency_on,10,Q,1286,-0.06040335660378024,-0.11532812321118463,-0.007975993350974396,-0.05103184489354129,-0.10224168319410033,0.002804265880837595,0.07557385000483263,False,-0.6,0.4734758511480602,0.4755905511811024,0.468586387434555,0.4607329842931937,-0.0786255589264623,-0.14622658193353075,-0.017947961324880364,-0.049885663968644134
ES,signed_path_efficiency_on,15,R,1286,-0.033824248361149625,-0.09707667551472217,0.029382196536204743,-0.03503433125484357,-0.09418969432669914,0.02458216963581437,0.2227075179645417,False,-0.8999999999999998,0.477326968973747,0.49050632911392406,0.4725848563968668,0.47368421052631576,-0.6536521400720339,-1.7148556656693628,0.2813729329905971,-0.03316505673031378
ES,signed_path_efficiency_on,15,Q,1286,-0.04357034422085235,-0.09898235301744003,0.010856223296758264,-0.034006030102150045,-0.08501633238927683,0.01918128589419851,0.23659425194443573,False,-0.6,0.4746031746031746,0.4699367088607595,0.46596858638743455,0.45549738219895286,-0.06684634012195058,-0.13598742874657316,-0.004327948606778995,-0.032699612451252205
ES,signed_path_efficiency_on,30,R,1286,-0.0004805590719997329,-0.05769262542590915,0.06493524914943406,-0.002189004181626567,-0.06134484895031572,0.05698221775279886,0.9392944919077666,False,-0.39999999999999997,0.48853754940711464,0.4953125,0.5142857142857142,0.5260416666666666,-0.5339583214557497,-1.9569814784059332,0.7593766034737892,-0.004228887967940828
ES,signed_path_efficiency_on,30,Q,1286,-0.024112291084420888,-0.08194055368130701,0.0358977734875654,-0.018360275131849138,-0.07402927312731761,0.03797086793564661,0.5229305773704276,False,-0.6,0.47709320695102686,0.4858490566037736,0.4817708333333333,0.484375,-0.048840335463639264,-0.11769958167649879,0.02429538097046516,-0.018222402549488516
ES,dist_from_overnight_high,5,R,1286,0.0857984803153856,-0.005872721192071959,0.17439487563090597,0.029909339735812997,-0.02637684453139588,0.08497937327441554,0.2979355727282307,False,0.8999999999999998,0.4832,0.48346456692913387,0.47244094488188976,0.5287958115183246,,,,0.028070868046165008
ES,dist_from_overnight_high,5,Q,1286,0.047487720257738675,-0.00589417672190571,0.09590149428514726,0.03874061720108708,-0.015040026595439756,0.0918151828770823,0.17750421721913345,False,0.49999999999999994,0.5019984012789768,0.5047770700636943,0.5158730158730159,0.5661375661375662,,,,0.03715562020043141
ES,dist_from_overnight_high,10,R,1286,0.017902857487820775,-0.08577895431862699,0.1306295151610513,0.030279645716353595,-0.030417660248997384,0.08934016904432245,0.29199030282371297,False,0.7,0.5107741420590582,0.5149136577708007,0.5246753246753246,0.53125,,,,0.031188303570162338
ES,dist_from_overnight_high,10,Q,1286,0.04023316101874143,-0.013645403865514336,0.0900221178297797,0.03361313007187345,-0.021590668449386268,0.08405838858211381,0.242058287455865,False,0.7,0.48929421094369546,0.4835164835164835,0.4869791666666667,0.5440414507772021,,,,0.03332183968397571
ES,dist_from_overnight_high,15,R,1286,-0.05457741707635975,-0.14864511506988912,0.04309985839374515,0.008769072928578505,-0.04910120410162819,0.06813944029801454,0.7602990855376628,False,-0.09999999999999999,0.5179282868525896,0.5173501577287066,0.5052083333333334,0.4973821989528796,,,,0.009401141958949238
ES,dist_from_overnight_high,15,Q,1286,0.017133748274414693,-0.03589696866241981,0.06798965604783638,0.016770560885921014,-0.036477859707123514,0.06897830551549047,0.5595496652094292,False,0.49999999999999994,0.48012718600953896,0.4755905511811024,0.47244094488188976,0.53125,,,,0.016425593493873215
ES,dist_from_overnight_high,30,R,1286,-0.01340063135831227,-0.09969716047318383,0.0729833391443092,0.0040883510251217715,-0.054982154471952156,0.05711753141930406,0.8868932187692742,False,-0.09999999999999999,0.5083135391923991,0.5039001560062403,0.5025906735751295,0.48704663212435234,,,,0.005879168311750449
ES,dist_from_overnight_high,30,Q,1286,-0.0030002143639997355,-0.05831292287487762,0.043579684875924916,0.009372288055989587,-0.04310374991215783,0.0602810184055932,0.7443669084683444,False,0.3,0.4865506329113924,0.48119122257053293,0.4712041884816754,0.46875,,,,0.009005973845828961
ES,dist_from_overnight_low,5,R,1286,-0.10186624912968513,-0.18352623580366492,0.0018318313311357966,-0.02255351002164932,-0.07563113320345244,0.045598034554346654,0.43258229013884497,False,-0.39999999999999997,0.48289578361177404,0.4952681388012618,0.48293963254593175,0.45077720207253885,,,,-0.02028014096808431
ES,dist_from_overnight_low,5,Q,1286,-0.0038465568173521327,-0.05364657382700682,0.05460508148556789,0.04557768604690539,-0.002343617039720629,0.10592128545025084,0.11256500910800327,False,0.6,0.5007949125596184,0.5300632911392406,0.5235602094240838,0.5105263157894737,,,,0.04596563873782643
ES,dist_from_overnight_low,10,R,1286,-0.1669593003311075,-0.26776432464291344,-0.052258036591311965,-0.04611756710832521,-0.11186108351161277,0.019977723067606735,0.10836377725828816,False,-0.3,0.5103174603174603,0.505564387917329,0.46949602122015915,0.41578947368421054,,,,-0.04388890411611586
ES,dist_from_overnight_low,10,Q,1286,-0.04075534924866366,-0.09065339436917284,0.021677823372705265,0.015890370645906905,-0.03672301687267393,0.07698873808225337,0.5803454956529757,False,0.49999999999999994,0.4889589905362776,0.5039246467817896,0.48825065274151436,0.46875,,,,0.01693970850167124
ES,dist_from_overnight_low,15,R,1286,-0.141617618669176,-0.24493329314665527,-0.03050048975190464,-0.017593650795097313,-0.07931039290723589,0.04289399537206463,0.5404354181329607,False,-0.3,0.5174326465927099,0.5118483412322274,0.5,0.45263157894736844,,,,-0.015298530668334507
ES,dist_from_overnight_low,15,Q,1286,-0.04724404398711006,-0.09810834650558206,0.012992561850244942,0.008913050956118817,-0.04395907095586751,0.07119034902226128,0.7564868020155857,False,0.09999999999999999,0.4798418972332016,0.48580441640378547,0.46981627296587924,0.42328042328042326,,,,0.010254936041448065
ES,dist_from_overnight_low,30,R,1286,-0.06224318077787227,-0.1725414644384064,0.049852336938562954,0.011833798977289268,-0.04592772713524799,0.0740873743790254,0.6805426535950134,False,0.09999999999999999,0.5086614173228347,0.5101404056162246,0.5038961038961038,0.5025906735751295,,,,0.01419779859717861
ES,dist_from_overnight_low,30,Q,1286,-0.03376967342834745,-0.08688624086331267,0.030270057856596425,0.020977025731655025,-0.03660313415175837,0.08303569027426516,0.4654465281125706,False,0.49999999999999994,0.48623131392604246,0.48982785602503914,0.4830287206266319,0.4635416666666667,,,,0.02248184684171796
ES,normalized_overnight_volume,5,R,1266,0.05962048005316027,-0.027561000560976684,0.14966287141288054,0.021945476020265184,-0.03780499227147261,0.08317328058884274,0.4486659142878153,False,0.3,0.4830645161290323,0.4967845659163987,0.4973404255319149,0.4973544973544973,,,,0.019635454842376197
ES,normalized_overnight_volume,5,Q,1266,0.04264210419568649,-0.006984999254725026,0.0879445083757583,0.03932752828604812,-0.015366802290290093,0.08867144050019196,0.17439455595858133,False,0.7999999999999999,0.500805152979066,0.5168,0.5053191489361702,0.5159574468085106,,,,0.0389431565737702
ES,normalized_overnight_volume,10,R,1266,0.054666960047913445,-0.06401791015384688,0.1562922403695391,-0.001484150179515274,-0.0635463573812086,0.05570290473574712,0.9591420065591894,False,-0.49999999999999994,0.5088424437299035,0.5032051282051282,0.5040214477211796,0.5026737967914439,,,,-0.0038604365545637973
ES,normalized_overnight_volume,10,Q,1266,0.05222694871427889,-0.003893435170038426,0.09859744456050507,0.04793557359423225,-0.010450603434889152,0.09917899680213164,0.09773779323143028,False,0.7,0.48801916932907347,0.5023847376788553,0.5079365079365079,0.5132275132275133,,,,0.04692699870521936
ES,normalized_overnight_volume,15,R,1266,0.024717418687388273,-0.07145808850880113,0.11482008386929478,0.00043261295644985066,-0.056665663623903,0.05785666309505221,0.9880855990095443,False,-0.6,0.5168539325842697,0.5184,0.5305039787798409,0.5343915343915344,,,,-0.0019399667883963757
ES,normalized_overnight_volume,15,Q,1266,0.040254198925081495,-0.016762434547339774,0.09103828468913472,0.03095745575240873,-0.026082490185211166,0.08441362463834583,0.28509729445877174,False,0.6,0.4787830264211369,0.4968152866242038,0.5039787798408488,0.5052631578947369,,,,0.029782806273166654
ES,normalized_overnight_volume,30,R,1266,0.03055653109475229,-0.06018438682464846,0.12403097824618005,0.0058631146698900115,-0.047020246907138845,0.0657238383386326,0.8396143747850418,False,0.3,0.5083798882681564,0.5111111111111111,0.49868073878627966,0.5052631578947369,,,,0.00350351025622499
ES,normalized_overnight_volume,30,Q,1266,0.031228326109346335,-0.027961804048678762,0.0833676471955247,0.019017343547656447,-0.037195037712776644,0.0728467364622636,0.5114866887977358,False,0.7,0.48564593301435405,0.49522292993630573,0.48412698412698413,0.5185185185185185,,,,0.017530979631160827
ES,dist_0929_from_vwap,5,R,1286,-0.13345279724710904,-0.2223134287568585,-0.03509811875594913,-0.04463719683914217,-0.10097803980398158,0.01787453676399723,0.1201886970793673,False,-0.8999999999999998,0.4888888888888889,0.501577287066246,0.4738219895287958,0.453125,-0.6366869620500782,-1.3206040933098593,-0.07673516358568182,-0.042425496040562845
ES,dist_0929_from_vwap,5,Q,1286,-0.03863254745697015,-0.08725540242449677,0.015457466659870944,-0.01595075121355348,-0.06561787056600675,0.041232011233522346,0.5789074310769391,False,-0.3,0.4956383822363204,0.5071315372424723,0.4710526315789474,0.44148936170212766,-0.025581978060604884,-0.09544927001217512,0.03665860851053958,-0.015628796013440166
ES,dist_0929_from_vwap,10,R,1286,-0.14235324482294737,-0.23958972786070387,-0.03948203916035424,-0.061692344023751775,-0.12702655645392746,-0.0004198540290393135,0.03163160343686222,False,-0.8999999999999998,0.48139350752177357,0.4707740916271722,0.44854881266490765,0.43455497382198954,-0.7694309956964007,-1.6332724166177621,0.12232486062206471,-0.059502580771432285
ES,dist_0929_from_vwap,10,Q,1286,-0.055771921788382035,-0.10578902974379582,0.002002975704253158,-0.028085472353425713,-0.07697452581427425,0.02659247359908298,0.32838895846190086,False,-0.49999999999999994,0.4909520062942565,0.49921752738654146,0.4765625,0.453125,-0.03233065880011114,-0.10131713748484772,0.03673422498329127,-0.027059063569029443
ES,dist_0929_from_vwap,15,R,1286,-0.07824609741050505,-0.1708086418965816,0.025810282075399246,-0.01752095878695204,-0.0802588453349747,0.052104953804633994,0.5421103014648287,False,-0.09999999999999999,0.4972332015810277,0.5007874015748032,0.4804177545691906,0.450261780104712,-0.11888693270735523,-1.1541834776017215,0.770842227846244,-0.01523749357915355
ES,dist_0929_from_vwap,15,Q,1286,-0.047541476171225894,-0.10027665371712022,0.010839035530775015,-0.017004207566444534,-0.0657982725338573,0.03805847301465084,0.5540906534102281,False,-0.6,0.49053627760252366,0.494488188976378,0.468586387434555,0.41578947368421054,-0.018984511834734145,-0.08842811727933456,0.049837424310101276,-0.015669167831623112
ES,dist_0929_from_vwap,30,R,1286,-0.046100803540185656,-0.15669414331583884,0.06524150637241102,0.003920053117092286,-0.060921119163499696,0.07645110745331601,0.8915199190204988,False,-0.09999999999999999,0.5035349567949725,0.5125,0.5,0.44559585492227977,0.2395136443661972,-0.9984967967527385,1.5262739632237852,0.006259401769555331
ES,dist_0929_from_vwap,30,Q,1286,-0.02871242120438034,-0.0840543056482061,0.02884378172773156,-0.003482619812754724,-0.058324249057192704,0.05201333055851947,0.9035623276640783,False,0.09999999999999999,0.49921507064364207,0.5242566510172144,0.5,0.453125,-0.005198963870922402,-0.0791864805700267,0.06561843454441768,-0.0019873954705877856
ES,normalized_dist_from_vwap,5,R,1286,-0.05146269369159295,-0.1072597681531172,0.01362304554794285,-0.03437718924343882,-0.08624190441618128,0.0252274428575397,0.23151307402440668,False,-0.8999999999999998,0.4888888888888889,0.48417721518987344,0.48548812664907653,0.46808510638297873,-0.6366869620500782,-1.3206040933098593,-0.07673516358568182,-0.03608318425240908
ES,normalized_dist_from_vwap,5,Q,1286,-0.011827126586501405,-0.0627460751208068,0.04602953344500786,-0.012614938056906184,-0.06288577586309141,0.04493585693501014,0.6607318173649295,False,-0.3,0.4956383822363204,0.49447077409162715,0.5052356020942408,0.4895833333333333,-0.025581978060604884,-0.09544927001217512,0.03665860851053958,-0.01301257209144882
ES,normalized_dist_from_vwap,10,R,1286,-0.05009804645523482,-0.10996288095371773,0.012071478169993021,-0.05058985718713048,-0.10838468722712911,0.006021954598269703,0.0781455040061132,False,-0.9999999999999999,0.48139350752177357,0.47385103011093505,0.48404255319148937,0.48148148148148145,-0.7694309956964007,-1.6332724166177621,0.12232486062206471,-0.052669201306763294
ES,normalized_dist_from_vwap,10,Q,1286,-0.019500937173546364,-0.07098933340059334,0.037507890890711396,-0.024165427046344414,-0.07250521075930753,0.03148953640210827,0.4004092991559891,False,-0.7999999999999999,0.4909520062942565,0.4835680751173709,0.5013054830287206,0.5105263157894737,-0.03233065880011114,-0.10131713748484772,0.03673422498329127,-0.02527873696738634
ES,normalized_dist_from_vwap,15,R,1286,-0.01713251394666045,-0.07401751427959544,0.04201897967729199,-0.017204135828835204,-0.07497904332452367,0.040773763258267676,0.5494402085261254,False,-0.6,0.4972332015810277,0.48665620094191525,0.4908616187989556,0.49473684210526314,-0.11888693270735523,-1.1541834776017215,0.770842227846244,-0.018818674897752834
ES,normalized_dist_from_vwap,15,Q,1286,-0.011806064286736383,-0.06435775633385131,0.045323477098225484,-0.015119935564103959,-0.06566700453041299,0.04049090087817124,0.5988396575514403,False,-0.49999999999999994,0.49053627760252366,0.4811320754716981,0.49868766404199477,0.49473684210526314,-0.018984511834734145,-0.08842811727933456,0.049837424310101276,-0.01625618498428011
ES,normalized_dist_from_vwap,30,R,1286,-0.00953281252824888,-0.0653354255152661,0.055252125935068966,-0.008492825855636514,-0.06438858430003021,0.057084837951686174,0.767629844255115,False,-0.3,0.5035349567949725,0.49608763693270735,0.4960835509138381,0.4869109947643979,0.2395136443661972,-0.9984967967527385,1.5262739632237852,-0.010517508107170094
ES,normalized_dist_from_vwap,30,Q,1286,-0.0019341211086782546,-0.057042733342988386,0.055539569021589144,-0.006875574278038102,-0.0614246984552191,0.049537914100295975,0.8109440786208517,False,-0.3,0.49921507064364207,0.5,0.5026041666666666,0.49214659685863876,-0.005198963870922402,-0.0791864805700267,0.06561843454441768,-0.008317287441598473
ES,vwap_location_in_range,5,R,1286,-0.04539869979516217,-0.09691339040720069,0.014615002107790579,-0.040808080279435784,-0.09181777852099601,0.015776371197989733,0.15545591378743584,False,-0.3,0.4857142857142857,0.4802527646129542,0.46965699208443273,0.4787234042553192,-0.6541787323037322,-1.2797038388835265,0.0036492267937574506,-0.03933912808221673
ES,vwap_location_in_range,5,Q,1286,7.95940253311369e-05,-0.051385851165646146,0.054748597610433804,0.0019072070754228988,-0.05006801620333676,0.05799550654883877,0.947097006220736,False,-0.09999999999999999,0.49246629659000796,0.4912559618441971,0.48533333333333334,0.48936170212765956,-0.006566516477704329,-0.07354362292831279,0.06142125524905535,0.0030874934183241155
ES,vwap_location_in_range,10,R,1286,-0.032481658311384366,-0.082448710733009,0.02730167189877633,-0.04682660508086201,-0.0990104588802449,0.009239301817008732,0.10303551290028445,False,-0.6,0.4806017418844022,0.4755134281200632,0.5078947368421053,0.4816753926701571,-0.7610098938223938,-1.5935496915721525,0.15078099863256095,-0.04529450056228881
ES,vwap_location_in_range,10,Q,1286,-0.01749029243996701,-0.06998108877580894,0.0366694476901294,-0.017328559798940116,-0.06861005119969425,0.03933023445977555,0.5465557684380558,False,-0.3,0.48623131392604246,0.48973143759873616,0.5,0.48947368421052634,-0.030733786053800158,-0.10279661850109686,0.0319477511897298,-0.015931400796194397
ES,vwap_location_in_range,15,R,1286,0.006439917574290572,-0.04621673312961291,0.061277798150571425,-0.01450220955757749,-0.0659342829926369,0.04519782320719192,0.613857950510885,False,0.09999999999999999,0.491699604743083,0.48346456692913387,0.5105263157894737,0.49473684210526314,-0.20098209258365507,-1.1885159957669722,0.7891325372526543,-0.01315991331251026
ES,vwap_location_in_range,15,Q,1286,-0.0067911651837703774,-0.05894941133270984,0.05167612089026572,-0.0074255639286969835,-0.058956247951079614,0.051865803808406226,0.7961416885458008,False,-0.09999999999999999,0.48738170347003157,0.48031496062992124,0.49343832020997375,0.4869109947643979,-0.017657376151402143,-0.08025634863941548,0.04617784561163927,-0.006070468489414259
ES,vwap_location_in_range,30,R,1286,0.023298981362280285,-0.027948280571805158,0.07857420034918507,0.029572542228217053,-0.026680585045166436,0.08604457666169216,0.3034125028995094,False,0.39999999999999997,0.5113904163393559,0.5031446540880503,0.5169712793733682,0.5,0.6018855071589446,-0.7947410161277348,2.014444924137306,0.029440552200511862
ES,vwap_location_in_range,30,Q,1286,0.01086609468235045,-0.04301865641188318,0.0706547555751625,0.010557617181188776,-0.03968786178140337,0.06877297229685042,0.7133816828303867,False,0.39999999999999997,0.5015698587127159,0.4875,0.5078125,0.5052083333333334,0.013530435594812734,-0.05193126026028468,0.08315906531975208,0.012041249995457214
ES,signed_return_5,5,R,1283,0.0069856263030980414,-0.07665521812838591,0.09728030814188633,-0.007126203626666109,-0.06078754388939003,0.05441994494332423,0.80441435478529,False,-0.7,0.5008576329331046,0.5095238095238095,0.5092348284960422,0.47643979057591623,-0.3189680350018573,-0.9588279276201062,0.288873746338614,-0.009337904412642714
ES,signed_return_5,5,Q,1283,-0.0132053838331596,-0.07034887988980355,0.038779788698968184,-0.027870589243532567,-0.08353308408295174,0.024377886719176598,0.33267108091903697,False,-0.3,0.48240343347639486,0.48973143759873616,0.47757255936675463,0.42328042328042326,-0.029721026456618088,-0.09954222105391676,0.036561555469982986,-0.029969073377104027
ES,signed_return_5,10,R,1283,0.06463692989026372,-0.04632553548871578,0.18443738310707328,0.02123408281130048,-0.03356692431748085,0.07707821147528805,0.46052014680909936,False,0.3,0.5077186963979416,0.5308056872037915,0.5314136125654451,0.48947368421052634,-0.03822444402226464,-0.9043734776715712,0.7954012744316877,0.01893904258087475
ES,signed_return_5,10,Q,1283,0.015246248322654837,-0.035904312617850036,0.06315777573383234,0.001723232153512371,-0.04992369259999004,0.052021832299748404,0.9522496188720753,False,0.19999999999999998,0.502127659574468,0.521259842519685,0.5157068062827225,0.4816753926701571,-0.006555468725867361,-0.07660405520709752,0.06336980154450213,-0.00046507980581093395
ES,signed_return_5,15,R,1283,-0.005192375002565629,-0.11475679340757235,0.1180910156918307,-0.009954868698532682,-0.06082910520234211,0.048903529754678744,0.7293871159124128,False,-0.3,0.5106928999144568,0.5260663507109005,0.525065963060686,0.47619047619047616,-0.5781346142394951,-1.5766542871887645,0.30359709017288233,-0.012301447408116561
