instrument,feature,window,horizon,target,n_valid,pearson_r,pearson_ci_lo,pearson_ci_hi,spearman_rho,spearman_ci_lo,spearman_ci_hi,p_raw_approx,significant_bonf,quintile_monotonicity_spearman,cov100_acc,cov50_acc,cov30_acc,cov15_acc,bull_bear_diff,bull_bear_diff_ci_lo,bull_bear_diff_ci_hi,spearman_drop_top_outlier
ES,norm_ret,15,30,Q,1220,0.004535139165139562,-0.051130884127440344,0.06591906783456077,-0.00886905769066138,-0.06450535451353664,0.04796916988477884,0.7637764037468677,False,-0.09999999999999999,0.5063398140321217,0.5206611570247934,0.5344352617079889,0.580110497237569,-0.023643698459235776,-0.08759679042365588,0.05031576840467594,-0.010476432183605531
ES,norm_ret,30,5,R,1220,-0.049890984443480425,-0.1663558042360652,0.07806532166273095,-0.0015176622440194532,-0.0591970762013955,0.057011772923889814,0.9589874754506662,False,-0.3,0.4902459711620017,0.4858569051580699,0.5069252077562327,0.5193370165745856,0.023878605762597746,-0.6116200131896271,0.685982485803215,0.000922277644765149
ES,norm_ret,30,5,Q,1220,-0.060099645835353176,-0.11413452054762684,-0.011124835369783214,-0.06120264825455487,-0.1163785642353733,-0.0044639892537229,0.03785931830020228,False,-0.9999999999999999,0.48433530906011857,0.47753743760399336,0.5,0.4888888888888889,-0.06233765573286801,-0.1295862378762771,0.008541933142711122,-0.05916582935221205
ES,norm_ret,30,10,R,1220,-0.0030589783565560646,-0.1257251426586832,0.1362018048780057,0.02984297815947953,-0.030375475366827852,0.09047230322682254,0.3117798459032768,False,0.3,0.5012679628064244,0.5150501672240803,0.5406162464985994,0.5611111111111111,0.5253596794755053,-0.29975433284769015,1.4596124753729238,0.032334007720287376
ES,norm_ret,30,10,Q,1220,-0.0166642277358098,-0.07116015931416436,0.04026041613574306,-0.02796338653953102,-0.08272090814860397,0.02722873433629901,0.3432549991061833,False,-0.8999999999999998,0.48573825503355705,0.4859504132231405,0.5192307692307693,0.532967032967033,-0.03334295605982092,-0.10093912193317148,0.03150360197824771,-0.025799058998070293
ES,norm_ret,30,15,R,1220,0.019852282912041854,-0.10388592142234122,0.1561476079126377,0.019207698857013376,-0.03931160585226221,0.07993572176932769,0.5151044229140709,False,0.3,0.5063291139240507,0.5008319467554077,0.5166666666666667,0.5666666666666667,0.7297982097426643,-0.32021472464583917,1.734662195162331,0.021626094200109497
ES,norm_ret,30,15,Q,1220,-0.004689012589801551,-0.06111529770050296,0.05367945152156038,-0.018170707585250218,-0.07332439280227779,0.040234148496313196,0.538052437720455,False,-0.8999999999999998,0.5,0.5066445182724253,0.5444444444444444,0.574585635359116,-0.019627922170936275,-0.08583426213855591,0.044732954215624135,-0.015985121470410063
ES,norm_ret,30,30,R,1220,-0.005496643963152426,-0.11361110937616128,0.11259226944386681,-0.005754889350541857,-0.07182574006503951,0.05021011723238579,0.8453931172335671,False,-0.3,0.4844928751047779,0.4685430463576159,0.489010989010989,0.4835164835164835,0.58880026820748,-0.7558074542088155,1.7822972198307945,-0.003337203464825267
ES,norm_ret,30,30,Q,1220,-0.002949001697180893,-0.061959451546609194,0.05319192996006894,-0.012353603522973116,-0.06911527069465731,0.046439121800140655,0.6755022292242656,False,-0.3,0.5129924559932942,0.514003294892916,0.5452054794520548,0.5439560439560439,-0.001246035764081158,-0.0734340476453326,0.06840507579974546,-0.010058887093059085
ES,norm_ret,60,5,R,1220,-0.0424635789941532,-0.1333904672792648,0.0654117892946972,0.00593465974640151,-0.051395850921826955,0.06655081652923536,0.8406271853810363,False,0.3,0.5008474576271187,0.4899665551839465,0.5,0.48333333333333334,-0.11287832929782082,-0.7284700019260401,0.5801214093110273,0.008395769034008998
ES,norm_ret,60,5,Q,1220,-0.06129051448298068,-0.1093999820393004,-0.009052136685031811,-0.04330734830784126,-0.09511981582899191,0.013438210905230575,0.14201276214572656,False,-0.3,0.49366018596787825,0.49,0.4735376044568245,0.4666666666666667,-0.03169938696484375,-0.09479155452024746,0.035160665177967836,-0.04121859918222143
