instrument,feature,window,horizon,target,n_valid,pearson_r,pearson_ci_lo,pearson_ci_hi,spearman_rho,spearman_ci_lo,spearman_ci_hi,p_raw_approx,bonferroni_alpha,significant_bonf,quintile_monotonicity_spearman,q0_mean,q4_mean,cov100_n,cov100_acc,cov50_n,cov50_acc,cov30_n,cov30_acc,cov15_n,cov15_acc,mean_y_given_x_pos,mean_y_given_x_neg,bull_bear_diff,bull_bear_diff_ci_lo,bull_bear_diff_ci_hi,spearman_drop_top_outlier,n_years,year_2018_mean,year_2018_n,year_2018_spearman,year_2019_mean,year_2019_n,year_2019_spearman,year_2020_mean,year_2020_n,year_2020_spearman,year_2021_mean,year_2021_n,year_2021_spearman,year_2022_mean,year_2022_n,year_2022_spearman
ES,norm_ret,1,5,R,1220,0.007686862532686469,-0.15434764354372407,0.16913932791129607,0.01235377561374421,-0.04632262402860129,0.07024575808382014,0.6754979663319518,0.00010416666666666667,False,0.49999999999999994,0.24305555555555555,0.29508196721311475,1220,0.49736842105263157,610,0.5041876046901173,366,0.5082872928176796,183,0.5111111111111111,0.16190864600326263,0.01,0.15190864600326262,-0.5088473602254189,0.73644981833012,0.00992053316354738,5,0.2822222222222222,225,-0.06607076795682551,-0.19377510040160642,249,-0.07084494018937174,-0.15955284552845528,246,-0.029960051968243664,0.174,250,-0.06468682532772833,0.236,250,0.21478964685891114
ES,norm_ret,1,5,Q,1220,-0.023411096245145632,-0.07698027324441713,0.030272351794355216,-0.03875676619084286,-0.09369944927980253,0.014814910185776367,0.18888477902234824,0.00010416666666666667,False,-0.49999999999999994,0.07580514677558782,-0.016585821964312686,1220,0.4899211218229623,610,0.4724540901502504,366,0.46368715083798884,183,0.441340782122905,0.0037345372547094137,0.035912074410726316,-0.0321775371560169,-0.10671559652316565,0.026342666191401704,-0.040496611643683886,5,0.013024623032920518,225,-0.09440676950711605,-0.060920231116445185,249,-0.06366611631272251,-0.021314849111968463,246,-0.12979783064527517,0.040932119965508586,250,-0.08029234398412842,0.08385532142990439,250,0.17188705779453126
ES,norm_ret,1,10,R,1220,-0.01605417028777355,-0.14707145947700018,0.11463726428769101,0.013159461015865582,-0.04539599476012983,0.07126413010939511,0.6556560894674326,0.00010416666666666667,False,-0.09999999999999999,-0.07837301587301587,-0.10655737704918032,1220,0.503056768558952,610,0.49417637271214643,366,0.48760330578512395,183,0.4722222222222222,0.2263458401305057,0.019545454545454546,0.20680038558505115,-0.8309183968559988,1.0528912576004739,0.010803109328307399,5,0.5111111111111111,225,0.11193927399322966,0.17269076305220885,249,-0.08141135957022896,-0.7205284552845529,246,-0.07019922206465715,0.254,250,-0.04522323347641229,0.349,250,0.15309360757029142
ES,norm_ret,1,10,Q,1220,-0.003247140915163058,-0.06458610009565285,0.05418822262037867,-0.010846291048285472,-0.06207120887453221,0.0421851193364342,0.7132250770915074,0.00010416666666666667,False,0.09999999999999999,0.029831491594363907,-0.005320296911315975,1220,0.4973958333333333,610,0.5074135090609555,366,0.5027472527472527,183,0.4972375690607735,0.004227812203343366,0.010763732619203407,-0.0065359204158600415,-0.08239687000604289,0.058259366026013705,-0.01252484252912002,5,0.026864078079842667,225,-0.01175326937778694,-0.030575400897185388,249,-0.0599159234505761,-0.04925401615890788,246,-0.0901165457073381,0.0330452929670345,250,-0.054424173873162424,0.03182581345717371,250,0.1759003068789155
ES,norm_ret,1,15,R,1220,0.014744071070449076,-0.130590918540226,0.1609832789453649,0.00767375427321897,-0.054324935692534805,0.06514447527265642,0.7948474154045495,0.00010416666666666667,False,0.3,-0.08928571428571429,0.06147540983606557,1220,0.48863636363636365,610,0.49498327759197325,366,0.5140449438202247,183,0.5337078651685393,0.07096247960848287,0.07136363636363637,-0.000401156755153495,-1.013250593207771,1.0229989062731715,0.005237230966548511,5,0.44666666666666666,225,0.10234453789237243,0.09136546184738956,249,-0.12226519715365528,-0.8729674796747967,246,-0.03206560901978548,0.488,250,-0.06220596575169998,0.028,250,0.13383019774299598
ES,norm_ret,1,15,Q,1220,-0.001817576565327321,-0.06329129435478424,0.05694082263667348,-0.011516055044343582,-0.06871895704974561,0.04265662334205918,0.6963700445705379,0.00010416666666666667,False,-0.09999999999999999,0.0190140620467927,-0.004825181628275043,1220,0.5004359197907585,610,0.5041459369817579,366,0.49444444444444446,183,0.48066298342541436,-0.002311669207540163,0.016425368080148006,-0.01873703728768817,-0.0946199438861773,0.04832041163391393,-0.01319033832512735,5,0.034908365450473926,225,0.009397027558306117,-0.02092143346208754,249,-0.08247382476953871,-0.051451453291894246,246,-0.0854533909245989,0.02674897931367448,250,-0.05585726156220683,0.02055472600028098,250,0.18103492149932318
ES,norm_ret,1,30,R,1220,0.0764210754529706,-0.04406074383981061,0.19107252968605587,0.04299157921497888,-0.019002948694427285,0.09533939654403012,0.14494603935682537,0.00010416666666666667,False,0.8999999999999998,-0.21329365079365079,0.8299180327868853,1220,0.5082536924413553,610,0.5132013201320133,366,0.5302197802197802,183,0.5414364640883977,0.8707177814029364,-0.06272727272727273,0.9334450541302092,-0.5683496032923031,2.1799019168026104,0.040642149242746846,5,0.2633333333333333,225,0.12204812937119161,0.2700803212851406,249,-0.08185026740321384,-0.23780487804878048,246,0.03682264719103686,1.105,250,-0.08594503602035315,0.529,250,0.20435651442855526
ES,norm_ret,1,30,Q,1220,0.02094350450720096,-0.036415521877009104,0.08163873112413887,0.011479114579703246,-0.04369503587941585,0.06830299588011507,0.697295875976683,0.00010416666666666667,False,0.3,-0.012412123644908261,0.005984395343021514,1220,0.5177797051170858,610,0.5306799336650083,366,0.5467032967032966,183,0.532967032967033,0.002196547810634341,-0.0029982360383516717,0.005194783848986013,-0.07328109937046472,0.07322745943534661,0.009813438252426511,5,0.018706980068626394,225,0.07577336600879964,-0.045060020051862104,249,-0.07757170373576244,-0.05215086171311781,246,-0.058322065975882555,0.04504451409288747,250,-0.05920636021429363,0.012298468583293755,250,0.19104611283533396
ES,norm_ret,5,5,R,1220,0.007718470584293671,-0.11784330827948197,0.12535428237683396,0.016732907958147643,-0.04146204529440663,0.07590996034455674,0.5706953257808252,0.00010416666666666667,False,-0.19999999999999998,0.22755102040816327,0.08401639344262295,1220,0.506896551724138,610,0.5033333333333333,366,0.48476454293628807,183,0.5055555555555555,0.21912521440823327,-0.0074875207986688855,0.22661273520690214,-0.48029358230850244,0.8493013716418887,0.014355255506914492,5,0.2822222222222222,225,0.039618286009108925,-0.19377510040160642,249,-0.02393418476355535,-0.15955284552845528,246,-0.05812580366377359,0.174,250,-0.09727505045551588,0.236,250,0.15910947896388675
ES,norm_ret,5,5,Q,1220,-0.024030988285904553,-0.07835206158360881,0.025633857895396708,-0.0157460676868334,-0.06922156562539335,0.03947040736154494,0.5936314475733551,0.00010416666666666667,False,-0.19999999999999998,0.0493214356137544,-0.009709376542206976,1220,0.49612403100775193,610,0.4983277591973244,366,0.49303621169916434,183,0.46111111111111114,0.014552014789961062,0.01111934086807472,0.0034326739218863422,-0.0688760933703029,0.07120845437534315,-0.016127528219763307,5,0.013024623032920518,225,0.015226151866889935,-0.060920231116445185,249,0.00158899674191834,-0.021314849111968463,246,-0.15112262521599992,0.040932119965508586,250,-0.11168637761019336,0.08385532142990439,250,0.1563856173988419
