instrument,side,activation_window,context_dim,context_value,horizon_min,barrier,valid_blocks,first_interactions,same_bar_reversal_rate,same_bar_breakthrough_rate,same_bar_unresolved_rate,median_signed_close_atr,median_rev_exc_atr,median_brk_exc_atr,median_dominance,p_rev_exc_gt_brk_exc,p_brk_exc_gt_rev_exc,retouch_rate,reversal_first_n,breakthrough_first_n,tie_n,neither_n,n_nontied,reversal_first_rate,breakthrough_first_rate,rev_minus_brk_first_rate,tie_rate,neither_rate,binom_p,sample_status
ES,lower,WITHIN_10AM_CANDLE,momentum,MOMENTUM_INTO_BLOCK,15,0.5,113,113,0.49557522123893805,0.3185840707964602,0.18584070796460178,0.0,0.25316455696202533,0.22077922077922077,0.0,0.49557522123893805,0.48672566371681414,0.8672566371681416,19,21,0,73,40,0.168141592920354,0.18584070796460178,-0.017699115044247787,0.0,0.6460176991150443,0.8746293123804207,OK
ES,lower,WITHIN_10AM_CANDLE,momentum,NOT_MOMENTUM_INTO_BLOCK,15,0.5,138,138,0.4492753623188406,0.2898550724637681,0.2608695652173913,0.011111111111111112,0.34949712643678166,0.28908355795148244,0.11437908496732029,0.5289855072463768,0.45652173913043476,0.9492753623188406,45,30,0,63,75,0.32608695652173914,0.21739130434782608,0.10869565217391304,0.0,0.45652173913043476,0.10534226887460482,OK
ES,lower,WITHIN_5MIN,ALL,ALL,15,0.5,384,384,0.4713541666666667,0.2760416666666667,0.2526041666666667,0.0,0.29991645781119464,0.24662162162162163,0.08712121212121211,0.5234375,0.4583333333333333,0.9244791666666666,99,83,0,202,182,0.2578125,0.21614583333333334,0.041666666666666664,0.0,0.5260416666666666,0.26614202924299535,OK
ES,lower,WITHIN_5MIN,pre10_stratum,PRE10_DOWN,15,0.5,325,325,0.47692307692307695,0.27076923076923076,0.2523076923076923,0.022222222222222223,0.2972972972972973,0.23333333333333334,0.11764705882352941,0.5323076923076923,0.4492307692307692,0.9230769230769231,81,64,0,180,145,0.24923076923076923,0.19692307692307692,0.052307692307692305,0.0,0.5538461538461539,0.18374624131166653,OK
ES,lower,WITHIN_5MIN,pre10_stratum,PRE10_FLAT,15,0.5,5,5,0.4,0.2,0.4,0.0,0.42857142857142855,0.0,1.0,0.8,0.2,1.0,2,1,0,2,3,0.4,0.2,0.2,0.0,0.4,1.0,UNDERPOWERED
ES,lower,WITHIN_5MIN,pre10_stratum,PRE10_UP,15,0.5,54,54,0.4444444444444444,0.3148148148148148,0.24074074074074073,0.0,0.3273809523809524,0.3691511387163561,-0.05714285714285714,0.4444444444444444,0.5370370370370371,0.9259259259259259,16,18,0,20,34,0.2962962962962963,0.3333333333333333,-0.037037037037037035,0.0,0.37037037037037035,0.8641662404406816,OK
ES,lower,WITHIN_5MIN,close_loc_stratum,CLOSE_HIGH,15,0.5,12,12,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.15517241379310345,0.5701754385964912,0.20525451559934318,0.5445344129554657,0.5833333333333334,0.4166666666666667,0.8333333333333334,6,5,0,1,11,0.5,0.4166666666666667,0.08333333333333333,0.0,0.08333333333333333,1.0,UNDERPOWERED
ES,lower,WITHIN_5MIN,close_loc_stratum,CLOSE_LOW,15,0.5,229,229,0.4585152838427948,0.32751091703056767,0.21397379912663755,0.0,0.26666666666666666,0.25,0.0,0.49344978165938863,0.48034934497816595,0.9126637554585153,46,42,0,141,88,0.20087336244541484,0.18340611353711792,0.017467248908296942,0.0,0.6157205240174672,0.7493290032022802,OK
ES,lower,WITHIN_5MIN,close_loc_stratum,CLOSE_MIDDLE,15,0.5,143,143,0.4825174825174825,0.1888111888111888,0.32867132867132864,0.02702702702702703,0.3541666666666667,0.24324324324324326,0.20000000000000004,0.5664335664335665,0.42657342657342656,0.951048951048951,47,36,0,60,83,0.32867132867132864,0.2517482517482518,0.07692307692307693,0.0,0.4195804195804196,0.272268945972048,OK
ES,lower,WITHIN_5MIN,dominance_stratum,BALANCED,15,0.5,111,111,0.4594594594594595,0.2702702702702703,0.2702702702702703,0.0,0.35294117647058826,0.25,0.14285714285714285,0.5495495495495496,0.44144144144144143,0.9369369369369369,37,24,0,50,61,0.3333333333333333,0.21621621621621623,0.11711711711711711,0.0,0.45045045045045046,0.12373144253809215,OK
ES,lower,WITHIN_5MIN,dominance_stratum,DOWN_DOMINANT,15,0.5,209,209,0.4880382775119617,0.24880382775119617,0.2631578947368421,0.038461538461538464,0.2777777777777778,0.22,0.17647058823529416,0.5358851674641149,0.4449760765550239,0.9186602870813397,44,41,0,124,85,0.21052631578947367,0.19617224880382775,0.014354066985645933,0.0,0.5933014354066986,0.8284232741648999,OK
ES,lower,WITHIN_5MIN,dominance_stratum,UP_DOMINANT,15,0.5,64,64,0.4375,0.375,0.1875,0.0,0.3053728070175439,0.3405797101449275,-0.08333333333333329,0.4375,0.53125,0.921875,18,18,0,28,36,0.28125,0.28125,0.0,0.0,0.4375,1.0,OK
ES,lower,WITHIN_5MIN,freshness,PRETOUCHED,15,0.5,233,233,0.5107296137339056,0.23605150214592274,0.2532188841201717,0.05,0.32,0.21052631578947367,0.21212121212121207,0.575107296137339,0.3948497854077253,0.9141630901287554,62,46,0,125,108,0.26609442060085836,0.19742489270386265,0.06866952789699571,0.0,0.5364806866952789,0.1485763476105622,OK
ES,lower,WITHIN_5MIN,freshness,PRISTINE,15,0.5,151,151,0.4105960264900662,0.33774834437086093,0.25165562913907286,0.0,0.2545454545454545,0.2911392405063291,-0.07142857142857145,0.44370860927152317,0.5562913907284768,0.9403973509933775,37,37,0,77,74,0.24503311258278146,0.24503311258278146,0.0,0.0,0.5099337748344371,1.0,OK
ES,lower,WITHIN_5MIN,momentum,MOMENTUM_INTO_BLOCK,15,0.5,139,139,0.48201438848920863,0.302158273381295,0.2158273381294964,0.0,0.2545454545454545,0.22123893805309736,0.02127659574468077,0.5035971223021583,0.4748201438848921,0.8920863309352518,23,25,0,91,48,0.16546762589928057,0.17985611510791366,-0.014388489208633094,0.0,0.6546762589928058,0.8854334972865135,OK
ES,lower,WITHIN_5MIN,momentum,NOT_MOMENTUM_INTO_BLOCK,15,0.5,245,245,0.46530612244897956,0.2612244897959184,0.27346938775510204,0.0,0.3333333333333333,0.25925925925925924,0.11111111111111115,0.5346938775510204,0.4489795918367347,0.9428571428571428,76,58,0,111,134,0.31020408163265306,0.23673469387755103,0.07346938775510205,0.0,0.4530612244897959,0.14166174981277432,OK
ES,lower,WITHIN_10MIN,ALL,ALL,15,0.5,470,470,0.46808510638297873,0.24893617021276596,0.28297872340425534,0.023015873015873017,0.3076923076923077,0.22431386347642507,0.12499999999999999,0.5425531914893617,0.43617021276595747,0.9212765957446809,127,91,0,252,218,0.2702127659574468,0.19361702127659575,0.07659574468085106,0.0,0.5361702127659574,0.017562221952778453,OK
ES,lower,WITHIN_10MIN,pre10_stratum,PRE10_DOWN,15,0.5,377,377,0.47480106100795755,0.2546419098143236,0.27055702917771884,0.022222222222222223,0.30158730158730157,0.22123893805309736,0.18840579710144922,0.5464190981432361,0.4350132625994695,0.9177718832891246,100,69,0,208,169,0.26525198938992045,0.1830238726790451,0.08222811671087533,0.0,0.5517241379310345,0.02074104038358705,OK
ES,lower,WITHIN_10MIN,pre10_stratum,PRE10_FLAT,15,0.5,8,8,0.375,0.125,0.5,0.17615384615384616,0.35027472527472525,0.13142857142857142,0.375,0.75,0.25,1.0,2,1,0,5,3,0.25,0.125,0.125,0.0,0.625,1.0,UNDERPOWERED
ES,lower,WITHIN_10MIN,pre10_stratum,PRE10_UP,15,0.5,85,85,0.4470588235294118,0.23529411764705882,0.3176470588235294,0.0,0.34210526315789475,0.2631578947368421,0.009708737864077615,0.5058823529411764,0.4588235294117647,0.9294117647058824,25,21,0,39,46,0.29411764705882354,0.24705882352941178,0.047058823529411764,0.0,0.4588235294117647,0.6587380770236564,OK
ES,lower,WITHIN_10MIN,close_loc_stratum,CLOSE_HIGH,15,0.5,17,17,0.5294117647058824,0.29411764705882354,0.17647058823529413,0.12195121951219512,0.43902439024390244,0.23809523809523808,0.44000000000000006,0.5882352941176471,0.4117647058823529,0.8823529411764706,7,6,0,4,13,0.4117647058823529,0.35294117647058826,0.058823529411764705,0.0,0.23529411764705882,1.0,UNDERPOWERED
ES,lower,WITHIN_10MIN,close_loc_stratum,CLOSE_LOW,15,0.5,247,247,0.4574898785425101,0.31983805668016196,0.22267206477732793,0.007246376811594203,0.2736842105263158,0.23275862068965517,0.06976744186046517,0.5101214574898786,0.46558704453441296,0.902834008097166,54,42,0,151,96,0.21862348178137653,0.1700404858299595,0.048582995951417005,0.0,0.611336032388664,0.2614694362863879,OK
ES,lower,WITHIN_10MIN,close_loc_stratum,CLOSE_MIDDLE,15,0.5,206,206,0.47572815533980584,0.16019417475728157,0.3640776699029126,0.0323814380418154,0.3390804597701149,0.20974076983503534,0.20606060606060606,0.5776699029126213,0.4029126213592233,0.9466019417475728,66,43,0,97,109,0.32038834951456313,0.2087378640776699,0.11165048543689321,0.0,0.470873786407767,0.03461537053818671,OK
ES,lower,WITHIN_10MIN,dominance_stratum,BALANCED,15,0.5,141,141,0.46099290780141844,0.24822695035460993,0.2907801418439716,0.023809523809523808,0.3392857142857143,0.25,0.19999999999999996,0.5531914893617021,0.425531914893617,0.9361702127659575,46,27,0,68,73,0.3262411347517731,0.19148936170212766,0.1347517730496454,0.0,0.48226950354609927,0.034415913668175036,OK
ES,lower,WITHIN_10MIN,dominance_stratum,DOWN_DOMINANT,15,0.5,247,247,0.4817813765182186,0.22672064777327935,0.291497975708502,0.038461538461538464,0.2962962962962963,0.20454545454545456,0.23076923076923078,0.562753036437247,0.42105263157894735,0.9149797570850202,59,44,0,144,103,0.2388663967611336,0.17813765182186234,0.06072874493927125,0.0,0.582995951417004,0.1674443344120587,OK
ES,lower,WITHIN_10MIN,dominance_stratum,UP_DOMINANT,15,0.5,82,82,0.43902439024390244,0.3170731707317073,0.24390243902439024,0.0,0.30879237288135597,0.30550373134328357,-0.009433962264150933,0.4634146341463415,0.5,0.9146341463414634,22,20,0,40,42,0.2682926829268293,0.24390243902439024,0.024390243902439025,0.0,0.4878048780487805,0.8776143287523154,OK
ES,lower,WITHIN_10MIN,freshness,PRETOUCHED,15,0.5,291,291,0.5017182130584192,0.20618556701030927,0.2920962199312715,0.05384615384615385,0.3225806451612903,0.19444444444444445,0.24000000000000005,0.5910652920962199,0.38144329896907214,0.9072164948453608,82,50,0,159,132,0.281786941580756,0.1718213058419244,0.10996563573883161,0.0,0.5463917525773195,0.00674635885953616,OK
ES,lower,WITHIN_10MIN,freshness,PRISTINE,15,0.5,179,179,0.4134078212290503,0.31843575418994413,0.2681564245810056,0.0,0.2807017543859649,0.26666666666666666,-0.05882352941176471,0.46368715083798884,0.5251396648044693,0.9441340782122905,45,41,0,93,86,0.25139664804469275,0.22905027932960895,0.0223463687150838,0.0,0.5195530726256983,0.7465343822890571,OK
ES,lower,WITHIN_10MIN,momentum,MOMENTUM_INTO_BLOCK,15,0.5,152,152,0.4868421052631579,0.29605263157894735,0.21710526315789475,0.02993161240608746,0.2639444444444444,0.20886676149834044,0.1824381926683717,0.5328947368421053,0.4473684210526316,0.881578947368421,29,25,0,98,54,0.19078947368421054,0.16447368421052633,0.02631578947368421,0.0,0.6447368421052632,0.6834892282353371,OK
ES,lower,WITHIN_10MIN,momentum,NOT_MOMENTUM_INTO_BLOCK,15,0.5,318,318,0.4591194968553459,0.22641509433962265,0.31446540880503143,0.023015873015873017,0.3333333333333333,0.25,0.12132352941176469,0.5471698113207547,0.4308176100628931,0.940251572327044,98,66,0,154,164,0.3081761006289308,0.20754716981132076,0.10062893081761007,0.0,0.48427672955974843,0.01523502593351421,OK
ES,lower,WITHIN_15MIN,ALL,ALL,15,0.5,541,541,0.47504621072088726,0.2365988909426987,0.28835489833641403,0.007246376811594203,0.3050847457627119,0.23684210526315788,0.11111111111111115,0.532347504621072,0.4491682070240296,0.9260628465804066,143,108,0,290,251,0.2643253234750462,0.19963031423290203,0.06469500924214418,0.0,0.5360443622920518,0.031662588111442916,OK
ES,lower,WITHIN_15MIN,pre10_stratum,PRE10_DOWN,15,0.5,415,415,0.472289156626506,0.2433734939759036,0.28433734939759037,0.01675977653631285,0.2972972972972973,0.22448979591836735,0.14285714285714285,0.5373493975903615,0.4457831325301205,0.9228915662650602,107,77,0,231,184,0.25783132530120484,0.1855421686746988,0.07228915662650602,0.0,0.5566265060240964,0.032242423435938715,OK
ES,lower,WITHIN_15MIN,pre10_stratum,PRE10_FLAT,15,0.5,9,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.16,0.3076923076923077,0.14285714285714285,0.25000000000000006,0.7777777777777778,0.2222222222222222,1.0,2,1,0,6,3,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.6666666666666666,1.0,UNDERPOWERED
ES,lower,WITHIN_15MIN,pre10_stratum,PRE10_UP,15,0.5,117,117,0.48717948717948717,0.2222222222222222,0.2905982905982906,0.0,0.34210526315789475,0.25925925925925924,0.0,0.49572649572649574,0.47863247863247865,0.9316239316239316,34,30,0,53,64,0.2905982905982906,0.2564102564102564,0.03418803418803419,0.0,0.452991452991453,0.7079807541347641,OK
ES,lower,WITHIN_15MIN,close_loc_stratum,CLOSE_HIGH,15,0.5,32,32,0.5625,0.21875,0.21875,0.04054054054054054,0.37034161490683226,0.22061011904761904,0.24747474747474751,0.59375,0.40625,0.90625,11,10,0,11,21,0.34375,0.3125,0.03125,0.0,0.34375,1.0,UNDERPOWERED
ES,lower,WITHIN_15MIN,close_loc_stratum,CLOSE_LOW,15,0.5,256,256,0.4609375,0.3125,0.2265625,0.020284650172918327,0.2777777777777778,0.22862420830401126,0.08391608391608392,0.515625,0.4609375,0.90234375,55,44,0,157,99,0.21484375,0.171875,0.04296875,0.0,0.61328125,0.31487989103762254,OK
ES,lower,WITHIN_15MIN,close_loc_stratum,CLOSE_MIDDLE,15,0.5,253,253,0.4782608695652174,0.16205533596837945,0.35968379446640314,0.0,0.32142857142857145,0.2389937106918239,0.1111111111111111,0.541501976284585,0.4426877470355731,0.9525691699604744,77,54,0,122,131,0.30434782608695654,0.2134387351778656,0.09090909090909091,0.0,0.48221343873517786,0.05417080038723309,OK
ES,lower,WITHIN_15MIN,dominance_stratum,BALANCED,15,0.5,158,158,0.46835443037974683,0.24050632911392406,0.2911392405063291,0.0,0.3333333333333333,0.24404761904761904,0.14285714285714285,0.5443037974683544,0.43670886075949367,0.930379746835443,50,33,0,75,83,0.31645569620253167,0.2088607594936709,0.10759493670886076,0.0,0.47468354430379744,0.07841962481580764,OK
ES,lower,WITHIN_15MIN,dominance_stratum,DOWN_DOMINANT,15,0.5,280,280,0.4857142857142857,0.21071428571428572,0.30357142857142855,0.03610930383864672,0.2892290869327502,0.20618800188946623,0.21498599439775912,0.55,0.4357142857142857,0.9214285714285714,66,49,0,165,115,0.2357142857142857,0.175,0.060714285714285714,0.0,0.5892857142857143,0.13535040983481555,OK
ES,lower,WITHIN_15MIN,dominance_stratum,UP_DOMINANT,15,0.5,103,103,0.4563106796116505,0.30097087378640774,0.24271844660194175,0.0,0.3142857142857143,0.29850746268656714,-0.018867924528301865,0.46601941747572817,0.5048543689320388,0.9320388349514563,27,26,0,50,53,0.2621359223300971,0.2524271844660194,0.009708737864077669,0.0,0.4854368932038835,1.0,OK
ES,lower,WITHIN_15MIN,freshness,PRETOUCHED,15,0.5,340,340,0.5147058823529411,0.19117647058823528,0.29411764705882354,0.05,0.32071428571428573,0.2,0.22649572649572647,0.5735294117647058,0.40294117647058825,0.9147058823529411,93,62,0,185,155,0.2735294117647059,0.18235294117647058,0.09117647058823529,0.0,0.5441176470588235,0.015693618723720187,OK
ES,lower,WITHIN_15MIN,freshness,PRISTINE,15,0.5,201,201,0.4079601990049751,0.31343283582089554,0.27860696517412936,0.0,0.2807017543859649,0.26573426573426573,-0.05882352941176473,0.4626865671641791,0.527363184079602,0.945273631840796,50,46,0,105,96,0.24875621890547264,0.22885572139303484,0.01990049751243781,0.0,0.5223880597014925,0.7596492883236299,OK
ES,lower,WITHIN_15MIN,momentum,MOMENTUM_INTO_BLOCK,15,0.5,158,158,0.4936708860759494,0.2911392405063291,0.21518987341772153,0.03879310344827586,0.2653333333333333,0.20886676149834044,0.20204603580562658,0.5379746835443038,0.4430379746835443,0.879746835443038,30,26,0,102,56,0.189873417721519,0.16455696202531644,0.02531645569620253,0.0,0.6455696202531646,0.6888797607233395,OK
ES,lower,WITHIN_15MIN,momentum,NOT_MOMENTUM_INTO_BLOCK,15,0.5,383,383,0.46736292428198434,0.21409921671018275,0.3185378590078329,0.0,0.32,0.25,0.08,0.5300261096605744,0.4516971279373368,0.9451697127937336,113,82,0,188,195,0.2950391644908616,0.21409921671018275,0.08093994778067885,0.0,0.4908616187989556,0.03142191449014981,OK
ES,lower,WITHIN_30MIN,ALL,ALL,15,0.5,629,629,0.4785373608903021,0.2289348171701113,0.29252782193958665,0.02631578947368421,0.3050847457627119,0.21739130434782608,0.125,0.5389507154213037,0.4419713831478537,0.9236883942766295,172,122,0,335,294,0.27344992050874406,0.19395866454689983,0.0794912559618442,0.0,0.5325914149443561,0.004188557996587833,OK
ES,lower,WITHIN_30MIN,pre10_stratum,PRE10_DOWN,15,0.5,453,453,0.47019867549668876,0.24061810154525387,0.2891832229580574,0.022222222222222223,0.2962962962962963,0.2222222222222222,0.12499999999999997,0.5364238410596026,0.445916114790287,0.9227373068432672,116,83,0,254,199,0.2560706401766004,0.18322295805739514,0.0728476821192053,0.0,0.5607064017660044,0.023062898871225274,OK
ES,lower,WITHIN_30MIN,pre10_stratum,PRE10_FLAT,15,0.5,9,9,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.16,0.3076923076923077,0.14285714285714285,0.25000000000000006,0.7777777777777778,0.2222222222222222,1.0,2,1,0,6,3,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.6666666666666666,1.0,UNDERPOWERED
ES,lower,WITHIN_30MIN,pre10_stratum,PRE10_UP,15,0.5,167,167,0.5029940119760479,0.20359281437125748,0.2934131736526946,0.06395348837209303,0.3448275862068966,0.2,0.1111111111111111,0.5329341317365269,0.4431137724550898,0.9221556886227545,54,38,0,75,92,0.32335329341317365,0.2275449101796407,0.09580838323353294,0.0,0.4491017964071856,0.11737015883134433,OK
ES,lower,WITHIN_30MIN,close_loc_stratum,CLOSE_HIGH,15,0.5,65,65,0.5230769230769231,0.2,0.27692307692307694,0.06395348837209303,0.34210526315789475,0.18055555555555555,0.44000000000000006,0.5846153846153846,0.4,0.8923076923076924,22,16,0,27,38,0.3384615384615385,0.24615384615384617,0.09230769230769231,0.0,0.4153846153846154,0.417692190836533,OK
ES,lower,WITHIN_30MIN,close_loc_stratum,CLOSE_LOW,15,0.5,264,264,0.4583333333333333,0.3181818181818182,0.22348484848484848,0.027056277056277056,0.2757309941520468,0.2231800766283525,0.08391608391608392,0.5189393939393939,0.4583333333333333,0.9015151515151515,56,44,0,164,100,0.21212121212121213,0.16666666666666666,0.045454545454545456,0.0,0.6212121212121212,0.2712530240738354,OK
ES,lower,WITHIN_30MIN,close_loc_stratum,CLOSE_MIDDLE,15,0.5,300,300,0.4866666666666667,0.15666666666666668,0.3566666666666667,0.018803418803418806,0.32142857142857145,0.21637426900584794,0.15037593984962405,0.5466666666666666,0.43666666666666665,0.95,94,62,0,144,156,0.31333333333333335,0.20666666666666667,0.10666666666666667,0.0,0.48,0.012813143553546088,OK
ES,lower,WITHIN_30MIN,dominance_stratum,BALANCED,15,0.5,190,190,0.47368421052631576,0.23157894736842105,0.29473684210526313,0.032229965156794424,0.35355392156862747,0.2,0.23700623700623702,0.5736842105263158,0.4105263157894737,0.9263157894736842,65,37,0,88,102,0.34210526315789475,0.19473684210526315,0.14736842105263157,0.0,0.4631578947368421,0.007206214620046471,OK
ES,lower,WITHIN_30MIN,dominance_stratum,DOWN_DOMINANT,15,0.5,307,307,0.4788273615635179,0.21172638436482086,0.30944625407166126,0.034482758620689655,0.2830188679245283,0.2072072072072072,0.19999999999999996,0.5439739413680782,0.43973941368078173,0.9250814332247557,71,53,0,183,124,0.23127035830618892,0.17263843648208468,0.05863192182410423,0.0,0.5960912052117264,0.1265100563218553,OK
ES,lower,WITHIN_30MIN,dominance_stratum,UP_DOMINANT,15,0.5,132,132,0.48484848484848486,0.26515151515151514,0.25,0.0,0.31339285714285714,0.28908355795148244,0.0,0.4772727272727273,0.49242424242424243,0.9166666666666666,36,32,0,64,68,0.2727272727272727,0.24242424242424243,0.030303030303030304,0.0,0.48484848484848486,0.716300760154337,OK
ES,lower,WITHIN_30MIN,freshness,PRETOUCHED,15,0.5,395,395,0.5063291139240507,0.18734177215189873,0.30632911392405066,0.03773584905660377,0.3142857142857143,0.1956521739130435,0.22222222222222224,0.5645569620253165,0.41012658227848103,0.9139240506329114,108,71,0,216,179,0.27341772151898736,0.17974683544303796,0.09367088607594937,0.0,0.5468354430379747,0.006961190928254817,OK
ES,lower,WITHIN_30MIN,freshness,PRISTINE,15,0.5,234,234,0.43162393162393164,0.29914529914529914,0.2692307692307692,0.0,0.2934002869440459,0.25,0.0,0.49572649572649574,0.49572649572649574,0.9401709401709402,64,51,0,119,115,0.27350427350427353,0.21794871794871795,0.05555555555555555,0.0,0.5085470085470085,0.26305395754293537,OK
ES,lower,WITHIN_30MIN,momentum,MOMENTUM_INTO_BLOCK,15,0.5,165,165,0.48484848484848486,0.30303030303030304,0.21212121212121213,0.04310344827586207,0.264,0.21052631578947367,0.17647058823529416,0.5393939393939394,0.44242424242424244,0.8787878787878788,31,26,0,108,57,0.18787878787878787,0.15757575757575756,0.030303030303030304,0.0,0.6545454545454545,0.5966417603730826,OK
ES,lower,WITHIN_30MIN,momentum,NOT_MOMENTUM_INTO_BLOCK,15,0.5,464,464,0.47629310344827586,0.2025862068965517,0.32112068965517243,0.018803418803418806,0.3204938271604938,0.237468671679198,0.12499999999999999,0.5387931034482759,0.4418103448275862,0.9396551724137931,141,96,0,227,237,0.30387931034482757,0.20689655172413793,0.09698275862068965,0.0,0.4892241379310345,0.004164825184005584,OK
ES,lower,WITHIN_60MIN,ALL,ALL,15,0.5,707,707,0.4681753889674682,0.22913719943422914,0.3026874115983027,0.01020408163265306,0.2962962962962963,0.23255813953488372,0.08333333333333331,0.5261669024045261,0.45685997171145687,0.9278642149929278,185,145,0,377,330,0.26166902404526166,0.2050919377652051,0.056577086280056574,0.0,0.5332390381895332,0.03164673470771364,OK
