instrument,side,freshness,activation_window,horizon_min,n_observations,n_nontied,rev_minus_brk_first_rate,median_signed_close_atr,binom_p,is_primary,q_value,n_years_ge10,max_year_sign_agreement,effect_pp,classification
ES,lower,PRISTINE,WITHIN_5MIN,1,100,4,-0.04,0.0,0.125,False,0.30518952358937296,5,2,-4.0,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_5MIN,3,100,10,-0.08,0.0,0.021484375,False,0.10560125896093571,5,2,-8.0,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_5MIN,5,100,17,-0.07,-0.011745689655172413,0.143463134765625,False,0.3394620653609155,5,2,-7.000000000000001,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_10MIN,1,128,4,-0.03125,0.0,0.125,False,0.30518952358937296,5,2,-3.125,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_10MIN,3,128,11,-0.0703125,0.0,0.01171875,False,0.07572115384615384,5,2,-7.03125,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_10MIN,5,128,18,-0.0625,0.0,0.09625244140625,False,0.28369140625,5,2,-6.25,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_15MIN,1,150,4,-0.02666666666666667,0.0,0.125,False,0.30518952358937296,5,3,-2.666666666666667,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_15MIN,3,150,13,-0.07333333333333333,0.0,0.00341796875,False,0.034103406764156866,5,2,-7.333333333333333,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_30MIN,1,183,4,-0.02185792349726776,0.0,0.125,False,0.30518952358937296,5,4,-2.185792349726776,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_30MIN,3,183,14,-0.0546448087431694,0.0,0.012939453125,False,0.07763671875,5,3,-5.46448087431694,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_60MIN,1,209,4,-0.019138755980861243,0.0,0.125,False,0.30518952358937296,5,3,-1.9138755980861244,UNDERPOWERED
ES,lower,PRISTINE,WITHIN_60MIN,3,209,14,-0.04784688995215311,0.0,0.012939453125,False,0.07763671875,5,4,-4.784688995215311,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,130,3,-0.007692307692307693,0.04464285714285714,1.0,False,1.0,5,4,-0.7692307692307693,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,130,15,0.023076923076923078,0.03279569892473118,0.6072387695312499,False,0.8431083742252065,5,3,2.307692307692308,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_5MIN,1,219,6,-0.0091324200913242,0.02962962962962963,0.6875,False,0.8986540949621866,5,4,-0.91324200913242,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_5MIN,3,219,19,0.0136986301369863,0.02912621359223301,0.6476058959960938,False,0.8634745279947916,5,3,1.36986301369863,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_10MIN,1,271,7,-0.0036900369003690036,0.033707865168539325,1.0,False,1.0,5,5,-0.36900369003690037,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_15MIN,1,301,7,-0.0033222591362126247,0.033707865168539325,1.0,False,1.0,5,5,-0.33222591362126247,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_30MIN,1,382,7,-0.002617801047120419,0.033520599250936325,1.0,False,1.0,5,5,-0.2617801047120419,UNDERPOWERED
ES,upper,PRETOUCHED,WITHIN_60MIN,1,451,8,0.0,0.030303030303030304,1.0,False,1.0,5,5,0.0,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10AM_CANDLE,1,60,1,-0.016666666666666666,0.004347826086956522,1.0,False,1.0,4,3,-1.6666666666666667,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10AM_CANDLE,3,60,4,-0.03333333333333333,0.038461538461538464,0.625,False,0.8467741935483871,4,4,-3.3333333333333335,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10AM_CANDLE,5,60,4,-0.03333333333333333,0.013392857142857142,0.625,False,0.8467741935483871,4,3,-3.3333333333333335,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10AM_CANDLE,10,60,12,0.03333333333333333,0.0,0.7744140625,False,0.9227061170212766,4,2,3.3333333333333335,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_5MIN,1,91,1,-0.01098901098901099,0.0,1.0,False,1.0,5,3,-1.098901098901099,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_5MIN,3,91,7,-0.01098901098901099,0.03546099290780142,1.0,False,1.0,5,5,-1.098901098901099,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_5MIN,5,91,8,0.0,0.0,1.0,False,1.0,5,3,0.0,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10MIN,1,107,1,-0.009345794392523364,0.016666666666666666,1.0,False,1.0,5,3,-0.9345794392523363,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10MIN,3,107,7,-0.009345794392523364,0.034482758620689655,1.0,False,1.0,5,4,-0.9345794392523363,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_10MIN,5,107,11,0.028037383177570093,0.0,0.548828125,False,0.7836381524252133,5,4,2.803738317757009,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_15MIN,1,120,1,-0.008333333333333333,0.0,1.0,False,1.0,5,3,-0.8333333333333334,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_15MIN,3,120,8,-0.016666666666666666,0.03286637931034483,0.7265625,False,0.9041666666666667,5,5,-1.6666666666666667,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_15MIN,5,120,12,0.016666666666666666,0.0,0.7744140625,False,0.9227061170212766,5,4,1.6666666666666667,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_30MIN,1,147,1,-0.006802721088435374,0.0,1.0,False,1.0,5,3,-0.6802721088435374,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_30MIN,3,147,9,-0.02040816326530612,0.024390243902439025,0.5078125,False,0.7483552631578947,5,4,-2.0408163265306123,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_30MIN,5,147,15,0.006802721088435374,0.0,1.0,False,1.0,5,4,0.6802721088435374,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_60MIN,1,177,1,-0.005649717514124294,0.0,1.0,False,1.0,5,4,-0.5649717514124294,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_60MIN,3,177,9,-0.01694915254237288,0.024390243902439025,0.5078125,False,0.7483552631578947,5,4,-1.694915254237288,UNDERPOWERED
ES,upper,PRISTINE,WITHIN_60MIN,5,177,16,0.0,0.0,1.0,False,1.0,5,4,0.0,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_10AM_CANDLE,1,111,5,-0.009009009009009009,0.0,1.0,False,1.0,5,3,-0.9009009009009009,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_10AM_CANDLE,3,111,10,0.0,0.0,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_10AM_CANDLE,5,111,14,-0.018018018018018018,0.0,0.79052734375,False,1.0,5,3,-1.8018018018018018,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_5MIN,1,202,6,-0.009900990099009901,0.0,0.6875,False,0.9956896551724138,5,3,-0.9900990099009901,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_5MIN,3,202,17,0.01485148514851485,0.0,0.629058837890625,False,0.9876811660338785,5,3,1.4851485148514851,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_10MIN,1,259,6,-0.007722007722007722,0.004166666666666667,0.6875,False,0.9956896551724138,5,3,-0.7722007722007722,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_10MIN,3,259,19,0.011583011583011582,0.00631578947368421,0.6476058959960938,False,0.9956896551724138,5,3,1.1583011583011582,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_15MIN,1,304,7,-0.009868421052631578,0.0018726591760299626,0.453125,False,0.8626909207750459,5,3,-0.9868421052631579,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_30MIN,1,359,7,-0.008356545961002786,0.004166666666666667,0.453125,False,0.8626909207750459,5,4,-0.8356545961002786,UNDERPOWERED
NQ,lower,PRETOUCHED,WITHIN_60MIN,1,424,7,-0.007075471698113208,0.004696969696969697,0.453125,False,0.8626909207750459,5,3,-0.7075471698113208,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10AM_CANDLE,1,65,3,0.015384615384615385,0.0,1.0,False,1.0,3,2,1.5384615384615385,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10AM_CANDLE,3,65,5,0.015384615384615385,-0.004524886877828055,1.0,False,1.0,3,2,1.5384615384615385,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10AM_CANDLE,5,65,9,-0.015384615384615385,0.0,1.0,False,1.0,3,3,-1.5384615384615385,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10AM_CANDLE,10,65,19,0.015384615384615385,0.0,1.0,False,1.0,3,3,1.5384615384615385,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_5MIN,1,102,4,0.0,0.0,1.0,False,1.0,5,2,0.0,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_5MIN,3,102,9,-0.00980392156862745,0.0,1.0,False,1.0,5,2,-0.9803921568627451,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_5MIN,5,102,14,-0.0392156862745098,0.0,0.4239501953125,False,0.8626909207750459,5,2,-3.9215686274509802,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10MIN,1,132,5,0.007575757575757576,0.0,1.0,False,1.0,5,2,0.7575757575757576,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10MIN,3,132,13,0.007575757575757576,0.0,1.0,False,1.0,5,2,0.7575757575757576,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_10MIN,5,132,19,-0.022727272727272728,0.0,0.6476058959960938,False,0.9956896551724138,5,3,-2.272727272727273,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_15MIN,1,149,5,0.006711409395973154,0.0,1.0,False,1.0,5,2,0.6711409395973155,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_15MIN,3,149,15,0.006711409395973154,0.0,1.0,False,1.0,5,3,0.6711409395973155,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_30MIN,1,176,5,0.005681818181818182,0.0,1.0,False,1.0,5,2,0.5681818181818182,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_30MIN,3,176,15,0.005681818181818182,0.0,1.0,False,1.0,5,3,0.5681818181818182,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_60MIN,1,206,6,0.0,0.0,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,lower,PRISTINE,WITHIN_60MIN,3,206,18,0.0,0.0,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,143,4,0.013986013986013986,0.013850415512465374,0.625,False,0.9876811660338785,5,3,1.3986013986013985,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,143,12,0.013986013986013986,0.012987012987012988,0.7744140625,False,1.0,5,3,1.3986013986013985,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_5MIN,1,244,4,0.00819672131147541,0.014455693560171172,0.625,False,0.9876811660338785,5,4,0.819672131147541,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_5MIN,3,244,17,0.028688524590163935,0.0,0.143463134765625,False,0.4820361328125,5,3,2.8688524590163933,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_10MIN,1,289,4,0.006920415224913495,0.01353637901861252,0.625,False,0.9876811660338785,5,4,0.6920415224913495,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_15MIN,1,322,4,0.006211180124223602,0.009636463280964559,0.625,False,0.9876811660338785,5,3,0.6211180124223602,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_30MIN,1,401,4,0.004987531172069825,0.00816326530612245,0.625,False,0.9876811660338785,5,3,0.4987531172069825,UNDERPOWERED
NQ,upper,PRETOUCHED,WITHIN_60MIN,1,461,4,0.004338394793926247,0.005714285714285714,0.625,False,0.9876811660338785,5,3,0.43383947939262474,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,1,69,2,0.0,0.02072538860103627,1.0,False,1.0,4,3,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,3,69,4,0.0,0.03051643192488263,1.0,False,1.0,4,3,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,5,69,6,0.028985507246376812,0.0,0.6875,False,0.9956896551724138,4,3,2.898550724637681,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,10,69,14,0.057971014492753624,0.0,0.4239501953125,False,0.8626909207750459,4,2,5.797101449275362,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,15,69,16,0.057971014492753624,0.0,0.454498291015625,False,0.8626909207750459,4,2,5.797101449275362,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_5MIN,1,95,2,0.0,0.02072538860103627,1.0,False,1.0,5,4,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_5MIN,3,95,4,0.0,0.01728395061728395,1.0,False,1.0,5,2,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_5MIN,5,95,6,0.021052631578947368,0.0,0.6875,False,0.9956896551724138,5,2,2.1052631578947367,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_5MIN,10,95,18,0.06315789473684211,0.0,0.237884521484375,False,0.6244468688964844,5,3,6.315789473684211,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10MIN,1,123,2,0.0,0.02072538860103627,1.0,False,1.0,5,4,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10MIN,3,123,4,0.0,0.020134228187919462,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_10MIN,5,123,9,0.024390243902439025,0.009900990099009901,0.5078125,False,0.9173387096774194,5,2,2.4390243902439024,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_15MIN,1,132,2,0.0,0.016150477321186275,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_15MIN,3,132,4,0.0,0.018153663679493937,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_15MIN,5,132,10,0.015151515151515152,0.008135208425301129,0.75390625,False,1.0,5,2,1.5151515151515151,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_30MIN,1,162,2,0.0,0.004188508582588138,1.0,False,1.0,5,3,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_30MIN,3,162,5,0.006172839506172839,0.014931283484742604,1.0,False,1.0,5,2,0.6172839506172839,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_30MIN,5,162,11,0.018518518518518517,0.005100099424320907,0.548828125,False,0.9602681565284729,5,3,1.8518518518518516,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_60MIN,1,187,3,-0.0053475935828877,0.0,1.0,False,1.0,5,3,-0.53475935828877,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_60MIN,3,187,6,0.0,0.005917159763313609,1.0,False,1.0,5,4,0.0,UNDERPOWERED
NQ,upper,PRISTINE,WITHIN_60MIN,5,187,12,0.0106951871657754,0.0,0.7744140625,False,1.0,5,3,1.06951871657754,UNDERPOWERED
