instrument,side,activation_window,context_dim,context_value,horizon_min,barrier,valid_blocks,first_interactions,same_bar_reversal_rate,same_bar_breakthrough_rate,same_bar_unresolved_rate,median_signed_close_atr,median_rev_exc_atr,median_brk_exc_atr,median_dominance,p_rev_exc_gt_brk_exc,p_brk_exc_gt_rev_exc,retouch_rate,reversal_first_n,breakthrough_first_n,tie_n,neither_n,n_nontied,reversal_first_rate,breakthrough_first_rate,rev_minus_brk_first_rate,tie_rate,neither_rate,binom_p,sample_status
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,1,0.25,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.10102040816326531,0.017087082262210798,0.5714285714285714,0.5789473684210527,0.38596491228070173,0.9078947368421053,40,27,0,161,67,0.17543859649122806,0.11842105263157894,0.05701754385964912,0.0,0.706140350877193,0.1420713794263756,OK
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,1,0.5,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.10102040816326531,0.017087082262210798,0.5714285714285714,0.5789473684210527,0.38596491228070173,0.9078947368421053,3,3,0,222,6,0.013157894736842105,0.013157894736842105,0.0,0.0,0.9736842105263158,1.0,UNDERPOWERED
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,1,1.0,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.10102040816326531,0.017087082262210798,0.5714285714285714,0.5789473684210527,0.38596491228070173,0.9078947368421053,0,0,0,228,0,0.0,0.0,0.0,0.0,1.0,,UNDERPOWERED
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,3,0.25,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.14371772805507743,0.08397435897435898,0.3333333333333333,0.5394736842105263,0.44298245614035087,0.9078947368421053,65,51,0,112,116,0.2850877192982456,0.2236842105263158,0.06140350877192982,0.0,0.49122807017543857,0.22727494633160858,OK
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,3,0.5,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.14371772805507743,0.08397435897435898,0.3333333333333333,0.5394736842105263,0.44298245614035087,0.9078947368421053,9,11,0,208,20,0.039473684210526314,0.04824561403508772,-0.008771929824561403,0.0,0.9122807017543859,0.8238029479980469,OK
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,3,1.0,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.14371772805507743,0.08397435897435898,0.3333333333333333,0.5394736842105263,0.44298245614035087,0.9078947368421053,0,1,0,227,1,0.0,0.0043859649122807015,-0.0043859649122807015,0.0,0.9956140350877193,1.0,UNDERPOWERED
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,5,0.25,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.17300462695199537,0.1297268907563025,0.14092140921409216,0.5350877192982456,0.43859649122807015,0.9078947368421053,81,69,0,78,150,0.35526315789473684,0.3026315789473684,0.05263157894736842,0.0,0.34210526315789475,0.369161469661788,OK
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,5,0.5,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.17300462695199537,0.1297268907563025,0.14092140921409216,0.5350877192982456,0.43859649122807015,0.9078947368421053,20,20,0,188,40,0.08771929824561403,0.08771929824561403,0.0,0.0,0.8245614035087719,1.0,OK
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,5,1.0,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.0,0.17300462695199537,0.1297268907563025,0.14092140921409216,0.5350877192982456,0.43859649122807015,0.9078947368421053,1,2,0,225,3,0.0043859649122807015,0.008771929824561403,-0.0043859649122807015,0.0,0.9868421052631579,1.0,UNDERPOWERED
ES,lower,WITHIN_10AM_CANDLE,pre10_stratum,PRE10_DOWN,10,0.25,228,228,0.4692982456140351,0.30701754385964913,0.2236842105263158,0.032018442622950824,0.23506493506493506,0.19090909090909092,0.14285714285714285,0.5307017543859649,0.4692982456140351,0.9078947368421053,101,84,0,43,185,0.44298245614035087,0.3684210526315789,0.07456140350877193,0.0,0.18859649122807018,0.23937768210630603,OK
