instrument,side,freshness,activation_window,horizon_min,year,n_observations,rev_minus_brk_first_rate,median_signed_close_atr,same_bar_reversal_rate,same_bar_breakthrough_rate,sign
ES,lower,PRISTINE,WITHIN_60MIN,60,2018,48,0.25,-0.007348784624081402,0.4791666666666667,0.14583333333333334,-1.0
ES,lower,PRISTINE,WITHIN_60MIN,60,2019,32,0.125,0.03125,0.40625,0.3125,1.0
ES,lower,PRISTINE,WITHIN_60MIN,60,2020,40,-0.05,0.022284644194756554,0.425,0.3,1.0
ES,lower,PRISTINE,WITHIN_60MIN,60,2021,41,-0.0975609756097561,0.16666666666666666,0.4146341463414634,0.1951219512195122,1.0
ES,lower,PRISTINE,WITHIN_60MIN,60,2022,48,0.08333333333333333,0.0,0.3333333333333333,0.4375,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,2018,23,0.0,0.041666666666666664,0.5652173913043478,0.13043478260869565,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,2019,28,0.0,0.0202020202020202,0.5357142857142857,0.07142857142857142,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,2020,28,0.0,0.05012531328320802,0.6071428571428571,0.17857142857142858,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,2021,23,0.0,0.0,0.4782608695652174,0.21739130434782608,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,1,2022,28,-0.03571428571428571,0.08671171171171171,0.5357142857142857,0.2857142857142857,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,2018,23,0.08695652173913043,0.0,0.5652173913043478,0.13043478260869565,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,2019,28,-0.03571428571428571,0.052272727272727276,0.5357142857142857,0.07142857142857142,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,2020,28,0.03571428571428571,0.025932953826691967,0.6071428571428571,0.17857142857142858,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,2021,23,0.13043478260869565,0.0,0.4782608695652174,0.21739130434782608,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,3,2022,28,-0.07142857142857142,0.0822072072072072,0.5357142857142857,0.2857142857142857,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,5,2018,23,0.08695652173913043,0.0,0.5652173913043478,0.13043478260869565,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,5,2019,28,0.0,0.053030303030303025,0.5357142857142857,0.07142857142857142,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,5,2020,28,0.07142857142857142,0.010416666666666666,0.6071428571428571,0.17857142857142858,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,5,2021,23,0.08695652173913043,0.0,0.4782608695652174,0.21739130434782608,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,5,2022,28,0.0,0.12444690265486726,0.5357142857142857,0.2857142857142857,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,10,2018,23,0.08695652173913043,0.0,0.5652173913043478,0.13043478260869565,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,10,2019,28,0.03571428571428571,0.16041666666666665,0.5357142857142857,0.07142857142857142,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,10,2020,28,0.14285714285714285,0.0,0.6071428571428571,0.17857142857142858,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,10,2021,23,0.08695652173913043,0.0,0.4782608695652174,0.21739130434782608,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,10,2022,28,0.10714285714285714,0.14144736842105263,0.5357142857142857,0.2857142857142857,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,15,2018,23,0.21739130434782608,0.0,0.5652173913043478,0.13043478260869565,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,15,2019,28,0.10714285714285714,0.022727272727272728,0.5357142857142857,0.07142857142857142,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,15,2020,28,0.10714285714285714,-0.031746031746031744,0.6071428571428571,0.17857142857142858,-1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,15,2021,23,0.13043478260869565,0.0,0.4782608695652174,0.21739130434782608,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,15,2022,28,0.14285714285714285,0.11011904761904762,0.5357142857142857,0.2857142857142857,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,30,2018,23,0.043478260869565216,-0.05263157894736842,0.5652173913043478,0.13043478260869565,-1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,30,2019,28,0.21428571428571427,0.0,0.5357142857142857,0.07142857142857142,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,30,2020,28,0.03571428571428571,-0.020833333333333332,0.6071428571428571,0.17857142857142858,-1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,30,2021,23,0.13043478260869565,0.0,0.4782608695652174,0.21739130434782608,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,30,2022,28,0.21428571428571427,-0.0030864197530864196,0.5357142857142857,0.2857142857142857,-1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,60,2018,23,-0.08695652173913043,0.0,0.5652173913043478,0.13043478260869565,0.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,60,2019,28,0.10714285714285714,-0.23695652173913043,0.5357142857142857,0.07142857142857142,-1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,60,2020,28,0.03571428571428571,0.03199832688486876,0.6071428571428571,0.17857142857142858,1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,60,2021,23,0.043478260869565216,-0.10714285714285714,0.4782608695652174,0.21739130434782608,-1.0
ES,upper,PRETOUCHED,WITHIN_10AM_CANDLE,60,2022,28,0.25,-0.1393238030406172,0.5357142857142857,0.2857142857142857,-1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,1,2018,41,0.0,0.02564102564102564,0.5609756097560976,0.12195121951219512,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,1,2019,48,-0.020833333333333332,0.0202020202020202,0.5,0.10416666666666667,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,1,2020,45,0.0,0.02631578947368421,0.5555555555555556,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,1,2021,40,0.0,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,1,2022,45,-0.022222222222222223,0.08333333333333333,0.5333333333333333,0.24444444444444444,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,3,2018,41,0.07317073170731707,0.0,0.5609756097560976,0.12195121951219512,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,3,2019,48,-0.041666666666666664,0.04166666666666667,0.5,0.10416666666666667,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,3,2020,45,0.022222222222222223,0.022222222222222223,0.5555555555555556,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,3,2021,40,0.075,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,3,2022,45,-0.044444444444444446,0.07368421052631578,0.5333333333333333,0.24444444444444444,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,5,2018,41,0.07317073170731707,0.018867924528301886,0.5609756097560976,0.12195121951219512,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,5,2019,48,-0.020833333333333332,0.006329113924050633,0.5,0.10416666666666667,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,5,2020,45,0.06666666666666667,0.020833333333333332,0.5555555555555556,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,5,2021,40,0.05,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,5,2022,45,0.06666666666666667,0.12101910828025478,0.5333333333333333,0.24444444444444444,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,10,2018,41,0.07317073170731707,0.0625,0.5609756097560976,0.12195121951219512,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,10,2019,48,0.0,0.016666666666666666,0.5,0.10416666666666667,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,10,2020,45,0.13333333333333333,0.0,0.5555555555555556,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,10,2021,40,0.05,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,10,2022,45,0.17777777777777778,0.03184713375796178,0.5333333333333333,0.24444444444444444,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,15,2018,41,0.21951219512195122,0.02564102564102564,0.5609756097560976,0.12195121951219512,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,15,2019,48,0.0625,0.00684931506849315,0.5,0.10416666666666667,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,15,2020,45,0.08888888888888889,-0.06134969325153374,0.5555555555555556,0.2,-1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,15,2021,40,0.125,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,15,2022,45,0.24444444444444444,0.09523809523809523,0.5333333333333333,0.24444444444444444,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,30,2018,41,0.14634146341463414,0.0,0.5609756097560976,0.12195121951219512,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,30,2019,48,0.08333333333333333,0.0,0.5,0.10416666666666667,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,30,2020,45,-0.022222222222222223,-0.04580152671755725,0.5555555555555556,0.2,-1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,30,2021,40,0.125,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,30,2022,45,0.26666666666666666,0.0,0.5333333333333333,0.24444444444444444,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,60,2018,41,0.12195121951219512,0.05,0.5609756097560976,0.12195121951219512,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,60,2019,48,0.0,-0.22332015810276679,0.5,0.10416666666666667,-1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,60,2020,45,-0.06666666666666667,0.0410958904109589,0.5555555555555556,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_5MIN,60,2021,40,0.075,0.0,0.5,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_5MIN,60,2022,45,0.2222222222222222,-0.1282051282051282,0.5333333333333333,0.24444444444444444,-1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,1,2018,54,0.0,0.029487179487179487,0.5555555555555556,0.12962962962962962,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,1,2019,57,0.0,0.029411764705882353,0.5263157894736842,0.08771929824561403,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,1,2020,57,0.0,0.02631578947368421,0.5263157894736842,0.19298245614035087,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,1,2021,48,0.0,0.0058823529411764705,0.4791666666666667,0.1875,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,1,2022,55,-0.01818181818181818,0.08421052631578947,0.5636363636363636,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,3,2018,54,0.07407407407407407,0.0,0.5555555555555556,0.12962962962962962,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,3,2019,57,-0.017543859649122806,0.041666666666666664,0.5263157894736842,0.08771929824561403,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,3,2020,57,0.017543859649122806,0.0,0.5263157894736842,0.19298245614035087,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,3,2021,48,0.0625,0.0,0.4791666666666667,0.1875,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,3,2022,55,-0.01818181818181818,0.08108108108108109,0.5636363636363636,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,5,2018,54,0.07407407407407407,0.019237883832778392,0.5555555555555556,0.12962962962962962,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,5,2019,57,0.0,0.012658227848101266,0.5263157894736842,0.08771929824561403,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,5,2020,57,0.05263157894736842,0.011235955056179775,0.5263157894736842,0.19298245614035087,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,5,2021,48,0.0625,0.0,0.4791666666666667,0.1875,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,5,2022,55,0.07272727272727272,0.08928571428571429,0.5636363636363636,0.2,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,10,2018,54,0.07407407407407407,0.05803571428571429,0.5555555555555556,0.12962962962962962,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,10,2019,57,0.017543859649122806,0.0,0.5263157894736842,0.08771929824561403,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,10,2020,57,0.14035087719298245,0.0,0.5263157894736842,0.19298245614035087,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,10,2021,48,0.0625,0.0,0.4791666666666667,0.1875,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,10,2022,55,0.18181818181818182,0.0,0.5636363636363636,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,15,2018,54,0.18518518518518517,0.01282051282051282,0.5555555555555556,0.12962962962962962,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,15,2019,57,0.07017543859649122,0.02,0.5263157894736842,0.08771929824561403,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,15,2020,57,0.12280701754385964,-0.041666666666666664,0.5263157894736842,0.19298245614035087,-1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,15,2021,48,0.10416666666666667,0.0,0.4791666666666667,0.1875,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,15,2022,55,0.18181818181818182,0.0,0.5636363636363636,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,30,2018,54,0.07407407407407407,0.0,0.5555555555555556,0.12962962962962962,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,30,2019,57,0.10526315789473684,0.0,0.5263157894736842,0.08771929824561403,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,30,2020,57,0.017543859649122806,-0.0547945205479452,0.5263157894736842,0.19298245614035087,-1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,30,2021,48,0.08333333333333333,0.0,0.4791666666666667,0.1875,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,30,2022,55,0.2,0.0,0.5636363636363636,0.2,0.0
ES,upper,PRETOUCHED,WITHIN_10MIN,60,2018,54,0.09259259259259259,0.05705128205128205,0.5555555555555556,0.12962962962962962,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,60,2019,57,0.05263157894736842,-0.1111111111111111,0.5263157894736842,0.08771929824561403,-1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,60,2020,57,-0.017543859649122806,0.022900763358778626,0.5263157894736842,0.19298245614035087,1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,60,2021,48,0.0,-0.020833333333333332,0.4791666666666667,0.1875,-1.0
ES,upper,PRETOUCHED,WITHIN_10MIN,60,2022,55,0.18181818181818182,-0.057971014492753624,0.5636363636363636,0.2,-1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,1,2018,62,0.0,0.024448419797257006,0.5483870967741935,0.12903225806451613,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,1,2019,63,0.0,0.029411764705882353,0.49206349206349204,0.09523809523809523,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,1,2020,63,0.0,0.02631578947368421,0.5238095238095238,0.19047619047619047,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,1,2021,53,0.0,0.015625,0.5094339622641509,0.16981132075471697,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,1,2022,60,-0.016666666666666666,0.07644927536231884,0.5666666666666667,0.18333333333333332,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,3,2018,62,0.04838709677419355,0.0,0.5483870967741935,0.12903225806451613,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,3,2019,63,0.0,0.037037037037037035,0.49206349206349204,0.09523809523809523,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,3,2020,63,0.015873015873015872,0.0,0.5238095238095238,0.19047619047619047,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,3,2021,53,0.05660377358490566,0.0,0.5094339622641509,0.16981132075471697,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,3,2022,60,-0.016666666666666666,0.06904761904761905,0.5666666666666667,0.18333333333333332,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,5,2018,62,0.04838709677419355,0.009433962264150943,0.5483870967741935,0.12903225806451613,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,5,2019,63,0.031746031746031744,0.012658227848101266,0.49206349206349204,0.09523809523809523,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,5,2020,63,0.047619047619047616,0.011235955056179775,0.5238095238095238,0.19047619047619047,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,5,2021,53,0.05660377358490566,0.0,0.5094339622641509,0.16981132075471697,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,5,2022,60,0.06666666666666667,0.07729648991784914,0.5666666666666667,0.18333333333333332,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,10,2018,62,0.06451612903225806,0.05803571428571429,0.5483870967741935,0.12903225806451613,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,10,2019,63,0.047619047619047616,0.0,0.49206349206349204,0.09523809523809523,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,10,2020,63,0.12698412698412698,0.0,0.5238095238095238,0.19047619047619047,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,10,2021,53,0.05660377358490566,0.0,0.5094339622641509,0.16981132075471697,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,10,2022,60,0.16666666666666666,0.0,0.5666666666666667,0.18333333333333332,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,15,2018,62,0.1774193548387097,0.04730327144120247,0.5483870967741935,0.12903225806451613,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,15,2019,63,0.09523809523809523,0.02,0.49206349206349204,0.09523809523809523,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,15,2020,63,0.12698412698412698,-0.03571428571428571,0.5238095238095238,0.19047619047619047,-1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,15,2021,53,0.09433962264150944,0.0,0.5094339622641509,0.16981132075471697,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,15,2022,60,0.15,0.0,0.5666666666666667,0.18333333333333332,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,30,2018,62,0.12903225806451613,0.0,0.5483870967741935,0.12903225806451613,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,30,2019,63,0.09523809523809523,0.0,0.49206349206349204,0.09523809523809523,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,30,2020,63,0.015873015873015872,-0.0547945205479452,0.5238095238095238,0.19047619047619047,-1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,30,2021,53,0.05660377358490566,0.0,0.5094339622641509,0.16981132075471697,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,30,2022,60,0.16666666666666666,0.0,0.5666666666666667,0.18333333333333332,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,60,2018,62,0.14516129032258066,0.05705128205128205,0.5483870967741935,0.12903225806451613,1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,60,2019,63,0.031746031746031744,-0.09090909090909091,0.49206349206349204,0.09523809523809523,-1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,60,2020,63,-0.031746031746031744,0.0,0.5238095238095238,0.19047619047619047,0.0
ES,upper,PRETOUCHED,WITHIN_15MIN,60,2021,53,0.0,-0.047058823529411764,0.5094339622641509,0.16981132075471697,-1.0
ES,upper,PRETOUCHED,WITHIN_15MIN,60,2022,60,0.11666666666666667,-0.057762485663643004,0.5666666666666667,0.18333333333333332,-1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,1,2018,80,0.0,0.04257246376811594,0.55,0.125,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,1,2019,78,0.0,0.029857397504456328,0.47435897435897434,0.08974358974358974,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,1,2020,79,0.0,0.009345794392523364,0.5443037974683544,0.189873417721519,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,1,2021,66,0.0,0.03571428571428571,0.5151515151515151,0.16666666666666666,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,1,2022,79,-0.012658227848101266,0.050314465408805034,0.5316455696202531,0.21518987341772153,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,3,2018,80,0.0375,0.0,0.55,0.125,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,3,2019,78,0.0,0.04722222222222222,0.47435897435897434,0.08974358974358974,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,3,2020,79,0.012658227848101266,0.0,0.5443037974683544,0.189873417721519,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,3,2021,66,0.045454545454545456,0.0,0.5151515151515151,0.16666666666666666,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,3,2022,79,-0.012658227848101266,0.044642857142857144,0.5316455696202531,0.21518987341772153,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,5,2018,80,0.0375,0.019237883832778392,0.55,0.125,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,5,2019,78,0.02564102564102564,0.061669829222011384,0.47435897435897434,0.08974358974358974,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,5,2020,79,0.0379746835443038,0.0,0.5443037974683544,0.189873417721519,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,5,2021,66,0.06060606060606061,0.0,0.5151515151515151,0.16666666666666666,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,5,2022,79,0.0379746835443038,0.05172413793103448,0.5316455696202531,0.21518987341772153,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,10,2018,80,0.075,0.046785714285714285,0.55,0.125,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,10,2019,78,0.08974358974358974,0.0893707033315706,0.47435897435897434,0.08974358974358974,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,10,2020,79,0.11392405063291139,0.0,0.5443037974683544,0.189873417721519,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,10,2021,66,0.06060606060606061,0.0,0.5151515151515151,0.16666666666666666,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,10,2022,79,0.11392405063291139,0.0,0.5316455696202531,0.21518987341772153,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,15,2018,80,0.1875,0.04730327144120247,0.55,0.125,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,15,2019,78,0.16666666666666666,0.03272727272727273,0.47435897435897434,0.08974358974358974,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,15,2020,79,0.11392405063291139,0.0,0.5443037974683544,0.189873417721519,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,15,2021,66,0.09090909090909091,0.0,0.5151515151515151,0.16666666666666666,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,15,2022,79,0.10126582278481013,0.0,0.5316455696202531,0.21518987341772153,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,30,2018,80,0.15,0.019230769230769232,0.55,0.125,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,30,2019,78,0.15384615384615385,0.0,0.47435897435897434,0.08974358974358974,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,30,2020,79,0.012658227848101266,-0.03508771929824561,0.5443037974683544,0.189873417721519,-1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,30,2021,66,0.12121212121212122,0.0,0.5151515151515151,0.16666666666666666,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,30,2022,79,0.13924050632911392,0.0,0.5316455696202531,0.21518987341772153,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,60,2018,80,0.1625,0.03719512195121952,0.55,0.125,1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,60,2019,78,0.11538461538461539,-0.05277777777777778,0.47435897435897434,0.08974358974358974,-1.0
ES,upper,PRETOUCHED,WITHIN_30MIN,60,2020,79,-0.0379746835443038,0.0,0.5443037974683544,0.189873417721519,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,60,2021,66,0.07575757575757576,0.0,0.5151515151515151,0.16666666666666666,0.0
ES,upper,PRETOUCHED,WITHIN_30MIN,60,2022,79,0.10126582278481013,-0.015151515151515152,0.5316455696202531,0.21518987341772153,-1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,1,2018,96,0.010416666666666666,0.034523809523809526,0.5208333333333334,0.15625,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,1,2019,87,0.0,0.029411764705882353,0.4942528735632184,0.08045977011494253,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,1,2020,99,0.0,0.009345794392523364,0.5353535353535354,0.18181818181818182,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,1,2021,73,0.0,0.03773584905660377,0.5205479452054794,0.1506849315068493,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,1,2022,96,-0.010416666666666666,0.037232574189095924,0.5416666666666666,0.20833333333333334,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,3,2018,96,0.041666666666666664,0.0,0.5208333333333334,0.15625,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,3,2019,87,0.0,0.05,0.4942528735632184,0.08045977011494253,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,3,2020,99,0.010101010101010102,0.0,0.5353535353535354,0.18181818181818182,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,3,2021,73,0.0410958904109589,0.0,0.5205479452054794,0.1506849315068493,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,3,2022,96,-0.010416666666666666,0.045454545454545456,0.5416666666666666,0.20833333333333334,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,5,2018,96,0.041666666666666664,0.009433962264150943,0.5208333333333334,0.15625,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,5,2019,87,0.022988505747126436,0.058823529411764705,0.4942528735632184,0.08045977011494253,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,5,2020,99,0.030303030303030304,0.0,0.5353535353535354,0.18181818181818182,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,5,2021,73,0.0547945205479452,0.0,0.5205479452054794,0.1506849315068493,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,5,2022,96,0.03125,0.058571428571428566,0.5416666666666666,0.20833333333333334,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,10,2018,96,0.0625,0.01639344262295082,0.5208333333333334,0.15625,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,10,2019,87,0.08045977011494253,0.08196721311475409,0.4942528735632184,0.08045977011494253,1.0
ES,upper,PRETOUCHED,WITHIN_60MIN,10,2020,99,0.08080808080808081,0.0,0.5353535353535354,0.18181818181818182,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,10,2021,73,0.0547945205479452,0.0,0.5205479452054794,0.1506849315068493,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,10,2022,96,0.11458333333333333,0.0,0.5416666666666666,0.20833333333333334,0.0
ES,upper,PRETOUCHED,WITHIN_60MIN,15,2018,96,0.14583333333333334,0.01282051282051282,0.5208333333333334,0.15625,1.0
