instrument,side,freshness,activation_window,horizon_min,n_observations,n_nontied,rev_minus_brk_first_rate,median_signed_close_atr,binom_p,is_primary,q_value,n_years_ge10,max_year_sign_agreement,effect_pp,classification
NQ,lower,PRISTINE,WITHIN_5MIN,15,102,41,0.00980392156862745,0.0,1.0,False,1.0,5,3,0.9803921568627451,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_5MIN,30,102,62,0.0196078431372549,-0.005422552946050676,0.8990763136528589,False,1.0,5,3,1.9607843137254901,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_5MIN,60,102,84,-0.0392156862745098,-0.04289264413518887,0.7436441861052041,False,1.0,5,3,-3.9215686274509802,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_10MIN,10,132,38,-0.06060606060606061,0.0,0.2558750795433298,False,0.65611913269192,5,2,-6.0606060606060606,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_10MIN,15,132,54,-0.030303030303030304,0.0,0.6834892282353371,False,0.9956896551724138,5,3,-3.0303030303030303,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_10MIN,30,132,81,-0.03787878787878788,-0.018478987824206834,0.6569924675863577,False,0.9956896551724138,5,4,-3.787878787878788,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_10MIN,60,132,112,-0.10606060606060606,-0.05874233128834356,0.21913114749778423,False,0.5937747222520605,5,3,-10.606060606060606,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_15MIN,5,149,22,-0.013422818791946308,0.0,0.8318119049072266,False,1.0,5,3,-1.342281879194631,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_15MIN,10,149,42,-0.040268456375838924,0.0,0.44079906734259566,False,0.8626909207750459,5,2,-4.026845637583892,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_15MIN,15,149,60,-0.026845637583892617,0.0,0.6988834276200058,False,0.9981877157243632,5,3,-2.684563758389262,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_15MIN,30,149,90,-0.026845637583892617,-0.009174311926605505,0.7520332015985951,False,1.0,5,3,-2.684563758389262,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_15MIN,60,149,125,-0.087248322147651,-0.05,0.2830852395827475,False,0.689072672390287,5,4,-8.724832214765101,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_30MIN,5,176,22,-0.011363636363636364,0.0,0.8318119049072266,False,1.0,5,2,-1.1363636363636365,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_30MIN,10,176,45,-0.03977272727272727,0.0,0.3712980344710104,False,0.8101048024822045,5,3,-3.977272727272727,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_30MIN,15,176,70,-0.03409090909090909,-0.002688172043010753,0.5504125118224712,True,0.9602681565284729,5,3,-3.4090909090909087,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_30MIN,30,176,104,-0.045454545454545456,-0.005422552946050676,0.49264506648650236,False,0.8996127301057869,5,3,-4.545454545454546,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_30MIN,60,176,146,-0.10227272727272728,-0.05874233128834356,0.15921582224632175,False,0.5143895795650395,5,3,-10.227272727272728,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_60MIN,5,206,26,-0.019417475728155338,0.0,0.557197093963623,False,0.9602681565284729,5,2,-1.9417475728155338,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_60MIN,10,206,50,-0.038834951456310676,0.0,0.3222363203575469,False,0.7391554584311504,5,3,-3.8834951456310676,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_60MIN,15,206,79,-0.043689320388349516,0.0,0.3681876338306311,False,0.8101048024822045,5,3,-4.368932038834951,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_60MIN,30,206,121,-0.06310679611650485,-0.0008976660682226212,0.2752533344023912,False,0.689072672390287,5,4,-6.310679611650485,MIXED_OR_NULL
NQ,lower,PRISTINE,WITHIN_60MIN,60,206,171,-0.10194174757281553,-0.017879353233830844,0.125908771187644,False,0.44068069915675395,5,3,-10.194174757281553,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,5,143,21,0.04895104895104895,0.018005540166204988,0.18924713134765625,False,0.5481641045932112,5,3,4.895104895104895,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,10,143,37,0.1048951048951049,0.0,0.020073851919732988,False,0.14051696343813092,5,2,10.48951048951049,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,15,143,55,0.1048951048951049,0.0,0.05806414679240905,False,0.33637160900430074,5,3,10.48951048951049,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,30,143,87,0.07692307692307693,-0.08216432865731463,0.2836071084054854,False,0.689072672390287,5,4,7.6923076923076925,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10AM_CANDLE,60,143,107,0.02097902097902098,-0.12323943661971831,0.846802075189195,False,1.0,5,3,2.097902097902098,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_5MIN,5,244,26,0.04918032786885246,0.012257509095349058,0.028959274291992188,False,0.1946063232421875,5,3,4.918032786885246,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_5MIN,10,244,59,0.12704918032786885,0.0,6.530630444913366e-05,False,0.0014104181437605272,5,3,12.704918032786885,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_5MIN,15,244,85,0.14344262295081966,0.0,0.00018679938527835335,False,0.0031382296726763363,5,3,14.344262295081966,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_5MIN,30,244,148,0.14754098360655737,-0.004,0.003864581217146211,False,0.04024381759135347,5,3,14.754098360655737,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_5MIN,60,244,182,0.12295081967213115,-0.005342132882009777,0.03130178394261347,False,0.20225768085996398,5,3,12.295081967213115,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10MIN,3,289,20,0.03460207612456748,0.0,0.04138946533203125,False,0.2483367919921875,5,3,3.4602076124567476,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10MIN,5,289,31,0.058823529411764705,0.01337295690936107,0.003326892852783203,False,0.03992271423339844,5,3,5.88235294117647,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10MIN,10,289,70,0.1245674740484429,0.0,1.919969240032143e-05,False,0.0011425775230570342,5,3,12.45674740484429,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10MIN,15,289,101,0.14878892733564014,0.0,2.2369582656172593e-05,False,0.0011425775230570342,5,3,14.878892733564014,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10MIN,30,289,175,0.1695501730103806,0.0,0.0002621681296867191,False,0.004004022344306256,5,3,16.955017301038062,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_10MIN,60,289,215,0.14878892733564014,-0.005813953488372093,0.0040725828028998655,False,0.04024381759135347,5,4,14.878892733564014,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_15MIN,3,322,21,0.027950310559006212,0.0,0.0783538818359375,False,0.3760986328125,5,3,2.7950310559006213,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_15MIN,5,322,32,0.049689440993788817,0.012257509095349058,0.0070003666914999485,False,0.055729801678017915,5,4,4.968944099378882,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_15MIN,10,322,72,0.10559006211180125,0.0,7.555811484431396e-05,False,0.0014104181437605272,5,4,10.559006211180124,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_15MIN,15,322,103,0.12732919254658384,0.0,6.596332626923021e-05,False,0.0014104181437605272,5,4,12.732919254658384,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_15MIN,30,322,187,0.13975155279503104,0.0,0.0012323624959428836,False,0.015925915332184955,5,3,13.975155279503104,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_15MIN,60,322,237,0.13354037267080746,-0.005786055439003705,0.006248602260672697,False,0.05248825898965065,5,3,13.354037267080745,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_30MIN,3,401,21,0.022443890274314215,0.0,0.0783538818359375,False,0.3760986328125,5,3,2.2443890274314215,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_30MIN,5,401,33,0.04239401496259352,0.011142061281337047,0.004551384132355452,False,0.04024381759135347,5,3,4.239401496259352,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_30MIN,10,401,80,0.08977556109725686,0.0,7.010573979919962e-05,False,0.0014104181437605272,5,3,8.977556109725686,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_30MIN,15,401,116,0.11471321695760599,0.0,2.332238289572831e-05,True,0.0011425775230570342,5,4,11.471321695760599,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_30MIN,30,401,226,0.12468827930174564,0.0,0.0010709327376608102,False,0.014993058327251342,5,3,12.468827930174564,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_30MIN,60,401,295,0.1172069825436409,0.0,0.007297950219740442,False,0.055729801678017915,5,3,11.72069825436409,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_60MIN,3,461,21,0.019522776572668113,0.0,0.0783538818359375,False,0.3760986328125,5,4,1.9522776572668112,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_60MIN,5,461,33,0.0368763557483731,0.0,0.004551384132355452,False,0.04024381759135347,5,4,3.68763557483731,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_60MIN,10,461,81,0.08026030368763558,0.0,4.769842118193509e-05,False,0.0014104181437605272,5,3,8.026030368763557,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_60MIN,15,461,123,0.1019522776572668,0.0,2.7204226739453194e-05,False,0.0011425775230570342,5,4,10.195227765726681,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_60MIN,30,461,253,0.1019522776572668,0.0,0.003742443821112797,False,0.04024381759135347,5,3,10.195227765726681,MIXED_OR_NULL
NQ,upper,PRETOUCHED,WITHIN_60MIN,60,461,337,0.10629067245119306,0.0,0.008831027800937743,False,0.06450489871989308,5,3,10.629067245119305,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,30,69,26,0.11594202898550725,0.02631578947368421,0.16863754391670227,False,0.529643006810007,4,3,11.594202898550725,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_10AM_CANDLE,60,69,45,0.13043478260869565,0.0,0.23269319190831084,False,0.6205151784221622,4,2,13.043478260869565,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_5MIN,15,95,23,0.07368421052631578,0.0,0.21003961563110352,False,0.5811797442340738,5,3,7.368421052631578,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_5MIN,30,95,39,0.09473684210526316,0.0,0.19959086691960698,False,0.5683265363134571,5,2,9.473684210526317,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_5MIN,60,95,65,0.07368421052631578,-0.03426791277258567,0.45702078541058977,False,0.8626909207750459,5,4,7.368421052631578,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_10MIN,10,123,25,0.07317073170731707,0.0,0.10775214433670044,False,0.41135421668489774,5,3,7.317073170731707,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_10MIN,15,123,31,0.08943089430894309,0.0,0.07075554598122835,False,0.3760986328125,5,2,8.94308943089431,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_10MIN,30,123,57,0.13821138211382114,0.01,0.03314396778750544,False,0.20622913290003383,5,4,13.821138211382115,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_10MIN,60,123,89,0.12195121951219512,-0.0472972972972973,0.137367971355652,False,0.4709759017908069,5,4,12.195121951219512,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_15MIN,10,132,28,0.06060606060606061,0.0,0.1849333420395851,False,0.5481641045932112,5,3,6.0606060606060606,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_15MIN,15,132,35,0.06818181818181818,0.0,0.175465248990804,False,0.5359665787355469,5,3,6.8181818181818175,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_15MIN,30,132,62,0.10606060606060606,0.006116071428571429,0.09795444051950736,False,0.41135421668489774,5,4,10.606060606060606,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_15MIN,60,132,97,0.11363636363636363,-0.04078260503494148,0.15481578503442855,False,0.5099814095251765,5,3,11.363636363636363,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_30MIN,10,162,32,0.06172839506172839,0.0,0.11018416518345475,False,0.41135421668489774,5,3,6.172839506172839,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_30MIN,15,162,41,0.05555555555555555,0.0,0.21102359760880063,True,0.5811797442340738,5,2,5.555555555555555,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_30MIN,30,162,75,0.10493827160493827,0.0,0.06394991646706692,False,0.3581195322155748,5,2,10.493827160493826,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_30MIN,60,162,122,0.07407407407407407,-0.05028799291094373,0.3193082974752446,False,0.7391554584311504,5,4,7.4074074074074066,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_60MIN,10,187,34,0.053475935828877004,0.0,0.12144948495551944,False,0.43411730792611203,5,3,5.347593582887701,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_60MIN,15,187,44,0.0427807486631016,0.0,0.2912152365458951,False,0.689072672390287,5,2,4.27807486631016,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_60MIN,30,187,82,0.0855614973262032,0.0,0.09703091129729907,False,0.41135421668489774,5,3,8.55614973262032,MIXED_OR_NULL
NQ,upper,PRISTINE,WITHIN_60MIN,60,187,132,0.0748663101604278,-0.04040404040404041,0.2577610878432543,False,0.65611913269192,5,4,7.4866310160427805,MIXED_OR_NULL
