instrument,candle_state,context_dim,context_value,horizon_min,barrier,n_observations,continuation_first_rate,reversal_first_rate,cont_minus_rev_first_rate,tie_rate,neither_rate,median_signed_close_atr,median_cont_exc_atr,median_rev_exc_atr,median_dominance,p_cont_exc_gt_rev_exc,p_rev_exc_gt_cont_exc,retouch_rate,n_nontied,binom_p,sample_status
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,5,0.25,210,0.5095238095238095,0.14285714285714285,0.36666666666666664,0.004761904761904762,0.34285714285714286,0.10791925465838509,0.25219298245614036,0.03553459119496855,0.7416666666666667,0.7285714285714285,0.24761904761904763,0.8714285714285714,137,2.434599941375845e-11,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,5,0.5,210,0.08571428571428572,0.023809523809523808,0.06190476190476191,0.0,0.8904761904761904,0.10791925465838509,0.25219298245614036,0.03553459119496855,0.7416666666666667,0.7285714285714285,0.24761904761904763,0.8714285714285714,23,0.010622024536132812,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,5,1.0,210,0.023809523809523808,0.009523809523809525,0.014285714285714285,0.0,0.9666666666666667,0.10791925465838509,0.25219298245614036,0.03553459119496855,0.7416666666666667,0.7285714285714285,0.24761904761904763,0.8714285714285714,7,0.453125,UNDERPOWERED
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,10,0.25,210,0.6,0.1761904761904762,0.4238095238095238,0.004761904761904762,0.21904761904761905,0.10960960960960961,0.3028021349599695,0.09718406593406594,0.5447058823529412,0.719047619047619,0.2619047619047619,0.8714285714285714,163,1.4735913521729927e-12,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,10,0.5,210,0.20476190476190476,0.05714285714285714,0.14761904761904762,0.0,0.7380952380952381,0.10960960960960961,0.3028021349599695,0.09718406593406594,0.5447058823529412,0.719047619047619,0.2619047619047619,0.8714285714285714,55,3.3053764732060564e-05,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,10,1.0,210,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.0,0.9571428571428572,0.10960960960960961,0.3028021349599695,0.09718406593406594,0.5447058823529412,0.719047619047619,0.2619047619047619,0.8714285714285714,9,0.5078125,UNDERPOWERED
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,15,0.25,210,0.6428571428571429,0.20952380952380953,0.43333333333333335,0.004761904761904762,0.1380952380952381,0.11403508771929824,0.34285714285714286,0.16037735849056603,0.4,0.6794258373205742,0.3014354066985646,0.8714285714285714,179,5.982173737770528e-12,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,15,0.5,210,0.23333333333333334,0.12857142857142856,0.10476190476190476,0.004761904761904762,0.6285714285714286,0.11403508771929824,0.34285714285714286,0.16037735849056603,0.4,0.6794258373205742,0.3014354066985646,0.8714285714285714,76,0.01544026202090637,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,15,1.0,210,0.04285714285714286,0.01904761904761905,0.023809523809523808,0.0,0.9333333333333333,0.11403508771929824,0.34285714285714286,0.16037735849056603,0.4,0.6794258373205742,0.3014354066985646,0.8714285714285714,13,0.266845703125,UNDERPOWERED
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,30,0.25,210,0.719047619047619,0.24285714285714285,0.47619047619047616,0.004761904761904762,0.02857142857142857,0.1875,0.4375,0.2222222222222222,0.3333333333333333,0.6555023923444976,0.3349282296650718,0.8714285714285714,202,1.1134318859529773e-12,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,30,0.5,210,0.37142857142857144,0.2,0.17142857142857143,0.004761904761904762,0.41904761904761906,0.1875,0.4375,0.2222222222222222,0.3333333333333333,0.6555023923444976,0.3349282296650718,0.8714285714285714,120,0.0012993330972502712,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,30,1.0,210,0.10952380952380952,0.06666666666666667,0.04285714285714286,0.0,0.819047619047619,0.1875,0.4375,0.2222222222222222,0.3333333333333333,0.6555023923444976,0.3349282296650718,0.8714285714285714,37,0.18774155899882317,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,60,0.25,210,0.7380952380952381,0.23809523809523808,0.5,0.004761904761904762,0.009523809523809525,0.25462962962962965,0.6129032258064516,0.29276434500180437,0.3571532580997452,0.6682692307692307,0.3269230769230769,0.8714285714285714,205,1.0623155763595258e-13,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,60,0.5,210,0.5095238095238095,0.29523809523809524,0.21428571428571427,0.004761904761904762,0.18095238095238095,0.25462962962962965,0.6129032258064516,0.29276434500180437,0.3571532580997452,0.6682692307692307,0.3269230769230769,0.8714285714285714,169,0.0006677136382200452,OK
ES,BULLISH_1000,dominance_stratum,UP_DOMINANT,60,1.0,210,0.22857142857142856,0.12857142857142856,0.1,0.0,0.6333333333333333,0.25462962962962965,0.6129032258064516,0.29276434500180437,0.3571532580997452,0.6682692307692307,0.3269230769230769,0.8714285714285714,75,0.02029840699010744,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,1,0.25,296,0.3614864864864865,0.010135135135135136,0.35135135135135137,0.0033783783783783786,0.625,0.12402597402597403,0.2040613656598863,0.0,1.0,0.8885135135135135,0.10810810810810811,0.8378378378378378,110,3.4193114307046536e-28,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,1,0.5,296,0.030405405405405407,0.0,0.030405405405405407,0.0,0.9695945945945946,0.12402597402597403,0.2040613656598863,0.0,1.0,0.8885135135135135,0.10810810810810811,0.8378378378378378,9,0.00390625,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,1,1.0,296,0.0033783783783783786,0.0,0.0033783783783783786,0.0,0.9966216216216216,0.12402597402597403,0.2040613656598863,0.0,1.0,0.8885135135135135,0.10810810810810811,0.8378378378378378,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,3,0.25,296,0.5101351351351351,0.037162162162162164,0.47297297297297297,0.0033783783783783786,0.44932432432432434,0.12817539860341415,0.2523371248299615,0.0,1.0,0.8378378378378378,0.16216216216216217,0.8378378378378378,162,1.316177885315771e-32,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,3,0.5,296,0.08783783783783784,0.006756756756756757,0.08108108108108109,0.0,0.9054054054054054,0.12817539860341415,0.2523371248299615,0.0,1.0,0.8378378378378378,0.16216216216216217,0.8378378378378378,28,3.032386302947998e-06,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,3,1.0,296,0.0033783783783783786,0.0,0.0033783783783783786,0.0,0.9966216216216216,0.12817539860341415,0.2523371248299615,0.0,1.0,0.8378378378378378,0.16216216216216217,0.8378378378378378,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,5,0.25,296,0.581081081081081,0.09121621621621621,0.48986486486486486,0.0033783783783783786,0.32432432432432434,0.11678321678321679,0.2857142857142857,0.029798876072167996,0.8070719602977667,0.7972972972972973,0.20270270270270271,0.8378378378378378,199,4.9969404659019415e-27,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,5,0.5,296,0.20270270270270271,0.006756756756756757,0.19594594594594594,0.0,0.7905405405405406,0.11678321678321679,0.2857142857142857,0.029798876072167996,0.8070719602977667,0.7972972972972973,0.20270270270270271,0.8378378378378378,62,8.474124180146703e-16,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,5,1.0,296,0.006756756756756757,0.0,0.006756756756756757,0.0,0.9932432432432432,0.11678321678321679,0.2857142857142857,0.029798876072167996,0.8070719602977667,0.7972972972972973,0.20270270270270271,0.8378378378378378,2,0.5,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,10,0.25,296,0.6722972972972973,0.15878378378378377,0.5135135135135135,0.0033783783783783786,0.16554054054054054,0.09553455019556714,0.335881576777173,0.09338662790697674,0.5780022446689114,0.75,0.24662162162162163,0.8378378378378378,246,1.9174153193454082e-23,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,10,0.5,296,0.31756756756756754,0.0472972972972973,0.2702702702702703,0.0,0.6351351351351351,0.09553455019556714,0.335881576777173,0.09338662790697674,0.5780022446689114,0.75,0.24662162162162163,0.8378378378378378,108,1.0076928692422093e-15,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,10,1.0,296,0.013513513513513514,0.0,0.013513513513513514,0.0,0.9864864864864865,0.09553455019556714,0.335881576777173,0.09338662790697674,0.5780022446689114,0.75,0.24662162162162163,0.8378378378378378,4,0.125,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,15,0.25,296,0.7195945945945946,0.19594594594594594,0.5236486486486487,0.0033783783783783786,0.08108108108108109,0.1345318532818533,0.3842445353122318,0.14314574314574313,0.46777819408017984,0.7094594594594594,0.28716216216216217,0.8378378378378378,271,5.492170892453974e-22,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,15,0.5,296,0.3918918918918919,0.125,0.2668918918918919,0.0,0.4831081081081081,0.1345318532818533,0.3842445353122318,0.14314574314574313,0.46777819408017984,0.7094594594594594,0.28716216216216217,0.8378378378378378,153,1.0927128909927039e-10,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,15,1.0,296,0.04391891891891892,0.010135135135135136,0.033783783783783786,0.0,0.9459459459459459,0.1345318532818533,0.3842445353122318,0.14314574314574313,0.46777819408017984,0.7094594594594594,0.28716216216216217,0.8378378378378378,16,0.021270751953125,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,30,0.25,296,0.7432432432432432,0.22635135135135134,0.5168918918918919,0.0033783783783783786,0.02702702702702703,0.11226664944125056,0.5056320753386999,0.22505484861781483,0.4078372105575646,0.6486486486486487,0.35135135135135137,0.8378378378378378,287,3.450426330399671e-20,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,30,0.5,296,0.4966216216216216,0.19594594594594594,0.30067567567567566,0.0,0.30743243243243246,0.11226664944125056,0.5056320753386999,0.22505484861781483,0.4078372105575646,0.6486486486486487,0.35135135135135137,0.8378378378378378,205,4.242660826742515e-10,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,30,1.0,296,0.12837837837837837,0.030405405405405407,0.09797297297297297,0.0,0.8412162162162162,0.11226664944125056,0.5056320753386999,0.22505484861781483,0.4078372105575646,0.6486486486486487,0.35135135135135137,0.8378378378378378,47,2.4904030624384174e-05,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,60,0.25,296,0.7567567567567568,0.23986486486486486,0.5168918918918919,0.0033783783783783786,0.0,0.08728460255697609,0.6144188362498222,0.31240274694495734,0.31649675625579243,0.6317567567567568,0.36824324324324326,0.8378378378378378,295,1.2511376218082995e-19,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,60,0.5,296,0.5777027027027027,0.27364864864864863,0.30405405405405406,0.0,0.14864864864864866,0.08728460255697609,0.6144188362498222,0.31240274694495734,0.31649675625579243,0.6317567567567568,0.36824324324324326,0.8378378378378378,252,1.465015126198292e-08,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_DOWN,60,1.0,296,0.22635135135135134,0.11486486486486487,0.11148648648648649,0.0,0.6587837837837838,0.08728460255697609,0.6144188362498222,0.31240274694495734,0.31649675625579243,0.6317567567567568,0.36824324324324326,0.8378378378378378,101,0.001331825114199613,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,1,0.25,1,0.0,0.0,0.0,0.0,1.0,0.018779342723004695,0.12441314553990611,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,1,0.5,1,0.0,0.0,0.0,0.0,1.0,0.018779342723004695,0.12441314553990611,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.018779342723004695,0.12441314553990611,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,3,0.25,1,0.0,0.0,0.0,0.0,1.0,0.18309859154929578,0.22300469483568075,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,3,0.5,1,0.0,0.0,0.0,0.0,1.0,0.18309859154929578,0.22300469483568075,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,3,1.0,1,0.0,0.0,0.0,0.0,1.0,0.18309859154929578,0.22300469483568075,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,5,0.25,1,1.0,0.0,1.0,0.0,0.0,0.19248826291079812,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,5,0.5,1,0.0,0.0,0.0,0.0,1.0,0.19248826291079812,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,5,1.0,1,0.0,0.0,0.0,0.0,1.0,0.19248826291079812,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,10,0.25,1,1.0,0.0,1.0,0.0,0.0,0.07511737089201878,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,10,0.5,1,0.0,0.0,0.0,0.0,1.0,0.07511737089201878,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,10,1.0,1,0.0,0.0,0.0,0.0,1.0,0.07511737089201878,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,15,0.25,1,1.0,0.0,1.0,0.0,0.0,0.13380281690140844,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,15,0.5,1,0.0,0.0,0.0,0.0,1.0,0.13380281690140844,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,15,1.0,1,0.0,0.0,0.0,0.0,1.0,0.13380281690140844,0.25821596244131456,0.0,1.0,1.0,0.0,1.0,0,,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,30,0.25,1,1.0,0.0,1.0,0.0,0.0,0.7582159624413145,1.0023474178403755,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,30,0.5,1,1.0,0.0,1.0,0.0,0.0,0.7582159624413145,1.0023474178403755,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,30,1.0,1,1.0,0.0,1.0,0.0,0.0,0.7582159624413145,1.0023474178403755,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,60,0.25,1,1.0,0.0,1.0,0.0,0.0,0.9741784037558685,1.2910798122065728,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,60,0.5,1,1.0,0.0,1.0,0.0,0.0,0.9741784037558685,1.2910798122065728,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_FLAT,60,1.0,1,1.0,0.0,1.0,0.0,0.0,0.9741784037558685,1.2910798122065728,0.0,1.0,1.0,0.0,1.0,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,1,0.25,337,0.22551928783382788,0.008902077151335312,0.2166172106824926,0.0,0.7655786350148368,0.08899297423887588,0.16666666666666666,0.0,1.0,0.8486646884272997,0.14540059347181009,0.8813056379821959,79,2.72109334305444e-19,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,1,0.5,337,0.032640949554896145,0.0,0.032640949554896145,0.0,0.9673590504451038,0.08899297423887588,0.16666666666666666,0.0,1.0,0.8486646884272997,0.14540059347181009,0.8813056379821959,11,0.0009765625,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,1,1.0,337,0.002967359050445104,0.0,0.002967359050445104,0.0,0.9970326409495549,0.08899297423887588,0.16666666666666666,0.0,1.0,0.8486646884272997,0.14540059347181009,0.8813056379821959,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,3,0.25,337,0.3620178041543027,0.07418397626112759,0.2878338278931751,0.0,0.5637982195845698,0.07738095238095238,0.20175438596491227,0.03208556149732621,0.6774193548387096,0.7477744807121661,0.23738872403560832,0.8813056379821959,147,1.5818511154852923e-16,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,3,0.5,337,0.0830860534124629,0.008902077151335312,0.07418397626112759,0.0,0.9080118694362018,0.07738095238095238,0.20175438596491227,0.03208556149732621,0.6774193548387096,0.7477744807121661,0.23738872403560832,0.8813056379821959,31,4.649162292480469e-06,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,3,1.0,337,0.002967359050445104,0.0,0.002967359050445104,0.0,0.9970326409495549,0.07738095238095238,0.20175438596491227,0.03208556149732621,0.6774193548387096,0.7477744807121661,0.23738872403560832,0.8813056379821959,1,1.0,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,5,0.25,337,0.456973293768546,0.11869436201780416,0.33827893175074186,0.0,0.42433234421364985,0.08904109589041095,0.22764227642276422,0.07203389830508475,0.4811715481171549,0.7210682492581603,0.27596439169139464,0.8813056379821959,194,5.639881373533345e-17,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,5,0.5,337,0.14540059347181009,0.01483679525222552,0.13056379821958458,0.0,0.8397626112759644,0.08904109589041095,0.22764227642276422,0.07203389830508475,0.4811715481171549,0.7210682492581603,0.27596439169139464,0.8813056379821959,54,3.8913883226854296e-10,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,5,1.0,337,0.01483679525222552,0.0,0.01483679525222552,0.0,0.9851632047477745,0.08904109589041095,0.22764227642276422,0.07203389830508475,0.4811715481171549,0.7210682492581603,0.27596439169139464,0.8813056379821959,5,0.0625,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,10,0.25,337,0.5816023738872403,0.20771513353115728,0.37388724035608306,0.0,0.21068249258160238,0.08185053380782918,0.2967741935483871,0.11650485436893204,0.4382022471910112,0.655786350148368,0.34124629080118696,0.8813056379821959,266,5.4807585462699554e-15,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,10,0.5,337,0.2166172106824926,0.050445103857566766,0.1661721068249258,0.0,0.7329376854599406,0.08185053380782918,0.2967741935483871,0.11650485436893204,0.4382022471910112,0.655786350148368,0.34124629080118696,0.8813056379821959,90,1.9482376627755696e-09,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,10,1.0,337,0.032640949554896145,0.0,0.032640949554896145,0.0,0.9673590504451038,0.08185053380782918,0.2967741935483871,0.11650485436893204,0.4382022471910112,0.655786350148368,0.34124629080118696,0.8813056379821959,11,0.0009765625,UNDERPOWERED
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,15,0.25,337,0.6023738872403561,0.24925816023738873,0.35311572700296734,0.0,0.14836795252225518,0.07951482479784366,0.3397129186602871,0.14798206278026907,0.4146341463414634,0.6379821958456974,0.3590504451038576,0.8813056379821959,287,1.5736401542716617e-12,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,15,0.5,337,0.3026706231454006,0.10089020771513353,0.20178041543026706,0.0,0.5964391691394659,0.07951482479784366,0.3397129186602871,0.14798206278026907,0.4146341463414634,0.6379821958456974,0.3590504451038576,0.8813056379821959,136,4.379138784366244e-09,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,15,1.0,337,0.06824925816023739,0.005934718100890208,0.06231454005934718,0.0,0.9258160237388724,0.07951482479784366,0.3397129186602871,0.14798206278026907,0.4146341463414634,0.6379821958456974,0.3590504451038576,0.8813056379821959,25,1.9431114196777344e-05,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,30,0.25,337,0.655786350148368,0.29673590504451036,0.3590504451038576,0.0,0.04747774480712166,0.04790419161676647,0.43521594684385384,0.23448275862068965,0.2993630573248408,0.6231454005934718,0.3768545994065282,0.8813056379821959,321,1.2172213390319686e-11,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,30,0.5,337,0.4391691394658754,0.19287833827893175,0.24629080118694363,0.0,0.36795252225519287,0.04790419161676647,0.43521594684385384,0.23448275862068965,0.2993630573248408,0.6231454005934718,0.3768545994065282,0.8813056379821959,213,1.2730979265778458e-08,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,30,1.0,337,0.12166172106824925,0.02967359050445104,0.09198813056379822,0.0,0.8486646884272997,0.04790419161676647,0.43521594684385384,0.23448275862068965,0.2993630573248408,0.6231454005934718,0.3768545994065282,0.8813056379821959,51,1.4737715885004832e-05,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,60,0.25,337,0.6676557863501483,0.314540059347181,0.35311572700296734,0.0,0.01483679525222552,0.031309171103339195,0.5126050420168067,0.3356807511737089,0.15523632993512515,0.5684523809523809,0.42857142857142855,0.8813056379821959,331,5.519087931698571e-11,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,60,0.5,337,0.5014836795252225,0.3293768545994065,0.17210682492581603,0.0,0.1661721068249258,0.031309171103339195,0.5126050420168067,0.3356807511737089,0.15523632993512515,0.5684523809523809,0.42857142857142855,0.8813056379821959,280,0.0006324213912109311,OK
NQ,BEARISH_1000,pre10_stratum,PRE10_UP,60,1.0,337,0.2403560830860534,0.09198813056379822,0.14836795252225518,0.0,0.6646884272997032,0.031309171103339195,0.5126050420168067,0.3356807511737089,0.15523632993512515,0.5684523809523809,0.42857142857142855,0.8813056379821959,112,2.5277503538116926e-06,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,1,0.25,210,0.17142857142857143,0.004761904761904762,0.16666666666666666,0.0,0.8238095238095238,0.07487322515212982,0.15354176021553662,0.0,1.0,0.8380952380952381,0.1523809523809524,0.9,37,5.529727786779404e-10,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,1,0.5,210,0.01904761904761905,0.0,0.01904761904761905,0.0,0.9809523809523809,0.07487322515212982,0.15354176021553662,0.0,1.0,0.8380952380952381,0.1523809523809524,0.9,4,0.125,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,1,1.0,210,0.0,0.0,0.0,0.0,1.0,0.07487322515212982,0.15354176021553662,0.0,1.0,0.8380952380952381,0.1523809523809524,0.9,0,,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,3,0.25,210,0.29523809523809524,0.06666666666666667,0.22857142857142856,0.0,0.638095238095238,0.07110682326997936,0.17570589413256793,0.03668453257269047,0.6427350427350427,0.7476190476190476,0.23333333333333334,0.9,76,2.3236524454068507e-08,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,3,0.5,210,0.04285714285714286,0.004761904761904762,0.0380952380952381,0.0,0.9523809523809523,0.07110682326997936,0.17570589413256793,0.03668453257269047,0.6427350427350427,0.7476190476190476,0.23333333333333334,0.9,10,0.021484375,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,3,1.0,210,0.0,0.0,0.0,0.0,1.0,0.07110682326997936,0.17570589413256793,0.03668453257269047,0.6427350427350427,0.7476190476190476,0.23333333333333334,0.9,0,,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,5,0.25,210,0.40476190476190477,0.10476190476190476,0.3,0.0,0.49047619047619045,0.05386975086017494,0.20736803519061583,0.07276156442326781,0.44562899786780386,0.7047619047619048,0.2904761904761905,0.9,107,6.375481651166934e-10,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,5,0.5,210,0.09047619047619047,0.009523809523809525,0.08095238095238096,0.0,0.9,0.05386975086017494,0.20736803519061583,0.07276156442326781,0.44562899786780386,0.7047619047619048,0.2904761904761905,0.9,21,0.00022125244140625,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,5,1.0,210,0.009523809523809525,0.0,0.009523809523809525,0.0,0.9904761904761905,0.05386975086017494,0.20736803519061583,0.07276156442326781,0.44562899786780386,0.7047619047619048,0.2904761904761905,0.9,2,0.5,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,10,0.25,210,0.5095238095238095,0.22380952380952382,0.2857142857142857,0.0,0.26666666666666666,0.04187495942348893,0.26669117647058826,0.1203430258973194,0.3732371794871795,0.6190476190476191,0.3761904761904762,0.9,154,1.4858788501056015e-06,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,10,0.5,210,0.14285714285714285,0.02857142857142857,0.11428571428571428,0.0,0.8285714285714286,0.04187495942348893,0.26669117647058826,0.1203430258973194,0.3732371794871795,0.6190476190476191,0.3761904761904762,0.9,36,6.960169412195683e-05,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,10,1.0,210,0.01904761904761905,0.0,0.01904761904761905,0.0,0.9809523809523809,0.04187495942348893,0.26669117647058826,0.1203430258973194,0.3732371794871795,0.6190476190476191,0.3761904761904762,0.9,4,0.125,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,15,0.25,210,0.5238095238095238,0.28095238095238095,0.24285714285714285,0.0,0.19523809523809524,0.014616343243724409,0.2864045366432312,0.14809075438182429,0.2819320214669052,0.5952380952380952,0.4,0.9,169,0.00010742609168386575,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,15,0.5,210,0.22380952380952382,0.07142857142857142,0.1523809523809524,0.0,0.7047619047619048,0.014616343243724409,0.2864045366432312,0.14809075438182429,0.2819320214669052,0.5952380952380952,0.4,0.9,62,5.778372004920304e-05,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,15,1.0,210,0.0380952380952381,0.004761904761904762,0.03333333333333333,0.0,0.9571428571428572,0.014616343243724409,0.2864045366432312,0.14809075438182429,0.2819320214669052,0.5952380952380952,0.4,0.9,9,0.0390625,UNDERPOWERED
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,30,0.25,210,0.6,0.3238095238095238,0.2761904761904762,0.0,0.0761904761904762,0.03159911272433959,0.3860162601626016,0.23078208556149732,0.2333469034654725,0.6142857142857143,0.38571428571428573,0.9,194,3.773199299544291e-05,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,30,0.5,210,0.36666666666666664,0.17142857142857143,0.19523809523809524,0.0,0.46190476190476193,0.03159911272433959,0.3860162601626016,0.23078208556149732,0.2333469034654725,0.6142857142857143,0.38571428571428573,0.9,113,0.00014401960112955247,OK
NQ,BEARISH_1000,close_loc_stratum,CLOSE_HIGH,30,1.0,210,0.08095238095238096,0.014285714285714285,0.06666666666666667,0.0,0.9047619047619048,0.03159911272433959,0.3860162601626016,0.23078208556149732,0.2333469034654725,0.6142857142857143,0.38571428571428573,0.9,20,0.0025768280029296875,OK
