instrument,k,z_thr,feature,quintile,n,feat_lo,feat_hi,cont_rate,fret_15_ticks,fret_30_ticks,fret_60_ticks
ES,3,3.0,P60_d,1,20333,0.44999999999999996,0.4833333333333333,0.47312251020508533,-0.16730358826740782,-0.25441198652521496,-0.04389147207603086
ES,3,3.0,P60_d,2,20483,0.48333333333333334,0.5166666666666666,0.48796563003466287,-0.10788177339901478,0.10785878129051561,0.5041083384053561
ES,3,3.0,P60_d,3,22043,0.5166666666666667,0.55,0.4782016966837545,-0.007334402933761174,0.6843498861894365,0.7832400113884407
ES,3,3.0,P60_d,4,18829,0.5666666666666667,0.9666666666666667,0.4746401826969037,0.14857388408443895,-0.06133697135061392,-0.6797290488719699
ES,3,3.0,E5_d,0,20943,-1.0,0.08108108108108109,0.4850785465310605,-0.401658710641786,-0.07248289345063538,0.6100738817891374
ES,3,3.0,E5_d,1,21312,0.08196721311475409,0.375,0.4779936186186186,-0.294067556060176,-0.04107492946970784,-0.26793279766252737
ES,3,3.0,E5_d,2,20903,0.376,0.6,0.4761039085298761,-0.11893742165654228,-0.7268651625164466,-0.8156172533465543
ES,3,3.0,E5_d,3,20598,0.6023391812865497,0.8356164383561644,0.4738809593164385,-0.03825805819535613,-0.1735053336641032,-0.3260320985162007
ES,3,3.0,E5_d,4,20934,0.835820895522388,1.0,0.4690455717970765,-0.13516908212560386,0.2873349633251834,0.8189560713218448
ES,3,3.0,E15_d,0,21121,-1.0,-0.10256410256410256,0.47450404810378294,-0.8704341174220692,-0.2941433354359746,0.7404251102412922
ES,3,3.0,E15_d,1,21398,-0.10236220472440945,0.1111111111111111,0.487195064959342,0.11351529722340074,-0.19208985769358908,0.15413771320277952
ES,3,3.0,E15_d,2,21077,0.11174785100286533,0.2727272727272727,0.48170992076671254,0.0007650743556639411,-0.6,-1.3358241974337546
ES,3,3.0,E15_d,3,20854,0.27325581395348836,0.45132743362831856,0.47635945142418723,-0.08232960866831132,-0.32920197913094595,-0.7034805556938705
ES,3,3.0,E15_d,4,21111,0.4514285714285714,1.0,0.463549808156885,-0.12077710785721121,0.5860131731886865,0.912540034491254
ES,3,3.0,E60_d,0,20835,-1.0,-0.1,0.46969042476601874,-0.6021766592167914,-0.34678056488248077,0.7893783035489554
ES,3,3.0,E60_d,1,20753,-0.09982788296041308,0.01293103448275862,0.4831108755360671,-0.21829925695692293,0.012070657507360158,1.0819336132773445
ES,3,3.0,E60_d,2,20839,0.012939001848428836,0.10526315789473684,0.4849560919429915,0.4195936139332366,0.8896969105373616,0.8438694939663306
ES,3,3.0,E60_d,3,20747,0.10531400966183575,0.20763723150357996,0.47606882922832217,-0.19234315105051192,-0.5256441717791411,-0.6530255334032878
ES,3,3.0,E60_d,4,20794,0.20765027322404372,1.0,0.4706646147927287,-0.43309962021618464,-0.8306056860321385,-2.581503357059922
ES,3,3.0,run_d,0,21697,-9.0,-0.0,0.4778540812093838,-0.3097444015084501,-0.24126699395770393,-0.31056527590847915
ES,3,3.0,run_d,1,57001,1.0,2.0,0.4799915790951036,-0.03565043456711451,-0.03888102870856242,-0.14323989355885247
ES,3,3.0,run_d,2,16617,3.0,3.0,0.4707227538063429,-0.32722195240407964,-0.4953362788414335,-0.1997126436781609
ES,3,3.0,run_d,3,12526,4.0,15.0,0.46391505668210126,-0.520186961076638,-0.12190150032615786,0.919959979989995
ES,3,3.0,z_vol,0,21569,-2.295256489593507,0.9384219262283064,0.4805044276507951,-0.09667418263810598,-0.396484375,-0.25305248820353166
ES,3,3.0,z_vol,1,21569,0.938540894525242,2.0738074097340093,0.4835643747971626,0.34270609151305326,0.3130677517032551,0.9593346549973406
ES,3,3.0,z_vol,2,21567,2.0738673649526715,3.5285859176321877,0.4814763295775954,-0.5262739226053998,-0.6506645225370099,-0.48956118306591917
ES,3,3.0,z_vol,3,21568,3.5286166825819905,6.244254659896727,0.4739892433234421,-0.1740958788898234,-0.2603147596767333,-0.4447012374211565
ES,3,3.0,z_vol,4,21568,6.244409674517396,210.76924759644308,0.4617952522255193,-0.504528900924456,0.1948844026287173,-0.08367901587755686
ES,3,3.0,vol_ratio,0,21569,0.03389830508474576,1.67280163599182,0.4799944364597339,-0.10978991399163415,-0.48342225609756095,-0.1662584500832762
ES,3,3.0,vol_ratio,1,21568,1.672811059907834,2.479298587433025,0.48400408011869434,-0.05760681360849829,-0.05576331360946746,0.4118764614185503
ES,3,3.0,vol_ratio,2,21568,2.479338842975207,3.5365853658536586,0.4811294510385757,0.1756864212545021,0.2287377537980974,-0.1018143215595445
ES,3,3.0,vol_ratio,3,21568,3.536784741144414,5.645161290322581,0.47700296735905046,-0.5712883779615869,-0.5890527509926262,-0.5646788771459997
ES,3,3.0,vol_ratio,4,21568,5.6456211812627295,241.875,0.45919881305637983,-0.39553875589154885,0.09943812266868124,0.1125385162360749
ES,3,3.0,body_eff,0,21665,0.0,0.6086956521739131,0.49074544195707365,0.08472681540826307,-0.22663264341744638,-0.42717417489761506
ES,3,3.0,body_eff,1,21573,0.6091954022988506,0.7222222222222222,0.4789319983312474,-0.23066847546428404,-0.09017286289367749,-0.09244345855234605
ES,3,3.0,body_eff,2,21528,0.7227722772277227,0.8148148148148148,0.47240802675585286,-0.22829144786196548,0.1427623471419092,0.9137431139460713
ES,3,3.0,body_eff,3,21508,0.8153846153846154,0.8888888888888888,0.4708945508647945,-0.27086459114778694,-0.4467479481948859,-0.5847527141133896
ES,3,3.0,body_eff,4,21566,0.8902439024390244,1.0,0.46823703978484654,-0.3163466042154567,-0.17726971504307487,-0.11999036608863198
ES,3,3.0,closeloc_dir,0,21664,0.0,0.75,0.491506646971935,0.5131002331002331,0.692213134130774,0.953369868281896
ES,3,3.0,closeloc_dir,1,21529,0.7522123893805309,0.8536585365853658,0.47628779785405734,-0.21778796668850003,-0.28760056791292005,-0.20567683485133248
ES,3,3.0,closeloc_dir,2,21600,0.8539325842696629,0.9117647058823529,0.4756944444444444,-0.21420892731946717,-0.1832671206961786,-0.33304448295782785
ES,3,3.0,closeloc_dir,3,21487,0.9121951219512195,0.9726027397260274,0.4709359147391446,-0.4901180217309854,-0.449839258698941,-0.25486879621127917
ES,3,3.0,closeloc_dir,4,21560,0.972972972972973,1.0,0.46679035250463824,-0.5551900756543395,-0.5724896443365234,-0.4772188059846027
ES,3,3.0,dev_g_d,0,21569,-3.883413833187236,-0.7710158800078039,0.4735963651536928,-0.3750822136615616,-0.2619718309859155,0.319775390625
ES,3,3.0,dev_g_d,1,21568,-0.7709877922838654,0.1534003505546197,0.47477744807121663,-0.2952803738317757,-0.5459859520105595,-0.6965004793863854
ES,3,3.0,dev_g_d,2,21568,0.15342580725001825,1.0215344670649718,0.48979970326409494,0.25564015133822227,0.5521443415832231,1.527298023412013
ES,3,3.0,dev_g_d,3,21568,1.0215345793829587,1.7339513427969486,0.4804339762611276,-0.12074288922155689,-0.424219453261951,-0.7865038374281991
ES,3,3.0,dev_g_d,4,21568,1.733966514616764,4.969704122505996,0.46272255192878337,-0.4256383874286783,-0.11899356791524783,-0.676134995907756
ES,3,3.0,dev_r_d,0,6447,-3.7877124320889193,-0.8104878700501026,0.46983092911431673,-1.4964401294498382,-1.0080109084711095,-0.10895084372707263
ES,3,3.0,dev_r_d,1,6446,-0.8100336977862747,0.1694138343731329,0.4694384114179336,-0.6815785269212334,-0.6821192052980133,-1.873961463673325
ES,3,3.0,dev_r_d,2,6447,0.16965395263209604,1.134297456763509,0.49976733364355513,0.44396620436792605,1.013737173121483,4.063976031018682
ES,3,3.0,dev_r_d,3,6446,1.1346689390094151,1.9004985383147048,0.4815389388768228,0.3326396670401793,1.6843163538873995,2.145311381531854
ES,3,3.0,dev_r_d,4,6447,1.9007876469702136,6.400495553438388,0.4879789049170157,-0.16115176582882595,0.6407462440151891,-1.641979641979642
ES,3,3.0,slope_d,0,21569,-0.9998297199216041,-0.01641931983775486,0.46696647966989663,0.004174009832112049,0.49295905563043174,2.404691943127962
ES,3,3.0,slope_d,1,21568,-0.01641591473209048,-0.0025944706175401473,0.47932121661721067,-0.39653395784543327,-0.8141479405197397,-2.008735521235521
ES,3,3.0,slope_d,2,21568,-0.002593699644888474,0.008334621488970366,0.48692507418397624,0.4189176245210728,0.8733273862622658,2.7859819710321077
ES,3,3.0,slope_d,3,21568,0.00833470095971539,0.025695435560636217,0.4833086053412463,0.10053033122441385,0.2933026488822093,-0.2501908396946565
ES,3,3.0,slope_d,4,21568,0.02569672473237627,2.0645469613812364,0.4648089762611276,-1.0685833526547646,-1.586725458343003,-3.091317506857089
ES,3,4.0,D5_atr_d,0,12477,-20.05025125628141,0.12987012987012986,0.48024364831289573,-0.5558618453056592,-0.42524095889282476,-0.3280053840329772
ES,3,4.0,D5_atr_d,1,12467,0.12995049504950495,0.9807692307692308,0.48776770674580894,0.25435963987346905,0.25402859267829103,0.9831911479010051
ES,3,4.0,D5_atr_d,2,12484,0.9808342728297632,1.7355371900826446,0.47276513937840436,-0.383151073309032,-0.6280101915016026,-0.44184491978609625
ES,3,4.0,D5_atr_d,3,12474,1.7355371900826448,2.7272727272727275,0.47562930896264227,0.015552855407047388,-0.2611188467523958,0.2893401015228426
ES,3,4.0,D5_atr_d,4,12456,2.7298050139275767,30.0,0.46122350674373797,0.0011322280630812777,0.5092600146854859,-0.05032641930418973
ES,3,4.0,D15_atr_d,0,12474,-20.05025125628141,-0.7109004739336493,0.4725028058361392,-0.9705334736501254,-0.49786184210526313,0.461370873135579
ES,3,4.0,D15_atr_d,1,12475,-0.7105263157894737,0.8695652173913044,0.4868937875751503,0.41294461588435927,0.36518799472295516,0.28019526975843784
ES,3,4.0,D15_atr_d,2,12482,0.8703071672354948,2.2222222222222223,0.4864605031244993,-0.05191124068675089,-0.898667544003948,-1.0918435567441083
ES,3,4.0,D15_atr_d,3,12467,2.2237762237762237,3.8613861386138613,0.4736504371540868,-0.07845044168895372,-0.2250225761431738,-0.26863678103347527
ES,3,4.0,D15_atr_d,4,12460,3.8613861386138617,30.0,0.4581059390048154,0.021756713037851826,0.7036583374162992,1.0594922004646532
ES,3,4.0,D60_atr_d,0,12136,-110.39999999999999,-3.029126213592233,0.4738793671720501,-0.6412852480963936,-0.23085451134231622,1.3569131832797428
ES,3,4.0,D60_atr_d,1,12134,-3.0285714285714285,0.45454545454545453,0.47964397560573596,0.15070083768765033,0.41821530219320274,1.7265917602996255
ES,3,4.0,D60_atr_d,2,12135,0.45523520485584223,3.4375,0.4857849196538937,0.5126886714214629,1.1688431274066633,1.6889361702127659
ES,3,4.0,D60_atr_d,3,12134,3.43807763401109,6.594827586206897,0.47552332289434646,0.09964353809168532,-0.42943446887061587,-0.4992721979621543
ES,3,4.0,D60_atr_d,4,12135,6.595744680851064,32.78350515463917,0.4632880098887515,-0.9259134817303654,-1.5254440916502188,-4.240213212163579
ES,3,4.0,P5_d,0,16764,0.0,0.4,0.4795394893820091,-0.1338198046074056,-0.09916850085595501,-0.1333872774803934
ES,3,4.0,P5_d,1,24853,0.6,0.6,0.47873496157405543,-0.29841953439239427,-0.3069416996047431,-0.08185812931575644
ES,3,4.0,P5_d,2,15741,0.8,0.8,0.47290515215043516,0.19752294166720144,0.17025848036981575,0.4134730141890996
ES,3,4.0,P5_d,3,3407,1.0,1.0,0.44672732609333726,-0.512630014858841,0.38733031674208146,2.5978966903804515
ES,3,4.0,P15_d,0,12628,0.06666666666666665,0.4,0.4751346214760849,-0.8630071217092102,-0.9242301458670988,-1.6279914177256973
ES,3,4.0,P15_d,1,13057,0.4666666666666667,0.4666666666666667,0.4748410814122693,-0.2627551020408163,-0.5906666666666667,0.18402611880872752
ES,3,4.0,P15_d,2,14506,0.5333333333333333,0.5333333333333333,0.48428236591755136,0.6235204010583484,0.37723749119097955,0.6327857142857143
ES,3,4.0,P15_d,3,11465,0.6,0.6,0.47692978630614913,0.1267965787849396,0.011455163773044568,0.04613284804367607
ES,3,4.0,P15_d,4,9602,0.6666666666666666,1.0,0.4660487398458654,-0.45154161843628327,0.7485836451095671,1.6214254289485261
ES,3,4.0,P60_d,0,12513,0.016666666666666666,0.43333333333333335,0.47079037800687284,-0.977589681580008,-1.1066807714215965,-0.7261688418965802
ES,3,4.0,P60_d,1,12035,0.44999999999999996,0.4833333333333333,0.472289156626506,-0.05992446496013428,-0.4251170710940826,-0.21294056668970282
ES,3,4.0,P60_d,2,11801,0.48333333333333334,0.5166666666666666,0.4884331836285061,-0.02996831920541142,0.3722665741062131,1.4564585718059346
ES,3,4.0,P60_d,3,12971,0.5166666666666667,0.55,0.4752139387865238,0.08928571428571429,0.7244930291508238,0.6666127989657401
ES,3,4.0,P60_d,4,10779,0.5666666666666667,0.9666666666666667,0.4731422209852491,0.2491307207969176,-0.12952672925847863,-1.0876847290640395
ES,3,4.0,E5_d,0,12353,-1.0,0.09090909090909091,0.4829596049542621,-0.6264725130890052,-0.4183843085106383,0.2628139850644942
ES,3,4.0,E5_d,1,11977,0.09302325581395349,0.38461538461538464,0.48451198129748685,-0.0685266351989211,0.33384523504820407,0.4625401510547791
ES,3,4.0,E5_d,2,12350,0.3855421686746988,0.625,0.4752226720647773,0.3782239634345413,-0.4513011152416357,-0.547348962272078
ES,3,4.0,E5_d,3,11965,0.6260869565217392,0.8461538461538461,0.4713748432929377,-0.06747740900261802,-0.015682577770160255,-0.52154984762734
ES,3,4.0,E5_d,4,12120,0.847457627118644,1.0,0.46410891089108913,-0.29886306637686005,0.13476380290051734,1.261327349615949
ES,3,4.0,E15_d,0,12263,-1.0,-0.09523809523809523,0.47361983201500446,-0.8602044180679196,-0.3205934121196882,0.5793026833019996
ES,3,4.0,E15_d,1,12271,-0.09502262443438914,0.12,0.4899356205688208,0.38270385912943305,0.14280955949704388,0.16097229304776475
ES,3,4.0,E15_d,2,12221,0.12012987012987013,0.285140562248996,0.4822845920955732,-0.020657742521897206,-0.8118257087898302,-1.2307365559425707
ES,3,4.0,E15_d,3,12263,0.28517110266159695,0.4626865671641791,0.47655549213079995,0.058523335253930366,-0.34813084112149534,-0.2966231121669778
ES,3,4.0,E15_d,4,12240,0.4628099173553719,1.0,0.4583333333333333,-0.2278773857721226,0.7995472837022133,1.3637603341004005
ES,3,4.0,E60_d,0,12020,-1.0,-0.09767441860465116,0.4707154742096506,-0.5217574633159049,0.09742489270386266,1.5167104111986003
ES,3,4.0,E60_d,1,12021,-0.09766454352441614,0.017341040462427744,0.48332085517011897,0.0557327513849253,-0.0030555084026481073,1.6794960303762514
ES,3,4.0,E60_d,2,12044,0.017377567140600316,0.1111111111111111,0.4871305214214547,0.5418587111371826,1.3799677993390391,1.8110852913331612
ES,3,4.0,E60_d,3,11994,0.11129296235679215,0.21525885558583105,0.47181924295481076,-0.3423461247795785,-0.9538566320449515,-1.4292780284623394
ES,3,4.0,E60_d,4,12020,0.2152777777777778,1.0,0.4666389351081531,-0.5283544303797468,-1.0900266300146035,-3.4088916169764993
ES,3,4.0,run_d,0,22384,-8.0,1.0,0.4804771265189421,-0.2210126925335381,-0.28522951345898107,-0.5793299473463492
ES,3,4.0,run_d,1,22413,2.0,2.0,0.47869539999107663,0.12415532930894675,0.022592423550890004,0.09068524970963995
ES,3,4.0,run_d,2,9846,3.0,3.0,0.46953077391834247,-0.10437814005946888,-0.10376673238559718,0.2275366909513251
ES,3,4.0,run_d,3,7715,4.0,15.0,0.4596241088788075,-0.6671473518615627,0.006649820454847719,1.8554724677090415
ES,3,4.0,z_vol,0,12472,-2.295256489593507,1.2640063051608634,0.48260102629890955,0.18120423108218064,-0.3605256632779569,0.15270520815776167
ES,3,4.0,z_vol,1,12471,1.2641399139875809,2.6125844607574447,0.4873707000240558,0.31562322831457035,0.2321575061525841,1.2689788377561304
ES,3,4.0,z_vol,2,12472,2.6126597947961057,4.363873949866646,0.47787042976266836,-0.23139224103020978,-0.9763507965183117,-0.7889308176100629
ES,3,4.0,z_vol,3,12471,4.363939013074752,7.748367773741869,0.4813567476545586,-0.3502673796791444,-0.004022988505747126,-0.37398781200434095
ES,3,4.0,z_vol,4,12472,7.748800818172978,210.76924759644308,0.44844451571520205,-0.5800516462233699,0.555864550956977,0.1883962419647272
ES,3,4.0,vol_ratio,0,12472,0.03389830508474576,1.9564227642276424,0.48027581783194356,-0.1144416388368494,-0.7239324726911619,-0.40568849527378015
ES,3,4.0,vol_ratio,1,12471,1.9564759564759564,2.9362652465212165,0.4873707000240558,0.4880537782457277,0.4340366143994746,1.132054748225752
ES,3,4.0,vol_ratio,2,12472,2.9363295880149813,4.258741258741258,0.4856478511866581,0.1960943197471842,0.04393168007883068,0.43775604046484407
ES,3,4.0,vol_ratio,3,12471,4.2587890625,6.897435897435898,0.47574372544302784,-0.7831296041447422,-0.6768497988010184,-1.0469320066334993
ES,3,4.0,vol_ratio,4,12472,6.897526501766785,241.875,0.4486048749198204,-0.4525,0.36668570962213337,0.33377006223386835
ES,3,4.0,body_eff,0,12708,0.0,0.6153846153846154,0.49244570349386213,0.1684545093365117,-0.10886607936636224,0.18092024034899992
ES,3,4.0,body_eff,1,12245,0.6161616161616161,0.7317073170731707,0.48460596161698655,0.1412434036939314,0.16203123694980373,0.33579806221315656
ES,3,4.0,body_eff,2,12698,0.7319587628865979,0.8181818181818182,0.4698377697275161,-0.22043609740569792,0.14088820826952528,0.7016076115485564
ES,3,4.0,body_eff,3,12436,0.8191489361702128,0.8947368421052632,0.46791572853007396,-0.2588712951684937,-0.6238373528685488,-0.6679491468718635
ES,3,4.0,body_eff,4,12270,0.8951048951048951,1.0,0.46251018744906275,-0.504743050400066,-0.12013366750208855,-0.11891385767790262
ES,3,4.0,closeloc_dir,0,12476,0.0,0.7611940298507462,0.4940686117345303,0.907905394459744,1.307229907773386,1.9874602909212506
ES,3,4.0,closeloc_dir,1,13221,0.7613636363636364,0.8571428571428572,0.47409424400574846,-0.42860413645729983,-0.562132466728567,-0.6745576091230829
ES,3,4.0,closeloc_dir,2,11775,0.8582677165354331,0.9142857142857143,0.47770700636942676,-0.08058010812666266,-0.1650147800382542,-0.26421937195931006
ES,3,4.0,closeloc_dir,3,12509,0.9145299145299145,0.96875,0.46510512431049644,-0.3625453080950463,-0.4480456026058632,0.07883575883575883
ES,3,4.0,closeloc_dir,4,12376,0.9690721649484536,1.0,0.4667905623787977,-0.6882786885245902,-0.6559640658792214,-0.66401219925449
ES,3,4.0,dev_g_d,0,12472,-3.59798951420212,-0.7596325991545927,0.47867222578576013,0.1592999592999593,0.6298260149130075,1.5753958174583016
ES,3,4.0,dev_g_d,1,12471,-0.7595865324784318,0.1931087124584981,0.4739796327479753,-0.3646145133888844,-0.6244991413852318,-0.6327819798852963
ES,3,4.0,dev_g_d,2,12472,0.19326925200318687,1.0706710170278688,0.48636946760744065,0.19338936479715532,0.5550012267931627,1.8779638534239762
ES,3,4.0,dev_g_d,3,12471,1.070692054762212,1.7895801122792934,0.4804747013070323,-0.1644390441474281,-0.999671052631579,-1.5915103817816476
ES,3,4.0,dev_g_d,4,12472,1.7896150476096326,4.969704122505996,0.4581462475946119,-0.49032623654173074,-0.10420940346270616,-0.7786693413574055
ES,3,4.0,dev_r_d,0,3610,-3.770320892600565,-0.8009808538228508,0.47229916897506924,-1.5151074956420685,-0.19476117103235746,0.51543312313309
ES,3,4.0,dev_r_d,1,3610,-0.800842424048815,0.1922092996651235,0.46842105263157896,-0.6325301204819277,0.16143497757847533,-0.7768911586338972
ES,3,4.0,dev_r_d,2,3610,0.19221141168328834,1.1626363020217898,0.4969529085872576,0.30303030303030304,1.128358208955224,5.551342812006319
ES,3,4.0,dev_r_d,3,3610,1.1626387557428204,1.9373576206281662,0.4883656509695291,1.0709362435381964,2.6347614706776055,1.9951267056530215
ES,3,4.0,dev_r_d,4,3610,1.938664792760023,6.400495553438388,0.4703601108033241,-1.3572244431753284,-0.9886022795440912,-3.1613213598460552
ES,3,4.0,slope_d,0,12472,-0.9998297199216041,-0.016202911995656755,0.46969211032713276,0.4822717792395315,1.210784708249497,3.840233284047971
ES,3,4.0,slope_d,1,12471,-0.016200859025576067,-0.0022230398442204475,0.48255953812845803,-0.375253879275327,-0.5928830911492734,-1.9393126571668065
ES,3,4.0,slope_d,2,12472,-0.0022229828892155164,0.009023000882617,0.48308210391276457,0.3437681640787179,0.8040214014497756,3.5719184104097064
ES,3,4.0,slope_d,3,12471,0.009023700608118499,0.027333012696455595,0.48183786384411836,0.11070882613243221,-0.19151880188832818,-1.04
ES,3,4.0,slope_d,4,12472,0.027333147203003488,2.0645469613812364,0.4604714560615779,-1.215058936733221,-1.725405231904991,-3.7875592610756907
NQ,1,3.0,D5_atr_d,0,20581,-26.516290726817044,-1.2166172106824924,0.49414508527282447,0.17043784895680283,-0.680009896091044,-0.7649825519648005
NQ,1,3.0,D5_atr_d,1,20581,-1.2164216928535225,-0.2967032967032967,0.5051260871677761,0.45047876258286274,2.084671605429324,1.6868316529178125
NQ,1,3.0,D5_atr_d,2,20582,-0.2966625463535229,0.4625550660792952,0.4907200466426975,-1.0015680125441004,-0.685728493286922,-0.20204590564405314
NQ,1,3.0,D5_atr_d,3,20580,0.46259280411193604,1.3823529411764706,0.48551992225461615,-1.1520875239169897,-0.13744970443594456,-0.5722405480842426
NQ,1,3.0,D5_atr_d,4,20581,1.3824884792626728,30.0,0.46426315533744716,0.26122069404336545,1.2095355731225297,-0.4185787930860204
NQ,1,3.0,D15_atr_d,0,20581,-26.516290726817044,-2.1374999999999997,0.4915698945629464,-2.3596667483459934,-2.2142006549568323,-0.516790475221329
NQ,1,3.0,D15_atr_d,1,20582,-2.1373485126698495,-0.49689440993788814,0.49800796812749004,0.0500392464678179,1.2137927610347052,2.101642502281253
NQ,1,3.0,D15_atr_d,2,20580,-0.4968152866242038,0.8715083798882682,0.49620991253644314,0.7073661481081611,1.0096865530773433,-1.856519090170593
NQ,1,3.0,D15_atr_d,3,20581,0.8719052744886976,2.4803591470258137,0.48675963267091005,0.18278937567382142,-0.4391911983348201,-0.05134165445449492
NQ,1,3.0,D15_atr_d,4,20581,2.4804992199687987,30.0,0.4672270540790049,0.1494151617481525,2.219009900990099,0.03830133089505232
NQ,1,3.0,D60_atr_d,0,20015,-79.72602739726028,-4.653465346534654,0.49078191356482637,-1.255644056618132,-0.08647140864714087,4.922169936022842
NQ,1,3.0,D60_atr_d,1,20014,-4.653215636822194,-1.1822660098522169,0.49305486159688217,-0.8065358164750766,0.6373893245636225,2.1872061179145352
NQ,1,3.0,D60_atr_d,2,20014,-1.1820652173913042,1.8708240534521159,0.4879084640751474,1.0883032128514056,2.1996861712897346,2.616705577172503
NQ,1,3.0,D60_atr_d,3,20016,1.8709209572153733,5.164410058027079,0.4914568345323741,1.2713081015962253,1.3517262326617394,-0.9099808359662299
NQ,1,3.0,D60_atr_d,4,20012,5.1645569620253164,38.85117493472585,0.47786328203078154,-1.6728943493933086,-2.3994621431526686,-9.748052361015421
NQ,1,3.0,P5_d,0,49253,0.0,0.4,0.49499522871703244,-0.003707876677250845,0.3771531621167838,-0.42101020386516474
NQ,1,3.0,P5_d,1,33924,0.6,0.6,0.4849369178162952,-0.7602804849061089,-0.44906850961538464,-0.7908103797313049
NQ,1,3.0,P5_d,2,18263,0.8,1.0,0.4744565514975634,0.0002765486725663717,1.6534409325263393,2.1362198838479673
NQ,1,3.0,P15_d,0,27501,0.06666666666666665,0.4,0.49150939965819423,-1.516287600880411,-0.95297747379377,-0.7522438223274643
NQ,1,3.0,P15_d,1,21845,0.4666666666666667,0.4666666666666667,0.4916456855115587,0.34405426606986295,0.6920888142550611,0.339541070834719
NQ,1,3.0,P15_d,2,22635,0.5333333333333333,0.5333333333333333,0.486503203004197,0.4842105263157895,0.1429665330390523,-1.2956764935124478
NQ,1,3.0,P15_d,3,16486,0.6,0.6,0.48774717942496665,-0.8707249923524013,-0.4235629335976214,-0.23912905880118995
NQ,1,3.0,P15_d,4,13614,0.6666666666666666,1.0,0.47627442338768916,0.8422378658762505,3.7167755991285403,2.9078937175613913
NQ,1,3.0,P60_d,0,20103,0.016666666666666666,0.44999999999999996,0.4927622742874198,-1.5423158106342345,-1.7331260195758564,0.7926637279596978
NQ,1,3.0,P60_d,1,23601,0.45,0.48333333333333334,0.48862336341680435,0.4995727226115194,1.3550477342433798,-1.0090569355902397
NQ,1,3.0,P60_d,2,16212,0.5,0.5166666666666666,0.48747841105354056,-0.41067876678269516,0.9129398482092455,-0.42534456355283307
NQ,1,3.0,P60_d,3,24250,0.5166666666666667,0.55,0.4904742268041237,0.6569431151429403,1.1574249505283989,0.9750483975048397
NQ,1,3.0,P60_d,4,15527,0.5666666666666667,0.9833333333333333,0.47884330521027885,-1.229623365641059,-0.48784355179704014,-1.917651882730814
NQ,1,3.0,E5_d,0,20309,-1.0,-0.5151515151515151,0.49908907380964107,0.9618062462701412,0.9181543116490166,0.25317960914073
NQ,1,3.0,E5_d,1,20513,-0.5148936170212766,-0.14285714285714285,0.5003656218008092,-0.6245203188035029,0.23855445642988518,0.5105172238593639
NQ,1,3.0,E5_d,2,20045,-0.14204545454545456,0.216,0.48924918932402095,-0.8918131592164741,0.19878234398782343,0.005236144953082067
NQ,1,3.0,E5_d,3,20285,0.21621621621621623,0.5657894736842105,0.4797140744392408,-1.2675244671866461,-0.6276430114007333,-0.9382399671979909
NQ,1,3.0,E5_d,4,20288,0.5658914728682171,1.0,0.47111593059936907,0.5408905269449148,0.9256528107480175,-0.2701988812927284
NQ,1,3.0,E15_d,0,20418,-1.0,-0.28378378378378377,0.49485747869526886,-1.916010888393962,-1.7066244471250502,-0.0812190594059406
NQ,1,3.0,E15_d,1,20422,-0.2837209302325581,-0.07042253521126761,0.495005386348056,-0.7653912614169341,0.41228070175438597,0.7381412866449512
NQ,1,3.0,E15_d,2,20410,-0.0703125,0.12074303405572756,0.49686428221460066,1.2865823535223793,1.6146249002394253,-0.19758434410355724
NQ,1,3.0,E15_d,3,20415,0.12077294685990338,0.3248780487804878,0.48096987509184425,-0.08847330504292904,-1.2721057884231537,-2.155873225822862
NQ,1,3.0,E15_d,4,20416,0.32489451476793246,1.0,0.4712480407523511,0.20165158482915493,2.6978143172247844,1.3523054755043227
NQ,1,3.0,E60_d,0,19941,-1.0,-0.1506849315068493,0.4890928238302994,-1.7847934219876154,-0.9141088470466856,3.9901639344262296
NQ,1,3.0,E60_d,1,19936,-0.15065502183406113,-0.03868312757201646,0.49423154093097915,-0.2206060606060606,1.4970432300163132,3.1554468837790033
NQ,1,3.0,E60_d,2,19944,-0.03867403314917127,0.06060606060606061,0.4888186923385479,0.7484467343536899,1.682042917579897,1.8246062376134349
NQ,1,3.0,E60_d,3,19934,0.060630557801131774,0.16862745098039217,0.4911206983044045,0.7389525781526185,1.0217324762779307,-0.37025448477263245
NQ,1,3.0,E60_d,4,19938,0.16865079365079366,1.0,0.4777309659945832,-0.9463288311160759,-1.684922314561503,-9.746197466744395
NQ,1,3.0,run_d,0,23447,-14.0,-2.0,0.49912568772124366,0.09687271475889363,-0.13069789716574515,-0.744355198572066
NQ,1,3.0,run_d,1,24608,-1.0,-1.0,0.4967083875162549,-0.7627361777122014,-0.28667274082663796,-0.6628999492127984
NQ,1,3.0,run_d,2,29749,-0.0,1.0,0.48448687350835323,0.11659998643791958,1.2933507170795306,0.08042031523642731
NQ,1,3.0,run_d,3,13028,2.0,2.0,0.4776634940128953,-0.20976477870628288,0.374510111302712,0.03346409414778641
NQ,1,3.0,run_d,4,12073,3.0,15.0,0.4680692454236727,-0.8627418139184323,0.3020789138735681,2.100941422594142
NQ,1,3.0,z_vol,0,20581,-1.946631558995743,1.0312214278219944,0.4997327632282202,0.0626045047703354,-0.07164164263696927,1.6059928897917726
