instrument,level_id,level_family,n_mutually_touch_eligible,n_distance_comparable,n_at_open_ambiguous_real,n_at_open_ambiguous_synth,pct_above_open_real,pct_below_open_real,pct_above_open_synth,pct_below_open_synth,real_distance_mean,real_distance_sd,real_distance_min,real_distance_p10,real_distance_p25,real_distance_median,real_distance_p75,real_distance_p90,real_distance_p95,real_distance_max,real_bucket_0_0p5_pct,real_bucket_0p5_1_pct,real_bucket_1_1p5_pct,real_bucket_1p5_2_pct,real_bucket_2_3_pct,real_bucket_3_5_pct,real_bucket_5_10_pct,real_bucket_10_20_pct,real_bucket_20_plus_pct,real_pct_above_3_units,real_pct_above_5_units,real_pct_above_10_units,synth_distance_mean,synth_distance_sd,synth_distance_min,synth_distance_p10,synth_distance_p25,synth_distance_median,synth_distance_p75,synth_distance_p90,synth_distance_p95,synth_distance_max,synth_bucket_0_0p5_pct,synth_bucket_0p5_1_pct,synth_bucket_1_1p5_pct,synth_bucket_1p5_2_pct,synth_bucket_2_3_pct,synth_bucket_3_5_pct,synth_bucket_5_10_pct,synth_bucket_10_20_pct,synth_bucket_20_plus_pct,synth_pct_above_3_units,synth_pct_above_5_units,synth_pct_above_10_units,mean_distance_difference,median_distance_difference,p90_distance_difference,p95_distance_difference,standardized_mean_difference,kolmogorov_smirnov_statistic,wasserstein_distance,real_p95_within_synth_support,synth_p95_within_real_support,open_ended_bucket_share_difference_pp,same_orientation_rate,real_touch_count,real_touch_rate,synthetic_touch_count,synthetic_touch_rate,touch_rate_difference,n_real_only,n_synthetic_only,n_both_touched,n_neither_touched,mcnemar_raw_p,mcnemar_bonferroni_p,bonferroni_survivor,family_a_original_status,audit_mismatch,control_match_classification,control_match_failure_reasons,family_a_interpretation
ES,prior_rth_vwap,family3,1185,1185,9,10,41.51898734177215,57.721518987341774,99.15611814345992,0.0,13.813615366725195,13.464884273941038,0.1656800909942831,1.8701979696200701,4.785617231681773,10.212874245331882,17.87396820554534,29.51438405000158,39.449919469943275,126.73585188688303,1.7857142857142856,3.061224489795918,2.7210884353741496,3.231292517006803,4.846938775510204,10.54421768707483,22.534013605442176,29.761904761904763,21.51360544217687,84.35374149659864,73.80952380952381,51.275510204081634,2.246147923871446,0.6141366376599137,0.17546480715983698,1.5572392303120886,1.9476028460269013,2.2748816426745178,2.654378590694796,2.952816676088917,3.1232213753704854,3.9521151891118884,2.0425531914893615,2.893617021276596,3.74468085106383,19.06382978723404,64.51063829787233,7.74468085106383,0.0,0.0,0.0,7.74468085106383,0.0,0.0,11.567467442853749,7.937992602657364,26.561567373912663,36.32669809457279,1.2136665922265943,0.8078151686206397,11.56858792351857,False,True,21.51360544217687,0.4160337552742616,278,0.2345991561181434,809,0.6827004219409283,-0.4481012658227848,59,590,219,317,3.780540048459586e-111,2.8732104368292862e-109,True,tested,,INVALID_DISTANCE_MATCH,median_diff 7.94 > 0.5; |SMD| 1.21 > 0.5; open_bucket_pp_diff 21.5 > 10.0; real_p95 exceeds synthetic max; same_orientation_rate 0.42 < 0.9,INVALID_CONTROL_ARTIFACT
ES,q_D_p25,family1,1226,1226,0,163,0.0,100.0,0.0,86.7047308319739,0.5056921132582834,0.10260075645488005,0.26666666666666666,0.4,0.42857142857142855,0.5,0.5882352941176471,0.6666666666666666,0.6729166666666667,0.75,41.190864600326265,58.80913539967374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6028017265430378,0.23654810957346,0.15124405933117183,0.2489756348151394,0.408064777226346,0.6160201658500833,0.7998669927384678,0.9134893753288149,0.9590427486230207,0.9999577490034426,32.173095014111006,67.82690498588899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09710961328475431,-0.11602016585008335,-0.24682270866214828,-0.28612608195635403,-0.5326297678046878,0.3870114284574268,0.15055621435232056,True,False,0.0,0.867047308319739,1152,0.9396411092985318,1135,0.9257748776508972,0.0138662316476345,31,14,1121,60,0.0160943600312748,1.0,False,tested,,INVALID_DISTANCE_MATCH,|SMD| 0.53 > 0.5; same_orientation_rate 0.87 < 0.9,INVALID_CONTROL_ARTIFACT
ES,q_D_p75,family1,1226,1226,0,0,0.0,100.0,0.0,100.0,1.8011956907230409,0.30517650622590814,1.2,1.4,1.5714285714285714,1.75,2.0,2.25,2.2857142857142856,3.0,0.0,0.0,15.415986949429037,48.776508972267536,35.725938009787924,0.08156606851549755,0.0,0.0,0.0,0.0,0.0,0.0,1.9391519652603155,0.48543573677564833,1.000961796340198,1.3414818968946747,1.5943019641396252,1.8528451021762948,2.265639162907244,2.7172417749488886,2.83194919052658,2.996949148389831,0.0,0.0,15.415986949429037,48.776508972267536,35.807504078303424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13795627453727466,-0.10284510217629483,-0.46724177494888863,-0.5462349048122945,-0.340254121035633,0.20554649265905384,0.17001337313601347,True,True,0.0,1.0,949,0.7740619902120718,926,0.7553017944535073,0.0187601957585644,32,9,917,268,0.0004308570423745,0.0327451352204661,True,tested,,QUESTIONABLE_DISTANCE_MATCH,|SMD| 0.34 > 0.2,QUESTIONABLE_RESULT_REQUIRES_BETTER_MATCHING
ES,q_D_p90,family1,1226,1226,0,0,0.0,100.0,0.0,100.0,2.757282596126548,0.6139061306073691,1.6545454545455207,2.0400000000001457,2.3333333333333335,2.7000000000001214,3.050000000000182,3.5291666666667725,4.014285714285767,6.049999999999879,0.0,0.0,0.0,6.525285481239804,56.85154975530179,35.88907014681892,0.734094616639478,0.0,0.0,30.179445350734095,0.734094616639478,0.0,2.4501230400780125,0.3340040937225831,1.5006931406282091,2.0304063844256843,2.2070215744953203,2.4666292416303577,2.7177993656240083,2.8810077809089423,2.949066648556127,2.9994357468628245,0.0,0.0,0.0,6.525285481239804,93.4747145187602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3071595560485356,0.23337075836976373,0.6481588857578302,1.0652190657296394,0.621546539125726,0.366231647634584,0.3112053459121256,False,True,0.0,1.0,828,0.6753670473083198,850,0.6933115823817292,-0.0179445350734094,16,38,812,360,0.003838265880326,0.2917082069047833,False,tested,,INVALID_DISTANCE_MATCH,|SMD| 0.62 > 0.5; real_p95 exceeds synthetic max,INVALID_CONTROL_ARTIFACT
ES,q_D_p95,family1,1226,1226,0,0,0.0,100.0,0.0,100.0,3.3935189123840797,0.8923007238963835,1.866666666666788,2.4133333333331395,2.7549715909090184,3.284558823529457,3.9423076923076925,4.537500000000364,4.8125,9.333333333333334,0.0,0.0,0.0,0.734094616639478,35.23654159869494,60.92985318107667,3.0995106035889073,0.0,0.0,63.94779771615008,3.0995106035889073,0.0,2.4862366162841543,0.29371366151331396,1.5008865980826158,2.0836031548752283,2.232193660813209,2.481520056212927,2.7356699683955936,2.8867144890122445,2.9398769980305133,2.998791388297832,0.0,0.0,0.0,0.734094616639478,99.26590538336052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072822960999254,0.8030387673165302,1.6507855109881193,1.8726230019694867,1.3658653203412245,0.6402936378466558,0.9078347127834211,False,True,0.0,1.0,745,0.6076672104404568,844,0.6884176182707994,-0.0807504078303426,4,103,741,378,6.612717750057298e-26,5.025665490043546e-24,True,tested,,INVALID_DISTANCE_MATCH,median_diff 0.80 > 0.5; |SMD| 1.37 > 0.5; real_p95 exceeds synthetic max,INVALID_CONTROL_ARTIFACT
ES,q_U_p25,family1,1226,1226,0,75,100.0,0.0,93.88254486133768,0.0,0.5525966497393409,0.10261977984478995,0.26666666666666666,0.42857142857142855,0.5,0.5555555555555556,0.6290322580645161,0.6666666666666666,0.6875,0.8,22.67536704730832,77.32463295269169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6770201176761661,0.21377604157905034,0.15054475726174132,0.3524947661346232,0.5432471266100225,0.7047524002711725,0.8505097372821876,0.9434177116913816,0.9719191155648635,0.9993275715034022,17.636837532580365,82.36316246741964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12442346793682524,-0.1491968447156169,-0.2767510450247149,-0.28441911556486354,-0.742043452885455,0.47089062209894794,0.15171001515117724,True,False,0.0,0.9388254486133768,1152,0.9396411092985318,1120,0.9135399673735726,0.0261011419249592,40,8,1112,66,3.305266709219268e-06,0.0002512002699006,True,tested,,INVALID_DISTANCE_MATCH,|SMD| 0.74 > 0.5,INVALID_CONTROL_ARTIFACT
ES,q_U_p75,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,1.6518537515149498,0.19809009400670144,1.2,1.4166666666666667,1.5,1.625,1.75,1.9047619047619047,2.0,2.3333333333333335,0.0,0.0,18.92332789559543,71.37030995106036,9.706362153344209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7282716160029883,0.36380482339791514,1.0026111715367279,1.2621969134276014,1.550114802151664,1.7150129872449638,1.8891309906050537,1.996448411057281,2.4826927338314366,2.9994418605304722,0.0,0.0,18.92332789559543,71.37030995106036,9.706362153344209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07641786448803845,-0.09001298724496376,-0.09168650629537645,-0.4826927338314366,-0.26089112643952084,0.23164763458401305,0.13504539281170436,True,False,0.0,1.0,933,0.7610114192495921,909,0.7414355628058727,0.0195758564437193,33,9,900,284,0.0002715392342906,0.020636981806092,True,tested,,QUESTIONABLE_DISTANCE_MATCH,|SMD| 0.26 > 0.2,QUESTIONABLE_RESULT_REQUIRES_BETTER_MATCHING
ES,q_U_p90,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,2.4066688645878918,0.4242323742057984,1.539999999999903,2.0,2.1333333333333333,2.3238095238094894,2.6666666666666665,2.909090909090909,3.142857142857143,4.549999999999879,0.0,0.0,0.0,9.624796084828711,80.75040783034257,9.624796084828711,0.0,0.0,0.0,9.29853181076672,0.0,0.0,2.4358675201623954,0.3554637384457397,1.5078976953363963,2.0094110310603055,2.1864087134938446,2.451259109502465,2.724914236820458,2.9004863391567897,2.9397262611685617,2.9998638014349126,0.0,0.0,0.0,9.624796084828711,90.37520391517128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02919865557450363,-0.12744958569297582,0.00860456993411951,0.20313088168858107,-0.07460789817994617,0.13376835236541598,0.11380619124023014,False,True,0.0,1.0,793,0.6468189233278956,780,0.636215334420881,0.0106035889070146,35,22,758,411,0.1111611191039934,1.0,False,tested,,INVALID_DISTANCE_MATCH,real_p95 exceeds synthetic max,INVALID_CONTROL_ARTIFACT
ES,q_U_p95,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,2.893436956247035,0.554219936277413,1.7214285714284674,2.273333333333236,2.506249999999909,2.769230769230769,3.2476190476190823,3.529166666666697,3.8129870129868406,7.058333333333394,0.0,0.0,0.0,0.9787928221859705,57.42251223491027,40.864600326264274,0.734094616639478,0.0,0.0,38.988580750407834,0.734094616639478,0.0,2.478908813198265,0.2994160111893017,1.5131879063570524,2.0892760562031754,2.2197312124101245,2.4718176373650182,2.743483232399437,2.8892338947525786,2.9519622459992907,2.9985858962325955,0.0,0.0,0.0,0.9787928221859705,99.02120717781403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41452814304876995,0.2974131318657509,0.6399327719141183,0.8610247669875499,0.9306317962711669,0.4159869494290375,0.41477476436217753,False,True,0.0,1.0,712,0.5807504078303426,775,0.632137030995106,-0.0513866231647633,11,74,701,440,1.2888315230163817e-12,9.7951195749245e-11,True,tested,,INVALID_DISTANCE_MATCH,|SMD| 0.93 > 0.5; real_p95 exceeds synthetic max,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j+0,family2,1226,1226,39,39,44.69820554649266,52.12071778140294,96.81892332789559,0.0,4.068520396417565,4.546995973225728,0.1577279609861892,0.5850305344234736,1.3226503669242446,2.827457960302854,5.14008942482739,8.669006805945676,12.25231697272931,69.35396043354558,7.750631844987363,10.446503791069924,9.941027801179445,8.424599831508003,15.838247683235046,21.56697556866049,18.28138163437237,6.571187868576242,1.1794439764111204,47.598989048020215,26.032013479359726,7.750631844987363,1.8484829786288084,0.8115808986048306,0.15842960108830084,0.5917750642463944,1.2619455436700946,1.9715739834940904,2.439749010250342,2.8244946247390668,2.976151033512815,3.954061073697327,8.340353833192923,10.446503791069924,11.373209772535803,21.145745577085087,44.397641112047175,4.296545914069082,0.0,0.0,0.0,4.296545914069082,0.0,0.0,2.2200374177887565,0.8558839768087636,5.844512181206609,9.276165939216495,0.6797368533583006,0.43302443133951135,2.220086293129848,False,True,1.1794439764111204,0.44861337683523655,740,0.6035889070146819,915,0.7463295269168027,-0.1427406199021207,141,316,599,170,1.697991706068434e-16,1.29047369661201e-14,True,tested,,INVALID_DISTANCE_MATCH,median_diff 0.86 > 0.5; |SMD| 0.68 > 0.5; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0; same_orientation_rate 0.45 < 0.9,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j+1,family2,1226,1226,41,43,74.46982055464926,22.185970636215334,96.4926590538336,0.0,4.6398145060484834,5.323095802216998,0.15341616389423507,0.64288329057728,1.3498799839085223,2.971893673524028,5.801263659293302,10.495001944427013,14.096288494579909,39.74246181646813,7.0042194092827,10.886075949367088,10.042194092827005,10.126582278481013,12.57383966244726,18.734177215189874,19.662447257383967,8.776371308016879,2.1940928270042197,49.36708860759494,30.632911392405067,10.970464135021098,1.945852598414297,0.8031004806159738,0.15228425093027909,0.6005204686473614,1.3482868980757607,2.1957535641368766,2.5958888664952005,2.8375590331726666,2.908879983671939,2.998306240972397,7.3541842772612,11.32713440405748,9.89010989010989,10.312764158918004,61.11580726965342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6939619076341863,0.7761401093871512,7.657442911254346,11.18740851090797,0.7077092390477713,0.49451476793248944,2.6980109094313978,False,True,2.1940928270042197,0.7422512234910277,698,0.5693311582381729,903,0.736541598694943,-0.16721044045677,54,259,644,269,2.9222056754888518e-33,2.2208763133715277e-31,True,tested,,INVALID_DISTANCE_MATCH,median_diff 0.78 > 0.5; |SMD| 0.71 > 0.5; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0; same_orientation_rate 0.74 < 0.9,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j+2,family2,1226,1226,13,12,97.55301794453507,1.3866231647634584,99.02120717781403,0.0,7.599427070680165,7.703977211119294,0.21795389316573094,1.6983073529017565,2.9017205989789545,5.2833636315107775,9.437677326702843,15.768460503146718,21.63133221703387,77.53368654581875,1.6488046166529264,3.3800494641384993,3.6273701566364385,5.3586150041220115,11.953833470733718,21.10469909315746,30.585325638911787,15.910964550700744,6.430338004946414,74.03132728771641,52.926628194558944,22.341302555647154,2.318133979798382,0.5638009999712931,0.20070313946901783,1.5959825845657027,2.1259725783372097,2.4332564540864907,2.704685276282169,2.886123433187236,2.9515105833370585,2.9975486055654983,1.8945634266886324,3.2948929159802307,3.5420098846787478,5.354200988467875,85.91433278418451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.281293090881784,2.8501071774242868,12.882337069959483,18.67982163369681,0.966897397616649,0.7403132728771641,5.281455085230145,False,True,6.430338004946414,0.9747145187601958,432,0.3523654159869494,806,0.6574225122349103,-0.3050570962479609,10,384,422,410,1.1266868875946845e-99,8.562820345719602e-98,True,tested,,INVALID_DISTANCE_MATCH,median_diff 2.85 > 0.5; |SMD| 0.97 > 0.5; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j+3,family2,1226,1226,0,0,100.0,0.0,100.0,0.0,11.431805735135216,10.195073606072256,0.5759710554613355,3.603204529886966,5.317503227529111,8.567278176427408,13.89449494545363,22.44505738221642,29.993915995897417,117.40032086859992,0.0,0.1631321370309951,0.8156606851549755,1.0603588907014683,3.6704730831973897,16.802610114192497,36.8678629690049,27.814029363784666,12.805872756933114,94.29037520391516,77.48776508972267,40.61990212071778,2.4957618323301594,0.328106597958234,0.6924782794988763,2.0835486781714208,2.251538413717337,2.5163001251644697,2.7638726207883337,2.914560446061614,2.9598588101142957,2.999295981610279,0.0,0.1631321370309951,0.8156606851549755,1.0603588907014683,97.96084828711255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.936043902805057,6.050978051262938,19.530496936154805,27.034057185783123,1.238925338185486,0.9429037520391517,8.936806536351279,False,True,12.805872756933114,1.0,202,0.164763458401305,774,0.6313213703099511,-0.466557911908646,1,573,201,451,1.8598603214980097e-170,1.413493844338487e-168,True,tested,,INVALID_DISTANCE_MATCH,median_diff 6.05 > 0.5; |SMD| 1.24 > 0.5; open_bucket_pp_diff 12.8 > 10.0; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j-1,family2,1226,1226,35,28,16.231647634584014,80.91353996737357,0.0,97.71615008156607,5.919959135444555,7.152913182439701,0.15784015528552117,0.8093890533145895,1.6842875489664342,3.657108679280403,7.705319073009317,12.910435357449387,19.158071056973366,103.91767936339893,4.701931150293871,8.73215785054576,8.816120906801007,6.465155331654072,13.685978169605374,18.723761544920233,23.509655751469353,10.663308144416456,4.701931150293871,57.59865659109992,38.87489504617968,15.365239294710328,2.1026054296433014,0.7445305314602004,0.15214439072406094,0.7938578308194337,1.7953733625128734,2.301852837327922,2.668251895018694,2.8665016959692973,2.9340856415634367,2.9992530004588347,4.924874791318865,7.7629382303839725,8.013355592654424,7.178631051752922,72.12020033388981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817353705801253,1.3552558419524812,10.04393366148009,16.223985415409928,0.750679352270355,0.5759865659109992,3.8474564146640455,False,True,4.701931150293871,0.8083197389885808,630,0.5138662316476346,911,0.7430668841761827,-0.2292006525285481,32,313,598,283,4.344237114634074e-59,3.3016202071218964e-57,True,tested,,INVALID_DISTANCE_MATCH,median_diff 1.36 > 0.5; |SMD| 0.75 > 0.5; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0; same_orientation_rate 0.81 < 0.9,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j-2,family2,1226,1226,8,7,1.2234910277324633,98.12398042414355,0.0,99.42903752039152,9.88902781907586,10.056016471293177,0.1530765316098647,2.0934178829905767,3.96509594355343,7.116133979688357,12.235158107998283,20.261824815975054,28.518787492802595,138.48139829325265,1.3957307060755337,1.9704433497536946,2.8735632183908044,3.201970443349754,7.060755336617405,17.323481116584567,31.9376026272578,24.055829228243024,10.180623973727423,83.49753694581281,66.17405582922824,34.23645320197045,2.3777474306381428,0.49884336059601375,0.18092634548035372,2.0072061843483557,2.1785837695462504,2.470369977410363,2.721781311180848,2.871758624054734,2.927764538708058,2.999776822941931,1.3945857260049221,2.0508613617719442,2.7891714520098443,3.199343724364233,90.56603773584906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.511280388437717,4.645764002277994,17.39006619192032,25.591022954094537,1.0550409005566375,0.8349753694581281,7.515405846384474,False,True,10.180623973727423,0.9820554649265906,393,0.3205546492659054,857,0.699021207177814,-0.3784665579119086,7,471,386,362,2.8155595813827763e-129,2.13982528185091e-127,True,tested,,INVALID_DISTANCE_MATCH,median_diff 4.65 > 0.5; |SMD| 1.06 > 0.5; open_bucket_pp_diff 10.2 > 10.0; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0,INVALID_CONTROL_ARTIFACT
ES,vwap_on_j-3,family2,1226,1226,0,1,0.08156606851549755,99.9184339314845,0.0,99.9184339314845,14.483425956144545,13.124249831558728,0.26934418217933853,4.319905265799344,6.473892834728091,11.03303486033887,17.719200674642124,28.519342556943066,38.24418291554234,173.045117223106,0.08156606851549755,0.3262642740619902,0.3262642740619902,0.8156606851549755,2.691680261011419,9.9510603588907,30.99510603588907,35.64437194127243,19.168026101141926,95.75856443719412,85.80750407830342,54.81239804241436,2.4868907660118804,0.3094302521161069,0.6726302668666904,2.09922782432435,2.255483341227591,2.4883264450828495,2.7293255409961357,2.8872779210170223,2.9503254138096793,2.9990428538031457,0.0,0.326530612244898,0.326530612244898,0.8163265306122449,98.53061224489797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.996535190132665,8.54470841525602,25.632064635926042,35.29385750173266,1.292336671611483,0.9575856443719413,11.99886866929764,False,True,19.168026101141926,0.99836867862969,213,0.1737357259380098,846,0.6900489396411092,-0.5163132137030995,1,634,212,379,8.921540774203804e-189,6.780370988394892e-187,True,tested,,INVALID_DISTANCE_MATCH,median_diff 8.54 > 0.5; |SMD| 1.29 > 0.5; open_bucket_pp_diff 19.2 > 10.0; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0,INVALID_CONTROL_ARTIFACT
NQ,mad_D_1.0,family1,1224,1224,0,0,0.0,100.0,0.0,100.0,0.8868208737728734,0.15615556473857312,0.5689046511627588,0.6787920762711572,0.7732413088235284,0.8768064516129583,0.988400000000116,1.1102903731342286,1.156548536585257,1.3081764705883174,0.0,75.81699346405229,24.18300653594771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8798584600431627,0.261983584564127,0.5001471630409166,0.5708946097056682,0.6727291070857739,0.8377492823206815,0.9943838352418768,1.315867960216133,1.4243095058030857,1.4992101881746294,0.0,75.81699346405229,24.18300653594771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006962413729710737,0.03905716929227687,-0.20557758708190432,-0.26776096921782866,0.03228395646094256,0.17401960784313725,0.08848729352677827,True,False,0.0,1.0,1057,0.863562091503268,1058,0.8643790849673203,-0.0008169934640522,11,12,1046,155,1.0,1.0,False,tested,,VALID_DISTANCE_MATCH,,VALID_NULL_TOUCH_RATE_DIFFERENCE
NQ,mad_D_1.5,family1,1224,1224,0,0,0.0,100.0,0.0,100.0,1.3302313106593129,0.23423334710786048,0.8533569767441381,1.0181881144067382,1.1598619632353364,1.315209677419281,1.4826000000000932,1.6654355597014587,1.7348228048780305,1.9622647058822622,0.0,8.905228758169935,66.91176470588235,24.18300653594771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3308794516976816,0.3166382115877168,0.5105299385431424,1.0051900713686088,1.1193251917820541,1.3105415440763637,1.4943666107076878,1.8143190545520773,1.9003651443739114,1.9990630876211892,0.0,8.905228758169935,66.91176470588235,24.18300653594771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006481410383687436,0.004668133342917269,-0.14888349485061858,-0.16554233949588082,-0.002327252985113352,0.09558823529411764,0.05580156863768341,True,True,0.0,1.0,985,0.8047385620915033,973,0.7949346405228758,0.0098039215686275,23,11,962,228,0.0576126729138195,1.0,False,tested,,VALID_DISTANCE_MATCH,,VALID_NULL_TOUCH_RATE_DIFFERENCE
NQ,mad_D_2.0,family1,1224,1224,0,0,0.0,100.0,0.0,100.0,1.7736417475457409,0.31231112947714973,1.1378093023255176,1.3575841525424055,1.5464826176470885,1.7536129032257601,1.9768000000001242,2.2205807462685465,2.3130970731707974,2.616352941176421,0.0,0.0,21.813725490196077,54.003267973856204,24.18300653594771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.819460797082049,0.4736345091451019,1.0012287459942923,1.2011464018711189,1.5317954435286563,1.7538379500985088,1.993795861347735,2.5871232915664115,2.7928068950945564,2.9887746993221245,0.0,0.0,21.813725490196077,54.003267973856204,24.18300653594771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04581904953630822,-0.00022504687274871316,-0.366542545297865,-0.479709821923759,-0.11421476418715491,0.12908496732026145,0.10433341460795034,True,False,0.0,1.0,910,0.7434640522875817,911,0.744281045751634,-0.0008169934640522,15,16,895,298,1.0,1.0,False,tested,,VALID_DISTANCE_MATCH,,VALID_NULL_TOUCH_RATE_DIFFERENCE
NQ,mad_U_1.0,family1,1224,1224,0,0,100.0,0.0,100.0,0.0,0.8415309678004452,0.12366334085197621,0.5861441860465146,0.6905260273972638,0.7590722976718082,0.8236666666667184,0.9298892821535721,0.9883999999999235,1.0329421818182756,1.3590499999997216,0.0,92.8921568627451,7.107843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902762064173221,0.1922308319129406,0.5012989289980512,0.5638145928384573,0.6447693970315876,0.7754038118768691,0.9027953969390664,0.9817657313938707,1.1248826452858531,1.4921212782769895,0.0,92.8921568627451,7.107843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051254761383123126,0.04826285478984926,0.006634268606052762,-0.09194046346757756,0.3171213922354079,0.2581699346405229,0.07246053798053104,True,True,0.0,1.0,1084,0.8856209150326797,1082,0.8839869281045751,0.0016339869281045,14,12,1070,128,0.8450189828872681,1.0,False,tested,,QUESTIONABLE_DISTANCE_MATCH,|SMD| 0.32 > 0.2,QUESTIONABLE_RESULT_REQUIRES_BETTER_MATCHING
NQ,mad_U_1.5,family1,1224,1224,0,0,100.0,0.0,100.0,0.0,1.2622964517006574,0.18549501127797682,0.8792162790696874,1.035789041095796,1.1386084465077788,1.2355000000000775,1.3948339232302942,1.4825999999999315,1.5494132727273198,2.0385749999998857,0.0,5.637254901960785,87.25490196078431,6.862745098039216,0.24509803921568626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2511680929405864,0.23542787506412105,0.5001362171983361,1.0217056338663904,1.1069510283765163,1.246443345100595,1.3817841281660914,1.4768572041825683,1.6342924211892198,2.5808489758498276,0.0,5.637254901960785,87.25490196078431,6.862745098039216,0.24509803921568626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011128358760071011,-0.010943345100517421,0.005742795817363255,-0.08487914846190003,0.05250783293760759,0.07516339869281045,0.02946469148587231,True,True,0.0,1.0,1000,0.8169934640522876,1003,0.8194444444444444,-0.0024509803921568,16,19,984,205,0.735878800856881,1.0,False,tested,,VALID_DISTANCE_MATCH,,VALID_NULL_TOUCH_RATE_DIFFERENCE
NQ,mad_U_2.0,family1,1224,1224,0,0,100.0,0.0,100.0,0.0,1.683061935600874,0.24732668170396124,1.1722883720930293,1.3810520547945275,1.518144595343708,1.6473333333332347,1.859778564307052,1.9767999999999384,2.0658843636363637,2.7181000000000495,0.0,0.0,22.54901960784314,70.34313725490196,7.107843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6823040257726658,0.3415559328717382,1.001325314820328,1.2059340385801098,1.512600834102254,1.6863161463250016,1.8712862224640334,1.9805916020074812,2.241776847601984,2.9823225462146534,0.0,0.0,22.54901960784314,70.34313725490196,7.107843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007579098282082253,-0.03898281299176687,-0.0037916020075428047,-0.17589248396562018,0.0025417268178778954,0.10866013071895425,0.06430356695393673,True,True,0.0,1.0,932,0.761437908496732,930,0.7598039215686274,0.0016339869281045,15,13,917,279,0.8505540192127228,1.0,False,tested,,VALID_DISTANCE_MATCH,,VALID_NULL_TOUCH_RATE_DIFFERENCE
