instrument,level_id,level_family,n_mutually_touch_eligible,n_distance_comparable,n_at_open_ambiguous_real,n_at_open_ambiguous_synth,pct_above_open_real,pct_below_open_real,pct_above_open_synth,pct_below_open_synth,real_distance_mean,real_distance_sd,real_distance_min,real_distance_p10,real_distance_p25,real_distance_median,real_distance_p75,real_distance_p90,real_distance_p95,real_distance_max,real_bucket_0_0p5_pct,real_bucket_0p5_1_pct,real_bucket_1_1p5_pct,real_bucket_1p5_2_pct,real_bucket_2_3_pct,real_bucket_3_5_pct,real_bucket_5_10_pct,real_bucket_10_20_pct,real_bucket_20_plus_pct,real_pct_above_3_units,real_pct_above_5_units,real_pct_above_10_units,synth_distance_mean,synth_distance_sd,synth_distance_min,synth_distance_p10,synth_distance_p25,synth_distance_median,synth_distance_p75,synth_distance_p90,synth_distance_p95,synth_distance_max,synth_bucket_0_0p5_pct,synth_bucket_0p5_1_pct,synth_bucket_1_1p5_pct,synth_bucket_1p5_2_pct,synth_bucket_2_3_pct,synth_bucket_3_5_pct,synth_bucket_5_10_pct,synth_bucket_10_20_pct,synth_bucket_20_plus_pct,synth_pct_above_3_units,synth_pct_above_5_units,synth_pct_above_10_units,mean_distance_difference,median_distance_difference,p90_distance_difference,p95_distance_difference,standardized_mean_difference,kolmogorov_smirnov_statistic,wasserstein_distance,real_p95_within_synth_support,synth_p95_within_real_support,open_ended_bucket_share_difference_pp,same_orientation_rate,real_touch_count,real_touch_rate,synthetic_touch_count,synthetic_touch_rate,touch_rate_difference,n_real_only,n_synthetic_only,n_both_touched,n_neither_touched,mcnemar_raw_p,mcnemar_bonferroni_p,bonferroni_survivor,family_a_original_status,audit_mismatch,control_match_classification,control_match_failure_reasons,family_a_interpretation
ES,mult_U_0.5,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7534940250326205,0.14580542754814818,0.5001067299592705,0.5503374443190598,0.6291473877879904,0.752908726307564,0.880829433139229,0.9522626392577458,0.974311028035713,0.9997040004652392,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25349402503262053,-0.252908726307564,-0.4522626392577458,-0.474311028035713,-2.458719776143408,1.0,0.2534940250326205,True,False,0.0,1.0,1155,0.9420880913539968,1096,0.8939641109298532,0.0481239804241435,59,0,1096,71,3.469446951953614e-18,2.6367796834847473e-16,True,tested,,INVALID_DISTANCE_MATCH,|SMD| 2.46 > 0.5,INVALID_CONTROL_ARTIFACT
ES,mult_U_1.0,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2461624999749998,0.14299266273821112,1.0001825932118664,1.0511130425960573,1.1241784040315679,1.245960503596848,1.3679871306467248,1.44383886899742,1.4724352917106671,1.4996298021792427,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24616249997499984,-0.24596050359684796,-0.44383886899742,-0.4724352917106671,-2.434574888990326,1.0,0.24616249997499992,True,False,0.0,1.0,1056,0.8613376835236541,996,0.8123980424143556,0.0489396411092984,60,0,996,170,1.734723475976807e-18,1.3183898417423734e-16,True,tested,,INVALID_DISTANCE_MATCH,|SMD| 2.43 > 0.5,INVALID_CONTROL_ARTIFACT
ES,mult_U_1.5,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7481933934035503,0.14233505929673548,1.500068640696834,1.5468493275748947,1.6280573000498584,1.749078895795483,1.8681078358688958,1.944138673579768,1.9694741623765863,1.9999685747291853,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2481933934035503,-0.24907889579548304,-0.4441386735797681,-0.46947416237658635,-2.4660014530288827,1.0,0.24819339340355018,True,False,0.0,1.0,951,0.7756933115823818,901,0.734910277324633,0.0407830342577487,50,0,901,275,1.7763568394002505e-15,1.3500311979441906e-13,True,tested,,INVALID_DISTANCE_MATCH,|SMD| 2.47 > 0.5,INVALID_CONTROL_ARTIFACT
ES,mult_U_2.0,family1,1226,1226,0,0,100.0,0.0,100.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4919427337553914,0.28418100187490736,2.0002506717874997,2.106693916753784,2.2489094405320316,2.4770831495182604,2.74142393812891,2.88729675362236,2.942911809088698,2.998777246035843,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49194273375539144,-0.47708314951826036,-0.8872967536223602,-0.9429118090886979,-2.4481301754788456,1.0,0.49194273375539155,True,False,0.0,1.0,863,0.7039151712887439,782,0.6378466557911908,0.0660685154975531,81,0,782,363,8.271806125530277e-25,6.28657265540301e-23,True,tested,,INVALID_DISTANCE_MATCH,|SMD| 2.45 > 0.5,INVALID_CONTROL_ARTIFACT
ES,overnight_high,family4,1226,1226,17,13,98.45024469820555,0.1631321370309951,98.93964110929853,0.0,7.883117319838895,8.175544206054425,0.15384615384615385,1.25,2.6,5.285714285714286,10.0,17.442857142857147,23.695238095238093,71.0,2.6468155500413566,4.797353184449959,4.466501240694789,4.383788254755997,11.993382961124896,18.36228287841191,28.03970223325062,17.866004962779154,7.444168734491314,71.05045492142267,52.191894127378,24.89660876757651,2.259684098500702,0.630776970872122,0.1506732085530999,1.2580592995716005,2.1045409802020005,2.3984578140921258,2.6875762030789097,2.878642932518455,2.948950415101408,2.999996219325403,2.967848309975268,4.781533388293488,4.451772464962902,4.369332234130256,83.42951360263808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6234332213381935,2.88725647162216,14.564214210338692,20.746287680136685,0.9698645283375382,0.71712158808933,5.628276509310535,False,True,7.444168734491314,0.9853181076672104,443,0.3613376835236541,816,0.6655791190864601,-0.3042414355628059,16,389,427,394,4.6809144071038895e-94,3.557494949398956e-92,True,tested,,INVALID_DISTANCE_MATCH,median_diff 2.89 > 0.5; |SMD| 0.97 > 0.5; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0,INVALID_CONTROL_ARTIFACT
ES,overnight_low,family4,1226,1226,6,6,0.08156606851549755,99.42903752039152,0.0,99.51060358890702,10.496243692418796,10.815188664199221,0.16666666666666666,2.1325,4.138392857142858,7.666666666666667,13.148809523809524,21.67500000000001,29.881249999999994,180.4,0.9836065573770493,2.1311475409836063,2.8688524590163933,2.540983606557377,7.704918032786885,14.01639344262295,31.80327868852459,26.557377049180324,11.39344262295082,82.95081967213115,68.68852459016394,37.540983606557376,2.3837382642786875,0.48207533871277536,0.15136813482128603,2.020692066017582,2.20264193302537,2.4457746502257254,2.717884580916299,2.887123668176701,2.93915222115944,2.999608368736517,0.9836065573770493,2.1311475409836063,2.8688524590163933,2.540983606557377,91.47540983606557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.112505428140109,5.220892016440942,18.78787633182331,26.942097778840555,1.0597535763449293,0.8377049180327869,8.121405409114363,False,True,11.39344262295082,0.9926590538336052,372,0.3034257748776509,847,0.6908646003262643,-0.3874388254486134,7,482,365,372,1.613193173629933e-132,1.226026811958749e-130,True,tested,,INVALID_DISTANCE_MATCH,median_diff 5.22 > 0.5; |SMD| 1.06 > 0.5; open_bucket_pp_diff 11.4 > 10.0; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0,INVALID_CONTROL_ARTIFACT
ES,overnight_mid,family4,1226,1226,28,33,43.1484502446982,54.56769983686786,97.30831973898859,0.0,4.895764645944374,5.429341691848189,0.16666666666666666,0.7979310344827587,1.6875,3.5,6.369485294117647,10.244827586206892,14.044999999999959,101.2,4.507512520868113,8.514190317195327,8.430717863105174,7.929883138564274,14.524207011686144,21.786310517529213,23.62270450751252,8.681135225375627,2.003338898163606,54.841402337228715,33.47245409015025,10.434056761268781,1.9756368815237682,0.7531836349378666,0.15243624246932086,0.7708980565839045,1.5643504008798377,2.091469310696084,2.5214995100614033,2.8496047268863527,3.001528836235957,3.7657355654015796,5.1969823973176865,8.968985750209555,8.717518860016764,21.79379715004191,50.1257334450964,5.1969823973176865,0.0,0.0,0.0,5.1969823973176865,0.0,0.0,2.920127764420606,1.408530689303916,7.395222859320539,11.043471163764002,0.7534084404216119,0.5132436430093744,2.9221522290295714,False,True,2.003338898163606,0.44045676998368677,677,0.5522022838499184,907,0.7398042414355628,-0.1876019575856443,135,365,542,184,1.7428905853450353e-25,1.324596844862227e-23,True,tested,,INVALID_DISTANCE_MATCH,median_diff 1.41 > 0.5; |SMD| 0.75 > 0.5; real_p95 exceeds synthetic max; same_orientation_rate 0.44 < 0.9,INVALID_CONTROL_ARTIFACT
ES,overnight_open,family4,1226,1226,16,25,46.00326264274062,52.69168026101142,97.96084828711255,0.0,8.80933251114386,9.911455090951923,0.15384615384615385,1.0,2.7714285714285714,6.160256410256411,11.761029411764707,19.290476190476195,25.712499999999995,178.4,4.049586776859504,4.628099173553719,5.454545454545454,4.214876033057851,7.520661157024794,15.950413223140497,27.685950413223143,20.99173553719008,9.50413223140496,72.31404958677686,57.27272727272727,29.586776859504134,2.1408691813157854,0.7035925548380664,0.15315241009115457,1.1005845374409897,1.7817330829784623,2.216782064040793,2.6377153644043574,2.9548971775334394,3.142789110700895,3.8973014054251203,3.0807660283097418,6.1615320566194836,5.995004163197335,19.233971690258116,57.701915070774355,7.826810990840966,0.0,0.0,0.0,7.826810990840966,0.0,0.0,6.668463329828073,3.9434743462156177,16.335579012942755,22.5697108892991,0.9490996908912567,0.6908533522340199,6.682902047034375,False,True,9.50413223140496,0.45840130505709625,470,0.3833605220228385,865,0.7055464926590538,-0.3221859706362153,103,498,367,258,4.7657210218385167e-63,3.621947976597273e-61,True,tested,,INVALID_DISTANCE_MATCH,median_diff 3.94 > 0.5; |SMD| 0.95 > 0.5; real_p95 exceeds synthetic max; same_orientation_rate 0.46 < 0.9,INVALID_CONTROL_ARTIFACT
ES,prior_close,family3,1185,1185,9,16,43.79746835443038,55.44303797468354,98.64978902953587,0.0,11.272250140798366,12.16015835801478,0.16666666666666666,1.4006410256410255,3.8223076923076924,8.0,14.666666666666666,23.679487179487182,31.78787878787879,122.2,3.231292517006803,3.6564625850340136,3.4013605442176873,3.826530612244898,5.697278911564626,11.479591836734695,27.465986394557824,27.721088435374146,13.520408163265307,79.50680272108843,67.3469387755102,40.64625850340136,2.2034409834433806,0.6672901456374549,0.1639687074966787,1.4462269095802263,1.9057719258754722,2.2439900260605614,2.6375346965032804,2.979452676976598,3.1356851624494686,3.9623083618268233,3.165098374679213,3.592814371257485,3.7639007698887936,20.53036783575706,59.623609923011124,9.32420872540633,0.0,0.0,0.0,9.32420872540633,0.0,0.0,9.068809157354986,5.756009973939438,20.700034502510583,28.65219362542932,1.0531085084770233,0.7669609760071693,9.075107170960418,False,True,13.520408163265307,0.4379746835443038,357,0.3012658227848101,825,0.6962025316455697,-0.3949367088607595,82,550,275,278,5.1829359377422595e-86,3.9390313126841166e-84,True,tested,,INVALID_DISTANCE_MATCH,median_diff 5.76 > 0.5; |SMD| 1.05 > 0.5; open_bucket_pp_diff 13.5 > 10.0; real_p95 exceeds synthetic max; same_orientation_rate 0.44 < 0.9,INVALID_CONTROL_ARTIFACT
ES,prior_high,family3,1185,1185,11,10,71.47679324894514,27.59493670886076,99.15611814345992,0.0,15.974059597256321,17.993908818656205,0.16666666666666666,2.0913151364764277,4.666666666666667,10.56439393939394,20.85625,36.396153846153865,49.95833333333326,168.4,1.8739352640545146,2.2998296422487225,2.72572402044293,2.0442930153321974,5.877342419080068,11.754684838160136,22.14650766609881,24.701873935264054,26.575809199318567,84.41226575809199,72.82793867120954,50.851788756388416,2.3778479099839127,0.5347895120713964,0.1597584953221182,2.0079184406025714,2.1767508848528543,2.462344592150475,2.7502038919265033,2.9042728366273036,2.95169152035478,2.9999270447895015,1.9574468085106382,2.2127659574468086,2.893617021276596,2.723404255319149,90.2127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.596211687272408,8.102049347243465,33.49188100952656,47.00664181297848,1.0681092491132007,0.8517887563884157,13.605932987057678,False,True,26.575809199318567,0.7189873417721518,247,0.2084388185654008,779,0.6573839662447257,-0.4489451476793249,63,595,184,343,1.5517039876617186e-109,1.179295030622906e-107,True,tested,,INVALID_DISTANCE_MATCH,median_diff 8.10 > 0.5; |SMD| 1.07 > 0.5; open_bucket_pp_diff 26.6 > 10.0; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0; same_orientation_rate 0.72 < 0.9,INVALID_CONTROL_ARTIFACT
ES,prior_low,family3,1185,1185,3,6,15.443037974683545,84.30379746835443,0.0,99.49367088607595,21.39209932283613,18.636210439935265,0.2,2.858385093167702,8.212499999999999,16.816666666666666,28.9375,44.666666666666664,58.23750000000001,126.46153846153847,0.5922165820642978,2.3688663282571913,1.8612521150592216,1.2690355329949239,4.314720812182741,5.1607445008460235,14.297800338409475,27.580372250423014,42.554991539763115,89.17089678510999,83.67174280879864,69.54314720812182,2.423160508445007,0.434965453133348,0.23319865165212833,2.0580807578330775,2.212635980721643,2.475578649814865,2.7301695361953535,2.88777857499168,2.947024798606859,2.9994185437365863,0.2544529262086514,2.374893977947413,1.6963528413910092,1.0178117048346056,94.65648854961832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.968938814391123,14.341088016851801,41.778888091674986,55.29047520139315,1.439070828658696,0.8959390862944162,18.992201111044718,False,True,42.554991539763115,0.8413502109704641,188,0.1586497890295358,828,0.6987341772151898,-0.540084388185654,23,663,165,334,2.9562964750698048e-164,2.246785321053052e-162,True,tested,,INVALID_DISTANCE_MATCH,median_diff 14.34 > 0.5; |SMD| 1.44 > 0.5; open_bucket_pp_diff 42.6 > 10.0; real_p95 exceeds synthetic max; synthetic capped (p95<=3.0) while real p95>5.0; same_orientation_rate 0.84 < 0.9,INVALID_CONTROL_ARTIFACT
ES,prior_rth_mid,family3,1185,1185,9,9,40.84388185654009,58.39662447257384,99.24050632911393,0.0,14.065567540543574,13.401822069250633,0.16666666666666666,2.0,4.79,10.5,18.5,29.933333333333334,38.916666666666664,119.4,2.295918367346939,2.891156462585034,2.1258503401360542,2.2108843537414966,5.697278911564626,10.629251700680271,21.51360544217687,30.612244897959183,22.023809523809522,84.2687074829932,73.80952380952381,52.295918367346935,2.2404212797457426,0.6227915263586529,0.17383836269573294,1.5545636850787297,1.9361936667489317,2.2812978817137264,2.651322493740281,2.9435209055365705,3.1078401211391986,3.8058572668493675,2.380952380952381,2.891156462585034,3.571428571428571,19.217687074829932,64.03061224489795,7.908163265306123,0.0,0.0,0.0,7.908163265306123,0.0,0.0,11.825146260797831,8.218702118286274,26.989812427796764,35.80882654552747,1.246491273785413,0.814625850340136,11.826298659078738,False,True,22.023809523809522,0.4084388185654008,264,0.2227848101265822,800,0.6751054852320675,-0.4523206751054852,64,600,200,321,4.154324908026458e-110,3.1572869301001087e-108,True,tested,,INVALID_DISTANCE_MATCH,median_diff 8.22 > 0.5; |SMD| 1.25 > 0.5; open_bucket_pp_diff 22.0 > 10.0; real_p95 exceeds synthetic max; same_orientation_rate 0.41 < 0.9,INVALID_CONTROL_ARTIFACT
