instrument,level_id,outcome_name,horizon,n_real,n_synth,status,p_raw,median_real,median_synth,p_bh
NQ,mult_D_1.5,D_h,1,946,906,tested,0.34996454029639146,-0.1467617349970291,-0.06436353288261541,0.9922104174996967
NQ,mult_D_1.5,D_h,3,946,906,tested,0.9580936508323554,0.038461538461538464,0.025000089165937073,0.9830235233716444
NQ,mult_D_1.5,D_h,5,946,906,tested,0.6919874454350632,-0.015669515669515667,0.11082653368014542,0.9528256122705654
NQ,mult_D_1.5,D_h,10,946,906,tested,0.9475700607844694,0.29743589743589743,0.2489606265719105,0.9994710548560781
NQ,mult_D_1.5,D_h,15,946,906,tested,0.7485628947898134,0.08301158301158301,-0.0023973495118886656,0.9966175799819441
NQ,mult_D_2.0,D_h,1,879,803,tested,0.21280658822603582,-0.058823529411764705,0.029034335319937037,0.8476829573584505
NQ,mult_D_2.0,D_h,3,879,803,tested,0.7476625679877025,-0.023529411764705882,0.006977415927134903,0.9830235233716444
NQ,mult_D_2.0,D_h,5,879,803,tested,0.9092576417658783,0.14634146341463414,0.14555730492056904,0.9528256122705654
NQ,mult_D_2.0,D_h,10,879,803,tested,0.9256088148627616,0.12903225806451613,-0.03570860931208967,0.9994710548560781
NQ,mult_D_2.0,D_h,15,879,803,tested,0.7279492470040565,-0.1111111111111111,-0.02601498065348828,0.9966175799819441
NQ,mult_U_0.5,D_h,1,1140,1089,tested,0.8335742667602815,0.12660028449502134,0.14659043142632613,0.9922104174996967
NQ,mult_U_0.5,D_h,3,1140,1089,tested,0.6332044107531726,0.04787775891341256,0.15522527528309082,0.9830235233716444
NQ,mult_U_0.5,D_h,5,1140,1089,tested,0.8026250786947646,0.187175685693106,0.2167472452210859,0.9528256122705654
NQ,mult_U_0.5,D_h,10,1140,1089,tested,0.7736955905684045,0.03546626984126984,0.07553555559111506,0.9994710548560781
NQ,mult_U_0.5,D_h,15,1140,1089,tested,0.9566049210503805,0.29921148972120526,0.19951152344430356,0.9966175799819441
NQ,mult_U_1.0,D_h,1,1046,1001,tested,0.9864217642698666,0.10471491228070176,0.14301867403045349,0.9922104174996967
NQ,mult_U_1.0,D_h,3,1046,1001,tested,0.961129030338024,0.06913029627269832,0.11413811597442843,0.9830235233716444
NQ,mult_U_1.0,D_h,5,1046,1001,tested,0.8658933799856734,0.23700226047643885,0.25655671115307466,0.9528256122705654
NQ,mult_U_1.0,D_h,10,1046,1001,tested,0.685006051677205,0.08846153846153847,0.04195385376355466,0.9994710548560781
NQ,mult_U_1.0,D_h,15,1046,1001,tested,0.7444456083065789,0.13680926916221034,0.1557519644676208,0.9966175799819441
NQ,mult_U_1.5,D_h,1,961,920,tested,0.8893345304517078,0.12264150943396226,0.10320297152521482,0.9922104174996967
NQ,mult_U_1.5,D_h,3,961,920,tested,0.7700859682099179,0.07894736842105263,0.17128156380187326,0.9830235233716444
NQ,mult_U_1.5,D_h,5,961,920,tested,0.9039143863279805,0.14864864864864866,0.06847236228241878,0.9528256122705654
NQ,mult_U_1.5,D_h,10,961,920,tested,0.769826287570778,0.11290322580645161,0.0953995829119959,0.9994710548560781
NQ,mult_U_1.5,D_h,15,961,920,tested,0.8832312430371639,0.1,0.08965401087169117,0.9966175799819441
NQ,mult_U_2.0,D_h,1,876,790,tested,0.6078377679045763,0.0,0.05478381061645147,0.9922104174996967
NQ,mult_U_2.0,D_h,3,876,790,tested,0.901420765710516,0.08358283433133731,0.048879155211819264,0.9830235233716444
NQ,mult_U_2.0,D_h,5,876,790,tested,0.8560621977141432,0.051718385051718385,0.03665532908100541,0.9528256122705654
NQ,mult_U_2.0,D_h,10,876,790,tested,0.999471054856078,0.08782051282051281,0.10998089654521974,0.9994710548560781
NQ,mult_U_2.0,D_h,15,876,790,tested,0.9124933317380063,0.13992172211350293,0.028608788025901635,0.9966175799819441
NQ,overnight_high,D_h,1,507,820,tested,0.2131472458972341,0.2077922077922078,0.11543037050960109,0.8476829573584505
NQ,overnight_high,D_h,3,507,820,tested,0.3620450801682549,0.2064516129032258,0.16232579733862051,0.9830235233716444
NQ,overnight_high,D_h,5,507,820,tested,0.41876239810824667,0.2564102564102564,0.16149389839167091,0.9528256122705654
NQ,overnight_high,D_h,10,507,820,tested,0.44334723943737475,0.2764227642276423,0.08738833345483815,0.9994710548560781
NQ,overnight_high,D_h,15,507,820,tested,0.3759515473388986,0.4444444444444444,0.22528895116282224,0.9966175799819441
NQ,overnight_low,D_h,1,452,833,tested,0.25082441809496137,0.0757142857142857,-0.008663901038345925,0.8476829573584505
NQ,overnight_low,D_h,3,452,833,tested,0.16026893877310233,0.25,-0.03846234935318695,0.9830235233716444
NQ,overnight_low,D_h,5,452,833,tested,0.6586208507924128,0.05996691480562449,0.06925278105102604,0.9528256122705654
NQ,overnight_low,D_h,10,452,833,tested,0.5317232362816348,0.3132664437012263,0.11803494781508625,0.9994710548560781
NQ,overnight_low,D_h,15,452,833,tested,0.6613574013461889,0.009708737864077669,-0.15654901539177551,0.9966175799819441
NQ,overnight_mid,D_h,1,707,884,tested,0.6520847511081418,0.04878048780487805,0.02470883998633048,0.9922104174996967
NQ,overnight_mid,D_h,3,707,884,tested,0.1882365058092852,0.11940298507462686,-0.02419521411935402,0.9830235233716444
NQ,overnight_mid,D_h,5,707,884,tested,0.34144209162484773,0.16176470588235295,-0.005848467353595576,0.9528256122705654
NQ,overnight_mid,D_h,10,707,884,tested,0.7317454883483805,0.06521739130434782,0.05917157181761584,0.9994710548560781
NQ,overnight_mid,D_h,15,707,884,tested,0.6669545351636363,-0.034482758620689655,0.2432860277845212,0.9966175799819441
NQ,overnight_open,D_h,1,521,846,tested,0.1505466304676851,-0.08955223880597014,0.024859532701779437,0.8476829573584505
NQ,overnight_open,D_h,3,521,846,tested,0.7630002364888664,0.07792207792207792,0.10615524409454709,0.9830235233716444
NQ,overnight_open,D_h,5,521,846,tested,0.8445939054240716,0.14705882352941177,0.09916858861094187,0.9528256122705654
NQ,overnight_open,D_h,10,521,846,tested,0.9961166996144797,-0.06818181818181818,0.05920611361082408,0.9994710548560781
NQ,overnight_open,D_h,15,521,846,tested,0.48785411113212085,-0.17073170731707318,0.24630860696977203,0.9966175799819441
NQ,prior_close,D_h,1,395,818,tested,0.10600808475561731,0.16470588235294117,0.05282159903083525,0.8476829573584505
NQ,prior_close,D_h,3,395,818,tested,0.22417044782269013,0.11864406779661017,0.042576430835922933,0.9830235233716444
NQ,prior_close,D_h,5,395,818,tested,0.3667354111982305,0.29850746268656714,0.1637039695679947,0.9528256122705654
NQ,prior_close,D_h,10,395,818,tested,0.17157607145175646,0.2978723404255319,0.1238750028986206,0.9994710548560781
NQ,prior_close,D_h,15,395,818,tested,0.24995945215175563,0.17094017094017094,-0.04854668826898311,0.9966175799819441
NQ,prior_high,D_h,1,269,792,tested,0.20335546848896935,0.08450704225352113,0.05831566559998649,0.8476829573584505
NQ,prior_high,D_h,3,269,792,tested,0.718277825319825,0.04878048780487805,0.06431492391839043,0.9830235233716444
NQ,prior_high,D_h,5,269,792,tested,0.5247978258921966,0.19148936170212766,-0.034392508027876086,0.9528256122705654
NQ,prior_high,D_h,10,269,792,tested,0.12619206495570848,0.3434343434343434,-0.02703791557071906,0.9994710548560781
NQ,prior_high,D_h,15,269,792,tested,0.2397728538537537,0.3333333333333333,-0.010792846684387224,0.9966175799819441
NQ,prior_low,D_h,1,213,800,tested,6.165706614710827e-05,0.4375,-0.04205544320753794,0.002342968513590114
NQ,prior_low,D_h,3,213,800,tested,0.00017816922174617467,0.5609756097560976,-0.07112801119707603,0.006770430426354637
NQ,prior_low,D_h,5,213,800,tested,0.005689980459163622,0.7,0.00881701145821324,0.21621925744821763
NQ,prior_low,D_h,10,213,800,tested,0.549076308841665,0.0,0.036273756491944864,0.9994710548560781
NQ,prior_low,D_h,15,213,800,tested,0.4401006776727888,0.02564102564102564,-0.14376435406559135,0.9966175799819441
NQ,prior_rth_mid,D_h,1,312,805,tested,0.10956300977159872,-0.15766990291262134,0.01880862102334504,0.8476829573584505
NQ,prior_rth_mid,D_h,3,312,805,tested,0.23322839254656558,-0.16971916971916973,0.08357541247348611,0.9830235233716444
NQ,prior_rth_mid,D_h,5,312,805,tested,0.35679996028822125,-0.354688021354688,-0.007137181493817479,0.9528256122705654
NQ,prior_rth_mid,D_h,10,312,805,tested,0.3557221669837797,-0.2609658839167036,0.07622452033582602,0.9994710548560781
NQ,prior_rth_mid,D_h,15,312,805,tested,0.1453154394456065,-0.3683333333333333,0.05748131048070112,0.9966175799819441
NQ,prior_rth_vwap,D_h,1,314,816,tested,0.18001350478766442,-0.13548061712853587,0.036154085325130994,0.8476829573584505
NQ,prior_rth_vwap,D_h,3,314,816,tested,0.36523128213290346,-0.04877823356410181,0.05118619899204041,0.9830235233716444
NQ,prior_rth_vwap,D_h,5,314,816,tested,0.15305427624987614,-0.32596495085339205,0.025904457613526603,0.9528256122705654
NQ,prior_rth_vwap,D_h,10,314,816,tested,0.1707452989044892,-0.3821502297368225,0.06870217019049134,0.9994710548560781
NQ,prior_rth_vwap,D_h,15,314,816,tested,0.20209847413337234,-0.533028719974086,0.034003194152911184,0.9966175799819441
NQ,q_D_p25,D_h,1,1133,880,tested,0.8979220287682939,-0.05555555555555555,-0.06771228372041611,0.9922104174996967
NQ,q_D_p25,D_h,3,1133,880,tested,0.9201041329011104,-0.006172839506172839,0.005020762181551029,0.9830235233716444
NQ,q_D_p25,D_h,5,1133,880,tested,0.8262558716309026,0.03982300884955752,0.07558111025921083,0.9528256122705654
NQ,q_D_p25,D_h,10,1133,880,tested,0.800105324598868,0.11702127659574468,0.2213101351870087,0.9994710548560781
NQ,q_D_p25,D_h,15,1133,880,tested,0.8397078825685403,-0.20909090909090908,-0.2049790598734464,0.9966175799819441
NQ,q_D_p75,D_h,1,916,924,tested,0.9442048607760956,-0.047532151546750084,-0.037842710061566656,0.9922104174996967
NQ,q_D_p75,D_h,3,916,924,tested,0.9249449148758186,0.09722222222222222,0.11023469378266405,0.9830235233716444
NQ,q_D_p75,D_h,5,916,924,tested,0.6337362234764186,0.07881773399014778,0.01778852257461925,0.9528256122705654
NQ,q_D_p75,D_h,10,916,924,tested,0.6708646991749221,0.16319942611190819,0.14378448062588306,0.9994710548560781
NQ,q_D_p75,D_h,15,916,924,tested,0.7785446043671544,-0.025240384615384616,-0.06508340317527561,0.9966175799819441
NQ,q_D_p90,D_h,1,810,826,tested,0.5916128071502015,-0.0014084507042048564,-0.039814576391027576,0.9922104174996967
NQ,q_D_p90,D_h,3,810,826,tested,0.44047814573400745,0.10777777777769997,-0.07812104546131868,0.9830235233716444
NQ,q_D_p90,D_h,5,810,826,tested,0.4777394097505915,0.1624024024024317,0.0018918062147057434,0.9528256122705654
NQ,q_D_p90,D_h,10,810,826,tested,0.7636641984798505,0.06885775862064418,-0.011204794047369144,0.9994710548560781
NQ,q_D_p90,D_h,15,810,826,tested,0.996617579981944,-0.06833333333332561,-0.021766478789982946,0.9966175799819441
NQ,q_D_p95,D_h,1,728,808,tested,0.6943810826970822,0.06380952380947877,-0.02289250072377114,0.9922104174996967
NQ,q_D_p95,D_h,3,728,808,tested,0.4225414425651506,0.08635620915026497,0.005430424074623642,0.9830235233716444
NQ,q_D_p95,D_h,5,728,808,tested,0.5701692769984801,0.18116381687809296,0.07119888904996508,0.9528256122705654
NQ,q_D_p95,D_h,10,728,808,tested,0.8583188045241967,-0.004352678571508693,0.08737059543821185,0.9994710548560781
NQ,q_D_p95,D_h,15,728,808,tested,0.9093305223639855,-0.0601651186791174,0.05747848535892823,0.9966175799819441
NQ,q_U_p25,D_h,1,1139,955,tested,0.8221831884701662,0.10810810810810811,0.1737409568976385,0.9922104174996967
NQ,q_U_p25,D_h,3,1139,955,tested,0.5345370583042361,0.007042253521126761,0.16088345146813798,0.9830235233716444
NQ,q_U_p25,D_h,5,1139,955,tested,0.7596506454308288,0.1752136752136752,0.20193268972051506,0.9528256122705654
NQ,q_U_p25,D_h,10,1139,955,tested,0.6821256011969532,0.0,0.139532290333208,0.9994710548560781
NQ,q_U_p25,D_h,15,1139,955,tested,0.726021468228921,0.28378378378378377,0.3820215867886681,0.9966175799819441
NQ,q_U_p75,D_h,1,940,928,tested,0.640185762140451,0.08129992737835876,0.09825103387561009,0.9922104174996967
NQ,q_U_p75,D_h,3,940,928,tested,0.9589809239135566,0.0839450627515984,0.07208754345399293,0.9830235233716444
NQ,q_U_p75,D_h,5,940,928,tested,0.8239897373133566,0.09590840840840842,0.07186920045702935,0.9528256122705654
NQ,q_U_p75,D_h,10,940,928,tested,0.7493872379415174,0.04838709677419355,0.08504977462520605,0.9994710548560781
NQ,q_U_p75,D_h,15,940,928,tested,0.7239013316422569,0.0025252525252525255,0.0785832312502518,0.9966175799819441
NQ,q_U_p90,D_h,1,812,798,tested,0.8572652951411299,0.03373983739839173,0.011561680325518381,0.9922104174996967
NQ,q_U_p90,D_h,3,812,798,tested,0.8990264763885472,0.0348067693862011,0.07157912690074886,0.9830235233716444
NQ,q_U_p90,D_h,5,812,798,tested,0.8780189369611168,0.059712823898313123,0.08072582089041272,0.9528256122705654
NQ,q_U_p90,D_h,10,812,798,tested,0.928791586712116,0.17322095380350822,0.10038305199581171,0.9994710548560781
NQ,q_U_p90,D_h,15,812,798,tested,0.9314333546666387,0.1487775790101914,0.2088022338886975,0.9966175799819441
NQ,q_U_p95,D_h,1,731,778,tested,0.6490741195664778,0.03548387096777323,0.07962758830375319,0.9922104174996967
NQ,q_U_p95,D_h,3,731,778,tested,0.8812710370236567,0.11272727272721982,0.1103171811988182,0.9830235233716444
NQ,q_U_p95,D_h,5,731,778,tested,0.7609655850774923,0.15526315789458367,0.10230692927999581,0.9528256122705654
NQ,q_U_p95,D_h,10,731,778,tested,0.896495270081148,0.18974358974362707,0.09969987257377028,0.9994710548560781
NQ,q_U_p95,D_h,15,731,778,tested,0.9624282471708293,0.21860465116282454,0.22969942902630275,0.9966175799819441
NQ,vwap_on_j+0,D_h,1,748,897,tested,0.6648959069006135,0.05903407261273989,0.003117461539931646,0.9922104174996967
NQ,vwap_on_j+0,D_h,3,748,897,tested,0.26682584264867804,0.1543296527109655,-0.02284245279602232,0.9830235233716444
NQ,vwap_on_j+0,D_h,5,748,897,tested,0.43003104192113983,0.1278163403094976,0.029049391245691017,0.9528256122705654
NQ,vwap_on_j+0,D_h,10,748,897,tested,0.7987883140866737,0.12595967862714375,0.1458569143539465,0.9994710548560781
NQ,vwap_on_j+0,D_h,15,748,897,tested,0.6462983948922352,-0.1011162699662176,0.19192450513316964,0.9966175799819441
NQ,vwap_on_j+1,D_h,1,711,873,tested,0.0812959362505257,0.017284788053384934,0.08540859493167283,0.8476829573584505
NQ,vwap_on_j+1,D_h,3,711,873,tested,0.8135071596477075,0.1527159026136151,0.12346832580967909,0.9830235233716444
NQ,vwap_on_j+1,D_h,5,711,873,tested,0.30650551507058654,-0.005508349942233921,0.2229066575251431,0.9528256122705654
NQ,vwap_on_j+1,D_h,10,711,873,tested,0.929332344310921,0.12085192047022046,0.24625255506217233,0.9994710548560781
NQ,vwap_on_j+1,D_h,15,711,873,tested,0.9360934158586013,0.08520963151535067,0.3130347251151122,0.9966175799819441
NQ,vwap_on_j+2,D_h,1,503,829,tested,0.24693808661859984,0.14952070221845007,0.06460410758176854,0.8476829573584505
NQ,vwap_on_j+2,D_h,3,503,829,tested,0.4051196199335869,0.15116145922299687,0.14237872860429912,0.9830235233716444
NQ,vwap_on_j+2,D_h,5,503,829,tested,0.3165930309779196,0.23192703428386238,0.10952752856102939,0.9528256122705654
NQ,vwap_on_j+2,D_h,10,503,829,tested,0.6217333233922926,0.24578919450332729,0.15667163836849496,0.9994710548560781
NQ,vwap_on_j+2,D_h,15,503,829,tested,0.6326733474962509,0.1982128500719371,0.2270741440513203,0.9966175799819441
NQ,vwap_on_j+3,D_h,1,304,789,tested,0.37776649313539323,0.04840749116417746,0.056876883684344647,0.9922104174996967
NQ,vwap_on_j+3,D_h,3,304,789,tested,0.9697210502381304,0.06709369738153462,0.06565926355589324,0.9830235233716444
NQ,vwap_on_j+3,D_h,5,304,789,tested,0.7025897634156686,0.03202690954914884,-0.04716856023343548,0.9528256122705654
NQ,vwap_on_j+3,D_h,10,304,789,tested,0.5369127632572468,0.136245283956495,0.08723258312258278,0.9994710548560781
NQ,vwap_on_j+3,D_h,15,304,789,tested,0.5090883139510225,0.35223229791289784,0.07645763798101167,0.9966175799819441
NQ,vwap_on_j-1,D_h,1,663,842,tested,0.2676893549553001,0.09645649526326451,-0.05189321510549856,0.8476829573584505
NQ,vwap_on_j-1,D_h,3,663,842,tested,0.891806561686421,0.059991121359053066,0.02132285406518858,0.9830235233716444
NQ,vwap_on_j-1,D_h,5,663,842,tested,0.5624144826061186,-0.008758504890693075,0.037886727273581354,0.9528256122705654
NQ,vwap_on_j-1,D_h,10,663,842,tested,0.5420445082061824,-0.025943926105512594,0.252704856499182,0.9994710548560781
NQ,vwap_on_j-1,D_h,15,663,842,tested,0.8114736136503763,-0.10954861035479851,-0.032000818715589824,0.9966175799819441
NQ,vwap_on_j-2,D_h,1,482,832,tested,0.4647242458907025,-0.048226203192418673,-0.021470586434598735,0.9922104174996967
NQ,vwap_on_j-2,D_h,3,482,832,tested,0.30939311424702365,-0.027367866640404772,0.10306807701050785,0.9830235233716444
NQ,vwap_on_j-2,D_h,5,482,832,tested,0.19424216725166366,-0.08930465007483127,0.2102158192670741,0.9528256122705654
NQ,vwap_on_j-2,D_h,10,482,832,tested,0.356258793405816,0.10660053557137071,0.2278255746082585,0.9994710548560781
NQ,vwap_on_j-2,D_h,15,482,832,tested,0.9783979975208669,0.05115937770829014,0.06617665307547632,0.9966175799819441
NQ,vwap_on_j-3,D_h,1,298,810,tested,0.5303642859095494,0.06390131121944022,0.051386792619532703,0.9922104174996967
NQ,vwap_on_j-3,D_h,3,298,810,tested,0.9830235233716446,-0.029114691296079534,-0.04056909757465079,0.9830235233716444
NQ,vwap_on_j-3,D_h,5,298,810,tested,0.5406818024786377,-0.10155857793053905,0.16276284140500039,0.9528256122705654
NQ,vwap_on_j-3,D_h,10,298,810,tested,0.6381054618526317,-0.07060755439397602,0.01593575810431458,0.9994710548560781
NQ,vwap_on_j-3,D_h,15,298,810,tested,0.8279459215732993,0.03866376498484705,-0.18934453254066713,0.9966175799819441
ES,mad_D_1.0,MFE_h,1,1065,1054,tested,0.884020031137689,1.0086999999998625,1.045363665782101,0.9514577070080334
ES,mad_D_1.0,MFE_h,3,1065,1054,tested,0.9959978638990623,1.6983749999999418,1.7140697531417572,0.9959978638990623
ES,mad_D_1.0,MFE_h,5,1065,1054,tested,0.9618390892587381,2.1782666666667865,2.173073546495834,0.9936655382405644
ES,mad_D_1.0,MFE_h,10,1065,1054,tested,0.9258327214022674,2.888050000000021,2.8702838895439946,0.9557247131256122
ES,mad_D_1.0,MFE_h,15,1065,1054,tested,0.9452544206898373,3.344933333333453,3.359989617183055,0.9910382187086891
ES,mad_D_1.5,MFE_h,1,999,996,tested,0.933709160538153,0.9104400000000169,0.9820994991616316,0.9514577070080334
ES,mad_D_1.5,MFE_h,3,999,996,tested,0.8348184544180255,1.6972142857141859,1.696329506067507,0.9784495442675866
ES,mad_D_1.5,MFE_h,5,999,996,tested,0.9404291236895667,2.0978333333332557,2.1277800319698694,0.9936655382405644
ES,mad_D_1.5,MFE_h,10,999,996,tested,0.9370490268795016,2.718164705882373,2.729310545303088,0.9557247131256122
ES,mad_D_1.5,MFE_h,15,999,996,tested,0.9986661668974477,3.2686428571427575,3.246728814605967,0.9986661668974478
ES,mad_D_2.0,MFE_h,1,953,952,tested,0.6971572413541641,0.8364249999999629,0.9044973170997699,0.8904280616578212
ES,mad_D_2.0,MFE_h,3,953,952,tested,0.7570656912839212,1.578755555555593,1.6520494270707786,0.9784495442675866
ES,mad_D_2.0,MFE_h,5,953,952,tested,0.7503042003098077,2.0115999999998166,1.9900565274261908,0.9936655382405644
ES,mad_D_2.0,MFE_h,10,953,952,tested,0.6461696774456522,2.6278400000002877,2.6369607432601088,0.9557247131256122
ES,mad_D_2.0,MFE_h,15,953,952,tested,0.7896428584617904,3.220880000000034,3.2203225305765955,0.9910382187086891
ES,mad_U_1.0,MFE_h,1,1091,1081,tested,0.6665173171656096,0.7747866666667202,0.818330337217958,0.8904280616578212
ES,mad_U_1.0,MFE_h,3,1091,1081,tested,0.8142471929542209,1.335921739130477,1.3518392897561473,0.9784495442675866
ES,mad_U_1.0,MFE_h,5,1091,1081,tested,0.8632265921284018,1.7586999999998625,1.7596801145839436,0.9936655382405644
ES,mad_U_1.0,MFE_h,10,1091,1081,tested,0.9436512416087843,2.172466666666878,2.2328429730382813,0.9557247131256122
ES,mad_U_1.0,MFE_h,15,1091,1081,tested,0.9619488750756073,2.7562142857142526,2.7598508712341348,0.9910382187086891
ES,mad_U_1.5,MFE_h,1,1019,1010,tested,0.5673435447847861,0.828846666666747,0.8192809308115521,0.8623621880728749
ES,mad_U_1.5,MFE_h,3,1019,1010,tested,0.4501538138038088,1.3064000000000198,1.343057233234443,0.9784495442675866
ES,mad_U_1.5,MFE_h,5,1019,1010,tested,0.6000575656685301,1.638050000000021,1.6390354984702125,0.9936655382405644
ES,mad_U_1.5,MFE_h,10,1019,1010,tested,0.6145376303537364,2.184066666666695,2.219192051337111,0.9557247131256122
ES,mad_U_1.5,MFE_h,15,1019,1010,tested,0.6076398010764706,2.749056249999967,2.801790024927868,0.9910382187086891
ES,mad_U_2.0,MFE_h,1,943,949,tested,0.7264018397734857,0.7674000000001797,0.8001510909314978,0.8904280616578212
ES,mad_U_2.0,MFE_h,3,943,949,tested,0.7947492986044442,1.2829066666667737,1.3231588171144144,0.9784495442675866
ES,mad_U_2.0,MFE_h,5,943,949,tested,0.6410658600527089,1.6782666666664834,1.6914004394099418,0.9936655382405644
ES,mad_U_2.0,MFE_h,10,943,949,tested,0.680510737051381,2.307616666666642,2.3289917882871123,0.9557247131256122
ES,mad_U_2.0,MFE_h,15,943,949,tested,0.7152431713318039,2.7341714285713743,2.810541360215666,0.9910382187086891
ES,mult_D_0.5,MFE_h,1,1139,1081,tested,0.21484530959566894,0.9666666666666667,0.9890881419731967,0.6921079099143994
ES,mult_D_0.5,MFE_h,3,1139,1081,tested,0.24777904656454752,1.5,1.7034593871986934,0.9784495442675866
ES,mult_D_0.5,MFE_h,5,1139,1081,tested,0.3696489736547778,2.1666666666666665,2.1929846579905643,0.9936655382405644
ES,mult_D_0.5,MFE_h,10,1139,1081,tested,0.4294827702153743,2.8333333333333335,2.8834196059877804,0.9557247131256122
ES,mult_D_0.5,MFE_h,15,1139,1081,tested,0.4659170530936596,3.25,3.3976518924191623,0.9910382187086891
ES,mult_D_1.0,MFE_h,1,1050,997,tested,0.5118561908987802,1.0,0.9389530374978676,0.8456754458327673
ES,mult_D_1.0,MFE_h,3,1050,997,tested,0.8953305678315184,1.7100840336134453,1.6805758682148735,0.9784495442675866
ES,mult_D_1.0,MFE_h,5,1050,997,tested,0.6593563645551151,2.142857142857143,2.143518440590318,0.9936655382405644
ES,mult_D_1.0,MFE_h,10,1050,997,tested,0.6344091113003294,2.7777777777777777,2.8602661005769243,0.9557247131256122
ES,mult_D_1.0,MFE_h,15,1050,997,tested,0.6611147495523971,3.3095238095238093,3.3534546872191036,0.9910382187086891
ES,mult_D_1.5,MFE_h,1,968,934,tested,0.9433880192085748,0.8875,0.9182682676959202,0.9514577070080334
ES,mult_D_1.5,MFE_h,3,968,934,tested,0.9527008720500186,1.6055555555555556,1.6122043677968705,0.9784495442675866
ES,mult_D_1.5,MFE_h,5,968,934,tested,0.9916631762473912,2.0555555555555554,2.0589228567268947,0.9936655382405644
ES,mult_D_1.5,MFE_h,10,968,934,tested,0.9557247131256124,2.75,2.7526888030509395,0.9557247131256122
ES,mult_D_1.5,MFE_h,15,968,934,tested,0.9340583990227886,3.3,3.2714618543475353,0.9910382187086891
ES,mult_D_2.0,MFE_h,1,917,843,tested,0.20600918008212632,0.8,0.8166853878886157,0.6921079099143994
ES,mult_D_2.0,MFE_h,3,917,843,tested,0.7385024900478849,1.4545454545454546,1.5473118010646432,0.9784495442675866
ES,mult_D_2.0,MFE_h,5,917,843,tested,0.6702918294804341,2.0,1.9694481235369143,0.9936655382405644
ES,mult_D_2.0,MFE_h,10,917,843,tested,0.5774335564342217,2.6666666666666665,2.7045049296848447,0.9557247131256122
ES,mult_D_2.0,MFE_h,15,917,843,tested,0.6274151861248067,3.2,3.2461217829735687,0.9910382187086891
ES,mult_U_0.5,MFE_h,1,1154,1095,tested,0.7084719440677851,0.7928571428571429,0.8306544466868218,0.8904280616578212
ES,mult_U_0.5,MFE_h,3,1154,1095,tested,0.9460605756565335,1.3333333333333333,1.2844602220883155,0.9784495442675866
ES,mult_U_0.5,MFE_h,5,1154,1095,tested,0.9900068616359349,1.75,1.7659460803047946,0.9936655382405644
ES,mult_U_0.5,MFE_h,10,1154,1095,tested,0.9292638302475046,2.25,2.16076705703185,0.9557247131256122
ES,mult_U_0.5,MFE_h,15,1154,1095,tested,0.8868901490857278,2.6180555555555554,2.7371544355713318,0.9910382187086891
ES,mult_U_1.0,MFE_h,1,1055,995,tested,0.11382707587680292,0.75,0.8482413722587807,0.6365585230733537
ES,mult_U_1.0,MFE_h,3,1055,995,tested,0.23340857809185933,1.25,1.3319202168654556,0.9784495442675866
ES,mult_U_1.0,MFE_h,5,1055,995,tested,0.5116345874716446,1.6666666666666667,1.6766755571656435,0.9936655382405644
ES,mult_U_1.0,MFE_h,10,1055,995,tested,0.47333707647502143,2.125,2.2903447538628825,0.9557247131256122
ES,mult_U_1.0,MFE_h,15,1055,995,tested,0.5223773416825699,2.7333333333333334,2.7928337598926496,0.9910382187086891
ES,mult_U_1.5,MFE_h,1,950,900,tested,0.6782522121296451,0.7792207792207793,0.8287191937878771,0.8904280616578212
ES,mult_U_1.5,MFE_h,3,950,900,tested,0.725616318985634,1.25,1.3377375335367412,0.9784495442675866
ES,mult_U_1.5,MFE_h,5,950,900,tested,0.8305053453283745,1.6428571428571428,1.729487957550608,0.9936655382405644
ES,mult_U_1.5,MFE_h,10,950,900,tested,0.741078007071218,2.309475806451613,2.3346236207763313,0.9557247131256122
ES,mult_U_1.5,MFE_h,15,950,900,tested,0.7848611771451086,2.75,2.776789083860497,0.9910382187086891
ES,mult_U_2.0,MFE_h,1,862,781,tested,0.30317160161454193,0.6794871794871795,0.7773870356286352,0.6921079099143994
ES,mult_U_2.0,MFE_h,3,862,781,tested,0.8381268064354,1.3229166666666665,1.345465448568575,0.9784495442675866
ES,mult_U_2.0,MFE_h,5,862,781,tested,0.9358242972116568,1.6833333333333333,1.6796954866689096,0.9936655382405644
ES,mult_U_2.0,MFE_h,10,862,781,tested,0.853050164186772,2.25,2.166071118420708,0.9557247131256122
ES,mult_U_2.0,MFE_h,15,862,781,tested,0.8700678177216069,2.6904761904761907,2.711486453010568,0.9910382187086891
ES,overnight_high,MFE_h,1,426,803,tested,0.09844056999174498,0.75,0.819666003552508,0.6365585230733537
ES,overnight_high,MFE_h,3,426,803,tested,0.23650970112465597,1.2696969696969695,1.3913534025341505,0.9784495442675866
ES,overnight_high,MFE_h,5,426,803,tested,0.07088489054421777,1.554945054945055,1.7534655233644116,0.8978752802267586
ES,overnight_high,MFE_h,10,426,803,tested,0.025114442599351146,2.0,2.2526228124737497,0.3181162729251145
ES,overnight_high,MFE_h,15,426,803,tested,0.009324536182473808,2.25,2.7323154903842806,0.17716618746700236
ES,overnight_low,MFE_h,1,366,841,tested,0.11726078056614411,1.1428571428571428,0.9240476478075834,0.6365585230733537
ES,overnight_low,MFE_h,3,366,841,tested,0.20475121007810615,1.75,1.6228472129312448,0.9784495442675866
