instrument,level_id,n_mutually_eligible,n_real_touched,n_synth_touched,real_touch_rate,synth_touch_rate,n_real_only,n_synth_only,n_both_touched,n_neither_touched,n_discordant,paired_touch_rate_diff,diff_ci_lo,diff_ci_hi,discordant_odds_ratio,or_ci_lo,or_ci_hi,p_raw,confirmatory_eligible,status,p_bonferroni,bonferroni_alpha,bonferroni_survivor
NQ,q_D_p25,1224,1134,1131,0.9264705882352942,0.9240196078431373,21,18,1113,72,39,0.002450980392156854,-0.007548237057051871,0.012450197841365597,1.1666666666666667,0.6216257390029496,2.189599023512527,0.7492586247608418,True,tested,1.0,0.0006578947368421052,False
NQ,q_D_p75,1224,916,924,0.7483660130718954,0.7549019607843137,12,20,904,288,32,-0.006535947712418277,-0.01558690544467967,0.002515010019843069,0.6,0.29331257426324187,1.2273595869671359,0.21532714972272515,True,tested,1.0,0.0006578947368421052,False
NQ,q_D_p90,1224,810,826,0.6617647058823529,0.6748366013071896,19,35,791,379,54,-0.013071895424836666,-0.02481624191810622,-0.0013275489315669829,0.5428571428571428,0.310542828254212,0.9489637201017003,0.04022356409571669,True,tested,1.0,0.0006578947368421052,False
NQ,q_D_p95,1224,728,808,0.5947712418300654,0.6601307189542484,7,87,721,409,94,-0.065359477124183,-0.08044675194295389,-0.05027220230541213,0.08045977011494253,0.037252562620056426,0.17378065162862064,1.1216378996042042e-18,True,tested,8.524448036991952e-17,0.0006578947368421052,True
NQ,q_U_p25,1224,1140,1141,0.9313725490196079,0.9321895424836601,20,21,1120,63,41,-0.0008169934640522847,-0.011070260182730066,0.00943627325462549,0.9523809523809523,0.5162451722164095,1.7569742581104928,1.0,True,tested,1.0,0.0006578947368421052,False
NQ,q_U_p75,1224,941,929,0.7687908496732027,0.7589869281045751,22,10,919,273,32,0.009803921568627527,0.0007622269211102414,0.01884561621614466,2.2,1.0417923991244906,4.645839232526055,0.050102459732443094,True,tested,1.0,0.0006578947368421052,False
NQ,q_U_p90,1224,813,799,0.6642156862745098,0.6527777777777778,35,21,778,390,56,0.011437908496731986,-0.000528032306803471,0.023403849300267524,1.6666666666666667,0.970265266009056,2.8629055116066082,0.08142681460950618,True,tested,1.0,0.0006578947368421052,False
NQ,q_U_p95,1224,732,779,0.5980392156862745,0.636437908496732,17,64,715,428,81,-0.03839869281045749,-0.052649000838767786,-0.02414838478214725,0.265625,0.15560091411056037,0.4534461833229772,1.4266367729635823e-07,True,tested,1.0842439474523225e-05,0.0006578947368421052,True
NQ,vwap_on_j+0,1224,805,942,0.6576797385620915,0.7696078431372549,131,268,674,151,399,-0.11192810457516345,-0.14329353311531112,-0.0805626760350157,0.48880597014925375,0.3966352201930216,0.6023955117684148,6.1605652892067006e-12,True,tested,4.682029619797092e-10,0.0006578947368421052,True
NQ,vwap_on_j+1,1224,761,919,0.6217320261437909,0.7508169934640523,59,217,702,246,276,-0.12908496732026142,-0.15468608731118644,-0.10348384732933646,0.271889400921659,0.20389787547598123,0.3625532937063225,2.0820759819735676e-22,True,tested,1.5823777462999113e-20,0.0006578947368421052,True
NQ,vwap_on_j+2,1224,514,840,0.4199346405228758,0.6862745098039216,5,331,509,379,336,-0.26633986928104575,-0.2916168571870695,-0.24106288137502205,0.015105740181268883,0.006245995889152029,0.0365327468146925,5.024038795393544e-91,True,tested,3.818269484499094e-89,0.0006578947368421052,True
NQ,vwap_on_j+3,1224,305,790,0.24918300653594772,0.6454248366013072,3,488,302,431,491,-0.3962418300653595,-0.4239228096679973,-0.36856085046272163,0.006147540983606557,0.001975798587662296,0.01912758738725333,6.171693924723627e-141,True,tested,4.690487382789957e-139,0.0006578947368421052,True
NQ,vwap_on_j-1,1224,706,895,0.576797385620915,0.7312091503267973,44,233,662,285,277,-0.15441176470588236,-0.1796198279378152,-0.12920370147394952,0.1888412017167382,0.13682894826245381,0.26062466984267,3.0374931763379026e-32,True,tested,2.3084948140168058e-30,0.0006578947368421052,True
NQ,vwap_on_j-2,1224,489,838,0.39950980392156865,0.684640522875817,9,358,480,377,367,-0.28513071895424835,-0.31132026223681686,-0.25894117567167985,0.025139664804469275,0.012974063132833526,0.04871278488553511,2.05737418111109e-93,True,tested,1.5636043776444282e-91,0.0006578947368421052,True
NQ,vwap_on_j-3,1224,300,811,0.24509803921568626,0.6625816993464052,1,512,299,412,513,-0.4174836601307189,-0.4452036635835246,-0.38976365667791335,0.001953125,0.00027458827779043517,0.01389242576675603,3.833587135836906e-152,True,tested,2.913526223236049e-150,0.0006578947368421052,True
