instrument,level_id,horizon,k,arm,barrier_order,n
NQ,mad_U_1.0,3,1.5,REAL,SAME_BAR_BARRIER_TIE,26
NQ,mad_U_1.0,3,1.5,SYNTHETIC,CONTINUATION_FIRST,465
NQ,mad_U_1.0,3,1.5,SYNTHETIC,REJECTION_FIRST,444
NQ,mad_U_1.0,3,1.5,SYNTHETIC,NEITHER_REACHED,142
NQ,mad_U_1.0,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,30
NQ,mad_U_1.0,3,2.0,REAL,REJECTION_FIRST,380
NQ,mad_U_1.0,3,2.0,REAL,CONTINUATION_FIRST,376
NQ,mad_U_1.0,3,2.0,REAL,NEITHER_REACHED,314
NQ,mad_U_1.0,3,2.0,REAL,SAME_BAR_BARRIER_TIE,13
NQ,mad_U_1.0,3,2.0,SYNTHETIC,CONTINUATION_FIRST,380
NQ,mad_U_1.0,3,2.0,SYNTHETIC,REJECTION_FIRST,376
NQ,mad_U_1.0,3,2.0,SYNTHETIC,NEITHER_REACHED,314
NQ,mad_U_1.0,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.0,5,0.5,REAL,CONTINUATION_FIRST,450
NQ,mad_U_1.0,5,0.5,REAL,REJECTION_FIRST,373
NQ,mad_U_1.0,5,0.5,REAL,SAME_BAR_BARRIER_TIE,257
NQ,mad_U_1.0,5,0.5,REAL,NEITHER_REACHED,3
NQ,mad_U_1.0,5,0.5,SYNTHETIC,CONTINUATION_FIRST,461
NQ,mad_U_1.0,5,0.5,SYNTHETIC,REJECTION_FIRST,366
NQ,mad_U_1.0,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.0,5,0.5,SYNTHETIC,NEITHER_REACHED,4
NQ,mad_U_1.0,5,1.0,REAL,CONTINUATION_FIRST,523
NQ,mad_U_1.0,5,1.0,REAL,REJECTION_FIRST,458
NQ,mad_U_1.0,5,1.0,REAL,SAME_BAR_BARRIER_TIE,85
NQ,mad_U_1.0,5,1.0,REAL,NEITHER_REACHED,17
NQ,mad_U_1.0,5,1.0,SYNTHETIC,CONTINUATION_FIRST,517
NQ,mad_U_1.0,5,1.0,SYNTHETIC,REJECTION_FIRST,450
NQ,mad_U_1.0,5,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,91
NQ,mad_U_1.0,5,1.0,SYNTHETIC,NEITHER_REACHED,23
NQ,mad_U_1.0,5,1.5,REAL,CONTINUATION_FIRST,504
NQ,mad_U_1.0,5,1.5,REAL,REJECTION_FIRST,474
NQ,mad_U_1.0,5,1.5,REAL,NEITHER_REACHED,79
NQ,mad_U_1.0,5,1.5,REAL,SAME_BAR_BARRIER_TIE,26
NQ,mad_U_1.0,5,1.5,SYNTHETIC,CONTINUATION_FIRST,500
NQ,mad_U_1.0,5,1.5,SYNTHETIC,REJECTION_FIRST,476
NQ,mad_U_1.0,5,1.5,SYNTHETIC,NEITHER_REACHED,75
NQ,mad_U_1.0,5,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,30
NQ,mad_U_1.0,5,2.0,REAL,CONTINUATION_FIRST,442
NQ,mad_U_1.0,5,2.0,REAL,REJECTION_FIRST,440
NQ,mad_U_1.0,5,2.0,REAL,NEITHER_REACHED,188
NQ,mad_U_1.0,5,2.0,REAL,SAME_BAR_BARRIER_TIE,13
NQ,mad_U_1.0,5,2.0,SYNTHETIC,CONTINUATION_FIRST,448
NQ,mad_U_1.0,5,2.0,SYNTHETIC,REJECTION_FIRST,439
NQ,mad_U_1.0,5,2.0,SYNTHETIC,NEITHER_REACHED,183
NQ,mad_U_1.0,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.0,10,0.5,REAL,CONTINUATION_FIRST,451
NQ,mad_U_1.0,10,0.5,REAL,REJECTION_FIRST,373
NQ,mad_U_1.0,10,0.5,REAL,SAME_BAR_BARRIER_TIE,257
NQ,mad_U_1.0,10,0.5,REAL,NEITHER_REACHED,2
NQ,mad_U_1.0,10,0.5,SYNTHETIC,CONTINUATION_FIRST,462
NQ,mad_U_1.0,10,0.5,SYNTHETIC,REJECTION_FIRST,367
NQ,mad_U_1.0,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.0,10,0.5,SYNTHETIC,NEITHER_REACHED,2
NQ,mad_U_1.0,10,1.0,REAL,CONTINUATION_FIRST,524
NQ,mad_U_1.0,10,1.0,REAL,REJECTION_FIRST,466
NQ,mad_U_1.0,10,1.0,REAL,SAME_BAR_BARRIER_TIE,85
NQ,mad_U_1.0,10,1.0,REAL,NEITHER_REACHED,8
NQ,mad_U_1.0,10,1.0,SYNTHETIC,CONTINUATION_FIRST,524
NQ,mad_U_1.0,10,1.0,SYNTHETIC,REJECTION_FIRST,457
NQ,mad_U_1.0,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,91
NQ,mad_U_1.0,10,1.0,SYNTHETIC,NEITHER_REACHED,9
NQ,mad_U_1.0,10,1.5,REAL,CONTINUATION_FIRST,529
NQ,mad_U_1.0,10,1.5,REAL,REJECTION_FIRST,500
NQ,mad_U_1.0,10,1.5,REAL,SAME_BAR_BARRIER_TIE,27
NQ,mad_U_1.0,10,1.5,REAL,NEITHER_REACHED,27
NQ,mad_U_1.0,10,1.5,SYNTHETIC,CONTINUATION_FIRST,527
NQ,mad_U_1.0,10,1.5,SYNTHETIC,REJECTION_FIRST,497
NQ,mad_U_1.0,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,31
NQ,mad_U_1.0,10,1.5,SYNTHETIC,NEITHER_REACHED,26
NQ,mad_U_1.0,10,2.0,REAL,CONTINUATION_FIRST,499
NQ,mad_U_1.0,10,2.0,REAL,REJECTION_FIRST,490
NQ,mad_U_1.0,10,2.0,REAL,NEITHER_REACHED,81
NQ,mad_U_1.0,10,2.0,REAL,SAME_BAR_BARRIER_TIE,13
NQ,mad_U_1.0,10,2.0,SYNTHETIC,CONTINUATION_FIRST,507
NQ,mad_U_1.0,10,2.0,SYNTHETIC,REJECTION_FIRST,487
NQ,mad_U_1.0,10,2.0,SYNTHETIC,NEITHER_REACHED,76
NQ,mad_U_1.0,10,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.0,15,0.5,REAL,CONTINUATION_FIRST,451
NQ,mad_U_1.0,15,0.5,REAL,REJECTION_FIRST,374
NQ,mad_U_1.0,15,0.5,REAL,SAME_BAR_BARRIER_TIE,257
NQ,mad_U_1.0,15,0.5,REAL,NEITHER_REACHED,1
NQ,mad_U_1.0,15,0.5,SYNTHETIC,CONTINUATION_FIRST,463
NQ,mad_U_1.0,15,0.5,SYNTHETIC,REJECTION_FIRST,368
NQ,mad_U_1.0,15,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.0,15,1.0,REAL,CONTINUATION_FIRST,525
NQ,mad_U_1.0,15,1.0,REAL,REJECTION_FIRST,467
NQ,mad_U_1.0,15,1.0,REAL,SAME_BAR_BARRIER_TIE,85
NQ,mad_U_1.0,15,1.0,REAL,NEITHER_REACHED,6
NQ,mad_U_1.0,15,1.0,SYNTHETIC,CONTINUATION_FIRST,525
NQ,mad_U_1.0,15,1.0,SYNTHETIC,REJECTION_FIRST,458
NQ,mad_U_1.0,15,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,91
NQ,mad_U_1.0,15,1.0,SYNTHETIC,NEITHER_REACHED,7
NQ,mad_U_1.0,15,1.5,REAL,CONTINUATION_FIRST,534
NQ,mad_U_1.0,15,1.5,REAL,REJECTION_FIRST,503
NQ,mad_U_1.0,15,1.5,REAL,SAME_BAR_BARRIER_TIE,27
NQ,mad_U_1.0,15,1.5,REAL,NEITHER_REACHED,19
NQ,mad_U_1.0,15,1.5,SYNTHETIC,CONTINUATION_FIRST,531
NQ,mad_U_1.0,15,1.5,SYNTHETIC,REJECTION_FIRST,503
NQ,mad_U_1.0,15,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,31
NQ,mad_U_1.0,15,1.5,SYNTHETIC,NEITHER_REACHED,16
NQ,mad_U_1.0,15,2.0,REAL,CONTINUATION_FIRST,519
NQ,mad_U_1.0,15,2.0,REAL,REJECTION_FIRST,504
NQ,mad_U_1.0,15,2.0,REAL,NEITHER_REACHED,47
NQ,mad_U_1.0,15,2.0,REAL,SAME_BAR_BARRIER_TIE,13
NQ,mad_U_1.0,15,2.0,SYNTHETIC,CONTINUATION_FIRST,524
NQ,mad_U_1.0,15,2.0,SYNTHETIC,REJECTION_FIRST,499
NQ,mad_U_1.0,15,2.0,SYNTHETIC,NEITHER_REACHED,47
NQ,mad_U_1.0,15,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.5,1,0.5,REAL,CONTINUATION_FIRST,404
NQ,mad_U_1.5,1,0.5,REAL,REJECTION_FIRST,324
NQ,mad_U_1.5,1,0.5,REAL,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.5,1,0.5,REAL,NEITHER_REACHED,21
NQ,mad_U_1.5,1,0.5,SYNTHETIC,CONTINUATION_FIRST,394
NQ,mad_U_1.5,1,0.5,SYNTHETIC,REJECTION_FIRST,336
NQ,mad_U_1.5,1,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,251
NQ,mad_U_1.5,1,0.5,SYNTHETIC,NEITHER_REACHED,21
NQ,mad_U_1.5,1,1.0,REAL,CONTINUATION_FIRST,402
NQ,mad_U_1.5,1,1.0,REAL,REJECTION_FIRST,313
NQ,mad_U_1.5,1,1.0,REAL,NEITHER_REACHED,214
NQ,mad_U_1.5,1,1.0,REAL,SAME_BAR_BARRIER_TIE,70
NQ,mad_U_1.5,1,1.0,SYNTHETIC,CONTINUATION_FIRST,394
NQ,mad_U_1.5,1,1.0,SYNTHETIC,REJECTION_FIRST,332
NQ,mad_U_1.5,1,1.0,SYNTHETIC,NEITHER_REACHED,204
NQ,mad_U_1.5,1,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,72
NQ,mad_U_1.5,1,1.5,REAL,NEITHER_REACHED,443
NQ,mad_U_1.5,1,1.5,REAL,CONTINUATION_FIRST,286
NQ,mad_U_1.5,1,1.5,REAL,REJECTION_FIRST,248
NQ,mad_U_1.5,1,1.5,REAL,SAME_BAR_BARRIER_TIE,22
NQ,mad_U_1.5,1,1.5,SYNTHETIC,NEITHER_REACHED,424
NQ,mad_U_1.5,1,1.5,SYNTHETIC,CONTINUATION_FIRST,288
NQ,mad_U_1.5,1,1.5,SYNTHETIC,REJECTION_FIRST,269
NQ,mad_U_1.5,1,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,21
NQ,mad_U_1.5,1,2.0,REAL,NEITHER_REACHED,600
NQ,mad_U_1.5,1,2.0,REAL,REJECTION_FIRST,196
NQ,mad_U_1.5,1,2.0,REAL,CONTINUATION_FIRST,192
NQ,mad_U_1.5,1,2.0,REAL,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.5,1,2.0,SYNTHETIC,NEITHER_REACHED,588
NQ,mad_U_1.5,1,2.0,SYNTHETIC,CONTINUATION_FIRST,203
NQ,mad_U_1.5,1,2.0,SYNTHETIC,REJECTION_FIRST,200
NQ,mad_U_1.5,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.5,3,0.5,REAL,CONTINUATION_FIRST,414
NQ,mad_U_1.5,3,0.5,REAL,REJECTION_FIRST,330
NQ,mad_U_1.5,3,0.5,REAL,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.5,3,0.5,REAL,NEITHER_REACHED,5
NQ,mad_U_1.5,3,0.5,SYNTHETIC,CONTINUATION_FIRST,406
NQ,mad_U_1.5,3,0.5,SYNTHETIC,REJECTION_FIRST,343
NQ,mad_U_1.5,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,252
NQ,mad_U_1.5,3,0.5,SYNTHETIC,NEITHER_REACHED,1
NQ,mad_U_1.5,3,1.0,REAL,CONTINUATION_FIRST,484
NQ,mad_U_1.5,3,1.0,REAL,REJECTION_FIRST,400
NQ,mad_U_1.5,3,1.0,REAL,SAME_BAR_BARRIER_TIE,70
NQ,mad_U_1.5,3,1.0,REAL,NEITHER_REACHED,45
NQ,mad_U_1.5,3,1.0,SYNTHETIC,CONTINUATION_FIRST,478
NQ,mad_U_1.5,3,1.0,SYNTHETIC,REJECTION_FIRST,402
NQ,mad_U_1.5,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,74
NQ,mad_U_1.5,3,1.0,SYNTHETIC,NEITHER_REACHED,48
NQ,mad_U_1.5,3,1.5,REAL,CONTINUATION_FIRST,414
NQ,mad_U_1.5,3,1.5,REAL,REJECTION_FIRST,375
NQ,mad_U_1.5,3,1.5,REAL,NEITHER_REACHED,186
NQ,mad_U_1.5,3,1.5,REAL,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,3,1.5,SYNTHETIC,CONTINUATION_FIRST,405
NQ,mad_U_1.5,3,1.5,SYNTHETIC,REJECTION_FIRST,395
NQ,mad_U_1.5,3,1.5,SYNTHETIC,NEITHER_REACHED,178
NQ,mad_U_1.5,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,3,2.0,REAL,NEITHER_REACHED,336
NQ,mad_U_1.5,3,2.0,REAL,CONTINUATION_FIRST,329
NQ,mad_U_1.5,3,2.0,REAL,REJECTION_FIRST,322
NQ,mad_U_1.5,3,2.0,REAL,SAME_BAR_BARRIER_TIE,12
NQ,mad_U_1.5,3,2.0,SYNTHETIC,REJECTION_FIRST,338
NQ,mad_U_1.5,3,2.0,SYNTHETIC,NEITHER_REACHED,332
NQ,mad_U_1.5,3,2.0,SYNTHETIC,CONTINUATION_FIRST,321
NQ,mad_U_1.5,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.5,5,0.5,REAL,CONTINUATION_FIRST,415
NQ,mad_U_1.5,5,0.5,REAL,REJECTION_FIRST,330
NQ,mad_U_1.5,5,0.5,REAL,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.5,5,0.5,REAL,NEITHER_REACHED,4
NQ,mad_U_1.5,5,0.5,SYNTHETIC,CONTINUATION_FIRST,407
NQ,mad_U_1.5,5,0.5,SYNTHETIC,REJECTION_FIRST,343
NQ,mad_U_1.5,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,252
NQ,mad_U_1.5,5,1.0,REAL,CONTINUATION_FIRST,502
NQ,mad_U_1.5,5,1.0,REAL,REJECTION_FIRST,409
NQ,mad_U_1.5,5,1.0,REAL,SAME_BAR_BARRIER_TIE,70
NQ,mad_U_1.5,5,1.0,REAL,NEITHER_REACHED,18
NQ,mad_U_1.5,5,1.0,SYNTHETIC,CONTINUATION_FIRST,497
NQ,mad_U_1.5,5,1.0,SYNTHETIC,REJECTION_FIRST,412
NQ,mad_U_1.5,5,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,74
NQ,mad_U_1.5,5,1.0,SYNTHETIC,NEITHER_REACHED,19
NQ,mad_U_1.5,5,1.5,REAL,CONTINUATION_FIRST,455
NQ,mad_U_1.5,5,1.5,REAL,REJECTION_FIRST,418
NQ,mad_U_1.5,5,1.5,REAL,NEITHER_REACHED,102
NQ,mad_U_1.5,5,1.5,REAL,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,5,1.5,SYNTHETIC,CONTINUATION_FIRST,448
NQ,mad_U_1.5,5,1.5,SYNTHETIC,REJECTION_FIRST,436
NQ,mad_U_1.5,5,1.5,SYNTHETIC,NEITHER_REACHED,94
NQ,mad_U_1.5,5,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,5,2.0,REAL,REJECTION_FIRST,400
NQ,mad_U_1.5,5,2.0,REAL,CONTINUATION_FIRST,395
NQ,mad_U_1.5,5,2.0,REAL,NEITHER_REACHED,192
NQ,mad_U_1.5,5,2.0,REAL,SAME_BAR_BARRIER_TIE,12
NQ,mad_U_1.5,5,2.0,SYNTHETIC,REJECTION_FIRST,402
NQ,mad_U_1.5,5,2.0,SYNTHETIC,CONTINUATION_FIRST,390
NQ,mad_U_1.5,5,2.0,SYNTHETIC,NEITHER_REACHED,199
NQ,mad_U_1.5,5,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.5,10,0.5,REAL,CONTINUATION_FIRST,417
NQ,mad_U_1.5,10,0.5,REAL,REJECTION_FIRST,330
NQ,mad_U_1.5,10,0.5,REAL,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.5,10,0.5,REAL,NEITHER_REACHED,2
NQ,mad_U_1.5,10,0.5,SYNTHETIC,CONTINUATION_FIRST,407
NQ,mad_U_1.5,10,0.5,SYNTHETIC,REJECTION_FIRST,343
NQ,mad_U_1.5,10,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,252
NQ,mad_U_1.5,10,1.0,REAL,CONTINUATION_FIRST,510
NQ,mad_U_1.5,10,1.0,REAL,REJECTION_FIRST,413
NQ,mad_U_1.5,10,1.0,REAL,SAME_BAR_BARRIER_TIE,70
NQ,mad_U_1.5,10,1.0,REAL,NEITHER_REACHED,6
NQ,mad_U_1.5,10,1.0,SYNTHETIC,CONTINUATION_FIRST,503
NQ,mad_U_1.5,10,1.0,SYNTHETIC,REJECTION_FIRST,418
NQ,mad_U_1.5,10,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,74
NQ,mad_U_1.5,10,1.0,SYNTHETIC,NEITHER_REACHED,7
NQ,mad_U_1.5,10,1.5,REAL,CONTINUATION_FIRST,491
NQ,mad_U_1.5,10,1.5,REAL,REJECTION_FIRST,452
NQ,mad_U_1.5,10,1.5,REAL,NEITHER_REACHED,32
NQ,mad_U_1.5,10,1.5,REAL,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,10,1.5,SYNTHETIC,CONTINUATION_FIRST,483
NQ,mad_U_1.5,10,1.5,SYNTHETIC,REJECTION_FIRST,465
NQ,mad_U_1.5,10,1.5,SYNTHETIC,NEITHER_REACHED,30
NQ,mad_U_1.5,10,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,10,2.0,REAL,REJECTION_FIRST,454
NQ,mad_U_1.5,10,2.0,REAL,CONTINUATION_FIRST,449
NQ,mad_U_1.5,10,2.0,REAL,NEITHER_REACHED,84
NQ,mad_U_1.5,10,2.0,REAL,SAME_BAR_BARRIER_TIE,12
NQ,mad_U_1.5,10,2.0,SYNTHETIC,CONTINUATION_FIRST,453
NQ,mad_U_1.5,10,2.0,SYNTHETIC,REJECTION_FIRST,451
NQ,mad_U_1.5,10,2.0,SYNTHETIC,NEITHER_REACHED,87
NQ,mad_U_1.5,10,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_1.5,15,0.5,REAL,CONTINUATION_FIRST,418
NQ,mad_U_1.5,15,0.5,REAL,REJECTION_FIRST,330
NQ,mad_U_1.5,15,0.5,REAL,SAME_BAR_BARRIER_TIE,250
NQ,mad_U_1.5,15,0.5,REAL,NEITHER_REACHED,1
NQ,mad_U_1.5,15,0.5,SYNTHETIC,CONTINUATION_FIRST,407
NQ,mad_U_1.5,15,0.5,SYNTHETIC,REJECTION_FIRST,343
NQ,mad_U_1.5,15,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,252
NQ,mad_U_1.5,15,1.0,REAL,CONTINUATION_FIRST,510
NQ,mad_U_1.5,15,1.0,REAL,REJECTION_FIRST,414
NQ,mad_U_1.5,15,1.0,REAL,SAME_BAR_BARRIER_TIE,70
NQ,mad_U_1.5,15,1.0,REAL,NEITHER_REACHED,5
NQ,mad_U_1.5,15,1.0,SYNTHETIC,CONTINUATION_FIRST,504
NQ,mad_U_1.5,15,1.0,SYNTHETIC,REJECTION_FIRST,419
NQ,mad_U_1.5,15,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,74
NQ,mad_U_1.5,15,1.0,SYNTHETIC,NEITHER_REACHED,5
NQ,mad_U_1.5,15,1.5,REAL,CONTINUATION_FIRST,498
NQ,mad_U_1.5,15,1.5,REAL,REJECTION_FIRST,459
NQ,mad_U_1.5,15,1.5,REAL,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,15,1.5,REAL,NEITHER_REACHED,18
NQ,mad_U_1.5,15,1.5,SYNTHETIC,CONTINUATION_FIRST,490
NQ,mad_U_1.5,15,1.5,SYNTHETIC,REJECTION_FIRST,472
NQ,mad_U_1.5,15,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,24
NQ,mad_U_1.5,15,1.5,SYNTHETIC,NEITHER_REACHED,16
NQ,mad_U_1.5,15,2.0,REAL,REJECTION_FIRST,470
NQ,mad_U_1.5,15,2.0,REAL,CONTINUATION_FIRST,465
NQ,mad_U_1.5,15,2.0,REAL,NEITHER_REACHED,52
NQ,mad_U_1.5,15,2.0,REAL,SAME_BAR_BARRIER_TIE,12
NQ,mad_U_1.5,15,2.0,SYNTHETIC,CONTINUATION_FIRST,477
NQ,mad_U_1.5,15,2.0,SYNTHETIC,REJECTION_FIRST,465
NQ,mad_U_1.5,15,2.0,SYNTHETIC,NEITHER_REACHED,49
NQ,mad_U_1.5,15,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_2.0,1,0.5,REAL,CONTINUATION_FIRST,391
NQ,mad_U_2.0,1,0.5,REAL,REJECTION_FIRST,301
NQ,mad_U_2.0,1,0.5,REAL,SAME_BAR_BARRIER_TIE,214
NQ,mad_U_2.0,1,0.5,REAL,NEITHER_REACHED,25
NQ,mad_U_2.0,1,0.5,SYNTHETIC,CONTINUATION_FIRST,379
NQ,mad_U_2.0,1,0.5,SYNTHETIC,REJECTION_FIRST,306
NQ,mad_U_2.0,1,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,222
NQ,mad_U_2.0,1,0.5,SYNTHETIC,NEITHER_REACHED,22
NQ,mad_U_2.0,1,1.0,REAL,CONTINUATION_FIRST,348
NQ,mad_U_2.0,1,1.0,REAL,REJECTION_FIRST,296
NQ,mad_U_2.0,1,1.0,REAL,NEITHER_REACHED,223
NQ,mad_U_2.0,1,1.0,REAL,SAME_BAR_BARRIER_TIE,64
NQ,mad_U_2.0,1,1.0,SYNTHETIC,CONTINUATION_FIRST,357
NQ,mad_U_2.0,1,1.0,SYNTHETIC,REJECTION_FIRST,297
NQ,mad_U_2.0,1,1.0,SYNTHETIC,NEITHER_REACHED,212
NQ,mad_U_2.0,1,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,63
NQ,mad_U_2.0,1,1.5,REAL,NEITHER_REACHED,432
NQ,mad_U_2.0,1,1.5,REAL,CONTINUATION_FIRST,252
NQ,mad_U_2.0,1,1.5,REAL,REJECTION_FIRST,228
NQ,mad_U_2.0,1,1.5,REAL,SAME_BAR_BARRIER_TIE,19
NQ,mad_U_2.0,1,1.5,SYNTHETIC,NEITHER_REACHED,428
NQ,mad_U_2.0,1,1.5,SYNTHETIC,CONTINUATION_FIRST,262
NQ,mad_U_2.0,1,1.5,SYNTHETIC,REJECTION_FIRST,218
NQ,mad_U_2.0,1,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,21
NQ,mad_U_2.0,1,2.0,REAL,NEITHER_REACHED,588
NQ,mad_U_2.0,1,2.0,REAL,CONTINUATION_FIRST,171
NQ,mad_U_2.0,1,2.0,REAL,REJECTION_FIRST,161
NQ,mad_U_2.0,1,2.0,REAL,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_2.0,1,2.0,SYNTHETIC,NEITHER_REACHED,587
NQ,mad_U_2.0,1,2.0,SYNTHETIC,REJECTION_FIRST,166
NQ,mad_U_2.0,1,2.0,SYNTHETIC,CONTINUATION_FIRST,165
NQ,mad_U_2.0,1,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_2.0,3,0.5,REAL,CONTINUATION_FIRST,402
NQ,mad_U_2.0,3,0.5,REAL,REJECTION_FIRST,314
NQ,mad_U_2.0,3,0.5,REAL,SAME_BAR_BARRIER_TIE,214
NQ,mad_U_2.0,3,0.5,REAL,NEITHER_REACHED,1
NQ,mad_U_2.0,3,0.5,SYNTHETIC,CONTINUATION_FIRST,389
NQ,mad_U_2.0,3,0.5,SYNTHETIC,REJECTION_FIRST,314
NQ,mad_U_2.0,3,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,223
NQ,mad_U_2.0,3,0.5,SYNTHETIC,NEITHER_REACHED,3
NQ,mad_U_2.0,3,1.0,REAL,CONTINUATION_FIRST,423
NQ,mad_U_2.0,3,1.0,REAL,REJECTION_FIRST,382
NQ,mad_U_2.0,3,1.0,REAL,SAME_BAR_BARRIER_TIE,65
NQ,mad_U_2.0,3,1.0,REAL,NEITHER_REACHED,61
NQ,mad_U_2.0,3,1.0,SYNTHETIC,CONTINUATION_FIRST,434
NQ,mad_U_2.0,3,1.0,SYNTHETIC,REJECTION_FIRST,369
NQ,mad_U_2.0,3,1.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,65
NQ,mad_U_2.0,3,1.0,SYNTHETIC,NEITHER_REACHED,61
NQ,mad_U_2.0,3,1.5,REAL,CONTINUATION_FIRST,372
NQ,mad_U_2.0,3,1.5,REAL,REJECTION_FIRST,352
NQ,mad_U_2.0,3,1.5,REAL,NEITHER_REACHED,185
NQ,mad_U_2.0,3,1.5,REAL,SAME_BAR_BARRIER_TIE,22
NQ,mad_U_2.0,3,1.5,SYNTHETIC,CONTINUATION_FIRST,381
NQ,mad_U_2.0,3,1.5,SYNTHETIC,REJECTION_FIRST,331
NQ,mad_U_2.0,3,1.5,SYNTHETIC,NEITHER_REACHED,195
NQ,mad_U_2.0,3,1.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,22
NQ,mad_U_2.0,3,2.0,REAL,NEITHER_REACHED,342
NQ,mad_U_2.0,3,2.0,REAL,CONTINUATION_FIRST,293
NQ,mad_U_2.0,3,2.0,REAL,REJECTION_FIRST,285
NQ,mad_U_2.0,3,2.0,REAL,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_2.0,3,2.0,SYNTHETIC,NEITHER_REACHED,346
NQ,mad_U_2.0,3,2.0,SYNTHETIC,CONTINUATION_FIRST,288
NQ,mad_U_2.0,3,2.0,SYNTHETIC,REJECTION_FIRST,284
NQ,mad_U_2.0,3,2.0,SYNTHETIC,SAME_BAR_BARRIER_TIE,11
NQ,mad_U_2.0,5,0.5,REAL,CONTINUATION_FIRST,403
NQ,mad_U_2.0,5,0.5,REAL,REJECTION_FIRST,314
NQ,mad_U_2.0,5,0.5,REAL,SAME_BAR_BARRIER_TIE,214
NQ,mad_U_2.0,5,0.5,SYNTHETIC,CONTINUATION_FIRST,390
NQ,mad_U_2.0,5,0.5,SYNTHETIC,REJECTION_FIRST,314
NQ,mad_U_2.0,5,0.5,SYNTHETIC,SAME_BAR_BARRIER_TIE,223
NQ,mad_U_2.0,5,0.5,SYNTHETIC,NEITHER_REACHED,2
NQ,mad_U_2.0,5,1.0,REAL,CONTINUATION_FIRST,445
NQ,mad_U_2.0,5,1.0,REAL,REJECTION_FIRST,400
NQ,mad_U_2.0,5,1.0,REAL,SAME_BAR_BARRIER_TIE,66
NQ,mad_U_2.0,5,1.0,REAL,NEITHER_REACHED,20
NQ,mad_U_2.0,5,1.0,SYNTHETIC,CONTINUATION_FIRST,453
NQ,mad_U_2.0,5,1.0,SYNTHETIC,REJECTION_FIRST,389
