instrument,level_id,arm,horizon,label_tau1.0,n
ES,vwap_on_j+0,REAL,5,REJECTION,250
ES,vwap_on_j+0,REAL,10,CONTINUATION,267
ES,vwap_on_j+0,REAL,10,INCONCLUSIVE,177
ES,vwap_on_j+0,REAL,10,REJECTION,256
ES,vwap_on_j+0,REAL,15,CONTINUATION,279
ES,vwap_on_j+0,REAL,15,INCONCLUSIVE,143
ES,vwap_on_j+0,REAL,15,REJECTION,278
ES,vwap_on_j+0,SYNTHETIC,1,CONTINUATION,202
ES,vwap_on_j+0,SYNTHETIC,1,INCONCLUSIVE,452
ES,vwap_on_j+0,SYNTHETIC,1,REJECTION,222
ES,vwap_on_j+0,SYNTHETIC,3,CONTINUATION,274
ES,vwap_on_j+0,SYNTHETIC,3,INCONCLUSIVE,306
ES,vwap_on_j+0,SYNTHETIC,3,REJECTION,296
ES,vwap_on_j+0,SYNTHETIC,5,CONTINUATION,308
ES,vwap_on_j+0,SYNTHETIC,5,INCONCLUSIVE,254
ES,vwap_on_j+0,SYNTHETIC,5,REJECTION,314
ES,vwap_on_j+0,SYNTHETIC,10,CONTINUATION,330
ES,vwap_on_j+0,SYNTHETIC,10,INCONCLUSIVE,217
ES,vwap_on_j+0,SYNTHETIC,10,REJECTION,329
ES,vwap_on_j+0,SYNTHETIC,15,CONTINUATION,362
ES,vwap_on_j+0,SYNTHETIC,15,INCONCLUSIVE,170
ES,vwap_on_j+0,SYNTHETIC,15,REJECTION,344
ES,vwap_on_j+1,REAL,1,CONTINUATION,142
ES,vwap_on_j+1,REAL,1,INCONCLUSIVE,358
ES,vwap_on_j+1,REAL,1,REJECTION,157
ES,vwap_on_j+1,REAL,3,CONTINUATION,213
ES,vwap_on_j+1,REAL,3,INCONCLUSIVE,250
ES,vwap_on_j+1,REAL,3,REJECTION,194
ES,vwap_on_j+1,REAL,5,CONTINUATION,224
ES,vwap_on_j+1,REAL,5,INCONCLUSIVE,210
ES,vwap_on_j+1,REAL,5,REJECTION,223
ES,vwap_on_j+1,REAL,10,CONTINUATION,266
ES,vwap_on_j+1,REAL,10,INCONCLUSIVE,173
ES,vwap_on_j+1,REAL,10,REJECTION,218
ES,vwap_on_j+1,REAL,15,CONTINUATION,276
ES,vwap_on_j+1,REAL,15,INCONCLUSIVE,144
ES,vwap_on_j+1,REAL,15,REJECTION,237
ES,vwap_on_j+1,SYNTHETIC,1,CONTINUATION,204
ES,vwap_on_j+1,SYNTHETIC,1,INCONCLUSIVE,424
ES,vwap_on_j+1,SYNTHETIC,1,REJECTION,231
ES,vwap_on_j+1,SYNTHETIC,3,CONTINUATION,275
ES,vwap_on_j+1,SYNTHETIC,3,INCONCLUSIVE,310
ES,vwap_on_j+1,SYNTHETIC,3,REJECTION,274
ES,vwap_on_j+1,SYNTHETIC,5,CONTINUATION,292
ES,vwap_on_j+1,SYNTHETIC,5,INCONCLUSIVE,259
ES,vwap_on_j+1,SYNTHETIC,5,REJECTION,308
ES,vwap_on_j+1,SYNTHETIC,10,CONTINUATION,329
ES,vwap_on_j+1,SYNTHETIC,10,INCONCLUSIVE,219
ES,vwap_on_j+1,SYNTHETIC,10,REJECTION,311
ES,vwap_on_j+1,SYNTHETIC,15,CONTINUATION,341
ES,vwap_on_j+1,SYNTHETIC,15,INCONCLUSIVE,162
ES,vwap_on_j+1,SYNTHETIC,15,REJECTION,356
ES,vwap_on_j+2,REAL,1,CONTINUATION,99
ES,vwap_on_j+2,REAL,1,INCONCLUSIVE,253
ES,vwap_on_j+2,REAL,1,REJECTION,66
ES,vwap_on_j+2,REAL,3,CONTINUATION,136
ES,vwap_on_j+2,REAL,3,INCONCLUSIVE,176
ES,vwap_on_j+2,REAL,3,REJECTION,106
ES,vwap_on_j+2,REAL,5,CONTINUATION,149
ES,vwap_on_j+2,REAL,5,INCONCLUSIVE,148
ES,vwap_on_j+2,REAL,5,REJECTION,121
ES,vwap_on_j+2,REAL,10,CONTINUATION,181
ES,vwap_on_j+2,REAL,10,INCONCLUSIVE,113
ES,vwap_on_j+2,REAL,10,REJECTION,124
ES,vwap_on_j+2,REAL,15,CONTINUATION,184
ES,vwap_on_j+2,REAL,15,INCONCLUSIVE,91
ES,vwap_on_j+2,REAL,15,REJECTION,143
ES,vwap_on_j+2,SYNTHETIC,1,CONTINUATION,193
ES,vwap_on_j+2,SYNTHETIC,1,INCONCLUSIVE,422
ES,vwap_on_j+2,SYNTHETIC,1,REJECTION,178
ES,vwap_on_j+2,SYNTHETIC,3,CONTINUATION,257
ES,vwap_on_j+2,SYNTHETIC,3,INCONCLUSIVE,303
ES,vwap_on_j+2,SYNTHETIC,3,REJECTION,233
ES,vwap_on_j+2,SYNTHETIC,5,CONTINUATION,283
ES,vwap_on_j+2,SYNTHETIC,5,INCONCLUSIVE,256
ES,vwap_on_j+2,SYNTHETIC,5,REJECTION,254
ES,vwap_on_j+2,SYNTHETIC,10,CONTINUATION,323
ES,vwap_on_j+2,SYNTHETIC,10,INCONCLUSIVE,191
ES,vwap_on_j+2,SYNTHETIC,10,REJECTION,279
ES,vwap_on_j+2,SYNTHETIC,15,CONTINUATION,341
ES,vwap_on_j+2,SYNTHETIC,15,INCONCLUSIVE,146
ES,vwap_on_j+2,SYNTHETIC,15,REJECTION,306
ES,vwap_on_j+3,REAL,1,CONTINUATION,42
ES,vwap_on_j+3,REAL,1,INCONCLUSIVE,120
ES,vwap_on_j+3,REAL,1,REJECTION,40
ES,vwap_on_j+3,REAL,3,CONTINUATION,49
ES,vwap_on_j+3,REAL,3,INCONCLUSIVE,97
ES,vwap_on_j+3,REAL,3,REJECTION,56
ES,vwap_on_j+3,REAL,5,CONTINUATION,56
ES,vwap_on_j+3,REAL,5,INCONCLUSIVE,91
ES,vwap_on_j+3,REAL,5,REJECTION,55
ES,vwap_on_j+3,REAL,10,CONTINUATION,76
ES,vwap_on_j+3,REAL,10,INCONCLUSIVE,78
ES,vwap_on_j+3,REAL,10,REJECTION,48
ES,vwap_on_j+3,REAL,15,CONTINUATION,89
ES,vwap_on_j+3,REAL,15,INCONCLUSIVE,53
ES,vwap_on_j+3,REAL,15,REJECTION,60
ES,vwap_on_j+3,SYNTHETIC,1,CONTINUATION,174
ES,vwap_on_j+3,SYNTHETIC,1,INCONCLUSIVE,422
ES,vwap_on_j+3,SYNTHETIC,1,REJECTION,177
ES,vwap_on_j+3,SYNTHETIC,3,CONTINUATION,229
ES,vwap_on_j+3,SYNTHETIC,3,INCONCLUSIVE,302
ES,vwap_on_j+3,SYNTHETIC,3,REJECTION,242
ES,vwap_on_j+3,SYNTHETIC,5,CONTINUATION,261
ES,vwap_on_j+3,SYNTHETIC,5,INCONCLUSIVE,240
ES,vwap_on_j+3,SYNTHETIC,5,REJECTION,272
ES,vwap_on_j+3,SYNTHETIC,10,CONTINUATION,308
ES,vwap_on_j+3,SYNTHETIC,10,INCONCLUSIVE,181
ES,vwap_on_j+3,SYNTHETIC,10,REJECTION,284
ES,vwap_on_j+3,SYNTHETIC,15,CONTINUATION,321
ES,vwap_on_j+3,SYNTHETIC,15,INCONCLUSIVE,143
ES,vwap_on_j+3,SYNTHETIC,15,REJECTION,309
ES,vwap_on_j-1,REAL,1,CONTINUATION,146
ES,vwap_on_j-1,REAL,1,INCONCLUSIVE,286
ES,vwap_on_j-1,REAL,1,REJECTION,163
ES,vwap_on_j-1,REAL,3,CONTINUATION,190
ES,vwap_on_j-1,REAL,3,INCONCLUSIVE,192
ES,vwap_on_j-1,REAL,3,REJECTION,213
ES,vwap_on_j-1,REAL,5,CONTINUATION,203
ES,vwap_on_j-1,REAL,5,INCONCLUSIVE,158
ES,vwap_on_j-1,REAL,5,REJECTION,234
ES,vwap_on_j-1,REAL,10,CONTINUATION,235
ES,vwap_on_j-1,REAL,10,INCONCLUSIVE,110
ES,vwap_on_j-1,REAL,10,REJECTION,250
ES,vwap_on_j-1,REAL,15,CONTINUATION,230
ES,vwap_on_j-1,REAL,15,INCONCLUSIVE,118
ES,vwap_on_j-1,REAL,15,REJECTION,247
ES,vwap_on_j-1,SYNTHETIC,1,CONTINUATION,240
ES,vwap_on_j-1,SYNTHETIC,1,INCONCLUSIVE,388
ES,vwap_on_j-1,SYNTHETIC,1,REJECTION,256
ES,vwap_on_j-1,SYNTHETIC,3,CONTINUATION,283
ES,vwap_on_j-1,SYNTHETIC,3,INCONCLUSIVE,267
ES,vwap_on_j-1,SYNTHETIC,3,REJECTION,334
ES,vwap_on_j-1,SYNTHETIC,5,CONTINUATION,313
ES,vwap_on_j-1,SYNTHETIC,5,INCONCLUSIVE,246
ES,vwap_on_j-1,SYNTHETIC,5,REJECTION,325
ES,vwap_on_j-1,SYNTHETIC,10,CONTINUATION,350
ES,vwap_on_j-1,SYNTHETIC,10,INCONCLUSIVE,186
ES,vwap_on_j-1,SYNTHETIC,10,REJECTION,348
ES,vwap_on_j-1,SYNTHETIC,15,CONTINUATION,362
ES,vwap_on_j-1,SYNTHETIC,15,INCONCLUSIVE,148
ES,vwap_on_j-1,SYNTHETIC,15,REJECTION,374
ES,vwap_on_j-2,REAL,1,CONTINUATION,118
ES,vwap_on_j-2,REAL,1,INCONCLUSIVE,181
ES,vwap_on_j-2,REAL,1,REJECTION,86
ES,vwap_on_j-2,REAL,3,CONTINUATION,126
ES,vwap_on_j-2,REAL,3,INCONCLUSIVE,139
ES,vwap_on_j-2,REAL,3,REJECTION,120
ES,vwap_on_j-2,REAL,5,CONTINUATION,134
ES,vwap_on_j-2,REAL,5,INCONCLUSIVE,110
ES,vwap_on_j-2,REAL,5,REJECTION,141
ES,vwap_on_j-2,REAL,10,CONTINUATION,153
ES,vwap_on_j-2,REAL,10,INCONCLUSIVE,70
ES,vwap_on_j-2,REAL,10,REJECTION,162
ES,vwap_on_j-2,REAL,15,CONTINUATION,155
ES,vwap_on_j-2,REAL,15,INCONCLUSIVE,72
ES,vwap_on_j-2,REAL,15,REJECTION,158
ES,vwap_on_j-2,SYNTHETIC,1,CONTINUATION,232
ES,vwap_on_j-2,SYNTHETIC,1,INCONCLUSIVE,374
ES,vwap_on_j-2,SYNTHETIC,1,REJECTION,244
ES,vwap_on_j-2,SYNTHETIC,3,CONTINUATION,290
ES,vwap_on_j-2,SYNTHETIC,3,INCONCLUSIVE,255
ES,vwap_on_j-2,SYNTHETIC,3,REJECTION,305
ES,vwap_on_j-2,SYNTHETIC,5,CONTINUATION,299
ES,vwap_on_j-2,SYNTHETIC,5,INCONCLUSIVE,237
ES,vwap_on_j-2,SYNTHETIC,5,REJECTION,314
ES,vwap_on_j-2,SYNTHETIC,10,CONTINUATION,332
ES,vwap_on_j-2,SYNTHETIC,10,INCONCLUSIVE,173
ES,vwap_on_j-2,SYNTHETIC,10,REJECTION,345
ES,vwap_on_j-2,SYNTHETIC,15,CONTINUATION,338
ES,vwap_on_j-2,SYNTHETIC,15,INCONCLUSIVE,156
ES,vwap_on_j-2,SYNTHETIC,15,REJECTION,356
ES,vwap_on_j-3,REAL,1,CONTINUATION,48
ES,vwap_on_j-3,REAL,1,INCONCLUSIVE,106
ES,vwap_on_j-3,REAL,1,REJECTION,59
ES,vwap_on_j-3,REAL,3,CONTINUATION,65
ES,vwap_on_j-3,REAL,3,INCONCLUSIVE,68
ES,vwap_on_j-3,REAL,3,REJECTION,80
ES,vwap_on_j-3,REAL,5,CONTINUATION,70
ES,vwap_on_j-3,REAL,5,INCONCLUSIVE,47
ES,vwap_on_j-3,REAL,5,REJECTION,96
ES,vwap_on_j-3,REAL,10,CONTINUATION,73
ES,vwap_on_j-3,REAL,10,INCONCLUSIVE,37
ES,vwap_on_j-3,REAL,10,REJECTION,103
ES,vwap_on_j-3,REAL,15,CONTINUATION,80
ES,vwap_on_j-3,REAL,15,INCONCLUSIVE,31
ES,vwap_on_j-3,REAL,15,REJECTION,102
ES,vwap_on_j-3,SYNTHETIC,1,CONTINUATION,237
ES,vwap_on_j-3,SYNTHETIC,1,INCONCLUSIVE,367
ES,vwap_on_j-3,SYNTHETIC,1,REJECTION,241
ES,vwap_on_j-3,SYNTHETIC,3,CONTINUATION,266
ES,vwap_on_j-3,SYNTHETIC,3,INCONCLUSIVE,263
ES,vwap_on_j-3,SYNTHETIC,3,REJECTION,316
ES,vwap_on_j-3,SYNTHETIC,5,CONTINUATION,294
ES,vwap_on_j-3,SYNTHETIC,5,INCONCLUSIVE,235
ES,vwap_on_j-3,SYNTHETIC,5,REJECTION,316
ES,vwap_on_j-3,SYNTHETIC,10,CONTINUATION,330
ES,vwap_on_j-3,SYNTHETIC,10,INCONCLUSIVE,162
ES,vwap_on_j-3,SYNTHETIC,10,REJECTION,353
ES,vwap_on_j-3,SYNTHETIC,15,CONTINUATION,334
ES,vwap_on_j-3,SYNTHETIC,15,INCONCLUSIVE,139
ES,vwap_on_j-3,SYNTHETIC,15,REJECTION,372
NQ,mad_D_1.0,REAL,1,CONTINUATION,277
NQ,mad_D_1.0,REAL,1,INCONCLUSIVE,436
NQ,mad_D_1.0,REAL,1,REJECTION,344
NQ,mad_D_1.0,REAL,3,CONTINUATION,358
NQ,mad_D_1.0,REAL,3,INCONCLUSIVE,311
NQ,mad_D_1.0,REAL,3,REJECTION,388
NQ,mad_D_1.0,REAL,5,CONTINUATION,399
NQ,mad_D_1.0,REAL,5,INCONCLUSIVE,255
NQ,mad_D_1.0,REAL,5,REJECTION,403
NQ,mad_D_1.0,REAL,10,CONTINUATION,448
NQ,mad_D_1.0,REAL,10,INCONCLUSIVE,198
NQ,mad_D_1.0,REAL,10,REJECTION,411
NQ,mad_D_1.0,REAL,15,CONTINUATION,437
NQ,mad_D_1.0,REAL,15,INCONCLUSIVE,165
NQ,mad_D_1.0,REAL,15,REJECTION,455
NQ,mad_D_1.0,SYNTHETIC,1,CONTINUATION,286
NQ,mad_D_1.0,SYNTHETIC,1,INCONCLUSIVE,421
NQ,mad_D_1.0,SYNTHETIC,1,REJECTION,350
NQ,mad_D_1.0,SYNTHETIC,3,CONTINUATION,363
NQ,mad_D_1.0,SYNTHETIC,3,INCONCLUSIVE,296
NQ,mad_D_1.0,SYNTHETIC,3,REJECTION,398
NQ,mad_D_1.0,SYNTHETIC,5,CONTINUATION,401
NQ,mad_D_1.0,SYNTHETIC,5,INCONCLUSIVE,259
NQ,mad_D_1.0,SYNTHETIC,5,REJECTION,397
NQ,mad_D_1.0,SYNTHETIC,10,CONTINUATION,446
NQ,mad_D_1.0,SYNTHETIC,10,INCONCLUSIVE,199
NQ,mad_D_1.0,SYNTHETIC,10,REJECTION,412
NQ,mad_D_1.0,SYNTHETIC,15,CONTINUATION,447
NQ,mad_D_1.0,SYNTHETIC,15,INCONCLUSIVE,155
NQ,mad_D_1.0,SYNTHETIC,15,REJECTION,455
NQ,mad_D_1.5,REAL,1,CONTINUATION,270
NQ,mad_D_1.5,REAL,1,INCONCLUSIVE,421
NQ,mad_D_1.5,REAL,1,REJECTION,294
NQ,mad_D_1.5,REAL,3,CONTINUATION,342
NQ,mad_D_1.5,REAL,3,INCONCLUSIVE,305
NQ,mad_D_1.5,REAL,3,REJECTION,338
NQ,mad_D_1.5,REAL,5,CONTINUATION,375
NQ,mad_D_1.5,REAL,5,INCONCLUSIVE,244
NQ,mad_D_1.5,REAL,5,REJECTION,366
NQ,mad_D_1.5,REAL,10,CONTINUATION,413
NQ,mad_D_1.5,REAL,10,INCONCLUSIVE,199
NQ,mad_D_1.5,REAL,10,REJECTION,373
NQ,mad_D_1.5,REAL,15,CONTINUATION,399
NQ,mad_D_1.5,REAL,15,INCONCLUSIVE,172
NQ,mad_D_1.5,REAL,15,REJECTION,414
NQ,mad_D_1.5,SYNTHETIC,1,CONTINUATION,267
NQ,mad_D_1.5,SYNTHETIC,1,INCONCLUSIVE,425
NQ,mad_D_1.5,SYNTHETIC,1,REJECTION,281
NQ,mad_D_1.5,SYNTHETIC,3,CONTINUATION,338
NQ,mad_D_1.5,SYNTHETIC,3,INCONCLUSIVE,307
NQ,mad_D_1.5,SYNTHETIC,3,REJECTION,328
NQ,mad_D_1.5,SYNTHETIC,5,CONTINUATION,368
NQ,mad_D_1.5,SYNTHETIC,5,INCONCLUSIVE,245
NQ,mad_D_1.5,SYNTHETIC,5,REJECTION,360
NQ,mad_D_1.5,SYNTHETIC,10,CONTINUATION,409
NQ,mad_D_1.5,SYNTHETIC,10,INCONCLUSIVE,198
NQ,mad_D_1.5,SYNTHETIC,10,REJECTION,366
NQ,mad_D_1.5,SYNTHETIC,15,CONTINUATION,403
NQ,mad_D_1.5,SYNTHETIC,15,INCONCLUSIVE,161
NQ,mad_D_1.5,SYNTHETIC,15,REJECTION,409
NQ,mad_D_2.0,REAL,1,CONTINUATION,241
NQ,mad_D_2.0,REAL,1,INCONCLUSIVE,403
NQ,mad_D_2.0,REAL,1,REJECTION,266
NQ,mad_D_2.0,REAL,3,CONTINUATION,306
NQ,mad_D_2.0,REAL,3,INCONCLUSIVE,305
NQ,mad_D_2.0,REAL,3,REJECTION,299
NQ,mad_D_2.0,REAL,5,CONTINUATION,354
NQ,mad_D_2.0,REAL,5,INCONCLUSIVE,235
NQ,mad_D_2.0,REAL,5,REJECTION,321
NQ,mad_D_2.0,REAL,10,CONTINUATION,379
NQ,mad_D_2.0,REAL,10,INCONCLUSIVE,187
NQ,mad_D_2.0,REAL,10,REJECTION,344
NQ,mad_D_2.0,REAL,15,CONTINUATION,370
NQ,mad_D_2.0,REAL,15,INCONCLUSIVE,168
NQ,mad_D_2.0,REAL,15,REJECTION,372
NQ,mad_D_2.0,SYNTHETIC,1,CONTINUATION,240
NQ,mad_D_2.0,SYNTHETIC,1,INCONCLUSIVE,416
NQ,mad_D_2.0,SYNTHETIC,1,REJECTION,255
NQ,mad_D_2.0,SYNTHETIC,3,CONTINUATION,307
NQ,mad_D_2.0,SYNTHETIC,3,INCONCLUSIVE,307
NQ,mad_D_2.0,SYNTHETIC,3,REJECTION,297
NQ,mad_D_2.0,SYNTHETIC,5,CONTINUATION,353
NQ,mad_D_2.0,SYNTHETIC,5,INCONCLUSIVE,236
NQ,mad_D_2.0,SYNTHETIC,5,REJECTION,322
NQ,mad_D_2.0,SYNTHETIC,10,CONTINUATION,370
NQ,mad_D_2.0,SYNTHETIC,10,INCONCLUSIVE,195
NQ,mad_D_2.0,SYNTHETIC,10,REJECTION,346
NQ,mad_D_2.0,SYNTHETIC,15,CONTINUATION,367
NQ,mad_D_2.0,SYNTHETIC,15,INCONCLUSIVE,164
NQ,mad_D_2.0,SYNTHETIC,15,REJECTION,380
NQ,mad_U_1.0,REAL,1,CONTINUATION,322
NQ,mad_U_1.0,REAL,1,INCONCLUSIVE,482
NQ,mad_U_1.0,REAL,1,REJECTION,279
NQ,mad_U_1.0,REAL,3,CONTINUATION,382
NQ,mad_U_1.0,REAL,3,INCONCLUSIVE,333
NQ,mad_U_1.0,REAL,3,REJECTION,368
NQ,mad_U_1.0,REAL,5,CONTINUATION,408
NQ,mad_U_1.0,REAL,5,INCONCLUSIVE,277
NQ,mad_U_1.0,REAL,5,REJECTION,398
NQ,mad_U_1.0,REAL,10,CONTINUATION,428
NQ,mad_U_1.0,REAL,10,INCONCLUSIVE,224
NQ,mad_U_1.0,REAL,10,REJECTION,431
NQ,mad_U_1.0,REAL,15,CONTINUATION,451
NQ,mad_U_1.0,REAL,15,INCONCLUSIVE,222
NQ,mad_U_1.0,REAL,15,REJECTION,410
NQ,mad_U_1.0,SYNTHETIC,1,CONTINUATION,322
NQ,mad_U_1.0,SYNTHETIC,1,INCONCLUSIVE,490
NQ,mad_U_1.0,SYNTHETIC,1,REJECTION,269
NQ,mad_U_1.0,SYNTHETIC,3,CONTINUATION,381
NQ,mad_U_1.0,SYNTHETIC,3,INCONCLUSIVE,337
NQ,mad_U_1.0,SYNTHETIC,3,REJECTION,363
NQ,mad_U_1.0,SYNTHETIC,5,CONTINUATION,419
NQ,mad_U_1.0,SYNTHETIC,5,INCONCLUSIVE,266
NQ,mad_U_1.0,SYNTHETIC,5,REJECTION,396
NQ,mad_U_1.0,SYNTHETIC,10,CONTINUATION,431
NQ,mad_U_1.0,SYNTHETIC,10,INCONCLUSIVE,219
NQ,mad_U_1.0,SYNTHETIC,10,REJECTION,431
NQ,mad_U_1.0,SYNTHETIC,15,CONTINUATION,447
NQ,mad_U_1.0,SYNTHETIC,15,INCONCLUSIVE,235
NQ,mad_U_1.0,SYNTHETIC,15,REJECTION,399
NQ,mad_U_1.5,REAL,1,CONTINUATION,263
NQ,mad_U_1.5,REAL,1,INCONCLUSIVE,520
NQ,mad_U_1.5,REAL,1,REJECTION,216
NQ,mad_U_1.5,REAL,3,CONTINUATION,336
NQ,mad_U_1.5,REAL,3,INCONCLUSIVE,353
NQ,mad_U_1.5,REAL,3,REJECTION,310
NQ,mad_U_1.5,REAL,5,CONTINUATION,386
NQ,mad_U_1.5,REAL,5,INCONCLUSIVE,271
NQ,mad_U_1.5,REAL,5,REJECTION,342
NQ,mad_U_1.5,REAL,10,CONTINUATION,388
NQ,mad_U_1.5,REAL,10,INCONCLUSIVE,226
NQ,mad_U_1.5,REAL,10,REJECTION,385
NQ,mad_U_1.5,REAL,15,CONTINUATION,404
NQ,mad_U_1.5,REAL,15,INCONCLUSIVE,231
NQ,mad_U_1.5,REAL,15,REJECTION,364
NQ,mad_U_1.5,SYNTHETIC,1,CONTINUATION,259
NQ,mad_U_1.5,SYNTHETIC,1,INCONCLUSIVE,512
NQ,mad_U_1.5,SYNTHETIC,1,REJECTION,231
NQ,mad_U_1.5,SYNTHETIC,3,CONTINUATION,330
NQ,mad_U_1.5,SYNTHETIC,3,INCONCLUSIVE,366
NQ,mad_U_1.5,SYNTHETIC,3,REJECTION,306
NQ,mad_U_1.5,SYNTHETIC,5,CONTINUATION,380
NQ,mad_U_1.5,SYNTHETIC,5,INCONCLUSIVE,275
NQ,mad_U_1.5,SYNTHETIC,5,REJECTION,347
NQ,mad_U_1.5,SYNTHETIC,10,CONTINUATION,394
NQ,mad_U_1.5,SYNTHETIC,10,INCONCLUSIVE,231
NQ,mad_U_1.5,SYNTHETIC,10,REJECTION,377
NQ,mad_U_1.5,SYNTHETIC,15,CONTINUATION,411
NQ,mad_U_1.5,SYNTHETIC,15,INCONCLUSIVE,225
NQ,mad_U_1.5,SYNTHETIC,15,REJECTION,366
NQ,mad_U_2.0,REAL,1,CONTINUATION,228
NQ,mad_U_2.0,REAL,1,INCONCLUSIVE,495
NQ,mad_U_2.0,REAL,1,REJECTION,208
NQ,mad_U_2.0,REAL,3,CONTINUATION,308
NQ,mad_U_2.0,REAL,3,INCONCLUSIVE,348
NQ,mad_U_2.0,REAL,3,REJECTION,275
NQ,mad_U_2.0,REAL,5,CONTINUATION,350
NQ,mad_U_2.0,REAL,5,INCONCLUSIVE,270
NQ,mad_U_2.0,REAL,5,REJECTION,311
NQ,mad_U_2.0,REAL,10,CONTINUATION,364
NQ,mad_U_2.0,REAL,10,INCONCLUSIVE,215
NQ,mad_U_2.0,REAL,10,REJECTION,352
NQ,mad_U_2.0,REAL,15,CONTINUATION,380
NQ,mad_U_2.0,REAL,15,INCONCLUSIVE,191
NQ,mad_U_2.0,REAL,15,REJECTION,360
NQ,mad_U_2.0,SYNTHETIC,1,CONTINUATION,229
NQ,mad_U_2.0,SYNTHETIC,1,INCONCLUSIVE,493
NQ,mad_U_2.0,SYNTHETIC,1,REJECTION,207
NQ,mad_U_2.0,SYNTHETIC,3,CONTINUATION,300
NQ,mad_U_2.0,SYNTHETIC,3,INCONCLUSIVE,363
NQ,mad_U_2.0,SYNTHETIC,3,REJECTION,266
NQ,mad_U_2.0,SYNTHETIC,5,CONTINUATION,346
NQ,mad_U_2.0,SYNTHETIC,5,INCONCLUSIVE,282
NQ,mad_U_2.0,SYNTHETIC,5,REJECTION,301
NQ,mad_U_2.0,SYNTHETIC,10,CONTINUATION,359
NQ,mad_U_2.0,SYNTHETIC,10,INCONCLUSIVE,217
NQ,mad_U_2.0,SYNTHETIC,10,REJECTION,353
NQ,mad_U_2.0,SYNTHETIC,15,CONTINUATION,381
NQ,mad_U_2.0,SYNTHETIC,15,INCONCLUSIVE,195
NQ,mad_U_2.0,SYNTHETIC,15,REJECTION,353
NQ,mult_D_0.5,REAL,1,CONTINUATION,303
NQ,mult_D_0.5,REAL,1,INCONCLUSIVE,431
NQ,mult_D_0.5,REAL,1,REJECTION,387
NQ,mult_D_0.5,REAL,3,CONTINUATION,392
NQ,mult_D_0.5,REAL,3,INCONCLUSIVE,311
NQ,mult_D_0.5,REAL,3,REJECTION,418
NQ,mult_D_0.5,REAL,5,CONTINUATION,434
NQ,mult_D_0.5,REAL,5,INCONCLUSIVE,255
NQ,mult_D_0.5,REAL,5,REJECTION,432
NQ,mult_D_0.5,REAL,10,CONTINUATION,466
NQ,mult_D_0.5,REAL,10,INCONCLUSIVE,205
NQ,mult_D_0.5,REAL,10,REJECTION,450
NQ,mult_D_0.5,REAL,15,CONTINUATION,458
NQ,mult_D_0.5,REAL,15,INCONCLUSIVE,176
NQ,mult_D_0.5,REAL,15,REJECTION,487
NQ,mult_D_0.5,SYNTHETIC,1,CONTINUATION,290
NQ,mult_D_0.5,SYNTHETIC,1,INCONCLUSIVE,430
NQ,mult_D_0.5,SYNTHETIC,1,REJECTION,357
NQ,mult_D_0.5,SYNTHETIC,3,CONTINUATION,389
NQ,mult_D_0.5,SYNTHETIC,3,INCONCLUSIVE,298
NQ,mult_D_0.5,SYNTHETIC,3,REJECTION,390
NQ,mult_D_0.5,SYNTHETIC,5,CONTINUATION,424
NQ,mult_D_0.5,SYNTHETIC,5,INCONCLUSIVE,249
NQ,mult_D_0.5,SYNTHETIC,5,REJECTION,404
NQ,mult_D_0.5,SYNTHETIC,10,CONTINUATION,450
NQ,mult_D_0.5,SYNTHETIC,10,INCONCLUSIVE,205
NQ,mult_D_0.5,SYNTHETIC,10,REJECTION,422
NQ,mult_D_0.5,SYNTHETIC,15,CONTINUATION,450
NQ,mult_D_0.5,SYNTHETIC,15,INCONCLUSIVE,176
NQ,mult_D_0.5,SYNTHETIC,15,REJECTION,451
NQ,mult_D_1.0,REAL,1,CONTINUATION,273
NQ,mult_D_1.0,REAL,1,INCONCLUSIVE,428
NQ,mult_D_1.0,REAL,1,REJECTION,336
NQ,mult_D_1.0,REAL,3,CONTINUATION,362
NQ,mult_D_1.0,REAL,3,INCONCLUSIVE,301
NQ,mult_D_1.0,REAL,3,REJECTION,374
NQ,mult_D_1.0,REAL,5,CONTINUATION,405
NQ,mult_D_1.0,REAL,5,INCONCLUSIVE,236
NQ,mult_D_1.0,REAL,5,REJECTION,396
NQ,mult_D_1.0,REAL,10,CONTINUATION,434
NQ,mult_D_1.0,REAL,10,INCONCLUSIVE,205
NQ,mult_D_1.0,REAL,10,REJECTION,398
NQ,mult_D_1.0,REAL,15,CONTINUATION,430
NQ,mult_D_1.0,REAL,15,INCONCLUSIVE,158
NQ,mult_D_1.0,REAL,15,REJECTION,449
NQ,mult_D_1.0,SYNTHETIC,1,CONTINUATION,260
NQ,mult_D_1.0,SYNTHETIC,1,INCONCLUSIVE,435
NQ,mult_D_1.0,SYNTHETIC,1,REJECTION,287
NQ,mult_D_1.0,SYNTHETIC,3,CONTINUATION,336
NQ,mult_D_1.0,SYNTHETIC,3,INCONCLUSIVE,320
NQ,mult_D_1.0,SYNTHETIC,3,REJECTION,326
NQ,mult_D_1.0,SYNTHETIC,5,CONTINUATION,386
NQ,mult_D_1.0,SYNTHETIC,5,INCONCLUSIVE,234
NQ,mult_D_1.0,SYNTHETIC,5,REJECTION,362
NQ,mult_D_1.0,SYNTHETIC,10,CONTINUATION,416
NQ,mult_D_1.0,SYNTHETIC,10,INCONCLUSIVE,188
