instrument,level_id,arm,horizon,label_tau1.0,n
ES,overnight_low,REAL,1,INCONCLUSIVE,154
ES,overnight_low,REAL,1,REJECTION,92
ES,overnight_low,REAL,3,CONTINUATION,125
ES,overnight_low,REAL,3,INCONCLUSIVE,120
ES,overnight_low,REAL,3,REJECTION,121
ES,overnight_low,REAL,5,CONTINUATION,133
ES,overnight_low,REAL,5,INCONCLUSIVE,98
ES,overnight_low,REAL,5,REJECTION,135
ES,overnight_low,REAL,10,CONTINUATION,148
ES,overnight_low,REAL,10,INCONCLUSIVE,58
ES,overnight_low,REAL,10,REJECTION,160
ES,overnight_low,REAL,15,CONTINUATION,149
ES,overnight_low,REAL,15,INCONCLUSIVE,58
ES,overnight_low,REAL,15,REJECTION,159
ES,overnight_low,SYNTHETIC,1,CONTINUATION,239
ES,overnight_low,SYNTHETIC,1,INCONCLUSIVE,371
ES,overnight_low,SYNTHETIC,1,REJECTION,231
ES,overnight_low,SYNTHETIC,3,CONTINUATION,277
ES,overnight_low,SYNTHETIC,3,INCONCLUSIVE,255
ES,overnight_low,SYNTHETIC,3,REJECTION,309
ES,overnight_low,SYNTHETIC,5,CONTINUATION,307
ES,overnight_low,SYNTHETIC,5,INCONCLUSIVE,231
ES,overnight_low,SYNTHETIC,5,REJECTION,303
ES,overnight_low,SYNTHETIC,10,CONTINUATION,327
ES,overnight_low,SYNTHETIC,10,INCONCLUSIVE,172
ES,overnight_low,SYNTHETIC,10,REJECTION,342
ES,overnight_low,SYNTHETIC,15,CONTINUATION,328
ES,overnight_low,SYNTHETIC,15,INCONCLUSIVE,158
ES,overnight_low,SYNTHETIC,15,REJECTION,355
ES,overnight_mid,REAL,1,CONTINUATION,151
ES,overnight_mid,REAL,1,INCONCLUSIVE,325
ES,overnight_mid,REAL,1,REJECTION,172
ES,overnight_mid,REAL,3,CONTINUATION,203
ES,overnight_mid,REAL,3,INCONCLUSIVE,218
ES,overnight_mid,REAL,3,REJECTION,227
ES,overnight_mid,REAL,5,CONTINUATION,217
ES,overnight_mid,REAL,5,INCONCLUSIVE,198
ES,overnight_mid,REAL,5,REJECTION,233
ES,overnight_mid,REAL,10,CONTINUATION,239
ES,overnight_mid,REAL,10,INCONCLUSIVE,138
ES,overnight_mid,REAL,10,REJECTION,271
ES,overnight_mid,REAL,15,CONTINUATION,244
ES,overnight_mid,REAL,15,INCONCLUSIVE,129
ES,overnight_mid,REAL,15,REJECTION,275
ES,overnight_mid,SYNTHETIC,1,CONTINUATION,186
ES,overnight_mid,SYNTHETIC,1,INCONCLUSIVE,463
ES,overnight_mid,SYNTHETIC,1,REJECTION,224
ES,overnight_mid,SYNTHETIC,3,CONTINUATION,258
ES,overnight_mid,SYNTHETIC,3,INCONCLUSIVE,322
ES,overnight_mid,SYNTHETIC,3,REJECTION,293
ES,overnight_mid,SYNTHETIC,5,CONTINUATION,290
ES,overnight_mid,SYNTHETIC,5,INCONCLUSIVE,261
ES,overnight_mid,SYNTHETIC,5,REJECTION,322
ES,overnight_mid,SYNTHETIC,10,CONTINUATION,313
ES,overnight_mid,SYNTHETIC,10,INCONCLUSIVE,230
ES,overnight_mid,SYNTHETIC,10,REJECTION,330
ES,overnight_mid,SYNTHETIC,15,CONTINUATION,355
ES,overnight_mid,SYNTHETIC,15,INCONCLUSIVE,168
ES,overnight_mid,SYNTHETIC,15,REJECTION,350
ES,overnight_open,REAL,1,CONTINUATION,97
ES,overnight_open,REAL,1,INCONCLUSIVE,231
ES,overnight_open,REAL,1,REJECTION,126
ES,overnight_open,REAL,3,CONTINUATION,130
ES,overnight_open,REAL,3,INCONCLUSIVE,154
ES,overnight_open,REAL,3,REJECTION,170
ES,overnight_open,REAL,5,CONTINUATION,138
ES,overnight_open,REAL,5,INCONCLUSIVE,144
ES,overnight_open,REAL,5,REJECTION,172
ES,overnight_open,REAL,10,CONTINUATION,150
ES,overnight_open,REAL,10,INCONCLUSIVE,106
ES,overnight_open,REAL,10,REJECTION,198
ES,overnight_open,REAL,15,CONTINUATION,170
ES,overnight_open,REAL,15,INCONCLUSIVE,90
ES,overnight_open,REAL,15,REJECTION,194
ES,overnight_open,SYNTHETIC,1,CONTINUATION,188
ES,overnight_open,SYNTHETIC,1,INCONCLUSIVE,442
ES,overnight_open,SYNTHETIC,1,REJECTION,209
ES,overnight_open,SYNTHETIC,3,CONTINUATION,256
ES,overnight_open,SYNTHETIC,3,INCONCLUSIVE,315
ES,overnight_open,SYNTHETIC,3,REJECTION,268
ES,overnight_open,SYNTHETIC,5,CONTINUATION,285
ES,overnight_open,SYNTHETIC,5,INCONCLUSIVE,254
ES,overnight_open,SYNTHETIC,5,REJECTION,300
ES,overnight_open,SYNTHETIC,10,CONTINUATION,320
ES,overnight_open,SYNTHETIC,10,INCONCLUSIVE,204
ES,overnight_open,SYNTHETIC,10,REJECTION,315
ES,overnight_open,SYNTHETIC,15,CONTINUATION,346
ES,overnight_open,SYNTHETIC,15,INCONCLUSIVE,159
ES,overnight_open,SYNTHETIC,15,REJECTION,334
ES,prior_close,REAL,1,CONTINUATION,92
ES,prior_close,REAL,1,INCONCLUSIVE,173
ES,prior_close,REAL,1,REJECTION,82
ES,prior_close,REAL,3,CONTINUATION,115
ES,prior_close,REAL,3,INCONCLUSIVE,106
ES,prior_close,REAL,3,REJECTION,126
ES,prior_close,REAL,5,CONTINUATION,120
ES,prior_close,REAL,5,INCONCLUSIVE,98
ES,prior_close,REAL,5,REJECTION,129
ES,prior_close,REAL,10,CONTINUATION,133
ES,prior_close,REAL,10,INCONCLUSIVE,71
ES,prior_close,REAL,10,REJECTION,143
ES,prior_close,REAL,15,CONTINUATION,151
ES,prior_close,REAL,15,INCONCLUSIVE,59
ES,prior_close,REAL,15,REJECTION,137
ES,prior_close,SYNTHETIC,1,CONTINUATION,186
ES,prior_close,SYNTHETIC,1,INCONCLUSIVE,423
ES,prior_close,SYNTHETIC,1,REJECTION,199
ES,prior_close,SYNTHETIC,3,CONTINUATION,248
ES,prior_close,SYNTHETIC,3,INCONCLUSIVE,301
ES,prior_close,SYNTHETIC,3,REJECTION,259
ES,prior_close,SYNTHETIC,5,CONTINUATION,272
ES,prior_close,SYNTHETIC,5,INCONCLUSIVE,254
ES,prior_close,SYNTHETIC,5,REJECTION,282
ES,prior_close,SYNTHETIC,10,CONTINUATION,298
ES,prior_close,SYNTHETIC,10,INCONCLUSIVE,209
ES,prior_close,SYNTHETIC,10,REJECTION,301
ES,prior_close,SYNTHETIC,15,CONTINUATION,330
ES,prior_close,SYNTHETIC,15,INCONCLUSIVE,158
ES,prior_close,SYNTHETIC,15,REJECTION,320
ES,prior_high,REAL,1,CONTINUATION,50
ES,prior_high,REAL,1,INCONCLUSIVE,132
ES,prior_high,REAL,1,REJECTION,53
ES,prior_high,REAL,3,CONTINUATION,74
ES,prior_high,REAL,3,INCONCLUSIVE,84
ES,prior_high,REAL,3,REJECTION,77
ES,prior_high,REAL,5,CONTINUATION,85
ES,prior_high,REAL,5,INCONCLUSIVE,71
ES,prior_high,REAL,5,REJECTION,79
ES,prior_high,REAL,10,CONTINUATION,99
ES,prior_high,REAL,10,INCONCLUSIVE,57
ES,prior_high,REAL,10,REJECTION,79
ES,prior_high,REAL,15,CONTINUATION,103
ES,prior_high,REAL,15,INCONCLUSIVE,44
ES,prior_high,REAL,15,REJECTION,88
ES,prior_high,SYNTHETIC,1,CONTINUATION,157
ES,prior_high,SYNTHETIC,1,INCONCLUSIVE,425
ES,prior_high,SYNTHETIC,1,REJECTION,186
ES,prior_high,SYNTHETIC,3,CONTINUATION,228
ES,prior_high,SYNTHETIC,3,INCONCLUSIVE,309
ES,prior_high,SYNTHETIC,3,REJECTION,231
ES,prior_high,SYNTHETIC,5,CONTINUATION,269
ES,prior_high,SYNTHETIC,5,INCONCLUSIVE,235
ES,prior_high,SYNTHETIC,5,REJECTION,264
ES,prior_high,SYNTHETIC,10,CONTINUATION,304
ES,prior_high,SYNTHETIC,10,INCONCLUSIVE,184
ES,prior_high,SYNTHETIC,10,REJECTION,280
ES,prior_high,SYNTHETIC,15,CONTINUATION,324
ES,prior_high,SYNTHETIC,15,INCONCLUSIVE,149
ES,prior_high,SYNTHETIC,15,REJECTION,295
ES,prior_low,REAL,1,CONTINUATION,65
ES,prior_low,REAL,1,INCONCLUSIVE,76
ES,prior_low,REAL,1,REJECTION,44
ES,prior_low,REAL,3,CONTINUATION,62
ES,prior_low,REAL,3,INCONCLUSIVE,69
ES,prior_low,REAL,3,REJECTION,54
ES,prior_low,REAL,5,CONTINUATION,78
ES,prior_low,REAL,5,INCONCLUSIVE,42
ES,prior_low,REAL,5,REJECTION,65
ES,prior_low,REAL,10,CONTINUATION,75
ES,prior_low,REAL,10,INCONCLUSIVE,41
ES,prior_low,REAL,10,REJECTION,69
ES,prior_low,REAL,15,CONTINUATION,80
ES,prior_low,REAL,15,INCONCLUSIVE,27
ES,prior_low,REAL,15,REJECTION,78
ES,prior_low,SYNTHETIC,1,CONTINUATION,225
ES,prior_low,SYNTHETIC,1,INCONCLUSIVE,357
ES,prior_low,SYNTHETIC,1,REJECTION,240
ES,prior_low,SYNTHETIC,3,CONTINUATION,270
ES,prior_low,SYNTHETIC,3,INCONCLUSIVE,250
ES,prior_low,SYNTHETIC,3,REJECTION,302
ES,prior_low,SYNTHETIC,5,CONTINUATION,277
ES,prior_low,SYNTHETIC,5,INCONCLUSIVE,227
ES,prior_low,SYNTHETIC,5,REJECTION,318
ES,prior_low,SYNTHETIC,10,CONTINUATION,317
ES,prior_low,SYNTHETIC,10,INCONCLUSIVE,151
ES,prior_low,SYNTHETIC,10,REJECTION,354
ES,prior_low,SYNTHETIC,15,CONTINUATION,311
ES,prior_low,SYNTHETIC,15,INCONCLUSIVE,147
ES,prior_low,SYNTHETIC,15,REJECTION,364
ES,prior_rth_mid,REAL,1,CONTINUATION,59
ES,prior_rth_mid,REAL,1,INCONCLUSIVE,127
ES,prior_rth_mid,REAL,1,REJECTION,69
ES,prior_rth_mid,REAL,3,CONTINUATION,84
ES,prior_rth_mid,REAL,3,INCONCLUSIVE,86
ES,prior_rth_mid,REAL,3,REJECTION,85
ES,prior_rth_mid,REAL,5,CONTINUATION,95
ES,prior_rth_mid,REAL,5,INCONCLUSIVE,72
ES,prior_rth_mid,REAL,5,REJECTION,88
ES,prior_rth_mid,REAL,10,CONTINUATION,108
ES,prior_rth_mid,REAL,10,INCONCLUSIVE,61
ES,prior_rth_mid,REAL,10,REJECTION,86
ES,prior_rth_mid,REAL,15,CONTINUATION,115
ES,prior_rth_mid,REAL,15,INCONCLUSIVE,44
ES,prior_rth_mid,REAL,15,REJECTION,96
ES,prior_rth_mid,SYNTHETIC,1,CONTINUATION,173
ES,prior_rth_mid,SYNTHETIC,1,INCONCLUSIVE,426
ES,prior_rth_mid,SYNTHETIC,1,REJECTION,191
ES,prior_rth_mid,SYNTHETIC,3,CONTINUATION,255
ES,prior_rth_mid,SYNTHETIC,3,INCONCLUSIVE,294
ES,prior_rth_mid,SYNTHETIC,3,REJECTION,241
ES,prior_rth_mid,SYNTHETIC,5,CONTINUATION,271
ES,prior_rth_mid,SYNTHETIC,5,INCONCLUSIVE,241
ES,prior_rth_mid,SYNTHETIC,5,REJECTION,278
ES,prior_rth_mid,SYNTHETIC,10,CONTINUATION,299
ES,prior_rth_mid,SYNTHETIC,10,INCONCLUSIVE,195
ES,prior_rth_mid,SYNTHETIC,10,REJECTION,296
ES,prior_rth_mid,SYNTHETIC,15,CONTINUATION,326
ES,prior_rth_mid,SYNTHETIC,15,INCONCLUSIVE,155
ES,prior_rth_mid,SYNTHETIC,15,REJECTION,309
ES,prior_rth_vwap,REAL,1,CONTINUATION,53
ES,prior_rth_vwap,REAL,1,INCONCLUSIVE,159
ES,prior_rth_vwap,REAL,1,REJECTION,57
ES,prior_rth_vwap,REAL,3,CONTINUATION,67
ES,prior_rth_vwap,REAL,3,INCONCLUSIVE,115
ES,prior_rth_vwap,REAL,3,REJECTION,87
ES,prior_rth_vwap,REAL,5,CONTINUATION,80
ES,prior_rth_vwap,REAL,5,INCONCLUSIVE,89
ES,prior_rth_vwap,REAL,5,REJECTION,100
ES,prior_rth_vwap,REAL,10,CONTINUATION,103
ES,prior_rth_vwap,REAL,10,INCONCLUSIVE,61
ES,prior_rth_vwap,REAL,10,REJECTION,105
ES,prior_rth_vwap,REAL,15,CONTINUATION,108
ES,prior_rth_vwap,REAL,15,INCONCLUSIVE,51
ES,prior_rth_vwap,REAL,15,REJECTION,110
ES,prior_rth_vwap,SYNTHETIC,1,CONTINUATION,182
ES,prior_rth_vwap,SYNTHETIC,1,INCONCLUSIVE,443
ES,prior_rth_vwap,SYNTHETIC,1,REJECTION,174
ES,prior_rth_vwap,SYNTHETIC,3,CONTINUATION,248
ES,prior_rth_vwap,SYNTHETIC,3,INCONCLUSIVE,310
ES,prior_rth_vwap,SYNTHETIC,3,REJECTION,241
ES,prior_rth_vwap,SYNTHETIC,5,CONTINUATION,287
ES,prior_rth_vwap,SYNTHETIC,5,INCONCLUSIVE,232
ES,prior_rth_vwap,SYNTHETIC,5,REJECTION,280
ES,prior_rth_vwap,SYNTHETIC,10,CONTINUATION,312
ES,prior_rth_vwap,SYNTHETIC,10,INCONCLUSIVE,182
ES,prior_rth_vwap,SYNTHETIC,10,REJECTION,305
ES,prior_rth_vwap,SYNTHETIC,15,CONTINUATION,323
ES,prior_rth_vwap,SYNTHETIC,15,INCONCLUSIVE,165
ES,prior_rth_vwap,SYNTHETIC,15,REJECTION,311
ES,q_D_p25,REAL,1,CONTINUATION,340
ES,q_D_p25,REAL,1,INCONCLUSIVE,411
ES,q_D_p25,REAL,1,REJECTION,401
ES,q_D_p25,REAL,3,CONTINUATION,422
ES,q_D_p25,REAL,3,INCONCLUSIVE,282
ES,q_D_p25,REAL,3,REJECTION,448
ES,q_D_p25,REAL,5,CONTINUATION,446
ES,q_D_p25,REAL,5,INCONCLUSIVE,245
ES,q_D_p25,REAL,5,REJECTION,461
ES,q_D_p25,REAL,10,CONTINUATION,469
ES,q_D_p25,REAL,10,INCONCLUSIVE,201
ES,q_D_p25,REAL,10,REJECTION,482
ES,q_D_p25,REAL,15,CONTINUATION,464
ES,q_D_p25,REAL,15,INCONCLUSIVE,179
ES,q_D_p25,REAL,15,REJECTION,509
ES,q_D_p25,SYNTHETIC,1,CONTINUATION,291
ES,q_D_p25,SYNTHETIC,1,INCONCLUSIVE,371
ES,q_D_p25,SYNTHETIC,1,REJECTION,312
ES,q_D_p25,SYNTHETIC,3,CONTINUATION,368
ES,q_D_p25,SYNTHETIC,3,INCONCLUSIVE,258
ES,q_D_p25,SYNTHETIC,3,REJECTION,348
ES,q_D_p25,SYNTHETIC,5,CONTINUATION,382
ES,q_D_p25,SYNTHETIC,5,INCONCLUSIVE,227
ES,q_D_p25,SYNTHETIC,5,REJECTION,365
ES,q_D_p25,SYNTHETIC,10,CONTINUATION,405
ES,q_D_p25,SYNTHETIC,10,INCONCLUSIVE,188
ES,q_D_p25,SYNTHETIC,10,REJECTION,381
ES,q_D_p25,SYNTHETIC,15,CONTINUATION,410
ES,q_D_p25,SYNTHETIC,15,INCONCLUSIVE,154
ES,q_D_p25,SYNTHETIC,15,REJECTION,410
ES,q_D_p75,REAL,1,CONTINUATION,251
ES,q_D_p75,REAL,1,INCONCLUSIVE,379
ES,q_D_p75,REAL,1,REJECTION,319
ES,q_D_p75,REAL,3,CONTINUATION,320
ES,q_D_p75,REAL,3,INCONCLUSIVE,270
ES,q_D_p75,REAL,3,REJECTION,359
ES,q_D_p75,REAL,5,CONTINUATION,330
ES,q_D_p75,REAL,5,INCONCLUSIVE,254
ES,q_D_p75,REAL,5,REJECTION,365
ES,q_D_p75,REAL,10,CONTINUATION,376
ES,q_D_p75,REAL,10,INCONCLUSIVE,177
ES,q_D_p75,REAL,10,REJECTION,396
ES,q_D_p75,REAL,15,CONTINUATION,389
ES,q_D_p75,REAL,15,INCONCLUSIVE,149
ES,q_D_p75,REAL,15,REJECTION,411
ES,q_D_p75,SYNTHETIC,1,CONTINUATION,244
ES,q_D_p75,SYNTHETIC,1,INCONCLUSIVE,405
ES,q_D_p75,SYNTHETIC,1,REJECTION,277
ES,q_D_p75,SYNTHETIC,3,CONTINUATION,303
ES,q_D_p75,SYNTHETIC,3,INCONCLUSIVE,287
ES,q_D_p75,SYNTHETIC,3,REJECTION,336
ES,q_D_p75,SYNTHETIC,5,CONTINUATION,313
ES,q_D_p75,SYNTHETIC,5,INCONCLUSIVE,262
ES,q_D_p75,SYNTHETIC,5,REJECTION,351
ES,q_D_p75,SYNTHETIC,10,CONTINUATION,361
ES,q_D_p75,SYNTHETIC,10,INCONCLUSIVE,184
ES,q_D_p75,SYNTHETIC,10,REJECTION,381
ES,q_D_p75,SYNTHETIC,15,CONTINUATION,373
ES,q_D_p75,SYNTHETIC,15,INCONCLUSIVE,161
ES,q_D_p75,SYNTHETIC,15,REJECTION,392
ES,q_D_p90,REAL,1,CONTINUATION,217
ES,q_D_p90,REAL,1,INCONCLUSIVE,363
ES,q_D_p90,REAL,1,REJECTION,248
ES,q_D_p90,REAL,3,CONTINUATION,263
ES,q_D_p90,REAL,3,INCONCLUSIVE,246
ES,q_D_p90,REAL,3,REJECTION,319
ES,q_D_p90,REAL,5,CONTINUATION,293
ES,q_D_p90,REAL,5,INCONCLUSIVE,195
ES,q_D_p90,REAL,5,REJECTION,340
ES,q_D_p90,REAL,10,CONTINUATION,312
ES,q_D_p90,REAL,10,INCONCLUSIVE,169
ES,q_D_p90,REAL,10,REJECTION,347
ES,q_D_p90,REAL,15,CONTINUATION,321
ES,q_D_p90,REAL,15,INCONCLUSIVE,142
ES,q_D_p90,REAL,15,REJECTION,365
ES,q_D_p90,SYNTHETIC,1,CONTINUATION,227
ES,q_D_p90,SYNTHETIC,1,INCONCLUSIVE,386
ES,q_D_p90,SYNTHETIC,1,REJECTION,237
ES,q_D_p90,SYNTHETIC,3,CONTINUATION,272
ES,q_D_p90,SYNTHETIC,3,INCONCLUSIVE,270
ES,q_D_p90,SYNTHETIC,3,REJECTION,308
ES,q_D_p90,SYNTHETIC,5,CONTINUATION,297
ES,q_D_p90,SYNTHETIC,5,INCONCLUSIVE,227
ES,q_D_p90,SYNTHETIC,5,REJECTION,326
ES,q_D_p90,SYNTHETIC,10,CONTINUATION,328
ES,q_D_p90,SYNTHETIC,10,INCONCLUSIVE,169
ES,q_D_p90,SYNTHETIC,10,REJECTION,353
ES,q_D_p90,SYNTHETIC,15,CONTINUATION,328
ES,q_D_p90,SYNTHETIC,15,INCONCLUSIVE,155
ES,q_D_p90,SYNTHETIC,15,REJECTION,367
ES,q_D_p95,REAL,1,CONTINUATION,198
ES,q_D_p95,REAL,1,INCONCLUSIVE,337
ES,q_D_p95,REAL,1,REJECTION,210
ES,q_D_p95,REAL,3,CONTINUATION,242
ES,q_D_p95,REAL,3,INCONCLUSIVE,227
ES,q_D_p95,REAL,3,REJECTION,276
ES,q_D_p95,REAL,5,CONTINUATION,253
ES,q_D_p95,REAL,5,INCONCLUSIVE,202
ES,q_D_p95,REAL,5,REJECTION,290
ES,q_D_p95,REAL,10,CONTINUATION,277
ES,q_D_p95,REAL,10,INCONCLUSIVE,151
ES,q_D_p95,REAL,10,REJECTION,317
ES,q_D_p95,REAL,15,CONTINUATION,280
ES,q_D_p95,REAL,15,INCONCLUSIVE,135
ES,q_D_p95,REAL,15,REJECTION,330
ES,q_D_p95,SYNTHETIC,1,CONTINUATION,232
ES,q_D_p95,SYNTHETIC,1,INCONCLUSIVE,378
ES,q_D_p95,SYNTHETIC,1,REJECTION,234
ES,q_D_p95,SYNTHETIC,3,CONTINUATION,270
ES,q_D_p95,SYNTHETIC,3,INCONCLUSIVE,259
ES,q_D_p95,SYNTHETIC,3,REJECTION,315
ES,q_D_p95,SYNTHETIC,5,CONTINUATION,286
ES,q_D_p95,SYNTHETIC,5,INCONCLUSIVE,240
ES,q_D_p95,SYNTHETIC,5,REJECTION,318
ES,q_D_p95,SYNTHETIC,10,CONTINUATION,320
ES,q_D_p95,SYNTHETIC,10,INCONCLUSIVE,183
ES,q_D_p95,SYNTHETIC,10,REJECTION,341
ES,q_D_p95,SYNTHETIC,15,CONTINUATION,318
ES,q_D_p95,SYNTHETIC,15,INCONCLUSIVE,157
ES,q_D_p95,SYNTHETIC,15,REJECTION,369
ES,q_U_p25,REAL,1,CONTINUATION,325
ES,q_U_p25,REAL,1,INCONCLUSIVE,460
ES,q_U_p25,REAL,1,REJECTION,366
ES,q_U_p25,REAL,3,CONTINUATION,387
ES,q_U_p25,REAL,3,INCONCLUSIVE,342
ES,q_U_p25,REAL,3,REJECTION,422
ES,q_U_p25,REAL,5,CONTINUATION,413
ES,q_U_p25,REAL,5,INCONCLUSIVE,291
ES,q_U_p25,REAL,5,REJECTION,447
ES,q_U_p25,REAL,10,CONTINUATION,432
ES,q_U_p25,REAL,10,INCONCLUSIVE,243
ES,q_U_p25,REAL,10,REJECTION,476
ES,q_U_p25,REAL,15,CONTINUATION,476
ES,q_U_p25,REAL,15,INCONCLUSIVE,212
ES,q_U_p25,REAL,15,REJECTION,463
ES,q_U_p25,SYNTHETIC,1,CONTINUATION,289
ES,q_U_p25,SYNTHETIC,1,INCONCLUSIVE,461
ES,q_U_p25,SYNTHETIC,1,REJECTION,294
ES,q_U_p25,SYNTHETIC,3,CONTINUATION,344
ES,q_U_p25,SYNTHETIC,3,INCONCLUSIVE,323
ES,q_U_p25,SYNTHETIC,3,REJECTION,377
ES,q_U_p25,SYNTHETIC,5,CONTINUATION,383
ES,q_U_p25,SYNTHETIC,5,INCONCLUSIVE,282
ES,q_U_p25,SYNTHETIC,5,REJECTION,379
ES,q_U_p25,SYNTHETIC,10,CONTINUATION,404
ES,q_U_p25,SYNTHETIC,10,INCONCLUSIVE,229
ES,q_U_p25,SYNTHETIC,10,REJECTION,411
ES,q_U_p25,SYNTHETIC,15,CONTINUATION,437
ES,q_U_p25,SYNTHETIC,15,INCONCLUSIVE,205
ES,q_U_p25,SYNTHETIC,15,REJECTION,402
ES,q_U_p75,REAL,1,CONTINUATION,220
ES,q_U_p75,REAL,1,INCONCLUSIVE,467
ES,q_U_p75,REAL,1,REJECTION,245
ES,q_U_p75,REAL,3,CONTINUATION,296
ES,q_U_p75,REAL,3,INCONCLUSIVE,328
ES,q_U_p75,REAL,3,REJECTION,308
ES,q_U_p75,REAL,5,CONTINUATION,331
ES,q_U_p75,REAL,5,INCONCLUSIVE,249
ES,q_U_p75,REAL,5,REJECTION,352
ES,q_U_p75,REAL,10,CONTINUATION,351
ES,q_U_p75,REAL,10,INCONCLUSIVE,211
ES,q_U_p75,REAL,10,REJECTION,370
ES,q_U_p75,REAL,15,CONTINUATION,377
ES,q_U_p75,REAL,15,INCONCLUSIVE,168
ES,q_U_p75,REAL,15,REJECTION,387
ES,q_U_p75,SYNTHETIC,1,CONTINUATION,213
ES,q_U_p75,SYNTHETIC,1,INCONCLUSIVE,475
ES,q_U_p75,SYNTHETIC,1,REJECTION,220
ES,q_U_p75,SYNTHETIC,3,CONTINUATION,294
ES,q_U_p75,SYNTHETIC,3,INCONCLUSIVE,321
ES,q_U_p75,SYNTHETIC,3,REJECTION,293
ES,q_U_p75,SYNTHETIC,5,CONTINUATION,321
ES,q_U_p75,SYNTHETIC,5,INCONCLUSIVE,266
ES,q_U_p75,SYNTHETIC,5,REJECTION,321
ES,q_U_p75,SYNTHETIC,10,CONTINUATION,341
ES,q_U_p75,SYNTHETIC,10,INCONCLUSIVE,235
ES,q_U_p75,SYNTHETIC,10,REJECTION,332
ES,q_U_p75,SYNTHETIC,15,CONTINUATION,373
ES,q_U_p75,SYNTHETIC,15,INCONCLUSIVE,179
ES,q_U_p75,SYNTHETIC,15,REJECTION,356
ES,q_U_p90,REAL,1,CONTINUATION,174
ES,q_U_p90,REAL,1,INCONCLUSIVE,414
ES,q_U_p90,REAL,1,REJECTION,204
ES,q_U_p90,REAL,3,CONTINUATION,241
ES,q_U_p90,REAL,3,INCONCLUSIVE,301
ES,q_U_p90,REAL,3,REJECTION,250
ES,q_U_p90,REAL,5,CONTINUATION,280
ES,q_U_p90,REAL,5,INCONCLUSIVE,237
ES,q_U_p90,REAL,5,REJECTION,275
ES,q_U_p90,REAL,10,CONTINUATION,312
ES,q_U_p90,REAL,10,INCONCLUSIVE,191
ES,q_U_p90,REAL,10,REJECTION,289
ES,q_U_p90,REAL,15,CONTINUATION,333
ES,q_U_p90,REAL,15,INCONCLUSIVE,152
ES,q_U_p90,REAL,15,REJECTION,307
ES,q_U_p90,SYNTHETIC,1,CONTINUATION,183
ES,q_U_p90,SYNTHETIC,1,INCONCLUSIVE,413
ES,q_U_p90,SYNTHETIC,1,REJECTION,183
ES,q_U_p90,SYNTHETIC,3,CONTINUATION,248
ES,q_U_p90,SYNTHETIC,3,INCONCLUSIVE,290
ES,q_U_p90,SYNTHETIC,3,REJECTION,241
ES,q_U_p90,SYNTHETIC,5,CONTINUATION,289
ES,q_U_p90,SYNTHETIC,5,INCONCLUSIVE,222
ES,q_U_p90,SYNTHETIC,5,REJECTION,268
ES,q_U_p90,SYNTHETIC,10,CONTINUATION,312
ES,q_U_p90,SYNTHETIC,10,INCONCLUSIVE,183
ES,q_U_p90,SYNTHETIC,10,REJECTION,284
ES,q_U_p90,SYNTHETIC,15,CONTINUATION,324
ES,q_U_p90,SYNTHETIC,15,INCONCLUSIVE,157
ES,q_U_p90,SYNTHETIC,15,REJECTION,298
ES,q_U_p95,REAL,1,CONTINUATION,163
ES,q_U_p95,REAL,1,INCONCLUSIVE,385
ES,q_U_p95,REAL,1,REJECTION,163
ES,q_U_p95,REAL,3,CONTINUATION,216
ES,q_U_p95,REAL,3,INCONCLUSIVE,273
ES,q_U_p95,REAL,3,REJECTION,222
ES,q_U_p95,REAL,5,CONTINUATION,251
ES,q_U_p95,REAL,5,INCONCLUSIVE,220
ES,q_U_p95,REAL,5,REJECTION,240
ES,q_U_p95,REAL,10,CONTINUATION,288
ES,q_U_p95,REAL,10,INCONCLUSIVE,156
ES,q_U_p95,REAL,10,REJECTION,267
ES,q_U_p95,REAL,15,CONTINUATION,304
ES,q_U_p95,REAL,15,INCONCLUSIVE,137
ES,q_U_p95,REAL,15,REJECTION,270
ES,q_U_p95,SYNTHETIC,1,CONTINUATION,189
ES,q_U_p95,SYNTHETIC,1,INCONCLUSIVE,416
ES,q_U_p95,SYNTHETIC,1,REJECTION,169
ES,q_U_p95,SYNTHETIC,3,CONTINUATION,234
ES,q_U_p95,SYNTHETIC,3,INCONCLUSIVE,311
ES,q_U_p95,SYNTHETIC,3,REJECTION,229
ES,q_U_p95,SYNTHETIC,5,CONTINUATION,271
ES,q_U_p95,SYNTHETIC,5,INCONCLUSIVE,235
ES,q_U_p95,SYNTHETIC,5,REJECTION,268
ES,q_U_p95,SYNTHETIC,10,CONTINUATION,310
ES,q_U_p95,SYNTHETIC,10,INCONCLUSIVE,187
ES,q_U_p95,SYNTHETIC,10,REJECTION,277
ES,q_U_p95,SYNTHETIC,15,CONTINUATION,321
ES,q_U_p95,SYNTHETIC,15,INCONCLUSIVE,149
ES,q_U_p95,SYNTHETIC,15,REJECTION,304
ES,vwap_on_j+0,REAL,1,CONTINUATION,172
ES,vwap_on_j+0,REAL,1,INCONCLUSIVE,345
ES,vwap_on_j+0,REAL,1,REJECTION,183
ES,vwap_on_j+0,REAL,3,CONTINUATION,226
ES,vwap_on_j+0,REAL,3,INCONCLUSIVE,230
ES,vwap_on_j+0,REAL,3,REJECTION,244
ES,vwap_on_j+0,REAL,5,CONTINUATION,238
ES,vwap_on_j+0,REAL,5,INCONCLUSIVE,212
