instrument,level_id,outcome_name,horizon,n_real,n_synth,status,p_raw,real_rate,synth_rate,p_bh
ES,vwap_on_j+2,post_touch_retouch,5,455,805,tested,0.1527770344173674,0.8087912087912088,0.7726708074534161,0.7051937256641272
ES,vwap_on_j+2,post_touch_retouch,10,455,805,tested,0.3821252461694229,0.8505494505494505,0.8298136645962733,1.0
ES,vwap_on_j+2,post_touch_retouch,15,455,805,tested,0.20858500610724834,0.8747252747252747,0.8484472049689441,1.0
ES,vwap_on_j+3,post_touch_retouch,1,216,773,tested,0.02638227447747294,0.6851851851851852,0.6002587322121604,0.261557072708178
ES,vwap_on_j+3,post_touch_retouch,3,216,773,tested,0.12305488709790383,0.7638888888888888,0.7102199223803364,0.6981175744313888
ES,vwap_on_j+3,post_touch_retouch,5,216,773,tested,0.30903273347887855,0.8055555555555556,0.7723156532988357,0.9294594364341511
ES,vwap_on_j+3,post_touch_retouch,10,216,773,tested,0.29874095268297,0.8611111111111112,0.8292367399741267,1.0
ES,vwap_on_j+3,post_touch_retouch,15,216,773,tested,0.3698548855349414,0.8842592592592593,0.8589909443725744,1.0
ES,vwap_on_j-1,post_touch_retouch,1,662,911,tested,0.2541608742320185,0.6042296072507553,0.575192096597146,0.6036320763010439
ES,vwap_on_j-1,post_touch_retouch,3,662,911,tested,0.8642289549343625,0.7250755287009063,0.7200878155872668,1.0
ES,vwap_on_j-1,post_touch_retouch,5,662,911,tested,0.8545790573841408,0.7779456193353474,0.7738748627881449,1.0
ES,vwap_on_j-1,post_touch_retouch,10,662,911,tested,0.5891406849161646,0.8338368580060423,0.8221734357848518,1.0
ES,vwap_on_j-1,post_touch_retouch,15,662,911,tested,0.9410338951652337,0.8610271903323263,0.862788144895719,1.0
ES,vwap_on_j-2,post_touch_retouch,1,408,857,tested,0.4206566543258379,0.6029411764705882,0.6277712952158693,0.6367256448043891
ES,vwap_on_j-2,post_touch_retouch,3,408,857,tested,1.0,0.7450980392156863,0.7444574095682613,1.0
ES,vwap_on_j-2,post_touch_retouch,5,408,857,tested,0.5032468872848629,0.8063725490196079,0.7887981330221704,0.9294594364341511
ES,vwap_on_j-2,post_touch_retouch,10,408,857,tested,0.8041070788265722,0.8480392156862745,0.8413068844807468,1.0
ES,vwap_on_j-2,post_touch_retouch,15,408,857,tested,0.9281861804703185,0.8725490196078431,0.8739789964994166,1.0
ES,vwap_on_j-3,post_touch_retouch,1,216,846,tested,0.23842950832661436,0.6620370370370371,0.6182033096926713,0.6036320763010439
ES,vwap_on_j-3,post_touch_retouch,3,216,846,tested,1.0,0.7453703703703703,0.7446808510638298,1.0
ES,vwap_on_j-3,post_touch_retouch,5,216,846,tested,0.7067867410277737,0.7824074074074074,0.7955082742316785,0.9600167310352202
ES,vwap_on_j-3,post_touch_retouch,10,216,846,tested,0.6782715671669055,0.8287037037037037,0.8416075650118203,1.0
ES,vwap_on_j-3,post_touch_retouch,15,216,846,tested,0.1439911037802101,0.8379629629629629,0.875886524822695,1.0
NQ,mad_D_1.0,post_touch_retouch,1,1057,1057,tested,0.6615967450525293,0.5610217596972564,0.5506149479659413,0.9998184870220016
NQ,mad_D_1.0,post_touch_retouch,3,1057,1057,tested,0.5084447389297411,0.7019867549668874,0.6877956480605487,1.0
NQ,mad_D_1.0,post_touch_retouch,5,1057,1057,tested,0.5183066422738953,0.7483443708609272,0.7350993377483444,1.0
NQ,mad_D_1.0,post_touch_retouch,10,1057,1057,tested,0.7052969348294928,0.8003784295175024,0.7928098391674551,0.8655576169728838
NQ,mad_D_1.0,post_touch_retouch,15,1057,1057,tested,0.8609873894083054,0.8353831598864712,0.8315988647114475,0.9705049455990153
NQ,mad_D_1.5,post_touch_retouch,1,985,973,tested,0.5838711566772977,0.5786802030456852,0.566289825282631,0.9998184870220016
NQ,mad_D_1.5,post_touch_retouch,3,985,973,tested,0.4851622729001579,0.7187817258883249,0.7040082219938335,1.0
NQ,mad_D_1.5,post_touch_retouch,5,985,973,tested,0.3687394043519191,0.7685279187817259,0.750256937307297,1.0
NQ,mad_D_1.5,post_touch_retouch,10,985,973,tested,0.5228271522774776,0.8203045685279188,0.8088386433710175,0.8655576169728838
NQ,mad_D_1.5,post_touch_retouch,15,985,973,tested,0.6614471897882068,0.849746192893401,0.841726618705036,0.9309256745167355
NQ,mad_D_2.0,post_touch_retouch,1,910,911,tested,0.27551829135625644,0.5637362637362637,0.5894621295279913,0.9998184870220016
NQ,mad_D_2.0,post_touch_retouch,3,910,911,tested,0.6024673382277006,0.7131868131868132,0.7244785949506037,1.0
