instrument,level_id,horizon,k,n_real,n_synth,status,real_reach_continuation_rate,synth_reach_continuation_rate,real_reach_rejection_rate,synth_reach_rejection_rate
ES,mult_U_1.0,3,0.5,1055,995,tested,0.7118483412322275,0.721608040201005,0.7507109004739336,0.7326633165829146
ES,mult_U_1.0,3,1.0,1055,995,tested,0.581042654028436,0.5919597989949749,0.64739336492891,0.5969849246231156
ES,mult_U_1.0,3,1.5,1055,995,tested,0.4549763033175355,0.46030150753768845,0.524170616113744,0.4824120603015075
ES,mult_U_1.0,3,2.0,1055,995,tested,0.35355450236966823,0.3587939698492462,0.44549763033175355,0.4020100502512563
ES,mult_U_1.0,5,0.5,1055,995,tested,0.7696682464454976,0.770854271356784,0.785781990521327,0.7688442211055276
ES,mult_U_1.0,5,1.0,1055,995,tested,0.656872037914692,0.6522613065326633,0.70521327014218,0.6562814070351759
ES,mult_U_1.0,5,1.5,1055,995,tested,0.543127962085308,0.5366834170854271,0.5971563981042654,0.5658291457286432
ES,mult_U_1.0,5,2.0,1055,995,tested,0.4369668246445498,0.4381909547738693,0.5251184834123223,0.4904522613065327
ES,mult_U_1.0,10,0.5,1055,995,tested,0.8161137440758294,0.828140703517588,0.8312796208530806,0.8231155778894472
ES,mult_U_1.0,10,1.0,1055,995,tested,0.7213270142180095,0.7346733668341708,0.7582938388625592,0.7276381909547739
ES,mult_U_1.0,10,1.5,1055,995,tested,0.6293838862559241,0.6211055276381909,0.6729857819905213,0.6422110552763819
ES,mult_U_1.0,10,2.0,1055,995,tested,0.5260663507109005,0.535678391959799,0.6018957345971564,0.5678391959798995
ES,mult_U_1.0,15,0.5,1055,995,tested,0.8483412322274881,0.8542713567839196,0.8540284360189574,0.8442211055276382
ES,mult_U_1.0,15,1.0,1055,995,tested,0.7668246445497631,0.7809045226130653,0.7895734597156399,0.7608040201005025
ES,mult_U_1.0,15,1.5,1055,995,tested,0.6890995260663507,0.6874371859296482,0.7118483412322275,0.6844221105527638
ES,mult_U_1.0,15,2.0,1055,995,tested,0.5971563981042654,0.6040201005025125,0.6445497630331753,0.6211055276381909
ES,mult_U_1.5,1,0.5,950,900,tested,0.6473684210526316,0.6122222222222222,0.6305263157894737,0.5855555555555556
ES,mult_U_1.5,1,1.0,950,900,tested,0.43894736842105264,0.43666666666666665,0.4326315789473684,0.43
ES,mult_U_1.5,1,1.5,950,900,tested,0.3021052631578947,0.29333333333333333,0.3178947368421053,0.29555555555555557
ES,mult_U_1.5,1,2.0,950,900,tested,0.19894736842105262,0.2011111111111111,0.21157894736842106,0.2088888888888889
ES,mult_U_1.5,3,0.5,950,900,tested,0.7536842105263157,0.7488888888888889,0.7473684210526316,0.72
ES,mult_U_1.5,3,1.0,950,900,tested,0.5978947368421053,0.5944444444444444,0.5989473684210527,0.5944444444444444
ES,mult_U_1.5,3,1.5,950,900,tested,0.4673684210526316,0.4688888888888889,0.49473684210526314,0.4722222222222222
ES,mult_U_1.5,3,2.0,950,900,tested,0.3526315789473684,0.3488888888888889,0.39263157894736844,0.38333333333333336
ES,mult_U_1.5,5,0.5,950,900,tested,0.8021052631578948,0.7966666666666666,0.7957894736842105,0.7711111111111111
ES,mult_U_1.5,5,1.0,950,900,tested,0.6694736842105263,0.6611111111111111,0.651578947368421,0.6511111111111111
ES,mult_U_1.5,5,1.5,950,900,tested,0.5389473684210526,0.5411111111111111,0.5705263157894737,0.5377777777777778
ES,mult_U_1.5,5,2.0,950,900,tested,0.4431578947368421,0.4444444444444444,0.48105263157894734,0.46444444444444444
ES,mult_U_1.5,10,0.5,950,900,tested,0.8463157894736842,0.8477777777777777,0.8452631578947368,0.8244444444444444
ES,mult_U_1.5,10,1.0,950,900,tested,0.7494736842105263,0.75,0.7336842105263158,0.7288888888888889
ES,mult_U_1.5,10,1.5,950,900,tested,0.6378947368421053,0.6355555555555555,0.6505263157894737,0.6244444444444445
ES,mult_U_1.5,10,2.0,950,900,tested,0.56,0.57,0.5652631578947368,0.5477777777777778
ES,mult_U_1.5,15,0.5,950,900,tested,0.8736842105263158,0.8777777777777778,0.8652631578947368,0.8522222222222222
ES,mult_U_1.5,15,1.0,950,900,tested,0.7968421052631579,0.7888888888888889,0.7684210526315789,0.7633333333333333
ES,mult_U_1.5,15,1.5,950,900,tested,0.6989473684210527,0.6977777777777778,0.6915789473684211,0.6688888888888889
ES,mult_U_1.5,15,2.0,950,900,tested,0.6242105263157894,0.63,0.6189473684210526,0.5966666666666667
ES,mult_U_2.0,1,0.5,862,781,tested,0.6067285382830626,0.5992317541613317,0.6403712296983759,0.6094750320102432
ES,mult_U_2.0,1,1.0,862,781,tested,0.41647331786542924,0.42765685019206146,0.46751740139211134,0.42893725992317544
ES,mult_U_2.0,1,1.5,862,781,tested,0.27610208816705334,0.2765685019206146,0.31554524361948955,0.29961587708066584
ES,mult_U_2.0,1,2.0,862,781,tested,0.20185614849187936,0.16901408450704225,0.2273781902552204,0.2112676056338028
ES,mult_U_2.0,3,0.5,862,781,tested,0.7412993039443155,0.7183098591549296,0.7517401392111369,0.7247119078104993
ES,mult_U_2.0,3,1.0,862,781,tested,0.5893271461716937,0.58898847631242,0.6148491879350348,0.587708066581306
ES,mult_U_2.0,3,1.5,862,781,tested,0.46867749419953597,0.4519846350832266,0.48607888631090485,0.4532650448143406
ES,mult_U_2.0,3,2.0,862,781,tested,0.36078886310904873,0.31626120358514725,0.39559164733178653,0.3559539052496799
ES,mult_U_2.0,5,0.5,862,781,tested,0.7923433874709976,0.7631241997439181,0.7935034802784223,0.7720870678617158
ES,mult_U_2.0,5,1.0,862,781,tested,0.6554524361948956,0.649167733674776,0.6832946635730859,0.6568501920614597
ES,mult_U_2.0,5,1.5,862,781,tested,0.5452436194895591,0.5454545454545454,0.5464037122969838,0.5300896286811779
ES,mult_U_2.0,5,2.0,862,781,tested,0.45359628770301624,0.4148527528809219,0.4756380510440835,0.43021766965428937
ES,mult_U_2.0,10,0.5,862,781,tested,0.8491879350348028,0.8207426376440461,0.845707656612529,0.8220230473751601
ES,mult_U_2.0,10,1.0,862,781,tested,0.7389791183294664,0.7387964148527529,0.7575406032482599,0.734955185659411
ES,mult_U_2.0,10,1.5,862,781,tested,0.648491879350348,0.6427656850192062,0.6473317865429234,0.6325224071702945
ES,mult_U_2.0,10,2.0,862,781,tested,0.5812064965197216,0.5262483994878361,0.5661252900232019,0.528809218950064
ES,mult_U_2.0,15,0.5,862,781,tested,0.8874709976798144,0.8540332906530089,0.8689095127610209,0.8463508322663252
ES,mult_U_2.0,15,1.0,862,781,tested,0.7888631090487239,0.7836107554417413,0.7900232018561485,0.7746478873239436
ES,mult_U_2.0,15,1.5,862,781,tested,0.7076566125290024,0.708066581306018,0.6937354988399071,0.6888604353393086
ES,mult_U_2.0,15,2.0,862,781,tested,0.6450116009280742,0.618437900128041,0.6136890951276102,0.5953905249679897
ES,overnight_high,1,0.5,426,803,tested,0.6173708920187794,0.6114570361145704,0.6173708920187794,0.6027397260273972
ES,overnight_high,1,1.0,426,803,tested,0.41784037558685444,0.44458281444582815,0.4671361502347418,0.4383561643835616
ES,overnight_high,1,1.5,426,803,tested,0.2793427230046948,0.2764632627646326,0.2981220657276995,0.29389788293897884
ES,overnight_high,1,2.0,426,803,tested,0.16666666666666666,0.1718555417185554,0.19014084507042253,0.20921544209215442
ES,overnight_high,3,0.5,426,803,tested,0.7676056338028169,0.7359900373599004,0.704225352112676,0.7085927770859277
ES,overnight_high,3,1.0,426,803,tested,0.5985915492957746,0.6127023661270237,0.5821596244131455,0.5740971357409713
ES,overnight_high,3,1.5,426,803,tested,0.44835680751173707,0.4669987546699875,0.42488262910798125,0.45454545454545453
ES,overnight_high,3,2.0,426,803,tested,0.3286384976525822,0.34620174346201743,0.3215962441314554,0.35242839352428396
ES,overnight_high,5,0.5,426,803,tested,0.8075117370892019,0.7895392278953923,0.7511737089201878,0.7621419676214197
ES,overnight_high,5,1.0,426,803,tested,0.6666666666666666,0.6824408468244084,0.6314553990610329,0.6450809464508095
ES,overnight_high,5,1.5,426,803,tested,0.5187793427230047,0.5603985056039851,0.49765258215962443,0.5292652552926526
ES,overnight_high,5,2.0,426,803,tested,0.4061032863849765,0.4383561643835616,0.4014084507042254,0.42963885429638854
ES,overnight_high,10,0.5,426,803,tested,0.863849765258216,0.8418430884184309,0.812206572769953,0.8194271481942715
ES,overnight_high,10,1.0,426,803,tested,0.755868544600939,0.7708592777085927,0.7018779342723005,0.7198007471980075
ES,overnight_high,10,1.5,426,803,tested,0.6384976525821596,0.6712328767123288,0.6009389671361502,0.6164383561643836
ES,overnight_high,10,2.0,426,803,tested,0.5140845070422535,0.5541718555417185,0.5164319248826291,0.526774595267746
ES,overnight_high,15,0.5,426,803,tested,0.8826291079812206,0.8767123287671232,0.8356807511737089,0.8443337484433375
ES,overnight_high,15,1.0,426,803,tested,0.784037558685446,0.813200498132005,0.7347417840375586,0.7584059775840598
ES,overnight_high,15,1.5,426,803,tested,0.676056338028169,0.7297633872976339,0.636150234741784,0.6699875466998755
ES,overnight_high,15,2.0,426,803,tested,0.568075117370892,0.635118306351183,0.5657276995305164,0.5853051058530511
ES,overnight_low,1,0.5,366,841,tested,0.6939890710382514,0.6504161712247325,0.6584699453551912,0.6516052318668252
ES,overnight_low,1,1.0,366,841,tested,0.5628415300546448,0.4780023781212842,0.5163934426229508,0.5017835909631391
ES,overnight_low,1,1.5,366,841,tested,0.41530054644808745,0.356718192627824,0.36885245901639346,0.36623067776456597
ES,overnight_low,1,2.0,366,841,tested,0.2978142076502732,0.25326991676575505,0.28688524590163933,0.2901307966706302
ES,overnight_low,3,0.5,366,841,tested,0.7868852459016393,0.7502972651605232,0.76775956284153,0.7847800237812128
ES,overnight_low,3,1.0,366,841,tested,0.7076502732240437,0.6325802615933412,0.6366120218579235,0.6492271105826397
ES,overnight_low,3,1.5,366,841,tested,0.5601092896174863,0.525564803804994,0.5,0.5160523186682521
ES,overnight_low,3,2.0,366,841,tested,0.44808743169398907,0.4161712247324614,0.412568306010929,0.4304399524375743
ES,overnight_low,5,0.5,366,841,tested,0.8360655737704918,0.7990487514863258,0.8278688524590164,0.8263971462544589
ES,overnight_low,5,1.0,366,841,tested,0.7622950819672131,0.7063020214030915,0.7295081967213115,0.72294887039239
ES,overnight_low,5,1.5,366,841,tested,0.6256830601092896,0.5992865636147443,0.592896174863388,0.5969084423305588
ES,overnight_low,5,2.0,366,841,tested,0.5218579234972678,0.5065398335315101,0.5027322404371585,0.5077288941736029
ES,overnight_low,10,0.5,366,841,tested,0.8661202185792349,0.8478002378121284,0.8770491803278688,0.8692033293697978
ES,overnight_low,10,1.0,366,841,tested,0.8032786885245902,0.7788347205707491,0.8060109289617486,0.7883472057074911
ES,overnight_low,10,1.5,366,841,tested,0.6994535519125683,0.6956004756242569,0.7049180327868853,0.6932223543400713
ES,overnight_low,10,2.0,366,841,tested,0.6229508196721312,0.6183115338882283,0.6092896174863388,0.6135552913198573
ES,overnight_low,15,0.5,366,841,tested,0.8879781420765027,0.8834720570749108,0.8934426229508197,0.8846611177170036
ES,overnight_low,15,1.0,366,841,tested,0.8387978142076503,0.8192627824019025,0.8442622950819673,0.8204518430439952
ES,overnight_low,15,1.5,366,841,tested,0.7431693989071039,0.7360285374554102,0.7540983606557377,0.7336504161712247
ES,overnight_low,15,2.0,366,841,tested,0.6666666666666666,0.6718192627824019,0.674863387978142,0.6718192627824019
ES,overnight_mid,1,0.5,648,873,tested,0.6157407407407407,0.5899198167239404,0.6358024691358025,0.6071019473081328
ES,overnight_mid,1,1.0,648,873,tested,0.44598765432098764,0.4284077892325315,0.47685185185185186,0.43757159221076747
ES,overnight_mid,1,1.5,648,873,tested,0.279320987654321,0.26689576174112256,0.3533950617283951,0.3218785796105384
ES,overnight_mid,1,2.0,648,873,tested,0.18209876543209877,0.15807560137457044,0.25925925925925924,0.21305841924398625
ES,overnight_mid,3,0.5,648,873,tested,0.7330246913580247,0.709049255441008,0.7469135802469136,0.7239404352806414
ES,overnight_mid,3,1.0,648,873,tested,0.6033950617283951,0.584192439862543,0.6157407407407407,0.6059564719358533
ES,overnight_mid,3,1.5,648,873,tested,0.45987654320987653,0.44558991981672397,0.4876543209876543,0.49026345933562426
ES,overnight_mid,3,2.0,648,873,tested,0.3333333333333333,0.3104238258877434,0.3873456790123457,0.3745704467353952
ES,overnight_mid,5,0.5,648,873,tested,0.7638888888888888,0.7571592210767468,0.7808641975308642,0.7766323024054983
ES,overnight_mid,5,1.0,648,873,tested,0.6558641975308642,0.6449026345933563,0.6774691358024691,0.6655211912943871
ES,overnight_mid,5,1.5,648,873,tested,0.5385802469135802,0.5349369988545246,0.5632716049382716,0.5578465063001146
ES,overnight_mid,5,2.0,648,873,tested,0.4305555555555556,0.4146620847651776,0.4567901234567901,0.45933562428407787
ES,overnight_mid,10,0.5,648,873,tested,0.816358024691358,0.8121420389461627,0.8348765432098766,0.8316151202749141
ES,overnight_mid,10,1.0,648,873,tested,0.7376543209876543,0.718213058419244,0.7561728395061729,0.7376861397479955
ES,overnight_mid,10,1.5,648,873,tested,0.6358024691358025,0.6277205040091638,0.6589506172839507,0.6483390607101948
ES,overnight_mid,10,2.0,648,873,tested,0.5324074074074074,0.5246277205040092,0.5740740740740741,0.5555555555555556
ES,overnight_mid,15,0.5,648,873,tested,0.8533950617283951,0.8442153493699885,0.8533950617283951,0.8556701030927835
ES,overnight_mid,15,1.0,648,873,tested,0.7685185185185185,0.7617411225658648,0.7978395061728395,0.7777777777777778
ES,overnight_mid,15,1.5,648,873,tested,0.6820987654320988,0.6861397479954181,0.7222222222222222,0.7010309278350515
ES,overnight_mid,15,2.0,648,873,tested,0.5987654320987654,0.6036655211912944,0.6496913580246914,0.6093928980526919
ES,overnight_open,1,0.5,454,839,tested,0.5748898678414097,0.5935637663885578,0.6828193832599119,0.6114421930870083
ES,overnight_open,1,1.0,454,839,tested,0.3986784140969163,0.42073897497020263,0.5,0.43504171632896305
ES,overnight_open,1,1.5,454,839,tested,0.2577092511013216,0.27771156138259834,0.3634361233480176,0.3110846245530393
ES,overnight_open,1,2.0,454,839,tested,0.18722466960352424,0.18116805721096543,0.2577092511013216,0.2205005959475566
ES,overnight_open,3,0.5,454,839,tested,0.711453744493392,0.7234803337306317,0.788546255506608,0.7437425506555423
ES,overnight_open,3,1.0,454,839,tested,0.5594713656387665,0.5756853396901073,0.6651982378854625,0.6078665077473182
ES,overnight_open,3,1.5,454,839,tested,0.4251101321585903,0.4374255065554231,0.526431718061674,0.4862932061978546
ES,overnight_open,3,2.0,454,839,tested,0.31718061674008813,0.3098927294398093,0.4251101321585903,0.3742550655542312
ES,overnight_open,5,0.5,454,839,tested,0.762114537444934,0.7794994040524433,0.8171806167400881,0.7938021454112039
ES,overnight_open,5,1.0,454,839,tested,0.6255506607929515,0.6471990464839095,0.7180616740088106,0.6734207389749702
ES,overnight_open,5,1.5,454,839,tested,0.4933920704845815,0.5256257449344458,0.6101321585903083,0.564958283671037
ES,overnight_open,5,2.0,454,839,tested,0.40308370044052866,0.41835518474374256,0.5176211453744494,0.44934445768772346
ES,overnight_open,10,0.5,454,839,tested,0.8193832599118943,0.834326579261025,0.8744493392070485,0.8390941597139452
ES,overnight_open,10,1.0,454,839,tested,0.7070484581497798,0.7234803337306317,0.801762114537445,0.7497020262216925
ES,overnight_open,10,1.5,454,839,tested,0.6057268722466961,0.6233611442193087,0.7070484581497798,0.6603098927294399
ES,overnight_open,10,2.0,454,839,tested,0.5352422907488987,0.5423122765196663,0.6167400881057269,0.5530393325387366
ES,overnight_open,15,0.5,454,839,tested,0.8458149779735683,0.8629320619785459,0.8898678414096917,0.8629320619785459
ES,overnight_open,15,1.0,454,839,tested,0.7555066079295154,0.7711561382598331,0.8303964757709251,0.7842669845053635
ES,overnight_open,15,1.5,454,839,tested,0.6497797356828194,0.6841477949940405,0.7555066079295154,0.698450536352801
ES,overnight_open,15,2.0,454,839,tested,0.5925110132158591,0.6054827175208581,0.6762114537444934,0.600715137067938
ES,prior_close,1,0.5,347,808,tested,0.6167146974063401,0.6101485148514851,0.6311239193083573,0.5878712871287128
ES,prior_close,1,1.0,347,808,tested,0.4610951008645533,0.4207920792079208,0.4553314121037464,0.41089108910891087
ES,prior_close,1,1.5,347,808,tested,0.3112391930835735,0.28465346534653463,0.29971181556195964,0.28836633663366334
ES,prior_close,1,2.0,347,808,tested,0.207492795389049,0.1745049504950495,0.2132564841498559,0.19925742574257427
ES,prior_close,3,0.5,347,808,tested,0.729106628242075,0.7277227722772277,0.7348703170028819,0.719059405940594
ES,prior_close,3,1.0,347,808,tested,0.6167146974063401,0.573019801980198,0.6023054755043228,0.5742574257425742
ES,prior_close,3,1.5,347,808,tested,0.4495677233429395,0.4344059405940594,0.4495677233429395,0.4628712871287129
ES,prior_close,3,2.0,347,808,tested,0.35446685878962536,0.3292079207920792,0.36023054755043227,0.3502475247524752
ES,prior_close,5,0.5,347,808,tested,0.7838616714697406,0.7821782178217822,0.7694524495677233,0.7673267326732673
ES,prior_close,5,1.0,347,808,tested,0.6657060518731989,0.6534653465346535,0.6628242074927954,0.6373762376237624
ES,prior_close,5,1.5,347,808,tested,0.5187319884726225,0.5321782178217822,0.5273775216138329,0.5396039603960396
ES,prior_close,5,2.0,347,808,tested,0.42363112391930835,0.43316831683168316,0.45244956772334294,0.44183168316831684
ES,prior_close,10,0.5,347,808,tested,0.8184438040345822,0.8353960396039604,0.8472622478386167,0.8267326732673267
ES,prior_close,10,1.0,347,808,tested,0.7348703170028819,0.7400990099009901,0.7463976945244957,0.7301980198019802
ES,prior_close,10,1.5,347,808,tested,0.6484149855907781,0.6398514851485149,0.6426512968299711,0.6361386138613861
ES,prior_close,10,2.0,347,808,tested,0.579250720461095,0.5420792079207921,0.5648414985590778,0.5383663366336634
ES,prior_close,15,0.5,347,808,tested,0.8559077809798271,0.8564356435643564,0.8674351585014409,0.8514851485148515
ES,prior_close,15,1.0,347,808,tested,0.7752161383285303,0.7846534653465347,0.7780979827089337,0.7735148514851485
ES,prior_close,15,1.5,347,808,tested,0.6974063400576369,0.693069306930693,0.6858789625360231,0.6868811881188119
ES,prior_close,15,2.0,347,808,tested,0.6455331412103746,0.6163366336633663,0.622478386167147,0.6051980198019802
ES,prior_high,1,0.5,235,768,tested,0.5446808510638298,0.58203125,0.6468085106382979,0.6171875
ES,prior_high,1,1.0,235,768,tested,0.3617021276595745,0.4075520833333333,0.43829787234042555,0.4244791666666667
ES,prior_high,1,1.5,235,768,tested,0.2553191489361702,0.2825520833333333,0.28085106382978725,0.3033854166666667
ES,prior_high,1,2.0,235,768,tested,0.16595744680851063,0.171875,0.2,0.21354166666666666
ES,prior_high,3,0.5,235,768,tested,0.6723404255319149,0.7213541666666666,0.7617021276595745,0.7356770833333334
ES,prior_high,3,1.0,235,768,tested,0.548936170212766,0.5794270833333334,0.6127659574468085,0.578125
ES,prior_high,3,1.5,235,768,tested,0.4127659574468085,0.4518229166666667,0.4340425531914894,0.44921875
ES,prior_high,3,2.0,235,768,tested,0.2851063829787234,0.3151041666666667,0.33191489361702126,0.34375
ES,prior_high,5,0.5,235,768,tested,0.7404255319148936,0.7760416666666666,0.7957446808510639,0.7825520833333334
ES,prior_high,5,1.0,235,768,tested,0.6382978723404256,0.65625,0.6808510638297872,0.65625
ES,prior_high,5,1.5,235,768,tested,0.4978723404255319,0.5442708333333334,0.5063829787234042,0.5247395833333334
ES,prior_high,5,2.0,235,768,tested,0.4,0.4114583333333333,0.40425531914893614,0.421875
ES,prior_high,10,0.5,235,768,tested,0.8127659574468085,0.8411458333333334,0.8212765957446808,0.8385416666666666
ES,prior_high,10,1.0,235,768,tested,0.7148936170212766,0.7434895833333334,0.7361702127659574,0.7252604166666666
ES,prior_high,10,1.5,235,768,tested,0.6127659574468085,0.65625,0.5872340425531914,0.625
ES,prior_high,10,2.0,235,768,tested,0.5191489361702127,0.5442708333333334,0.4808510638297872,0.5260416666666666
ES,prior_high,15,0.5,235,768,tested,0.8382978723404255,0.8671875,0.8468085106382979,0.859375
ES,prior_high,15,1.0,235,768,tested,0.7702127659574468,0.78515625,0.7659574468085106,0.7604166666666666
ES,prior_high,15,1.5,235,768,tested,0.6851063829787234,0.71875,0.6340425531914894,0.6653645833333334
ES,prior_high,15,2.0,235,768,tested,0.6,0.6276041666666666,0.5404255319148936,0.5872395833333334
ES,prior_low,1,0.5,185,822,tested,0.6648648648648648,0.635036496350365,0.6162162162162163,0.6666666666666666
ES,prior_low,1,1.0,185,822,tested,0.5621621621621622,0.4635036496350365,0.4810810810810811,0.5060827250608273
ES,prior_low,1,1.5,185,822,tested,0.43243243243243246,0.35523114355231145,0.31351351351351353,0.3771289537712895
ES,prior_low,1,2.0,185,822,tested,0.32432432432432434,0.26034063260340634,0.22702702702702704,0.291970802919708
ES,prior_low,3,0.5,185,822,tested,0.7945945945945946,0.7530413625304136,0.7297297297297297,0.7798053527980535
ES,prior_low,3,1.0,185,822,tested,0.6702702702702703,0.6228710462287105,0.6162162162162163,0.6581508515815085
ES,prior_low,3,1.5,185,822,tested,0.5405405405405406,0.5279805352798054,0.5027027027027027,0.5425790754257908
ES,prior_low,3,2.0,185,822,tested,0.4486486486486487,0.4197080291970803,0.3783783783783784,0.4464720194647202
ES,prior_low,5,0.5,185,822,tested,0.8432432432432433,0.7956204379562044,0.7837837837837838,0.8211678832116789
ES,prior_low,5,1.0,185,822,tested,0.7297297297297297,0.683698296836983,0.6918918918918919,0.7250608272506083
ES,prior_low,5,1.5,185,822,tested,0.6270270270270271,0.597323600973236,0.5783783783783784,0.6253041362530414
ES,prior_low,5,2.0,185,822,tested,0.5297297297297298,0.5048661800486618,0.4540540540540541,0.5218978102189781
ES,prior_low,10,0.5,185,822,tested,0.8864864864864865,0.8467153284671532,0.8324324324324325,0.8661800486618005
ES,prior_low,10,1.0,185,822,tested,0.8162162162162162,0.7627737226277372,0.7405405405405405,0.791970802919708
ES,prior_low,10,1.5,185,822,tested,0.7351351351351352,0.6897810218978102,0.6756756756756757,0.7201946472019465
ES,prior_low,10,2.0,185,822,tested,0.6216216216216216,0.6143552311435523,0.6,0.6399026763990268
ES,prior_low,15,0.5,185,822,tested,0.9027027027027027,0.8759124087591241,0.8756756756756757,0.8880778588807786
ES,prior_low,15,1.0,185,822,tested,0.8486486486486486,0.8004866180048662,0.7837837837837838,0.8199513381995134
ES,prior_low,15,1.5,185,822,tested,0.8,0.7311435523114356,0.7135135135135136,0.7566909975669099
ES,prior_low,15,2.0,185,822,tested,0.6648648648648648,0.6581508515815085,0.654054054054054,0.6885644768856448
ES,prior_rth_mid,1,0.5,255,790,tested,0.5686274509803921,0.6113924050632912,0.6352941176470588,0.6113924050632912
ES,prior_rth_mid,1,1.0,255,790,tested,0.4392156862745098,0.4177215189873418,0.4745098039215686,0.4215189873417722
ES,prior_rth_mid,1,1.5,255,790,tested,0.28627450980392155,0.27848101265822783,0.35294117647058826,0.3012658227848101
ES,prior_rth_mid,1,2.0,255,790,tested,0.1843137254901961,0.1810126582278481,0.2549019607843137,0.189873417721519
ES,prior_rth_mid,3,0.5,255,790,tested,0.7176470588235294,0.7291139240506329,0.7450980392156863,0.7329113924050633
ES,prior_rth_mid,3,1.0,255,790,tested,0.6039215686274509,0.5810126582278481,0.6235294117647059,0.5734177215189873
ES,prior_rth_mid,3,1.5,255,790,tested,0.4588235294117647,0.44936708860759494,0.4823529411764706,0.4670886075949367
ES,prior_rth_mid,3,2.0,255,790,tested,0.34901960784313724,0.3227848101265823,0.39215686274509803,0.369620253164557
ES,prior_rth_mid,5,0.5,255,790,tested,0.7764705882352941,0.7810126582278482,0.792156862745098,0.7860759493670886
ES,prior_rth_mid,5,1.0,255,790,tested,0.6862745098039216,0.6443037974683544,0.6941176470588235,0.6531645569620254
ES,prior_rth_mid,5,1.5,255,790,tested,0.5607843137254902,0.5392405063291139,0.5725490196078431,0.5443037974683544
ES,prior_rth_mid,5,2.0,255,790,tested,0.4627450980392157,0.43291139240506327,0.47058823529411764,0.4341772151898734
ES,prior_rth_mid,10,0.5,255,790,tested,0.8352941176470589,0.8455696202531645,0.8352941176470589,0.8354430379746836
ES,prior_rth_mid,10,1.0,255,790,tested,0.7568627450980392,0.7291139240506329,0.7529411764705882,0.7278481012658228
ES,prior_rth_mid,10,1.5,255,790,tested,0.6901960784313725,0.6392405063291139,0.6352941176470588,0.6367088607594936
ES,prior_rth_mid,10,2.0,255,790,tested,0.6039215686274509,0.540506329113924,0.5450980392156862,0.5481012658227848
ES,prior_rth_mid,15,0.5,255,790,tested,0.8784313725490196,0.8734177215189873,0.8588235294117647,0.8645569620253165
ES,prior_rth_mid,15,1.0,255,790,tested,0.807843137254902,0.7810126582278482,0.788235294117647,0.7708860759493671
ES,prior_rth_mid,15,1.5,255,790,tested,0.7333333333333333,0.7088607594936709,0.6745098039215687,0.6936708860759494
ES,prior_rth_mid,15,2.0,255,790,tested,0.6901960784313725,0.6253164556962025,0.5803921568627451,0.6113924050632912
ES,prior_rth_vwap,1,0.5,269,799,tested,0.5947955390334573,0.623279098873592,0.6319702602230484,0.5819774718397998
ES,prior_rth_vwap,1,1.0,269,799,tested,0.43866171003717475,0.44806007509386736,0.4349442379182156,0.3979974968710889
ES,prior_rth_vwap,1,1.5,269,799,tested,0.275092936802974,0.28035043804755944,0.29739776951672864,0.2828535669586984
ES,prior_rth_vwap,1,2.0,269,799,tested,0.14869888475836432,0.18272841051314143,0.19330855018587362,0.18648310387984982
ES,prior_rth_vwap,3,0.5,269,799,tested,0.7323420074349443,0.7409261576971214,0.7472118959107806,0.7083854818523154
ES,prior_rth_vwap,3,1.0,269,799,tested,0.5799256505576208,0.5919899874843555,0.6133828996282528,0.5632040050062578
ES,prior_rth_vwap,3,1.5,269,799,tested,0.40892193308550184,0.45807259073842305,0.49070631970260226,0.4555694618272841
ES,prior_rth_vwap,3,2.0,269,799,tested,0.31226765799256506,0.33291614518147683,0.36059479553903345,0.33667083854818525
ES,prior_rth_vwap,5,0.5,269,799,tested,0.79182156133829,0.7909887359198998,0.8141263940520446,0.7609511889862328
ES,prior_rth_vwap,5,1.0,269,799,tested,0.6691449814126395,0.6608260325406758,0.6765799256505576,0.6458072590738423
ES,prior_rth_vwap,5,1.5,269,799,tested,0.5204460966542751,0.5494367959949937,0.5910780669144982,0.541927409261577
ES,prior_rth_vwap,5,2.0,269,799,tested,0.4052044609665427,0.4430538172715895,0.45353159851301117,0.42052565707133915
ES,prior_rth_vwap,10,0.5,269,799,tested,0.8550185873605948,0.8523153942428036,0.8661710037174721,0.8235294117647058
ES,prior_rth_vwap,10,1.0,269,799,tested,0.7434944237918215,0.7521902377972466,0.7620817843866171,0.7271589486858573
ES,prior_rth_vwap,10,1.5,269,799,tested,0.6505576208178439,0.6533166458072591,0.6728624535315985,0.639549436795995
ES,prior_rth_vwap,10,2.0,269,799,tested,0.5427509293680297,0.5619524405506884,0.5687732342007435,0.5281602002503129
ES,prior_rth_vwap,15,0.5,269,799,tested,0.862453531598513,0.8811013767209012,0.8773234200743495,0.853566958698373
ES,prior_rth_vwap,15,1.0,269,799,tested,0.79182156133829,0.7934918648310388,0.79182156133829,0.772215269086358
ES,prior_rth_vwap,15,1.5,269,799,tested,0.7137546468401487,0.7096370463078848,0.7137546468401487,0.685857321652065
ES,prior_rth_vwap,15,2.0,269,799,tested,0.6245353159851301,0.6257822277847309,0.6171003717472119,0.5857321652065082
ES,q_D_p25,1,0.5,1152,974,tested,0.6050347222222222,0.6283367556468172,0.6770833333333334,0.6509240246406571
ES,q_D_p25,1,1.0,1152,974,tested,0.5,0.49691991786447637,0.5763888888888888,0.5225872689938398
