instrument,level_id,outcome_name,horizon,n_real,n_synth,status,p_raw,real_rate,synth_rate,p_bh
NQ,mult_D_1.5,directional_close_recross,5,946,906,tested,0.7576518443229684,0.2822410147991543,0.2891832229580574,1.0
NQ,mult_D_1.5,directional_close_recross,10,946,906,tested,0.6736302152400323,0.4365750528541226,0.4470198675496689,1.0
NQ,mult_D_1.5,directional_close_recross,15,946,906,tested,0.6087175365763325,0.5243128964059197,0.5364238410596026,0.9904107118936755
NQ,mult_D_2.0,directional_close_recross,1,879,803,tested,1.0,0.0,0.0,1.0
NQ,mult_D_2.0,directional_close_recross,3,879,803,tested,0.318111006766595,0.19795221843003413,0.1780821917808219,1.0
NQ,mult_D_2.0,directional_close_recross,5,879,803,tested,0.828022815748777,0.2832764505119454,0.2777085927770859,1.0
NQ,mult_D_2.0,directional_close_recross,10,879,803,tested,0.6576668524653948,0.43686006825938567,0.4259028642590286,1.0
NQ,mult_D_2.0,directional_close_recross,15,879,803,tested,0.55784629724665,0.5278725824800911,0.5130759651307597,0.9904107118936755
NQ,mult_U_0.5,directional_close_recross,1,1140,1089,tested,1.0,0.0,0.0,1.0
NQ,mult_U_0.5,directional_close_recross,3,1140,1089,tested,0.6203418598862129,0.1850877192982456,0.1763085399449036,1.0
NQ,mult_U_0.5,directional_close_recross,5,1140,1089,tested,0.9252617028010995,0.28421052631578947,0.2865013774104683,1.0
NQ,mult_U_0.5,directional_close_recross,10,1140,1089,tested,1.0,0.4201754385964912,0.4196510560146924,1.0
NQ,mult_U_0.5,directional_close_recross,15,1140,1089,tested,0.524916377332574,0.47982456140350876,0.49403122130394855,0.9904107118936755
NQ,mult_U_1.0,directional_close_recross,1,1046,1001,tested,1.0,0.0,0.0,1.0
NQ,mult_U_1.0,directional_close_recross,3,1046,1001,tested,0.2846227692863066,0.15678776290630975,0.17482517482517482,1.0
NQ,mult_U_1.0,directional_close_recross,5,1046,1001,tested,0.5869898758053328,0.27151051625239003,0.2827172827172827,1.0
NQ,mult_U_1.0,directional_close_recross,10,1046,1001,tested,0.44590650113334096,0.40822179732313574,0.4255744255744256,1.0
NQ,mult_U_1.0,directional_close_recross,15,1046,1001,tested,0.4795298949246104,0.48565965583174,0.5014985014985015,0.9904107118936755
NQ,mult_U_1.5,directional_close_recross,1,961,920,tested,1.0,0.0,0.0,1.0
NQ,mult_U_1.5,directional_close_recross,3,961,920,tested,0.6770599806213764,0.18002081165452655,0.18804347826086956,1.0
NQ,mult_U_1.5,directional_close_recross,5,961,920,tested,0.7992582076407693,0.2861602497398543,0.29239130434782606,1.0
NQ,mult_U_1.5,directional_close_recross,10,961,920,tested,0.7092804943991378,0.43184183142559834,0.42282608695652174,1.0
NQ,mult_U_1.5,directional_close_recross,15,961,920,tested,0.9265358252728146,0.5057232049947971,0.5032608695652174,0.9904107118936755
NQ,mult_U_2.0,directional_close_recross,1,876,790,tested,1.0,0.0,0.0,1.0
NQ,mult_U_2.0,directional_close_recross,3,876,790,tested,0.45619648401614665,0.14840182648401826,0.1620253164556962,1.0
NQ,mult_U_2.0,directional_close_recross,5,876,790,tested,0.9116469239031524,0.2648401826484018,0.2683544303797468,1.0
NQ,mult_U_2.0,directional_close_recross,10,876,790,tested,0.453530108303991,0.3961187214611872,0.4151898734177215,1.0
NQ,mult_U_2.0,directional_close_recross,15,876,790,tested,0.3263068188061178,0.476027397260274,0.5012658227848101,0.9904107118936755
NQ,overnight_high,directional_close_recross,1,507,820,tested,1.0,0.0,0.0,1.0
NQ,overnight_high,directional_close_recross,3,507,820,tested,0.9385984008436262,0.15779092702169625,0.1597560975609756,1.0
NQ,overnight_high,directional_close_recross,5,507,820,tested,0.34154058120979935,0.2564102564102564,0.2804878048780488,1.0
NQ,overnight_high,directional_close_recross,10,507,820,tested,0.6083609451656422,0.4280078895463511,0.44390243902439025,1.0
NQ,overnight_high,directional_close_recross,15,507,820,tested,0.6111979062338372,0.4930966469428008,0.5085365853658537,0.9904107118936755
NQ,overnight_low,directional_close_recross,1,452,833,tested,1.0,0.0,0.0,1.0
NQ,overnight_low,directional_close_recross,3,452,833,tested,0.2554275218581519,0.16371681415929204,0.1908763505402161,1.0
NQ,overnight_low,directional_close_recross,5,452,833,tested,0.8976803097565946,0.28761061946902655,0.2929171668667467,1.0
NQ,overnight_low,directional_close_recross,10,452,833,tested,0.859980152927649,0.4424778761061947,0.4369747899159664,1.0
NQ,overnight_low,directional_close_recross,15,452,833,tested,0.8151079765568985,0.5309734513274337,0.5234093637454982,0.9904107118936755
NQ,overnight_mid,directional_close_recross,1,707,884,tested,1.0,0.0,0.0,1.0
NQ,overnight_mid,directional_close_recross,3,707,884,tested,0.5939276627721295,0.1669024045261669,0.17760180995475114,1.0
NQ,overnight_mid,directional_close_recross,5,707,884,tested,0.8218744445522317,0.28005657708628007,0.2748868778280543,1.0
NQ,overnight_mid,directional_close_recross,10,707,884,tested,0.13921397637589206,0.44837340876944837,0.4106334841628959,1.0
NQ,overnight_mid,directional_close_recross,15,707,884,tested,0.07737908597048113,0.5275813295615276,0.4819004524886878,0.7351013167195707
NQ,overnight_open,directional_close_recross,1,521,846,tested,1.0,0.0,0.0,1.0
NQ,overnight_open,directional_close_recross,3,521,846,tested,1.0,0.15738963531669867,0.15839243498817968,1.0
NQ,overnight_open,directional_close_recross,5,521,846,tested,0.8491936391562547,0.2648752399232246,0.25886524822695034,1.0
NQ,overnight_open,directional_close_recross,10,521,846,tested,0.25783139821429735,0.43186180422264875,0.39952718676122934,1.0
NQ,overnight_open,directional_close_recross,15,521,846,tested,0.3166971181212438,0.5067178502879078,0.4787234042553192,0.9904107118936755
NQ,prior_close,directional_close_recross,1,395,818,tested,1.0,0.0,0.0,1.0
NQ,prior_close,directional_close_recross,3,395,818,tested,0.6963041599414573,0.1949367088607595,0.18581907090464547,1.0
NQ,prior_close,directional_close_recross,5,395,818,tested,0.3858239469813103,0.31645569620253167,0.2921760391198044,1.0
NQ,prior_close,directional_close_recross,10,395,818,tested,0.0357704621745989,0.4759493670886076,0.4119804400977995,0.6796387813173791
NQ,prior_close,directional_close_recross,15,395,818,tested,0.023496775061173623,0.5645569620253165,0.49511002444987773,0.44643872616229885
NQ,prior_high,directional_close_recross,1,269,792,tested,1.0,0.0,0.0,1.0
NQ,prior_high,directional_close_recross,3,269,792,tested,0.1372975663866363,0.20446096654275092,0.16414141414141414,1.0
NQ,prior_high,directional_close_recross,5,269,792,tested,0.2754531175211045,0.3159851301115242,0.27904040404040403,1.0
NQ,prior_high,directional_close_recross,10,269,792,tested,0.1754598355160764,0.46096654275092935,0.4128787878787879,1.0
NQ,prior_high,directional_close_recross,15,269,792,tested,0.15809722271893129,0.5353159851301115,0.48358585858585856,0.9904107118936755
NQ,prior_low,directional_close_recross,1,213,800,tested,1.0,0.0,0.0,1.0
NQ,prior_low,directional_close_recross,3,213,800,tested,0.6186848178993323,0.16901408450704225,0.185,1.0
NQ,prior_low,directional_close_recross,5,213,800,tested,0.799789810078414,0.3004694835680751,0.29125,1.0
NQ,prior_low,directional_close_recross,10,213,800,tested,0.8157161343906325,0.4460093896713615,0.435,1.0
NQ,prior_low,directional_close_recross,15,213,800,tested,0.35457246620411687,0.5492957746478874,0.51125,0.9904107118936755
NQ,prior_rth_mid,directional_close_recross,1,312,805,tested,1.0,0.0,0.0,1.0
NQ,prior_rth_mid,directional_close_recross,3,312,805,tested,0.2384853804357734,0.18269230769230768,0.15279503105590062,1.0
NQ,prior_rth_mid,directional_close_recross,5,312,805,tested,0.26696294944820786,0.3076923076923077,0.2732919254658385,1.0
NQ,prior_rth_mid,directional_close_recross,10,312,805,tested,0.24747082780392204,0.42948717948717946,0.39006211180124223,1.0
NQ,prior_rth_mid,directional_close_recross,15,312,805,tested,0.04563160334438033,0.5416666666666666,0.4745341614906832,0.5780003090288175
NQ,prior_rth_vwap,directional_close_recross,1,314,816,tested,1.0,0.0,0.0,1.0
NQ,prior_rth_vwap,directional_close_recross,3,314,816,tested,0.6571784305558013,0.1751592356687898,0.1642156862745098,1.0
NQ,prior_rth_vwap,directional_close_recross,5,314,816,tested,0.26944541375027936,0.3089171974522293,0.27450980392156865,1.0
NQ,prior_rth_vwap,directional_close_recross,10,314,816,tested,0.010675494126581034,0.4840764331210191,0.39950980392156865,0.4056687768100793
NQ,prior_rth_vwap,directional_close_recross,15,314,816,tested,0.007874619406089006,0.5732484076433121,0.4840686274509804,0.2992355374313822
NQ,q_D_p25,directional_close_recross,1,1133,880,tested,1.0,0.0,0.0,1.0
NQ,q_D_p25,directional_close_recross,3,1133,880,tested,0.7181866104172628,0.1703442188879082,0.16363636363636364,1.0
NQ,q_D_p25,directional_close_recross,5,1133,880,tested,0.9595709286200127,0.26831421006178285,0.26704545454545453,1.0
NQ,q_D_p25,directional_close_recross,10,1133,880,tested,0.7477347643846707,0.3989408649602824,0.39090909090909093,1.0
NQ,q_D_p25,directional_close_recross,15,1133,880,tested,0.7529042415801459,0.4819064430714916,0.4738636363636364,0.9904107118936755
NQ,q_D_p75,directional_close_recross,1,916,924,tested,1.0,0.0,0.0,1.0
NQ,q_D_p75,directional_close_recross,3,916,924,tested,0.8531333619126014,0.1703056768558952,0.17424242424242425,1.0
NQ,q_D_p75,directional_close_recross,5,916,924,tested,0.9588107966993213,0.2838427947598253,0.2857142857142857,1.0
NQ,q_D_p75,directional_close_recross,10,916,924,tested,0.9251019306966712,0.4366812227074236,0.43398268398268397,1.0
NQ,q_D_p75,directional_close_recross,15,916,924,tested,0.9256049172681344,0.5327510917030568,0.5303030303030303,0.9904107118936755
NQ,q_D_p90,directional_close_recross,1,810,826,tested,1.0,0.0,0.0,1.0
NQ,q_D_p90,directional_close_recross,3,810,826,tested,0.9488850982014773,0.18024691358024691,0.18159806295399517,1.0
NQ,q_D_p90,directional_close_recross,5,810,826,tested,0.5464660033524136,0.2765432098765432,0.29055690072639223,1.0
NQ,q_D_p90,directional_close_recross,10,810,826,tested,1.0,0.4271604938271605,0.4261501210653753,1.0
NQ,q_D_p90,directional_close_recross,15,810,826,tested,0.7666205869880902,0.5111111111111111,0.5193704600484261,0.9904107118936755
NQ,q_D_p95,directional_close_recross,1,728,808,tested,1.0,0.0,0.0,1.0
NQ,q_D_p95,directional_close_recross,3,728,808,tested,0.6920565085003414,0.17857142857142858,0.18688118811881188,1.0
NQ,q_D_p95,directional_close_recross,5,728,808,tested,0.693426475009328,0.28434065934065933,0.29455445544554454,1.0
NQ,q_D_p95,directional_close_recross,10,728,808,tested,1.0,0.4491758241758242,0.44925742574257427,1.0
NQ,q_D_p95,directional_close_recross,15,728,808,tested,0.7591335736978935,0.5192307692307693,0.5272277227722773,0.9904107118936755
NQ,q_U_p25,directional_close_recross,1,1139,955,tested,1.0,0.0,0.0,1.0
NQ,q_U_p25,directional_close_recross,3,1139,955,tested,0.6939630828973002,0.19051799824407376,0.18324607329842932,1.0
NQ,q_U_p25,directional_close_recross,5,1139,955,tested,1.0,0.2897278314310799,0.2900523560209424,1.0
NQ,q_U_p25,directional_close_recross,10,1139,955,tested,0.7563247283934318,0.42493415276558383,0.4324607329842932,1.0
NQ,q_U_p25,directional_close_recross,15,1139,955,tested,0.9301053556589813,0.4828797190517998,0.4848167539267016,0.9904107118936755
NQ,q_U_p75,directional_close_recross,1,940,928,tested,1.0,0.0,0.0,1.0
NQ,q_U_p75,directional_close_recross,3,940,928,tested,0.9048786099467223,0.1819148936170213,0.18426724137931033,1.0
NQ,q_U_p75,directional_close_recross,5,940,928,tested,0.8385593683596818,0.28829787234042553,0.29310344827586204,1.0
NQ,q_U_p75,directional_close_recross,10,940,928,tested,0.9253998607033277,0.425531914893617,0.4224137931034483,1.0
NQ,q_U_p75,directional_close_recross,15,940,928,tested,0.9630922880628299,0.4978723404255319,0.5,0.9904107118936755
NQ,q_U_p90,directional_close_recross,1,812,798,tested,1.0,0.0,0.0,1.0
NQ,q_U_p90,directional_close_recross,3,812,798,tested,0.9458528770620738,0.16133004926108374,0.15914786967418545,1.0
NQ,q_U_p90,directional_close_recross,5,812,798,tested,0.5401749218272114,0.2697044334975369,0.2844611528822055,1.0
NQ,q_U_p90,directional_close_recross,10,812,798,tested,0.5095054096005326,0.3977832512315271,0.41478696741854637,1.0
NQ,q_U_p90,directional_close_recross,15,812,798,tested,0.7271465731730569,0.49014778325123154,0.5,0.9904107118936755
NQ,q_U_p95,directional_close_recross,1,731,778,tested,1.0,0.0,0.0,1.0
NQ,q_U_p95,directional_close_recross,3,731,778,tested,0.8896692949554159,0.16689466484268126,0.16323907455012854,1.0
NQ,q_U_p95,directional_close_recross,5,731,778,tested,0.7724568405415956,0.26812585499316005,0.2750642673521851,1.0
NQ,q_U_p95,directional_close_recross,10,731,778,tested,1.0,0.4240766073871409,0.42287917737789205,1.0
NQ,q_U_p95,directional_close_recross,15,731,778,tested,0.877171546182161,0.5129958960328317,0.5077120822622108,0.9904107118936755
NQ,vwap_on_j+0,directional_close_recross,1,748,897,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j+0,directional_close_recross,3,748,897,tested,0.948825074605355,0.1804812834224599,0.18283166109253066,1.0
NQ,vwap_on_j+0,directional_close_recross,5,748,897,tested,0.2976203818668223,0.29812834224598933,0.27424749163879597,1.0
NQ,vwap_on_j+0,directional_close_recross,10,748,897,tested,0.3685495498949329,0.44385026737967914,0.4214046822742475,1.0
NQ,vwap_on_j+0,directional_close_recross,15,748,897,tested,0.34702911302848116,0.5187165775401069,0.49498327759197325,0.9904107118936755
NQ,vwap_on_j+1,directional_close_recross,1,711,873,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j+1,directional_close_recross,3,711,873,tested,1.0,0.1659634317862166,0.16494845360824742,1.0
NQ,vwap_on_j+1,directional_close_recross,5,711,873,tested,0.7781511496285338,0.2742616033755274,0.281786941580756,1.0
NQ,vwap_on_j+1,directional_close_recross,10,711,873,tested,1.0,0.4078762306610408,0.4066437571592211,1.0
NQ,vwap_on_j+1,directional_close_recross,15,711,873,tested,0.7236703864124042,0.47538677918424754,0.4845360824742268,0.9904107118936755
NQ,vwap_on_j+2,directional_close_recross,1,503,829,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j+2,directional_close_recross,3,503,829,tested,0.5420309324420582,0.17296222664015903,0.15922798552472858,1.0
NQ,vwap_on_j+2,directional_close_recross,5,503,829,tested,0.8006834689263637,0.27236580516898606,0.2798552472858866,1.0
NQ,vwap_on_j+2,directional_close_recross,10,503,829,tested,0.9543475638600923,0.4194831013916501,0.41737032569360677,1.0
NQ,vwap_on_j+2,directional_close_recross,15,503,829,tested,0.8214217671327053,0.5009940357852882,0.4945717732207479,0.9904107118936755
NQ,vwap_on_j+3,directional_close_recross,1,304,789,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j+3,directional_close_recross,3,304,789,tested,0.32779193530972006,0.19078947368421054,0.16603295310519645,1.0
NQ,vwap_on_j+3,directional_close_recross,5,304,789,tested,0.8815381942271161,0.29276315789473684,0.2864385297845374,1.0
NQ,vwap_on_j+3,directional_close_recross,10,304,789,tested,0.7343928644774316,0.4473684210526316,0.43599493029150826,1.0
NQ,vwap_on_j+3,directional_close_recross,15,304,789,tested,0.5433830289137558,0.5328947368421053,0.5107731305449936,0.9904107118936755
NQ,vwap_on_j-1,directional_close_recross,1,663,842,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j-1,directional_close_recross,3,663,842,tested,0.28673041788305775,0.19909502262443438,0.17695961995249407,1.0
NQ,vwap_on_j-1,directional_close_recross,5,663,842,tested,0.39065809341992974,0.30165912518853694,0.28028503562945367,1.0
NQ,vwap_on_j-1,directional_close_recross,10,663,842,tested,0.4327509405307671,0.45098039215686275,0.42992874109263657,1.0
NQ,vwap_on_j-1,directional_close_recross,15,663,842,tested,0.917274527950598,0.5188536953242836,0.5154394299287411,0.9904107118936755
NQ,vwap_on_j-2,directional_close_recross,1,482,832,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j-2,directional_close_recross,3,482,832,tested,0.817951232836762,0.17012448132780084,0.16466346153846154,1.0
NQ,vwap_on_j-2,directional_close_recross,5,482,832,tested,0.28367070812437556,0.3070539419087137,0.27884615384615385,1.0
NQ,vwap_on_j-2,directional_close_recross,10,482,832,tested,0.4525107156896798,0.44398340248962653,0.421875,1.0
NQ,vwap_on_j-2,directional_close_recross,15,482,832,tested,0.9543500001318332,0.520746887966805,0.5228365384615384,0.9904107118936755
NQ,vwap_on_j-3,directional_close_recross,1,298,810,tested,1.0,0.0,0.0,1.0
NQ,vwap_on_j-3,directional_close_recross,3,298,810,tested,0.7980560281427704,0.20134228187919462,0.19382716049382717,1.0
NQ,vwap_on_j-3,directional_close_recross,5,298,810,tested,0.5535971389654883,0.31208053691275167,0.29259259259259257,1.0
NQ,vwap_on_j-3,directional_close_recross,10,298,810,tested,0.733429506914729,0.45302013422818793,0.44074074074074077,1.0
NQ,vwap_on_j-3,directional_close_recross,15,298,810,tested,0.7859950140537226,0.5469798657718121,0.5370370370370371,0.9904107118936755
