instrument,session,approach_side,touch_time_bucket,horizon_bars,year,n_events,rejection_first_rate,breakthrough_first_rate,rej_minus_brk_first_rate,median_signed_close_atr,same_bar_rejection_rate,same_bar_breakthrough_rate,sign
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,9,2019,44,0.4318181818181818,0.5454545454545454,-0.11363636363636363,-0.22149113072616244,0.5681818181818182,0.4318181818181818,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,9,2020,40,0.475,0.5,-0.025,-0.29608769391898904,0.525,0.475,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,9,2021,41,0.4634146341463415,0.5121951219512195,-0.04878048780487805,0.37199723387807154,0.4634146341463415,0.5365853658536586,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,9,2022,51,0.37254901960784315,0.5882352941176471,-0.21568627450980393,-0.20088781144384085,0.49019607843137253,0.5098039215686274,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,12,2018,41,0.5365853658536586,0.4634146341463415,0.07317073170731707,0.2930825518954889,0.5121951219512195,0.4878048780487805,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,12,2019,44,0.4318181818181818,0.5681818181818182,-0.13636363636363635,-0.11140649148612981,0.5681818181818182,0.4318181818181818,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,12,2020,40,0.475,0.5,-0.025,0.13632819070529859,0.525,0.475,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,12,2021,41,0.4634146341463415,0.5121951219512195,-0.04878048780487805,0.2595759903029174,0.4634146341463415,0.5365853658536586,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,12,2022,51,0.4117647058823529,0.5882352941176471,-0.17647058823529413,-0.3502326290325474,0.49019607843137253,0.5098039215686274,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,18,2018,41,0.5365853658536586,0.4634146341463415,0.07317073170731707,-0.5212427751522604,0.5121951219512195,0.4878048780487805,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,18,2019,44,0.4318181818181818,0.5681818181818182,-0.13636363636363635,-0.8835281277331297,0.5681818181818182,0.4318181818181818,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,18,2020,40,0.5,0.5,0.0,-0.141092664919872,0.525,0.475,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,18,2021,41,0.4634146341463415,0.5121951219512195,-0.04878048780487805,0.2625406854983134,0.4634146341463415,0.5365853658536586,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,18,2022,51,0.4117647058823529,0.5882352941176471,-0.17647058823529413,0.23549383415982703,0.49019607843137253,0.5098039215686274,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,24,2018,41,0.5365853658536586,0.4634146341463415,0.07317073170731707,0.10912984866778022,0.5121951219512195,0.4878048780487805,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,24,2019,44,0.4318181818181818,0.5681818181818182,-0.13636363636363635,-1.0744047170116808,0.5681818181818182,0.4318181818181818,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,24,2020,40,0.5,0.5,0.0,-0.2494750782850694,0.525,0.475,-1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,24,2021,41,0.4634146341463415,0.5121951219512195,-0.04878048780487805,0.26426529683611577,0.4634146341463415,0.5365853658536586,1.0
ES,LONDON,FROM_BELOW,SESSION_30_TO_60,24,2022,51,0.4117647058823529,0.5882352941176471,-0.17647058823529413,0.4824190582130049,0.49019607843137253,0.5098039215686274,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,1,2018,96,0.17708333333333334,0.125,0.052083333333333336,0.11907824587004666,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,1,2019,88,0.125,0.1590909090909091,-0.03409090909090909,0.01678904662045339,0.5454545454545454,0.45454545454545453,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,1,2020,80,0.1875,0.2,-0.0125,-0.06516235500955872,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,1,2021,100,0.11,0.14,-0.03,-0.10522529692917026,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,1,2022,87,0.22988505747126436,0.11494252873563218,0.11494252873563218,0.0564172888038183,0.5977011494252874,0.40229885057471265,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,2,2018,96,0.2916666666666667,0.23958333333333334,0.052083333333333336,0.2038815384512825,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,2,2019,88,0.22727272727272727,0.2159090909090909,0.011363636363636364,-0.11542027620878217,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,2,2020,80,0.25,0.2875,-0.0375,-0.17327830543689876,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,2,2021,100,0.14,0.27,-0.13,-0.10547589566544475,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,2,2022,87,0.3333333333333333,0.1839080459770115,0.14942528735632185,0.1348767480569049,0.5977011494252874,0.40229885057471265,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,3,2018,96,0.3645833333333333,0.2916666666666667,0.07291666666666667,0.11957873346900197,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,3,2019,88,0.26136363636363635,0.2727272727272727,-0.011363636363636364,-0.036713943027510215,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,3,2020,80,0.2625,0.3625,-0.1,-0.193349864969848,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,3,2021,100,0.21,0.33,-0.12,-0.09149880797490584,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,3,2022,87,0.39080459770114945,0.2413793103448276,0.14942528735632185,0.12791340856115946,0.5977011494252874,0.40229885057471265,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,4,2018,96,0.40625,0.3125,0.09375,0.22896325397455913,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,4,2019,88,0.32954545454545453,0.3181818181818182,0.011363636363636364,-0.14799302786267085,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,4,2020,80,0.2875,0.45,-0.1625,-0.061554089477209875,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,4,2021,100,0.24,0.37,-0.13,-0.22526830298106187,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,4,2022,87,0.4367816091954023,0.28735632183908044,0.14942528735632185,0.08661735933010066,0.5977011494252874,0.40229885057471265,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,6,2018,96,0.4791666666666667,0.3645833333333333,0.11458333333333333,0.19712164530133303,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,6,2019,88,0.38636363636363635,0.4318181818181818,-0.045454545454545456,-0.21289157615538257,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,6,2020,80,0.3125,0.5125,-0.2,-0.42215401960663035,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,6,2021,100,0.31,0.42,-0.11,-0.08868077455664038,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,6,2022,87,0.5172413793103449,0.3333333333333333,0.1839080459770115,0.15969101124868185,0.5977011494252874,0.40229885057471265,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,9,2018,96,0.5104166666666666,0.3958333333333333,0.11458333333333333,0.22896325397455913,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,9,2019,88,0.4318181818181818,0.5227272727272727,-0.09090909090909091,-0.39374987330318334,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,9,2020,80,0.35,0.575,-0.225,-0.45842814084394023,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,9,2021,100,0.33,0.48,-0.15,-0.07440481867504176,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,9,2022,87,0.5287356321839081,0.367816091954023,0.16091954022988506,-0.012051928340625136,0.5977011494252874,0.40229885057471265,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,12,2018,96,0.5208333333333334,0.4166666666666667,0.10416666666666667,0.12112710068006394,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,12,2019,88,0.4431818181818182,0.5340909090909091,-0.09090909090909091,-0.5368564446884934,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,12,2020,80,0.3625,0.575,-0.2125,-0.6210579895980319,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,12,2021,100,0.37,0.53,-0.16,0.006576144533583886,0.44,0.56,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,12,2022,87,0.5287356321839081,0.41379310344827586,0.11494252873563218,-0.068231703621524,0.5977011494252874,0.40229885057471265,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,18,2018,96,0.5208333333333334,0.4583333333333333,0.0625,0.06984611099562095,0.46875,0.53125,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,18,2019,88,0.45454545454545453,0.5340909090909091,-0.07954545454545454,0.031796950404081606,0.5454545454545454,0.45454545454545453,1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,18,2020,80,0.3875,0.6,-0.2125,-0.6158894282082692,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,18,2021,100,0.4,0.58,-0.18,-0.33253980632774394,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,18,2022,87,0.5402298850574713,0.41379310344827586,0.12643678160919541,-0.33232139535840116,0.5977011494252874,0.40229885057471265,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,24,2018,96,0.5208333333333334,0.46875,0.052083333333333336,-0.23397536242236885,0.46875,0.53125,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,24,2019,88,0.45454545454545453,0.5454545454545454,-0.09090909090909091,-0.35442090760310224,0.5454545454545454,0.45454545454545453,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,24,2020,80,0.3875,0.6,-0.2125,-0.744435441684778,0.425,0.575,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,24,2021,100,0.4,0.59,-0.19,-0.1812682330207151,0.44,0.56,-1.0
ES,LONDON,FROM_BELOW,SESSION_60_TO_120,24,2022,87,0.5517241379310345,0.42528735632183906,0.12643678160919541,-0.34572231105929996,0.5977011494252874,0.40229885057471265,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,1,2018,344,0.13372093023255813,0.19476744186046513,-0.061046511627906974,-0.11901027178585839,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,1,2019,312,0.17307692307692307,0.16346153846153846,0.009615384615384616,0.058495177541866714,0.5,0.5,1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,1,2020,333,0.15315315315315314,0.15015015015015015,0.003003003003003003,-0.044686700028710905,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,1,2021,316,0.1550632911392405,0.16455696202531644,-0.00949367088607595,-0.02520600048372601,0.49683544303797467,0.5031645569620253,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,1,2022,336,0.12797619047619047,0.18154761904761904,-0.05357142857142857,-0.05790711950641768,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,2,2018,344,0.22674418604651161,0.29651162790697677,-0.06976744186046512,-0.08002572534269756,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,2,2019,312,0.266025641025641,0.23076923076923078,0.035256410256410256,-0.003799601073825212,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,2,2020,333,0.2552552552552553,0.25825825825825827,-0.003003003003003003,-0.04134401804359793,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,2,2021,316,0.26582278481012656,0.25,0.015822784810126583,0.011207696995160613,0.49683544303797467,0.5031645569620253,1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,2,2022,336,0.23809523809523808,0.25297619047619047,-0.01488095238095238,-0.11993106702703278,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,3,2018,344,0.2877906976744186,0.36627906976744184,-0.07848837209302326,-0.14137873056364877,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,3,2019,312,0.2948717948717949,0.2948717948717949,0.0,-0.10178151626658088,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,3,2020,333,0.3063063063063063,0.3033033033033033,0.003003003003003003,-0.018191118340899752,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,3,2021,316,0.310126582278481,0.3069620253164557,0.0031645569620253164,-0.08313334182805274,0.49683544303797467,0.5031645569620253,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,3,2022,336,0.29464285714285715,0.3125,-0.017857142857142856,-0.08880489136355363,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,4,2018,344,0.32558139534883723,0.40406976744186046,-0.07848837209302326,-0.26859686494045887,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,4,2019,312,0.3269230769230769,0.34294871794871795,-0.016025641025641024,-0.12437867556075485,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,4,2020,333,0.34234234234234234,0.3303303303303303,0.012012012012012012,0.014932183502670468,0.45645645645645644,0.5435435435435435,1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,4,2021,316,0.36075949367088606,0.3575949367088608,0.0031645569620253164,0.0500548738018715,0.49683544303797467,0.5031645569620253,1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,4,2022,336,0.32142857142857145,0.3541666666666667,-0.03273809523809524,-0.1944193434953546,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,6,2018,344,0.31976744186046513,0.45930232558139533,-0.13953488372093023,-0.19123370443953597,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,6,2019,312,0.33974358974358976,0.3685897435897436,-0.028846153846153848,-0.10303778196234503,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,6,2020,333,0.3663663663663664,0.3633633633633634,0.003003003003003003,-0.0027024318600332112,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,6,2021,316,0.379746835443038,0.379746835443038,0.0,-0.0405128025438324,0.49683544303797467,0.5031645569620253,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,6,2022,336,0.34226190476190477,0.39285714285714285,-0.050595238095238096,-0.21936136377484428,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,9,2018,344,0.313953488372093,0.4476744186046512,-0.13372093023255813,-0.23852563579855507,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,9,2019,312,0.32371794871794873,0.38461538461538464,-0.060897435897435896,-0.3860766540588245,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,9,2020,333,0.35435435435435436,0.36036036036036034,-0.006006006006006006,-0.0470949184604621,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,9,2021,316,0.3670886075949367,0.3639240506329114,0.0031645569620253164,-0.26162100164939633,0.49683544303797467,0.5031645569620253,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,9,2022,336,0.33630952380952384,0.38392857142857145,-0.047619047619047616,-0.2475564745019894,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,12,2018,344,0.29941860465116277,0.42151162790697677,-0.12209302325581395,-0.22140163089600182,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,12,2019,312,0.2980769230769231,0.3557692307692308,-0.057692307692307696,-0.14614238600056906,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,12,2020,333,0.32432432432432434,0.35135135135135137,-0.02702702702702703,-0.16086571255990706,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,12,2021,316,0.33860759493670883,0.34810126582278483,-0.00949367088607595,-0.2760630008415319,0.49683544303797467,0.5031645569620253,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,12,2022,336,0.33630952380952384,0.36904761904761907,-0.03273809523809524,-0.06740921287503565,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,18,2018,344,0.23837209302325582,0.3313953488372093,-0.09302325581395349,-0.3987786316153655,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,18,2019,312,0.2564102564102564,0.2916666666666667,-0.035256410256410256,-0.29910648057694844,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,18,2020,333,0.2732732732732733,0.2852852852852853,-0.012012012012012012,-0.06859602219078215,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,18,2021,316,0.2879746835443038,0.28164556962025317,0.006329113924050633,0.04722134213838059,0.49683544303797467,0.5031645569620253,1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,18,2022,336,0.28273809523809523,0.2916666666666667,-0.008928571428571428,-0.2163507870006077,0.4583333333333333,0.5416666666666666,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,24,2018,344,0.19476744186046513,0.23837209302325582,-0.0436046511627907,-0.5520736087565701,0.45930232558139533,0.5406976744186046,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,24,2019,312,0.1858974358974359,0.20833333333333334,-0.022435897435897436,-0.46467078620361735,0.5,0.5,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,24,2020,333,0.2042042042042042,0.18018018018018017,0.024024024024024024,-0.11651200895288054,0.45645645645645644,0.5435435435435435,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,24,2021,316,0.2120253164556962,0.1962025316455696,0.015822784810126583,-0.17320952945554027,0.49683544303797467,0.5031645569620253,-1.0
ES,LONDON,FROM_BELOW,SESSION_120_PLUS,24,2022,336,0.22916666666666666,0.21428571428571427,0.01488095238095238,-0.4392521355244584,0.4583333333333333,0.5416666666666666,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,1,2018,21,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.18979513875431925,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,1,2019,17,0.29411764705882354,0.5294117647058824,-0.23529411764705882,-0.29869560965380515,0.29411764705882354,0.7058823529411765,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,1,2020,16,0.625,0.3125,0.3125,0.8179794609054138,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,1,2021,15,0.26666666666666666,0.4,-0.13333333333333333,0.10024002825078211,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,1,2022,9,0.1111111111111111,0.4444444444444444,-0.3333333333333333,-0.46742744997584706,0.3333333333333333,0.6666666666666666,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,2,2018,21,0.47619047619047616,0.42857142857142855,0.047619047619047616,0.6322250544137205,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,2,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,-0.1891986813610774,0.29411764705882354,0.7058823529411765,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,2,2020,16,0.625,0.3125,0.3125,0.09562755499417964,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,2,2021,15,0.3333333333333333,0.5333333333333333,-0.2,0.19056219406419486,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,2,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,-0.7604004587511166,0.3333333333333333,0.6666666666666666,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,3,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,1.3259206037407145,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,3,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,0.0848943500111842,0.29411764705882354,0.7058823529411765,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,3,2020,16,0.625,0.3125,0.3125,0.7649823937038571,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,3,2021,15,0.3333333333333333,0.6,-0.26666666666666666,0.46654039455114843,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,3,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,-0.706098712171741,0.3333333333333333,0.6666666666666666,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,4,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,1.2277756224820202,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,4,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,-0.8599027424074608,0.29411764705882354,0.7058823529411765,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,4,2020,16,0.5625,0.3125,0.25,0.48819376469807313,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,4,2021,15,0.4,0.6,-0.2,0.3200202480310019,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,4,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,-0.12915490924878473,0.3333333333333333,0.6666666666666666,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,6,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,1.0125681610603352,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,6,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,0.1115531983381707,0.29411764705882354,0.7058823529411765,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,6,2020,16,0.5625,0.3125,0.25,0.8863035777088801,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,6,2021,15,0.4,0.6,-0.2,-0.1711267551643429,0.5333333333333333,0.4666666666666667,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,6,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,-0.6648590574772313,0.3333333333333333,0.6666666666666666,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,9,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,1.976068090727364,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,9,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,0.40325515232938125,0.29411764705882354,0.7058823529411765,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,9,2020,16,0.5625,0.3125,0.25,1.2360627043280648,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,9,2021,15,0.4,0.6,-0.2,0.3141767160006156,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,9,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,0.13870223360835812,0.3333333333333333,0.6666666666666666,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,12,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,2.5332311464716586,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,12,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,-0.48328724677950047,0.29411764705882354,0.7058823529411765,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,12,2020,16,0.5625,0.3125,0.25,0.32602338866830094,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,12,2021,15,0.4,0.6,-0.2,-0.22854082719751875,0.5333333333333333,0.4666666666666667,-1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,12,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,0.0028865035916222615,0.3333333333333333,0.6666666666666666,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,18,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,3.2012663960951295,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,18,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,1.3679710570128616,0.29411764705882354,0.7058823529411765,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,18,2020,16,0.5625,0.3125,0.25,1.5865275903489733,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,18,2021,15,0.4,0.6,-0.2,0.5685606220778435,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,18,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,1.3321043654242548,0.3333333333333333,0.6666666666666666,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,24,2018,21,0.5238095238095238,0.42857142857142855,0.09523809523809523,3.9855027158822502,0.5238095238095238,0.47619047619047616,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,24,2019,17,0.4117647058823529,0.5882352941176471,-0.17647058823529413,0.9405447384370347,0.29411764705882354,0.7058823529411765,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,24,2020,16,0.5625,0.3125,0.25,1.3853164356713483,0.8125,0.1875,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,24,2021,15,0.4,0.6,-0.2,0.70833961948792,0.5333333333333333,0.4666666666666667,1.0
ES,NEW_YORK,FROM_ABOVE,SESSION_0_TO_30,24,2022,9,0.3333333333333333,0.5555555555555556,-0.2222222222222222,1.2101308050369297,0.3333333333333333,0.6666666666666666,1.0
