instrument,session,approach_side,touch_time_bucket,horizon_bars,year,n_events,rejection_first_rate,breakthrough_first_rate,rej_minus_brk_first_rate,median_signed_close_atr,same_bar_rejection_rate,same_bar_breakthrough_rate,sign
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,6,2020,13,0.07692307692307693,0.23076923076923078,-0.15384615384615385,-0.5007581129160599,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,6,2021,23,0.13043478260869565,0.30434782608695654,-0.17391304347826086,-0.08146400424981472,0.43478260869565216,0.5652173913043478,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,6,2022,19,0.10526315789473684,0.2631578947368421,-0.15789473684210525,0.09429185284892552,0.42105263157894735,0.5789473684210527,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,9,2018,13,0.07692307692307693,0.3076923076923077,-0.23076923076923078,0.2137972776043819,0.6153846153846154,0.38461538461538464,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,9,2019,17,0.29411764705882354,0.17647058823529413,0.11764705882352941,0.19191453715414106,0.5882352941176471,0.4117647058823529,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,9,2020,13,0.23076923076923078,0.38461538461538464,-0.15384615384615385,-0.03204094538308378,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,9,2021,23,0.21739130434782608,0.43478260869565216,-0.21739130434782608,-0.1583310063414198,0.43478260869565216,0.5652173913043478,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,9,2022,19,0.21052631578947367,0.3157894736842105,-0.10526315789473684,0.07714970170716448,0.42105263157894735,0.5789473684210527,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,12,2018,13,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.05151675494714929,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,12,2019,17,0.35294117647058826,0.29411764705882354,0.058823529411764705,0.09424575061383357,0.5882352941176471,0.4117647058823529,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,12,2020,13,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.7770209740992868,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,12,2021,23,0.2608695652173913,0.4782608695652174,-0.21739130434782608,0.2416689936585802,0.43478260869565216,0.5652173913043478,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,12,2022,19,0.3157894736842105,0.3684210526315789,-0.05263157894736842,0.020331519888982668,0.42105263157894735,0.5789473684210527,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,18,2018,13,0.23076923076923078,0.6153846153846154,-0.38461538461538464,-0.7763017322966083,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,18,2019,17,0.4117647058823529,0.4117647058823529,0.0,0.3054375209215878,0.5882352941176471,0.4117647058823529,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,18,2020,13,0.3076923076923077,0.6923076923076923,-0.38461538461538464,-0.9069376703413862,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,18,2021,23,0.30434782608695654,0.4782608695652174,-0.17391304347826086,-0.010289627025615434,0.43478260869565216,0.5652173913043478,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,18,2022,19,0.42105263157894735,0.47368421052631576,-0.05263157894736842,-0.21111309626788177,0.42105263157894735,0.5789473684210527,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,24,2018,13,0.23076923076923078,0.7692307692307693,-0.5384615384615384,-0.5034128623779275,0.6153846153846154,0.38461538461538464,-1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,24,2019,17,0.5294117647058824,0.4117647058823529,0.11764705882352941,0.29013945107876415,0.5882352941176471,0.4117647058823529,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,24,2020,13,0.3076923076923077,0.6923076923076923,-0.38461538461538464,0.02290404086548139,0.6153846153846154,0.38461538461538464,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,24,2021,23,0.391304347826087,0.5652173913043478,-0.17391304347826086,0.08164398073652147,0.43478260869565216,0.5652173913043478,1.0
ES,ASIA,FROM_ABOVE,SESSION_0_TO_30,24,2022,19,0.47368421052631576,0.5263157894736842,-0.05263157894736842,-0.33586180019957135,0.42105263157894735,0.5789473684210527,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,1,2018,43,0.046511627906976744,0.0,0.046511627906976744,-0.08784682206403945,0.5581395348837209,0.4418604651162791,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,1,2019,46,0.043478260869565216,0.06521739130434782,-0.021739130434782608,0.12873147577766728,0.391304347826087,0.6086956521739131,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,1,2020,45,0.08888888888888889,0.13333333333333333,-0.044444444444444446,0.13808798827450122,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,1,2021,53,0.09433962264150944,0.11320754716981132,-0.018867924528301886,0.05136340656523174,0.4716981132075472,0.5283018867924528,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,1,2022,41,0.0975609756097561,0.12195121951219512,-0.024390243902439025,0.024653288383671593,0.5365853658536586,0.4634146341463415,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,2,2018,43,0.046511627906976744,0.046511627906976744,0.0,-0.014863302459478577,0.5581395348837209,0.4418604651162791,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,2,2019,46,0.06521739130434782,0.10869565217391304,-0.043478260869565216,-0.09196917403946095,0.391304347826087,0.6086956521739131,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,2,2020,45,0.2222222222222222,0.17777777777777778,0.044444444444444446,0.07869058322929544,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,2,2021,53,0.1509433962264151,0.18867924528301888,-0.03773584905660377,-0.04991547163359321,0.4716981132075472,0.5283018867924528,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,2,2022,41,0.17073170731707318,0.24390243902439024,-0.07317073170731707,-0.040224166272838625,0.5365853658536586,0.4634146341463415,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,3,2018,43,0.16279069767441862,0.046511627906976744,0.11627906976744186,0.19673376022702932,0.5581395348837209,0.4418604651162791,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,3,2019,46,0.08695652173913043,0.17391304347826086,-0.08695652173913043,-0.029155775060650403,0.391304347826087,0.6086956521739131,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,3,2020,45,0.3111111111111111,0.3111111111111111,0.0,0.06141494369571651,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,3,2021,53,0.22641509433962265,0.2830188679245283,-0.05660377358490566,-0.034615280628303984,0.4716981132075472,0.5283018867924528,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,3,2022,41,0.17073170731707318,0.2682926829268293,-0.0975609756097561,0.077207971999821,0.5365853658536586,0.4634146341463415,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,4,2018,43,0.20930232558139536,0.13953488372093023,0.06976744186046512,0.2098557986641169,0.5581395348837209,0.4418604651162791,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,4,2019,46,0.08695652173913043,0.21739130434782608,-0.13043478260869565,-0.043159693892006815,0.391304347826087,0.6086956521739131,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,4,2020,45,0.35555555555555557,0.3111111111111111,0.044444444444444446,0.1241096089839755,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,4,2021,53,0.2830188679245283,0.33962264150943394,-0.05660377358490566,0.08898364868407414,0.4716981132075472,0.5283018867924528,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,4,2022,41,0.1951219512195122,0.3170731707317073,-0.12195121951219512,0.04303630620460736,0.5365853658536586,0.4634146341463415,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,6,2018,43,0.3023255813953488,0.20930232558139536,0.09302325581395349,0.023067530703151647,0.5581395348837209,0.4418604651162791,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,6,2019,46,0.13043478260869565,0.21739130434782608,-0.08695652173913043,-0.07904478281799651,0.391304347826087,0.6086956521739131,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,6,2020,45,0.37777777777777777,0.35555555555555557,0.022222222222222223,0.027584917285967542,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,6,2021,53,0.3584905660377358,0.37735849056603776,-0.018867924528301886,-0.004993398274266744,0.4716981132075472,0.5283018867924528,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,6,2022,41,0.2926829268292683,0.36585365853658536,-0.07317073170731707,-0.15871632847175285,0.5365853658536586,0.4634146341463415,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,9,2018,43,0.37209302325581395,0.27906976744186046,0.09302325581395349,0.0951576542482836,0.5581395348837209,0.4418604651162791,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,9,2019,46,0.2826086956521739,0.30434782608695654,-0.021739130434782608,-0.05441650050450157,0.391304347826087,0.6086956521739131,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,9,2020,45,0.4888888888888889,0.4,0.08888888888888889,0.2488278455593073,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,9,2021,53,0.4339622641509434,0.4528301886792453,-0.018867924528301886,0.037588513651991076,0.4716981132075472,0.5283018867924528,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,9,2022,41,0.34146341463414637,0.4146341463414634,-0.07317073170731707,0.009036917471003734,0.5365853658536586,0.4634146341463415,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,12,2018,43,0.46511627906976744,0.32558139534883723,0.13953488372093023,0.07773748229063804,0.5581395348837209,0.4418604651162791,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,12,2019,46,0.32608695652173914,0.391304347826087,-0.06521739130434782,-0.09700472061279773,0.391304347826087,0.6086956521739131,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,12,2020,45,0.5111111111111111,0.4,0.1111111111111111,0.2796956083549236,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,12,2021,53,0.4339622641509434,0.4716981132075472,-0.03773584905660377,0.3896385840965128,0.4716981132075472,0.5283018867924528,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,12,2022,41,0.43902439024390244,0.4146341463414634,0.024390243902439025,-0.13331834378965268,0.5365853658536586,0.4634146341463415,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,18,2018,43,0.5348837209302325,0.37209302325581395,0.16279069767441862,0.2800014991104641,0.5581395348837209,0.4418604651162791,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,18,2019,46,0.41304347826086957,0.5217391304347826,-0.10869565217391304,0.5190897335111039,0.391304347826087,0.6086956521739131,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,18,2020,45,0.5333333333333333,0.4444444444444444,0.08888888888888889,0.6124642091956709,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,18,2021,53,0.49056603773584906,0.49056603773584906,0.0,0.5140464190301373,0.4716981132075472,0.5283018867924528,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,18,2022,41,0.4878048780487805,0.4878048780487805,0.0,-0.39452555114454385,0.5365853658536586,0.4634146341463415,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,24,2018,43,0.5348837209302325,0.4418604651162791,0.09302325581395349,-0.23958240358307406,0.5581395348837209,0.4418604651162791,-1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,24,2019,46,0.45652173913043476,0.5217391304347826,-0.06521739130434782,0.7270069513384881,0.391304347826087,0.6086956521739131,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,24,2020,45,0.5333333333333333,0.4444444444444444,0.08888888888888889,0.2776311599119327,0.5111111111111111,0.4888888888888889,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,24,2021,53,0.5094339622641509,0.49056603773584906,0.018867924528301886,0.2553587639679542,0.4716981132075472,0.5283018867924528,1.0
ES,ASIA,FROM_ABOVE,SESSION_30_TO_60,24,2022,41,0.4878048780487805,0.4878048780487805,0.0,-0.2391692039383526,0.5365853658536586,0.4634146341463415,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,1,2018,105,0.11428571428571428,0.17142857142857143,-0.05714285714285714,-0.05047003787913127,0.4,0.6,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,1,2019,107,0.14953271028037382,0.17757009345794392,-0.028037383177570093,0.15004024049228293,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,1,2020,93,0.21505376344086022,0.1827956989247312,0.03225806451612903,0.1457393844210136,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,1,2021,99,0.2222222222222222,0.26262626262626265,-0.04040404040404041,-0.04367287162778189,0.4444444444444444,0.5555555555555556,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,1,2022,104,0.09615384615384616,0.27884615384615385,-0.18269230769230768,-0.1959162312718823,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,2,2018,105,0.23809523809523808,0.26666666666666666,-0.02857142857142857,-0.015493998895236116,0.4,0.6,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,2,2019,107,0.27102803738317754,0.2803738317757009,-0.009345794392523364,0.1858119593770277,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,2,2020,93,0.3333333333333333,0.26881720430107525,0.06451612903225806,0.12512169314248522,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,2,2021,99,0.32323232323232326,0.35353535353535354,-0.030303030303030304,0.11290446964484367,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,2,2022,104,0.20192307692307693,0.40384615384615385,-0.20192307692307693,-0.18207925106670741,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,3,2018,105,0.3333333333333333,0.3333333333333333,0.0,0.13630291245716122,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,3,2019,107,0.35514018691588783,0.34579439252336447,0.009345794392523364,0.17459272905743375,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,3,2020,93,0.3655913978494624,0.3548387096774194,0.010752688172043012,0.15281071664012416,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,3,2021,99,0.3838383838383838,0.37373737373737376,0.010101010101010102,0.10627358725741942,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,3,2022,104,0.2403846153846154,0.5,-0.25961538461538464,-0.1471202078745074,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,4,2018,105,0.37142857142857144,0.3619047619047619,0.009523809523809525,0.14748892760989668,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,4,2019,107,0.42990654205607476,0.38317757009345793,0.04672897196261682,0.1509202587106704,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,4,2020,93,0.3763440860215054,0.41935483870967744,-0.043010752688172046,0.005683894349482225,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,4,2021,99,0.4444444444444444,0.41414141414141414,0.030303030303030304,0.22764667744060738,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,4,2022,104,0.3076923076923077,0.5480769230769231,-0.2403846153846154,-0.08923732945889312,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,6,2018,105,0.4095238095238095,0.45714285714285713,-0.047619047619047616,0.36948204748329067,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,6,2019,107,0.45794392523364486,0.42990654205607476,0.028037383177570093,0.1858119593770277,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,6,2020,93,0.46236559139784944,0.44086021505376344,0.021505376344086023,0.07111251874937183,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,6,2021,99,0.47474747474747475,0.45454545454545453,0.020202020202020204,0.2807964030379177,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,6,2022,104,0.3557692307692308,0.5576923076923077,-0.20192307692307693,-0.03303561298731042,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,9,2018,105,0.45714285714285713,0.49523809523809526,-0.0380952380952381,0.41474174039421996,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,9,2019,107,0.4766355140186916,0.4485981308411215,0.028037383177570093,-0.027206065284618115,0.5046728971962616,0.4953271028037383,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,9,2020,93,0.4838709677419355,0.4946236559139785,-0.010752688172043012,0.19461627539751722,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,9,2021,99,0.5050505050505051,0.46464646464646464,0.04040404040404041,0.6108801615353174,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,9,2022,104,0.38461538461538464,0.5865384615384616,-0.20192307692307693,-0.13655245550739717,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,12,2018,105,0.4857142857142857,0.49523809523809526,-0.009523809523809525,0.4401467804380498,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,12,2019,107,0.4953271028037383,0.4766355140186916,0.018691588785046728,0.2921249006746802,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,12,2020,93,0.4838709677419355,0.5053763440860215,-0.021505376344086023,0.3168028243547634,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,12,2021,99,0.5050505050505051,0.46464646464646464,0.04040404040404041,0.12272753606114463,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,12,2022,104,0.40384615384615385,0.5865384615384616,-0.18269230769230768,0.000954135274276284,0.40384615384615385,0.5961538461538461,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,18,2018,105,0.49523809523809526,0.49523809523809526,0.0,0.5618348273507783,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,18,2019,107,0.5046728971962616,0.4766355140186916,0.028037383177570093,0.7590235901083905,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,18,2020,93,0.4838709677419355,0.5053763440860215,-0.021505376344086023,0.7596700975187155,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,18,2021,99,0.5050505050505051,0.46464646464646464,0.04040404040404041,0.10909900859608374,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,18,2022,104,0.40384615384615385,0.5865384615384616,-0.18269230769230768,-0.4979618081410282,0.40384615384615385,0.5961538461538461,-1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,24,2018,105,0.49523809523809526,0.49523809523809526,0.0,0.6654891355690064,0.4,0.6,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,24,2019,107,0.5046728971962616,0.4766355140186916,0.028037383177570093,0.20750439574943091,0.5046728971962616,0.4953271028037383,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,24,2020,93,0.4838709677419355,0.5053763440860215,-0.021505376344086023,0.9186009561358971,0.5053763440860215,0.4946236559139785,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,24,2021,99,0.5050505050505051,0.46464646464646464,0.04040404040404041,0.22199345660745165,0.4444444444444444,0.5555555555555556,1.0
ES,ASIA,FROM_ABOVE,SESSION_60_TO_120,24,2022,104,0.40384615384615385,0.5865384615384616,-0.18269230769230768,0.10715770726188134,0.40384615384615385,0.5961538461538461,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,1,2018,719,0.17385257301808066,0.21279554937413073,-0.03894297635605007,0.027773376822493964,0.5257301808066759,0.47426981919332406,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,1,2019,702,0.1866096866096866,0.1467236467236467,0.039886039886039885,0.07862031256107621,0.5413105413105413,0.4586894586894587,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,1,2020,709,0.20874471086036672,0.21297602256699577,-0.004231311706629055,0.045956287551809125,0.5133991537376587,0.48660084626234135,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,1,2021,709,0.1847672778561354,0.22143864598025387,-0.036671368124118475,0.014038393683766382,0.5021156558533145,0.4978843441466855,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,1,2022,741,0.21592442645074225,0.22267206477732793,-0.006747638326585695,0.05272093083555165,0.5236167341430499,0.47638326585695007,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,2,2018,719,0.2753824756606398,0.3143254520166898,-0.03894297635605007,0.00923703181069721,0.5257301808066759,0.47426981919332406,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,2,2019,702,0.2948717948717949,0.22507122507122507,0.0698005698005698,0.11872992610167582,0.5413105413105413,0.4586894586894587,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,2,2020,709,0.29619181946403383,0.29760225669957685,-0.0014104372355430183,0.05752694088401002,0.5133991537376587,0.48660084626234135,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,2,2021,709,0.29619181946403383,0.2834978843441467,0.012693935119887164,0.04483939860165265,0.5021156558533145,0.4978843441466855,1.0
ES,ASIA,FROM_ABOVE,SESSION_120_PLUS,2,2022,741,0.3157894736842105,0.28475033738191635,0.0310391363022942,0.03919358806466754,0.5236167341430499,0.47638326585695007,1.0
