instrument,session,touch_time_bucket,approach_side,horizon_bars,barrier_atr,eligible_armed_excursions,touch_events,touch_rate,same_bar_rejection_count,same_bar_breakthrough_count,same_bar_neutral_count,same_bar_rejection_rate,same_bar_breakthrough_rate,same_bar_rej_minus_brk,same_bar_binom_p,median_signed_close_atr,median_rejection_exc_atr,median_breakthrough_exc_atr,median_dominance,p_rejection_exc_gt_breakthrough_exc,p_breakthrough_exc_gt_rejection_exc,post_touch_retouch_rate,barrier_rejection_first_n,barrier_breakthrough_first_n,barrier_tie_n,barrier_neither_n,barrier_rejection_first_rate,barrier_breakthrough_first_rate,barrier_tie_rate,barrier_neither_rate,barrier_rej_minus_brk_first_rate,barrier_nontied_n,barrier_binom_p,sample_status
NQ,LONDON,SESSION_60_TO_120,FROM_ABOVE,1,1.0,477,473,0.9916142557651991,242,231,0,0.5116279069767442,0.4883720930232558,0.023255813953488372,0.6457054685103282,0.053512293532058844,0.42894610895628693,0.379809151699868,0.06849947993815968,0.5348837209302325,0.46511627906976744,0.904862579281184,58,83,0,332,0.1226215644820296,0.17547568710359407,0.0,0.7019027484143763,-0.05285412262156447,141,0.04287961522740881,OK
NQ,LONDON,SESSION_120_PLUS,FROM_ABOVE,1,1.0,1828,1891,1.0344638949671772,935,956,0,0.4944473823373876,0.5055526176626124,-0.01110523532522475,0.6455836549853374,0.006493243660867419,0.4327183950598418,0.42958714766184286,0.006112688453868025,0.5018970189701897,0.4981029810298103,0.8461131676361714,353,382,5,1105,0.1866737176097303,0.20200951877313592,0.0026441036488630354,0.5843469063987309,-0.015335801163405605,735,0.30169602298915116,OK
NQ,LONDON,ALL_SESSION,FROM_ABOVE,1,1.0,3022,2708,0.8960953011250827,1356,1352,0,0.5007385524372231,0.49926144756277696,0.0014771048744460858,0.9540290832054202,0.018517934710632622,0.43718191405469453,0.4298258425625428,0.019247044844729964,0.5086401202103682,0.49135987978963186,0.8648449039881831,487,542,5,1628,0.17983751846381094,0.20014771048744462,0.001846381093057607,0.6011816838995568,-0.020310192023633683,1029,0.09225024595276943,OK
NQ,LONDON,SESSION_0_TO_30,FROM_BELOW,1,1.0,366,99,0.27049180327868855,56,43,0,0.5656565656565656,0.43434343434343436,0.13131313131313133,0.22762615711004686,-0.05211458832584074,0.5688244575057746,0.5839644149360594,-0.11033940272164094,0.46464646464646464,0.5353535353535354,0.9090909090909091,16,32,0,51,0.16161616161616163,0.32323232323232326,0.0,0.5151515151515151,-0.16161616161616163,48,0.029304946720529308,OK
NQ,LONDON,SESSION_30_TO_60,FROM_BELOW,1,1.0,252,214,0.8492063492063492,122,92,0,0.5700934579439252,0.42990654205607476,0.14018691588785046,0.04718091517598743,-0.012912023959950085,0.4625043665379841,0.4669911649988928,-0.017185894395014722,0.5,0.5,0.8925233644859814,40,42,0,132,0.18691588785046728,0.19626168224299065,0.0,0.616822429906542,-0.009345794392523366,82,0.9121566075526032,OK
NQ,LONDON,SESSION_60_TO_120,FROM_BELOW,1,1.0,456,455,0.9978070175438597,255,200,0,0.5604395604395604,0.43956043956043955,0.12087912087912088,0.011274332316134169,0.08130591435293949,0.42421243719923085,0.3332833106616444,0.12529443282189523,0.5472527472527473,0.45274725274725275,0.9098901098901099,64,63,1,327,0.14065934065934066,0.13846153846153847,0.002197802197802198,0.7186813186813187,0.00219780219780219,127,1.0,OK
NQ,LONDON,SESSION_120_PLUS,FROM_BELOW,1,1.0,1642,1652,1.0060901339829476,839,813,0,0.5078692493946732,0.49213075060532685,0.015738498789346248,0.5385114827307637,-0.03827393319852021,0.4078473519358352,0.4188453500970255,-0.015253176394201404,0.49597024178549287,0.5040297582145071,0.847457627118644,267,311,5,1030,0.16162227602905568,0.18825665859564164,0.003026634382566586,0.6234866828087167,-0.026634382566585957,578,0.07359357289557097,OK
NQ,LONDON,ALL_SESSION,FROM_BELOW,1,1.0,2716,2420,0.8910162002945509,1272,1148,0,0.5256198347107438,0.4743801652892562,0.0512396694214876,0.012391904067100641,-0.00552244599048484,0.42029349557755846,0.40780091765013843,0.011570300654883877,0.504829903401932,0.49517009659806804,0.8657024793388429,387,448,6,1540,0.15991735537190083,0.18512396694214875,0.0024793388429752068,0.6363636363636364,-0.025206611570247922,835,0.03779483417890772,OK
NQ,NEW_YORK,SESSION_0_TO_30,FROM_ABOVE,1,1.0,364,75,0.20604395604395603,37,38,0,0.49333333333333335,0.5066666666666667,-0.013333333333333334,1.0,0.03925817242848387,0.6895241028054131,1.0448384840304494,-0.19682581011358322,0.41333333333333333,0.5866666666666667,0.88,27,37,2,9,0.36,0.49333333333333335,0.02666666666666667,0.12,-0.13333333333333336,64,0.26043547657665356,OK
NQ,NEW_YORK,SESSION_30_TO_60,FROM_ABOVE,1,1.0,278,207,0.7446043165467626,111,96,0,0.5362318840579711,0.463768115942029,0.07246376811594203,0.3305314667325053,-0.024762605094236386,0.6005322164829913,0.5713211123223213,-0.007868625427194229,0.4975845410628019,0.5024154589371981,0.8695652173913043,58,66,2,81,0.28019323671497587,0.3188405797101449,0.00966183574879227,0.391304347826087,-0.03864734299516903,124,0.5297694043652676,OK
NQ,NEW_YORK,SESSION_60_TO_120,FROM_ABOVE,1,1.0,499,439,0.8797595190380761,235,204,0,0.5353075170842825,0.4646924829157175,0.07061503416856492,0.1521131875795532,-0.03518520789917342,0.38021712521555484,0.3937374584267488,-0.06600352568825153,0.47380410022779046,0.5261958997722096,0.8792710706150342,43,74,0,322,0.0979498861047836,0.16856492027334852,0.0,0.7334851936218679,-0.07061503416856492,117,0.005319279348701682,OK
NQ,NEW_YORK,SESSION_120_PLUS,FROM_ABOVE,1,1.0,2230,2379,1.0668161434977579,1245,1134,0,0.5233291298865069,0.4766708701134931,0.04665825977301387,0.024097132748458223,0.08081619263056902,0.48168186418487874,0.4121993355539644,0.06782181068410861,0.5267665952890792,0.4732334047109208,0.8705338377469525,438,414,12,1471,0.1841109709962169,0.17402269861286254,0.005044136191677175,0.6183270281630937,0.010088272383354357,852,0.4307331661698671,OK
NQ,NEW_YORK,ALL_SESSION,FROM_ABOVE,1,1.0,3371,3100,0.9196084247997627,1628,1472,0,0.5251612903225806,0.47483870967741937,0.05032258064516129,0.005362887793563952,0.04891581513142991,0.4752698431011655,0.42891454508824467,0.03736482925242553,0.5143979057591623,0.4856020942408377,0.8719354838709678,566,591,16,1883,0.18258064516129033,0.19064516129032258,0.005161290322580645,0.6074193548387097,-0.008064516129032251,1157,0.4804669979502643,OK
NQ,NEW_YORK,SESSION_0_TO_30,FROM_BELOW,1,1.0,333,70,0.21021021021021022,28,42,0,0.4,0.6,-0.2,0.11960933562988493,-0.09563373992643598,0.4610608254342963,0.8060966021184959,-0.415892278750856,0.42857142857142855,0.5714285714285714,0.9,20,27,1,22,0.2857142857142857,0.38571428571428573,0.014285714285714285,0.3142857142857143,-0.10000000000000003,47,0.38169339766321275,OK
NQ,NEW_YORK,SESSION_30_TO_60,FROM_BELOW,1,1.0,281,233,0.8291814946619217,117,116,0,0.5021459227467812,0.4978540772532189,0.004291845493562232,1.0,0.06482014941660498,0.5369523358308417,0.38942905514421056,0.15622324296280504,0.5407725321888412,0.4592274678111588,0.9055793991416309,67,49,0,117,0.2875536480686695,0.21030042918454936,0.0,0.5021459227467812,0.07725321888412015,116,0.11408316540850279,OK
NQ,NEW_YORK,SESSION_60_TO_120,FROM_BELOW,1,1.0,394,400,1.015228426395939,197,203,0,0.4925,0.5075,-0.015,0.8026252540927463,-0.04418185414709416,0.3161153799387447,0.36901493715174016,-0.06720614266900725,0.48,0.52,0.905,42,36,0,322,0.105,0.09,0.0,0.805,0.015,78,0.5715867180030723,OK
NQ,NEW_YORK,SESSION_120_PLUS,FROM_BELOW,1,1.0,1826,1900,1.04052573932092,920,980,0,0.4842105263157895,0.5157894736842106,-0.031578947368421054,0.17586332193565596,-0.027255709930888487,0.3799400799109648,0.4226151152330019,-0.03341622609606647,0.4884965222043874,0.5115034777956127,0.8789473684210526,319,257,7,1286,0.16789473684210526,0.13526315789473684,0.0036842105263157894,0.6768421052631579,0.03263157894736843,576,0.01096908498822427,OK
NQ,NEW_YORK,ALL_SESSION,FROM_BELOW,1,1.0,2834,2603,0.9184897671136203,1262,1341,0,0.48482520169035725,0.5151747983096427,-0.03034959661928544,0.12629182788163146,-0.020626929087492453,0.38176667385671903,0.4153960836828196,-0.03180547819748388,0.49027993779160184,0.5097200622083982,0.885900883595851,448,369,8,1747,0.17210910487898579,0.14175950825970035,0.003073376872839032,0.6711486746062236,0.030349596619285435,817,0.006320482466708488,OK
